tcdc,lon,lat
80.0,-120.223,39.19109
65.375,-119.8581,39.24089
68.875,-120.2885,39.4738
64.125,-119.9218,39.5239
94.375,-120.4549,38.57567
63.5,-120.094,38.62627
98.5,-120.5208,38.8577
73.0,-120.1582,38.90858
50.125,-119.795,38.9581
76.125,-120.223,39.19109
62.375,-119.8581,39.24089
71.5,-120.2885,39.4738
62.0,-119.9218,39.5239
86.25,-120.4549,38.57567
65.125,-120.094,38.62627
91.375,-120.5208,38.8577
59.5,-120.1582,38.90858
60.375,-119.795,38.9581
63.625,-120.223,39.19109
62.125,-119.8581,39.24089
60.625,-120.2885,39.4738
60.5,-119.9218,39.5239
68.625,-120.4549,38.57567
45.125,-120.094,38.62627
72.375,-120.5208,38.8577
46.5,-120.1582,38.90858
35.75,-119.795,38.9581
45.125,-120.223,39.19109
39.375,-119.8581,39.24089
45.875,-120.2885,39.4738
42.0,-119.9218,39.5239
59.875,-120.4549,38.57567
61.875,-120.094,38.62627
55.125,-120.5208,38.8577
54.0,-120.1582,38.90858
68.875,-119.795,38.9581
57.875,-120.223,39.19109
70.75,-119.8581,39.24089
58.25,-120.2885,39.4738
73.375,-119.9218,39.5239
7.75,-120.4549,38.57567
9.5,-120.094,38.62627
7.375,-120.5208,38.8577
6.875,-120.1582,38.90858
21.375,-119.795,38.9581
9.5,-120.223,39.19109
23.625,-119.8581,39.24089
8.375,-120.2885,39.4738
25.25,-119.9218,39.5239
19.5,-120.4549,38.57567
10.75,-120.094,38.62627
25.0,-120.5208,38.8577
12.0,-120.1582,38.90858
14.125,-119.795,38.9581
20.375,-120.223,39.19109
28.5,-119.8581,39.24089
22.0,-120.2885,39.4738
24.625,-119.9218,39.5239
8.25,-120.4549,38.57567
2.875,-120.094,38.62627
6.875,-120.5208,38.8577
4.125,-120.1582,38.90858
9.75,-119.795,38.9581
6.375,-120.223,39.19109
11.0,-119.8581,39.24089
1.875,-120.2885,39.4738
9.375,-119.9218,39.5239
7.125,-120.4549,38.57567
5.75,-120.094,38.62627
8.625,-120.5208,38.8577
6.0,-120.1582,38.90858
5.25,-119.795,38.9581
8.25,-120.223,39.19109
6.125,-119.8581,39.24089
10.875,-120.2885,39.4738
8.375,-119.9218,39.5239
12.375,-120.4549,38.57567
12.75,-120.094,38.62627
12.0,-120.5208,38.8577
11.5,-120.1582,38.90858
11.875,-119.795,38.9581
10.375,-120.223,39.19109
10.5,-119.8581,39.24089
9.25,-120.2885,39.4738
9.125,-119.9218,39.5239
3.25,-120.4549,38.57567
3.0,-120.094,38.62627
4.125,-120.5208,38.8577
3.625,-120.1582,38.90858
3.5,-119.795,38.9581
3.75,-120.223,39.19109
3.5,-119.8581,39.24089
4.125,-120.2885,39.4738
4.125,-119.9218,39.5239
11.25,-120.4549,38.57567
8.625,-120.094,38.62627
17.0,-120.5208,38.8577
12.375,-120.1582,38.90858
9.125,-119.795,38.9581
16.875,-120.223,39.19109
13.25,-119.8581,39.24089
20.625,-120.2885,39.4738
17.25,-119.9218,39.5239
39.5,-120.4549,38.57567
35.625,-120.094,38.62627
35.75,-120.5208,38.8577
35.0,-120.1582,38.90858
33.125,-119.795,38.9581
30.75,-120.223,39.19109
30.75,-119.8581,39.24089
25.875,-120.2885,39.4738
29.5,-119.9218,39.5239
55.375,-120.4549,38.57567
51.375,-120.094,38.62627
53.875,-120.5208,38.8577
51.625,-120.1582,38.90858
52.5,-119.795,38.9581
51.125,-120.223,39.19109
51.0,-119.8581,39.24089
48.625,-120.2885,39.4738
50.75,-119.9218,39.5239
81.625,-120.4549,38.57567
73.875,-120.094,38.62627
86.25,-120.5208,38.8577
74.5,-120.1582,38.90858
70.875,-119.795,38.9581
79.375,-120.223,39.19109
77.375,-119.8581,39.24089
83.0,-120.2885,39.4738
77.375,-119.9218,39.5239
63.625,-120.4549,38.57567
68.375,-120.094,38.62627
68.5,-120.5208,38.8577
74.5,-120.1582,38.90858
73.375,-119.795,38.9581
72.5,-120.223,39.19109
73.75,-119.8581,39.24089
66.75,-120.2885,39.4738
79.25,-119.9218,39.5239
40.875,-120.4549,38.57567
34.25,-120.094,38.62627
40.5,-120.5208,38.8577
35.625,-120.1582,38.90858
30.75,-119.795,38.9581
32.625,-120.223,39.19109
27.375,-119.8581,39.24089
29.625,-120.2885,39.4738
25.75,-119.9218,39.5239
92.125,-120.4549,38.57567
91.75,-120.094,38.62627
94.75,-120.5208,38.8577
90.0,-120.1582,38.90858
87.125,-119.795,38.9581
87.75,-120.223,39.19109
90.375,-119.8581,39.24089
90.125,-120.2885,39.4738
88.75,-119.9218,39.5239
15.375,-120.4549,38.57567
29.875,-120.094,38.62627
17.375,-120.5208,38.8577
20.875,-120.1582,38.90858
21.75,-119.795,38.9581
15.125,-120.223,39.19109
7.0,-119.8581,39.24089
13.875,-120.2885,39.4738
9.0,-119.9218,39.5239
59.5,-120.4549,38.57567
27.0,-120.094,38.62627
59.625,-120.5208,38.8577
32.625,-120.1582,38.90858
19.375,-119.795,38.9581
35.375,-120.223,39.19109
26.0,-119.8581,39.24089
34.25,-120.2885,39.4738
29.25,-119.9218,39.5239
67.375,-120.4549,38.57567
30.25,-120.094,38.62627
72.875,-120.5208,38.8577
39.875,-120.1582,38.90858
19.125,-119.795,38.9581
45.625,-120.223,39.19109
24.625,-119.8581,39.24089
44.625,-120.2885,39.4738
28.75,-119.9218,39.5239
86.375,-120.4549,38.57567
56.125,-120.094,38.62627
83.0,-120.5208,38.8577
66.0,-120.1582,38.90858
47.25,-119.795,38.9581
61.875,-120.223,39.19109
49.75,-119.8581,39.24089
59.25,-120.2885,39.4738
59.375,-119.9218,39.5239
65.75,-120.4549,38.57567
44.625,-120.094,38.62627
64.625,-120.5208,38.8577
50.875,-120.1582,38.90858
40.75,-119.795,38.9581
41.375,-120.223,39.19109
39.875,-119.8581,39.24089
32.375,-120.2885,39.4738
37.5,-119.9218,39.5239
41.375,-120.4549,38.57567
35.125,-120.094,38.62627
43.75,-120.5208,38.8577
43.875,-120.1582,38.90858
41.25,-119.795,38.9581
43.875,-120.223,39.19109
50.625,-119.8581,39.24089
40.625,-120.2885,39.4738
45.25,-119.9218,39.5239
8.75,-120.4549,38.57567
8.875,-120.094,38.62627
8.375,-120.5208,38.8577
8.0,-120.1582,38.90858
9.5,-119.795,38.9581
10.375,-120.223,39.19109
24.5,-119.8581,39.24089
8.75,-120.2885,39.4738
25.875,-119.9218,39.5239
10.625,-120.4549,38.57567
10.0,-120.094,38.62627
10.625,-120.5208,38.8577
9.5,-120.1582,38.90858
9.0,-119.795,38.9581
9.125,-120.223,39.19109
8.5,-119.8581,39.24089
8.875,-120.2885,39.4738
8.375,-119.9218,39.5239
71.625,-120.4549,38.57567
61.75,-120.094,38.62627
74.125,-120.5208,38.8577
65.875,-120.1582,38.90858
60.5,-119.795,38.9581
68.875,-120.223,39.19109
63.375,-119.8581,39.24089
71.375,-120.2885,39.4738
69.375,-119.9218,39.5239
98.125,-120.4549,38.57567
99.0,-120.094,38.62627
96.375,-120.5208,38.8577
98.125,-120.1582,38.90858
96.875,-119.795,38.9581
97.0,-120.223,39.19109
98.125,-119.8581,39.24089
92.75,-120.2885,39.4738
92.25,-119.9218,39.5239
35.375,-120.4549,38.57567
26.0,-120.094,38.62627
51.0,-120.5208,38.8577
32.25,-120.1582,38.90858
24.125,-119.795,38.9581
39.5,-120.223,39.19109
26.375,-119.8581,39.24089
46.5,-120.2885,39.4738
37.25,-119.9218,39.5239
83.5,-120.4549,38.57567
78.625,-120.094,38.62627
88.5,-120.5208,38.8577
82.875,-120.1582,38.90858
77.625,-119.795,38.9581
90.0,-120.223,39.19109
80.25,-119.8581,39.24089
92.5,-120.2885,39.4738
83.375,-119.9218,39.5239
63.375,-120.4549,38.57567
51.625,-120.094,38.62627
63.375,-120.5208,38.8577
55.5,-120.1582,38.90858
50.0,-119.795,38.9581
53.625,-120.223,39.19109
51.25,-119.8581,39.24089
54.875,-120.2885,39.4738
51.25,-119.9218,39.5239
53.5,-120.4549,38.57567
41.75,-120.094,38.62627
52.875,-120.5208,38.8577
40.0,-120.1582,38.90858
35.125,-119.795,38.9581
42.625,-120.223,39.19109
41.875,-119.8581,39.24089
40.0,-120.2885,39.4738
48.125,-119.9218,39.5239
54.25,-120.4549,38.57567
25.375,-120.094,38.62627
60.25,-120.5208,38.8577
33.625,-120.1582,38.90858
20.125,-119.795,38.9581
36.75,-120.223,39.19109
19.5,-119.8581,39.24089
31.625,-120.2885,39.4738
24.75,-119.9218,39.5239
60.875,-120.4549,38.57567
49.625,-120.094,38.62627
52.125,-120.5208,38.8577
48.25,-120.1582,38.90858
52.125,-119.795,38.9581
45.0,-120.223,39.19109
50.0,-119.8581,39.24089
44.5,-120.2885,39.4738
49.125,-119.9218,39.5239
58.0,-120.4549,38.57567
47.125,-120.094,38.62627
54.375,-120.5208,38.8577
63.875,-120.1582,38.90858
54.75,-119.795,38.9581
61.125,-120.223,39.19109
56.125,-119.8581,39.24089
60.5,-120.2885,39.4738
60.625,-119.9218,39.5239
4.0,-120.4549,38.57567
3.125,-120.094,38.62627
8.375,-120.5208,38.8577
3.75,-120.1582,38.90858
2.375,-119.795,38.9581
3.25,-120.223,39.19109
2.875,-119.8581,39.24089
3.625,-120.2885,39.4738
5.0,-119.9218,39.5239
43.75,-120.4549,38.57567
39.0,-120.094,38.62627
47.625,-120.5208,38.8577
44.375,-120.1582,38.90858
43.375,-119.795,38.9581
46.875,-120.223,39.19109
44.125,-119.8581,39.24089
50.125,-120.2885,39.4738
48.375,-119.9218,39.5239
14.125,-120.4549,38.57567
12.25,-120.094,38.62627
15.25,-120.5208,38.8577
14.375,-120.1582,38.90858
22.875,-119.795,38.9581
15.5,-120.223,39.19109
21.0,-119.8581,39.24089
18.0,-120.2885,39.4738
52.125,-119.9218,39.5239
18.125,-120.4549,38.57567
15.75,-120.094,38.62627
20.875,-120.5208,38.8577
16.5,-120.1582,38.90858
13.375,-119.795,38.9581
15.125,-120.223,39.19109
13.25,-119.8581,39.24089
11.875,-120.2885,39.4738
12.25,-119.9218,39.5239
45.75,-120.4549,38.57567
42.375,-120.094,38.62627
51.25,-120.5208,38.8577
55.375,-120.1582,38.90858
54.375,-119.795,38.9581
58.875,-120.223,39.19109
57.75,-119.8581,39.24089
56.375,-120.2885,39.4738
57.25,-119.9218,39.5239
66.5,-120.4549,38.57567
53.125,-120.094,38.62627
67.875,-120.5208,38.8577
60.75,-120.1582,38.90858
58.25,-119.795,38.9581
60.5,-120.223,39.19109
62.125,-119.8581,39.24089
53.125,-120.2885,39.4738
56.25,-119.9218,39.5239
82.125,-120.4549,38.57567
62.625,-120.094,38.62627
81.125,-120.5208,38.8577
58.75,-120.1582,38.90858
75.75,-119.795,38.9581
62.0,-120.223,39.19109
81.375,-119.8581,39.24089
55.125,-120.2885,39.4738
64.0,-119.9218,39.5239
6.75,-120.4549,38.57567
6.875,-120.094,38.62627
7.0,-120.5208,38.8577
6.75,-120.1582,38.90858
6.875,-119.795,38.9581
6.875,-120.223,39.19109
6.75,-119.8581,39.24089
7.5,-120.2885,39.4738
8.0,-119.9218,39.5239
5.125,-120.4549,38.57567
4.5,-120.094,38.62627
4.375,-120.5208,38.8577
4.5,-120.1582,38.90858
3.875,-119.795,38.9581
3.75,-120.223,39.19109
3.875,-119.8581,39.24089
4.0,-120.2885,39.4738
3.25,-119.9218,39.5239
46.25,-120.4549,38.57567
37.375,-120.094,38.62627
46.625,-120.5208,38.8577
39.0,-120.1582,38.90858
37.25,-119.795,38.9581
37.25,-120.223,39.19109
34.375,-119.8581,39.24089
31.75,-120.2885,39.4738
34.875,-119.9218,39.5239
29.5,-120.4549,38.57567
24.25,-120.094,38.62627
31.75,-120.5208,38.8577
30.625,-120.1582,38.90858
31.625,-119.795,38.9581
36.25,-120.223,39.19109
34.25,-119.8581,39.24089
39.125,-120.2885,39.4738
39.625,-119.9218,39.5239
0.625,-120.4549,38.57567
0.5,-120.094,38.62627
0.5,-120.5208,38.8577
1.0,-120.1582,38.90858
17.0,-119.795,38.9581
1.625,-120.223,39.19109
13.875,-119.8581,39.24089
1.125,-120.2885,39.4738
27.5,-119.9218,39.5239
