hgt,lon,lat
155.6012,-120.1582,38.90858
156.0387,-119.795,38.9581
154.8512,-120.223,39.19109
155.5387,-119.8581,39.24089
153.1637,-120.2885,39.4738
154.4137,-119.9218,39.5239
160.051,-120.4549,38.57567
154.301,-120.094,38.62627
159.051,-120.5208,38.8577
152.676,-120.1582,38.90858
147.676,-119.795,38.9581
151.551,-120.223,39.19109
147.2385,-119.8581,39.24089
149.1135,-120.2885,39.4738
145.9885,-119.9218,39.5239
144.23886,-120.4549,38.57567
136.98886,-120.094,38.62627
141.92636,-120.5208,38.8577
134.98886,-120.1582,38.90858
130.98886,-119.795,38.9581
133.30136,-120.223,39.19109
130.17636,-119.8581,39.24089
129.98886,-120.2885,39.4738
128.92636,-119.9218,39.5239
161.53711,-120.4549,38.57567
154.59961,-120.094,38.62627
158.28711,-120.5208,38.8577
151.78711,-120.1582,38.90858
146.72461,-119.795,38.9581
148.97461,-120.223,39.19109
145.16211,-119.8581,39.24089
145.16211,-120.2885,39.4738
142.97461,-119.9218,39.5239
209.91177,-120.4549,38.57567
205.91177,-120.094,38.62627
210.03677,-120.5208,38.8577
204.47427,-120.1582,38.90858
198.53677,-119.795,38.9581
203.22427,-120.223,39.19109
197.03677,-119.8581,39.24089
200.47427,-120.2885,39.4738
195.41177,-119.9218,39.5239
216.18277,-120.4549,38.57567
217.80777,-120.094,38.62627
218.18277,-120.5208,38.8577
218.62027,-120.1582,38.90858
218.05777,-119.795,38.9581
219.93277,-120.223,39.19109
218.80777,-119.8581,39.24089
219.99527,-120.2885,39.4738
218.55777,-119.9218,39.5239
177.77365,-120.4549,38.57567
176.46115,-120.094,38.62627
177.08615,-120.5208,38.8577
175.64865,-120.1582,38.90858
174.89865,-119.795,38.9581
175.71115,-120.223,39.19109
175.14865,-119.8581,39.24089
175.14865,-120.2885,39.4738
174.52365,-119.9218,39.5239
161.01196,-120.4549,38.57567
156.38696,-120.094,38.62627
160.57446,-120.5208,38.8577
154.94946,-120.1582,38.90858
149.32446,-119.795,38.9581
153.88696,-120.223,39.19109
149.44946,-119.8581,39.24089
152.07446,-120.2885,39.4738
149.01196,-119.9218,39.5239
163.13548,-120.4549,38.57567
165.82298,-120.094,38.62627
164.26048,-120.5208,38.8577
167.88548,-120.1582,38.90858
171.07298,-119.795,38.9581
170.57298,-120.223,39.19109
173.88548,-119.8581,39.24089
174.19798,-120.2885,39.4738
176.88548,-119.9218,39.5239
185.96129,-120.4549,38.57567
186.02379,-120.094,38.62627
186.08629,-120.5208,38.8577
185.71129,-120.1582,38.90858
184.89879,-119.795,38.9581
186.14879,-120.223,39.19109
185.39879,-119.8581,39.24089
186.33629,-120.2885,39.4738
185.52379,-119.9218,39.5239
178.5899,-120.4549,38.57567
174.0274,-120.094,38.62627
178.0899,-120.5208,38.8577
171.7774,-120.1582,38.90858
167.9649,-119.795,38.9581
170.7149,-120.223,39.19109
167.0899,-119.8581,39.24089
169.0899,-120.2885,39.4738
166.6524,-119.9218,39.5239
103.75127,-120.4549,38.57567
97.37627,-120.094,38.62627
103.62627,-120.5208,38.8577
97.87627,-120.1582,38.90858
92.18877,-119.795,38.9581
97.93877,-120.223,39.19109
92.62627,-119.8581,39.24089
98.56377,-120.2885,39.4738
93.75127,-119.9218,39.5239
149.75272,-120.4549,38.57567
154.87772,-120.094,38.62627
151.87772,-120.5208,38.8577
157.94022,-120.1582,38.90858
163.50272,-119.795,38.9581
160.69022,-120.223,39.19109
165.56522,-119.8581,39.24089
164.25272,-120.2885,39.4738
167.37772,-119.9218,39.5239
166.20741,-120.4549,38.57567
169.26991,-120.094,38.62627
168.95741,-120.5208,38.8577
172.76991,-120.1582,38.90858
176.01991,-119.795,38.9581
175.51991,-120.223,39.19109
178.45741,-119.8581,39.24089
179.01991,-120.2885,39.4738
181.08241,-119.9218,39.5239
186.56451,-120.4549,38.57567
195.43951,-120.094,38.62627
191.18951,-120.5208,38.8577
201.31451,-120.1582,38.90858
210.12701,-119.795,38.9581
205.37701,-120.223,39.19109
213.25201,-119.8581,39.24089
210.31451,-120.2885,39.4738
216.18951,-119.9218,39.5239
218.8812,-120.4549,38.57567
230.3812,-120.094,38.62627
222.0062,-120.5208,38.8577
234.6937,-120.1582,38.90858
246.1937,-119.795,38.9581
238.5687,-120.223,39.19109
248.5687,-119.8581,39.24089
243.4437,-120.2885,39.4738
250.1937,-119.9218,39.5239
195.62433,-120.4549,38.57567
199.12433,-120.094,38.62627
196.49933,-120.5208,38.8577
199.43683,-120.1582,38.90858
201.49933,-119.795,38.9581
200.12433,-120.223,39.19109
201.43683,-119.8581,39.24089
201.49933,-120.2885,39.4738
201.81183,-119.9218,39.5239
134.45673,-120.4549,38.57567
139.70673,-120.094,38.62627
138.70673,-120.5208,38.8577
144.64423,-120.1582,38.90858
150.26923,-119.795,38.9581
149.14423,-120.223,39.19109
153.89423,-119.8581,39.24089
154.58173,-120.2885,39.4738
158.45673,-119.9218,39.5239
174.78352,-120.4549,38.57567
186.84602,-120.094,38.62627
179.78352,-120.5208,38.8577
193.59602,-120.1582,38.90858
206.90852,-119.795,38.9581
199.28352,-120.223,39.19109
210.84602,-119.8581,39.24089
205.65852,-120.2885,39.4738
214.72102,-119.9218,39.5239
202.30469,-120.4549,38.57567
213.55469,-120.094,38.62627
202.74219,-120.5208,38.8577
216.80469,-120.1582,38.90858
230.05469,-119.795,38.9581
219.80469,-120.223,39.19109
232.36719,-119.8581,39.24089
224.36719,-120.2885,39.4738
233.92969,-119.9218,39.5239
201.87238,-120.4549,38.57567
206.62238,-120.094,38.62627
201.49738,-120.5208,38.8577
207.62238,-120.1582,38.90858
213.80988,-119.795,38.9581
208.37238,-120.223,39.19109
214.37238,-119.8581,39.24089
209.68488,-120.2885,39.4738
214.37238,-119.9218,39.5239
148.80214,-120.4549,38.57567
148.45839,-120.094,38.62627
148.33339,-120.5208,38.8577
148.52089,-120.1582,38.90858
149.39589,-119.795,38.9581
148.80214,-120.223,39.19109
149.58339,-119.8581,39.24089
148.80214,-120.2885,39.4738
149.55214,-119.9218,39.5239
77.81805,-120.4549,38.57567
72.44305,-120.094,38.62627
76.31805,-120.5208,38.8577
71.38055,-120.1582,38.90858
68.25555,-119.795,38.9581
71.00555,-120.223,39.19109
68.38055,-119.8581,39.24089
69.19305,-120.2885,39.4738
67.56805,-119.9218,39.5239
94.72437,-120.4549,38.57567
84.34937,-120.094,38.62627
89.47437,-120.5208,38.8577
78.91187,-120.1582,38.90858
72.84937,-119.795,38.9581
74.66187,-120.223,39.19109
69.28687,-119.8581,39.24089
68.66187,-120.2885,39.4738
65.53687,-119.9218,39.5239
126.158875,-120.4549,38.57567
115.971375,-120.094,38.62627
123.158875,-120.5208,38.8577
110.908875,-120.1582,38.90858
102.846375,-119.795,38.9581
107.471375,-120.223,39.19109
100.221375,-119.8581,39.24089
103.471375,-120.2885,39.4738
99.283875,-119.9218,39.5239
164.27597,-120.4549,38.57567
160.90097,-120.094,38.62627
164.02597,-120.5208,38.8577
160.96347,-120.1582,38.90858
159.15097,-119.795,38.9581
161.15097,-120.223,39.19109
159.52597,-119.8581,39.24089
160.08847,-120.2885,39.4738
159.46347,-119.9218,39.5239
132.21307,-120.4549,38.57567
124.02558,-120.094,38.62627
129.77557,-120.5208,38.8577
121.02558,-120.1582,38.90858
114.27558,-119.795,38.9581
117.96308,-120.223,39.19109
112.27558,-119.8581,39.24089
114.02558,-120.2885,39.4738
109.83808,-119.9218,39.5239
178.79208,-120.4549,38.57567
173.91708,-120.094,38.62627
178.79208,-120.5208,38.8577
173.60458,-120.1582,38.90858
168.85458,-119.795,38.9581
172.91708,-120.223,39.19109
169.22958,-119.8581,39.24089
171.29208,-120.2885,39.4738
168.85458,-119.9218,39.5239
142.66354,-120.4549,38.57567
141.16354,-120.094,38.62627
142.78854,-120.5208,38.8577
141.41354,-120.1582,38.90858
142.03854,-119.795,38.9581
141.91354,-120.223,39.19109
142.41354,-119.8581,39.24089
141.41354,-120.2885,39.4738
142.10104,-119.9218,39.5239
117.74951,-120.4549,38.57567
120.87451,-120.094,38.62627
118.68701,-120.5208,38.8577
122.81201,-120.1582,38.90858
126.99951,-119.795,38.9581
124.87451,-120.223,39.19109
129.31201,-119.8581,39.24089
126.81201,-120.2885,39.4738
131.18701,-119.9218,39.5239
140.26678,-120.4549,38.57567
142.07928,-120.094,38.62627
140.07928,-120.5208,38.8577
143.95428,-120.1582,38.90858
148.51678,-119.795,38.9581
145.51678,-120.223,39.19109
150.57928,-119.8581,39.24089
147.07928,-120.2885,39.4738
152.32928,-119.9218,39.5239
126.84397,-120.4549,38.57567
132.53146,-120.094,38.62627
128.65646,-120.5208,38.8577
136.59396,-120.1582,38.90858
144.90646,-119.795,38.9581
140.46896,-120.223,39.19109
149.15646,-119.8581,39.24089
144.90646,-120.2885,39.4738
153.46896,-119.9218,39.5239
105.67851,-120.4549,38.57567
107.61601,-120.094,38.62627
105.67851,-120.5208,38.8577
108.74101,-120.1582,38.90858
111.99101,-119.795,38.9581
109.99101,-120.223,39.19109
113.55351,-119.8581,39.24089
111.17851,-120.2885,39.4738
114.92851,-119.9218,39.5239
104.18605,-120.4549,38.57567
96.31105,-120.094,38.62627
100.12355,-120.5208,38.8577
92.87355,-120.1582,38.90858
89.49855,-119.795,38.9581
89.87355,-120.223,39.19109
87.87355,-119.8581,39.24089
85.93605,-120.2885,39.4738
86.87355,-119.9218,39.5239
90.38875,-120.4549,38.57567
74.57625,-120.094,38.62627
84.88875,-120.5208,38.8577
70.01375,-120.1582,38.90858
61.20125,-119.795,38.9581
65.20125,-120.223,39.19109
57.38875,-119.8581,39.24089
57.38875,-120.2885,39.4738
54.13875,-119.9218,39.5239
192.20076,-120.4549,38.57567
184.95076,-120.094,38.62627
190.20076,-120.5208,38.8577
182.76326,-120.1582,38.90858
177.01326,-119.795,38.9581
180.45076,-120.223,39.19109
175.82576,-119.8581,39.24089
177.82576,-120.2885,39.4738
175.01326,-119.9218,39.5239
232.50755,-120.4549,38.57567
232.57005,-120.094,38.62627
232.69505,-120.5208,38.8577
231.00755,-120.1582,38.90858
228.13255,-119.795,38.9581
229.44505,-120.223,39.19109
226.25755,-119.8581,39.24089
226.38255,-120.2885,39.4738
222.82005,-119.9218,39.5239
174.63147,-120.4549,38.57567
168.94397,-120.094,38.62627
172.31897,-120.5208,38.8577
165.94397,-120.1582,38.90858
160.19397,-119.795,38.9581
163.31897,-120.223,39.19109
158.13147,-119.8581,39.24089
159.31897,-120.2885,39.4738
155.44397,-119.9218,39.5239
144.97064,-120.4549,38.57567
131.03314,-120.094,38.62627
143.22064,-120.5208,38.8577
129.09564,-120.1582,38.90858
117.03314,-119.795,38.9581
127.34564,-120.223,39.19109
116.72064,-119.8581,39.24089
125.59564,-120.2885,39.4738
117.84564,-119.9218,39.5239
225.94989,-120.4549,38.57567
230.69989,-120.094,38.62627
229.51239,-120.5208,38.8577
235.63739,-120.1582,38.90858
241.51239,-119.795,38.9581
239.63739,-120.223,39.19109
244.76239,-119.8581,39.24089
244.19989,-120.2885,39.4738
248.13739,-119.9218,39.5239
239.5626,-120.4549,38.57567
243.2501,-120.094,38.62627
239.9376,-120.5208,38.8577
243.7501,-120.1582,38.90858
247.1251,-119.795,38.9581
244.5001,-120.223,39.19109
247.1251,-119.8581,39.24089
245.9376,-120.2885,39.4738
247.6251,-119.9218,39.5239
209.9717,-120.4549,38.57567
221.3467,-120.094,38.62627
212.8467,-120.5208,38.8577
225.0342,-120.1582,38.90858
235.0342,-119.795,38.9581
229.4092,-120.223,39.19109
238.0342,-119.8581,39.24089
235.0342,-120.2885,39.4738
241.3467,-119.9218,39.5239
199.15118,-120.4549,38.57567
208.27618,-120.094,38.62627
200.27618,-120.5208,38.8577
211.33871,-120.1582,38.90858
221.90121,-119.795,38.9581
215.27621,-120.223,39.19109
225.02621,-119.8581,39.24089
220.71371,-120.2885,39.4738
228.71371,-119.9218,39.5239
217.38138,-120.4549,38.57567
230.38138,-120.094,38.62627
219.06888,-120.5208,38.8577
234.31888,-120.1582,38.90858
248.06888,-119.795,38.9581
238.19388,-120.223,39.19109
251.06888,-119.8581,39.24089
243.50638,-120.2885,39.4738
253.94388,-119.9218,39.5239
205.06087,-120.4549,38.57567
211.43587,-120.094,38.62627
205.31087,-120.5208,38.8577
213.37337,-120.1582,38.90858
220.56087,-119.795,38.9581
215.99837,-120.223,39.19109
222.87337,-119.8581,39.24089
219.81087,-120.2885,39.4738
225.18587,-119.9218,39.5239
155.6008,-120.4549,38.57567
165.6008,-120.094,38.62627
157.2883,-120.5208,38.8577
168.5383,-120.1582,38.90858
178.7258,-119.795,38.9581
172.5383,-120.223,39.19109
181.9758,-119.8581,39.24089
178.2258,-120.2885,39.4738
186.1633,-119.9218,39.5239
125.413284,-120.4549,38.57567
127.163284,-120.094,38.62627
124.913284,-120.5208,38.8577
128.53828,-120.1582,38.90858
132.91328,-119.795,38.9581
130.53828,-120.223,39.19109
135.35078,-119.8581,39.24089
133.85078,-120.2885,39.4738
138.22578,-119.9218,39.5239
116.48401,-120.4549,38.57567
119.85901,-120.094,38.62627
116.85901,-120.5208,38.8577
121.23401,-120.1582,38.90858
125.48401,-119.795,38.9581
122.92151,-120.223,39.19109
127.42151,-119.8581,39.24089
125.17151,-120.2885,39.4738
129.60901,-119.9218,39.5239
98.401276,-120.4549,38.57567
100.088776,-120.094,38.62627
98.213776,-120.5208,38.8577
100.963776,-120.1582,38.90858
104.901276,-119.795,38.9581
102.088776,-120.223,39.19109
106.588776,-119.8581,39.24089
103.776276,-120.2885,39.4738
108.026276,-119.9218,39.5239
97.125275,-120.4549,38.57567
93.062775,-120.094,38.62627
94.875275,-120.5208,38.8577
91.187775,-120.1582,38.90858
88.875275,-119.795,38.9581
89.875275,-120.223,39.19109
88.250275,-119.8581,39.24089
87.937775,-120.2885,39.4738
87.062775,-119.9218,39.5239
26.432587,-120.4549,38.57567
19.307587,-120.094,38.62627
23.995087,-120.5208,38.8577
17.870087,-120.1582,38.90858
13.245087,-119.795,38.9581
16.870087,-120.223,39.19109
13.432587,-119.8581,39.24089
14.995087,-120.2885,39.4738
13.245087,-119.9218,39.5239
10.666084,-120.4549,38.57567
2.2285843,-120.094,38.62627
6.4160843,-120.5208,38.8577
-1.4589157,-120.1582,38.90858
-7.5214157,-119.795,38.9581
-4.0214157,-120.223,39.19109
-9.146416,-119.8581,39.24089
-7.2089157,-120.2885,39.4738
-10.083916,-119.9218,39.5239
18.978619,-120.4549,38.57567
8.478619,-120.094,38.62627
14.853619,-120.5208,38.8577
4.0411186,-120.1582,38.90858
-4.0838814,-119.795,38.9581
-0.7088814,-120.223,39.19109
-7.5213814,-119.8581,39.24089
-7.2088814,-120.2885,39.4738
-11.896381,-119.9218,39.5239
51.550507,-120.4549,38.57567
40.738003,-120.094,38.62627
49.925507,-120.5208,38.8577
40.925503,-120.1582,38.90858
33.738003,-119.795,38.9581
40.238003,-120.223,39.19109
34.550503,-119.8581,39.24089
39.488003,-120.2885,39.4738
36.113003,-119.9218,39.5239
155.09966,-120.4549,38.57567
149.22467,-120.094,38.62627
154.59966,-120.5208,38.8577
147.84967,-120.1582,38.90858
142.03717,-119.795,38.9581
146.53717,-120.223,39.19109
140.72467,-119.8581,39.24089
145.22467,-120.2885,39.4738
140.91217,-119.9218,39.5239
210.58836,-120.4549,38.57567
210.83836,-120.094,38.62627
210.27586,-120.5208,38.8577
211.33836,-120.1582,38.90858
213.83836,-119.795,38.9581
211.58836,-120.223,39.19109
214.40086,-119.8581,39.24089
212.58836,-120.2885,39.4738
215.21336,-119.9218,39.5239
180.72864,-120.4549,38.57567
178.79114,-120.094,38.62627
181.10364,-120.5208,38.8577
179.79114,-120.1582,38.90858
180.29114,-119.795,38.9581
181.29114,-120.223,39.19109
181.91614,-119.8581,39.24089
182.66614,-120.2885,39.4738
184.16614,-119.9218,39.5239
113.526146,-120.4549,38.57567
107.963646,-120.094,38.62627
112.151146,-120.5208,38.8577
106.463646,-120.1582,38.90858
103.713646,-119.795,38.9581
105.463646,-120.223,39.19109
103.151146,-119.8581,39.24089
104.088646,-120.2885,39.4738
102.901146,-119.9218,39.5239
94.96876,-120.4549,38.57567
80.03126,-120.094,38.62627
90.90626,-120.5208,38.8577
77.46876,-120.1582,38.90858
68.96876,-119.795,38.9581
73.59376,-120.223,39.19109
66.96876,-119.8581,39.24089
67.84376,-120.2885,39.4738
64.84376,-119.9218,39.5239
172.50153,-120.4549,38.57567
168.18903,-120.094,38.62627
171.12653,-120.5208,38.8577
166.12653,-120.1582,38.90858
161.50153,-119.795,38.9581
163.81403,-120.223,39.19109
159.56403,-119.8581,39.24089
160.56403,-120.2885,39.4738
157.06403,-119.9218,39.5239
164.348,-120.4549,38.57567
157.348,-120.094,38.62627
162.7855,-120.5208,38.8577
155.5355,-120.1582,38.90858
150.9105,-119.795,38.9581
154.5355,-120.223,39.19109
149.973,-119.8581,39.24089
152.223,-120.2885,39.4738
149.848,-119.9218,39.5239
73.68382,-120.4549,38.57567
65.37132,-120.094,38.62627
69.43382,-120.5208,38.8577
59.371326,-120.1582,38.90858
52.683826,-119.795,38.9581
56.121326,-120.223,39.19109
50.308826,-119.8581,39.24089
51.121326,-120.2885,39.4738
48.058826,-119.9218,39.5239
-5.0290833,-120.4549,38.57567
-14.591583,-120.094,38.62627
-9.279083,-120.5208,38.8577
-19.966583,-120.1582,38.90858
-25.591583,-119.795,38.9581
-25.716583,-120.223,39.19109
-30.216583,-119.8581,39.24089
-34.029083,-120.2885,39.4738
-34.591583,-119.9218,39.5239
79.34259,-120.4549,38.57567
63.71759,-120.094,38.62627
75.15509,-120.5208,38.8577
60.53009,-120.1582,38.90858
50.09259,-119.795,38.9581
56.46759,-120.223,39.19109
47.53009,-119.8581,39.24089
50.34259,-120.2885,39.4738
45.40509,-119.9218,39.5239
145.50093,-120.4549,38.57567
134.12593,-120.094,38.62627
142.50093,-120.5208,38.8577
131.81343,-120.1582,38.90858
125.56343,-119.795,38.9581
130.18843,-120.223,39.19109
124.43843,-119.8581,39.24089
126.68843,-120.2885,39.4738
124.50093,-119.9218,39.5239
138.95383,-120.4549,38.57567
129.51633,-120.094,38.62627
137.64133,-120.5208,38.8577
129.07883,-120.1582,38.90858
124.89133,-119.795,38.9581
128.82883,-120.223,39.19109
125.14133,-119.8581,39.24089
128.70383,-120.2885,39.4738
128.14133,-119.9218,39.5239
166.11426,-120.4549,38.57567
165.48926,-120.094,38.62627
168.80176,-120.5208,38.8577
169.17676,-120.1582,38.90858
170.92676,-119.795,38.9581
172.67676,-120.223,39.19109
174.48926,-119.8581,39.24089
176.86424,-120.2885,39.4738
179.30174,-119.9218,39.5239
193.96233,-120.4549,38.57567
198.08733,-120.094,38.62627
196.14983,-120.5208,38.8577
201.02483,-120.1582,38.90858
206.27483,-119.795,38.9581
203.89983,-120.223,39.19109
208.58733,-119.8581,39.24089
207.58733,-120.2885,39.4738
210.71233,-119.9218,39.5239
138.47797,-120.4549,38.57567
133.97797,-120.094,38.62627
135.97797,-120.5208,38.8577
130.85297,-120.1582,38.90858
126.97797,-119.795,38.9581
128.47797,-120.223,39.19109
124.60297,-119.8581,39.24089
126.35297,-120.2885,39.4738
123.91547,-119.9218,39.5239
58.718414,-120.4549,38.57567
59.468414,-120.094,38.62627
60.468414,-120.5208,38.8577
62.155914,-120.1582,38.90858
63.718414,-119.795,38.9581
64.530914,-120.223,39.19109
66.218414,-119.8581,39.24089
67.718414,-120.2885,39.4738
69.468414,-119.9218,39.5239
124.914505,-120.4549,38.57567
130.852,-120.094,38.62627
127.85201,-120.5208,38.8577
134.1645,-120.1582,38.90858
139.852,-119.795,38.9581
137.5395,-120.223,39.19109
142.9145,-119.8581,39.24089
141.352,-120.2885,39.4738
145.6645,-119.9218,39.5239
198.42465,-120.4549,38.57567
197.92465,-120.094,38.62627
197.54965,-120.5208,38.8577
196.98715,-120.1582,38.90858
196.98715,-119.795,38.9581
196.17465,-120.223,39.19109
196.17465,-119.8581,39.24089
195.48715,-120.2885,39.4738
195.48715,-119.9218,39.5239
204.27264,-120.4549,38.57567
201.14764,-120.094,38.62627
203.21014,-120.5208,38.8577
198.64764,-120.1582,38.90858
195.83514,-119.795,38.9581
196.58514,-120.223,39.19109
193.52264,-119.8581,39.24089
193.21014,-120.2885,39.4738
191.33514,-119.9218,39.5239
147.75049,-120.4549,38.57567
140.93799,-120.094,38.62627
145.56299,-120.5208,38.8577
136.81299,-120.1582,38.90858
129.87549,-119.795,38.9581
134.37549,-120.223,39.19109
127.37549,-119.8581,39.24089
129.68799,-120.2885,39.4738
124.87549,-119.9218,39.5239
119.67791,-120.4549,38.57567
110.11541,-120.094,38.62627
113.99041,-120.5208,38.8577
102.36541,-120.1582,38.90858
92.80291,-119.795,38.9581
96.11541,-120.223,39.19109
87.80291,-119.8581,39.24089
87.30291,-120.2885,39.4738
81.86541,-119.9218,39.5239
113.67242,-120.4549,38.57567
106.60992,-120.094,38.62627
109.10992,-120.5208,38.8577
100.73492,-120.1582,38.90858
95.42242,-119.795,38.9581
95.85992,-120.223,39.19109
91.54742,-119.8581,39.24089
88.73492,-120.2885,39.4738
