prate,lon,lat
0.00012862522,-119.795,38.9581
0.00014362522,-120.223,39.19109
8.987521e-05,-119.8581,39.24089
8.237522e-05,-120.2885,39.4738
4.2375217e-05,-119.9218,39.5239
0.00050176214,-120.4549,38.57567
0.0003867621,-120.094,38.62627
0.00032676212,-120.5208,38.8577
0.00032051213,-120.1582,38.90858
0.0003355121,-119.795,38.9581
0.00034676213,-120.223,39.19109
0.00019551213,-119.8581,39.24089
0.0004505121,-120.2885,39.4738
0.00022176214,-119.9218,39.5239
0.0001220255,-120.4549,38.57567
0.00015202547,-120.094,38.62627
0.00013202548,-120.5208,38.8577
9.952549e-05,-120.1582,38.90858
7.57755e-05,-119.795,38.9581
6.0775492e-05,-120.223,39.19109
1.827549e-05,-119.8581,39.24089
1.8275492e-05,-120.2885,39.4738
4.525491e-06,-119.9218,39.5239
0.0001568017,-120.4549,38.57567
0.0001443017,-120.094,38.62627
0.0001893017,-120.5208,38.8577
0.00011930171,-120.1582,38.90858
6.18017e-05,-119.795,38.9581
0.0001330517,-120.223,39.19109
4.80517e-05,-119.8581,39.24089
0.000116801704,-120.2885,39.4738
4.0551706e-05,-119.9218,39.5239
8.011726e-05,-120.4549,38.57567
0.00010011727,-120.094,38.62627
0.00011261727,-120.5208,38.8577
0.00010261727,-120.1582,38.90858
3.636727e-05,-119.795,38.9581
6.6367254e-05,-120.223,39.19109
1.636727e-05,-119.8581,39.24089
1.6367272e-05,-120.2885,39.4738
7.617272e-06,-119.9218,39.5239
6.8650033e-06,-120.4549,38.57567
8.115003e-06,-120.094,38.62627
5.6150034e-06,-120.5208,38.8577
6.8650033e-06,-120.1582,38.90858
1.8650035e-06,-119.795,38.9581
6.150035e-07,-120.223,39.19109
6.150035e-07,-119.8581,39.24089
3.1150034e-06,-120.2885,39.4738
6.150035e-07,-119.9218,39.5239
1.7109315e-06,-120.4549,38.57567
1.7109315e-06,-120.094,38.62627
1.7109315e-06,-120.5208,38.8577
4.2109314e-06,-120.1582,38.90858
2.9609314e-06,-119.795,38.9581
2.9609314e-06,-120.223,39.19109
4.2109314e-06,-119.8581,39.24089
1.7109315e-06,-120.2885,39.4738
1.7109315e-06,-119.9218,39.5239
3.573329e-05,-120.4549,38.57567
7.323328e-05,-120.094,38.62627
5.573329e-05,-120.5208,38.8577
8.823329e-05,-120.1582,38.90858
7.3233285e-05,-119.795,38.9581
7.4483294e-05,-120.223,39.19109
8.198329e-05,-119.8581,39.24089
5.5733286e-05,-120.2885,39.4738
5.323329e-05,-119.9218,39.5239
2.6372094e-05,-120.4549,38.57567
1.2622095e-05,-120.094,38.62627
3.7622096e-05,-120.5208,38.8577
1.3872094e-05,-120.1582,38.90858
1.3720953e-06,-119.795,38.9581
6.3720945e-06,-120.223,39.19109
1.220954e-07,-119.8581,39.24089
5.122095e-06,-120.2885,39.4738
1.3720953e-06,-119.9218,39.5239
-1.6209074e-07,-120.4549,38.57567
-1.6209074e-07,-120.094,38.62627
1.0879093e-06,-120.5208,38.8577
1.0879093e-06,-120.1582,38.90858
1.0879093e-06,-119.795,38.9581
-1.6209074e-07,-120.223,39.19109
-1.4120907e-06,-119.8581,39.24089
-1.4120907e-06,-120.2885,39.4738
-1.4120907e-06,-119.9218,39.5239
8.8859633e-07,-120.4549,38.57567
8.8859633e-07,-120.094,38.62627
8.8859633e-07,-120.5208,38.8577
8.8859633e-07,-120.1582,38.90858
8.8859633e-07,-119.795,38.9581
8.8859633e-07,-120.223,39.19109
8.8859633e-07,-119.8581,39.24089
8.8859633e-07,-120.2885,39.4738
8.8859633e-07,-119.9218,39.5239
-3.730642e-07,-120.4549,38.57567
-3.730642e-07,-120.094,38.62627
-3.730642e-07,-120.5208,38.8577
8.7693576e-07,-120.1582,38.90858
8.7693576e-07,-119.795,38.9581
8.7693576e-07,-120.223,39.19109
8.7693576e-07,-119.8581,39.24089
8.7693576e-07,-120.2885,39.4738
-3.730642e-07,-119.9218,39.5239
-3.8926555e-07,-120.4549,38.57567
8.607344e-07,-120.094,38.62627
-3.8926555e-07,-120.5208,38.8577
-3.8926555e-07,-120.1582,38.90858
2.1107344e-06,-119.795,38.9581
-3.8926555e-07,-120.223,39.19109
-3.8926555e-07,-119.8581,39.24089
-3.8926555e-07,-120.2885,39.4738
-3.8926555e-07,-119.9218,39.5239
-1.0890926e-06,-120.4549,38.57567
-1.0890926e-06,-120.094,38.62627
-1.0890926e-06,-120.5208,38.8577
-1.0890926e-06,-120.1582,38.90858
-1.0890926e-06,-119.795,38.9581
1.6090729e-07,-120.223,39.19109
-1.0890926e-06,-119.8581,39.24089
1.6090729e-07,-120.2885,39.4738
-1.0890926e-06,-119.9218,39.5239
-2.4480914e-06,-120.4549,38.57567
-2.4480914e-06,-120.094,38.62627
-2.4480914e-06,-120.5208,38.8577
-2.4480914e-06,-120.1582,38.90858
-1.1980915e-06,-119.795,38.9581
-1.1980915e-06,-120.223,39.19109
1.3019085e-06,-119.8581,39.24089
-1.1980915e-06,-120.2885,39.4738
5.1908557e-08,-119.9218,39.5239
2.7701392e-06,-120.4549,38.57567
4.0201394e-06,-120.094,38.62627
4.0201394e-06,-120.5208,38.8577
4.0201394e-06,-120.1582,38.90858
2.7701392e-06,-119.795,38.9581
4.0201394e-06,-120.223,39.19109
2.7701392e-06,-119.8581,39.24089
4.0201394e-06,-120.2885,39.4738
4.0201394e-06,-119.9218,39.5239
1.1617565e-06,-120.4549,38.57567
1.1617565e-06,-120.094,38.62627
1.1617565e-06,-120.5208,38.8577
1.1617565e-06,-120.1582,38.90858
1.1617565e-06,-119.795,38.9581
1.1617565e-06,-120.223,39.19109
1.1617565e-06,-119.8581,39.24089
1.1617565e-06,-120.2885,39.4738
1.1617565e-06,-119.9218,39.5239
-1.6094499e-06,-120.4549,38.57567
-1.6094499e-06,-120.094,38.62627
-1.6094499e-06,-120.5208,38.8577
-1.6094499e-06,-120.1582,38.90858
-1.6094499e-06,-119.795,38.9581
-1.6094499e-06,-120.223,39.19109
-1.6094499e-06,-119.8581,39.24089
8.905499e-07,-120.2885,39.4738
-1.6094499e-06,-119.9218,39.5239
3.513196e-06,-120.4549,38.57567
1.013196e-06,-120.094,38.62627
6.013196e-06,-120.5208,38.8577
2.8513196e-05,-120.1582,38.90858
1.1013195e-05,-119.795,38.9581
2.6013195e-05,-120.223,39.19109
1.22631955e-05,-119.8581,39.24089
1.4763196e-05,-120.2885,39.4738
7.2631956e-06,-119.9218,39.5239
0.00023502136,-120.4549,38.57567
0.00013377136,-120.094,38.62627
0.00023627136,-120.5208,38.8577
0.00019627136,-120.1582,38.90858
6.627136e-05,-119.795,38.9581
0.00018377135,-120.223,39.19109
5.877136e-05,-119.8581,39.24089
0.00010877136,-120.2885,39.4738
3.6271354e-05,-119.9218,39.5239
2.4268627e-06,-120.4549,38.57567
2.4268627e-06,-120.094,38.62627
1.1768627e-06,-120.5208,38.8577
-7.3137215e-08,-120.1582,38.90858
-7.3137215e-08,-119.795,38.9581
-7.3137215e-08,-120.223,39.19109
-7.3137215e-08,-119.8581,39.24089
1.1768627e-06,-120.2885,39.4738
-7.3137215e-08,-119.9218,39.5239
2.8981183e-06,-120.4549,38.57567
2.8981183e-06,-120.094,38.62627
2.8981183e-06,-120.5208,38.8577
2.8981183e-06,-120.1582,38.90858
2.8981183e-06,-119.795,38.9581
2.8981183e-06,-120.223,39.19109
4.1481185e-06,-119.8581,39.24089
4.1481185e-06,-120.2885,39.4738
2.8981183e-06,-119.9218,39.5239
-7.3104e-07,-120.4549,38.57567
-7.3104e-07,-120.094,38.62627
-7.3104e-07,-120.5208,38.8577
-7.3104e-07,-120.1582,38.90858
-7.3104e-07,-119.795,38.9581
-7.3104e-07,-120.223,39.19109
-7.3104e-07,-119.8581,39.24089
-7.3104e-07,-120.2885,39.4738
-7.3104e-07,-119.9218,39.5239
8.72419e-05,-120.4549,38.57567
9.34919e-05,-120.094,38.62627
8.974191e-05,-120.5208,38.8577
7.724191e-05,-120.1582,38.90858
3.4741908e-05,-119.795,38.9581
7.2241906e-05,-120.223,39.19109
1.5991905e-05,-119.8581,39.24089
7.34919e-05,-120.2885,39.4738
2.4741905e-05,-119.9218,39.5239
2.279942e-06,-120.4549,38.57567
3.5299422e-06,-120.094,38.62627
2.279942e-06,-120.5208,38.8577
2.279942e-06,-120.1582,38.90858
3.5299422e-06,-119.795,38.9581
2.279942e-06,-120.223,39.19109
2.279942e-06,-119.8581,39.24089
6.029942e-06,-120.2885,39.4738
2.279942e-06,-119.9218,39.5239
1.5349784e-05,-120.4549,38.57567
3.2849784e-05,-120.094,38.62627
1.5349784e-05,-120.5208,38.8577
1.1599785e-05,-120.1582,38.90858
6.5997842e-06,-119.795,38.9581
1.0349784e-05,-120.223,39.19109
4.0997843e-06,-119.8581,39.24089
1.0349784e-05,-120.2885,39.4738
1.2849785e-05,-119.9218,39.5239
0.00029118452,-120.4549,38.57567
0.000103684506,-120.094,38.62627
0.00021118451,-120.5208,38.8577
0.0001399345,-120.1582,38.90858
6.8684516e-05,-119.795,38.9581
0.00018493451,-120.223,39.19109
8.618452e-05,-119.8581,39.24089
9.743452e-05,-120.2885,39.4738
4.7434514e-05,-119.9218,39.5239
8.4180276e-05,-120.4549,38.57567
0.00017543026,-120.094,38.62627
0.00010543028,-120.5208,38.8577
8.668029e-05,-120.1582,38.90858
0.00010543028,-119.795,38.9581
5.6680285e-05,-120.223,39.19109
6.0430284e-05,-119.8581,39.24089
9.293028e-05,-120.2885,39.4738
0.000101680285,-119.9218,39.5239
4.15696e-06,-120.4549,38.57567
4.15696e-06,-120.094,38.62627
4.15696e-06,-120.5208,38.8577
4.15696e-06,-120.1582,38.90858
4.15696e-06,-119.795,38.9581
4.15696e-06,-120.223,39.19109
5.40696e-06,-119.8581,39.24089
4.15696e-06,-120.2885,39.4738
4.15696e-06,-119.9218,39.5239
1.2757631e-06,-120.4549,38.57567
1.2757631e-06,-120.094,38.62627
1.2757631e-06,-120.5208,38.8577
1.2757631e-06,-120.1582,38.90858
1.2757631e-06,-119.795,38.9581
2.5257632e-06,-120.223,39.19109
2.5257632e-06,-119.8581,39.24089
2.5257632e-06,-120.2885,39.4738
2.5257632e-06,-119.9218,39.5239
-2.6651928e-06,-120.4549,38.57567
-2.6651928e-06,-120.094,38.62627
-2.6651928e-06,-120.5208,38.8577
-2.6651928e-06,-120.1582,38.90858
-2.6651928e-06,-119.795,38.9581
-2.6651928e-06,-120.223,39.19109
-2.6651928e-06,-119.8581,39.24089
-2.6651928e-06,-120.2885,39.4738
-2.6651928e-06,-119.9218,39.5239
-3.9229303e-07,-120.4549,38.57567
-3.9229303e-07,-120.094,38.62627
-3.9229303e-07,-120.5208,38.8577
-3.9229303e-07,-120.1582,38.90858
-3.9229303e-07,-119.795,38.9581
-3.9229303e-07,-120.223,39.19109
-3.9229303e-07,-119.8581,39.24089
-3.9229303e-07,-120.2885,39.4738
-3.9229303e-07,-119.9218,39.5239
-5.886084e-07,-120.4549,38.57567
-5.886084e-07,-120.094,38.62627
-5.886084e-07,-120.5208,38.8577
-5.886084e-07,-120.1582,38.90858
-5.886084e-07,-119.795,38.9581
-5.886084e-07,-120.223,39.19109
-5.886084e-07,-119.8581,39.24089
-5.886084e-07,-120.2885,39.4738
-5.886084e-07,-119.9218,39.5239
-2.2814156e-06,-120.4549,38.57567
-2.2814156e-06,-120.094,38.62627
-2.2814156e-06,-120.5208,38.8577
-2.2814156e-06,-120.1582,38.90858
-2.2814156e-06,-119.795,38.9581
-2.2814156e-06,-120.223,39.19109
-2.2814156e-06,-119.8581,39.24089
-2.2814156e-06,-120.2885,39.4738
-1.0314155e-06,-119.9218,39.5239
-4.3436705e-07,-120.4549,38.57567
-4.3436705e-07,-120.094,38.62627
-4.3436705e-07,-120.5208,38.8577
-4.3436705e-07,-120.1582,38.90858
-4.3436705e-07,-119.795,38.9581
-4.3436705e-07,-120.223,39.19109
-4.3436705e-07,-119.8581,39.24089
-4.3436705e-07,-120.2885,39.4738
-4.3436705e-07,-119.9218,39.5239
1.1694445e-06,-120.4549,38.57567
1.1694445e-06,-120.094,38.62627
1.1694445e-06,-120.5208,38.8577
1.1694445e-06,-120.1582,38.90858
1.1694445e-06,-119.795,38.9581
1.1694445e-06,-120.223,39.19109
1.1694445e-06,-119.8581,39.24089
1.1694445e-06,-120.2885,39.4738
1.1694445e-06,-119.9218,39.5239
1.9339475e-06,-120.4549,38.57567
1.9339475e-06,-120.094,38.62627
1.9339475e-06,-120.5208,38.8577
1.9339475e-06,-120.1582,38.90858
1.9339475e-06,-119.795,38.9581
1.9339475e-06,-120.223,39.19109
1.9339475e-06,-119.8581,39.24089
1.9339475e-06,-120.2885,39.4738
1.9339475e-06,-119.9218,39.5239
2.4830888e-06,-120.4549,38.57567
2.4830888e-06,-120.094,38.62627
2.4830888e-06,-120.5208,38.8577
2.4830888e-06,-120.1582,38.90858
2.4830888e-06,-119.795,38.9581
2.4830888e-06,-120.223,39.19109
2.4830888e-06,-119.8581,39.24089
2.4830888e-06,-120.2885,39.4738
2.4830888e-06,-119.9218,39.5239
0.00021929355,-120.4549,38.57567
9.929357e-05,-120.094,38.62627
0.00018554355,-120.5208,38.8577
7.8043566e-05,-120.1582,38.90858
6.793567e-06,-119.795,38.9581
4.9293565e-05,-120.223,39.19109
5.4356707e-07,-119.8581,39.24089
2.0543568e-05,-120.2885,39.4738
5.4356707e-07,-119.9218,39.5239
0.00022416466,-120.4549,38.57567
0.00020916466,-120.094,38.62627
0.00026291466,-120.5208,38.8577
0.00025291467,-120.1582,38.90858
0.000119164666,-119.795,38.9581
0.00023666467,-120.223,39.19109
8.666467e-05,-119.8581,39.24089
0.00024041467,-120.2885,39.4738
7.7914665e-05,-119.9218,39.5239
0.00028684162,-120.4549,38.57567
0.00024059165,-120.094,38.62627
0.0003618416,-120.5208,38.8577
0.0002780916,-120.1582,38.90858
0.00014809164,-119.795,38.9581
0.00037059162,-120.223,39.19109
0.00019309163,-119.8581,39.24089
0.0003593416,-120.2885,39.4738
0.00022434162,-119.9218,39.5239
4.913746e-06,-120.4549,38.57567
8.6637465e-06,-120.094,38.62627
2.4137462e-06,-120.5208,38.8577
7.616375e-05,-120.1582,38.90858
3.2413744e-05,-119.795,38.9581
7.991375e-05,-120.223,39.19109
4.7413745e-05,-119.8581,39.24089
6.241375e-05,-120.2885,39.4738
3.1163745e-05,-119.9218,39.5239
0.0001503409,-120.4549,38.57567
0.0001178409,-120.094,38.62627
0.00021534089,-120.5208,38.8577
0.0001403409,-120.1582,38.90858
4.5340897e-05,-119.795,38.9581
0.0001665909,-120.223,39.19109
5.4090895e-05,-119.8581,39.24089
0.000104090905,-120.2885,39.4738
3.7840895e-05,-119.9218,39.5239
5.573172e-05,-120.4549,38.57567
3.0731717e-05,-120.094,38.62627
9.073171e-05,-120.5208,38.8577
3.823172e-05,-120.1582,38.90858
9.48172e-06,-119.795,38.9581
3.6981717e-05,-120.223,39.19109
1.9817198e-06,-119.8581,39.24089
3.6981717e-05,-120.2885,39.4738
3.23172e-06,-119.9218,39.5239
-1.9769774e-07,-120.4549,38.57567
-1.9769774e-07,-120.094,38.62627
3.5523021e-06,-120.5208,38.8577
2.3023022e-06,-120.1582,38.90858
1.0523022e-06,-119.795,38.9581
1.0523022e-06,-120.223,39.19109
2.3023022e-06,-119.8581,39.24089
2.3023022e-06,-120.2885,39.4738
3.5523021e-06,-119.9218,39.5239
9.745857e-06,-120.4549,38.57567
3.495859e-06,-120.094,38.62627
1.2245857e-05,-120.5208,38.8577
4.745859e-06,-120.1582,38.90858
9.958587e-07,-119.795,38.9581
9.958587e-07,-120.223,39.19109
9.958587e-07,-119.8581,39.24089
9.958587e-07,-120.2885,39.4738
9.958587e-07,-119.9218,39.5239
1.3340936e-06,-120.4549,38.57567
1.3340936e-06,-120.094,38.62627
1.3340936e-06,-120.5208,38.8577
1.3340936e-06,-120.1582,38.90858
1.3340936e-06,-119.795,38.9581
1.3340936e-06,-120.223,39.19109
1.3340936e-06,-119.8581,39.24089
1.3340936e-06,-120.2885,39.4738
1.3340936e-06,-119.9218,39.5239
6.6030916e-06,-120.4549,38.57567
5.3530916e-06,-120.094,38.62627
5.3530916e-06,-120.5208,38.8577
3.5309182e-07,-120.1582,38.90858
3.5309182e-07,-119.795,38.9581
3.5309182e-07,-120.223,39.19109
3.5309182e-07,-119.8581,39.24089
3.5309182e-07,-120.2885,39.4738
3.5309182e-07,-119.9218,39.5239
0.00013224897,-120.4549,38.57567
9.099898e-05,-120.094,38.62627
0.00013349898,-120.5208,38.8577
5.4748984e-05,-120.1582,38.90858
2.8498984e-05,-119.795,38.9581
5.8498983e-05,-120.223,39.19109
2.2248985e-05,-119.8581,39.24089
7.849898e-05,-120.2885,39.4738
1.3498984e-05,-119.9218,39.5239
0.00022990767,-120.4549,38.57567
0.00034990767,-120.094,38.62627
0.0003486577,-120.5208,38.8577
0.00027365767,-120.1582,38.90858
0.00019115765,-119.795,38.9581
0.00042990767,-120.223,39.19109
0.00026740768,-119.8581,39.24089
0.00045865765,-120.2885,39.4738
0.00025240768,-119.9218,39.5239
0.0007533986,-120.4549,38.57567
0.0006983985,-120.094,38.62627
0.00080839853,-120.5208,38.8577
0.0005546485,-120.1582,38.90858
0.00036464856,-119.795,38.9581
0.00064839853,-120.223,39.19109
0.00041839853,-119.8581,39.24089
0.0005883985,-120.2885,39.4738
0.00041839856,-119.9218,39.5239
8.078033e-05,-120.4549,38.57567
6.953033e-05,-120.094,38.62627
0.00012328033,-120.5208,38.8577
6.078033e-05,-120.1582,38.90858
3.078033e-05,-119.795,38.9581
8.203033e-05,-120.223,39.19109
2.2030332e-05,-119.8581,39.24089
8.203034e-05,-120.2885,39.4738
4.828033e-05,-119.9218,39.5239
7.960836e-06,-120.4549,38.57567
1.0460836e-05,-120.094,38.62627
2.9210833e-05,-120.5208,38.8577
1.4210836e-05,-120.1582,38.90858
5.4608354e-06,-119.795,38.9581
2.9210834e-05,-120.223,39.19109
9.210836e-06,-119.8581,39.24089
2.2960832e-05,-120.2885,39.4738
7.960835e-06,-119.9218,39.5239
0.00020350917,-120.4549,38.57567
0.00038975917,-120.094,38.62627
0.00026100918,-120.5208,38.8577
0.00075100915,-120.1582,38.90858
0.00069600914,-119.795,38.9581
0.0006322592,-120.223,39.19109
0.00043975917,-119.8581,39.24089
0.00047225918,-120.2885,39.4738
0.00034350916,-119.9218,39.5239
0.00014914435,-120.4549,38.57567
0.00019914437,-120.094,38.62627
0.00016289437,-120.5208,38.8577
0.00010664436,-120.1582,38.90858
9.039436e-05,-119.795,38.9581
0.00010789436,-120.223,39.19109
5.2894367e-05,-119.8581,39.24089
0.00012039437,-120.2885,39.4738
9.539437e-05,-119.9218,39.5239
1.6268525e-05,-120.4549,38.57567
7.518524e-06,-120.094,38.62627
8.768524e-06,-120.5208,38.8577
1.8768524e-05,-120.1582,38.90858
1.2518523e-05,-119.795,38.9581
8.768524e-06,-120.223,39.19109
1.0018524e-05,-119.8581,39.24089
1.0018524e-05,-120.2885,39.4738
2.518524e-06,-119.9218,39.5239
2.1214134e-07,-120.4549,38.57567
2.1214134e-07,-120.094,38.62627
1.4621413e-06,-120.5208,38.8577
5.2121404e-06,-120.1582,38.90858
3.962141e-06,-119.795,38.9581
1.4621413e-06,-120.223,39.19109
1.4621413e-06,-119.8581,39.24089
1.4621413e-06,-120.2885,39.4738
1.4621413e-06,-119.9218,39.5239
2.3604116e-07,-120.4549,38.57567
2.3604116e-07,-120.094,38.62627
2.3604116e-07,-120.5208,38.8577
2.3604116e-07,-120.1582,38.90858
2.3604116e-07,-119.795,38.9581
2.3604116e-07,-120.223,39.19109
2.3604116e-07,-119.8581,39.24089
2.3604116e-07,-120.2885,39.4738
2.3604116e-07,-119.9218,39.5239
2.1191895e-06,-120.4549,38.57567
2.1191895e-06,-120.094,38.62627
2.1191895e-06,-120.5208,38.8577
2.1191895e-06,-120.1582,38.90858
2.1191895e-06,-119.795,38.9581
2.1191895e-06,-120.223,39.19109
2.1191895e-06,-119.8581,39.24089
2.1191895e-06,-120.2885,39.4738
2.1191895e-06,-119.9218,39.5239
-1.5464316e-06,-120.4549,38.57567
-1.5464316e-06,-120.094,38.62627
-1.5464316e-06,-120.5208,38.8577
-1.5464316e-06,-120.1582,38.90858
-1.5464316e-06,-119.795,38.9581
-1.5464316e-06,-120.223,39.19109
-1.5464316e-06,-119.8581,39.24089
-1.5464316e-06,-120.2885,39.4738
-1.5464316e-06,-119.9218,39.5239
-5.001045e-07,-120.4549,38.57567
-5.001045e-07,-120.094,38.62627
-5.001045e-07,-120.5208,38.8577
-5.001045e-07,-120.1582,38.90858
-5.001045e-07,-119.795,38.9581
-5.001045e-07,-120.223,39.19109
-5.001045e-07,-119.8581,39.24089
-5.001045e-07,-120.2885,39.4738
-5.001045e-07,-119.9218,39.5239
-1.2893497e-06,-120.4549,38.57567
-1.2893497e-06,-120.094,38.62627
-2.5393497e-06,-120.5208,38.8577
-1.2893497e-06,-120.1582,38.90858
-1.2893497e-06,-119.795,38.9581
-1.2893497e-06,-120.223,39.19109
-1.2893497e-06,-119.8581,39.24089
2.4606502e-06,-120.2885,39.4738
-1.2893497e-06,-119.9218,39.5239
2.4780097e-06,-120.4549,38.57567
2.4780097e-06,-120.094,38.62627
1.2280098e-06,-120.5208,38.8577
2.4780097e-06,-120.1582,38.90858
2.4780097e-06,-119.795,38.9581
2.4780097e-06,-120.223,39.19109
2.4780097e-06,-119.8581,39.24089
2.4780097e-06,-120.2885,39.4738
2.4780097e-06,-119.9218,39.5239
-1.7676551e-06,-120.4549,38.57567
-1.7676551e-06,-120.094,38.62627
-1.7676551e-06,-120.5208,38.8577
-1.7676551e-06,-120.1582,38.90858
-1.7676551e-06,-119.795,38.9581
-1.7676551e-06,-120.223,39.19109
-1.7676551e-06,-119.8581,39.24089
-1.7676551e-06,-120.2885,39.4738
-1.7676551e-06,-119.9218,39.5239
1.6372098e-06,-120.4549,38.57567
1.6372098e-06,-120.094,38.62627
1.6372098e-06,-120.5208,38.8577
1.6372098e-06,-120.1582,38.90858
1.6372098e-06,-119.795,38.9581
1.6372098e-06,-120.223,39.19109
1.6372098e-06,-119.8581,39.24089
1.6372098e-06,-120.2885,39.4738
1.6372098e-06,-119.9218,39.5239
4.6820355e-06,-120.4549,38.57567
1.8432034e-05,-120.094,38.62627
5.9320355e-06,-120.5208,38.8577
0.00012343204,-120.1582,38.90858
0.00011718203,-119.795,38.9581
0.00011093204,-120.223,39.19109
0.00015718203,-119.8581,39.24089
5.5932032e-05,-120.2885,39.4738
3.4682034e-05,-119.9218,39.5239
0.00042393606,-120.4549,38.57567
0.00044893607,-120.094,38.62627
0.00045393605,-120.5208,38.8577
0.00033518608,-120.1582,38.90858
0.00023518607,-119.795,38.9581
0.00035393608,-120.223,39.19109
0.00027018608,-119.8581,39.24089
0.0003301861,-120.2885,39.4738
0.00021143608,-119.9218,39.5239
0.00034997458,-120.4549,38.57567
0.00030622457,-120.094,38.62627
0.0003737246,-120.5208,38.8577
0.00028497458,-120.1582,38.90858
0.00018497457,-119.795,38.9581
0.00023497459,-120.223,39.19109
0.00012997459,-119.8581,39.24089
0.00018247459,-120.2885,39.4738
0.000108724584,-119.9218,39.5239
0.00042491962,-120.4549,38.57567
0.00024866965,-120.094,38.62627
0.00034366964,-120.5208,38.8577
0.00025116964,-120.1582,38.90858
0.00015491963,-119.795,38.9581
0.00023366962,-120.223,39.19109
0.00019366964,-119.8581,39.24089
0.00020616963,-120.2885,39.4738
0.000114919625,-119.9218,39.5239
0.00015209873,-120.4549,38.57567
0.00013709873,-120.094,38.62627
0.0002408487,-120.5208,38.8577
0.00017459872,-120.1582,38.90858
7.959872e-05,-119.795,38.9581
0.0001720987,-120.223,39.19109
8.9598725e-05,-119.8581,39.24089
0.00016209873,-120.2885,39.4738
6.0848728e-05,-119.9218,39.5239
3.6933372e-05,-120.4549,38.57567
6.9333705e-06,-120.094,38.62627
1.068337e-05,-120.5208,38.8577
3.1833708e-06,-120.1582,38.90858
1.9333709e-06,-119.795,38.9581
5.6833705e-06,-120.223,39.19109
3.1833708e-06,-119.8581,39.24089
5.6833705e-06,-120.2885,39.4738
3.1833708e-06,-119.9218,39.5239
4.2422316e-06,-120.4549,38.57567
1.799223e-05,-120.094,38.62627
4.9223155e-07,-120.5208,38.8577
4.2422316e-06,-120.1582,38.90858
4.2422316e-06,-119.795,38.9581
1.7422317e-06,-120.223,39.19109
4.9223155e-07,-119.8581,39.24089
4.9223155e-07,-120.2885,39.4738
4.9223155e-07,-119.9218,39.5239
3.909575e-05,-120.4549,38.57567
0.000102845755,-120.094,38.62627
2.5345751e-05,-120.5208,38.8577
2.909575e-05,-120.1582,38.90858
1.6595752e-05,-119.795,38.9581
4.095753e-06,-120.223,39.19109
1.5957529e-06,-119.8581,39.24089
1.5957529e-06,-120.2885,39.4738
1.5957529e-06,-119.9218,39.5239
0.00016054724,-120.4549,38.57567
0.00015429725,-120.094,38.62627
0.00019929724,-120.5208,38.8577
0.00020429725,-120.1582,38.90858
8.304725e-05,-119.795,38.9581
0.00018429724,-120.223,39.19109
4.9297247e-05,-119.8581,39.24089
0.00013554723,-120.2885,39.4738
3.929725e-05,-119.9218,39.5239
