shtfl,lon,lat
39.956177,-119.795,38.9581
31.174927,-120.223,39.19109
33.581177,-119.8581,39.24089
51.518677,-120.2885,39.4738
3.9249268,-119.9218,39.5239
25.98114,-120.4549,38.57567
27.067078,-120.094,38.62627
6.6764526,-120.5208,38.8577
22.379578,-120.1582,38.90858
22.879578,-119.795,38.9581
6.278015,-120.223,39.19109
17.85614,-119.8581,39.24089
16.403015,-120.2885,39.4738
-4.7454224,-119.9218,39.5239
31.774628,-120.4549,38.57567
20.21994,-120.094,38.62627
11.149628,-120.5208,38.8577
12.829315,-120.1582,38.90858
21.391815,-119.795,38.9581
2.5168152,-120.223,39.19109
8.25119,-119.8581,39.24089
0.9230652,-120.2885,39.4738
-7.3503723,-119.9218,39.5239
58.888275,-120.4549,38.57567
58.888275,-120.094,38.62627
21.911713,-120.5208,38.8577
42.786713,-120.1582,38.90858
29.607025,-119.795,38.9581
55.888275,-120.223,39.19109
27.974213,-119.8581,39.24089
27.62265,-120.2885,39.4738
-10.62735,-119.9218,39.5239
63.57251,-120.4549,38.57567
36.502197,-120.094,38.62627
6.1584473,-120.5208,38.8577
25.056885,-120.1582,38.90858
23.181885,-119.795,38.9581
32.51001,-120.223,39.19109
28.66626,-119.8581,39.24089
2.3771973,-120.2885,39.4738
-2.1853027,-119.9218,39.5239
66.18991,-120.4549,38.57567
73.6196,-120.094,38.62627
8.869598,-120.5208,38.8577
46.59616,-120.1582,38.90858
16.400848,-119.795,38.9581
71.049286,-120.223,39.19109
24.15866,-119.8581,39.24089
16.338348,-120.2885,39.4738
-21.880402,-119.9218,39.5239
54.907227,-120.4549,38.57567
71.6416,-120.094,38.62627
25.016602,-120.5208,38.8577
48.10254,-120.1582,38.90858
27.024414,-119.795,38.9581
62.4541,-120.223,39.19109
24.97754,-119.8581,39.24089
36.04004,-120.2885,39.4738
-3.022461,-119.9218,39.5239
49.290283,-120.4549,38.57567
57.68091,-120.094,38.62627
32.09497,-120.5208,38.8577
51.36841,-120.1582,38.90858
50.009033,-119.795,38.9581
41.90747,-120.223,39.19109
47.735596,-119.8581,39.24089
39.790283,-120.2885,39.4738
13.540283,-119.9218,39.5239
64.21622,-120.4549,38.57567
44.84903,-120.094,38.62627
13.53653,-120.5208,38.8577
32.606842,-120.1582,38.90858
22.763092,-119.795,38.9581
35.434967,-120.223,39.19109
25.403717,-119.8581,39.24089
-0.98690796,-120.2885,39.4738
-28.221283,-119.9218,39.5239
50.16101,-120.4549,38.57567
88.62976,-120.094,38.62627
13.762573,-120.5208,38.8577
56.34851,-120.1582,38.90858
15.418823,-119.795,38.9581
67.10632,-120.223,39.19109
7.1453857,-119.8581,39.24089
-3.2764893,-120.2885,39.4738
-20.135864,-119.9218,39.5239
24.97287,-120.4549,38.57567
51.988495,-120.094,38.62627
8.683807,-120.5208,38.8577
36.582245,-120.1582,38.90858
15.207245,-119.795,38.9581
38.988495,-120.223,39.19109
8.683807,-119.8581,39.24089
14.832245,-120.2885,39.4738
-8.847443,-119.9218,39.5239
23.94629,-120.4549,38.57567
44.993164,-120.094,38.62627
2.2978516,-120.5208,38.8577
36.500977,-120.1582,38.90858
32.500977,-119.795,38.9581
34.7041,-120.223,39.19109
30.086914,-119.8581,39.24089
26.532227,-120.2885,39.4738
3.7353516,-119.9218,39.5239
38.487274,-120.4549,38.57567
60.495087,-120.094,38.62627
15.354462,-120.5208,38.8577
43.8154,-120.1582,38.90858
38.88571,-119.795,38.9581
36.84665,-120.223,39.19109
36.338837,-119.8581,39.24089
36.09665,-120.2885,39.4738
1.8935242,-119.9218,39.5239
39.594788,-120.4549,38.57567
70.94635,-120.094,38.62627
29.711975,-120.5208,38.8577
44.586975,-120.1582,38.90858
42.547913,-119.795,38.9581
47.704163,-120.223,39.19109
50.4151,-119.8581,39.24089
33.922913,-120.2885,39.4738
7.0479126,-119.9218,39.5239
2.459015,-120.4549,38.57567
10.584015,-120.094,38.62627
-0.6816101,-120.5208,38.8577
6.459015,-120.1582,38.90858
17.677765,-119.795,38.9581
4.459015,-120.223,39.19109
23.763702,-119.8581,39.24089
4.25589,-120.2885,39.4738
21.56839,-119.9218,39.5239
52.529358,-120.4549,38.57567
22.904358,-120.094,38.62627
-6.1034546,-120.5208,38.8577
20.076233,-120.1582,38.90858
29.177795,-119.795,38.9581
21.771545,-120.223,39.19109
29.66217,-119.8581,39.24089
15.685608,-120.2885,39.4738
6.701233,-119.9218,39.5239
51.201263,-120.4549,38.57567
45.69345,-120.094,38.62627
45.7872,-120.5208,38.8577
31.865326,-120.1582,38.90858
27.9747,-119.795,38.9581
47.52939,-120.223,39.19109
31.560638,-119.8581,39.24089
33.013763,-120.2885,39.4738
13.638763,-119.9218,39.5239
78.39642,-120.4549,38.57567
28.537048,-120.094,38.62627
32.865173,-120.5208,38.8577
36.271423,-120.1582,38.90858
36.66205,-119.795,38.9581
42.09955,-120.223,39.19109
63.32611,-119.8581,39.24089
35.9433,-120.2885,39.4738
26.310486,-119.9218,39.5239
0.5143738,-120.4549,38.57567
31.608124,-120.094,38.62627
-11.868439,-120.5208,38.8577
8.600311,-120.1582,38.90858
23.928436,-119.795,38.9581
14.397186,-120.223,39.19109
15.733124,-119.8581,39.24089
8.444061,-120.2885,39.4738
-6.173126,-119.9218,39.5239
55.301544,-120.4549,38.57567
71.02811,-120.094,38.62627
17.871857,-120.5208,38.8577
43.434357,-120.1582,38.90858
38.621857,-119.795,38.9581
53.01248,-120.223,39.19109
32.864044,-119.8581,39.24089
39.864044,-120.2885,39.4738
6.2781067,-119.9218,39.5239
33.947906,-120.4549,38.57567
37.92447,-120.094,38.62627
6.315094,-120.5208,38.8577
31.213531,-120.1582,38.90858
26.627594,-119.795,38.9581
35.877594,-120.223,39.19109
12.955719,-119.8581,39.24089
22.651031,-120.2885,39.4738
-0.3645935,-119.9218,39.5239
27.979889,-120.4549,38.57567
45.4252,-120.094,38.62627
1.2923889,-120.5208,38.8577
34.409576,-120.1582,38.90858
33.722076,-119.795,38.9581
29.448639,-120.223,39.19109
13.659576,-119.8581,39.24089
25.534576,-120.2885,39.4738
-5.9185486,-119.9218,39.5239
46.908356,-120.4549,38.57567
37.369293,-120.094,38.62627
19.822418,-120.5208,38.8577
33.54898,-120.1582,38.90858
30.314606,-119.795,38.9581
36.82242,-120.223,39.19109
10.205231,-119.8581,39.24089
21.67398,-120.2885,39.4738
-7.974457,-119.9218,39.5239
54.14267,-120.4549,38.57567
10.572357,-120.094,38.62627
4.041107,-120.5208,38.8577
11.08017,-120.1582,38.90858
15.64267,-119.795,38.9581
21.478607,-120.223,39.19109
4.9551697,-119.8581,39.24089
1.6114197,-120.2885,39.4738
-12.122955,-119.9218,39.5239
88.09689,-120.4549,38.57567
21.792206,-120.094,38.62627
13.854706,-120.5208,38.8577
29.362518,-120.1582,38.90858
16.456268,-119.795,38.9581
40.70627,-120.223,39.19109
34.58127,-119.8581,39.24089
23.800018,-120.2885,39.4738
10.479706,-119.9218,39.5239
60.52487,-120.4549,38.57567
17.032684,-120.094,38.62627
15.532684,-120.5208,38.8577
28.42331,-120.1582,38.90858
37.74362,-119.795,38.9581
25.134247,-120.223,39.19109
44.259247,-119.8581,39.24089
16.571747,-120.2885,39.4738
-5.318878,-119.9218,39.5239
21.010437,-120.4549,38.57567
22.151062,-120.094,38.62627
-3.2005005,-120.5208,38.8577
18.45575,-120.1582,38.90858
19.291687,-119.795,38.9581
8.182312,-120.223,39.19109
14.1119995,-119.8581,39.24089
13.4869995,-120.2885,39.4738
-4.7630005,-119.9218,39.5239
32.896393,-120.4549,38.57567
51.13858,-120.094,38.62627
-5.759857,-120.5208,38.8577
41.349518,-120.1582,38.90858
34.32608,-119.795,38.9581
16.88858,-120.223,39.19109
31.302643,-119.8581,39.24089
41.38858,-120.2885,39.4738
-12.98642,-119.9218,39.5239
49.360565,-120.4549,38.57567
63.337128,-120.094,38.62627
36.868378,-120.5208,38.8577
54.696503,-120.1582,38.90858
56.579315,-119.795,38.9581
20.805878,-120.223,39.19109
45.790253,-119.8581,39.24089
49.43869,-120.2885,39.4738
-4.5534973,-119.9218,39.5239
16.539429,-120.4549,38.57567
0.00036621094,-120.094,38.62627
11.140991,-120.5208,38.8577
8.367554,-120.1582,38.90858
16.351929,-119.795,38.9581
-1.2886963,-120.223,39.19109
10.594116,-119.8581,39.24089
8.523804,-120.2885,39.4738
-11.093384,-119.9218,39.5239
63.94391,-120.4549,38.57567
64.02203,-120.094,38.62627
20.420471,-120.5208,38.8577
45.022034,-120.1582,38.90858
18.131409,-119.795,38.9581
50.428284,-120.223,39.19109
6.170471,-119.8581,39.24089
33.91266,-120.2885,39.4738
-10.267029,-119.9218,39.5239
43.89084,-120.4549,38.57567
57.45334,-120.094,38.62627
40.60959,-120.5208,38.8577
41.101776,-120.1582,38.90858
41.437714,-119.795,38.9581
45.57834,-120.223,39.19109
30.937714,-119.8581,39.24089
38.406464,-120.2885,39.4738
12.625214,-119.9218,39.5239
51.133514,-120.4549,38.57567
67.08664,-120.094,38.62627
38.84445,-120.5208,38.8577
54.383514,-120.1582,38.90858
25.414764,-119.795,38.9581
69.34445,-120.223,39.19109
15.172577,-119.8581,39.24089
36.1257,-120.2885,39.4738
-14.608673,-119.9218,39.5239
18.221252,-120.4549,38.57567
65.51813,-120.094,38.62627
31.479065,-120.5208,38.8577
53.947815,-120.1582,38.90858
31.49469,-119.795,38.9581
46.43219,-120.223,39.19109
19.27594,-119.8581,39.24089
38.690002,-120.2885,39.4738
-12.309998,-119.9218,39.5239
45.14441,-120.4549,38.57567
99.16785,-120.094,38.62627
50.722534,-120.5208,38.8577
83.71472,-120.1582,38.90858
31.535034,-119.795,38.9581
70.55066,-120.223,39.19109
24.95691,-119.8581,39.24089
56.92566,-120.2885,39.4738
-11.457153,-119.9218,39.5239
14.856323,-120.4549,38.57567
64.87195,-120.094,38.62627
18.19226,-120.5208,38.8577
61.55945,-120.1582,38.90858
38.5907,-119.795,38.9581
44.512573,-120.223,39.19109
30.97351,-119.8581,39.24089
47.81726,-120.2885,39.4738
-4.8702393,-119.9218,39.5239
21.7836,-120.4549,38.57567
24.088287,-120.094,38.62627
37.494537,-120.5208,38.8577
22.017975,-120.1582,38.90858
4.7914124,-119.795,38.9581
39.0961,-120.223,39.19109
20.174225,-119.8581,39.24089
20.057037,-120.2885,39.4738
-12.4664,-119.9218,39.5239
6.020172,-120.4549,38.57567
30.121735,-120.094,38.62627
5.9811096,-120.5208,38.8577
15.863922,-120.1582,38.90858
18.184235,-119.795,38.9581
9.090485,-120.223,39.19109
10.10611,-119.8581,39.24089
12.51236,-120.2885,39.4738
-13.940765,-119.9218,39.5239
16.232513,-120.4549,38.57567
36.709076,-120.094,38.62627
-1.8065491,-120.5208,38.8577
16.771576,-120.1582,38.90858
29.060638,-119.795,38.9581
7.3575134,-120.223,39.19109
7.0762634,-119.8581,39.24089
7.7793884,-120.2885,39.4738
-23.947174,-119.9218,39.5239
12.027771,-120.4549,38.57567
41.129333,-120.094,38.62627
-3.7612915,-120.5208,38.8577
8.730896,-120.1582,38.90858
31.457458,-119.795,38.9581
9.855896,-120.223,39.19109
11.965271,-119.8581,39.24089
-4.7300415,-120.2885,39.4738
-18.245667,-119.9218,39.5239
34.808807,-120.4549,38.57567
54.449432,-120.094,38.62627
-14.613068,-120.5208,38.8577
21.105682,-120.1582,38.90858
36.965057,-119.795,38.9581
2.8166199,-120.223,39.19109
27.402557,-119.8581,39.24089
13.105682,-120.2885,39.4738
-14.597443,-119.9218,39.5239
58.592773,-120.4549,38.57567
15.467773,-120.094,38.62627
-1.5322266,-120.5208,38.8577
8.444336,-120.1582,38.90858
20.858398,-119.795,38.9581
-9.993164,-120.223,39.19109
14.858398,-119.8581,39.24089
4.2802734,-120.2885,39.4738
-11.344727,-119.9218,39.5239
60.845184,-120.4549,38.57567
9.399872,-120.094,38.62627
5.9076843,-120.5208,38.8577
-0.44387817,-120.1582,38.90858
19.071747,-119.795,38.9581
6.368622,-120.223,39.19109
0.5092468,-119.8581,39.24089
-0.8110657,-120.2885,39.4738
-26.529816,-119.9218,39.5239
61.8331,-120.4549,38.57567
11.840912,-120.094,38.62627
4.8018494,-120.5208,38.8577
13.801849,-120.1582,38.90858
19.848724,-119.795,38.9581
5.622162,-120.223,39.19109
25.004974,-119.8581,39.24089
7.5830994,-120.2885,39.4738
10.559662,-119.9218,39.5239
8.793488,-120.4549,38.57567
-13.159637,-120.094,38.62627
-2.901825,-120.5208,38.8577
-24.144012,-120.1582,38.90858
2.5591125,-119.795,38.9581
-15.0737,-120.223,39.19109
-26.4487,-119.8581,39.24089
-24.66745,-120.2885,39.4738
-26.8237,-119.9218,39.5239
17.019592,-120.4549,38.57567
1.4961548,-120.094,38.62627
-6.1835327,-120.5208,38.8577
-31.074158,-120.1582,38.90858
0.7852173,-119.795,38.9581
-23.45697,-120.223,39.19109
-16.042908,-119.8581,39.24089
-20.761658,-120.2885,39.4738
-19.699158,-119.9218,39.5239
26.301392,-120.4549,38.57567
24.63733,-120.094,38.62627
-6.972046,-120.5208,38.8577
-9.222046,-120.1582,38.90858
15.488892,-119.795,38.9581
2.746704,-120.223,39.19109
-1.8861084,-119.8581,39.24089
2.215454,-120.2885,39.4738
-14.440796,-119.9218,39.5239
30.63916,-120.4549,38.57567
4.6157227,-120.094,38.62627
16.178223,-120.5208,38.8577
-37.540527,-120.1582,38.90858
8.209473,-119.795,38.9581
-15.978027,-120.223,39.19109
-4.063965,-119.8581,39.24089
-18.970215,-120.2885,39.4738
-5.5092773,-119.9218,39.5239
25.183655,-120.4549,38.57567
2.3164673,-120.094,38.62627
-6.1054077,-120.5208,38.8577
-12.277283,-120.1582,38.90858
2.0899048,-119.795,38.9581
-1.2225952,-120.223,39.19109
3.2149048,-119.8581,39.24089
-6.2304077,-120.2885,39.4738
0.8477173,-119.9218,39.5239
23.92508,-120.4549,38.57567
-7.9811707,-120.094,38.62627
-5.5124207,-120.5208,38.8577
-5.8561707,-120.1582,38.90858
3.6125793,-119.795,38.9581
-14.856171,-120.223,39.19109
8.261017,-119.8581,39.24089
-3.4499207,-120.2885,39.4738
-6.067108,-119.9218,39.5239
18.147797,-120.4549,38.57567
21.272797,-120.094,38.62627
-9.469391,-120.5208,38.8577
-2.9693909,-120.1582,38.90858
28.18686,-119.795,38.9581
-5.813141,-120.223,39.19109
23.272797,-119.8581,39.24089
13.389984,-120.2885,39.4738
10.389984,-119.9218,39.5239
57.359283,-120.4549,38.57567
91.929596,-120.094,38.62627
28.296783,-120.5208,38.8577
48.859283,-120.1582,38.90858
42.82022,-119.795,38.9581
33.71866,-120.223,39.19109
54.62491,-119.8581,39.24089
61.546783,-120.2885,39.4738
19.304596,-119.9218,39.5239
125.65057,-120.4549,38.57567
86.09589,-120.094,38.62627
57.189636,-120.5208,38.8577
81.7287,-120.1582,38.90858
44.314636,-119.795,38.9581
65.70526,-120.223,39.19109
79.63495,-119.8581,39.24089
74.96307,-120.2885,39.4738
20.806824,-119.9218,39.5239
82.48593,-120.4549,38.57567
10.196869,-120.094,38.62627
10.103119,-120.5208,38.8577
13.517181,-120.1582,38.90858
40.064056,-119.795,38.9581
19.493744,-120.223,39.19109
28.126556,-119.8581,39.24089
22.259369,-120.2885,39.4738
5.306244,-119.9218,39.5239
47.75116,-120.4549,38.57567
3.4464722,-120.094,38.62627
12.00116,-120.5208,38.8577
-5.194153,-120.1582,38.90858
18.665222,-119.795,38.9581
-10.616028,-120.223,39.19109
19.59491,-119.8581,39.24089
3.9542847,-120.2885,39.4738
6.4386597,-119.9218,39.5239
19.163483,-120.4549,38.57567
-1.8677673,-120.094,38.62627
12.671295,-120.5208,38.8577
-13.46933,-120.1582,38.90858
0.73379517,-119.795,38.9581
-5.1802673,-120.223,39.19109
3.2103577,-119.8581,39.24089
8.796295,-120.2885,39.4738
0.75723267,-119.9218,39.5239
13.213928,-120.4549,38.57567
-8.965759,-120.094,38.62627
4.4404907,-120.5208,38.8577
-12.715759,-120.1582,38.90858
-11.293884,-119.795,38.9581
-19.606384,-120.223,39.19109
-16.325134,-119.8581,39.24089
-23.74701,-120.2885,39.4738
-9.137634,-119.9218,39.5239
37.472473,-120.4549,38.57567
-5.5197144,-120.094,38.62627
30.409973,-120.5208,38.8577
-14.965027,-120.1582,38.90858
-16.433777,-119.795,38.9581
2.6677856,-120.223,39.19109
-7.9884644,-119.8581,39.24089
-15.675964,-120.2885,39.4738
-13.457214,-119.9218,39.5239
42.42456,-120.4549,38.57567
28.658936,-120.094,38.62627
26.17456,-120.5208,38.8577
17.908936,-120.1582,38.90858
5.3308105,-119.795,38.9581
31.627686,-120.223,39.19109
3.760498,-119.8581,39.24089
6.0183105,-120.2885,39.4738
-10.778564,-119.9218,39.5239
20.358093,-120.4549,38.57567
23.459656,-120.094,38.62627
-9.305969,-120.5208,38.8577
26.365906,-120.1582,38.90858
16.88153,-119.795,38.9581
-9.532532,-120.223,39.19109
10.233093,-119.8581,39.24089
1.5455933,-120.2885,39.4738
1.0846558,-119.9218,39.5239
34.095947,-120.4549,38.57567
-14.966553,-120.094,38.62627
-3.7243652,-120.5208,38.8577
-18.997803,-120.1582,38.90858
-16.497803,-119.795,38.9581
-24.536865,-120.223,39.19109
-13.23999,-119.8581,39.24089
-23.544678,-120.2885,39.4738
-12.036865,-119.9218,39.5239
49.640198,-120.4549,38.57567
20.077698,-120.094,38.62627
-3.6723022,-120.5208,38.8577
13.944885,-120.1582,38.90858
-3.8519897,-119.795,38.9581
12.343323,-120.223,39.19109
-0.21917725,-119.8581,39.24089
1.2651978,-120.2885,39.4738
-21.297302,-119.9218,39.5239
29.876648,-120.4549,38.57567
15.376648,-120.094,38.62627
5.142273,-120.5208,38.8577
23.220398,-120.1582,38.90858
26.861023,-119.795,38.9581
5.3688354,-120.223,39.19109
22.173523,-119.8581,39.24089
13.368835,-120.2885,39.4738
7.595398,-119.9218,39.5239
15.801025,-120.4549,38.57567
31.465088,-120.094,38.62627
-1.2380371,-120.5208,38.8577
27.551025,-120.1582,38.90858
23.105713,-119.795,38.9581
6.418213,-120.223,39.19109
26.074463,-119.8581,39.24089
15.894775,-120.2885,39.4738
9.715088,-119.9218,39.5239
55.44995,-120.4549,38.57567
61.059326,-120.094,38.62627
2.7468262,-120.5208,38.8577
41.76245,-120.1582,38.90858
51.332764,-119.795,38.9581
