air,lon,lat
266.2608,-119.795,38.9581
269.503,-120.223,39.19109
266.79987,-119.8581,39.24089
266.98737,-120.2885,39.4738
269.74518,-119.9218,39.5239
273.54724,-120.4549,38.57567
262.90662,-120.094,38.62627
273.79724,-120.5208,38.8577
263.9535,-120.1582,38.90858
262.4535,-119.795,38.9581
267.67224,-120.223,39.19109
263.141,-119.8581,39.24089
264.0863,-120.2885,39.4738
268.50037,-119.9218,39.5239
275.50623,-120.4549,38.57567
268.20154,-120.094,38.62627
277.16248,-120.5208,38.8577
267.8656,-120.1582,38.90858
263.5609,-119.795,38.9581
271.75623,-120.223,39.19109
264.9828,-119.8581,39.24089
267.97498,-120.2885,39.4738
269.20935,-119.9218,39.5239
278.28482,-120.4549,38.57567
272.37857,-120.094,38.62627
280.12076,-120.5208,38.8577
273.50357,-120.1582,38.90858
272.15982,-119.795,38.9581
275.56607,-120.223,39.19109
273.04263,-119.8581,39.24089
273.36295,-120.2885,39.4738
275.0895,-119.9218,39.5239
276.0684,-120.4549,38.57567
265.09964,-120.094,38.62627
276.09183,-120.5208,38.8577
266.15433,-120.1582,38.90858
267.35745,-119.795,38.9581
269.36526,-120.223,39.19109
267.77933,-119.8581,39.24089
266.0215,-120.2885,39.4738
271.15433,-119.9218,39.5239
272.96622,-120.4549,38.57567
263.00528,-120.094,38.62627
273.5131,-120.5208,38.8577
263.13028,-120.1582,38.90858
259.97403,-119.795,38.9581
267.30997,-120.223,39.19109
262.44278,-119.8581,39.24089
263.47403,-120.2885,39.4738
266.62247,-119.9218,39.5239
274.87744,-120.4549,38.57567
269.36182,-120.094,38.62627
276.479,-120.5208,38.8577
268.18213,-120.1582,38.90858
263.70557,-119.795,38.9581
272.36963,-120.223,39.19109
265.58838,-119.8581,39.24089
268.7212,-120.2885,39.4738
267.38525,-119.9218,39.5239
275.4971,-120.4549,38.57567
272.38773,-120.094,38.62627
276.9424,-120.5208,38.8577
272.8018,-120.1582,38.90858
269.0049,-119.795,38.9581
275.39554,-120.223,39.19109
270.29398,-119.8581,39.24089
273.84866,-120.2885,39.4738
270.96585,-119.9218,39.5239
277.65308,-120.4549,38.57567
272.614,-120.094,38.62627
278.37183,-120.5208,38.8577
274.05933,-120.1582,38.90858
271.81714,-119.795,38.9581
274.7234,-120.223,39.19109
273.1765,-119.8581,39.24089
274.5984,-120.2885,39.4738
274.71558,-119.9218,39.5239
278.10422,-120.4549,38.57567
271.51828,-120.094,38.62627
278.04172,-120.5208,38.8577
272.08078,-120.1582,38.90858
271.76828,-119.795,38.9581
273.74484,-120.223,39.19109
273.43234,-119.8581,39.24089
272.2839,-120.2885,39.4738
275.01828,-119.9218,39.5239
277.11575,-120.4549,38.57567
267.71732,-120.094,38.62627
276.22513,-120.5208,38.8577
269.10794,-120.1582,38.90858
270.1392,-119.795,38.9581
270.85013,-120.223,39.19109
271.21732,-119.8581,39.24089
268.98294,-120.2885,39.4738
273.30325,-119.9218,39.5239
277.3545,-120.4549,38.57567
270.63574,-120.094,38.62627
277.38574,-120.5208,38.8577
271.542,-120.1582,38.90858
272.78418,-119.795,38.9581
272.7373,-120.223,39.19109
273.03418,-119.8581,39.24089
271.57324,-120.2885,39.4738
274.667,-119.9218,39.5239
277.72174,-120.4549,38.57567
273.3155,-120.094,38.62627
278.29205,-120.5208,38.8577
273.5733,-120.1582,38.90858
273.52643,-119.795,38.9581
274.53424,-120.223,39.19109
274.29987,-119.8581,39.24089
273.33112,-120.2885,39.4738
276.02643,-119.9218,39.5239
278.577,-120.4549,38.57567
272.452,-120.094,38.62627
279.21762,-120.5208,38.8577
273.44418,-120.1582,38.90858
274.30356,-119.795,38.9581
274.65512,-120.223,39.19109
275.7645,-119.8581,39.24089
273.3973,-120.2885,39.4738
277.952,-119.9218,39.5239
278.56662,-120.4549,38.57567
270.09787,-120.094,38.62627
278.09006,-120.5208,38.8577
271.62912,-120.1582,38.90858
272.07443,-119.795,38.9581
273.01193,-120.223,39.19109
273.44162,-119.8581,39.24089
271.48068,-120.2885,39.4738
276.39474,-119.9218,39.5239
277.35068,-120.4549,38.57567
270.88193,-120.094,38.62627
278.8116,-120.5208,38.8577
272.2491,-120.1582,38.90858
271.28818,-119.795,38.9581
272.89755,-120.223,39.19109
273.44443,-119.8581,39.24089
272.4366,-120.2885,39.4738
276.1085,-119.9218,39.5239
277.83978,-120.4549,38.57567
269.90228,-120.094,38.62627
279.9726,-120.5208,38.8577
270.73822,-120.1582,38.90858
270.50385,-119.795,38.9581
273.4179,-120.223,39.19109
272.1601,-119.8581,39.24089
271.12885,-120.2885,39.4738
274.40228,-119.9218,39.5239
276.47696,-120.4549,38.57567
268.14883,-120.094,38.62627
278.51602,-120.5208,38.8577
269.08633,-120.1582,38.90858
268.51602,-119.795,38.9581
271.7504,-120.223,39.19109
270.80508,-119.8581,39.24089
269.72696,-120.2885,39.4738
272.70352,-119.9218,39.5239
276.57245,-120.4549,38.57567
266.4162,-120.094,38.62627
278.33026,-120.5208,38.8577
267.6584,-120.1582,38.90858
266.7209,-119.795,38.9581
271.02557,-120.223,39.19109
269.299,-119.8581,39.24089
267.95526,-120.2885,39.4738
271.0334,-119.9218,39.5239
276.49075,-120.4549,38.57567
267.85794,-120.094,38.62627
278.4517,-120.5208,38.8577
268.81888,-120.1582,38.90858
269.04544,-119.795,38.9581
271.9517,-120.223,39.19109
270.78763,-119.8581,39.24089
269.27982,-120.2885,39.4738
272.9595,-119.9218,39.5239
278.94516,-120.4549,38.57567
271.7108,-120.094,38.62627
279.32016,-120.5208,38.8577
272.6561,-120.1582,38.90858
273.2811,-119.795,38.9581
274.50766,-120.223,39.19109
273.6561,-119.8581,39.24089
272.81235,-120.2885,39.4738
275.6561,-119.9218,39.5239
279.32886,-120.4549,38.57567
271.68042,-120.094,38.62627
279.2351,-120.5208,38.8577
272.70386,-120.1582,38.90858
274.6101,-119.795,38.9581
273.88354,-120.223,39.19109
274.70386,-119.8581,39.24089
272.4851,-120.2885,39.4738
277.14917,-119.9218,39.5239
277.26825,-120.4549,38.57567
269.89325,-120.094,38.62627
278.2448,-120.5208,38.8577
270.51825,-120.1582,38.90858
271.31512,-119.795,38.9581
272.1823,-120.223,39.19109
272.09637,-119.8581,39.24089
270.44012,-120.2885,39.4738
274.52606,-119.9218,39.5239
278.40228,-120.4549,38.57567
273.99603,-120.094,38.62627
280.7304,-120.5208,38.8577
274.5976,-120.1582,38.90858
274.21478,-119.795,38.9581
275.83978,-120.223,39.19109
275.7304,-119.8581,39.24089
274.95697,-120.2885,39.4738
277.7929,-119.9218,39.5239
278.47324,-120.4549,38.57567
273.2076,-120.094,38.62627
279.22324,-120.5208,38.8577
273.74667,-120.1582,38.90858
273.7076,-119.795,38.9581
275.5201,-120.223,39.19109
275.74667,-119.8581,39.24089
274.067,-120.2885,39.4738
278.53574,-119.9218,39.5239
274.5612,-120.4549,38.57567
267.5065,-120.094,38.62627
274.9362,-120.5208,38.8577
268.6862,-120.1582,38.90858
270.92056,-119.795,38.9581
270.60025,-120.223,39.19109
271.20963,-119.8581,39.24089
268.819,-120.2885,39.4738
273.73306,-119.9218,39.5239
273.64423,-120.4549,38.57567
266.23016,-120.094,38.62627
275.3239,-120.5208,38.8577
266.3083,-120.1582,38.90858
266.66766,-119.795,38.9581
269.96454,-120.223,39.19109
267.96454,-119.8581,39.24089
265.3161,-120.2885,39.4738
270.1911,-119.9218,39.5239
274.63843,-120.4549,38.57567
272.6853,-120.094,38.62627
276.77124,-120.5208,38.8577
272.4978,-120.1582,38.90858
270.7556,-119.795,38.9581
274.20093,-120.223,39.19109
272.09155,-119.8581,39.24089
272.365,-120.2885,39.4738
272.5056,-119.9218,39.5239
279.46637,-120.4549,38.57567
271.45856,-120.094,38.62627
280.02106,-120.5208,38.8577
271.16168,-120.1582,38.90858
269.99762,-119.795,38.9581
275.02887,-120.223,39.19109
271.52887,-119.8581,39.24089
271.01324,-120.2885,39.4738
273.57574,-119.9218,39.5239
281.7939,-120.4549,38.57567
271.8486,-120.094,38.62627
281.89548,-120.5208,38.8577
272.0361,-120.1582,38.90858
268.7939,-119.795,38.9581
276.4033,-120.223,39.19109
271.31735,-119.8581,39.24089
272.8408,-120.2885,39.4738
273.39548,-119.9218,39.5239
284.16483,-120.4549,38.57567
274.0242,-120.094,38.62627
283.93826,-120.5208,38.8577
273.60233,-120.1582,38.90858
271.18045,-119.795,38.9581
278.5867,-120.223,39.19109
272.907,-119.8581,39.24089
274.06326,-120.2885,39.4738
274.9617,-119.9218,39.5239
285.14078,-120.4549,38.57567
276.54703,-120.094,38.62627
285.2267,-120.5208,38.8577
276.5392,-120.1582,38.90858
273.24234,-119.795,38.9581
279.75797,-120.223,39.19109
275.57828,-119.8581,39.24089
277.30484,-120.2885,39.4738
275.6642,-119.9218,39.5239
286.25037,-120.4549,38.57567
277.56287,-120.094,38.62627
286.17224,-120.5208,38.8577
277.59412,-120.1582,38.90858
276.10193,-119.795,38.9581
280.53162,-120.223,39.19109
275.78162,-119.8581,39.24089
277.34412,-120.2885,39.4738
277.44568,-119.9218,39.5239
284.6326,-120.4549,38.57567
275.86697,-120.094,38.62627
284.92947,-120.5208,38.8577
277.15604,-120.1582,38.90858
275.40604,-119.795,38.9581
280.10135,-120.223,39.19109
276.1326,-119.8581,39.24089
277.03104,-120.2885,39.4738
276.9451,-119.9218,39.5239
281.35342,-120.4549,38.57567
271.43936,-120.094,38.62627
281.43936,-120.5208,38.8577
274.25186,-120.1582,38.90858
272.05655,-119.795,38.9581
277.0956,-120.223,39.19109
274.66592,-119.8581,39.24089
274.86905,-120.2885,39.4738
276.82217,-119.9218,39.5239
281.21558,-120.4549,38.57567
271.26245,-120.094,38.62627
281.18433,-120.5208,38.8577
274.4109,-120.1582,38.90858
272.5515,-119.795,38.9581
276.81714,-120.223,39.19109
274.7312,-119.8581,39.24089
274.94214,-120.2885,39.4738
277.07495,-119.9218,39.5239
278.89642,-120.4549,38.57567
272.4433,-120.094,38.62627
280.22455,-120.5208,38.8577
274.41986,-120.1582,38.90858
273.1386,-119.795,38.9581
275.90424,-120.223,39.19109
275.3261,-119.8581,39.24089
274.5058,-120.2885,39.4738
278.0683,-119.9218,39.5239
279.40375,-120.4549,38.57567
272.6928,-120.094,38.62627
279.84125,-120.5208,38.8577
273.91156,-120.1582,38.90858
274.2397,-119.795,38.9581
275.64594,-120.223,39.19109
275.78656,-119.8581,39.24089
274.1225,-120.2885,39.4738
279.07562,-119.9218,39.5239
277.00214,-120.4549,38.57567
269.2209,-120.094,38.62627
277.51776,-120.5208,38.8577
270.4787,-120.1582,38.90858
271.25995,-119.795,38.9581
272.6662,-120.223,39.19109
272.93182,-119.8581,39.24089
270.68964,-120.2885,39.4738
276.39276,-119.9218,39.5239
275.66174,-120.4549,38.57567
267.17737,-120.094,38.62627
275.91956,-120.5208,38.8577
268.52893,-120.1582,38.90858
269.89612,-119.795,38.9581
270.43518,-120.223,39.19109
270.73987,-119.8581,39.24089
268.5758,-120.2885,39.4738
273.84143,-119.9218,39.5239
271.87842,-120.4549,38.57567
262.4956,-120.094,38.62627
271.1206,-120.5208,38.8577
263.97998,-120.1582,38.90858
265.41748,-119.795,38.9581
265.38623,-120.223,39.19109
266.50342,-119.8581,39.24089
263.6753,-120.2885,39.4738
269.02686,-119.9218,39.5239
269.91275,-120.4549,38.57567
259.49088,-120.094,38.62627
270.22525,-120.5208,38.8577
262.91275,-120.1582,38.90858
263.02213,-119.795,38.9581
264.53775,-120.223,39.19109
264.2643,-119.8581,39.24089
262.4518,-120.2885,39.4738
267.4518,-119.9218,39.5239
270.72076,-120.4549,38.57567
262.90826,-120.094,38.62627
272.0489,-120.5208,38.8577
265.0645,-120.1582,38.90858
262.53326,-119.795,38.9581
267.1114,-120.223,39.19109
263.91608,-119.8581,39.24089
263.84576,-120.2885,39.4738
267.46295,-119.9218,39.5239
272.5539,-120.4549,38.57567
265.2414,-120.094,38.62627
273.28827,-120.5208,38.8577
267.75702,-120.1582,38.90858
266.03046,-119.795,38.9581
269.16327,-120.223,39.19109
267.35077,-119.8581,39.24089
266.57733,-120.2885,39.4738
269.04608,-119.9218,39.5239
274.10522,-120.4549,38.57567
265.2224,-120.094,38.62627
274.2068,-120.5208,38.8577
267.44897,-120.1582,38.90858
267.0271,-119.795,38.9581
269.0818,-120.223,39.19109
268.04272,-119.8581,39.24089
266.80835,-120.2885,39.4738
270.9568,-119.9218,39.5239
273.79468,-120.4549,38.57567
264.84155,-120.094,38.62627
273.0603,-120.5208,38.8577
266.01343,-120.1582,38.90858
267.76343,-119.795,38.9581
267.85718,-120.223,39.19109
267.52905,-119.8581,39.24089
265.79468,-120.2885,39.4738
269.5056,-119.9218,39.5239
271.01443,-120.4549,38.57567
261.241,-120.094,38.62627
271.51443,-120.5208,38.8577
263.50662,-120.1582,38.90858
262.70975,-119.795,38.9581
263.56912,-120.223,39.19109
262.84256,-119.8581,39.24089
262.71756,-120.2885,39.4738
264.81912,-119.9218,39.5239
272.27383,-120.4549,38.57567
267.58633,-120.094,38.62627
273.35977,-120.5208,38.8577
267.46133,-120.1582,38.90858
266.60977,-119.795,38.9581
267.3832,-120.223,39.19109
267.34415,-119.8581,39.24089
266.8207,-120.2885,39.4738
269.30508,-119.9218,39.5239
277.12115,-120.4549,38.57567
272.01178,-120.094,38.62627
277.7774,-120.5208,38.8577
273.2774,-120.1582,38.90858
272.6446,-119.795,38.9581
274.30084,-120.223,39.19109
273.82428,-119.8581,39.24089
273.05084,-120.2885,39.4738
274.16803,-119.9218,39.5239
279.48846,-120.4549,38.57567
273.65253,-120.094,38.62627
279.91034,-120.5208,38.8577
274.9416,-120.1582,38.90858
275.37128,-119.795,38.9581
276.0822,-120.223,39.19109
276.7697,-119.8581,39.24089
275.09784,-120.2885,39.4738
276.62128,-119.9218,39.5239
275.1684,-120.4549,38.57567
266.2387,-120.094,38.62627
274.81683,-120.5208,38.8577
267.46527,-120.1582,38.90858
269.97308,-119.795,38.9581
269.16058,-120.223,39.19109
269.93402,-119.8581,39.24089
267.15277,-120.2885,39.4738
271.96527,-119.9218,39.5239
273.98022,-120.4549,38.57567
264.80054,-120.094,38.62627
273.38647,-120.5208,38.8577
266.3396,-120.1582,38.90858
266.6521,-119.795,38.9581
267.7693,-120.223,39.19109
267.4724,-119.8581,39.24089
266.1521,-120.2885,39.4738
268.9724,-119.9218,39.5239
272.60132,-120.4549,38.57567
263.67944,-120.094,38.62627
272.19507,-120.5208,38.8577
264.98413,-120.1582,38.90858
265.60913,-119.795,38.9581
267.35132,-120.223,39.19109
265.7185,-119.8581,39.24089
264.74194,-120.2885,39.4738
268.07788,-119.9218,39.5239
271.116,-120.4549,38.57567
261.41287,-120.094,38.62627
270.32693,-120.5208,38.8577
262.82693,-120.1582,38.90858
264.38162,-119.795,38.9581
265.47537,-120.223,39.19109
264.13162,-119.8581,39.24089
262.4207,-120.2885,39.4738
266.4988,-119.9218,39.5239
270.30606,-120.4549,38.57567
261.0873,-120.094,38.62627
270.7045,-120.5208,38.8577
261.42325,-120.1582,38.90858
260.30606,-119.795,38.9581
265.31387,-120.223,39.19109
261.09512,-119.8581,39.24089
261.10294,-120.2885,39.4738
265.34512,-119.9218,39.5239
272.71344,-120.4549,38.57567
265.8228,-120.094,38.62627
273.9478,-120.5208,38.8577
267.0728,-120.1582,38.90858
267.45563,-119.795,38.9581
269.11188,-120.223,39.19109
267.65094,-119.8581,39.24089
266.83844,-120.2885,39.4738
269.35406,-119.9218,39.5239
272.88013,-120.4549,38.57567
261.78638,-120.094,38.62627
273.2942,-120.5208,38.8577
263.40356,-120.1582,38.90858
264.91138,-119.795,38.9581
267.28638,-120.223,39.19109
264.82544,-119.8581,39.24089
263.28638,-120.2885,39.4738
267.72388,-119.9218,39.5239
270.81647,-120.4549,38.57567
260.3946,-120.094,38.62627
271.7071,-120.5208,38.8577
261.25397,-120.1582,38.90858
261.2071,-119.795,38.9581
265.97272,-120.223,39.19109
261.43365,-119.8581,39.24089
261.37115,-120.2885,39.4738
266.3399,-119.9218,39.5239
271.8327,-120.4549,38.57567
264.3874,-120.094,38.62627
273.41083,-120.5208,38.8577
265.53583,-120.1582,38.90858
264.778,-119.795,38.9581
268.8249,-120.223,39.19109
265.37958,-119.8581,39.24089
265.93427,-120.2885,39.4738
268.0202,-119.9218,39.5239
275.25702,-120.4549,38.57567
268.42108,-120.094,38.62627
275.6164,-120.5208,38.8577
269.22577,-120.1582,38.90858
269.6867,-119.795,38.9581
270.6242,-120.223,39.19109
270.09296,-119.8581,39.24089
268.71014,-120.2885,39.4738
271.98358,-119.9218,39.5239
276.1863,-120.4549,38.57567
270.10037,-120.094,38.62627
276.7957,-120.5208,38.8577
270.53787,-120.1582,38.90858
270.76443,-119.795,38.9581
271.8738,-120.223,39.19109
271.71756,-119.8581,39.24089
270.20975,-120.2885,39.4738
274.47537,-119.9218,39.5239
278.22763,-120.4549,38.57567
270.93857,-120.094,38.62627
278.28232,-120.5208,38.8577
272.46982,-120.1582,38.90858
273.41513,-119.795,38.9581
274.5245,-120.223,39.19109
274.3292,-119.8581,39.24089
272.49326,-120.2885,39.4738
276.67294,-119.9218,39.5239
278.9989,-120.4549,38.57567
272.23328,-120.094,38.62627
279.60046,-120.5208,38.8577
273.53796,-120.1582,38.90858
274.03796,-119.795,38.9581
275.42078,-120.223,39.19109
275.40515,-119.8581,39.24089
273.5536,-120.2885,39.4738
277.52234,-119.9218,39.5239
276.27377,-120.4549,38.57567
