wcuflx,lon,lat
16545.42,-120.4549,38.57567
15595.42,-120.094,38.62627
18505.42,-120.5208,38.8577
17260.42,-120.1582,38.90858
16272.92,-119.795,38.9581
19622.92,-120.223,39.19109
18372.92,-119.8581,39.24089
22167.92,-120.2885,39.4738
21045.42,-119.9218,39.5239
44005.227,-120.4549,38.57567
41502.727,-120.094,38.62627
43095.227,-120.5208,38.8577
38892.727,-120.1582,38.90858
28482.727,-119.795,38.9581
36180.227,-120.223,39.19109
26132.727,-119.8581,39.24089
34002.727,-120.2885,39.4738
26110.227,-119.9218,39.5239
103794.5,-120.4549,38.57567
98207.0,-120.094,38.62627
106769.5,-120.5208,38.8577
96757.0,-120.1582,38.90858
76444.49,-119.795,38.9581
96969.5,-120.223,39.19109
76206.99,-119.8581,39.24089
97007.0,-120.2885,39.4738
77406.99,-119.9218,39.5239
160111.14,-120.4549,38.57567
155861.14,-120.094,38.62627
163773.64,-120.5208,38.8577
162233.64,-120.1582,38.90858
143706.14,-119.795,38.9581
166306.14,-120.223,39.19109
151738.64,-119.8581,39.24089
164621.14,-120.2885,39.4738
152738.64,-119.9218,39.5239
40712.152,-120.4549,38.57567
36909.652,-120.094,38.62627
41044.652,-120.5208,38.8577
36139.652,-120.1582,38.90858
32912.152,-119.795,38.9581
37299.652,-120.223,39.19109
33724.652,-119.8581,39.24089
39009.652,-120.2885,39.4738
37107.152,-119.9218,39.5239
75743.38,-120.4549,38.57567
73700.875,-120.094,38.62627
78498.38,-120.5208,38.8577
73095.875,-120.1582,38.90858
50265.88,-119.795,38.9581
70478.375,-120.223,39.19109
50613.38,-119.8581,39.24089
67173.375,-120.2885,39.4738
51553.38,-119.9218,39.5239
18355.203,-120.4549,38.57567
20192.703,-120.094,38.62627
21092.703,-120.5208,38.8577
22542.703,-120.1582,38.90858
19130.203,-119.795,38.9581
25292.703,-120.223,39.19109
20580.203,-119.8581,39.24089
29655.203,-120.2885,39.4738
22830.203,-119.9218,39.5239
6035.9297,-120.4549,38.57567
6290.9297,-120.094,38.62627
6543.4297,-120.5208,38.8577
5950.9297,-120.1582,38.90858
5633.4297,-119.795,38.9581
6175.9297,-120.223,39.19109
5775.9297,-119.8581,39.24089
6190.9297,-120.2885,39.4738
6565.9297,-119.9218,39.5239
-11657.777,-120.4549,38.57567
-9805.277,-120.094,38.62627
-13267.777,-120.5208,38.8577
-8905.277,-120.1582,38.90858
-7747.7773,-119.795,38.9581
-7777.7773,-120.223,39.19109
-7880.2773,-119.8581,39.24089
-8202.777,-120.2885,39.4738
-7715.2773,-119.9218,39.5239
101.6543,-120.4549,38.57567
-300.8457,-120.094,38.62627
-123.3457,-120.5208,38.8577
-173.3457,-120.1582,38.90858
-288.3457,-119.795,38.9581
-165.8457,-120.223,39.19109
-283.3457,-119.8581,39.24089
-203.3457,-120.2885,39.4738
-88.3457,-119.9218,39.5239
-3709.4336,-120.4549,38.57567
-1161.9336,-120.094,38.62627
-3986.9336,-120.5208,38.8577
-331.9336,-120.1582,38.90858
-2064.4336,-119.795,38.9581
-848.1836,-120.223,39.19109
-2406.9336,-119.8581,39.24089
-2009.4336,-120.2885,39.4738
-2329.4336,-119.9218,39.5239
21871.32,-120.4549,38.57567
24391.32,-120.094,38.62627
24543.82,-120.5208,38.8577
21355.07,-120.1582,38.90858
18940.07,-119.795,38.9581
21257.57,-120.223,39.19109
17116.32,-119.8581,39.24089
20825.07,-120.2885,39.4738
15631.32,-119.9218,39.5239
112416.97,-120.4549,38.57567
107254.47,-120.094,38.62627
118361.97,-120.5208,38.8577
107434.47,-120.1582,38.90858
95051.97,-119.795,38.9581
113351.97,-120.223,39.19109
98206.97,-119.8581,39.24089
118164.47,-120.2885,39.4738
104026.97,-119.9218,39.5239
151930.88,-120.4549,38.57567
167430.88,-120.094,38.62627
153600.88,-120.5208,38.8577
169255.88,-120.1582,38.90858
140228.38,-119.795,38.9581
158308.38,-120.223,39.19109
140470.88,-119.8581,39.24089
147858.38,-120.2885,39.4738
129658.38,-119.9218,39.5239
103501.39,-120.4549,38.57567
103246.39,-120.094,38.62627
103601.39,-120.5208,38.8577
103086.39,-120.1582,38.90858
95253.89,-119.795,38.9581
105933.89,-120.223,39.19109
95873.89,-119.8581,39.24089
108633.89,-120.2885,39.4738
96691.39,-119.9218,39.5239
67486.05,-120.4549,38.57567
72088.55,-120.094,38.62627
91206.04,-120.5208,38.8577
84286.04,-120.1582,38.90858
70296.05,-119.795,38.9581
98556.04,-120.223,39.19109
80321.04,-119.8581,39.24089
104791.04,-120.2885,39.4738
83506.04,-119.9218,39.5239
94709.516,-120.4549,38.57567
90357.016,-120.094,38.62627
104239.516,-120.5208,38.8577
102167.016,-120.1582,38.90858
88514.516,-119.795,38.9581
112222.016,-120.223,39.19109
97032.016,-119.8581,39.24089
116072.016,-120.2885,39.4738
103847.016,-119.9218,39.5239
57690.066,-120.4549,38.57567
70697.56,-120.094,38.62627
55630.066,-120.5208,38.8577
58602.566,-120.1582,38.90858
57245.066,-119.795,38.9581
54320.066,-120.223,39.19109
47720.066,-119.8581,39.24089
52205.066,-120.2885,39.4738
48695.066,-119.9218,39.5239
5210.539,-120.4549,38.57567
6878.039,-120.094,38.62627
6875.539,-120.5208,38.8577
7488.039,-120.1582,38.90858
8690.539,-119.795,38.9581
9905.539,-120.223,39.19109
9583.039,-119.8581,39.24089
11245.539,-120.2885,39.4738
10130.539,-119.9218,39.5239
17538.916,-120.4549,38.57567
21098.916,-120.094,38.62627
23556.416,-120.5208,38.8577
21018.916,-120.1582,38.90858
22408.916,-119.795,38.9581
21248.916,-120.223,39.19109
23636.416,-119.8581,39.24089
25451.416,-120.2885,39.4738
27276.416,-119.9218,39.5239
7466.3613,-120.4549,38.57567
5721.3613,-120.094,38.62627
8486.361,-120.5208,38.8577
8386.361,-120.1582,38.90858
7513.8613,-119.795,38.9581
8731.361,-120.223,39.19109
8246.361,-119.8581,39.24089
8218.861,-120.2885,39.4738
5918.8613,-119.9218,39.5239
2898.1348,-120.4549,38.57567
2138.1348,-120.094,38.62627
2958.1348,-120.5208,38.8577
2460.6348,-120.1582,38.90858
2165.6348,-119.795,38.9581
1893.1348,-120.223,39.19109
1985.6348,-119.8581,39.24089
1988.1348,-120.2885,39.4738
2235.6348,-119.9218,39.5239
5567.412,-120.4549,38.57567
4622.412,-120.094,38.62627
5287.412,-120.5208,38.8577
4547.412,-120.1582,38.90858
3764.912,-119.795,38.9581
4334.912,-120.223,39.19109
3639.912,-119.8581,39.24089
4094.912,-120.2885,39.4738
3574.912,-119.9218,39.5239
33588.68,-120.4549,38.57567
31657.428,-120.094,38.62627
32984.93,-120.5208,38.8577
31861.178,-120.1582,38.90858
29519.928,-119.795,38.9581
31066.178,-120.223,39.19109
28764.928,-119.8581,39.24089
30218.678,-120.2885,39.4738
28993.678,-119.9218,39.5239
35556.832,-120.4549,38.57567
34706.832,-120.094,38.62627
37504.332,-120.5208,38.8577
34509.332,-120.1582,38.90858
32446.832,-119.795,38.9581
34179.332,-120.223,39.19109
32744.332,-119.8581,39.24089
35876.832,-120.2885,39.4738
35711.832,-119.9218,39.5239
21136.55,-120.4549,38.57567
19819.05,-120.094,38.62627
20231.55,-120.5208,38.8577
19369.05,-120.1582,38.90858
19214.05,-119.795,38.9581
18434.05,-120.223,39.19109
18519.05,-119.8581,39.24089
17576.55,-120.2885,39.4738
18641.55,-119.9218,39.5239
6384.635,-120.4549,38.57567
5004.635,-120.094,38.62627
5269.635,-120.5208,38.8577
4362.135,-120.1582,38.90858
3407.1348,-119.795,38.9581
3567.1348,-120.223,39.19109
2707.1348,-119.8581,39.24089
2774.6348,-120.2885,39.4738
2214.6348,-119.9218,39.5239
-1978.2227,-120.4549,38.57567
-1513.2227,-120.094,38.62627
-640.72266,-120.5208,38.8577
-263.22266,-120.1582,38.90858
-275.72266,-119.795,38.9581
-130.72266,-120.223,39.19109
-205.72266,-119.8581,39.24089
-213.22266,-120.2885,39.4738
-313.22266,-119.9218,39.5239
13599.75,-120.4549,38.57567
11404.75,-120.094,38.62627
13517.25,-120.5208,38.8577
12247.25,-120.1582,38.90858
11444.75,-119.795,38.9581
13017.25,-120.223,39.19109
13172.25,-119.8581,39.24089
13209.75,-120.2885,39.4738
12527.25,-119.9218,39.5239
41289.297,-120.4549,38.57567
54769.297,-120.094,38.62627
43779.297,-120.5208,38.8577
49426.797,-120.1582,38.90858
39901.797,-119.795,38.9581
51036.797,-120.223,39.19109
38941.797,-119.8581,39.24089
48416.797,-120.2885,39.4738
42291.797,-119.9218,39.5239
76815.59,-120.4549,38.57567
82584.34,-120.094,38.62627
78668.09,-120.5208,38.8577
78685.59,-120.1582,38.90858
70696.84,-119.795,38.9581
74956.84,-120.223,39.19109
67800.59,-119.8581,39.24089
71568.09,-120.2885,39.4738
63461.848,-119.9218,39.5239
87989.61,-120.4549,38.57567
94419.61,-120.094,38.62627
91034.61,-120.5208,38.8577
93979.61,-120.1582,38.90858
75174.61,-119.795,38.9581
86647.11,-120.223,39.19109
74907.11,-119.8581,39.24089
81264.61,-120.2885,39.4738
67484.6,-119.9218,39.5239
37906.355,-120.4549,38.57567
44123.855,-120.094,38.62627
39421.355,-120.5208,38.8577
43711.355,-120.1582,38.90858
37156.355,-119.795,38.9581
40096.355,-120.223,39.19109
38146.355,-119.8581,39.24089
32941.355,-120.2885,39.4738
32473.855,-119.9218,39.5239
14656.254,-120.4549,38.57567
18768.754,-120.094,38.62627
17863.754,-120.5208,38.8577
19833.754,-120.1582,38.90858
18296.254,-119.795,38.9581
21178.754,-120.223,39.19109
17223.754,-119.8581,39.24089
22033.754,-120.2885,39.4738
16768.754,-119.9218,39.5239
7274.215,-120.4549,38.57567
8529.215,-120.094,38.62627
7521.715,-120.5208,38.8577
9086.715,-120.1582,38.90858
9901.715,-119.795,38.9581
9654.215,-120.223,39.19109
8966.715,-119.8581,39.24089
10294.215,-120.2885,39.4738
8041.715,-119.9218,39.5239
19166.39,-120.4549,38.57567
20693.89,-120.094,38.62627
16688.89,-120.5208,38.8577
17433.89,-120.1582,38.90858
17306.39,-119.795,38.9581
15896.391,-120.223,39.19109
15863.891,-119.8581,39.24089
15448.891,-120.2885,39.4738
15501.391,-119.9218,39.5239
48569.93,-120.4549,38.57567
46249.93,-120.094,38.62627
52772.43,-120.5208,38.8577
49962.43,-120.1582,38.90858
42104.93,-119.795,38.9581
52442.43,-120.223,39.19109
45237.43,-119.8581,39.24089
56112.43,-120.2885,39.4738
45322.43,-119.9218,39.5239
86179.734,-120.4549,38.57567
97939.734,-120.094,38.62627
89137.234,-120.5208,38.8577
94872.234,-120.1582,38.90858
79662.234,-119.795,38.9581
91092.234,-120.223,39.19109
81262.234,-119.8581,39.24089
84359.734,-120.2885,39.4738
78869.734,-119.9218,39.5239
10528.049,-120.4549,38.57567
10035.549,-120.094,38.62627
12833.049,-120.5208,38.8577
11578.049,-120.1582,38.90858
10368.049,-119.795,38.9581
14488.049,-120.223,39.19109
13285.549,-119.8581,39.24089
18220.549,-120.2885,39.4738
14528.049,-119.9218,39.5239
51536.53,-120.4549,38.57567
49469.03,-120.094,38.62627
51106.53,-120.5208,38.8577
49246.53,-120.1582,38.90858
44266.53,-119.795,38.9581
47106.53,-120.223,39.19109
42231.53,-119.8581,39.24089
44359.03,-120.2885,39.4738
41411.53,-119.9218,39.5239
233637.88,-120.4549,38.57567
219560.38,-120.094,38.62627
243810.38,-120.5208,38.8577
225115.38,-120.1582,38.90858
184247.88,-119.795,38.9581
217395.38,-120.223,39.19109
180600.38,-119.8581,39.24089
201742.88,-120.2885,39.4738
177615.38,-119.9218,39.5239
152211.5,-120.4549,38.57567
170079.0,-120.094,38.62627
157459.0,-120.5208,38.8577
162049.0,-120.1582,38.90858
144359.0,-119.795,38.9581
165379.0,-120.223,39.19109
137099.0,-119.8581,39.24089
168311.5,-120.2885,39.4738
146744.0,-119.9218,39.5239
68571.84,-120.4549,38.57567
80311.84,-120.094,38.62627
74784.34,-120.5208,38.8577
83651.84,-120.1582,38.90858
66456.84,-119.795,38.9581
78889.34,-120.223,39.19109
71226.84,-119.8581,39.24089
79129.34,-120.2885,39.4738
65754.34,-119.9218,39.5239
57442.96,-120.4549,38.57567
63867.96,-120.094,38.62627
62092.96,-120.5208,38.8577
67872.96,-120.1582,38.90858
65805.46,-119.795,38.9581
69837.96,-120.223,39.19109
65370.46,-119.8581,39.24089
69675.46,-120.2885,39.4738
61600.46,-119.9218,39.5239
24375.643,-120.4549,38.57567
30693.143,-120.094,38.62627
27110.643,-120.5208,38.8577
33080.64,-120.1582,38.90858
34158.14,-119.795,38.9581
31255.643,-120.223,39.19109
31050.643,-119.8581,39.24089
27473.143,-120.2885,39.4738
24885.643,-119.9218,39.5239
-3840.9414,-120.4549,38.57567
-5790.9414,-120.094,38.62627
-5460.9414,-120.5208,38.8577
-6395.9414,-120.1582,38.90858
-6138.4414,-119.795,38.9581
-6265.9414,-120.223,39.19109
-4988.4414,-119.8581,39.24089
-5658.4414,-120.2885,39.4738
-4805.9414,-119.9218,39.5239
-589.875,-120.4549,38.57567
620.125,-120.094,38.62627
-492.375,-120.5208,38.8577
1892.625,-120.1582,38.90858
1375.125,-119.795,38.9581
2512.625,-120.223,39.19109
1527.625,-119.8581,39.24089
2482.625,-120.2885,39.4738
2302.625,-119.9218,39.5239
24872.145,-120.4549,38.57567
27989.645,-120.094,38.62627
25479.645,-120.5208,38.8577
26707.145,-120.1582,38.90858
27534.645,-119.795,38.9581
27242.145,-120.223,39.19109
27674.645,-119.8581,39.24089
28252.145,-120.2885,39.4738
26067.145,-119.9218,39.5239
1561.6797,-120.4549,38.57567
244.17969,-120.094,38.62627
714.1797,-120.5208,38.8577
-20.820312,-120.1582,38.90858
776.6797,-119.795,38.9581
-465.8203,-120.223,39.19109
571.6797,-119.8581,39.24089
-980.8203,-120.2885,39.4738
-655.8203,-119.9218,39.5239
2686.8633,-120.4549,38.57567
2499.3633,-120.094,38.62627
3161.8633,-120.5208,38.8577
3286.8633,-120.1582,38.90858
3049.3633,-119.795,38.9581
3949.3633,-120.223,39.19109
3624.3633,-119.8581,39.24089
3899.3633,-120.2885,39.4738
4174.3633,-119.9218,39.5239
28508.902,-120.4549,38.57567
26453.902,-120.094,38.62627
29718.902,-120.5208,38.8577
27328.902,-120.1582,38.90858
24973.902,-119.795,38.9581
26951.402,-120.223,39.19109
24651.402,-119.8581,39.24089
26443.902,-120.2885,39.4738
23566.402,-119.9218,39.5239
54649.645,-120.4549,38.57567
52119.645,-120.094,38.62627
58979.645,-120.5208,38.8577
56882.145,-120.1582,38.90858
50084.645,-119.795,38.9581
59217.145,-120.223,39.19109
53162.145,-119.8581,39.24089
62929.645,-120.2885,39.4738
59357.145,-119.9218,39.5239
76583.34,-120.4549,38.57567
63310.848,-120.094,38.62627
85835.84,-120.5208,38.8577
68768.34,-120.1582,38.90858
48005.848,-119.795,38.9581
76090.84,-120.223,39.19109
52300.848,-119.8581,39.24089
84603.34,-120.2885,39.4738
61798.348,-119.9218,39.5239
156129.94,-120.4549,38.57567
127727.44,-120.094,38.62627
198659.94,-120.5208,38.8577
156359.94,-120.1582,38.90858
108117.44,-119.795,38.9581
