vstm,lon,lat
3.5516005,-119.795,38.9581
4.201601,-120.223,39.19109
4.1141005,-119.8581,39.24089
4.5641003,-120.2885,39.4738
4.1141005,-119.9218,39.5239
-7.4723,-120.4549,38.57567
-7.1598005,-120.094,38.62627
-7.9097996,-120.5208,38.8577
-7.1473007,-120.1582,38.90858
-6.697301,-119.795,38.9581
-7.559801,-120.223,39.19109
-6.9723005,-119.8581,39.24089
-7.7098002,-120.2885,39.4738
-6.9723005,-119.9218,39.5239
-17.8581,-120.4549,38.57567
-16.9831,-120.094,38.62627
-17.3581,-120.5208,38.8577
-16.9831,-120.1582,38.90858
-16.8081,-119.795,38.9581
-17.0956,-120.223,39.19109
-17.433102,-119.8581,39.24089
-17.495602,-120.2885,39.4738
-17.4206,-119.9218,39.5239
-14.26314,-120.4549,38.57567
-14.0256405,-120.094,38.62627
-13.81314,-120.5208,38.8577
-13.988138,-120.1582,38.90858
-13.97564,-119.795,38.9581
-13.7131405,-120.223,39.19109
-13.72564,-119.8581,39.24089
-13.450641,-120.2885,39.4738
-13.72564,-119.9218,39.5239
7.7343564,-120.4549,38.57567
7.3593574,-120.094,38.62627
8.559357,-120.5208,38.8577
7.371857,-120.1582,38.90858
6.934357,-119.795,38.9581
8.134357,-120.223,39.19109
7.4218574,-119.8581,39.24089
8.484357,-120.2885,39.4738
7.4218574,-119.9218,39.5239
4.1914005,-120.4549,38.57567
4.4539003,-120.094,38.62627
3.6664,-120.5208,38.8577
4.4539003,-120.1582,38.90858
2.0788999,-119.795,38.9581
3.1914,-120.223,39.19109
2.9914,-119.8581,39.24089
3.4539003,-120.2885,39.4738
3.0039,-119.9218,39.5239
8.593358,-120.4549,38.57567
9.030857,-120.094,38.62627
10.605858,-120.5208,38.8577
9.043358,-120.1582,38.90858
5.7433577,-119.795,38.9581
9.118359,-120.223,39.19109
7.5683584,-119.8581,39.24089
9.443358,-120.2885,39.4738
7.5683584,-119.9218,39.5239
4.994629,-120.4549,38.57567
7.0946293,-120.094,38.62627
6.0196285,-120.5208,38.8577
7.107129,-120.1582,38.90858
6.4196305,-119.795,38.9581
6.5821295,-120.223,39.19109
7.2696295,-119.8581,39.24089
7.2321305,-120.2885,39.4738
7.2696295,-119.9218,39.5239
-13.391663,-120.4549,38.57567
-12.491663,-120.094,38.62627
-11.654162,-120.5208,38.8577
-12.491663,-120.1582,38.90858
-12.816663,-119.795,38.9581
-11.666662,-120.223,39.19109
-11.916662,-119.8581,39.24089
-11.004163,-120.2885,39.4738
-11.904162,-119.9218,39.5239
-14.642504,-120.4549,38.57567
-14.642504,-120.094,38.62627
-13.705005,-120.5208,38.8577
-14.617502,-120.1582,38.90858
-15.080004,-119.795,38.9581
-14.155003,-120.223,39.19109
-14.867503,-119.8581,39.24089
-13.905005,-120.2885,39.4738
-14.855003,-119.9218,39.5239
1.9944711,-120.4549,38.57567
1.0694714,-120.094,38.62627
1.6444712,-120.5208,38.8577
1.1069717,-120.1582,38.90858
-0.20552874,-119.795,38.9581
0.84447145,-120.223,39.19109
0.056971073,-119.8581,39.24089
0.89447165,-120.2885,39.4738
0.06947088,-119.9218,39.5239
0.042823553,-120.4549,38.57567
0.19282389,-120.094,38.62627
0.26782417,-120.5208,38.8577
0.19282389,-120.1582,38.90858
-1.1946766,-119.795,38.9581
-0.21967602,-120.223,39.19109
-0.93217623,-119.8581,39.24089
-0.5071759,-120.2885,39.4738
-0.93217623,-119.9218,39.5239
-11.770259,-120.4549,38.57567
-12.0452585,-120.094,38.62627
-12.220258,-120.5208,38.8577
-12.0452585,-120.1582,38.90858
-12.182758,-119.795,38.9581
-12.432758,-120.223,39.19109
-12.457758,-119.8581,39.24089
-12.6077585,-120.2885,39.4738
-12.457758,-119.9218,39.5239
-7.751412,-120.4549,38.57567
-7.5014114,-120.094,38.62627
-7.413911,-120.5208,38.8577
-7.4889116,-120.1582,38.90858
-8.27641,-119.795,38.9581
-7.6764116,-120.223,39.19109
-8.0014105,-119.8581,39.24089
-7.563911,-120.2885,39.4738
-8.0014105,-119.9218,39.5239
-10.5402975,-120.4549,38.57567
-10.065298,-120.094,38.62627
-9.5903,-120.5208,38.8577
-10.065298,-120.1582,38.90858
-11.215297,-119.795,38.9581
-10.127798,-120.223,39.19109
-11.065297,-119.8581,39.24089
-10.327798,-120.2885,39.4738
-11.040297,-119.9218,39.5239
-9.754623,-120.4549,38.57567
-5.6046233,-120.094,38.62627
-8.642124,-120.5208,38.8577
-5.6046233,-120.1582,38.90858
-3.5421236,-119.795,38.9581
-5.229623,-120.223,39.19109
-3.5171225,-119.8581,39.24089
-5.617123,-120.2885,39.4738
-3.492123,-119.9218,39.5239
-25.597555,-120.4549,38.57567
-24.185055,-120.094,38.62627
-23.797556,-120.5208,38.8577
-24.185055,-120.1582,38.90858
-21.897556,-119.795,38.9581
-22.572554,-120.223,39.19109
-21.847553,-119.8581,39.24089
-22.172554,-120.2885,39.4738
-21.847553,-119.9218,39.5239
-30.09372,-120.4549,38.57567
-29.31872,-120.094,38.62627
-28.943718,-120.5208,38.8577
-29.31872,-120.1582,38.90858
-26.593718,-119.795,38.9581
-27.768723,-120.223,39.19109
-26.99372,-119.8581,39.24089
-28.00622,-120.2885,39.4738
-26.98122,-119.9218,39.5239
-35.715313,-120.4549,38.57567
-34.352814,-120.094,38.62627
-33.61531,-120.5208,38.8577
-34.352814,-120.1582,38.90858
-29.477812,-119.795,38.9581
-31.152817,-120.223,39.19109
-29.452812,-119.8581,39.24089
-30.502815,-120.2885,39.4738
-29.477812,-119.9218,39.5239
-23.735172,-120.4549,38.57567
-22.635174,-120.094,38.62627
-22.972672,-120.5208,38.8577
-22.635174,-120.1582,38.90858
-19.985172,-119.795,38.9581
-21.210175,-120.223,39.19109
-20.060173,-119.8581,39.24089
-20.760172,-120.2885,39.4738
-20.072672,-119.9218,39.5239
-22.966381,-120.4549,38.57567
-21.803883,-120.094,38.62627
-21.69138,-120.5208,38.8577
-21.803883,-120.1582,38.90858
-20.67888,-119.795,38.9581
-21.178883,-120.223,39.19109
-21.391382,-119.8581,39.24089
-21.591381,-120.2885,39.4738
-21.378881,-119.9218,39.5239
-32.877117,-120.4549,38.57567
-31.764618,-120.094,38.62627
-32.21462,-120.5208,38.8577
-31.764618,-120.1582,38.90858
-30.014618,-119.795,38.9581
-31.327118,-120.223,39.19109
-30.777115,-119.8581,39.24089
-31.852116,-120.2885,39.4738
-30.764618,-119.9218,39.5239
-27.22988,-120.4549,38.57567
-26.017378,-120.094,38.62627
-26.62988,-120.5208,38.8577
-26.017378,-120.1582,38.90858
-22.57988,-119.795,38.9581
-24.49238,-120.223,39.19109
-22.66738,-119.8581,39.24089
-24.20488,-120.2885,39.4738
-22.66738,-119.9218,39.5239
-16.9088,-120.4549,38.57567
-15.871301,-120.094,38.62627
-16.333801,-120.5208,38.8577
-15.8838005,-120.1582,38.90858
-13.3088,-119.795,38.9581
-14.783801,-120.223,39.19109
-13.521301,-119.8581,39.24089
-14.4713,-120.2885,39.4738
-13.521301,-119.9218,39.5239
-11.509357,-120.4549,38.57567
-10.909357,-120.094,38.62627
-10.984358,-120.5208,38.8577
-10.909357,-120.1582,38.90858
-10.046858,-119.795,38.9581
-10.421857,-120.223,39.19109
-10.371857,-119.8581,39.24089
-10.471857,-120.2885,39.4738
-10.371857,-119.9218,39.5239
2.1057796,-120.4549,38.57567
2.04328,-120.094,38.62627
2.5432794,-120.5208,38.8577
2.04328,-120.1582,38.90858
1.5807796,-119.795,38.9581
2.3557794,-120.223,39.19109
2.10578,-119.8581,39.24089
2.9182794,-120.2885,39.4738
2.11828,-119.9218,39.5239
18.158161,-120.4549,38.57567
17.345661,-120.094,38.62627
18.14566,-120.5208,38.8577
17.370663,-120.1582,38.90858
16.045662,-119.795,38.9581
17.333162,-120.223,39.19109
16.320662,-119.8581,39.24089
17.27066,-120.2885,39.4738
16.320662,-119.9218,39.5239
8.246642,-120.4549,38.57567
8.821642,-120.094,38.62627
8.996641,-120.5208,38.8577
8.834143,-120.1582,38.90858
7.7216406,-119.795,38.9581
8.721642,-120.223,39.19109
8.771642,-119.8581,39.24089
9.659142,-120.2885,39.4738
8.7841425,-119.9218,39.5239
-2.3288047,-120.4549,38.57567
-2.5913045,-120.094,38.62627
-2.5913045,-120.5208,38.8577
-2.5788045,-120.1582,38.90858
-4.8788047,-119.795,38.9581
-3.741305,-120.223,39.19109
-4.691304,-119.8581,39.24089
-3.8663049,-120.2885,39.4738
-4.653805,-119.9218,39.5239
6.004627,-120.4549,38.57567
5.0546265,-120.094,38.62627
6.7421265,-120.5208,38.8577
5.0546265,-120.1582,38.90858
3.7421262,-119.795,38.9581
5.517127,-120.223,39.19109
4.1296263,-119.8581,39.24089
5.7546268,-120.2885,39.4738
4.1296263,-119.9218,39.5239
20.31935,-120.4549,38.57567
19.994349,-120.094,38.62627
20.40685,-120.5208,38.8577
20.006847,-120.1582,38.90858
18.831848,-119.795,38.9581
19.781849,-120.223,39.19109
19.01935,-119.8581,39.24089
19.806849,-120.2885,39.4738
19.031849,-119.9218,39.5239
-1.5585165,-120.4549,38.57567
-1.0210166,-120.094,38.62627
-1.4460168,-120.5208,38.8577
-1.0210166,-120.1582,38.90858
-1.6710172,-119.795,38.9581
-1.3335168,-120.223,39.19109
-1.2335169,-119.8581,39.24089
-1.2335167,-120.2885,39.4738
-1.2335169,-119.9218,39.5239
3.3777041,-120.4549,38.57567
2.2152045,-120.094,38.62627
3.5277045,-120.5208,38.8577
2.2152045,-120.1582,38.90858
0.25270414,-119.795,38.9581
1.9277041,-120.223,39.19109
0.60270405,-119.8581,39.24089
1.965204,-120.2885,39.4738
0.60270405,-119.9218,39.5239
19.179995,-120.4549,38.57567
17.817493,-120.094,38.62627
17.342495,-120.5208,38.8577
17.817493,-120.1582,38.90858
15.917495,-119.795,38.9581
16.429996,-120.223,39.19109
16.279993,-119.8581,39.24089
16.604996,-120.2885,39.4738
16.279993,-119.9218,39.5239
11.438449,-120.4549,38.57567
11.238449,-120.094,38.62627
12.63845,-120.5208,38.8577
11.225948,-120.1582,38.90858
11.22595,-119.795,38.9581
12.46345,-120.223,39.19109
12.00095,-119.8581,39.24089
13.1509495,-120.2885,39.4738
12.00095,-119.9218,39.5239
13.6178255,-120.4549,38.57567
12.092826,-120.094,38.62627
11.642825,-120.5208,38.8577
12.092826,-120.1582,38.90858
10.442825,-119.795,38.9581
10.442824,-120.223,39.19109
9.692824,-119.8581,39.24089
9.705324,-120.2885,39.4738
9.692824,-119.9218,39.5239
10.81423,-120.4549,38.57567
9.864231,-120.094,38.62627
9.78923,-120.5208,38.8577
9.876731,-120.1582,38.90858
9.18923,-119.795,38.9581
9.52673,-120.223,39.19109
9.50173,-119.8581,39.24089
9.639229,-120.2885,39.4738
9.50173,-119.9218,39.5239
10.137363,-120.4549,38.57567
10.187365,-120.094,38.62627
10.962363,-120.5208,38.8577
10.199863,-120.1582,38.90858
7.5123644,-119.795,38.9581
9.137363,-120.223,39.19109
7.8373632,-119.8581,39.24089
8.899863,-120.2885,39.4738
7.874863,-119.9218,39.5239
13.930779,-120.4549,38.57567
13.780781,-120.094,38.62627
14.493281,-120.5208,38.8577
13.818279,-120.1582,38.90858
12.905781,-119.795,38.9581
14.180781,-120.223,39.19109
13.680781,-119.8581,39.24089
14.868281,-120.2885,39.4738
13.680781,-119.9218,39.5239
-14.378966,-120.4549,38.57567
-14.441468,-120.094,38.62627
-13.491467,-120.5208,38.8577
-14.403966,-120.1582,38.90858
-14.778967,-119.795,38.9581
-13.966468,-120.223,39.19109
-14.478968,-119.8581,39.24089
-13.816466,-120.2885,39.4738
-14.441467,-119.9218,39.5239
-9.084823,-120.4549,38.57567
-8.934825,-120.094,38.62627
-7.7723236,-120.5208,38.8577
-8.909824,-120.1582,38.90858
-9.584823,-119.795,38.9581
-8.159823,-120.223,39.19109
-8.822324,-119.8581,39.24089
-7.5223236,-120.2885,39.4738
-8.822324,-119.9218,39.5239
6.301438,-120.4549,38.57567
5.926437,-120.094,38.62627
6.3389373,-120.5208,38.8577
5.926437,-120.1582,38.90858
5.1014376,-119.795,38.9581
6.0389376,-120.223,39.19109
5.4264374,-119.8581,39.24089
6.251437,-120.2885,39.4738
5.438937,-119.9218,39.5239
-4.721719,-120.4549,38.57567
-3.3217194,-120.094,38.62627
-3.296719,-120.5208,38.8577
-3.2967188,-120.1582,38.90858
-3.3592188,-119.795,38.9581
-3.3342187,-120.223,39.19109
-3.2342193,-119.8581,39.24089
-3.7217193,-120.2885,39.4738
-3.2342193,-119.9218,39.5239
-30.072845,-120.4549,38.57567
-27.860346,-120.094,38.62627
-27.772844,-120.5208,38.8577
-27.860346,-120.1582,38.90858
-24.347845,-119.795,38.9581
-25.710344,-120.223,39.19109
-24.247847,-119.8581,39.24089
-25.322845,-120.2885,39.4738
-24.247847,-119.9218,39.5239
-23.482744,-120.4549,38.57567
-22.432743,-120.094,38.62627
-22.295242,-120.5208,38.8577
-22.432743,-120.1582,38.90858
-21.320242,-119.795,38.9581
-21.795242,-120.223,39.19109
-22.045242,-119.8581,39.24089
-22.220243,-120.2885,39.4738
-22.032742,-119.9218,39.5239
-20.774475,-120.4549,38.57567
-19.699476,-120.094,38.62627
-19.586975,-120.5208,38.8577
-19.699476,-120.1582,38.90858
-17.961973,-119.795,38.9581
-18.461973,-120.223,39.19109
-17.874474,-119.8581,39.24089
-18.074472,-120.2885,39.4738
-17.874474,-119.9218,39.5239
-17.595114,-120.4549,38.57567
-17.520115,-120.094,38.62627
-17.545113,-120.5208,38.8577
-17.520115,-120.1582,38.90858
-16.545113,-119.795,38.9581
-17.320112,-120.223,39.19109
-17.182613,-119.8581,39.24089
-17.745113,-120.2885,39.4738
-17.195114,-119.9218,39.5239
-18.261765,-120.4549,38.57567
-18.061764,-120.094,38.62627
-17.736765,-120.5208,38.8577
-18.074265,-120.1582,38.90858
-16.249264,-119.795,38.9581
-17.061766,-120.223,39.19109
-16.911764,-119.8581,39.24089
-17.149265,-120.2885,39.4738
-16.924265,-119.9218,39.5239
-11.100077,-120.4549,38.57567
-11.100077,-120.094,38.62627
-10.800076,-120.5208,38.8577
-11.100077,-120.1582,38.90858
-11.037576,-119.795,38.9581
-11.025076,-120.223,39.19109
-11.4875765,-119.8581,39.24089
-11.537577,-120.2885,39.4738
-11.4875765,-119.9218,39.5239
-15.344641,-120.4549,38.57567
-15.394639,-120.094,38.62627
-15.257139,-120.5208,38.8577
-15.394639,-120.1582,38.90858
-14.91964,-119.795,38.9581
-15.10714,-120.223,39.19109
-15.269641,-119.8581,39.24089
-15.1696415,-120.2885,39.4738
-15.269641,-119.9218,39.5239
-7.131674,-120.4549,38.57567
-7.4816737,-120.094,38.62627
-7.6816735,-120.5208,38.8577
-7.469174,-120.1582,38.90858
-8.681674,-119.795,38.9581
-8.406673,-120.223,39.19109
-9.181673,-119.8581,39.24089
-9.094174,-120.2885,39.4738
-9.169174,-119.9218,39.5239
-7.9575596,-120.4549,38.57567
-7.6700583,-120.094,38.62627
-7.620059,-120.5208,38.8577
-7.682558,-120.1582,38.90858
-8.132559,-119.795,38.9581
-7.6825585,-120.223,39.19109
-7.545059,-119.8581,39.24089
-7.232559,-120.2885,39.4738
-7.557559,-119.9218,39.5239
5.155284,-120.4549,38.57567
6.3052826,-120.094,38.62627
5.8552837,-120.5208,38.8577
6.3052826,-120.1582,38.90858
4.455283,-119.795,38.9581
5.4927835,-120.223,39.19109
5.830283,-119.8581,39.24089
6.1302834,-120.2885,39.4738
5.830283,-119.9218,39.5239
4.098198,-120.4549,38.57567
4.1356974,-120.094,38.62627
4.523196,-120.5208,38.8577
4.1356974,-120.1582,38.90858
3.223197,-119.795,38.9581
4.2856965,-120.223,39.19109
4.198197,-119.8581,39.24089
4.9606967,-120.2885,39.4738
4.198197,-119.9218,39.5239
24.137783,-120.4549,38.57567
23.300282,-120.094,38.62627
23.87528,-120.5208,38.8577
23.31278,-120.1582,38.90858
19.96278,-119.795,38.9581
21.812782,-120.223,39.19109
19.150282,-119.8581,39.24089
20.600283,-120.2885,39.4738
19.162783,-119.9218,39.5239
7.1436353,-120.4549,38.57567
6.3811345,-120.094,38.62627
6.943635,-120.5208,38.8577
6.3811345,-120.1582,38.90858
5.931134,-119.795,38.9581
6.481134,-120.223,39.19109
6.293635,-119.8581,39.24089
6.3436346,-120.2885,39.4738
6.3061347,-119.9218,39.5239
13.300074,-120.4549,38.57567
12.662575,-120.094,38.62627
12.137572,-120.5208,38.8577
12.662575,-120.1582,38.90858
11.112573,-119.795,38.9581
11.400074,-120.223,39.19109
10.500073,-119.8581,39.24089
10.512573,-120.2885,39.4738
10.525073,-119.9218,39.5239
4.5167546,-120.4549,38.57567
4.8167553,-120.094,38.62627
3.7667553,-120.5208,38.8577
4.8167553,-120.1582,38.90858
4.7292547,-119.795,38.9581
3.929255,-120.223,39.19109
4.2542553,-119.8581,39.24089
3.016755,-120.2885,39.4738
4.266755,-119.9218,39.5239
-24.559845,-120.4549,38.57567
-23.097345,-120.094,38.62627
-22.047344,-120.5208,38.8577
-23.097345,-120.1582,38.90858
-20.972343,-119.795,38.9581
-21.472345,-120.223,39.19109
-21.447344,-119.8581,39.24089
-21.909845,-120.2885,39.4738
-21.434843,-119.9218,39.5239
-14.330447,-120.4549,38.57567
-14.205449,-120.094,38.62627
-13.617948,-120.5208,38.8577
-14.205449,-120.1582,38.90858
-13.867947,-119.795,38.9581
-13.692947,-120.223,39.19109
-14.092948,-119.8581,39.24089
-13.830448,-120.2885,39.4738
-14.092948,-119.9218,39.5239
-0.037469625,-120.4549,38.57567
-0.41246963,-120.094,38.62627
-0.71246934,-120.5208,38.8577
-0.41246963,-120.1582,38.90858
-0.69997,-119.795,38.9581
-0.8749695,-120.223,39.19109
-0.89996934,-119.8581,39.24089
-1.2624695,-120.2885,39.4738
-0.89996934,-119.9218,39.5239
0.1143105,-120.4549,38.57567
0.3393104,-120.094,38.62627
0.21431017,-120.5208,38.8577
0.3393104,-120.1582,38.90858
-0.5731895,-119.795,38.9581
-0.17318964,-120.223,39.19109
-0.57319,-119.8581,39.24089
-0.5856898,-120.2885,39.4738
-0.57319,-119.9218,39.5239
3.8668017,-120.4549,38.57567
4.4668007,-120.094,38.62627
4.266801,-120.5208,38.8577
4.4668007,-120.1582,38.90858
4.2168016,-119.795,38.9581
4.366801,-120.223,39.19109
4.3543005,-119.8581,39.24089
4.3043013,-120.2885,39.4738
4.4043007,-119.9218,39.5239
-16.820805,-120.4549,38.57567
-15.658307,-120.094,38.62627
-14.120808,-120.5208,38.8577
-15.658307,-120.1582,38.90858
-14.333307,-119.795,38.9581
-13.608307,-120.223,39.19109
-13.620807,-119.8581,39.24089
-13.183307,-120.2885,39.4738
-13.620807,-119.9218,39.5239
3.1029205,-120.4549,38.57567
2.3404214,-120.094,38.62627
2.8279207,-120.5208,38.8577
2.3404214,-120.1582,38.90858
0.727921,-119.795,38.9581
1.9904215,-120.223,39.19109
1.340421,-119.8581,39.24089
2.3529217,-120.2885,39.4738
1.3529208,-119.9218,39.5239
12.614868,-120.4549,38.57567
11.43987,-120.094,38.62627
11.86487,-120.5208,38.8577
11.43987,-120.1582,38.90858
9.239868,-119.795,38.9581
10.602369,-120.223,39.19109
9.439869,-119.8581,39.24089
10.502368,-120.2885,39.4738
9.452369,-119.9218,39.5239
19.141657,-120.4549,38.57567
17.716658,-120.094,38.62627
18.479158,-120.5208,38.8577
17.729156,-120.1582,38.90858
15.254158,-119.795,38.9581
16.716658,-120.223,39.19109
15.166657,-119.8581,39.24089
16.479156,-120.2885,39.4738
15.179158,-119.9218,39.5239
9.835569,-120.4549,38.57567
9.99807,-120.094,38.62627
10.085569,-120.5208,38.8577
10.03557,-120.1582,38.90858
8.87307,-119.795,38.9581
9.898069,-120.223,39.19109
9.410569,-119.8581,39.24089
9.873069,-120.2885,39.4738
9.435569,-119.9218,39.5239
-6.1545343,-120.4549,38.57567
-5.5795345,-120.094,38.62627
-5.1420345,-120.5208,38.8577
-5.5670342,-120.1582,38.90858
-6.1545353,-119.795,38.9581
-5.417034,-120.223,39.19109
-5.492035,-119.8581,39.24089
-5.0795345,-120.2885,39.4738
-5.492035,-119.9218,39.5239
-10.603716,-120.4549,38.57567
-9.353717,-120.094,38.62627
-8.791216,-120.5208,38.8577
-9.341216,-120.1582,38.90858
-9.703716,-119.795,38.9581
-9.366217,-120.223,39.19109
-9.928717,-119.8581,39.24089
-10.216217,-120.2885,39.4738
-9.916217,-119.9218,39.5239
-16.739414,-120.4549,38.57567
-15.539413,-120.094,38.62627
-15.326914,-120.5208,38.8577
-15.539413,-120.1582,38.90858
-12.9769125,-119.795,38.9581
-14.339415,-120.223,39.19109
-13.439413,-119.8581,39.24089
-14.739414,-120.2885,39.4738
-13.439413,-119.9218,39.5239
-23.537525,-120.4549,38.57567
-22.825027,-120.094,38.62627
-21.862526,-120.5208,38.8577
-22.837526,-120.1582,38.90858
-20.025026,-119.795,38.9581
-21.112526,-120.223,39.19109
-20.600025,-119.8581,39.24089
-21.412525,-120.2885,39.4738
-20.600025,-119.9218,39.5239
-20.75948,-120.4549,38.57567
-19.39698,-120.094,38.62627
-18.534481,-120.5208,38.8577
-19.371983,-120.1582,38.90858
-18.034481,-119.795,38.9581
-18.221981,-120.223,39.19109
-18.50948,-119.8581,39.24089
-18.84698,-120.2885,39.4738
-18.50948,-119.9218,39.5239
-14.839694,-120.4549,38.57567
-13.352194,-120.094,38.62627
-13.502194,-120.5208,38.8577
-13.352194,-120.1582,38.90858
-11.364694,-119.795,38.9581
-12.389693,-120.223,39.19109
-11.927194,-119.8581,39.24089
-12.864695,-120.2885,39.4738
-11.927194,-119.9218,39.5239
-20.815365,-120.4549,38.57567
-19.852865,-120.094,38.62627
-18.390366,-120.5208,38.8577
-19.865366,-120.1582,38.90858
-16.015366,-119.795,38.9581
-17.340364,-120.223,39.19109
