wcconv,lon,lat
0.084730506,-119.795,38.9581
-0.19236952,-120.223,39.19109
-0.068169355,-119.8581,39.24089
-0.108394414,-120.2885,39.4738
0.007255554,-119.9218,39.5239
-0.036741585,-120.4549,38.57567
0.22633338,-120.094,38.62627
-0.0873667,-120.5208,38.8577
-0.1388416,-120.1582,38.90858
0.07548338,-119.795,38.9581
0.094308436,-120.223,39.19109
0.008133352,-119.8581,39.24089
0.15778339,-120.2885,39.4738
-0.0029916763,-119.9218,39.5239
0.15528217,-120.4549,38.57567
0.11060718,-120.094,38.62627
0.10188213,-120.5208,38.8577
0.054632068,-120.1582,38.90858
0.035382092,-119.795,38.9581
0.048207194,-120.223,39.19109
0.02890718,-119.8581,39.24089
0.05723211,-120.2885,39.4738
0.037182152,-119.9218,39.5239
0.08470929,-120.4549,38.57567
0.006809324,-120.094,38.62627
0.018659353,-120.5208,38.8577
-0.040540665,-120.1582,38.90858
-0.040040642,-119.795,38.9581
-0.018365592,-120.223,39.19109
-0.05206561,-119.8581,39.24089
0.059734374,-120.2885,39.4738
0.0034843385,-119.9218,39.5239
-0.069895536,-120.4549,38.57567
0.060329497,-120.094,38.62627
-0.031945497,-120.5208,38.8577
0.054329515,-120.1582,38.90858
0.05005449,-119.795,38.9581
0.043129474,-120.223,39.19109
0.04820451,-119.8581,39.24089
0.012129575,-120.2885,39.4738
0.021879464,-119.9218,39.5239
0.03118527,-120.4549,38.57567
0.029135227,-120.094,38.62627
0.0009353161,-120.5208,38.8577
0.010710359,-120.1582,38.90858
0.03316033,-119.795,38.9581
0.008460283,-120.223,39.19109
0.03921044,-119.8581,39.24089
0.03718531,-120.2885,39.4738
0.02688533,-119.9218,39.5239
-0.038735986,-120.4549,38.57567
-0.027361155,-120.094,38.62627
-0.017886102,-120.5208,38.8577
-0.03601122,-120.1582,38.90858
0.004488945,-119.795,38.9581
-0.023911059,-120.223,39.19109
0.015513837,-119.8581,39.24089
-0.027886152,-120.2885,39.4738
-0.033811152,-119.9218,39.5239
0.0027726889,-120.4549,38.57567
0.04929781,-120.094,38.62627
0.031497717,-120.5208,38.8577
0.030047596,-120.1582,38.90858
0.054997742,-119.795,38.9581
0.051672697,-120.223,39.19109
0.059847593,-119.8581,39.24089
0.056997716,-120.2885,39.4738
0.034472704,-119.9218,39.5239
-0.016636014,-120.4549,38.57567
0.07218903,-120.094,38.62627
0.044689,-120.5208,38.8577
0.09383917,-120.1582,38.90858
-1.090765e-05,-119.795,38.9581
0.095064044,-120.223,39.19109
-0.014110923,-119.8581,39.24089
0.14568895,-120.2885,39.4738
-0.00026100874,-119.9218,39.5239
0.034756064,-120.4549,38.57567
0.030330956,-120.094,38.62627
0.04790604,-120.5208,38.8577
0.03593105,-120.1582,38.90858
0.031931043,-119.795,38.9581
0.046481073,-120.223,39.19109
0.051631033,-119.8581,39.24089
0.049456,-120.2885,39.4738
0.057256103,-119.9218,39.5239
0.0045742393,-120.4549,38.57567
0.08092415,-120.094,38.62627
0.0035741925,-120.5208,38.8577
0.09814924,-120.1582,38.90858
0.1172992,-119.795,38.9581
0.12432426,-120.223,39.19109
0.0736742,-119.8581,39.24089
0.15664905,-120.2885,39.4738
0.14862424,-119.9218,39.5239
0.09434241,-120.4549,38.57567
0.16889256,-120.094,38.62627
0.08376747,-120.5208,38.8577
0.12656748,-120.1582,38.90858
0.10611755,-119.795,38.9581
0.10519254,-120.223,39.19109
0.08881754,-119.8581,39.24089
0.110892594,-120.2885,39.4738
0.11726755,-119.9218,39.5239
0.25038177,-120.4549,38.57567
0.62248164,-120.094,38.62627
0.1941818,-120.5208,38.8577
0.49763167,-120.1582,38.90858
0.21863174,-119.795,38.9581
0.39778167,-120.223,39.19109
0.0890317,-119.8581,39.24089
0.62418175,-120.2885,39.4738
0.14248192,-119.9218,39.5239
-0.020624936,-120.4549,38.57567
0.20672512,-120.094,38.62627
0.13580012,-120.5208,38.8577
0.3790002,-120.1582,38.90858
0.17807508,-119.795,38.9581
0.45240015,-120.223,39.19109
0.19787526,-119.8581,39.24089
0.61765003,-120.2885,39.4738
0.3725,-119.9218,39.5239
0.19368392,-120.4549,38.57567
0.45450884,-120.094,38.62627
0.16403389,-120.5208,38.8577
0.2903338,-120.1582,38.90858
0.12570894,-119.795,38.9581
0.25750887,-120.223,39.19109
0.10338384,-119.8581,39.24089
0.46903384,-120.2885,39.4738
0.16335893,-119.9218,39.5239
0.30037758,-120.4549,38.57567
0.80432767,-120.094,38.62627
0.39425266,-120.5208,38.8577
0.62197757,-120.1582,38.90858
0.66827756,-119.795,38.9581
0.60300267,-120.223,39.19109
0.27560258,-119.8581,39.24089
0.8927525,-120.2885,39.4738
0.5593026,-119.9218,39.5239
0.10794312,-120.4549,38.57567
0.35141814,-120.094,38.62627
0.35209316,-120.5208,38.8577
0.44016802,-120.1582,38.90858
0.12431806,-119.795,38.9581
0.364143,-120.223,39.19109
0.13069308,-119.8581,39.24089
0.42921805,-120.2885,39.4738
0.20144308,-119.9218,39.5239
0.02658248,-120.4549,38.57567
0.09565741,-120.094,38.62627
0.11705738,-120.5208,38.8577
0.0981825,-120.1582,38.90858
0.04975736,-119.795,38.9581
0.12405735,-120.223,39.19109
0.035957396,-119.8581,39.24089
0.21660733,-120.2885,39.4738
0.11205745,-119.9218,39.5239
0.06661683,-120.4549,38.57567
0.068291664,-120.094,38.62627
0.10771692,-120.5208,38.8577
0.050741732,-120.1582,38.90858
0.041466653,-119.795,38.9581
0.0679667,-120.223,39.19109
0.060091853,-119.8581,39.24089
0.057466805,-120.2885,39.4738
0.08259183,-119.9218,39.5239
-0.2148149,-120.4549,38.57567
0.2505601,-120.094,38.62627
-0.21718985,-120.5208,38.8577
0.37988502,-120.1582,38.90858
0.51376003,-119.795,38.9581
0.2846101,-120.223,39.19109
0.2686851,-119.8581,39.24089
0.5873102,-120.2885,39.4738
0.5275099,-119.9218,39.5239
0.079951584,-120.4549,38.57567
0.022826493,-120.094,38.62627
0.019851804,-120.5208,38.8577
0.115451515,-120.1582,38.90858
0.07847661,-119.795,38.9581
0.31845158,-120.223,39.19109
0.12505156,-119.8581,39.24089
0.2174266,-120.2885,39.4738
0.13532668,-119.9218,39.5239
0.13796759,-120.4549,38.57567
0.10864264,-120.094,38.62627
0.07511762,-120.5208,38.8577
0.09189254,-120.1582,38.90858
0.08211762,-119.795,38.9581
0.14659262,-120.223,39.19109
0.04196763,-119.8581,39.24089
0.1817677,-120.2885,39.4738
0.1429925,-119.9218,39.5239
-0.08277899,-120.4549,38.57567
0.427046,-120.094,38.62627
-0.19592899,-120.5208,38.8577
0.44234604,-120.1582,38.90858
0.41819596,-119.795,38.9581
0.417571,-120.223,39.19109
-0.06062907,-119.8581,39.24089
0.712246,-120.2885,39.4738
0.6132961,-119.9218,39.5239
-0.043964803,-120.4549,38.57567
0.03136027,-120.094,38.62627
-0.046239763,-120.5208,38.8577
-0.05466479,-120.1582,38.90858
0.21243519,-119.795,38.9581
0.2877852,-120.223,39.19109
0.19113529,-119.8581,39.24089
0.06723511,-120.2885,39.4738
0.121435225,-119.9218,39.5239
0.040863574,-120.4549,38.57567
0.0568386,-120.094,38.62627
0.055413663,-120.5208,38.8577
0.059263587,-120.1582,38.90858
0.046488702,-119.795,38.9581
0.031538635,-120.223,39.19109
-0.018461406,-119.8581,39.24089
0.07243854,-120.2885,39.4738
0.07331368,-119.9218,39.5239
-0.0014612079,-120.4549,38.57567
0.038238764,-120.094,38.62627
0.0157637,-120.5208,38.8577
0.04096365,-120.1582,38.90858
0.0012136698,-119.795,38.9581
0.014663756,-120.223,39.19109
-0.06073624,-119.8581,39.24089
-0.0876112,-120.2885,39.4738
-0.16018617,-119.9218,39.5239
0.00792098,-120.4549,38.57567
0.13367105,-120.094,38.62627
0.076621056,-120.5208,38.8577
-0.038203895,-120.1582,38.90858
-0.06942898,-119.795,38.9581
0.008596063,-120.223,39.19109
0.024296045,-119.8581,39.24089
0.053271115,-120.2885,39.4738
0.016395986,-119.9218,39.5239
0.0054012537,-120.4549,38.57567
0.009501219,-120.094,38.62627
0.0073012114,-120.5208,38.8577
0.024851203,-120.1582,38.90858
0.025401235,-119.795,38.9581
0.024401188,-120.223,39.19109
0.013426244,-119.8581,39.24089
0.037851274,-120.2885,39.4738
0.092926145,-119.9218,39.5239
0.012136221,-120.4549,38.57567
0.01913613,-120.094,38.62627
0.0042362213,-120.5208,38.8577
0.006486118,-120.1582,38.90858
0.010236144,-119.795,38.9581
0.00073617697,-120.223,39.19109
0.008986175,-119.8581,39.24089
0.03738618,-120.2885,39.4738
0.023386061,-119.9218,39.5239
0.0077010393,-120.4549,38.57567
0.11977607,-120.094,38.62627
0.009201169,-120.5208,38.8577
-0.09949896,-120.1582,38.90858
-0.21664894,-119.795,38.9581
-0.0026988387,-120.223,39.19109
-0.09392393,-119.8581,39.24089
0.06722605,-120.2885,39.4738
0.019926012,-119.9218,39.5239
-0.0049647093,-120.4549,38.57567
-0.012239754,-120.094,38.62627
-0.008289635,-120.5208,38.8577
-0.011989772,-120.1582,38.90858
0.00046032667,-119.795,38.9581
0.0029602647,-120.223,39.19109
0.008810341,-119.8581,39.24089
0.008110344,-120.2885,39.4738
0.010810316,-119.9218,39.5239
0.0025085807,-120.4549,38.57567
0.0034586191,-120.094,38.62627
0.003058672,-120.5208,38.8577
0.0037586093,-120.1582,38.90858
0.0087586045,-119.795,38.9581
0.0056836605,-120.223,39.19109
0.00268358,-119.8581,39.24089
0.008258641,-120.2885,39.4738
0.0060335994,-119.9218,39.5239
0.016724765,-120.4549,38.57567
0.014549732,-120.094,38.62627
0.023074746,-120.5208,38.8577
0.0181247,-120.1582,38.90858
0.02052468,-119.795,38.9581
0.013624728,-120.223,39.19109
0.002749741,-119.8581,39.24089
0.0044248104,-120.2885,39.4738
0.0256747,-119.9218,39.5239
0.010766387,-120.4549,38.57567
0.013116598,-120.094,38.62627
0.004616499,-120.5208,38.8577
0.007116437,-120.1582,38.90858
0.006991446,-119.795,38.9581
-0.0042335987,-120.223,39.19109
-0.0039085746,-119.8581,39.24089
-0.013208449,-120.2885,39.4738
-0.019833565,-119.9218,39.5239
0.20637351,-120.4549,38.57567
0.6396984,-120.094,38.62627
0.25032347,-120.5208,38.8577
0.6450234,-120.1582,38.90858
0.5158485,-119.795,38.9581
0.4677984,-120.223,39.19109
0.3230484,-119.8581,39.24089
0.59179854,-120.2885,39.4738
0.3887735,-119.9218,39.5239
-0.016454041,-120.4549,38.57567
0.89439577,-120.094,38.62627
-0.0129541755,-120.5208,38.8577
0.78252083,-120.1582,38.90858
0.9139208,-119.795,38.9581
0.6045458,-120.223,39.19109
0.8196708,-119.8581,39.24089
0.72712076,-120.2885,39.4738
0.9403209,-119.9218,39.5239
0.0050501227,-120.4549,38.57567
0.5057251,-120.094,38.62627
-0.15769997,-120.5208,38.8577
0.97512513,-120.1582,38.90858
1.1291251,-119.795,38.9581
0.58610004,-120.223,39.19109
0.752275,-119.8581,39.24089
0.7013251,-120.2885,39.4738
0.414975,-119.9218,39.5239
0.2403928,-120.4549,38.57567
0.19434285,-120.094,38.62627
0.24886793,-120.5208,38.8577
0.20551783,-120.1582,38.90858
0.076792896,-119.795,38.9581
0.16164279,-120.223,39.19109
-0.109157175,-119.8581,39.24089
0.13804287,-120.2885,39.4738
0.03819287,-119.9218,39.5239
0.099921584,-120.4549,38.57567
0.8180965,-120.094,38.62627
-0.06475359,-120.5208,38.8577
0.9542216,-120.1582,38.90858
1.1116467,-119.795,38.9581
0.7313966,-120.223,39.19109
0.6622717,-119.8581,39.24089
0.7975965,-120.2885,39.4738
0.59159666,-119.9218,39.5239
-0.060894728,-120.4549,38.57567
0.1360552,-120.094,38.62627
-0.16199473,-120.5208,38.8577
0.09475526,-120.1582,38.90858
0.12158018,-119.795,38.9581
0.08610511,-120.223,39.19109
0.19433025,-119.8581,39.24089
0.23945522,-120.2885,39.4738
0.28525513,-119.9218,39.5239
0.00455299,-120.4549,38.57567
0.009903014,-120.094,38.62627
-0.0059720576,-120.5208,38.8577
0.031402856,-120.1582,38.90858
0.01652801,-119.795,38.9581
0.044878006,-120.223,39.19109
-0.007947028,-119.8581,39.24089
0.015277982,-120.2885,39.4738
0.028427929,-119.9218,39.5239
-0.2399464,-120.4549,38.57567
-0.0984965,-120.094,38.62627
-0.16112149,-120.5208,38.8577
-0.055971444,-120.1582,38.90858
-0.022296518,-119.795,38.9581
0.055503517,-120.223,39.19109
-0.030296415,-119.8581,39.24089
-0.01602152,-120.2885,39.4738
-0.019021422,-119.9218,39.5239
0.0071957707,-120.4549,38.57567
-0.016329229,-120.094,38.62627
0.009095818,-120.5208,38.8577
0.0097207725,-120.1582,38.90858
-0.0029042065,-119.795,38.9581
0.0010708272,-120.223,39.19109
0.0112709105,-119.8581,39.24089
-0.002679199,-120.2885,39.4738
-0.00172925,-119.9218,39.5239
-0.10507506,-120.4549,38.57567
0.17542493,-120.094,38.62627
-0.08835006,-120.5208,38.8577
0.14492494,-120.1582,38.90858
0.112574875,-119.795,38.9581
0.19459987,-120.223,39.19109
0.046374857,-119.8581,39.24089
0.07257491,-120.2885,39.4738
0.041099966,-119.9218,39.5239
0.19585839,-120.4549,38.57567
0.5247333,-120.094,38.62627
0.18505839,-120.5208,38.8577
0.28438333,-120.1582,38.90858
0.110583335,-119.795,38.9581
0.2637584,-120.223,39.19109
0.16008338,-119.8581,39.24089
0.23140839,-120.2885,39.4738
0.24573323,-119.9218,39.5239
0.27259722,-120.4549,38.57567
0.7264224,-120.094,38.62627
-0.2588526,-120.5208,38.8577
0.44407243,-120.1582,38.90858
0.4903724,-119.795,38.9581
0.4425474,-120.223,39.19109
0.34967247,-119.8581,39.24089
0.5347724,-120.2885,39.4738
0.37544736,-119.9218,39.5239
-1.3568301,-120.4549,38.57567
0.566745,-120.094,38.62627
-1.75833,-120.5208,38.8577
0.63062006,-120.1582,38.90858
1.6072448,-119.795,38.9581
0.74064493,-120.223,39.19109
1.1239699,-119.8581,39.24089
1.020195,-120.2885,39.4738
0.95136994,-119.9218,39.5239
-0.11995432,-120.4549,38.57567
0.17184553,-120.094,38.62627
-0.28265435,-120.5208,38.8577
0.19734564,-120.1582,38.90858
0.32297054,-119.795,38.9581
0.24289557,-120.223,39.19109
0.30399564,-119.8581,39.24089
0.37904558,-120.2885,39.4738
0.43477064,-119.9218,39.5239
0.0338912,-120.4549,38.57567
0.3217163,-120.094,38.62627
-0.33323386,-120.5208,38.8577
0.2899912,-120.1582,38.90858
0.5184161,-119.795,38.9581
0.47209126,-120.223,39.19109
0.41656613,-119.8581,39.24089
0.71439105,-120.2885,39.4738
0.62871605,-119.9218,39.5239
-0.088427246,-120.4549,38.57567
0.42274785,-120.094,38.62627
-0.521952,-120.5208,38.8577
0.20042282,-120.1582,38.90858
0.34214783,-119.795,38.9581
0.19604784,-120.223,39.19109
0.5633228,-119.8581,39.24089
0.49739796,-120.2885,39.4738
0.3912977,-119.9218,39.5239
-0.41451374,-120.4549,38.57567
0.26078612,-120.094,38.62627
-0.3610887,-120.5208,38.8577
0.38963628,-120.1582,38.90858
0.5252863,-119.795,38.9581
0.34396112,-120.223,39.19109
0.4628612,-119.8581,39.24089
0.20061126,-120.2885,39.4738
0.24293634,-119.9218,39.5239
-0.21102959,-120.4549,38.57567
0.023445487,-120.094,38.62627
-0.08065453,-120.5208,38.8577
-0.100304425,-120.1582,38.90858
-0.30600452,-119.795,38.9581
-0.015729547,-120.223,39.19109
-0.3236545,-119.8581,39.24089
0.051620483,-120.2885,39.4738
0.20009547,-119.9218,39.5239
0.18100333,-120.4549,38.57567
0.3599534,-120.094,38.62627
-0.22034669,-120.5208,38.8577
-0.12009668,-120.1582,38.90858
-0.17459673,-119.795,38.9581
-0.06829664,-120.223,39.19109
-0.24179658,-119.8581,39.24089
0.1585033,-120.2885,39.4738
0.06150329,-119.9218,39.5239
0.18990844,-120.4549,38.57567
0.08475846,-120.094,38.62627
0.07920849,-120.5208,38.8577
0.08825827,-120.1582,38.90858
0.09905833,-119.795,38.9581
-0.010591507,-120.223,39.19109
0.020908475,-119.8581,39.24089
-0.06569165,-120.2885,39.4738
0.022358298,-119.9218,39.5239
0.07281417,-120.4549,38.57567
0.055264115,-120.094,38.62627
-0.055810988,-120.5208,38.8577
0.0030141473,-120.1582,38.90858
0.0025640726,-119.795,38.9581
-0.0034359097,-120.223,39.19109
0.0067391396,-119.8581,39.24089
0.0031641126,-120.2885,39.4738
0.004389107,-119.9218,39.5239
0.04587823,-120.4549,38.57567
0.024178207,-120.094,38.62627
-0.04034686,-120.5208,38.8577
0.028778136,-120.1582,38.90858
0.011528134,-119.795,38.9581
0.02515304,-120.223,39.19109
0.012928247,-119.8581,39.24089
0.024703145,-120.2885,39.4738
0.047928214,-119.9218,39.5239
-0.003099829,-120.4549,38.57567
0.07035014,-120.094,38.62627
-0.007224798,-120.5208,38.8577
0.023300141,-120.1582,38.90858
0.044750184,-119.795,38.9581
0.0071251094,-120.223,39.19109
0.024700075,-119.8581,39.24089
0.028600186,-120.2885,39.4738
0.020925194,-119.9218,39.5239
-0.013857722,-120.4549,38.57567
0.18294221,-120.094,38.62627
-0.039757848,-120.5208,38.8577
0.079342306,-120.1582,38.90858
0.046717227,-119.795,38.9581
0.10161716,-120.223,39.19109
0.05151725,-119.8581,39.24089
0.16229224,-120.2885,39.4738
0.26799226,-119.9218,39.5239
0.038423896,-120.4549,38.57567
0.069423854,-120.094,38.62627
0.037223816,-120.5208,38.8577
0.024773836,-120.1582,38.90858
-0.0034261346,-119.795,38.9581
0.010448813,-120.223,39.19109
-0.013651073,-119.8581,39.24089
0.01599884,-120.2885,39.4738
-0.01932609,-119.9218,39.5239
0.012637854,-120.4549,38.57567
0.018137872,-120.094,38.62627
0.009462893,-120.5208,38.8577
0.01136291,-120.1582,38.90858
0.014962792,-119.795,38.9581
0.013537943,-120.223,39.19109
0.013713002,-119.8581,39.24089
0.021687925,-120.2885,39.4738
0.030212939,-119.9218,39.5239
0.024244249,-120.4549,38.57567
0.054944217,-120.094,38.62627
-0.0074308515,-120.5208,38.8577
0.011369348,-120.1582,38.90858
0.010869205,-119.795,38.9581
0.003819108,-120.223,39.19109
0.001194179,-119.8581,39.24089
0.0002193451,-120.2885,39.4738
0.0018693209,-119.9218,39.5239
0.09832734,-120.4549,38.57567
0.045677364,-120.094,38.62627
0.07630232,-120.5208,38.8577
0.0067522526,-120.1582,38.90858
-0.036047637,-119.795,38.9581
-0.042922735,-120.223,39.19109
-0.13452268,-119.8581,39.24089
0.049877316,-120.2885,39.4738
0.11792731,-119.9218,39.5239
0.17313957,-120.4549,38.57567
1.2953897,-120.094,38.62627
-0.46431047,-120.5208,38.8577
0.8447644,-120.1582,38.90858
0.8080146,-119.795,38.9581
0.3982895,-120.223,39.19109
0.30166465,-119.8581,39.24089
0.60826457,-120.2885,39.4738
0.29406464,-119.9218,39.5239
-0.14848918,-120.4549,38.57567
0.54528594,-120.094,38.62627
-0.042039156,-120.5208,38.8577
0.51086086,-120.1582,38.90858
0.46148598,-119.795,38.9581
0.49303597,-120.223,39.19109
0.35036087,-119.8581,39.24089
0.61916095,-120.2885,39.4738
0.46083593,-119.9218,39.5239
-0.7559276,-120.4549,38.57567
1.0020974,-120.094,38.62627
-0.24840266,-120.5208,38.8577
0.76787233,-120.1582,38.90858
0.88174725,-119.795,38.9581
0.5433224,-120.223,39.19109
0.6972473,-119.8581,39.24089
0.88579726,-120.2885,39.4738
0.8039973,-119.9218,39.5239
-0.24762306,-120.4549,38.57567
0.2547019,-120.094,38.62627
-0.3827981,-120.5208,38.8577
0.13887689,-120.1582,38.90858
0.389627,-119.795,38.9581
0.17075193,-120.223,39.19109
0.22230199,-119.8581,39.24089
0.08070204,-120.2885,39.4738
0.27232698,-119.9218,39.5239
-0.30970728,-120.4549,38.57567
0.28149268,-120.094,38.62627
-0.24513239,-120.5208,38.8577
-0.035107374,-120.1582,38.90858
-0.03203234,-119.795,38.9581
0.14326766,-120.223,39.19109
0.07209262,-119.8581,39.24089
0.11009261,-120.2885,39.4738
0.119342685,-119.9218,39.5239
0.005278349,-120.4549,38.57567
0.05072826,-120.094,38.62627
0.013703287,-120.5208,38.8577
-0.04159677,-120.1582,38.90858
-0.021746755,-119.795,38.9581
0.015378296,-120.223,39.19109
-0.013021708,-119.8581,39.24089
0.046503246,-120.2885,39.4738
0.023428261,-119.9218,39.5239
-0.021477401,-120.4549,38.57567
-0.004152298,-120.094,38.62627
-0.018577337,-120.5208,38.8577
0.037822723,-120.1582,38.90858
0.063697636,-119.795,38.9581
0.0062476397,-120.223,39.19109
0.0075226426,-119.8581,39.24089
0.0005477071,-120.2885,39.4738
0.0148227215,-119.9218,39.5239
0.043592036,-120.4549,38.57567
0.38566694,-120.094,38.62627
-0.021357983,-120.5208,38.8577
0.19006705,-120.1582,38.90858
0.30726692,-119.795,38.9581
0.23699191,-120.223,39.19109
0.18739206,-119.8581,39.24089
0.5057421,-120.2885,39.4738
0.395317,-119.9218,39.5239
-0.9103953,-120.4549,38.57567
0.43795466,-120.094,38.62627
-0.9587953,-120.5208,38.8577
0.4739797,-120.1582,38.90858
0.83215463,-119.795,38.9581
0.36175472,-120.223,39.19109
0.49927974,-119.8581,39.24089
0.39367962,-120.2885,39.4738
0.56302965,-119.9218,39.5239
-0.0401226,-120.4549,38.57567
0.13397744,-120.094,38.62627
-0.05407256,-120.5208,38.8577
0.09702739,-120.1582,38.90858
0.0689024,-119.795,38.9581
0.038677394,-120.223,39.19109
0.016327351,-119.8581,39.24089
0.17067736,-120.2885,39.4738
0.09037745,-119.9218,39.5239
0.033428133,-120.4549,38.57567
0.2827031,-120.094,38.62627
0.023553014,-120.5208,38.8577
0.100078166,-120.1582,38.90858
0.15267807,-119.795,38.9581
0.19697809,-120.223,39.19109
0.20432812,-119.8581,39.24089
0.2880031,-120.2885,39.4738
0.12125313,-119.9218,39.5239
0.117087364,-120.4549,38.57567
1.0464625,-120.094,38.62627
-0.26616275,-120.5208,38.8577
1.4514873,-120.1582,38.90858
1.7261372,-119.795,38.9581
1.4966872,-120.223,39.19109
1.3596123,-119.8581,39.24089
1.7950623,-120.2885,39.4738
1.0155623,-119.9218,39.5239
-0.5168455,-120.4549,38.57567
0.7768795,-120.094,38.62627
-1.2429206,-120.5208,38.8577
0.8603045,-120.1582,38.90858
1.4444045,-119.795,38.9581
0.7000544,-120.223,39.19109
1.1094544,-119.8581,39.24089
1.2471794,-120.2885,39.4738
1.0776293,-119.9218,39.5239
-0.87979484,-120.4549,38.57567
0.20488018,-120.094,38.62627
-0.8194198,-120.5208,38.8577
0.22640514,-120.1582,38.90858
0.97708,-119.795,38.9581
0.2922551,-120.223,39.19109
0.7479302,-119.8581,39.24089
0.14693028,-120.2885,39.4738
0.7601552,-119.9218,39.5239
-0.40262336,-120.4549,38.57567
0.02772671,-120.094,38.62627
-0.54029834,-120.5208,38.8577
0.03502667,-120.1582,38.90858
0.15240175,-119.795,38.9581
0.14440161,-120.223,39.19109
0.20915157,-119.8581,39.24089
0.17137665,-120.2885,39.4738
0.41362655,-119.9218,39.5239
-0.15334243,-120.4549,38.57567
0.044157624,-120.094,38.62627
-0.30506748,-120.5208,38.8577
-0.031092405,-120.1582,38.90858
0.04945755,-119.795,38.9581
-0.0066174865,-120.223,39.19109
-0.09774241,-119.8581,39.24089
0.019532531,-120.2885,39.4738
0.008157492,-119.9218,39.5239
0.10567421,-120.4549,38.57567
0.22474927,-120.094,38.62627
0.07247424,-120.5208,38.8577
0.051949322,-120.1582,38.90858
-0.17122573,-119.795,38.9581
-0.016100764,-120.223,39.19109
-0.19490075,-119.8581,39.24089
0.0024742484,-120.2885,39.4738
-0.076925814,-119.9218,39.5239
-0.0024209619,-120.4549,38.57567
-0.059920907,-120.094,38.62627
0.08782911,-120.5208,38.8577
0.03195411,-120.1582,38.90858
-0.0057209134,-119.795,38.9581
-0.043545842,-120.223,39.19109
0.0061041713,-119.8581,39.24089
0.035929084,-120.2885,39.4738
0.07097906,-119.9218,39.5239
-0.058144987,-120.4549,38.57567
0.03983015,-120.094,38.62627
-0.14746994,-120.5208,38.8577
-0.023894966,-120.1582,38.90858
-0.053344905,-119.795,38.9581
0.02965504,-120.223,39.19109
