tsoil,lon,lat
272.66827,-120.1582,38.90858
273.7386,-119.795,38.9581
273.35577,-120.223,39.19109
272.8792,-119.8581,39.24089
272.77765,-120.2885,39.4738
275.98077,-119.9218,39.5239
278.47107,-120.4549,38.57567
273.69763,-120.094,38.62627
277.69763,-120.5208,38.8577
272.6195,-120.1582,38.90858
273.72888,-119.795,38.9581
273.33826,-120.223,39.19109
273.01794,-119.8581,39.24089
272.6742,-120.2885,39.4738
275.2367,-119.9218,39.5239
278.5025,-120.4549,38.57567
273.67438,-120.094,38.62627
278.73688,-120.5208,38.8577
272.6197,-120.1582,38.90858
273.72125,-119.795,38.9581
273.34625,-120.223,39.19109
273.02594,-119.8581,39.24089
272.70563,-120.2885,39.4738
276.02594,-119.9218,39.5239
278.44186,-120.4549,38.57567
273.645,-120.094,38.62627
279.9575,-120.5208,38.8577
272.68405,-120.1582,38.90858
273.68405,-119.795,38.9581
273.36374,-120.223,39.19109
273.04343,-119.8581,39.24089
272.87155,-120.2885,39.4738
276.48093,-119.9218,39.5239
278.5259,-120.4549,38.57567
273.6431,-120.094,38.62627
278.6509,-120.5208,38.8577
272.76028,-120.1582,38.90858
273.65872,-119.795,38.9581
274.4556,-120.223,39.19109
273.06497,-119.8581,39.24089
272.93997,-120.2885,39.4738
275.2681,-119.9218,39.5239
277.74405,-120.4549,38.57567
273.63467,-120.094,38.62627
277.8456,-120.5208,38.8577
272.7675,-120.1582,38.90858
273.6425,-119.795,38.9581
274.25967,-120.223,39.19109
273.07217,-119.8581,39.24089
272.87686,-120.2885,39.4738
273.50967,-119.9218,39.5239
277.99817,-120.4549,38.57567
273.60754,-120.094,38.62627
277.92786,-120.5208,38.8577
272.78723,-120.1582,38.90858
273.6466,-119.795,38.9581
274.09973,-120.223,39.19109
273.09192,-119.8581,39.24089
272.78723,-120.2885,39.4738
274.9513,-119.9218,39.5239
278.0383,-120.4549,38.57567
273.6086,-120.094,38.62627
277.96017,-120.5208,38.8577
272.7961,-120.1582,38.90858
273.61642,-119.795,38.9581
274.0383,-120.223,39.19109
273.1008,-119.8581,39.24089
272.77267,-120.2885,39.4738
275.76486,-119.9218,39.5239
277.27924,-120.4549,38.57567
273.60736,-120.094,38.62627
277.58392,-120.5208,38.8577
272.79486,-120.1582,38.90858
273.60736,-119.795,38.9581
273.99017,-120.223,39.19109
273.10736,-119.8581,39.24089
271.99017,-120.2885,39.4738
274.8183,-119.9218,39.5239
276.36203,-120.4549,38.57567
273.60422,-120.094,38.62627
277.0964,-120.5208,38.8577
272.76047,-120.1582,38.90858
273.61203,-119.795,38.9581
273.98703,-120.223,39.19109
273.10422,-119.8581,39.24089
270.01047,-120.2885,39.4738
272.32297,-119.9218,39.5239
275.90448,-120.4549,38.57567
273.57635,-120.094,38.62627
276.57635,-120.5208,38.8577
272.45135,-120.1582,38.90858
273.5998,-119.795,38.9581
273.93573,-120.223,39.19109
273.09198,-119.8581,39.24089
267.2248,-120.2885,39.4738
270.55292,-119.9218,39.5239
275.35095,-120.4549,38.57567
273.54626,-120.094,38.62627
274.72595,-120.5208,38.8577
271.66345,-120.1582,38.90858
273.5775,-119.795,38.9581
273.86658,-120.223,39.19109
273.03845,-119.8581,39.24089
267.55408,-120.2885,39.4738
269.42126,-119.9218,39.5239
276.80978,-120.4549,38.57567
273.52072,-120.094,38.62627
274.09103,-120.5208,38.8577
271.35666,-120.1582,38.90858
273.48166,-119.795,38.9581
273.79416,-120.223,39.19109
272.84885,-119.8581,39.24089
270.0754,-120.2885,39.4738
272.16135,-119.9218,39.5239
277.31717,-120.4549,38.57567
273.5281,-120.094,38.62627
277.0203,-120.5208,38.8577
271.4578,-120.1582,38.90858
273.44217,-119.795,38.9581
273.73904,-120.223,39.19109
272.37186,-119.8581,39.24089
269.69998,-120.2885,39.4738
272.82498,-119.9218,39.5239
276.7246,-120.4549,38.57567
273.51367,-120.094,38.62627
276.38867,-120.5208,38.8577
270.56055,-120.1582,38.90858
273.38086,-119.795,38.9581
273.5293,-120.223,39.19109
269.0918,-119.8581,39.24089
265.2871,-120.2885,39.4738
269.60742,-119.9218,39.5239
276.46982,-120.4549,38.57567
273.47763,-120.094,38.62627
274.8917,-120.5208,38.8577
269.60263,-120.1582,38.90858
273.28232,-119.795,38.9581
272.3917,-120.223,39.19109
267.18076,-119.8581,39.24089
268.30576,-120.2885,39.4738
268.43857,-119.9218,39.5239
276.08163,-120.4549,38.57567
273.45663,-120.094,38.62627
273.82382,-120.5208,38.8577
269.98007,-120.1582,38.90858
272.91757,-119.795,38.9581
272.21445,-120.223,39.19109
268.96445,-119.8581,39.24089
270.42538,-120.2885,39.4738
269.90976,-119.9218,39.5239
275.3621,-120.4549,38.57567
273.4324,-120.094,38.62627
273.8074,-120.5208,38.8577
270.9949,-120.1582,38.90858
272.59647,-119.795,38.9581
272.4949,-120.223,39.19109
270.70584,-119.8581,39.24089
271.89334,-120.2885,39.4738
272.16678,-119.9218,39.5239
274.94272,-120.4549,38.57567
273.38022,-120.094,38.62627
275.77866,-120.5208,38.8577
271.60678,-120.1582,38.90858
272.4974,-119.795,38.9581
272.59897,-120.223,39.19109
271.41928,-119.8581,39.24089
272.13803,-120.2885,39.4738
272.98178,-119.9218,39.5239
276.83887,-120.4549,38.57567
273.27637,-120.094,38.62627
276.87012,-120.5208,38.8577
271.82324,-120.1582,38.90858
272.44824,-119.795,38.9581
272.76074,-120.223,39.19109
271.99512,-119.8581,39.24089
271.77637,-120.2885,39.4738
273.88574,-119.9218,39.5239
277.8773,-120.4549,38.57567
273.2523,-120.094,38.62627
277.2523,-120.5208,38.8577
271.8226,-120.1582,38.90858
272.4398,-119.795,38.9581
272.80698,-120.223,39.19109
271.7601,-119.8581,39.24089
271.5101,-120.2885,39.4738
273.36166,-119.9218,39.5239
278.19077,-120.4549,38.57567
273.22983,-120.094,38.62627
278.55014,-120.5208,38.8577
271.85483,-120.1582,38.90858
272.47202,-119.795,38.9581
272.84702,-120.223,39.19109
271.90952,-119.8581,39.24089
271.5189,-120.2885,39.4738
273.55795,-119.9218,39.5239
277.95236,-120.4549,38.57567
273.24142,-120.094,38.62627
278.4055,-120.5208,38.8577
272.05392,-120.1582,38.90858
272.55392,-119.795,38.9581
272.86642,-120.223,39.19109
272.6711,-119.8581,39.24089
271.7805,-120.2885,39.4738
275.5305,-119.9218,39.5239
278.142,-120.4549,38.57567
273.22794,-120.094,38.62627
277.9467,-120.5208,38.8577
272.12637,-120.1582,38.90858
272.61856,-119.795,38.9581
272.91544,-120.223,39.19109
272.85294,-119.8581,39.24089
271.68887,-120.2885,39.4738
275.2748,-119.9218,39.5239
280.05215,-120.4549,38.57567
273.21622,-120.094,38.62627
277.81778,-120.5208,38.8577
271.7631,-120.1582,38.90858
272.61465,-119.795,38.9581
272.96622,-120.223,39.19109
272.80215,-119.8581,39.24089
271.12247,-120.2885,39.4738
275.68497,-119.9218,39.5239
279.12634,-120.4549,38.57567
273.2201,-120.094,38.62627
278.33728,-120.5208,38.8577
271.6654,-120.1582,38.90858
272.6029,-119.795,38.9581
272.9701,-120.223,39.19109
272.5951,-119.8581,39.24089
271.37634,-120.2885,39.4738
274.62634,-119.9218,39.5239
278.23303,-120.4549,38.57567
273.20178,-120.094,38.62627
278.26428,-120.5208,38.8577
271.79553,-120.1582,38.90858
272.60803,-119.795,38.9581
272.95178,-120.223,39.19109
271.30334,-119.8581,39.24089
270.53772,-120.2885,39.4738
273.26428,-119.9218,39.5239
278.21277,-120.4549,38.57567
273.19714,-120.094,38.62627
278.1737,-120.5208,38.8577
271.49402,-120.1582,38.90858
272.59558,-119.795,38.9581
272.93933,-120.223,39.19109
270.11902,-119.8581,39.24089
269.44714,-120.2885,39.4738
271.93933,-119.9218,39.5239
277.82687,-120.4549,38.57567
273.12375,-120.094,38.62627
276.85812,-120.5208,38.8577
271.18625,-120.1582,38.90858
272.54562,-119.795,38.9581
272.81125,-120.223,39.19109
270.92844,-119.8581,39.24089
269.62375,-120.2885,39.4738
272.44406,-119.9218,39.5239
277.6891,-120.4549,38.57567
273.1266,-120.094,38.62627
278.60315,-120.5208,38.8577
271.21252,-120.1582,38.90858
272.52502,-119.795,38.9581
272.7672,-120.223,39.19109
272.0641,-119.8581,39.24089
271.18127,-120.2885,39.4738
273.15002,-119.9218,39.5239
278.70468,-120.4549,38.57567
273.12656,-120.094,38.62627
279.4,-120.5208,38.8577
271.47812,-120.1582,38.90858
272.525,-119.795,38.9581
272.79843,-120.223,39.19109
272.4703,-119.8581,39.24089
271.54843,-120.2885,39.4738
275.9078,-119.9218,39.5239
278.61826,-120.4549,38.57567
273.11826,-120.094,38.62627
278.5245,-120.5208,38.8577
271.712,-120.1582,38.90858
272.61044,-119.795,38.9581
272.8995,-120.223,39.19109
272.69638,-119.8581,39.24089
271.71982,-120.2885,39.4738
274.92294,-119.9218,39.5239
278.22974,-120.4549,38.57567
273.12817,-120.094,38.62627
279.3313,-120.5208,38.8577
271.80786,-120.1582,38.90858
272.65942,-119.795,38.9581
272.91724,-120.223,39.19109
272.74536,-119.8581,39.24089
271.86255,-120.2885,39.4738
276.10474,-119.9218,39.5239
279.21667,-120.4549,38.57567
273.0995,-120.094,38.62627
280.95886,-120.5208,38.8577
271.94324,-120.1582,38.90858
272.68542,-119.795,38.9581
272.9901,-120.223,39.19109
273.037,-119.8581,39.24089
272.162,-120.2885,39.4738
277.31824,-119.9218,39.5239
278.72342,-120.4549,38.57567
273.0828,-120.094,38.62627
278.1453,-120.5208,38.8577
272.06717,-120.1582,38.90858
272.69998,-119.795,38.9581
273.05154,-120.223,39.19109
273.05154,-119.8581,39.24089
272.31717,-120.2885,39.4738
276.22342,-119.9218,39.5239
278.41486,-120.4549,38.57567
273.0633,-120.094,38.62627
277.14923,-120.5208,38.8577
272.07892,-120.1582,38.90858
272.71173,-119.795,38.9581
273.0711,-120.223,39.19109
272.84454,-119.8581,39.24089
272.3133,-120.2885,39.4738
274.3836,-119.9218,39.5239
278.34164,-120.4549,38.57567
273.05258,-120.094,38.62627
276.27914,-120.5208,38.8577
272.05258,-120.1582,38.90858
272.72446,-119.795,38.9581
273.0682,-120.223,39.19109
271.77133,-119.8581,39.24089
271.98227,-120.2885,39.4738
272.96664,-119.9218,39.5239
277.43417,-120.4549,38.57567
273.05136,-120.094,38.62627
275.60605,-120.5208,38.8577
272.03574,-120.1582,38.90858
272.71542,-119.795,38.9581
273.05917,-120.223,39.19109
271.80136,-119.8581,39.24089
271.36386,-120.2885,39.4738
272.8248,-119.9218,39.5239
278.5943,-120.4549,38.57567
273.04742,-120.094,38.62627
277.5865,-120.5208,38.8577
272.00836,-120.1582,38.90858
272.68805,-119.795,38.9581
273.07086,-120.223,39.19109
271.00055,-119.8581,39.24089
269.75836,-120.2885,39.4738
272.94586,-119.9218,39.5239
278.9578,-120.4549,38.57567
273.03592,-120.094,38.62627
278.57498,-120.5208,38.8577
271.85623,-120.1582,38.90858
272.62186,-119.795,38.9581
273.06717,-120.223,39.19109
271.26248,-119.8581,39.24089
270.9031,-120.2885,39.4738
273.05936,-119.9218,39.5239
281.12793,-120.4549,38.57567
273.01855,-120.094,38.62627
280.75293,-120.5208,38.8577
271.83105,-120.1582,38.90858
272.44043,-119.795,38.9581
273.08105,-120.223,39.19109
272.14355,-119.8581,39.24089
272.3545,-120.2885,39.4738
273.27637,-119.9218,39.5239
282.06186,-120.4549,38.57567
273.00717,-120.094,38.62627
281.73373,-120.5208,38.8577
271.9056,-120.1582,38.90858
272.01498,-119.795,38.9581
275.0853,-120.223,39.19109
272.94467,-119.8581,39.24089
273.00717,-120.2885,39.4738
276.10092,-119.9218,39.5239
283.00195,-120.4549,38.57567
273.00977,-120.094,38.62627
282.7207,-120.5208,38.8577
272.99414,-120.1582,38.90858
272.95508,-119.795,38.9581
277.70508,-120.223,39.19109
273.07227,-119.8581,39.24089
273.13477,-120.2885,39.4738
276.29102,-119.9218,39.5239
280.81808,-120.4549,38.57567
273.06027,-120.094,38.62627
279.88058,-120.5208,38.8577
273.04465,-120.1582,38.90858
273.05246,-119.795,38.9581
277.3962,-120.223,39.19109
273.11496,-119.8581,39.24089
273.52902,-120.2885,39.4738
277.30246,-119.9218,39.5239
279.46033,-120.4549,38.57567
273.0775,-120.094,38.62627
279.5697,-120.5208,38.8577
273.0775,-120.1582,38.90858
273.0697,-119.795,38.9581
275.8822,-120.223,39.19109
273.10876,-119.8581,39.24089
273.515,-120.2885,39.4738
276.84314,-119.9218,39.5239
280.4209,-120.4549,38.57567
273.09277,-120.094,38.62627
280.0381,-120.5208,38.8577
273.06152,-120.1582,38.90858
273.06152,-119.795,38.9581
275.40527,-120.223,39.19109
273.56934,-119.8581,39.24089
273.45996,-120.2885,39.4738
277.18652,-119.9218,39.5239
279.56595,-120.4549,38.57567
273.11282,-120.094,38.62627
280.4722,-120.5208,38.8577
273.08157,-120.1582,38.90858
273.07376,-119.795,38.9581
274.94876,-120.223,39.19109
274.24564,-119.8581,39.24089
273.37845,-120.2885,39.4738
279.06595,-119.9218,39.5239
279.0063,-120.4549,38.57567
273.12347,-120.094,38.62627
278.67035,-120.5208,38.8577
273.10004,-120.1582,38.90858
273.0844,-119.795,38.9581
274.96722,-120.223,39.19109
275.0219,-119.8581,39.24089
273.34222,-120.2885,39.4738
277.0844,-119.9218,39.5239
278.32898,-120.4549,38.57567
273.13367,-120.094,38.62627
277.39148,-120.5208,38.8577
273.0868,-120.1582,38.90858
273.07898,-119.795,38.9581
274.18054,-120.223,39.19109
274.0946,-119.8581,39.24089
273.30554,-120.2885,39.4738
276.68835,-119.9218,39.5239
277.6514,-120.4549,38.57567
273.17484,-120.094,38.62627
275.87796,-120.5208,38.8577
273.11234,-120.1582,38.90858
273.11234,-119.795,38.9581
274.0342,-120.223,39.19109
273.0186,-119.8581,39.24089
273.2139,-120.2885,39.4738
273.80765,-119.9218,39.5239
277.2587,-120.4549,38.57567
273.16495,-120.094,38.62627
275.3915,-120.5208,38.8577
273.03214,-120.1582,38.90858
273.11026,-119.795,38.9581
273.96964,-120.223,39.19109
270.5712,-119.8581,39.24089
273.079,-120.2885,39.4738
270.86026,-119.9218,39.5239
276.84576,-120.4549,38.57567
273.16608,-120.094,38.62627
275.25983,-120.5208,38.8577
271.15826,-120.1582,38.90858
273.1114,-119.795,38.9581
273.90826,-120.223,39.19109
268.32233,-119.8581,39.24089
272.27545,-120.2885,39.4738
269.6114,-119.9218,39.5239
276.68384,-120.4549,38.57567
273.1604,-120.094,38.62627
274.89478,-120.5208,38.8577
269.5432,-120.1582,38.90858
273.0979,-119.795,38.9581
273.68384,-120.223,39.19109
268.88696,-119.8581,39.24089
270.75415,-120.2885,39.4738
270.7776,-119.9218,39.5239
276.8201,-120.4549,38.57567
273.17166,-120.094,38.62627
274.41385,-120.5208,38.8577
270.46072,-120.1582,38.90858
273.10916,-119.795,38.9581
272.71072,-120.223,39.19109
270.2654,-119.8581,39.24089
269.74197,-120.2885,39.4738
271.4529,-119.9218,39.5239
276.89117,-120.4549,38.57567
273.18024,-120.094,38.62627
274.2896,-120.5208,38.8577
270.1646,-120.1582,38.90858
273.12555,-119.795,38.9581
272.2896,-120.223,39.19109
270.3365,-119.8581,39.24089
269.74274,-120.2885,39.4738
272.2271,-119.9218,39.5239
276.69543,-120.4549,38.57567
273.16418,-120.094,38.62627
274.20325,-120.5208,38.8577
268.82825,-120.1582,38.90858
273.12512,-119.795,38.9581
272.22668,-120.223,39.19109
270.35168,-119.8581,39.24089
269.69543,-120.2885,39.4738
271.65637,-119.9218,39.5239
276.56287,-120.4549,38.57567
273.15662,-120.094,38.62627
274.18787,-120.5208,38.8577
269.2738,-120.1582,38.90858
273.13318,-119.795,38.9581
271.41443,-120.223,39.19109
270.09412,-119.8581,39.24089
269.4535,-120.2885,39.4738
270.0785,-119.9218,39.5239
276.6776,-120.4549,38.57567
273.162,-120.094,38.62627
274.08386,-120.5208,38.8577
270.0526,-120.1582,38.90858
273.1151,-119.795,38.9581
271.24792,-120.223,39.19109
270.25574,-119.8581,39.24089
269.81042,-120.2885,39.4738
271.71667,-119.9218,39.5239
277.50687,-120.4549,38.57567
273.17874,-120.094,38.62627
276.93655,-120.5208,38.8577
271.8428,-120.1582,38.90858
273.12405,-119.795,38.9581
272.53812,-120.223,39.19109
272.3428,-119.8581,39.24089
271.61624,-120.2885,39.4738
272.8428,-119.9218,39.5239
278.9238,-120.4549,38.57567
273.166,-120.094,38.62627
277.15036,-120.5208,38.8577
272.7988,-120.1582,38.90858
273.1191,-119.795,38.9581
272.94724,-120.223,39.19109
273.21286,-119.8581,39.24089
272.541,-120.2885,39.4738
273.90036,-119.9218,39.5239
278.27155,-120.4549,38.57567
273.1778,-120.094,38.62627
275.31842,-120.5208,38.8577
272.70905,-120.1582,38.90858
273.1231,-119.795,38.9581
272.9981,-120.223,39.19109
273.16998,-119.8581,39.24089
272.22467,-120.2885,39.4738
273.3731,-119.9218,39.5239
278.0287,-120.4549,38.57567
273.1693,-120.094,38.62627
274.94275,-120.5208,38.8577
272.45837,-120.1582,38.90858
273.12244,-119.795,38.9581
273.00525,-120.223,39.19109
273.099,-119.8581,39.24089
271.849,-120.2885,39.4738
273.07556,-119.9218,39.5239
277.84018,-120.4549,38.57567
273.1683,-120.094,38.62627
274.80893,-120.5208,38.8577
272.37143,-120.1582,38.90858
273.12143,-119.795,38.9581
273.01205,-120.223,39.19109
273.07455,-119.8581,39.24089
271.4183,-120.2885,39.4738
272.73862,-119.9218,39.5239
277.50778,-120.4549,38.57567
273.18747,-120.094,38.62627
274.7656,-120.5208,38.8577
272.31247,-120.1582,38.90858
273.1406,-119.795,38.9581
273.0156,-120.223,39.19109
273.0234,-119.8581,39.24089
270.50778,-120.2885,39.4738
270.78122,-119.9218,39.5239
277.29193,-120.4549,38.57567
273.18256,-120.094,38.62627
274.6513,-120.5208,38.8577
272.06537,-120.1582,38.90858
273.13568,-119.795,38.9581
272.97162,-120.223,39.19109
272.99506,-119.8581,39.24089
269.65912,-120.2885,39.4738
269.831,-119.9218,39.5239
277.21402,-120.4549,38.57567
273.17496,-120.094,38.62627
274.40933,-120.5208,38.8577
271.90933,-120.1582,38.90858
273.1359,-119.795,38.9581
272.67496,-120.223,39.19109
272.8859,-119.8581,39.24089
269.33902,-120.2885,39.4738
270.37027,-119.9218,39.5239
277.06552,-120.4549,38.57567
273.1749,-120.094,38.62627
274.38583,-120.5208,38.8577
271.7452,-120.1582,38.90858
273.13583,-119.795,38.9581
270.82333,-120.223,39.19109
272.6202,-119.8581,39.24089
268.15146,-120.2885,39.4738
269.16708,-119.9218,39.5239
276.7751,-120.4549,38.57567
273.17352,-120.094,38.62627
274.3376,-120.5208,38.8577
271.2126,-120.1582,38.90858
273.11884,-119.795,38.9581
269.20477,-120.223,39.19109
271.67352,-119.8581,39.24089
267.43134,-120.2885,39.4738
269.0329,-119.9218,39.5239
276.7835,-120.4549,38.57567
273.18195,-120.094,38.62627
274.00226,-120.5208,38.8577
270.82257,-120.1582,38.90858
273.11945,-119.795,38.9581
270.29913,-120.223,39.19109
270.83038,-119.8581,39.24089
268.74445,-120.2885,39.4738
271.08038,-119.9218,39.5239
276.90604,-120.4549,38.57567
273.17166,-120.094,38.62627
273.84354,-120.5208,38.8577
270.85916,-120.1582,38.90858
273.1248,-119.795,38.9581
271.30447,-120.223,39.19109
270.73416,-119.8581,39.24089
269.64822,-120.2885,39.4738
272.40604,-119.9218,39.5239
277.02878,-120.4549,38.57567
273.17722,-120.094,38.62627
275.58347,-120.5208,38.8577
271.12253,-120.1582,38.90858
273.12253,-119.795,38.9581
272.34128,-120.223,39.19109
271.9741,-119.8581,39.24089
271.31003,-120.2885,39.4738
273.0991,-119.9218,39.5239
278.1246,-120.4549,38.57567
273.1871,-120.094,38.62627
278.25742,-120.5208,38.8577
271.39804,-120.1582,38.90858
273.10117,-119.795,38.9581
272.8121,-120.223,39.19109
272.73398,-119.8581,39.24089
271.6871,-120.2885,39.4738
274.53867,-119.9218,39.5239
278.57596,-120.4549,38.57567
