snom,lon,lat
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0009765625,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.5800781,-120.094,38.62627
0.0,-120.5208,38.8577
0.49023438,-120.1582,38.90858
0.26953125,-119.795,38.9581
0.7714844,-120.223,39.19109
0.2783203,-119.8581,39.24089
0.67871094,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.3349609,-120.094,38.62627
0.0,-120.5208,38.8577
0.7246094,-120.1582,38.90858
0.2626953,-119.795,38.9581
0.5234375,-120.223,39.19109
0.21777344,-119.8581,39.24089
0.56152344,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.4580078,-120.094,38.62627
0.0,-120.5208,38.8577
0.48242188,-120.1582,38.90858
1.6152344,-119.795,38.9581
0.34179688,-120.223,39.19109
0.0009765625,-119.8581,39.24089
0.02734375,-120.2885,39.4738
0.0,-119.9218,39.5239
1.5429688,-120.4549,38.57567
0.8173828,-120.094,38.62627
0.22851562,-120.5208,38.8577
0.5175781,-120.1582,38.90858
1.0380859,-119.795,38.9581
0.23046875,-120.223,39.19109
0.20800781,-119.8581,39.24089
0.083984375,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.74121094,-120.094,38.62627
0.0,-120.5208,38.8577
0.3466797,-120.1582,38.90858
0.9404297,-119.795,38.9581
0.23925781,-120.223,39.19109
0.0,-119.8581,39.24089
0.21582031,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.56640625,-120.094,38.62627
0.0,-120.5208,38.8577
0.28320312,-120.1582,38.90858
0.9951172,-119.795,38.9581
0.16503906,-120.223,39.19109
0.0,-119.8581,39.24089
0.14648438,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.1943359,-120.094,38.62627
0.0,-120.5208,38.8577
0.7763672,-120.1582,38.90858
1.0419922,-119.795,38.9581
0.24121094,-120.223,39.19109
0.0,-119.8581,39.24089
0.19238281,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.25585938,-120.094,38.62627
0.0,-120.5208,38.8577
0.56933594,-120.1582,38.90858
0.48632812,-119.795,38.9581
0.37304688,-120.223,39.19109
0.0009765625,-119.8581,39.24089
0.56152344,-120.2885,39.4738
0.0009765625,-119.9218,39.5239
1.7919922,-120.4549,38.57567
0.17089844,-120.094,38.62627
0.6582031,-120.5208,38.8577
0.46972656,-120.1582,38.90858
1.109375,-119.795,38.9581
0.6513672,-120.223,39.19109
0.609375,-119.8581,39.24089
0.36328125,-120.2885,39.4738
0.0,-119.9218,39.5239
1.4589844,-120.4549,38.57567
0.0,-120.094,38.62627
0.91796875,-120.5208,38.8577
0.0,-120.1582,38.90858
0.2919922,-119.795,38.9581
0.35351562,-120.223,39.19109
0.037109375,-119.8581,39.24089
0.0,-120.2885,39.4738
0.028320312,-119.9218,39.5239
2.0214844,-120.4549,38.57567
0.0,-120.094,38.62627
1.0800781,-120.5208,38.8577
0.05859375,-120.1582,38.90858
0.13964844,-119.795,38.9581
0.38671875,-120.223,39.19109
0.091796875,-119.8581,39.24089
0.091796875,-120.2885,39.4738
0.0,-119.9218,39.5239
1.4716797,-120.4549,38.57567
0.13183594,-120.094,38.62627
0.5332031,-120.5208,38.8577
0.21875,-120.1582,38.90858
0.19140625,-119.795,38.9581
0.40234375,-120.223,39.19109
0.064453125,-119.8581,39.24089
0.15820312,-120.2885,39.4738
0.0,-119.9218,39.5239
2.046875,-120.4549,38.57567
0.38476562,-120.094,38.62627
0.6035156,-120.5208,38.8577
0.4482422,-120.1582,38.90858
0.8544922,-119.795,38.9581
0.2578125,-120.223,39.19109
0.6171875,-119.8581,39.24089
0.2890625,-120.2885,39.4738
0.0,-119.9218,39.5239
0.15136719,-120.4549,38.57567
0.6171875,-120.094,38.62627
0.0,-120.5208,38.8577
0.46191406,-120.1582,38.90858
0.36621094,-119.795,38.9581
0.36621094,-120.223,39.19109
0.3232422,-119.8581,39.24089
0.36035156,-120.2885,39.4738
0.22558594,-119.9218,39.5239
1.5683594,-120.4549,38.57567
0.84277344,-120.094,38.62627
0.7734375,-120.5208,38.8577
0.5546875,-120.1582,38.90858
0.5283203,-119.795,38.9581
0.33789062,-120.223,39.19109
0.5205078,-119.8581,39.24089
0.32421875,-120.2885,39.4738
0.19628906,-119.9218,39.5239
1.7148438,-120.4549,38.57567
0.9248047,-120.094,38.62627
0.0,-120.5208,38.8577
0.6796875,-120.1582,38.90858
0.9345703,-119.795,38.9581
0.8105469,-120.223,39.19109
0.69628906,-119.8581,39.24089
0.4296875,-120.2885,39.4738
0.06738281,-119.9218,39.5239
1.4560547,-120.4549,38.57567
0.91308594,-120.094,38.62627
0.0009765625,-120.5208,38.8577
0.5,-120.1582,38.90858
0.7578125,-119.795,38.9581
0.4580078,-120.223,39.19109
0.5253906,-119.8581,39.24089
0.36132812,-120.2885,39.4738
0.076171875,-119.9218,39.5239
1.2519531,-120.4549,38.57567
0.8125,-120.094,38.62627
0.0,-120.5208,38.8577
0.671875,-120.1582,38.90858
1.0859375,-119.795,38.9581
0.39160156,-120.223,39.19109
0.5673828,-119.8581,39.24089
0.42089844,-120.2885,39.4738
0.00390625,-119.9218,39.5239
1.3154297,-120.4549,38.57567
0.56347656,-120.094,38.62627
0.4501953,-120.5208,38.8577
0.5175781,-120.1582,38.90858
0.9892578,-119.795,38.9581
0.390625,-120.223,39.19109
0.83691406,-119.8581,39.24089
0.35351562,-120.2885,39.4738
0.07910156,-119.9218,39.5239
1.2578125,-120.4549,38.57567
0.9267578,-120.094,38.62627
0.46972656,-120.5208,38.8577
0.4501953,-120.1582,38.90858
0.69921875,-119.795,38.9581
0.3623047,-120.223,39.19109
0.5878906,-119.8581,39.24089
0.18457031,-120.2885,39.4738
0.0,-119.9218,39.5239
1.3505859,-120.4549,38.57567
0.0,-120.094,38.62627
0.005859375,-120.5208,38.8577
0.14453125,-120.1582,38.90858
0.8046875,-119.795,38.9581
0.11328125,-120.223,39.19109
0.40722656,-119.8581,39.24089
0.059570312,-120.2885,39.4738
0.0048828125,-119.9218,39.5239
1.0908203,-120.4549,38.57567
1.0332031,-120.094,38.62627
0.0,-120.5208,38.8577
0.49121094,-120.1582,38.90858
0.9628906,-119.795,38.9581
0.3076172,-120.223,39.19109
0.2734375,-119.8581,39.24089
0.20117188,-120.2885,39.4738
0.0,-119.9218,39.5239
0.8515625,-120.4549,38.57567
0.4091797,-120.094,38.62627
0.0,-120.5208,38.8577
0.6582031,-120.1582,38.90858
1.1982422,-119.795,38.9581
0.3154297,-120.223,39.19109
1.1044922,-119.8581,39.24089
0.29589844,-120.2885,39.4738
0.0,-119.9218,39.5239
0.9951172,-120.4549,38.57567
0.6640625,-120.094,38.62627
0.0,-120.5208,38.8577
0.67578125,-120.1582,38.90858
1.0751953,-119.795,38.9581
0.5527344,-120.223,39.19109
0.3623047,-119.8581,39.24089
0.15722656,-120.2885,39.4738
0.001953125,-119.9218,39.5239
0.9785156,-120.4549,38.57567
0.8173828,-120.094,38.62627
0.0,-120.5208,38.8577
0.48632812,-120.1582,38.90858
1.2363281,-119.795,38.9581
0.36914062,-120.223,39.19109
0.1875,-119.8581,39.24089
0.060546875,-120.2885,39.4738
0.0,-119.9218,39.5239
1.4375,-120.4549,38.57567
0.3408203,-120.094,38.62627
0.0,-120.5208,38.8577
0.53222656,-120.1582,38.90858
1.0771484,-119.795,38.9581
0.49121094,-120.223,39.19109
