vwsh,lon,lat
0.0052922773,-120.223,39.19109
0.005779777,-119.8581,39.24089
0.005417277,-120.2885,39.4738
0.0056672776,-119.9218,39.5239
0.0059564607,-120.4549,38.57567
0.0062439605,-120.094,38.62627
0.0065314607,-120.5208,38.8577
0.006368961,-120.1582,38.90858
0.0066189608,-119.795,38.9581
0.006793961,-120.223,39.19109
0.0065689604,-119.8581,39.24089
0.0069939606,-120.2885,39.4738
0.006843961,-119.9218,39.5239
0.005661061,-120.4549,38.57567
0.0051360615,-120.094,38.62627
0.0049110614,-120.5208,38.8577
0.0047610607,-120.1582,38.90858
0.0047485605,-119.795,38.9581
0.005023561,-120.223,39.19109
0.004573561,-119.8581,39.24089
0.004136061,-120.2885,39.4738
0.0038985608,-119.9218,39.5239
0.0074278135,-120.4549,38.57567
0.007890314,-120.094,38.62627
0.0078028133,-120.5208,38.8577
0.0074653137,-120.1582,38.90858
0.007090313,-119.795,38.9581
0.0076153134,-120.223,39.19109
0.0071778134,-119.8581,39.24089
0.0076528136,-120.2885,39.4738
0.0069153137,-119.9218,39.5239
0.00439808,-120.4549,38.57567
0.0042355806,-120.094,38.62627
0.0045605805,-120.5208,38.8577
0.0042980807,-120.1582,38.90858
0.00446058,-119.795,38.9581
0.00451058,-120.223,39.19109
0.0045480803,-119.8581,39.24089
0.0047730803,-120.2885,39.4738
0.0045230803,-119.9218,39.5239
0.005206696,-120.4549,38.57567
0.004806696,-120.094,38.62627
0.0049066963,-120.5208,38.8577
0.005331696,-120.1582,38.90858
0.005231696,-119.795,38.9581
0.005531696,-120.223,39.19109
0.005144196,-119.8581,39.24089
0.005056696,-120.2885,39.4738
0.0049941964,-119.9218,39.5239
0.009655958,-120.4549,38.57567
0.009343458,-120.094,38.62627
0.009618457,-120.5208,38.8577
0.009618457,-120.1582,38.90858
0.009393458,-119.795,38.9581
0.009530958,-120.223,39.19109
0.0097934585,-119.8581,39.24089
0.009618457,-120.2885,39.4738
0.009468459,-119.9218,39.5239
0.007707799,-120.4549,38.57567
0.008007798,-120.094,38.62627
0.0075452994,-120.5208,38.8577
0.007882799,-120.1582,38.90858
0.008245299,-119.795,38.9581
0.007745299,-120.223,39.19109
0.008120299,-119.8581,39.24089
0.0075952993,-120.2885,39.4738
0.007882799,-119.9218,39.5239
0.00880554,-120.4549,38.57567
0.011730541,-120.094,38.62627
0.00906804,-120.5208,38.8577
0.01160554,-120.1582,38.90858
0.01264304,-119.795,38.9581
0.01275554,-120.223,39.19109
0.01273054,-119.8581,39.24089
0.01300554,-120.2885,39.4738
0.01309304,-119.9218,39.5239
0.004735882,-120.4549,38.57567
0.0048108823,-120.094,38.62627
0.0038358825,-120.5208,38.8577
0.0047858823,-120.1582,38.90858
0.004960882,-119.795,38.9581
0.0042983824,-120.223,39.19109
0.004560882,-119.8581,39.24089
0.004573382,-120.2885,39.4738
0.0049608825,-119.9218,39.5239
0.0065222383,-120.4549,38.57567
0.006372239,-120.094,38.62627
0.005934738,-120.5208,38.8577
0.0057847383,-120.1582,38.90858
0.005559738,-119.795,38.9581
0.005109738,-120.223,39.19109
0.0045472383,-119.8581,39.24089
0.004422238,-120.2885,39.4738
0.0045222384,-119.9218,39.5239
0.0050775823,-120.4549,38.57567
0.0049900827,-120.094,38.62627
0.0046525826,-120.5208,38.8577
0.004640082,-120.1582,38.90858
0.004815082,-119.795,38.9581
0.0043900823,-120.223,39.19109
0.0048525822,-119.8581,39.24089
0.0045025824,-120.2885,39.4738
0.004727583,-119.9218,39.5239
0.00790741,-120.4549,38.57567
0.00803241,-120.094,38.62627
0.00863241,-120.5208,38.8577
0.008444911,-120.1582,38.90858
0.008044911,-119.795,38.9581
0.00884491,-120.223,39.19109
0.00830741,-119.8581,39.24089
0.0090824105,-120.2885,39.4738
0.008494911,-119.9218,39.5239
0.007986653,-120.4549,38.57567
0.008561653,-120.094,38.62627
0.008711652,-120.5208,38.8577
0.008911653,-120.1582,38.90858
0.008236652,-119.795,38.9581
0.008311652,-120.223,39.19109
0.008124152,-119.8581,39.24089
0.008199153,-120.2885,39.4738
0.0073866523,-119.9218,39.5239
0.010043602,-120.4549,38.57567
0.009993603,-120.094,38.62627
0.010668603,-120.5208,38.8577
0.010143603,-120.1582,38.90858
0.010206104,-119.795,38.9581
0.010693602,-120.223,39.19109
0.010168604,-119.8581,39.24089
0.011243603,-120.2885,39.4738
0.011006103,-119.9218,39.5239
0.0076176464,-120.4549,38.57567
0.007717647,-120.094,38.62627
0.007942647,-120.5208,38.8577
0.007617647,-120.1582,38.90858
0.0074801473,-119.795,38.9581
0.0077551464,-120.223,39.19109
0.0077176467,-119.8581,39.24089
0.007992647,-120.2885,39.4738
0.0079301465,-119.9218,39.5239
0.0062186937,-120.4549,38.57567
0.0060811937,-120.094,38.62627
0.0058936942,-120.5208,38.8577
0.005981194,-120.1582,38.90858
0.0060811937,-119.795,38.9581
0.006356193,-120.223,39.19109
0.0062686936,-119.8581,39.24089
0.0066186935,-120.2885,39.4738
0.006456194,-119.9218,39.5239
0.0063985623,-120.4549,38.57567
0.006348562,-120.094,38.62627
0.006148562,-120.5208,38.8577
0.0067610624,-120.1582,38.90858
0.007223562,-119.795,38.9581
0.007436062,-120.223,39.19109
0.007823561,-119.8581,39.24089
0.007323562,-120.2885,39.4738
0.007498562,-119.9218,39.5239
0.011806349,-120.4549,38.57567
0.01259385,-120.094,38.62627
0.011643851,-120.5208,38.8577
0.012393849,-120.1582,38.90858
0.01209385,-119.795,38.9581
0.01171885,-120.223,39.19109
0.01183135,-119.8581,39.24089
0.011431349,-120.2885,39.4738
0.011281351,-119.9218,39.5239
0.0033761864,-120.4549,38.57567
0.0037386867,-120.094,38.62627
0.0034261867,-120.5208,38.8577
0.0037886868,-120.1582,38.90858
0.0041386867,-119.795,38.9581
0.0037636866,-120.223,39.19109
0.0042011864,-119.8581,39.24089
0.0037511867,-120.2885,39.4738
0.0040886863,-119.9218,39.5239
0.003234807,-120.4549,38.57567
0.0030973067,-120.094,38.62627
0.0035598068,-120.5208,38.8577
0.003434807,-120.1582,38.90858
0.003284807,-119.795,38.9581
0.0035848068,-120.223,39.19109
0.003097307,-119.8581,39.24089
0.0032848069,-120.2885,39.4738
0.003484807,-119.9218,39.5239
0.010619671,-120.4549,38.57567
0.010057171,-120.094,38.62627
0.010394671,-120.5208,38.8577
0.0098196715,-120.1582,38.90858
0.009319671,-119.795,38.9581
0.009669671,-120.223,39.19109
0.009107172,-119.8581,39.24089
0.00969467,-120.2885,39.4738
0.009257171,-119.9218,39.5239
0.0063039423,-120.4549,38.57567
0.006053942,-120.094,38.62627
0.0061914423,-120.5208,38.8577
0.005903942,-120.1582,38.90858
0.006078942,-119.795,38.9581
0.005891442,-120.223,39.19109
0.0060164416,-119.8581,39.24089
0.0059789424,-120.2885,39.4738
0.0058039417,-119.9218,39.5239
0.007034003,-120.4549,38.57567
0.007159002,-120.094,38.62627
0.0071965023,-120.5208,38.8577
0.007034002,-120.1582,38.90858
0.0073965024,-119.795,38.9581
0.0071715023,-120.223,39.19109
0.007546502,-119.8581,39.24089
0.007509003,-120.2885,39.4738
0.007446502,-119.9218,39.5239
0.0052577765,-120.4549,38.57567
0.005357777,-120.094,38.62627
0.0057202764,-120.5208,38.8577
0.0056827767,-120.1582,38.90858
0.0055452767,-119.795,38.9581
0.005582777,-120.223,39.19109
0.005445277,-119.8581,39.24089
0.005395277,-120.2885,39.4738
0.005407776,-119.9218,39.5239
0.004693216,-120.4549,38.57567
0.004830716,-120.094,38.62627
0.0046682167,-120.5208,38.8577
0.0045682164,-120.1582,38.90858
0.0043932167,-119.795,38.9581
0.004430717,-120.223,39.19109
0.0043932167,-119.8581,39.24089
0.0042807166,-120.2885,39.4738
0.004205717,-119.9218,39.5239
0.004881921,-120.4549,38.57567
0.004669422,-120.094,38.62627
0.0048569217,-120.5208,38.8577
0.0045569213,-120.1582,38.90858
0.0042819213,-119.795,38.9581
0.0044444213,-120.223,39.19109
0.004194421,-119.8581,39.24089
0.0043444214,-120.2885,39.4738
0.0040694214,-119.9218,39.5239
0.006082059,-120.4549,38.57567
0.0063320585,-120.094,38.62627
0.006757058,-120.5208,38.8577
0.006857058,-120.1582,38.90858
0.007194558,-119.795,38.9581
0.0072570583,-120.223,39.19109
0.007569559,-119.8581,39.24089
0.0076320586,-120.2885,39.4738
0.007432058,-119.9218,39.5239
0.0068827327,-120.4549,38.57567
0.0072389827,-120.094,38.62627
0.007363983,-120.5208,38.8577
0.0078014825,-120.1582,38.90858
0.008138983,-119.795,38.9581
0.008126482,-120.223,39.19109
0.008382733,-119.8581,39.24089
0.008270233,-120.2885,39.4738
0.008488984,-119.9218,39.5239
0.008141056,-120.4549,38.57567
0.008053555,-120.094,38.62627
0.007928556,-120.5208,38.8577
0.008491055,-120.1582,38.90858
0.008341055,-119.795,38.9581
0.008216056,-120.223,39.19109
0.008078556,-119.8581,39.24089
0.008053556,-120.2885,39.4738
0.0082410555,-119.9218,39.5239
0.0037443475,-120.4549,38.57567
0.003331847,-120.094,38.62627
0.0031443476,-120.5208,38.8577
0.0027443473,-120.1582,38.90858
0.0027693473,-119.795,38.9581
0.0026318475,-120.223,39.19109
0.0030693472,-119.8581,39.24089
0.0028818473,-120.2885,39.4738
0.0030068473,-119.9218,39.5239
0.003802694,-120.4549,38.57567
0.003965194,-120.094,38.62627
0.0035526939,-120.5208,38.8577
0.003402694,-120.1582,38.90858
0.0036651937,-119.795,38.9581
0.0032901936,-120.223,39.19109
0.0028276937,-119.8581,39.24089
0.0030526938,-120.2885,39.4738
0.0029651937,-119.9218,39.5239
0.0059059556,-120.4549,38.57567
0.0063559553,-120.094,38.62627
0.0060184556,-120.5208,38.8577
0.006143456,-120.1582,38.90858
0.0057809553,-119.795,38.9581
0.005580955,-120.223,39.19109
0.0052059554,-119.8581,39.24089
0.005255956,-120.2885,39.4738
0.0051184553,-119.9218,39.5239
0.0068270215,-120.4549,38.57567
0.007452022,-120.094,38.62627
0.0072020213,-120.5208,38.8577
0.0077895215,-120.1582,38.90858
0.007852022,-119.795,38.9581
0.008139522,-120.223,39.19109
0.008164521,-119.8581,39.24089
0.008289522,-120.2885,39.4738
0.008389522,-119.9218,39.5239
0.0036419888,-120.4549,38.57567
0.0036544893,-120.094,38.62627
0.0036669893,-120.5208,38.8577
0.0036169894,-120.1582,38.90858
0.0036419888,-119.795,38.9581
0.0036419893,-120.223,39.19109
0.0036044891,-119.8581,39.24089
0.0035544892,-120.2885,39.4738
0.003541989,-119.9218,39.5239
0.0030887015,-120.4549,38.57567
0.0031762016,-120.094,38.62627
0.0031887016,-120.5208,38.8577
0.0033762017,-120.1582,38.90858
0.0034762013,-119.795,38.9581
0.003638702,-120.223,39.19109
0.0037762015,-119.8581,39.24089
0.0039137015,-120.2885,39.4738
0.003988702,-119.9218,39.5239
0.006816921,-120.4549,38.57567
0.0062294207,-120.094,38.62627
0.006566921,-120.5208,38.8577
0.0060794204,-120.1582,38.90858
0.005879421,-119.795,38.9581
0.005666921,-120.223,39.19109
0.0055919206,-119.8581,39.24089
0.005204421,-120.2885,39.4738
0.0051169214,-119.9218,39.5239
0.0054472024,-120.4549,38.57567
0.006797203,-120.094,38.62627
0.006034702,-120.5208,38.8577
0.006922202,-120.1582,38.90858
0.0072222026,-119.795,38.9581
0.0068222024,-120.223,39.19109
0.007072203,-119.8581,39.24089
0.006347202,-120.2885,39.4738
0.0067222025,-119.9218,39.5239
0.005492742,-120.4549,38.57567
0.005605242,-120.094,38.62627
0.005230242,-120.5208,38.8577
0.0060802423,-120.1582,38.90858
0.0064302417,-119.795,38.9581
0.0062427423,-120.223,39.19109
0.0063927425,-119.8581,39.24089
0.0061052428,-120.2885,39.4738
0.006592742,-119.9218,39.5239
0.006383944,-120.4549,38.57567
0.0063964445,-120.094,38.62627
0.005971444,-120.5208,38.8577
0.005996444,-120.1582,38.90858
0.0059589436,-119.795,38.9581
0.005633944,-120.223,39.19109
0.005558944,-119.8581,39.24089
0.0052464437,-120.2885,39.4738
0.005171444,-119.9218,39.5239
0.0054899827,-120.4549,38.57567
0.0041899825,-120.094,38.62627
0.0040774825,-120.5208,38.8577
0.004164982,-120.1582,38.90858
0.004677483,-119.795,38.9581
0.0042649824,-120.223,39.19109
0.004289983,-119.8581,39.24089
0.0042649824,-120.2885,39.4738
0.0044899825,-119.9218,39.5239
0.008283946,-120.4549,38.57567
0.009258945,-120.094,38.62627
0.007971445,-120.5208,38.8577
0.008383946,-120.1582,38.90858
0.009283945,-119.795,38.9581
0.007608945,-120.223,39.19109
0.008196445,-119.8581,39.24089
0.0064964457,-120.2885,39.4738
0.0068214443,-119.9218,39.5239
0.006424399,-120.4549,38.57567
0.006061899,-120.094,38.62627
0.0056868987,-120.5208,38.8577
0.0058743986,-120.1582,38.90858
0.005699399,-119.795,38.9581
0.005324399,-120.223,39.19109
0.0054368987,-119.8581,39.24089
0.0050118994,-120.2885,39.4738
0.0049493993,-119.9218,39.5239
0.006544112,-120.4549,38.57567
0.006319112,-120.094,38.62627
0.006431612,-120.5208,38.8577
0.006581612,-120.1582,38.90858
0.006856612,-119.795,38.9581
0.007094112,-120.223,39.19109
0.007269112,-119.8581,39.24089
0.006981612,-120.2885,39.4738
0.007131612,-119.9218,39.5239
0.0037458362,-120.4549,38.57567
0.004783336,-120.094,38.62627
0.0045208363,-120.5208,38.8577
0.005170836,-120.1582,38.90858
0.006295836,-119.795,38.9581
0.0053708362,-120.223,39.19109
0.0071583353,-119.8581,39.24089
0.005758336,-120.2885,39.4738
0.006720836,-119.9218,39.5239
0.0038789697,-120.4549,38.57567
0.0059414697,-120.094,38.62627
0.00501647,-120.5208,38.8577
0.00554147,-120.1582,38.90858
0.0052664694,-119.795,38.9581
0.0050914697,-120.223,39.19109
0.005078969,-119.8581,39.24089
0.0048664697,-120.2885,39.4738
0.004841469,-119.9218,39.5239
0.0056682914,-120.4549,38.57567
0.0057057915,-120.094,38.62627
0.0055057914,-120.5208,38.8577
0.005743291,-120.1582,38.90858
0.0057057915,-119.795,38.9581
0.0058932914,-120.223,39.19109
