vwsh,lon,lat
0.0041592116,-120.4549,38.57567
0.0040467116,-120.094,38.62627
0.004009212,-120.5208,38.8577
0.0038967119,-120.1582,38.90858
0.0039717117,-119.795,38.9581
0.0038592117,-120.223,39.19109
0.0038467115,-119.8581,39.24089
0.0036717118,-120.2885,39.4738
0.003734212,-119.9218,39.5239
0.0054901596,-120.4549,38.57567
0.00577766,-120.094,38.62627
0.0052151596,-120.5208,38.8577
0.00611516,-120.1582,38.90858
0.0063651605,-119.795,38.9581
0.0060401596,-120.223,39.19109
0.0064151594,-119.8581,39.24089
0.0058776597,-120.2885,39.4738
0.006040159,-119.9218,39.5239
0.0035051561,-120.4549,38.57567
0.003455156,-120.094,38.62627
0.003430156,-120.5208,38.8577
0.003467656,-120.1582,38.90858
0.003430156,-119.795,38.9581
0.004180156,-120.223,39.19109
0.003655156,-119.8581,39.24089
0.006592656,-120.2885,39.4738
0.0060926555,-119.9218,39.5239
0.0047288244,-120.4549,38.57567
0.005016324,-120.094,38.62627
0.0043038246,-120.5208,38.8577
0.004466324,-120.1582,38.90858
0.0046288245,-119.795,38.9581
0.0041663246,-120.223,39.19109
0.0040788245,-119.8581,39.24089
0.0039663245,-120.2885,39.4738
0.0039163246,-119.9218,39.5239
0.0033942014,-120.4549,38.57567
0.0035067014,-120.094,38.62627
0.0037942012,-120.5208,38.8577
0.0033817012,-120.1582,38.90858
0.0034067014,-119.795,38.9581
0.0037692012,-120.223,39.19109
0.0037067016,-119.8581,39.24089
0.003931701,-120.2885,39.4738
0.0036692014,-119.9218,39.5239
0.008942844,-120.4549,38.57567
0.009067845,-120.094,38.62627
0.008380345,-120.5208,38.8577
0.0087303445,-120.1582,38.90858
0.009005344,-119.795,38.9581
0.008217845,-120.223,39.19109
0.008630344,-119.8581,39.24089
0.007817845,-120.2885,39.4738
0.008317844,-119.9218,39.5239
0.0071795066,-120.4549,38.57567
0.0072170068,-120.094,38.62627
0.0073920065,-120.5208,38.8577
0.007192007,-120.1582,38.90858
0.007017006,-119.795,38.9581
0.006767006,-120.223,39.19109
0.0065920064,-119.8581,39.24089
0.006592006,-120.2885,39.4738
0.0064295065,-119.9218,39.5239
0.006387054,-120.4549,38.57567
0.0062495545,-120.094,38.62627
0.0062745544,-120.5208,38.8577
0.006124554,-120.1582,38.90858
0.0061495537,-119.795,38.9581
0.006174554,-120.223,39.19109
0.0062745535,-119.8581,39.24089
0.006224553,-120.2885,39.4738
0.0063995537,-119.9218,39.5239
0.007013632,-120.4549,38.57567
0.0069386316,-120.094,38.62627
0.006551132,-120.5208,38.8577
0.006326132,-120.1582,38.90858
0.006163632,-119.795,38.9581
0.005826132,-120.223,39.19109
0.005651132,-119.8581,39.24089
0.005301132,-120.2885,39.4738
0.0051761325,-119.9218,39.5239
0.008365914,-120.4549,38.57567
0.0076034144,-120.094,38.62627
0.007940914,-120.5208,38.8577
0.007165914,-120.1582,38.90858
0.006640914,-119.795,38.9581
0.0067284144,-120.223,39.19109
0.0064784144,-119.8581,39.24089
0.006728414,-120.2885,39.4738
0.006703414,-119.9218,39.5239
0.009444942,-120.4549,38.57567
0.009694943,-120.094,38.62627
0.009657442,-120.5208,38.8577
0.009194942,-120.1582,38.90858
0.008582442,-119.795,38.9581
0.008357442,-120.223,39.19109
0.0076949415,-119.8581,39.24089
0.0073074424,-120.2885,39.4738
0.0073699416,-119.9218,39.5239
0.012322138,-120.4549,38.57567
0.012722138,-120.094,38.62627
0.012784638,-120.5208,38.8577
0.011734639,-120.1582,38.90858
0.010947139,-119.795,38.9581
0.011372139,-120.223,39.19109
0.010259639,-119.8581,39.24089
0.010584638,-120.2885,39.4738
0.009622139,-119.9218,39.5239
0.003364077,-120.4549,38.57567
0.0031390772,-120.094,38.62627
0.003364077,-120.5208,38.8577
0.0034390774,-120.1582,38.90858
0.0035515772,-119.795,38.9581
0.0037015772,-120.223,39.19109
0.0039140773,-119.8581,39.24089
0.0039765774,-120.2885,39.4738
0.0042140773,-119.9218,39.5239
0.0038623847,-120.4549,38.57567
0.003674885,-120.094,38.62627
0.004087385,-120.5208,38.8577
0.0041373847,-120.1582,38.90858
0.004162385,-119.795,38.9581
0.004587385,-120.223,39.19109
0.004862385,-119.8581,39.24089
0.0052248854,-120.2885,39.4738
0.0054623852,-119.9218,39.5239
0.006500098,-120.4549,38.57567
0.0060625975,-120.094,38.62627
0.007162598,-120.5208,38.8577
0.006837598,-120.1582,38.90858
0.0062625976,-119.795,38.9581
0.007675098,-120.223,39.19109
0.007037598,-119.8581,39.24089
0.007950097,-120.2885,39.4738
0.0078000976,-119.9218,39.5239
0.002401579,-120.4549,38.57567
0.002589079,-120.094,38.62627
0.002726579,-120.5208,38.8577
0.0025890789,-120.1582,38.90858
0.002701579,-119.795,38.9581
0.002939079,-120.223,39.19109
0.002676579,-119.8581,39.24089
0.003589079,-120.2885,39.4738
0.0033390792,-119.9218,39.5239
0.0044143344,-120.4549,38.57567
0.004464335,-120.094,38.62627
0.004289335,-120.5208,38.8577
0.0042768354,-120.1582,38.90858
0.0043518348,-119.795,38.9581
0.0042893346,-120.223,39.19109
0.004251835,-119.8581,39.24089
0.004426835,-120.2885,39.4738
0.004451835,-119.9218,39.5239
0.0040997406,-120.4549,38.57567
0.0041997405,-120.094,38.62627
0.0041122404,-120.5208,38.8577
0.004199741,-120.1582,38.90858
0.004524741,-119.795,38.9581
0.004237241,-120.223,39.19109
0.0045497403,-119.8581,39.24089
0.0043747406,-120.2885,39.4738
0.004574741,-119.9218,39.5239
0.00286074,-120.4549,38.57567
0.00306074,-120.094,38.62627
0.00279824,-120.5208,38.8577
0.00319824,-120.1582,38.90858
0.00334824,-119.795,38.9581
0.0031607398,-120.223,39.19109
0.00328574,-119.8581,39.24089
0.0026857401,-120.2885,39.4738
0.0028982402,-119.9218,39.5239
0.0034377219,-120.4549,38.57567
0.0035002218,-120.094,38.62627
0.0033252216,-120.5208,38.8577
0.0036502217,-120.1582,38.90858
0.0036502217,-119.795,38.9581
0.0035127215,-120.223,39.19109
0.0037627215,-119.8581,39.24089
0.003550222,-120.2885,39.4738
0.0036877217,-119.9218,39.5239
0.010266082,-120.4549,38.57567
0.009978581,-120.094,38.62627
0.009916082,-120.5208,38.8577
0.010278582,-120.1582,38.90858
0.009991081,-119.795,38.9581
0.009816082,-120.223,39.19109
0.010241083,-119.8581,39.24089
0.009516082,-120.2885,39.4738
0.009653581,-119.9218,39.5239
0.0061279605,-120.4549,38.57567
0.00611546,-120.094,38.62627
0.00621546,-120.5208,38.8577
0.0055904603,-120.1582,38.90858
0.0050404603,-119.795,38.9581
0.0055779605,-120.223,39.19109
0.00522796,-119.8581,39.24089
0.00549046,-120.2885,39.4738
0.0051529603,-119.9218,39.5239
0.005814427,-120.4549,38.57567
0.006064427,-120.094,38.62627
0.005826927,-120.5208,38.8577
0.006251927,-120.1582,38.90858
0.006564427,-119.795,38.9581
0.0063769273,-120.223,39.19109
0.0068144267,-119.8581,39.24089
0.006526927,-120.2885,39.4738
0.006739427,-119.9218,39.5239
0.004257685,-120.4549,38.57567
0.004345185,-120.094,38.62627
0.004370185,-120.5208,38.8577
0.004345185,-120.1582,38.90858
0.0040826853,-119.795,38.9581
0.004395185,-120.223,39.19109
0.004182685,-119.8581,39.24089
0.0045451852,-120.2885,39.4738
0.004307685,-119.9218,39.5239
0.005914569,-120.4549,38.57567
0.005452069,-120.094,38.62627
0.006014569,-120.5208,38.8577
0.0055770697,-120.1582,38.90858
0.0054395692,-119.795,38.9581
0.005339569,-120.223,39.19109
0.0052395696,-119.8581,39.24089
0.0054020695,-120.2885,39.4738
0.0054895696,-119.9218,39.5239
0.00339626,-120.4549,38.57567
0.0029837603,-120.094,38.62627
0.00358376,-120.5208,38.8577
0.00325876,-120.1582,38.90858
0.0031212603,-119.795,38.9581
0.0034337603,-120.223,39.19109
0.0033212604,-119.8581,39.24089
0.00362126,-120.2885,39.4738
0.00353376,-119.9218,39.5239
0.007650542,-120.4549,38.57567
0.0072380425,-120.094,38.62627
0.007750542,-120.5208,38.8577
0.007350542,-120.1582,38.90858
0.006875542,-119.795,38.9581
0.0073005427,-120.223,39.19109
0.006888042,-119.8581,39.24089
0.007263042,-120.2885,39.4738
0.0070255417,-119.9218,39.5239
0.007777517,-120.4549,38.57567
0.0076400177,-120.094,38.62627
0.008465017,-120.5208,38.8577
0.008465017,-120.1582,38.90858
0.008240018,-119.795,38.9581
0.008802516,-120.223,39.19109
0.007840018,-119.8581,39.24089
0.009040017,-120.2885,39.4738
0.008615017,-119.9218,39.5239
0.0056431843,-120.4549,38.57567
0.005643184,-120.094,38.62627
0.005718184,-120.5208,38.8577
0.0058431844,-120.1582,38.90858
0.0058056843,-119.795,38.9581
0.005843184,-120.223,39.19109
0.0058556846,-119.8581,39.24089
0.005880684,-120.2885,39.4738
0.006005684,-119.9218,39.5239
0.0030951977,-120.4549,38.57567
0.0033451978,-120.094,38.62627
0.0031701976,-120.5208,38.8577
0.0032326977,-120.1582,38.90858
0.0035076975,-119.795,38.9581
0.0034201976,-120.223,39.19109
0.0034576976,-119.8581,39.24089
0.0037576978,-120.2885,39.4738
0.003932697,-119.9218,39.5239
0.0059121633,-120.4549,38.57567
0.005674664,-120.094,38.62627
0.0062496634,-120.5208,38.8577
0.0056746635,-120.1582,38.90858
0.0052621635,-119.795,38.9581
0.0059121638,-120.223,39.19109
0.0052246638,-119.8581,39.24089
0.005949664,-120.2885,39.4738
0.0056746635,-119.9218,39.5239
0.0035141467,-120.4549,38.57567
0.0037266468,-120.094,38.62627
0.0035391466,-120.5208,38.8577
0.0034641468,-120.1582,38.90858
0.003401647,-119.795,38.9581
0.003376647,-120.223,39.19109
0.0034766472,-119.8581,39.24089
0.003364147,-120.2885,39.4738
0.003639147,-119.9218,39.5239
0.0056955228,-120.4549,38.57567
0.005770523,-120.094,38.62627
0.0056705233,-120.5208,38.8577
0.0057830233,-120.1582,38.90858
0.0057455236,-119.795,38.9581
0.0056705233,-120.223,39.19109
0.0057330234,-119.8581,39.24089
0.0055830237,-120.2885,39.4738
0.005733023,-119.9218,39.5239
0.007318557,-120.4549,38.57567
0.007968556,-120.094,38.62627
0.0074685565,-120.5208,38.8577
0.007806057,-120.1582,38.90858
0.008281057,-119.795,38.9581
0.008031056,-120.223,39.19109
0.008393557,-119.8581,39.24089
0.008181056,-120.2885,39.4738
0.008468557,-119.9218,39.5239
0.0051402026,-120.4549,38.57567
0.004752703,-120.094,38.62627
0.005077703,-120.5208,38.8577
0.006115203,-120.1582,38.90858
0.0072527034,-119.795,38.9581
0.006402703,-120.223,39.19109
0.0073902025,-119.8581,39.24089
0.007177703,-120.2885,39.4738
0.007727703,-119.9218,39.5239
0.0054024504,-120.4549,38.57567
0.0060399505,-120.094,38.62627
0.005014951,-120.5208,38.8577
0.005477451,-120.1582,38.90858
0.0052524516,-119.795,38.9581
0.0052524507,-120.223,39.19109
0.0056524514,-119.8581,39.24089
0.005027451,-120.2885,39.4738
0.005277451,-119.9218,39.5239
0.010494935,-120.4549,38.57567
0.010257436,-120.094,38.62627
0.010632436,-120.5208,38.8577
0.0103949355,-120.1582,38.90858
0.009482436,-119.795,38.9581
0.010432436,-120.223,39.19109
0.009282434,-119.8581,39.24089
0.010344936,-120.2885,39.4738
0.009544935,-119.9218,39.5239
0.012710188,-120.4549,38.57567
0.013060186,-120.094,38.62627
0.012772687,-120.5208,38.8577
0.013222688,-120.1582,38.90858
0.013310188,-119.795,38.9581
0.013272687,-120.223,39.19109
0.013460189,-119.8581,39.24089
0.013360187,-120.2885,39.4738
0.013760188,-119.9218,39.5239
0.007553851,-120.4549,38.57567
0.008466352,-120.094,38.62627
0.007203851,-120.5208,38.8577
0.007978851,-120.1582,38.90858
0.0090538515,-119.795,38.9581
0.007678851,-120.223,39.19109
0.008703851,-119.8581,39.24089
0.007316351,-120.2885,39.4738
0.00824135,-119.9218,39.5239
0.0040990254,-120.4549,38.57567
0.0040490255,-120.094,38.62627
0.0040365253,-120.5208,38.8577
0.0039615254,-120.1582,38.90858
0.0039365254,-119.795,38.9581
0.0035740254,-120.223,39.19109
0.0037240253,-119.8581,39.24089
0.0031365254,-120.2885,39.4738
0.0031865253,-119.9218,39.5239
0.012679515,-120.4549,38.57567
0.011792015,-120.094,38.62627
0.0130670145,-120.5208,38.8577
0.012229515,-120.1582,38.90858
0.011317016,-119.795,38.9581
0.012679515,-120.223,39.19109
0.012379515,-119.8581,39.24089
0.013004515,-120.2885,39.4738
0.012679515,-119.9218,39.5239
0.0068693017,-120.4549,38.57567
0.0069568017,-120.094,38.62627
0.0069318013,-120.5208,38.8577
0.006881802,-120.1582,38.90858
0.0074068015,-119.795,38.9581
0.007431802,-120.223,39.19109
0.0077568013,-119.8581,39.24089
0.008006802,-120.2885,39.4738
0.007981802,-119.9218,39.5239
0.0038747592,-120.4549,38.57567
0.0040122597,-120.094,38.62627
0.0037622594,-120.5208,38.8577
0.0038622592,-120.1582,38.90858
0.00404976,-119.795,38.9581
0.0037747591,-120.223,39.19109
0.00391226,-119.8581,39.24089
0.0036622593,-120.2885,39.4738
0.0037747596,-119.9218,39.5239
0.0039708624,-120.4549,38.57567
0.0044083623,-120.094,38.62627
0.0041583627,-120.5208,38.8577
0.0042708623,-120.1582,38.90858
0.004345862,-119.795,38.9581
0.0040833624,-120.223,39.19109
0.004208362,-119.8581,39.24089
0.0039083627,-120.2885,39.4738
0.0039958623,-119.9218,39.5239
0.004804777,-120.4549,38.57567
0.005142277,-120.094,38.62627
0.004692277,-120.5208,38.8577
0.005029777,-120.1582,38.90858
0.0057797767,-119.795,38.9581
