dswrf,lon,lat
134.75781,-120.4549,38.57567
140.08594,-120.094,38.62627
130.14062,-120.5208,38.8577
134.10938,-120.1582,38.90858
136.60156,-119.795,38.9581
129.88281,-120.223,39.19109
131.91406,-119.8581,39.24089
128.5,-120.2885,39.4738
123.9375,-119.9218,39.5239
135.73438,-120.4549,38.57567
138.95312,-120.094,38.62627
131.35938,-120.5208,38.8577
134.0,-120.1582,38.90858
135.84375,-119.795,38.9581
132.35156,-120.223,39.19109
132.59375,-119.8581,39.24089
131.53906,-120.2885,39.4738
126.59375,-119.9218,39.5239
117.02344,-120.4549,38.57567
119.27344,-120.094,38.62627
106.328125,-120.5208,38.8577
116.171875,-120.1582,38.90858
119.953125,-119.795,38.9581
113.14844,-120.223,39.19109
117.91406,-119.8581,39.24089
122.21094,-120.2885,39.4738
122.203125,-119.9218,39.5239
87.44531,-120.4549,38.57567
131.55469,-120.094,38.62627
84.55469,-120.5208,38.8577
127.78906,-120.1582,38.90858
132.40625,-119.795,38.9581
98.953125,-120.223,39.19109
128.84375,-119.8581,39.24089
126.484375,-120.2885,39.4738
122.32031,-119.9218,39.5239
126.4375,-120.4549,38.57567
132.65625,-120.094,38.62627
122.86719,-120.5208,38.8577
128.01562,-120.1582,38.90858
129.6875,-119.795,38.9581
124.28125,-120.223,39.19109
123.828125,-119.8581,39.24089
122.765625,-120.2885,39.4738
116.33594,-119.9218,39.5239
62.460938,-120.4549,38.57567
121.4375,-120.094,38.62627
57.796875,-120.5208,38.8577
109.8125,-120.1582,38.90858
127.375,-119.795,38.9581
80.34375,-120.223,39.19109
113.60156,-119.8581,39.24089
98.453125,-120.2885,39.4738
100.57031,-119.9218,39.5239
48.382812,-120.4549,38.57567
122.24219,-120.094,38.62627
50.96875,-120.5208,38.8577
113.44531,-120.1582,38.90858
108.875,-119.795,38.9581
92.921875,-120.223,39.19109
95.92969,-119.8581,39.24089
111.14844,-120.2885,39.4738
91.05469,-119.9218,39.5239
82.375,-120.4549,38.57567
117.10156,-120.094,38.62627
77.125,-120.5208,38.8577
112.52344,-120.1582,38.90858
118.21094,-119.795,38.9581
96.765625,-120.223,39.19109
115.21875,-119.8581,39.24089
113.84375,-120.2885,39.4738
113.55469,-119.9218,39.5239
104.703125,-120.4549,38.57567
116.99219,-120.094,38.62627
105.171875,-120.5208,38.8577
110.921875,-120.1582,38.90858
116.140625,-119.795,38.9581
100.65625,-120.223,39.19109
112.75,-119.8581,39.24089
110.77344,-120.2885,39.4738
106.78906,-119.9218,39.5239
123.82031,-120.4549,38.57567
131.26562,-120.094,38.62627
119.828125,-120.5208,38.8577
127.28906,-120.1582,38.90858
130.17969,-119.795,38.9581
122.46094,-120.223,39.19109
124.38281,-119.8581,39.24089
121.65625,-120.2885,39.4738
118.61719,-119.9218,39.5239
46.523438,-120.4549,38.57567
114.453125,-120.094,38.62627
44.320312,-120.5208,38.8577
88.640625,-120.1582,38.90858
86.40625,-119.795,38.9581
67.90625,-120.223,39.19109
75.03906,-119.8581,39.24089
83.890625,-120.2885,39.4738
56.554688,-119.9218,39.5239
128.34375,-120.4549,38.57567
130.32031,-120.094,38.62627
120.67969,-120.5208,38.8577
127.6875,-120.1582,38.90858
128.21875,-119.795,38.9581
121.828125,-120.223,39.19109
124.66406,-119.8581,39.24089
119.578125,-120.2885,39.4738
113.60156,-119.9218,39.5239
56.914062,-120.4549,38.57567
83.5625,-120.094,38.62627
52.953125,-120.5208,38.8577
76.265625,-120.1582,38.90858
79.00781,-119.795,38.9581
66.703125,-120.223,39.19109
71.17969,-119.8581,39.24089
79.171875,-120.2885,39.4738
60.210938,-119.9218,39.5239
53.671875,-120.4549,38.57567
106.90625,-120.094,38.62627
49.171875,-120.5208,38.8577
94.046875,-120.1582,38.90858
91.02344,-119.795,38.9581
72.140625,-120.223,39.19109
76.078125,-119.8581,39.24089
86.234375,-120.2885,39.4738
63.203125,-119.9218,39.5239
113.19531,-120.4549,38.57567
98.390625,-120.094,38.62627
124.57031,-120.5208,38.8577
90.484375,-120.1582,38.90858
74.69531,-119.795,38.9581
122.11719,-120.223,39.19109
74.359375,-119.8581,39.24089
91.30469,-120.2885,39.4738
72.34375,-119.9218,39.5239
131.91406,-120.4549,38.57567
134.30469,-120.094,38.62627
128.17969,-120.5208,38.8577
131.30469,-120.1582,38.90858
132.53906,-119.795,38.9581
124.671875,-120.223,39.19109
129.03125,-119.8581,39.24089
127.390625,-120.2885,39.4738
122.53906,-119.9218,39.5239
132.76562,-120.4549,38.57567
137.32812,-120.094,38.62627
129.4375,-120.5208,38.8577
133.45312,-120.1582,38.90858
132.44531,-119.795,38.9581
130.78125,-120.223,39.19109
130.52344,-119.8581,39.24089
128.3125,-120.2885,39.4738
111.55469,-119.9218,39.5239
134.01562,-120.4549,38.57567
138.58594,-120.094,38.62627
130.57812,-120.5208,38.8577
134.48438,-120.1582,38.90858
135.54688,-119.795,38.9581
131.5625,-120.223,39.19109
132.61719,-119.8581,39.24089
130.38281,-120.2885,39.4738
127.07031,-119.9218,39.5239
129.42188,-120.4549,38.57567
132.80469,-120.094,38.62627
125.80469,-120.5208,38.8577
129.1875,-120.1582,38.90858
130.67188,-119.795,38.9581
126.38281,-120.223,39.19109
127.75781,-119.8581,39.24089
125.61719,-120.2885,39.4738
122.84375,-119.9218,39.5239
131.90625,-120.4549,38.57567
136.6875,-120.094,38.62627
128.29688,-120.5208,38.8577
131.79688,-120.1582,38.90858
133.3125,-119.795,38.9581
128.53906,-120.223,39.19109
129.33594,-119.8581,39.24089
127.21875,-120.2885,39.4738
123.03906,-119.9218,39.5239
136.41406,-120.4549,38.57567
139.85156,-120.094,38.62627
132.86719,-120.5208,38.8577
136.47656,-120.1582,38.90858
134.01562,-119.795,38.9581
133.59375,-120.223,39.19109
134.58594,-119.8581,39.24089
132.63281,-120.2885,39.4738
129.05469,-119.9218,39.5239
136.59375,-120.4549,38.57567
139.48438,-120.094,38.62627
132.66406,-120.5208,38.8577
135.5,-120.1582,38.90858
137.07812,-119.795,38.9581
132.34375,-120.223,39.19109
133.67969,-119.8581,39.24089
130.75,-120.2885,39.4738
128.69531,-119.9218,39.5239
133.40625,-120.4549,38.57567
137.35156,-120.094,38.62627
129.61719,-120.5208,38.8577
133.24219,-120.1582,38.90858
134.94531,-119.795,38.9581
129.95312,-120.223,39.19109
131.47656,-119.8581,39.24089
129.10156,-120.2885,39.4738
127.17969,-119.9218,39.5239
133.28125,-120.4549,38.57567
136.92188,-120.094,38.62627
129.73438,-120.5208,38.8577
132.98438,-120.1582,38.90858
134.70312,-119.795,38.9581
129.78125,-120.223,39.19109
130.41406,-119.8581,39.24089
127.046875,-120.2885,39.4738
123.734375,-119.9218,39.5239
129.4375,-120.4549,38.57567
133.27344,-120.094,38.62627
125.46875,-120.5208,38.8577
129.03125,-120.1582,38.90858
131.98438,-119.795,38.9581
125.86719,-120.223,39.19109
128.09375,-119.8581,39.24089
125.0,-120.2885,39.4738
123.390625,-119.9218,39.5239
78.74219,-120.4549,38.57567
122.546875,-120.094,38.62627
70.92969,-120.5208,38.8577
118.38281,-120.1582,38.90858
130.20312,-119.795,38.9581
93.74219,-120.223,39.19109
123.92969,-119.8581,39.24089
116.35156,-120.2885,39.4738
126.46094,-119.9218,39.5239
86.9375,-120.4549,38.57567
127.765625,-120.094,38.62627
83.64844,-120.5208,38.8577
124.13281,-120.1582,38.90858
129.75,-119.795,38.9581
108.515625,-120.223,39.19109
120.1875,-119.8581,39.24089
117.703125,-120.2885,39.4738
105.3125,-119.9218,39.5239
65.4375,-120.4549,38.57567
122.984375,-120.094,38.62627
65.078125,-120.5208,38.8577
121.5,-120.1582,38.90858
121.890625,-119.795,38.9581
112.046875,-120.223,39.19109
118.625,-119.8581,39.24089
119.02344,-120.2885,39.4738
108.609375,-119.9218,39.5239
86.63281,-120.4549,38.57567
118.36719,-120.094,38.62627
82.203125,-120.5208,38.8577
116.46875,-120.1582,38.90858
116.625,-119.795,38.9581
105.91406,-120.223,39.19109
107.09375,-119.8581,39.24089
108.4375,-120.2885,39.4738
103.53125,-119.9218,39.5239
66.453125,-120.4549,38.57567
119.42969,-120.094,38.62627
54.429688,-120.5208,38.8577
115.4375,-120.1582,38.90858
130.78125,-119.795,38.9581
95.57031,-120.223,39.19109
114.140625,-119.8581,39.24089
106.67969,-120.2885,39.4738
117.25781,-119.9218,39.5239
124.59375,-120.4549,38.57567
139.92969,-120.094,38.62627
117.96875,-120.5208,38.8577
136.03906,-120.1582,38.90858
138.69531,-119.795,38.9581
127.78906,-120.223,39.19109
135.42188,-119.8581,39.24089
134.03906,-120.2885,39.4738
130.125,-119.9218,39.5239
133.21094,-120.4549,38.57567
139.25,-120.094,38.62627
128.46094,-120.5208,38.8577
134.91406,-120.1582,38.90858
137.35938,-119.795,38.9581
132.28906,-120.223,39.19109
133.04688,-119.8581,39.24089
132.38281,-120.2885,39.4738
129.80469,-119.9218,39.5239
139.79688,-120.4549,38.57567
145.64844,-120.094,38.62627
135.35938,-120.5208,38.8577
142.65625,-120.1582,38.90858
143.96875,-119.795,38.9581
139.52344,-120.223,39.19109
140.21875,-119.8581,39.24089
139.92969,-120.2885,39.4738
136.90625,-119.9218,39.5239
143.9375,-120.4549,38.57567
151.94531,-120.094,38.62627
140.44531,-120.5208,38.8577
147.77344,-120.1582,38.90858
148.60156,-119.795,38.9581
143.90625,-120.223,39.19109
143.90625,-119.8581,39.24089
144.46094,-120.2885,39.4738
139.9375,-119.9218,39.5239
102.21094,-120.4549,38.57567
140.71094,-120.094,38.62627
111.25,-120.5208,38.8577
136.47656,-120.1582,38.90858
140.125,-119.795,38.9581
126.296875,-120.223,39.19109
134.75,-119.8581,39.24089
137.13281,-120.2885,39.4738
133.84375,-119.9218,39.5239
70.90625,-120.4549,38.57567
134.47656,-120.094,38.62627
73.35156,-120.5208,38.8577
117.5625,-120.1582,38.90858
122.19531,-119.795,38.9581
102.10156,-120.223,39.19109
109.6875,-119.8581,39.24089
110.77344,-120.2885,39.4738
99.38281,-119.9218,39.5239
60.9375,-120.4549,38.57567
107.60156,-120.094,38.62627
61.8125,-120.5208,38.8577
99.046875,-120.1582,38.90858
123.609375,-119.795,38.9581
84.78125,-120.223,39.19109
103.921875,-119.8581,39.24089
109.328125,-120.2885,39.4738
99.24219,-119.9218,39.5239
62.070312,-120.4549,38.57567
88.625,-120.094,38.62627
68.47656,-120.5208,38.8577
91.89844,-120.1582,38.90858
98.28125,-119.795,38.9581
79.57031,-120.223,39.19109
92.52344,-119.8581,39.24089
114.625,-120.2885,39.4738
112.71875,-119.9218,39.5239
68.53906,-120.4549,38.57567
105.890625,-120.094,38.62627
62.820312,-120.5208,38.8577
99.234375,-120.1582,38.90858
104.40625,-119.795,38.9581
81.86719,-120.223,39.19109
95.375,-119.8581,39.24089
97.5,-120.2885,39.4738
88.19531,-119.9218,39.5239
130.35156,-120.4549,38.57567
142.85156,-120.094,38.62627
103.34375,-120.5208,38.8577
134.19531,-120.1582,38.90858
141.71875,-119.795,38.9581
117.421875,-120.223,39.19109
128.1875,-119.8581,39.24089
130.78125,-120.2885,39.4738
120.421875,-119.9218,39.5239
62.46875,-120.4549,38.57567
110.07031,-120.094,38.62627
58.523438,-120.5208,38.8577
109.359375,-120.1582,38.90858
126.25781,-119.795,38.9581
96.17969,-120.223,39.19109
100.828125,-119.8581,39.24089
113.58594,-120.2885,39.4738
106.16406,-119.9218,39.5239
80.50781,-120.4549,38.57567
123.625,-120.094,38.62627
73.96094,-120.5208,38.8577
99.49219,-120.1582,38.90858
113.27344,-119.795,38.9581
105.39844,-120.223,39.19109
113.11719,-119.8581,39.24089
94.9375,-120.2885,39.4738
121.47656,-119.9218,39.5239
133.28125,-120.4549,38.57567
141.89062,-120.094,38.62627
129.39844,-120.5208,38.8577
144.10156,-120.1582,38.90858
141.94531,-119.795,38.9581
130.32031,-120.223,39.19109
140.29688,-119.8581,39.24089
143.67188,-120.2885,39.4738
140.92188,-119.9218,39.5239
147.89844,-120.4549,38.57567
148.96094,-120.094,38.62627
132.5625,-120.5208,38.8577
148.60938,-120.1582,38.90858
145.94531,-119.795,38.9581
146.21875,-120.223,39.19109
143.0625,-119.8581,39.24089
144.1875,-120.2885,39.4738
138.38281,-119.9218,39.5239
159.94531,-120.4549,38.57567
166.13281,-120.094,38.62627
157.03906,-120.5208,38.8577
162.02344,-120.1582,38.90858
161.95312,-119.795,38.9581
157.89844,-120.223,39.19109
157.46875,-119.8581,39.24089
157.95312,-120.2885,39.4738
151.75781,-119.9218,39.5239
162.33594,-120.4549,38.57567
169.28125,-120.094,38.62627
160.10938,-120.5208,38.8577
165.64844,-120.1582,38.90858
166.32812,-119.795,38.9581
161.11719,-120.223,39.19109
161.39062,-119.8581,39.24089
161.03125,-120.2885,39.4738
155.5625,-119.9218,39.5239
160.54688,-120.4549,38.57567
165.96875,-120.094,38.62627
157.78125,-120.5208,38.8577
162.0,-120.1582,38.90858
163.13281,-119.795,38.9581
157.51562,-120.223,39.19109
158.21094,-119.8581,39.24089
156.59375,-120.2885,39.4738
152.94531,-119.9218,39.5239
149.64062,-120.4549,38.57567
158.96094,-120.094,38.62627
150.58594,-120.5208,38.8577
158.00781,-120.1582,38.90858
157.88281,-119.795,38.9581
152.78125,-120.223,39.19109
154.0,-119.8581,39.24089
154.35156,-120.2885,39.4738
150.38281,-119.9218,39.5239
131.51562,-120.4549,38.57567
135.72656,-120.094,38.62627
132.28906,-120.5208,38.8577
135.09375,-120.1582,38.90858
135.74219,-119.795,38.9581
135.60156,-120.223,39.19109
135.65625,-119.8581,39.24089
130.59375,-120.2885,39.4738
119.40625,-119.9218,39.5239
95.82031,-120.4549,38.57567
106.90625,-120.094,38.62627
98.078125,-120.5208,38.8577
100.02344,-120.1582,38.90858
114.890625,-119.795,38.9581
104.77344,-120.223,39.19109
112.50781,-119.8581,39.24089
113.66406,-120.2885,39.4738
115.484375,-119.9218,39.5239
144.85938,-120.4549,38.57567
162.92188,-120.094,38.62627
143.09375,-120.5208,38.8577
157.58594,-120.1582,38.90858
163.24219,-119.795,38.9581
151.84375,-120.223,39.19109
157.95312,-119.8581,39.24089
152.14062,-120.2885,39.4738
159.17969,-119.9218,39.5239
151.33594,-120.4549,38.57567
166.66406,-120.094,38.62627
153.16406,-120.5208,38.8577
165.67969,-120.1582,38.90858
169.48438,-119.795,38.9581
163.1875,-120.223,39.19109
164.32031,-119.8581,39.24089
163.42188,-120.2885,39.4738
160.72656,-119.9218,39.5239
147.11719,-120.4549,38.57567
159.85938,-120.094,38.62627
138.53125,-120.5208,38.8577
151.79688,-120.1582,38.90858
158.39062,-119.795,38.9581
146.0,-120.223,39.19109
153.02344,-119.8581,39.24089
148.26562,-120.2885,39.4738
148.0625,-119.9218,39.5239
83.66406,-120.4549,38.57567
141.6875,-120.094,38.62627
93.63281,-120.5208,38.8577
123.8125,-120.1582,38.90858
122.46875,-119.795,38.9581
114.88281,-120.223,39.19109
112.828125,-119.8581,39.24089
129.82812,-120.2885,39.4738
105.828125,-119.9218,39.5239
74.13281,-120.4549,38.57567
151.38281,-120.094,38.62627
75.66406,-120.5208,38.8577
134.42969,-120.1582,38.90858
141.54688,-119.795,38.9581
129.69531,-120.223,39.19109
132.17188,-119.8581,39.24089
143.89062,-120.2885,39.4738
115.078125,-119.9218,39.5239
66.296875,-120.4549,38.57567
93.703125,-120.094,38.62627
71.99219,-120.5208,38.8577
85.05469,-120.1582,38.90858
126.96875,-119.795,38.9581
94.32031,-120.223,39.19109
107.96875,-119.8581,39.24089
101.99219,-120.2885,39.4738
115.9375,-119.9218,39.5239
136.71094,-120.4549,38.57567
161.49219,-120.094,38.62627
109.52344,-120.5208,38.8577
164.92188,-120.1582,38.90858
162.72656,-119.795,38.9581
145.49219,-120.223,39.19109
166.17969,-119.8581,39.24089
141.92969,-120.2885,39.4738
161.34375,-119.9218,39.5239
99.80469,-120.4549,38.57567
185.29688,-120.094,38.62627
100.83594,-120.5208,38.8577
175.13281,-120.1582,38.90858
177.46875,-119.795,38.9581
170.125,-120.223,39.19109
176.67969,-119.8581,39.24089
177.25,-120.2885,39.4738
146.17188,-119.9218,39.5239
182.32812,-120.4549,38.57567
187.01562,-120.094,38.62627
176.35938,-120.5208,38.8577
182.60938,-120.1582,38.90858
184.72656,-119.795,38.9581
179.20312,-120.223,39.19109
182.96094,-119.8581,39.24089
180.07812,-120.2885,39.4738
177.32812,-119.9218,39.5239
125.40625,-120.4549,38.57567
173.00781,-120.094,38.62627
73.74219,-120.5208,38.8577
151.67188,-120.1582,38.90858
166.26562,-119.795,38.9581
117.96875,-120.223,39.19109
152.89844,-119.8581,39.24089
171.9375,-120.2885,39.4738
127.53125,-119.9218,39.5239
90.58594,-120.4549,38.57567
145.9375,-120.094,38.62627
82.89844,-120.5208,38.8577
124.10156,-120.1582,38.90858
168.95312,-119.795,38.9581
84.453125,-120.223,39.19109
107.17969,-119.8581,39.24089
104.734375,-120.2885,39.4738
122.3125,-119.9218,39.5239
132.70312,-120.4549,38.57567
140.96875,-120.094,38.62627
120.234375,-120.5208,38.8577
151.46875,-120.1582,38.90858
156.33594,-119.795,38.9581
158.42188,-120.223,39.19109
152.52344,-119.8581,39.24089
150.54688,-120.2885,39.4738
162.07031,-119.9218,39.5239
175.03906,-120.4549,38.57567
197.0,-120.094,38.62627
166.80469,-120.5208,38.8577
191.39062,-120.1582,38.90858
193.61719,-119.795,38.9581
183.0625,-120.223,39.19109
190.42969,-119.8581,39.24089
185.03125,-120.2885,39.4738
187.32812,-119.9218,39.5239
162.40625,-120.4549,38.57567
178.40625,-120.094,38.62627
154.39844,-120.5208,38.8577
172.78906,-120.1582,38.90858
179.13281,-119.795,38.9581
165.45312,-120.223,39.19109
177.35938,-119.8581,39.24089
172.25781,-120.2885,39.4738
163.46094,-119.9218,39.5239
70.88281,-120.4549,38.57567
130.40625,-120.094,38.62627
66.55469,-120.5208,38.8577
129.14844,-120.1582,38.90858
114.17969,-119.795,38.9581
100.234375,-120.223,39.19109
113.59375,-119.8581,39.24089
117.21094,-120.2885,39.4738
95.40625,-119.9218,39.5239
82.828125,-120.4549,38.57567
162.125,-120.094,38.62627
86.828125,-120.5208,38.8577
139.92969,-120.1582,38.90858
141.21094,-119.795,38.9581
143.05469,-120.223,39.19109
125.39844,-119.8581,39.24089
154.23438,-120.2885,39.4738
120.34375,-119.9218,39.5239
108.69531,-120.4549,38.57567
134.85938,-120.094,38.62627
111.28125,-120.5208,38.8577
130.85156,-120.1582,38.90858
154.41406,-119.795,38.9581
143.67969,-120.223,39.19109
129.0625,-119.8581,39.24089
97.07031,-120.2885,39.4738
107.21875,-119.9218,39.5239
74.69531,-120.4549,38.57567
145.21875,-120.094,38.62627
90.49219,-120.5208,38.8577
149.10156,-120.1582,38.90858
157.53906,-119.795,38.9581
133.42969,-120.223,39.19109
139.84375,-119.8581,39.24089
102.88281,-120.2885,39.4738
107.046875,-119.9218,39.5239
115.53906,-120.4549,38.57567
145.61719,-120.094,38.62627
112.609375,-120.5208,38.8577
166.72656,-120.1582,38.90858
157.49219,-119.795,38.9581
165.77344,-120.223,39.19109
153.16406,-119.8581,39.24089
165.86719,-120.2885,39.4738
140.95312,-119.9218,39.5239
206.96875,-120.4549,38.57567
213.34375,-120.094,38.62627
200.59375,-120.5208,38.8577
210.92188,-120.1582,38.90858
198.38281,-119.795,38.9581
205.14062,-120.223,39.19109
205.46875,-119.8581,39.24089
204.67188,-120.2885,39.4738
181.29688,-119.9218,39.5239
216.05469,-120.4549,38.57567
217.77344,-120.094,38.62627
211.34375,-120.5208,38.8577
213.86719,-120.1582,38.90858
215.25,-119.795,38.9581
209.11719,-120.223,39.19109
212.72656,-119.8581,39.24089
209.66406,-120.2885,39.4738
207.5625,-119.9218,39.5239
119.921875,-120.4549,38.57567
112.52344,-120.094,38.62627
152.60156,-120.5208,38.8577
109.234375,-120.1582,38.90858
133.64062,-119.795,38.9581
165.88281,-120.223,39.19109
148.97656,-119.8581,39.24089
164.32031,-120.2885,39.4738
153.32812,-119.9218,39.5239
207.0625,-120.4549,38.57567
178.35938,-120.094,38.62627
179.05469,-120.5208,38.8577
186.27344,-120.1582,38.90858
196.95312,-119.795,38.9581
200.35938,-120.223,39.19109
195.0625,-119.8581,39.24089
174.85938,-120.2885,39.4738
165.07812,-119.9218,39.5239
221.01562,-120.4549,38.57567
218.30469,-120.094,38.62627
205.625,-120.5208,38.8577
215.80469,-120.1582,38.90858
219.17188,-119.795,38.9581
206.19531,-120.223,39.19109
211.82812,-119.8581,39.24089
207.05469,-120.2885,39.4738
195.0625,-119.9218,39.5239
182.57031,-120.4549,38.57567
209.27344,-120.094,38.62627
125.0,-120.5208,38.8577
196.27344,-120.1582,38.90858
206.4375,-119.795,38.9581
122.05469,-120.223,39.19109
191.42188,-119.8581,39.24089
178.41406,-120.2885,39.4738
165.14844,-119.9218,39.5239
116.296875,-120.4549,38.57567
152.32812,-120.094,38.62627
107.71094,-120.5208,38.8577
157.21875,-120.1582,38.90858
179.10938,-119.795,38.9581
114.828125,-120.223,39.19109
182.375,-119.8581,39.24089
170.40625,-120.2885,39.4738
172.83594,-119.9218,39.5239
149.76562,-120.4549,38.57567
194.6875,-120.094,38.62627
117.14844,-120.5208,38.8577
189.0,-120.1582,38.90858
222.74219,-119.795,38.9581
142.125,-120.223,39.19109
210.0,-119.8581,39.24089
205.97656,-120.2885,39.4738
206.60156,-119.9218,39.5239
108.94531,-120.4549,38.57567
177.73438,-120.094,38.62627
88.69531,-120.5208,38.8577
174.09375,-120.1582,38.90858
202.625,-119.795,38.9581
129.96875,-120.223,39.19109
150.11719,-119.8581,39.24089
166.26562,-120.2885,39.4738
155.28125,-119.9218,39.5239
68.921875,-120.4549,38.57567
176.89844,-120.094,38.62627
74.36719,-120.5208,38.8577
165.0,-120.1582,38.90858
163.79688,-119.795,38.9581
108.86719,-120.223,39.19109
161.59375,-119.8581,39.24089
170.42188,-120.2885,39.4738
138.26562,-119.9218,39.5239
83.78125,-120.4549,38.57567
170.72656,-120.094,38.62627
77.96094,-120.5208,38.8577
137.375,-120.1582,38.90858
