pres,lon,lat
87095.48,-120.4549,38.57567
77732.98,-120.094,38.62627
86907.98,-120.5208,38.8577
79732.98,-120.1582,38.90858
79720.48,-119.795,38.9581
79982.98,-120.223,39.19109
80120.48,-119.8581,39.24089
78957.98,-120.2885,39.4738
82132.98,-119.9218,39.5239
87086.03,-120.4549,38.57567
77798.53,-120.094,38.62627
86873.53,-120.5208,38.8577
79761.03,-120.1582,38.90858
79723.53,-119.795,38.9581
79973.53,-120.223,39.19109
80123.53,-119.8581,39.24089
78973.53,-120.2885,39.4738
82123.53,-119.9218,39.5239
86978.42,-120.4549,38.57567
77640.92,-120.094,38.62627
86778.42,-120.5208,38.8577
79590.92,-120.1582,38.90858
79503.42,-119.795,38.9581
79765.92,-120.223,39.19109
79865.92,-119.8581,39.24089
78715.92,-120.2885,39.4738
81865.92,-119.9218,39.5239
86521.56,-120.4549,38.57567
77021.56,-120.094,38.62627
86409.06,-120.5208,38.8577
79146.56,-120.1582,38.90858
79146.56,-119.795,38.9581
79421.56,-120.223,39.19109
79621.56,-119.8581,39.24089
78446.56,-120.2885,39.4738
81734.06,-119.9218,39.5239
86733.05,-120.4549,38.57567
77358.05,-120.094,38.62627
86620.55,-120.5208,38.8577
79495.55,-120.1582,38.90858
79558.05,-119.795,38.9581
79745.55,-120.223,39.19109
80045.55,-119.8581,39.24089
78745.55,-120.2885,39.4738
82083.05,-119.9218,39.5239
86975.41,-120.4549,38.57567
77662.91,-120.094,38.62627
86875.41,-120.5208,38.8577
79775.41,-120.1582,38.90858
79787.91,-119.795,38.9581
80012.91,-120.223,39.19109
80287.91,-119.8581,39.24089
79025.41,-120.2885,39.4738
82250.41,-119.9218,39.5239
87014.9,-120.4549,38.57567
77664.9,-120.094,38.62627
86839.9,-120.5208,38.8577
79714.9,-120.1582,38.90858
79664.9,-119.795,38.9581
79952.4,-120.223,39.19109
80152.4,-119.8581,39.24089
78939.9,-120.2885,39.4738
82139.9,-119.9218,39.5239
87018.25,-120.4549,38.57567
77618.25,-120.094,38.62627
86793.25,-120.5208,38.8577
79630.75,-120.1582,38.90858
79593.25,-119.795,38.9581
79830.75,-120.223,39.19109
80030.75,-119.8581,39.24089
78818.25,-120.2885,39.4738
82005.75,-119.9218,39.5239
86876.586,-120.4549,38.57567
77489.086,-120.094,38.62627
86676.586,-120.5208,38.8577
79464.086,-120.1582,38.90858
79389.086,-119.795,38.9581
79689.086,-120.223,39.19109
79789.086,-119.8581,39.24089
78626.586,-120.2885,39.4738
81801.586,-119.9218,39.5239
87108.66,-120.4549,38.57567
77721.16,-120.094,38.62627
86933.66,-120.5208,38.8577
79708.66,-120.1582,38.90858
79633.66,-119.795,38.9581
79908.66,-120.223,39.19109
80021.16,-119.8581,39.24089
78846.16,-120.2885,39.4738
81996.16,-119.9218,39.5239
87251.22,-120.4549,38.57567
77813.72,-120.094,38.62627
87026.22,-120.5208,38.8577
79826.22,-120.1582,38.90858
79663.72,-119.795,38.9581
79976.22,-120.223,39.19109
80076.22,-119.8581,39.24089
78888.72,-120.2885,39.4738
82001.22,-119.9218,39.5239
87040.734,-120.4549,38.57567
77640.734,-120.094,38.62627
86878.234,-120.5208,38.8577
79740.734,-120.1582,38.90858
79665.734,-119.795,38.9581
79940.734,-120.223,39.19109
80140.734,-119.8581,39.24089
78940.734,-120.2885,39.4738
82140.734,-119.9218,39.5239
86838.75,-120.4549,38.57567
77413.75,-120.094,38.62627
86651.25,-120.5208,38.8577
79488.75,-120.1582,38.90858
79426.25,-119.795,38.9581
79676.25,-120.223,39.19109
79913.75,-119.8581,39.24089
78651.25,-120.2885,39.4738
81876.25,-119.9218,39.5239
86897.266,-120.4549,38.57567
77434.766,-120.094,38.62627
86759.766,-120.5208,38.8577
79522.266,-120.1582,38.90858
79459.766,-119.795,38.9581
79709.766,-120.223,39.19109
79947.266,-119.8581,39.24089
78672.266,-120.2885,39.4738
81909.766,-119.9218,39.5239
87057.37,-120.4549,38.57567
77619.87,-120.094,38.62627
86932.37,-120.5208,38.8577
79732.37,-120.1582,38.90858
79694.87,-119.795,38.9581
79932.37,-120.223,39.19109
80194.87,-119.8581,39.24089
78907.37,-120.2885,39.4738
82132.37,-119.9218,39.5239
87085.59,-120.4549,38.57567
77685.59,-120.094,38.62627
86910.59,-120.5208,38.8577
79760.59,-120.1582,38.90858
79698.09,-119.795,38.9581
79973.09,-120.223,39.19109
80173.09,-119.8581,39.24089
78948.09,-120.2885,39.4738
82148.09,-119.9218,39.5239
86792.1,-120.4549,38.57567
77429.6,-120.094,38.62627
86604.6,-120.5208,38.8577
79492.1,-120.1582,38.90858
79429.6,-119.795,38.9581
79667.1,-120.223,39.19109
79904.6,-119.8581,39.24089
78717.1,-120.2885,39.4738
81879.6,-119.9218,39.5239
87066.51,-120.4549,38.57567
77641.51,-120.094,38.62627
86891.51,-120.5208,38.8577
79654.01,-120.1582,38.90858
79541.51,-119.795,38.9581
79854.01,-120.223,39.19109
80029.01,-119.8581,39.24089
78829.01,-120.2885,39.4738
81929.01,-119.9218,39.5239
87685.78,-120.4549,38.57567
78235.78,-120.094,38.62627
87548.28,-120.5208,38.8577
80323.28,-120.1582,38.90858
80223.28,-119.795,38.9581
80498.28,-120.223,39.19109
80698.28,-119.8581,39.24089
79498.28,-120.2885,39.4738
82660.78,-119.9218,39.5239
87696.695,-120.4549,38.57567
78346.695,-120.094,38.62627
87571.695,-120.5208,38.8577
80421.695,-120.1582,38.90858
80409.195,-119.795,38.9581
80671.695,-120.223,39.19109
80909.195,-119.8581,39.24089
79671.695,-120.2885,39.4738
82896.695,-119.9218,39.5239
87802.695,-120.4549,38.57567
78465.2,-120.094,38.62627
87652.695,-120.5208,38.8577
80527.7,-120.1582,38.90858
80452.7,-119.795,38.9581
80727.7,-120.223,39.19109
80915.2,-119.8581,39.24089
79715.2,-120.2885,39.4738
82865.2,-119.9218,39.5239
87695.66,-120.4549,38.57567
78370.66,-120.094,38.62627
87495.66,-120.5208,38.8577
80370.66,-120.1582,38.90858
80308.16,-119.795,38.9581
80608.16,-120.223,39.19109
80808.16,-119.8581,39.24089
79558.16,-120.2885,39.4738
82745.66,-119.9218,39.5239
87386.734,-120.4549,38.57567
78086.734,-120.094,38.62627
87161.734,-120.5208,38.8577
80074.234,-120.1582,38.90858
80024.234,-119.795,38.9581
80299.234,-120.223,39.19109
80499.234,-119.8581,39.24089
79249.234,-120.2885,39.4738
82399.234,-119.9218,39.5239
86854.19,-120.4549,38.57567
77504.19,-120.094,38.62627
86629.19,-120.5208,38.8577
79454.19,-120.1582,38.90858
79329.19,-119.795,38.9581
79641.69,-120.223,39.19109
79816.69,-119.8581,39.24089
78591.69,-120.2885,39.4738
81654.19,-119.9218,39.5239
86366.57,-120.4549,38.57567
76804.07,-120.094,38.62627
86166.57,-120.5208,38.8577
78866.57,-120.1582,38.90858
78716.57,-119.795,38.9581
79041.57,-120.223,39.19109
79216.57,-119.8581,39.24089
78029.07,-120.2885,39.4738
81191.57,-119.9218,39.5239
86646.266,-120.4549,38.57567
77158.766,-120.094,38.62627
86521.266,-120.5208,38.8577
79296.266,-120.1582,38.90858
79321.266,-119.795,38.9581
79546.266,-120.223,39.19109
79758.766,-119.8581,39.24089
78558.766,-120.2885,39.4738
