weasd,lon,lat
41.3584,-120.2885,39.4738
0.01171875,-119.9218,39.5239
0.0,-120.4549,38.57567
32.956055,-120.094,38.62627
0.0,-120.5208,38.8577
17.075195,-120.1582,38.90858
31.43164,-119.795,38.9581
9.953125,-120.223,39.19109
14.412109,-119.8581,39.24089
26.285156,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
29.66504,-120.094,38.62627
0.0,-120.5208,38.8577
19.617188,-120.1582,38.90858
29.768555,-119.795,38.9581
1.421875,-120.223,39.19109
23.91504,-119.8581,39.24089
8.506836,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
40.09082,-120.094,38.62627
0.0,-120.5208,38.8577
34.402344,-120.1582,38.90858
30.25586,-119.795,38.9581
