pottmp,lon,lat
290.09235,-119.8581,39.24089
292.63922,-120.2885,39.4738
287.77203,-119.9218,39.5239
287.41992,-120.4549,38.57567
293.00586,-120.094,38.62627
287.60742,-120.5208,38.8577
291.95898,-120.1582,38.90858
290.7793,-119.795,38.9581
290.19336,-120.223,39.19109
290.9121,-119.8581,39.24089
291.86523,-120.2885,39.4738
290.18555,-119.9218,39.5239
289.17752,-120.4549,38.57567
298.38068,-120.094,38.62627
289.65408,-120.5208,38.8577
296.87286,-120.1582,38.90858
294.0213,-119.795,38.9581
292.89627,-120.223,39.19109
294.3963,-119.8581,39.24089
295.8885,-120.2885,39.4738
292.14627,-119.9218,39.5239
292.23795,-120.4549,38.57567
300.69888,-120.094,38.62627
292.28482,-120.5208,38.8577
299.5895,-120.1582,38.90858
298.57388,-119.795,38.9581
295.30045,-120.223,39.19109
299.152,-119.8581,39.24089
298.5817,-120.2885,39.4738
295.44888,-119.9218,39.5239
291.66797,-120.4549,38.57567
298.67578,-120.094,38.62627
291.77734,-120.5208,38.8577
298.26953,-120.1582,38.90858
298.95703,-119.795,38.9581
294.5586,-120.223,39.19109
299.0039,-119.8581,39.24089
297.83984,-120.2885,39.4738
297.15234,-119.9218,39.5239
287.44714,-120.4549,38.57567
293.64246,-120.094,38.62627
287.90808,-120.5208,38.8577
292.70496,-120.1582,38.90858
293.90027,-119.795,38.9581
290.28308,-120.223,39.19109
293.3612,-119.8581,39.24089
292.31433,-120.2885,39.4738
292.21277,-119.9218,39.5239
286.5118,-120.4549,38.57567
291.4493,-120.094,38.62627
286.8243,-120.5208,38.8577
290.6915,-120.1582,38.90858
291.1212,-119.795,38.9581
288.4493,-120.223,39.19109
291.14462,-119.8581,39.24089
290.33994,-120.2885,39.4738
289.6993,-119.9218,39.5239
284.8271,-120.4549,38.57567
288.74115,-120.094,38.62627
285.0771,-120.5208,38.8577
287.98334,-120.1582,38.90858
286.85052,-119.795,38.9581
286.24896,-120.223,39.19109
287.31146,-119.8581,39.24089
287.67865,-120.2885,39.4738
287.0927,-119.9218,39.5239
287.17123,-120.4549,38.57567
289.30405,-120.094,38.62627
287.05405,-120.5208,38.8577
287.74936,-120.1582,38.90858
286.5853,-119.795,38.9581
287.17123,-120.223,39.19109
287.54623,-119.8581,39.24089
287.17123,-120.2885,39.4738
286.11655,-119.9218,39.5239
287.29465,-120.4549,38.57567
290.8884,-120.094,38.62627
287.8962,-120.5208,38.8577
288.7087,-120.1582,38.90858
285.16183,-119.795,38.9581
288.2712,-120.223,39.19109
286.7712,-119.8581,39.24089
287.9587,-120.2885,39.4738
284.84152,-119.9218,39.5239
288.51276,-120.4549,38.57567
293.40338,-120.094,38.62627
289.51276,-120.5208,38.8577
291.4737,-120.1582,38.90858
287.15338,-119.795,38.9581
290.68463,-120.223,39.19109
288.77057,-119.8581,39.24089
290.55963,-120.2885,39.4738
286.74713,-119.9218,39.5239
289.20932,-120.4549,38.57567
296.18588,-120.094,38.62627
290.60776,-120.5208,38.8577
294.62338,-120.1582,38.90858
291.264,-119.795,38.9581
293.02182,-120.223,39.19109
292.48276,-119.8581,39.24089
294.22495,-120.2885,39.4738
289.56088,-119.9218,39.5239
287.0805,-120.4549,38.57567
293.49457,-120.094,38.62627
287.8227,-120.5208,38.8577
292.04144,-120.1582,38.90858
290.30707,-119.795,38.9581
290.56488,-120.223,39.19109
291.4477,-119.8581,39.24089
291.90082,-120.2885,39.4738
288.7602,-119.9218,39.5239
290.7877,-120.4549,38.57567
294.9986,-120.094,38.62627
291.57675,-120.5208,38.8577
292.06894,-120.1582,38.90858
288.1783,-119.795,38.9581
292.1002,-120.223,39.19109
290.3658,-119.8581,39.24089
291.69394,-120.2885,39.4738
288.21738,-119.9218,39.5239
291.36435,-120.4549,38.57567
300.23154,-120.094,38.62627
292.8253,-120.5208,38.8577
298.5909,-120.1582,38.90858
295.0753,-119.795,38.9581
296.06747,-120.223,39.19109
296.7628,-119.8581,39.24089
298.2003,-120.2885,39.4738
293.81747,-119.9218,39.5239
290.46085,-120.4549,38.57567
296.29678,-120.094,38.62627
290.82022,-120.5208,38.8577
294.44522,-120.1582,38.90858
292.1796,-119.795,38.9581
293.03116,-120.223,39.19109
293.03897,-119.8581,39.24089
293.47647,-120.2885,39.4738
290.9999,-119.9218,39.5239
292.365,-120.4549,38.57567
300.02124,-120.094,38.62627
293.82593,-120.5208,38.8577
297.98218,-120.1582,38.90858
292.34937,-119.795,38.9581
296.5525,-120.223,39.19109
294.70093,-119.8581,39.24089
297.57593,-120.2885,39.4738
292.45874,-119.9218,39.5239
290.33582,-120.4549,38.57567
298.03113,-120.094,38.62627
290.703,-120.5208,38.8577
297.1405,-120.1582,38.90858
295.29675,-119.795,38.9581
293.60925,-120.223,39.19109
295.7655,-119.8581,39.24089
296.24988,-120.2885,39.4738
294.21082,-119.9218,39.5239
286.1394,-120.4549,38.57567
293.9441,-120.094,38.62627
287.8191,-120.5208,38.8577
292.12378,-120.1582,38.90858
289.97534,-119.795,38.9581
289.2019,-120.223,39.19109
290.42065,-119.8581,39.24089
291.2566,-120.2885,39.4738
290.02222,-119.9218,39.5239
287.35336,-120.4549,38.57567
294.8768,-120.094,38.62627
288.6971,-120.5208,38.8577
292.77524,-120.1582,38.90858
287.5721,-119.795,38.9581
290.79086,-120.223,39.19109
288.6268,-119.8581,39.24089
292.08774,-120.2885,39.4738
287.8846,-119.9218,39.5239
290.87952,-120.4549,38.57567
298.24667,-120.094,38.62627
291.98108,-120.5208,38.8577
297.12167,-120.1582,38.90858
291.91077,-119.795,38.9581
294.3326,-120.223,39.19109
293.09824,-119.8581,39.24089
296.52792,-120.2885,39.4738
290.3717,-119.9218,39.5239
287.28516,-120.4549,38.57567
292.4961,-120.094,38.62627
287.52734,-120.5208,38.8577
291.47266,-120.1582,38.90858
290.98828,-119.795,38.9581
289.23828,-120.223,39.19109
291.22266,-119.8581,39.24089
290.8711,-120.2885,39.4738
290.6289,-119.9218,39.5239
285.53973,-120.4549,38.57567
290.03973,-120.094,38.62627
285.87567,-120.5208,38.8577
289.40692,-120.1582,38.90858
288.7116,-119.795,38.9581
287.93817,-120.223,39.19109
289.1413,-119.8581,39.24089
289.29755,-120.2885,39.4738
288.84442,-119.9218,39.5239
286.57047,-120.4549,38.57567
293.70328,-120.094,38.62627
287.30484,-120.5208,38.8577
291.9767,-120.1582,38.90858
287.5861,-119.795,38.9581
289.7189,-120.223,39.19109
288.3439,-119.8581,39.24089
291.32828,-120.2885,39.4738
287.50797,-119.9218,39.5239
286.388,-120.4549,38.57567
293.66144,-120.094,38.62627
286.53644,-120.5208,38.8577
292.388,-120.1582,38.90858
291.74738,-119.795,38.9581
289.47394,-120.223,39.19109
291.67706,-119.8581,39.24089
291.5755,-120.2885,39.4738
290.41925,-119.9218,39.5239
284.55884,-120.4549,38.57567
291.3557,-120.094,38.62627
285.1526,-120.5208,38.8577
289.5979,-120.1582,38.90858
288.26196,-119.795,38.9581
286.95728,-120.223,39.19109
288.17603,-119.8581,39.24089
288.73853,-120.2885,39.4738
287.13696,-119.9218,39.5239
284.1578,-120.4549,38.57567
291.04062,-120.094,38.62627
284.29843,-120.5208,38.8577
289.26718,-120.1582,38.90858
288.36874,-119.795,38.9581
286.3375,-120.223,39.19109
288.25156,-119.8581,39.24089
288.50156,-120.2885,39.4738
287.32968,-119.9218,39.5239
284.1049,-120.4549,38.57567
291.9877,-120.094,38.62627
284.46426,-120.5208,38.8577
290.59708,-120.1582,38.90858
290.7377,-119.795,38.9581
287.6127,-120.223,39.19109
290.4799,-119.8581,39.24089
289.9252,-120.2885,39.4738
289.3627,-119.9218,39.5239
283.91,-120.4549,38.57567
291.74594,-120.094,38.62627
284.43344,-120.5208,38.8577
289.68344,-120.1582,38.90858
286.9022,-119.795,38.9581
286.70688,-120.223,39.19109
287.29282,-119.8581,39.24089
288.82407,-120.2885,39.4738
286.17563,-119.9218,39.5239
286.34833,-120.4549,38.57567
294.9655,-120.094,38.62627
286.653,-120.5208,38.8577
294.0124,-120.1582,38.90858
294.11395,-119.795,38.9581
290.4655,-120.223,39.19109
294.06708,-119.8581,39.24089
293.48895,-120.2885,39.4738
292.55145,-119.9218,39.5239
282.10358,-120.4549,38.57567
288.65826,-120.094,38.62627
282.08014,-120.5208,38.8577
287.25983,-120.1582,38.90858
287.51764,-119.795,38.9581
284.85358,-120.223,39.19109
287.19733,-119.8581,39.24089
286.9317,-120.2885,39.4738
286.4395,-119.9218,39.5239
284.588,-120.4549,38.57567
296.0099,-120.094,38.62627
285.56458,-120.5208,38.8577
293.74426,-120.1582,38.90858
290.6349,-119.795,38.9581
289.7755,-120.223,39.19109
290.86145,-119.8581,39.24089
292.838,-120.2885,39.4738
288.31458,-119.9218,39.5239
290.19235,-120.4549,38.57567
299.51266,-120.094,38.62627
292.0908,-120.5208,38.8577
297.6533,-120.1582,38.90858
292.43454,-119.795,38.9581
295.58298,-120.223,39.19109
293.14548,-119.8581,39.24089
297.3486,-120.2885,39.4738
289.12985,-119.9218,39.5239
291.61707,-120.4549,38.57567
299.58582,-120.094,38.62627
293.2655,-120.5208,38.8577
298.92957,-120.1582,38.90858
295.60144,-119.795,38.9581
296.203,-120.223,39.19109
296.09363,-119.8581,39.24089
298.39832,-120.2885,39.4738
290.78894,-119.9218,39.5239
287.49234,-120.4549,38.57567
293.79703,-120.094,38.62627
288.17984,-120.5208,38.8577
293.17984,-120.1582,38.90858
293.06265,-119.795,38.9581
290.7736,-120.223,39.19109
293.3517,-119.8581,39.24089
292.69547,-120.2885,39.4738
292.36734,-119.9218,39.5239
286.57462,-120.4549,38.57567
294.8793,-120.094,38.62627
287.3715,-120.5208,38.8577
293.70743,-120.1582,38.90858
292.69962,-119.795,38.9581
291.03555,-120.223,39.19109
292.9965,-119.8581,39.24089
293.34024,-120.2885,39.4738
291.72305,-119.9218,39.5239
288.98138,-120.4549,38.57567
298.23917,-120.094,38.62627
290.9892,-120.5208,38.8577
296.91885,-120.1582,38.90858
292.89542,-119.795,38.9581
293.97354,-120.223,39.19109
293.85635,-119.8581,39.24089
296.36417,-120.2885,39.4738
292.09857,-119.9218,39.5239
289.22043,-120.4549,38.57567
297.5173,-120.094,38.62627
290.97824,-120.5208,38.8577
296.3923,-120.1582,38.90858
295.02512,-119.795,38.9581
293.52512,-120.223,39.19109
295.2673,-119.8581,39.24089
295.6345,-120.2885,39.4738
293.81418,-119.9218,39.5239
289.907,-120.4549,38.57567
297.30545,-120.094,38.62627
291.42264,-120.5208,38.8577
295.907,-120.1582,38.90858
292.03983,-119.795,38.9581
292.8289,-120.223,39.19109
292.8914,-119.8581,39.24089
295.25858,-120.2885,39.4738
292.2664,-119.9218,39.5239
288.78085,-120.4549,38.57567
298.10117,-120.094,38.62627
289.88242,-120.5208,38.8577
296.85898,-120.1582,38.90858
295.70273,-119.795,38.9581
293.47617,-120.223,39.19109
295.85898,-119.8581,39.24089
296.4371,-120.2885,39.4738
293.75742,-119.9218,39.5239
287.63715,-120.4549,38.57567
293.94965,-120.094,38.62627
288.20746,-120.5208,38.8577
292.43402,-120.1582,38.90858
290.75433,-119.795,38.9581
289.4809,-120.223,39.19109
290.90277,-119.8581,39.24089
291.70746,-120.2885,39.4738
290.13715,-119.9218,39.5239
288.03418,-120.4549,38.57567
295.52637,-120.094,38.62627
288.6045,-120.5208,38.8577
294.08105,-120.1582,38.90858
292.84668,-119.795,38.9581
290.90918,-120.223,39.19109
292.97168,-119.8581,39.24089
293.1045,-120.2885,39.4738
292.00293,-119.9218,39.5239
288.8278,-120.4549,38.57567
293.2028,-120.094,38.62627
289.60904,-120.5208,38.8577
291.7028,-120.1582,38.90858
289.7809,-119.795,38.9581
290.8278,-120.223,39.19109
290.36685,-119.8581,39.24089
291.06216,-120.2885,39.4738
289.4059,-119.9218,39.5239
291.33105,-120.4549,38.57567
298.2998,-120.094,38.62627
292.667,-120.5208,38.8577
296.417,-120.1582,38.90858
292.30762,-119.795,38.9581
294.9873,-120.223,39.19109
293.167,-119.8581,39.24089
295.88574,-120.2885,39.4738
291.68262,-119.9218,39.5239
291.6647,-120.4549,38.57567
301.88345,-120.094,38.62627
294.2897,-120.5208,38.8577
299.32877,-120.1582,38.90858
293.45377,-119.795,38.9581
297.52408,-120.223,39.19109
294.61002,-119.8581,39.24089
299.14908,-120.2885,39.4738
293.45377,-119.9218,39.5239
293.5983,-120.4549,38.57567
305.23892,-120.094,38.62627
296.05142,-120.5208,38.8577
303.9733,-120.1582,38.90858
297.9733,-119.795,38.9581
300.4186,-120.223,39.19109
299.1686,-119.8581,39.24089
303.19986,-120.2885,39.4738
296.37173,-119.9218,39.5239
292.80234,-120.4549,38.57567
301.3492,-120.094,38.62627
293.68515,-120.5208,38.8577
300.2242,-120.1582,38.90858
297.81796,-119.795,38.9581
296.5914,-120.223,39.19109
298.35703,-119.8581,39.24089
298.8492,-120.2885,39.4738
296.70078,-119.9218,39.5239
283.1364,-120.4549,38.57567
284.7614,-120.094,38.62627
283.28485,-120.5208,38.8577
284.22235,-120.1582,38.90858
283.8708,-119.795,38.9581
283.53485,-120.223,39.19109
283.9333,-119.8581,39.24089
283.91766,-120.2885,39.4738
283.90985,-119.9218,39.5239
283.18503,-120.4549,38.57567
284.26315,-120.094,38.62627
283.20847,-120.5208,38.8577
282.46628,-120.1582,38.90858
279.13815,-119.795,38.9581
282.83347,-120.223,39.19109
281.32565,-119.8581,39.24089
282.37253,-120.2885,39.4738
281.88034,-119.9218,39.5239
286.95154,-120.4549,38.57567
292.82654,-120.094,38.62627
287.96716,-120.5208,38.8577
290.6781,-120.1582,38.90858
285.53748,-119.795,38.9581
289.9828,-120.223,39.19109
286.72498,-119.8581,39.24089
290.3109,-120.2885,39.4738
285.75623,-119.9218,39.5239
288.95264,-120.4549,38.57567
297.312,-120.094,38.62627
291.3745,-120.5208,38.8577
296.1245,-120.1582,38.90858
292.16357,-119.795,38.9581
295.1089,-120.223,39.19109
293.3042,-119.8581,39.24089
296.03076,-120.2885,39.4738
291.6089,-119.9218,39.5239
292.9074,-120.4549,38.57567
299.5324,-120.094,38.62627
295.32147,-120.5208,38.8577
298.2121,-120.1582,38.90858
293.35272,-119.795,38.9581
297.5324,-120.223,39.19109
294.87616,-119.8581,39.24089
298.14178,-120.2885,39.4738
294.0246,-119.9218,39.5239
293.53333,-120.4549,38.57567
299.8849,-120.094,38.62627
294.7755,-120.5208,38.8577
298.9005,-120.1582,38.90858
294.9552,-119.795,38.9581
296.78333,-120.223,39.19109
295.98645,-119.8581,39.24089
298.0255,-120.2885,39.4738
294.93958,-119.9218,39.5239
287.81412,-120.4549,38.57567
290.15005,-120.094,38.62627
287.63443,-120.5208,38.8577
289.02505,-120.1582,38.90858
288.96255,-119.795,38.9581
288.47818,-120.223,39.19109
288.6188,-119.8581,39.24089
288.2438,-120.2885,39.4738
287.70474,-119.9218,39.5239
289.0725,-120.4549,38.57567
290.51,-120.094,38.62627
289.35376,-120.5208,38.8577
288.08032,-120.1582,38.90858
284.23657,-119.795,38.9581
289.4944,-120.223,39.19109
285.885,-119.8581,39.24089
287.8772,-120.2885,39.4738
285.6975,-119.9218,39.5239
294.3494,-120.4549,38.57567
295.21658,-120.094,38.62627
293.99002,-120.5208,38.8577
291.9119,-120.1582,38.90858
287.13065,-119.795,38.9581
293.08377,-120.223,39.19109
288.43533,-119.8581,39.24089
291.40408,-120.2885,39.4738
287.87283,-119.9218,39.5239
294.12518,-120.4549,38.57567
297.33612,-120.094,38.62627
294.80487,-120.5208,38.8577
295.47675,-120.1582,38.90858
290.5158,-119.795,38.9581
295.11737,-120.223,39.19109
291.68768,-119.8581,39.24089
294.84393,-120.2885,39.4738
291.24237,-119.9218,39.5239
292.18234,-120.4549,38.57567
297.01047,-120.094,38.62627
293.20578,-120.5208,38.8577
295.04172,-120.1582,38.90858
290.11203,-119.795,38.9581
294.31516,-120.223,39.19109
291.3464,-119.8581,39.24089
294.89328,-120.2885,39.4738
290.94016,-119.9218,39.5239
292.24774,-120.4549,38.57567
296.38837,-120.094,38.62627
292.57587,-120.5208,38.8577
296.05243,-120.1582,38.90858
292.73993,-119.795,38.9581
294.42743,-120.223,39.19109
294.10712,-119.8581,39.24089
295.93524,-120.2885,39.4738
293.904,-119.9218,39.5239
292.50485,-120.4549,38.57567
297.52048,-120.094,38.62627
292.99704,-120.5208,38.8577
296.58298,-120.1582,38.90858
293.32516,-119.795,38.9581
294.82516,-120.223,39.19109
294.30954,-119.8581,39.24089
296.36423,-120.2885,39.4738
293.73923,-119.9218,39.5239
292.52194,-120.4549,38.57567
298.21725,-120.094,38.62627
293.02975,-120.5208,38.8577
296.82663,-120.1582,38.90858
295.29538,-119.795,38.9581
294.98288,-120.223,39.19109
295.59225,-119.8581,39.24089
295.98288,-120.2885,39.4738
294.76413,-119.9218,39.5239
291.71695,-120.4549,38.57567
295.45914,-120.094,38.62627
292.03726,-120.5208,38.8577
293.41226,-120.1582,38.90858
290.95914,-119.795,38.9581
293.17007,-120.223,39.19109
291.40445,-119.8581,39.24089
292.77164,-120.2885,39.4738
290.72476,-119.9218,39.5239
291.52808,-120.4549,38.57567
296.0046,-120.094,38.62627
292.19995,-120.5208,38.8577
293.3796,-120.1582,38.90858
287.83276,-119.795,38.9581
293.02023,-120.223,39.19109
288.9265,-119.8581,39.24089
292.5515,-120.2885,39.4738
288.08276,-119.9218,39.5239
290.7535,-120.4549,38.57567
294.48007,-120.094,38.62627
291.066,-120.5208,38.8577
293.14413,-120.1582,38.90858
288.36288,-119.795,38.9581
292.13632,-120.223,39.19109
289.01913,-119.8581,39.24089
293.0035,-120.2885,39.4738
288.15976,-119.9218,39.5239
292.05957,-120.4549,38.57567
294.88766,-120.094,38.62627
292.47363,-120.5208,38.8577
293.2939,-120.1582,38.90858
288.19238,-119.795,38.9581
293.3564,-120.223,39.19109
289.458,-119.8581,39.24089
292.9502,-120.2885,39.4738
288.81738,-119.9218,39.5239
294.10864,-120.4549,38.57567
296.06177,-120.094,38.62627
294.35864,-120.5208,38.8577
295.17896,-120.1582,38.90858
290.6711,-119.795,38.9581
295.04614,-120.223,39.19109
292.00705,-119.8581,39.24089
295.34302,-120.2885,39.4738
291.56174,-119.9218,39.5239
295.0963,-120.4549,38.57567
297.1432,-120.094,38.62627
295.51038,-120.5208,38.8577
295.9635,-120.1582,38.90858
292.67444,-119.795,38.9581
296.00256,-120.223,39.19109
293.69788,-119.8581,39.24089
296.2213,-120.2885,39.4738
293.49475,-119.9218,39.5239
291.47244,-120.4549,38.57567
296.90994,-120.094,38.62627
292.73807,-120.5208,38.8577
296.55838,-120.1582,38.90858
293.36307,-119.795,38.9581
295.51932,-120.223,39.19109
294.9412,-119.8581,39.24089
296.92557,-120.2885,39.4738
295.11307,-119.9218,39.5239
291.37418,-120.4549,38.57567
296.05386,-120.094,38.62627
291.87418,-120.5208,38.8577
294.37418,-120.1582,38.90858
291.9601,-119.795,38.9581
293.6476,-120.223,39.19109
292.5851,-119.8581,39.24089
293.55386,-120.2885,39.4738
291.78824,-119.9218,39.5239
294.80527,-120.4549,38.57567
296.9537,-120.094,38.62627
294.85214,-120.5208,38.8577
294.5084,-120.1582,38.90858
289.66464,-119.795,38.9581
294.83652,-120.223,39.19109
291.00058,-119.8581,39.24089
294.04745,-120.2885,39.4738
291.3912,-119.9218,39.5239
295.9896,-120.4549,38.57567
300.40366,-120.094,38.62627
296.88022,-120.5208,38.8577
298.78647,-120.1582,38.90858
292.44272,-119.795,38.9581
297.8646,-120.223,39.19109
294.10678,-119.8581,39.24089
298.52084,-120.2885,39.4738
293.01303,-119.9218,39.5239
296.01453,-120.4549,38.57567
300.7567,-120.094,38.62627
296.85828,-120.5208,38.8577
299.57703,-120.1582,38.90858
294.65515,-119.795,38.9581
299.02234,-120.223,39.19109
295.95203,-119.8581,39.24089
299.53015,-120.2885,39.4738
296.10828,-119.9218,39.5239
296.33484,-120.4549,38.57567
300.8114,-120.094,38.62627
297.13953,-120.5208,38.8577
300.20984,-120.1582,38.90858
295.16296,-119.795,38.9581
299.26453,-120.223,39.19109
296.72546,-119.8581,39.24089
300.15515,-120.2885,39.4738
296.77234,-119.9218,39.5239
295.07693,-120.4549,38.57567
299.2332,-120.094,38.62627
295.07693,-120.5208,38.8577
298.77225,-120.1582,38.90858
297.1785,-119.795,38.9581
297.21756,-120.223,39.19109
297.89725,-119.8581,39.24089
298.2488,-120.2885,39.4738
298.03787,-119.9218,39.5239
287.44238,-120.4549,38.57567
291.54395,-120.094,38.62627
288.21582,-120.5208,38.8577
290.60645,-120.1582,38.90858
291.1377,-119.795,38.9581
289.75488,-120.223,39.19109
290.66895,-119.8581,39.24089
290.1455,-120.2885,39.4738
290.34863,-119.9218,39.5239
287.88605,-120.4549,38.57567
288.51886,-120.094,38.62627
287.6126,-120.5208,38.8577
287.13605,-120.1582,38.90858
285.7376,-119.795,38.9581
287.77667,-120.223,39.19109
286.31573,-119.8581,39.24089
287.02667,-120.2885,39.4738
286.3626,-119.9218,39.5239
295.9686,-120.4549,38.57567
297.1639,-120.094,38.62627
