gflux,lon,lat
2.1211948,-120.094,38.62627
3.2227573,-120.5208,38.8577
3.3555698,-120.1582,38.90858
3.7227573,-119.795,38.9581
5.9571323,-120.223,39.19109
18.35557,-119.8581,39.24089
2.9415073,-120.2885,39.4738
14.246197,-119.9218,39.5239
3.10153,-120.4549,38.57567
1.8046551,-120.094,38.62627
0.5702801,-120.5208,38.8577
1.7890301,-120.1582,38.90858
2.69528,-119.795,38.9581
1.8359051,-120.223,39.19109
2.91403,-119.8581,39.24089
1.2812176,-120.2885,39.4738
0.10934448,-119.9218,39.5239
5.963909,-120.4549,38.57567
2.4326591,-120.094,38.62627
7.745159,-120.5208,38.8577
2.2529716,-120.1582,38.90858
2.9092216,-119.795,38.9581
5.5498466,-120.223,39.19109
11.956097,-119.8581,39.24089
1.7373466,-120.2885,39.4738
-1.6845284,-119.9218,39.5239
3.524498,-120.4549,38.57567
2.586998,-120.094,38.62627
-0.21768951,-120.5208,38.8577
2.4073105,-120.1582,38.90858
2.9385605,-119.795,38.9581
4.868248,-120.223,39.19109
12.6885605,-119.8581,39.24089
1.8760605,-120.2885,39.4738
13.3604355,-119.9218,39.5239
6.0119076,-120.4549,38.57567
3.0744076,-120.094,38.62627
14.89472,-120.5208,38.8577
2.8400326,-120.1582,38.90858
5.9181576,-119.795,38.9581
4.1681576,-120.223,39.19109
14.76972,-119.8581,39.24089
3.347845,-120.2885,39.4738
10.019714,-119.9218,39.5239
2.9406261,-120.4549,38.57567
2.9718761,-120.094,38.62627
5.503126,-120.5208,38.8577
1.2687511,-120.1582,38.90858
3.1359386,-119.795,38.9581
2.1125011,-120.223,39.19109
3.2296886,-119.8581,39.24089
1.3781261,-120.2885,39.4738
-6.2078114,-119.9218,39.5239
10.690859,-120.4549,38.57567
5.1517963,-120.094,38.62627
13.581484,-120.5208,38.8577
2.3705463,-120.1582,38.90858
6.831484,-119.795,38.9581
4.034609,-120.223,39.19109
8.487734,-119.8581,39.24089
2.2924213,-120.2885,39.4738
1.9174194,-119.9218,39.5239
3.6490936,-120.4549,38.57567
4.0865936,-120.094,38.62627
1.1647186,-120.5208,38.8577
1.9069061,-120.1582,38.90858
4.953781,-119.795,38.9581
2.8131561,-120.223,39.19109
8.789719,-119.8581,39.24089
2.0162811,-120.2885,39.4738
11.953783,-119.9218,39.5239
-0.75118256,-120.4549,38.57567
3.241005,-120.094,38.62627
-5.68087,-120.5208,38.8577
1.4519424,-120.1582,38.90858
3.147255,-119.795,38.9581
1.3738174,-120.223,39.19109
7.6081924,-119.8581,39.24089
1.41288,-120.2885,39.4738
7.7019424,-119.9218,39.5239
16.063526,-120.4549,38.57567
3.7900887,-120.094,38.62627
9.579151,-120.5208,38.8577
2.3682137,-120.1582,38.90858
7.469776,-119.795,38.9581
3.6104012,-120.223,39.19109
22.235401,-119.8581,39.24089
2.4697762,-120.2885,39.4738
-0.030223846,-119.9218,39.5239
1.8859653,-120.4549,38.57567
3.8156528,-120.094,38.62627
0.94846535,-120.5208,38.8577
1.2531528,-120.1582,38.90858
4.4015903,-119.795,38.9581
0.78440285,-120.223,39.19109
4.7453403,-119.8581,39.24089
1.6281528,-120.2885,39.4738
-9.496847,-119.9218,39.5239
1.267746,-120.4549,38.57567
2.3224335,-120.094,38.62627
0.9005585,-120.5208,38.8577
1.2755585,-120.1582,38.90858
3.6193085,-119.795,38.9581
0.7130585,-120.223,39.19109
10.361496,-119.8581,39.24089
1.767746,-120.2885,39.4738
25.595871,-119.9218,39.5239
3.3638325,-120.4549,38.57567
1.54352,-120.094,38.62627
-3.67523,-120.5208,38.8577
1.059145,-120.1582,38.90858
3.2388325,-119.795,38.9581
0.7232075,-120.223,39.19109
3.0044575,-119.8581,39.24089
1.215395,-120.2885,39.4738
-9.972105,-119.9218,39.5239
0.98799515,-120.4549,38.57567
2.8551826,-120.094,38.62627
-14.129192,-120.5208,38.8577
1.1520576,-120.1582,38.90858
3.7770576,-119.795,38.9581
0.58955765,-120.223,39.19109
4.5895576,-119.8581,39.24089
1.6208076,-120.2885,39.4738
9.175495,-119.9218,39.5239
2.4590816,-120.4549,38.57567
1.7012691,-120.094,38.62627
-1.4393559,-120.5208,38.8577
0.56845665,-120.1582,38.90858
1.1778316,-119.795,38.9581
0.34189415,-120.223,39.19109
-11.853418,-119.8581,39.24089
0.40439415,-120.2885,39.4738
-13.837793,-119.9218,39.5239
1.2334023,-120.4549,38.57567
1.0693398,-120.094,38.62627
8.170902,-120.5208,38.8577
0.97558975,-120.1582,38.90858
1.1084023,-119.795,38.9581
0.59277725,-120.223,39.19109
6.8662148,-119.8581,39.24089
0.78027725,-120.2885,39.4738
-13.313473,-119.9218,39.5239
1.1846867,-120.4549,38.57567
0.50499916,-120.094,38.62627
-7.120001,-120.5208,38.8577
0.30968666,-120.1582,38.90858
0.25499916,-119.795,38.9581
0.27843666,-120.223,39.19109
-8.182501,-119.8581,39.24089
0.14562416,-120.2885,39.4738
-21.37,-119.9218,39.5239
0.93582916,-120.4549,38.57567
0.88114166,-120.094,38.62627
-5.751671,-120.5208,38.8577
0.92020416,-120.1582,38.90858
0.73270416,-119.795,38.9581
0.67801666,-120.223,39.19109
-3.7438583,-119.8581,39.24089
0.81864166,-120.2885,39.4738
-22.759483,-119.9218,39.5239
-1.4108734,-120.4549,38.57567
0.2610016,-120.094,38.62627
-2.934311,-120.5208,38.8577
0.3000641,-120.1582,38.90858
0.003189087,-119.795,38.9581
0.2688141,-120.223,39.19109
-11.160873,-119.8581,39.24089
0.026626587,-120.2885,39.4738
-24.660873,-119.9218,39.5239
-1.8191795,-120.4549,38.57567
0.89175797,-120.094,38.62627
-2.9754295,-120.5208,38.8577
0.74332047,-120.1582,38.90858
1.0245705,-119.795,38.9581
2.3370705,-120.223,39.19109
3.2901955,-119.8581,39.24089
0.63394547,-120.2885,39.4738
0.93081856,-119.9218,39.5239
-2.0501137,-120.4549,38.57567
0.23113632,-120.094,38.62627
3.9030113,-120.5208,38.8577
0.18426132,-120.1582,38.90858
0.035823822,-119.795,38.9581
0.26238632,-120.223,39.19109
-3.5579262,-119.8581,39.24089
-0.050113678,-120.2885,39.4738
-8.315739,-119.9218,39.5239
0.22882843,-120.4549,38.57567
1.5413284,-120.094,38.62627
1.3616409,-120.5208,38.8577
1.3225784,-120.1582,38.90858
1.4241409,-119.795,38.9581
4.002266,-120.223,39.19109
3.236641,-119.8581,39.24089
0.98664093,-120.2885,39.4738
7.3382053,-119.9218,39.5239
1.5082016,-120.4549,38.57567
1.1566391,-120.094,38.62627
1.5003891,-120.5208,38.8577
0.8832016,-120.1582,38.90858
0.9222641,-119.795,38.9581
2.750389,-120.223,39.19109
5.6800766,-119.8581,39.24089
0.5785141,-120.2885,39.4738
-15.632423,-119.9218,39.5239
-1.719511,-120.4549,38.57567
1.624239,-120.094,38.62627
0.48361397,-120.5208,38.8577
1.5383015,-120.1582,38.90858
1.842989,-119.795,38.9581
2.8820515,-120.223,39.19109
17.967989,-119.8581,39.24089
1.3976765,-120.2885,39.4738
3.467989,-119.9218,39.5239
-9.430231,-120.4549,38.57567
0.9057064,-120.094,38.62627
-11.172419,-120.5208,38.8577
0.8119564,-120.1582,38.90858
1.0385189,-119.795,38.9581
0.4213314,-120.223,39.19109
-15.164606,-119.8581,39.24089
0.5853939,-120.2885,39.4738
-20.906794,-119.9218,39.5239
-2.3488655,-120.4549,38.57567
1.033947,-120.094,38.62627
-2.794178,-120.5208,38.8577
1.033947,-120.1582,38.90858
1.5105095,-119.795,38.9581
-0.716053,-120.223,39.19109
-3.262928,-119.8581,39.24089
2.174572,-120.2885,39.4738
-9.950428,-119.9218,39.5239
0.32780075,-120.4549,38.57567
0.71842575,-120.094,38.62627
-2.6878242,-120.5208,38.8577
0.89030075,-120.1582,38.90858
0.74186325,-119.795,38.9581
-3.5628242,-120.223,39.19109
0.60123825,-119.8581,39.24089
2.3434258,-120.2885,39.4738
-10.133137,-119.9218,39.5239
11.8649025,-120.4549,38.57567
0.7399025,-120.094,38.62627
12.8492775,-120.5208,38.8577
1.0367775,-120.1582,38.90858
0.9586525,-119.795,38.9581
6.48209,-120.223,39.19109
7.8961525,-119.8581,39.24089
5.3180275,-120.2885,39.4738
10.997715,-119.9218,39.5239
27.297228,-120.4549,38.57567
3.7894154,-120.094,38.62627
33.96129,-120.5208,38.8577
3.3128529,-120.1582,38.90858
4.2581654,-119.795,38.9581
26.89879,-120.223,39.19109
25.062853,-119.8581,39.24089
29.812853,-120.2885,39.4738
36.726913,-119.9218,39.5239
19.477894,-120.4549,38.57567
3.7903938,-120.094,38.62627
16.321644,-120.5208,38.8577
2.9935188,-120.1582,38.90858
6.0482063,-119.795,38.9581
18.266956,-120.223,39.19109
33.75914,-119.8581,39.24089
25.548206,-120.2885,39.4738
19.056019,-119.9218,39.5239
-15.173977,-120.4549,38.57567
2.0525856,-120.094,38.62627
-17.939602,-120.5208,38.8577
1.9197731,-120.1582,38.90858
3.513523,-119.795,38.9581
-0.6114769,-120.223,39.19109
1.4353981,-119.8581,39.24089
2.8025856,-120.2885,39.4738
-0.1817894,-119.9218,39.5239
-22.214401,-120.4549,38.57567
1.0434113,-120.094,38.62627
-22.206589,-120.5208,38.8577
0.84809875,-120.1582,38.90858
1.5668488,-119.795,38.9581
-14.878464,-120.223,39.19109
-21.042526,-119.8581,39.24089
-12.065964,-120.2885,39.4738
-27.761276,-119.9218,39.5239
-8.349743,-120.4549,38.57567
2.0643196,-120.094,38.62627
-5.5606804,-120.5208,38.8577
1.5408821,-120.1582,38.90858
2.806507,-119.795,38.9581
-11.74818,-120.223,39.19109
1.3846321,-119.8581,39.24089
-4.834118,-120.2885,39.4738
-11.87318,-119.9218,39.5239
4.206995,-120.4549,38.57567
1.9804325,-120.094,38.62627
8.2773075,-120.5208,38.8577
1.53512,-120.1582,38.90858
2.081995,-119.795,38.9581
-1.0351925,-120.223,39.19109
-2.043005,-119.8581,39.24089
3.0898075,-120.2885,39.4738
-1.355505,-119.9218,39.5239
8.2862,-120.4549,38.57567
5.5518246,-120.094,38.62627
10.0987,-120.5208,38.8577
2.950262,-120.1582,38.90858
3.590887,-119.795,38.9581
21.184637,-120.223,39.19109
12.145575,-119.8581,39.24089
27.864325,-120.2885,39.4738
4.950262,-119.9218,39.5239
2.8584137,-120.4549,38.57567
5.147476,-120.094,38.62627
0.8740387,-120.5208,38.8577
3.0381012,-120.1582,38.90858
7.6396637,-119.795,38.9581
4.741226,-120.223,39.19109
21.436539,-119.8581,39.24089
17.381851,-120.2885,39.4738
9.303724,-119.9218,39.5239
-12.987156,-120.4549,38.57567
4.481594,-120.094,38.62627
-11.760593,-120.5208,38.8577
1.8644066,-120.1582,38.90858
7.090969,-119.795,38.9581
-6.877781,-120.223,39.19109
10.130032,-119.8581,39.24089
7.215969,-120.2885,39.4738
-2.1043434,-119.9218,39.5239
-5.2286263,-120.4549,38.57567
4.4354362,-120.094,38.62627
-5.5255013,-120.5208,38.8577
2.5526237,-120.1582,38.90858
4.5526237,-119.795,38.9581
-3.5098763,-120.223,39.19109
-2.4630013,-119.8581,39.24089
1.2166862,-120.2885,39.4738
-10.728624,-119.9218,39.5239
7.213789,-120.4549,38.57567
4.979414,-120.094,38.62627
7.7997265,-120.5208,38.8577
2.245039,-120.1582,38.90858
4.823164,-119.795,38.9581
3.995039,-120.223,39.19109
4.354414,-119.8581,39.24089
8.151289,-120.2885,39.4738
-2.754963,-119.9218,39.5239
-3.212864,-120.4549,38.57567
3.7324486,-120.094,38.62627
-3.665989,-120.5208,38.8577
2.3261986,-120.1582,38.90858
2.693386,-119.795,38.9581
-3.384739,-120.223,39.19109
-5.5644264,-119.8581,39.24089
0.7949486,-120.2885,39.4738
-8.642551,-119.9218,39.5239
1.876585,-120.4549,38.57567
3.36096,-120.094,38.62627
3.1500225,-120.5208,38.8577
2.20471,-120.1582,38.90858
1.220335,-119.795,38.9581
2.1500225,-120.223,39.19109
-3.4437275,-119.8581,39.24089
2.5093975,-120.2885,39.4738
-5.3968506,-119.9218,39.5239
-3.6328545,-120.4549,38.57567
0.12495804,-120.094,38.62627
-5.734417,-120.5208,38.8577
0.24995804,-120.1582,38.90858
-2.390667,-119.795,38.9581
-13.398479,-120.223,39.19109
-14.015667,-119.8581,39.24089
-10.953167,-120.2885,39.4738
-8.421917,-119.9218,39.5239
0.77524376,-120.4549,38.57567
4.5408688,-120.094,38.62627
0.73618126,-120.5208,38.8577
2.9002438,-120.1582,38.90858
3.6111813,-119.795,38.9581
2.3064938,-120.223,39.19109
7.5721188,-119.8581,39.24089
17.220556,-120.2885,39.4738
3.93149,-119.9218,39.5239
10.077881,-120.4549,38.57567
5.202881,-120.094,38.62627
8.820068,-120.5208,38.8577
3.4138184,-120.1582,38.90858
6.031006,-119.795,38.9581
9.218506,-120.223,39.19109
18.491943,-119.8581,39.24089
15.163818,-120.2885,39.4738
6.765381,-119.9218,39.5239
7.3920135,-120.4549,38.57567
5.759199,-120.094,38.62627
4.7670116,-120.5208,38.8577
2.7279491,-120.1582,38.90858
5.9545116,-119.795,38.9581
8.134199,-120.223,39.19109
9.821699,-119.8581,39.24089
11.977949,-120.2885,39.4738
2.2826385,-119.9218,39.5239
-6.9541645,-120.4549,38.57567
4.709898,-120.094,38.62627
-9.1885395,-120.5208,38.8577
3.225523,-120.1582,38.90858
4.6552105,-119.795,38.9581
-0.211977,-120.223,39.19109
0.9208355,-119.8581,39.24089
3.1864605,-120.2885,39.4738
-5.758852,-119.9218,39.5239
-8.907309,-120.4549,38.57567
2.663004,-120.094,38.62627
-7.086996,-120.5208,38.8577
1.9364414,-120.1582,38.90858
1.9520664,-119.795,38.9581
-8.063559,-120.223,39.19109
-12.282309,-119.8581,39.24089
-2.9854336,-120.2885,39.4738
-9.555746,-119.9218,39.5239
-1.715416,-120.4549,38.57567
0.76895905,-120.094,38.62627
-3.262291,-120.5208,38.8577
1.128334,-120.1582,38.90858
-1.434166,-119.795,38.9581
-11.691978,-120.223,39.19109
-7.0357285,-119.8581,39.24089
-5.887291,-120.2885,39.4738
-13.348228,-119.9218,39.5239
2.3382206,-120.4549,38.57567
2.721033,-120.094,38.62627
1.3772831,-120.5208,38.8577
2.1975956,-120.1582,38.90858
0.1350956,-119.795,38.9581
-4.200842,-120.223,39.19109
-15.396154,-119.8581,39.24089
0.9710331,-120.2885,39.4738
-3.0992794,-119.9218,39.5239
-1.0089455,-120.4549,38.57567
2.858242,-120.094,38.62627
-0.61832047,-120.5208,38.8577
2.7410545,-120.1582,38.90858
2.264492,-119.795,38.9581
3.1160545,-120.223,39.19109
-0.38394547,-119.8581,39.24089
8.701992,-120.2885,39.4738
2.670742,-119.9218,39.5239
-8.856388,-120.4549,38.57567
0.9248619,-120.094,38.62627
-6.3798256,-120.5208,38.8577
2.268612,-120.1582,38.90858
4.4014244,-119.795,38.9581
-8.223576,-120.223,39.19109
4.096737,-119.8581,39.24089
1.6436119,-120.2885,39.4738
-0.5048256,-119.9218,39.5239
-0.8388977,-120.4549,38.57567
-1.0732727,-120.094,38.62627
-4.362335,-120.5208,38.8577
-0.049835205,-120.1582,38.90858
0.7236023,-119.795,38.9581
-11.526398,-120.223,39.19109
-23.026398,-119.8581,39.24089
-15.463898,-120.2885,39.4738
-13.956087,-119.9218,39.5239
-4.0453453,-120.4549,38.57567
-2.3812828,-120.094,38.62627
