gflux,lon,lat
-4.1078453,-120.5208,38.8577
1.1343422,-120.1582,38.90858
-0.4437828,-119.795,38.9581
-5.5765953,-120.223,39.19109
-11.928158,-119.8581,39.24089
-9.709408,-120.2885,39.4738
-4.896908,-119.9218,39.5239
-0.62836266,-120.4549,38.57567
0.70757484,-120.094,38.62627
-0.48773766,-120.5208,38.8577
1.1763248,-120.1582,38.90858
-0.71430016,-119.795,38.9581
-1.1986752,-120.223,39.19109
-20.7143,-119.8581,39.24089
-4.8393,-120.2885,39.4738
-10.604925,-119.9218,39.5239
-1.8125057,-120.4549,38.57567
-0.007818222,-120.094,38.62627
-1.3281307,-120.5208,38.8577
0.47655678,-120.1582,38.90858
-3.7421932,-119.795,38.9581
-7.710943,-120.223,39.19109
-18.085943,-119.8581,39.24089
-9.101568,-120.2885,39.4738
-1.8671913,-119.9218,39.5239
12.38887,-120.4549,38.57567
3.2951202,-120.094,38.62627
12.38887,-120.5208,38.8577
2.5919952,-120.1582,38.90858
2.9201202,-119.795,38.9581
21.98262,-120.223,39.19109
9.13887,-119.8581,39.24089
15.26387,-120.2885,39.4738
34.349808,-119.9218,39.5239
8.794382,-120.4549,38.57567
5.4271946,-120.094,38.62627
6.5053196,-120.5208,38.8577
4.106882,-120.1582,38.90858
6.6146946,-119.795,38.9581
15.239695,-120.223,39.19109
12.770945,-119.8581,39.24089
15.763132,-120.2885,39.4738
-0.2134304,-119.9218,39.5239
-21.456856,-120.4549,38.57567
-0.8162308,-120.094,38.62627
-19.714668,-120.5208,38.8577
0.9415817,-120.1582,38.90858
1.3322067,-119.795,38.9581
-30.675606,-120.223,39.19109
-10.300606,-119.8581,39.24089
-9.230293,-120.2885,39.4738
-14.534983,-119.9218,39.5239
-8.005146,-120.4549,38.57567
-7.567646,-120.094,38.62627
-7.7473335,-120.5208,38.8577
0.33079147,-120.1582,38.90858
-11.372334,-119.795,38.9581
-7.7160835,-120.223,39.19109
-22.731709,-119.8581,39.24089
-18.622334,-120.2885,39.4738
-18.247332,-119.9218,39.5239
-1.1265182,-120.4549,38.57567
-1.1655807,-120.094,38.62627
-0.68901825,-120.5208,38.8577
-0.69683075,-120.1582,38.90858
-4.4624557,-119.795,38.9581
-3.1890182,-120.223,39.19109
-15.321831,-119.8581,39.24089
-11.603081,-120.2885,39.4738
-11.774956,-119.9218,39.5239
-1.8015518,-120.4549,38.57567
-1.9890518,-120.094,38.62627
-1.2312393,-120.5208,38.8577
-1.9499893,-120.1582,38.90858
-7.379677,-119.795,38.9581
-6.2156143,-120.223,39.19109
-18.19999,-119.8581,39.24089
-19.29374,-120.2885,39.4738
-4.7468624,-119.9218,39.5239
16.304781,-120.4549,38.57567
2.2969685,-120.094,38.62627
17.109468,-120.5208,38.8577
2.101656,-120.1582,38.90858
2.3125935,-119.795,38.9581
21.851656,-120.223,39.19109
4.3125935,-119.8581,39.24089
6.8750935,-120.2885,39.4738
14.804781,-119.9218,39.5239
-3.7170906,-120.4549,38.57567
4.2985344,-120.094,38.62627
-3.3264656,-120.5208,38.8577
3.4860344,-120.1582,38.90858
2.931347,-119.795,38.9581
0.6032219,-120.223,39.19109
-0.4827156,-119.8581,39.24089
0.5016594,-120.2885,39.4738
-8.381153,-119.9218,39.5239
-2.9165707,-120.4549,38.57567
4.341242,-120.094,38.62627
-3.1353207,-120.5208,38.8577
4.372492,-120.1582,38.90858
-1.9634457,-119.795,38.9581
0.68499184,-120.223,39.19109
-3.1196957,-119.8581,39.24089
2.7709293,-120.2885,39.4738
0.85686684,-119.9218,39.5239
-7.3836613,-120.4549,38.57567
1.7882137,-120.094,38.62627
-6.344599,-120.5208,38.8577
1.5304012,-120.1582,38.90858
-2.5008488,-119.795,38.9581
-7.1649113,-120.223,39.19109
-13.657099,-119.8581,39.24089
-5.9305363,-120.2885,39.4738
-8.774286,-119.9218,39.5239
-5.139126,-120.4549,38.57567
-3.0922508,-120.094,38.62627
-3.4516258,-120.5208,38.8577
-2.5688133,-120.1582,38.90858
-6.482876,-119.795,38.9581
-9.271938,-120.223,39.19109
-14.014126,-119.8581,39.24089
-15.904751,-120.2885,39.4738
-11.326628,-119.9218,39.5239
2.7881222,-120.4549,38.57567
-1.2743778,-120.094,38.62627
-3.8368778,-120.5208,38.8577
-0.26656532,-120.1582,38.90858
-4.836878,-119.795,38.9581
-6.0165653,-120.223,39.19109
-12.227503,-119.8581,39.24089
-14.633753,-120.2885,39.4738
-3.0478153,-119.9218,39.5239
-2.2199764,-120.4549,38.57567
1.2253361,-120.094,38.62627
0.9050236,-120.5208,38.8577
0.15502357,-120.1582,38.90858
-0.5402889,-119.795,38.9581
2.5143986,-120.223,39.19109
-2.899664,-119.8581,39.24089
4.1237736,-120.2885,39.4738
-1.3840427,-119.9218,39.5239
16.599943,-120.4549,38.57567
2.1780682,-120.094,38.62627
20.201506,-120.5208,38.8577
1.3655682,-120.1582,38.90858
2.0608807,-119.795,38.9581
7.974943,-120.223,39.19109
7.5140057,-119.8581,39.24089
8.451506,-120.2885,39.4738
19.81088,-119.9218,39.5239
10.906052,-120.4549,38.57567
0.82792664,-120.094,38.62627
9.273239,-120.5208,38.8577
1.1091766,-120.1582,38.90858
2.5232391,-119.795,38.9581
1.3279266,-120.223,39.19109
9.570114,-119.8581,39.24089
2.1560516,-120.2885,39.4738
8.109177,-119.9218,39.5239
2.6405907,-120.4549,38.57567
0.40621567,-120.094,38.62627
1.6093407,-120.5208,38.8577
0.86715317,-120.1582,38.90858
2.2187157,-119.795,38.9581
1.4609032,-120.223,39.19109
4.7187157,-119.8581,39.24089
1.4765282,-120.2885,39.4738
-5.1094093,-119.9218,39.5239
-0.13269615,-120.4549,38.57567
0.94542885,-120.094,38.62627
4.289179,-120.5208,38.8577
1.6563663,-120.1582,38.90858
3.4298038,-119.795,38.9581
2.1485538,-120.223,39.19109
3.1641788,-119.8581,39.24089
2.1641788,-120.2885,39.4738
2.3907413,-119.9218,39.5239
11.238386,-120.4549,38.57567
1.5430737,-120.094,38.62627
6.3555737,-120.5208,38.8577
3.2774487,-120.1582,38.90858
5.5118237,-119.795,38.9581
3.5743237,-120.223,39.19109
20.222761,-119.8581,39.24089
3.9649487,-120.2885,39.4738
20.199326,-119.9218,39.5239
-3.3382854,-120.4549,38.57567
1.9429646,-120.094,38.62627
-8.049223,-120.5208,38.8577
3.1460896,-120.1582,38.90858
3.1617146,-119.795,38.9581
4.450777,-120.223,39.19109
-3.4320354,-119.8581,39.24089
4.6148396,-120.2885,39.4738
-10.299223,-119.9218,39.5239
-4.94631,-120.4549,38.57567
3.0146275,-120.094,38.62627
1.756815,-120.5208,38.8577
15.202126,-120.1582,38.90858
3.631815,-119.795,38.9581
2.6552525,-120.223,39.19109
8.655252,-119.8581,39.24089
11.858377,-120.2885,39.4738
4.209938,-119.9218,39.5239
4.2214336,-120.4549,38.57567
3.1823711,-120.094,38.62627
-5.1066914,-120.5208,38.8577
1.1042461,-120.1582,38.90858
2.8854961,-119.795,38.9581
-3.1379414,-120.223,39.19109
-12.833254,-119.8581,39.24089
-0.05200386,-120.2885,39.4738
-8.981693,-119.9218,39.5239
-5.1599045,-120.4549,38.57567
3.5275955,-120.094,38.62627
-5.1442795,-120.5208,38.8577
1.207283,-120.1582,38.90858
2.7463455,-119.795,38.9581
-6.277092,-120.223,39.19109
-17.948967,-119.8581,39.24089
-2.011467,-120.2885,39.4738
-7.4724045,-119.9218,39.5239
7.410677,-120.4549,38.57567
2.9184895,-120.094,38.62627
0.30911446,-120.5208,38.8577
1.191927,-120.1582,38.90858
2.2778645,-119.795,38.9581
0.67630196,-120.223,39.19109
-12.667448,-119.8581,39.24089
2.1528645,-120.2885,39.4738
-2.636198,-119.9218,39.5239
9.708614,-120.4549,38.57567
1.4586143,-120.094,38.62627
12.880489,-120.5208,38.8577
0.72423935,-120.1582,38.90858
2.2867393,-119.795,38.9581
3.8101768,-120.223,39.19109
2.3179893,-119.8581,39.24089
4.3179893,-120.2885,39.4738
4.591427,-119.9218,39.5239
-0.62077904,-120.4549,38.57567
1.4651585,-120.094,38.62627
-0.68327904,-120.5208,38.8577
0.71515846,-120.1582,38.90858
1.2307835,-119.795,38.9581
2.4651585,-120.223,39.19109
7.9495335,-119.8581,39.24089
6.582346,-120.2885,39.4738
15.910471,-119.9218,39.5239
3.9938507,-120.4549,38.57567
3.1188507,-120.094,38.62627
4.3219757,-120.5208,38.8577
1.6501007,-120.1582,38.90858
3.4704132,-119.795,38.9581
6.486038,-120.223,39.19109
15.181351,-119.8581,39.24089
11.587601,-120.2885,39.4738
13.228226,-119.9218,39.5239
0.11334419,-120.4549,38.57567
4.972719,-120.094,38.62627
2.9492817,-120.5208,38.8577
2.0586567,-120.1582,38.90858
6.1836567,-119.795,38.9581
5.957094,-120.223,39.19109
8.433657,-119.8581,39.24089
11.714907,-120.2885,39.4738
3.7461586,-119.9218,39.5239
-1.7230644,-120.4549,38.57567
4.3238106,-120.094,38.62627
-5.934002,-120.5208,38.8577
1.3081856,-120.1582,38.90858
2.0581856,-119.795,38.9581
0.7066231,-120.223,39.19109
-4.5511894,-119.8581,39.24089
0.08943558,-120.2885,39.4738
-25.01994,-119.9218,39.5239
-1.8237228,-120.4549,38.57567
2.0278397,-120.094,38.62627
-2.5580978,-120.5208,38.8577
0.62940216,-120.1582,38.90858
-5.542473,-119.795,38.9581
-3.5893478,-120.223,39.19109
-19.581535,-119.8581,39.24089
-5.089348,-120.2885,39.4738
-11.37841,-119.9218,39.5239
-4.755968,-120.4549,38.57567
0.048719406,-120.094,38.62627
-9.021593,-120.5208,38.8577
0.7909069,-120.1582,38.90858
-8.662218,-119.795,38.9581
-7.3419056,-120.223,39.19109
-20.98253,-119.8581,39.24089
-12.185656,-120.2885,39.4738
-6.459093,-119.9218,39.5239
-5.42914,-120.4549,38.57567
-7.9838276,-120.094,38.62627
-1.9916401,-120.5208,38.8577
0.10210991,-120.1582,38.90858
-17.05414,-119.795,38.9581
-8.796328,-120.223,39.19109
-39.296326,-119.8581,39.24089
-28.061953,-120.2885,39.4738
-10.765078,-119.9218,39.5239
-4.346483,-120.4549,38.57567
-1.6277332,-120.094,38.62627
-5.377733,-120.5208,38.8577
0.28632927,-120.1582,38.90858
-9.127733,-119.795,38.9581
-4.4480457,-120.223,39.19109
-20.46367,-119.8581,39.24089
-19.987108,-120.2885,39.4738
-1.6042957,-119.9218,39.5239
4.4093304,-120.4549,38.57567
4.104643,-120.094,38.62627
8.510893,-120.5208,38.8577
1.4640179,-120.1582,38.90858
4.589018,-119.795,38.9581
10.151518,-120.223,39.19109
11.010893,-119.8581,39.24089
7.9093304,-120.2885,39.4738
4.456209,-119.9218,39.5239
2.4266453,-120.4549,38.57567
2.3328953,-120.094,38.62627
8.66102,-120.5208,38.8577
1.3172703,-120.1582,38.90858
0.38758278,-119.795,38.9581
3.2703953,-120.223,39.19109
-0.9561672,-119.8581,39.24089
2.2547703,-120.2885,39.4738
-5.5342884,-119.9218,39.5239
6.0507755,-120.4549,38.57567
3.0351505,-120.094,38.62627
4.7070255,-120.5208,38.8577
0.9101505,-120.1582,38.90858
-0.6367245,-119.795,38.9581
13.386713,-120.223,39.19109
2.433588,-119.8581,39.24089
-0.5742245,-120.2885,39.4738
-0.34766388,-119.9218,39.5239
-1.2594452,-120.4549,38.57567
1.4905548,-120.094,38.62627
-4.1891327,-120.5208,38.8577
0.2952423,-120.1582,38.90858
-3.9625702,-119.795,38.9581
4.25618,-120.223,39.19109
-7.759445,-119.8581,39.24089
5.4671173,-120.2885,39.4738
-9.345383,-119.9218,39.5239
-1.6436462,-120.4549,38.57567
0.80166626,-120.094,38.62627
-4.8545837,-120.5208,38.8577
0.42666626,-120.1582,38.90858
-1.7295837,-119.795,38.9581
0.86416626,-120.223,39.19109
-11.862396,-119.8581,39.24089
1.0282288,-120.2885,39.4738
-10.128021,-119.9218,39.5239
-12.477243,-120.4549,38.57567
1.1555691,-120.094,38.62627
-7.375681,-120.5208,38.8577
0.28056908,-120.1582,38.90858
-7.7116184,-119.795,38.9581
-11.914743,-120.223,39.19109
-35.10224,-119.8581,39.24089
-20.860056,-120.2885,39.4738
-9.117868,-119.9218,39.5239
-10.376097,-120.4549,38.57567
-1.7901592,-120.094,38.62627
-12.047972,-120.5208,38.8577
0.18640327,-120.1582,38.90858
-16.399534,-119.795,38.9581
-25.274534,-120.223,39.19109
-23.680784,-119.8581,39.24089
-25.82141,-120.2885,39.4738
-15.219847,-119.9218,39.5239
1.6381454,-120.4549,38.57567
-4.2837296,-120.094,38.62627
-3.229042,-120.5208,38.8577
-0.041542053,-120.1582,38.90858
-6.8462296,-119.795,38.9581
-20.900917,-120.223,39.19109
-19.979042,-119.8581,39.24089
-26.18998,-120.2885,39.4738
-12.75248,-119.9218,39.5239
-12.02779,-120.4549,38.57567
-1.1762276,-120.094,38.62627
-9.926228,-120.5208,38.8577
-0.14497757,-120.1582,38.90858
-6.730915,-119.795,38.9581
-10.15279,-120.223,39.19109
-25.105915,-119.8581,39.24089
-11.348103,-120.2885,39.4738
-16.668415,-119.9218,39.5239
-6.1139984,-120.4549,38.57567
-6.309311,-120.094,38.62627
-7.512436,-120.5208,38.8577
0.11256409,-120.1582,38.90858
-9.113998,-119.795,38.9581
-12.113998,-120.223,39.19109
-18.192123,-119.8581,39.24089
-13.113998,-120.2885,39.4738
-8.145248,-119.9218,39.5239
-10.31126,-120.4549,38.57567
-6.983135,-120.094,38.62627
-7.670635,-120.5208,38.8577
-0.42844772,-120.1582,38.90858
-9.147198,-119.795,38.9581
-6.87376,-120.223,39.19109
-21.59251,-119.8581,39.24089
-8.897198,-120.2885,39.4738
-5.53001,-119.9218,39.5239
-3.436079,-120.4549,38.57567
-0.5063915,-120.094,38.62627
-0.982954,-120.5208,38.8577
-20.568892,-120.1582,38.90858
-4.5220165,-119.795,38.9581
3.4467335,-120.223,39.19109
-2.467327,-119.8581,39.24089
4.751423,-120.2885,39.4738
5.048298,-119.9218,39.5239
0.8012085,-120.4549,38.57567
1.0355835,-120.094,38.62627
2.746521,-120.5208,38.8577
-21.644106,-120.1582,38.90858
0.1762085,-119.795,38.9581
3.527769,-120.223,39.19109
-3.534731,-119.8581,39.24089
-2.3081684,-120.2885,39.4738
0.9027691,-119.9218,39.5239
-9.539284,-120.4549,38.57567
-8.172096,-120.094,38.62627
-9.742409,-120.5208,38.8577
-30.734596,-120.1582,38.90858
-14.453346,-119.795,38.9581
-15.117409,-120.223,39.19109
-23.929909,-119.8581,39.24089
-21.867409,-120.2885,39.4738
-14.531471,-119.9218,39.5239
-7.677021,-120.4549,38.57567
-9.575459,-120.094,38.62627
-7.8879585,-120.5208,38.8577
-20.520771,-120.1582,38.90858
-16.739521,-119.795,38.9581
-9.966084,-120.223,39.19109
-23.598896,-119.8581,39.24089
-20.177021,-120.2885,39.4738
-4.927021,-119.9218,39.5239
-1.9088306,-120.4549,38.57567
-7.8775806,-120.094,38.62627
-1.5494556,-120.5208,38.8577
2.2083569,-120.1582,38.90858
-15.026018,-119.795,38.9581
-4.041643,-120.223,39.19109
-10.799456,-119.8581,39.24089
-9.682268,-120.2885,39.4738
-4.3307037,-119.9218,39.5239
-6.644335,-120.4549,38.57567
-7.15996,-120.094,38.62627
-4.8083973,-120.5208,38.8577
1.1916027,-120.1582,38.90858
-10.058397,-119.795,38.9581
-5.31621,-120.223,39.19109
-16.675585,-119.8581,39.24089
-15.800585,-120.2885,39.4738
-10.745897,-119.9218,39.5239
-5.1676025,-120.4549,38.57567
-4.5582275,-120.094,38.62627
-4.6363525,-120.5208,38.8577
0.96520996,-120.1582,38.90858
-7.7613525,-119.795,38.9581
-5.50354,-120.223,39.19109
-3.2926025,-119.8581,39.24089
-9.519165,-120.2885,39.4738
-3.4957275,-119.9218,39.5239
7.486166,-120.4549,38.57567
1.236166,-120.094,38.62627
4.439291,-120.5208,38.8577
1.376791,-120.1582,38.90858
3.4939785,-119.795,38.9581
6.345541,-120.223,39.19109
-5.623209,-119.8581,39.24089
4.595543,-120.2885,39.4738
-5.6310215,-119.9218,39.5239
-9.428158,-120.4549,38.57567
-5.2484703,-120.094,38.62627
-7.350033,-120.5208,38.8577
-0.8734703,-120.1582,38.90858
-9.482845,-119.795,38.9581
-14.787533,-120.223,39.19109
-22.514095,-119.8581,39.24089
-19.350033,-120.2885,39.4738
-12.131283,-119.9218,39.5239
-9.109547,-120.4549,38.57567
-6.7189217,-120.094,38.62627
-9.500172,-120.5208,38.8577
-3.5626717,-120.1582,38.90858
-6.0939217,-119.795,38.9581
-12.726734,-120.223,39.19109
-17.320484,-119.8581,39.24089
-20.031422,-120.2885,39.4738
-11.843922,-119.9218,39.5239
-8.731321,-120.4549,38.57567
-10.934446,-120.094,38.62627
-7.9031963,-120.5208,38.8577
-11.184446,-120.1582,38.90858
-14.270384,-119.795,38.9581
-9.864134,-120.223,39.19109
-18.278196,-119.8581,39.24089
-10.864134,-120.2885,39.4738
-9.801634,-119.9218,39.5239
-6.7918167,-120.4549,38.57567
-21.065254,-120.094,38.62627
-5.690254,-120.5208,38.8577
-4.909004,-120.1582,38.90858
-22.963692,-119.795,38.9581
-11.573067,-120.223,39.19109
-23.17463,-119.8581,39.24089
-18.596504,-120.2885,39.4738
-12.432442,-119.9218,39.5239
-11.860519,-120.4549,38.57567
-13.805832,-120.094,38.62627
-11.891769,-120.5208,38.8577
-5.305832,-120.1582,38.90858
-15.079269,-119.795,38.9581
-14.579269,-120.223,39.19109
-19.95427,-119.8581,39.24089
-14.032394,-120.2885,39.4738
-12.391769,-119.9218,39.5239
-5.9464073,-120.4549,38.57567
-8.462032,-120.094,38.62627
-6.688595,-120.5208,38.8577
-7.3370323,-120.1582,38.90858
-12.540157,-119.795,38.9581
-5.2432823,-120.223,39.19109
-15.61047,-119.8581,39.24089
-10.45422,-120.2885,39.4738
-10.782345,-119.9218,39.5239
-4.8674297,-120.4549,38.57567
-9.64868,-120.094,38.62627
-4.4611797,-120.5208,38.8577
-14.17993,-120.1582,38.90858
-16.258055,-119.795,38.9581
-7.812742,-120.223,39.19109
-13.49243,-119.8581,39.24089
-12.633055,-120.2885,39.4738
-8.58618,-119.9218,39.5239
-11.158403,-120.4549,38.57567
-14.502153,-120.094,38.62627
-10.119341,-120.5208,38.8577
-14.103716,-120.1582,38.90858
-21.77559,-119.795,38.9581
-14.400591,-120.223,39.19109
-22.549028,-119.8581,39.24089
-19.674028,-120.2885,39.4738
-15.283403,-119.9218,39.5239
-6.8545036,-120.4549,38.57567
-22.862316,-120.094,38.62627
-7.252941,-120.5208,38.8577
-25.245129,-120.1582,38.90858
-30.854504,-119.795,38.9581
-8.823254,-120.223,39.19109
-16.948254,-119.8581,39.24089
-6.721691,-120.2885,39.4738
-11.292004,-119.9218,39.5239
-2.3875904,-120.4549,38.57567
-9.121965,-120.094,38.62627
-2.3563404,-120.5208,38.8577
-5.707903,-120.1582,38.90858
-13.29384,-119.795,38.9581
-2.9813404,-120.223,39.19109
-9.32509,-119.8581,39.24089
-3.348528,-120.2885,39.4738
-4.004778,-119.9218,39.5239
1.2840214,-120.4549,38.57567
-7.786291,-120.094,38.62627
1.1590214,-120.5208,38.8577
-5.6222286,-120.1582,38.90858
-13.036293,-119.795,38.9581
-1.6925411,-120.223,39.19109
-11.411293,-119.8581,39.24089
-3.9972286,-120.2885,39.4738
-4.2316036,-119.9218,39.5239
0.78344536,-120.4549,38.57567
1.9318829,-120.094,38.62627
0.29125786,-120.5208,38.8577
2.9475079,-120.1582,38.90858
1.5959454,-119.795,38.9581
2.3850079,-120.223,39.19109
0.19750786,-119.8581,39.24089
0.47094536,-120.2885,39.4738
0.73657227,-119.9218,39.5239
1.6430264,-120.4549,38.57567
-2.5991611,-120.094,38.62627
3.5414639,-120.5208,38.8577
0.16646385,-120.1582,38.90858
-2.8491611,-119.795,38.9581
5.2367764,-120.223,39.19109
-4.3413467,-119.8581,39.24089
4.5180264,-120.2885,39.4738
3.9867783,-119.9218,39.5239
