snom,lon,lat
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.33691406,-120.094,38.62627
0.0,-120.5208,38.8577
0.671875,-120.1582,38.90858
1.3095703,-119.795,38.9581
1.4003906,-120.223,39.19109
0.0,-119.8581,39.24089
0.5214844,-120.2885,39.4738
0.0,-119.9218,39.5239
0.026367188,-120.4549,38.57567
0.55859375,-120.094,38.62627
0.0048828125,-120.5208,38.8577
0.9345703,-120.1582,38.90858
1.3037109,-119.795,38.9581
1.1865234,-120.223,39.19109
0.2783203,-119.8581,39.24089
0.8232422,-120.2885,39.4738
0.03515625,-119.9218,39.5239
0.01953125,-120.4549,38.57567
0.0,-120.094,38.62627
0.056640625,-120.5208,38.8577
0.0546875,-120.1582,38.90858
0.3857422,-119.795,38.9581
0.609375,-120.223,39.19109
0.0,-119.8581,39.24089
0.057617188,-120.2885,39.4738
0.0029296875,-119.9218,39.5239
0.021484375,-120.4549,38.57567
0.0,-120.094,38.62627
0.0146484375,-120.5208,38.8577
0.025390625,-120.1582,38.90858
0.11621094,-119.795,38.9581
0.29589844,-120.223,39.19109
0.053710938,-119.8581,39.24089
0.0390625,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.103515625,-119.795,38.9581
0.47070312,-120.223,39.19109
0.0,-119.8581,39.24089
0.001953125,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.12207031,-119.795,38.9581
0.21386719,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.18457031,-120.094,38.62627
0.0,-120.5208,38.8577
0.46289062,-120.1582,38.90858
0.3798828,-119.795,38.9581
1.140625,-120.223,39.19109
0.0,-119.8581,39.24089
0.37695312,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.4423828,-120.094,38.62627
0.0,-120.5208,38.8577
1.0009766,-120.1582,38.90858
1.125,-119.795,38.9581
1.4384766,-120.223,39.19109
0.0,-119.8581,39.24089
0.88964844,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0126953125,-120.4549,38.57567
0.29296875,-120.094,38.62627
0.0,-120.5208,38.8577
0.49121094,-120.1582,38.90858
0.7080078,-119.795,38.9581
1.3623047,-120.223,39.19109
0.043945312,-119.8581,39.24089
0.61621094,-120.2885,39.4738
0.020507812,-119.9218,39.5239
0.0,-120.4549,38.57567
1.0371094,-120.094,38.62627
0.0,-120.5208,38.8577
1.125,-120.1582,38.90858
0.734375,-119.795,38.9581
1.3974609,-120.223,39.19109
0.0,-119.8581,39.24089
1.1171875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.90625,-120.094,38.62627
0.0,-120.5208,38.8577
2.1660156,-120.1582,38.90858
2.0175781,-119.795,38.9581
1.4111328,-120.223,39.19109
0.0,-119.8581,39.24089
1.8603516,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.88964844,-120.094,38.62627
0.0,-120.5208,38.8577
1.1201172,-120.1582,38.90858
0.9296875,-119.795,38.9581
1.2109375,-120.223,39.19109
0.0,-119.8581,39.24089
0.82421875,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0029296875,-120.4549,38.57567
1.0507812,-120.094,38.62627
0.0,-120.5208,38.8577
1.1621094,-120.1582,38.90858
1.0097656,-119.795,38.9581
1.1943359,-120.223,39.19109
0.0,-119.8581,39.24089
1.0488281,-120.2885,39.4738
0.0,-119.9218,39.5239
0.16894531,-120.4549,38.57567
0.8876953,-120.094,38.62627
0.0,-120.5208,38.8577
1.0898438,-120.1582,38.90858
1.0068359,-119.795,38.9581
1.6113281,-120.223,39.19109
0.9716797,-119.8581,39.24089
1.109375,-120.2885,39.4738
0.033203125,-119.9218,39.5239
1.6132812,-120.4549,38.57567
0.00390625,-120.094,38.62627
0.00390625,-120.5208,38.8577
0.06542969,-120.1582,38.90858
0.2783203,-119.795,38.9581
0.9589844,-120.223,39.19109
0.23535156,-119.8581,39.24089
0.07910156,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
1.1337891,-120.094,38.62627
0.0,-120.5208,38.8577
1.1855469,-120.1582,38.90858
0.56640625,-119.795,38.9581
1.2832031,-120.223,39.19109
0.5371094,-119.8581,39.24089
1.2431641,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.7910156,-120.094,38.62627
0.0,-120.5208,38.8577
1.1035156,-120.1582,38.90858
1.0625,-119.795,38.9581
