lcdc,lon,lat
7.0,-119.9218,39.5239
1.875,-120.4549,38.57567
0.0,-120.094,38.62627
0.375,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.25,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
2.375,-120.4549,38.57567
0.0,-120.094,38.62627
2.5,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
79.0,-120.4549,38.57567
18.875,-120.094,38.62627
87.25,-120.5208,38.8577
29.5,-120.1582,38.90858
22.75,-119.795,38.9581
41.625,-120.223,39.19109
43.625,-119.8581,39.24089
31.75,-120.2885,39.4738
36.25,-119.9218,39.5239
91.875,-120.4549,38.57567
25.75,-120.094,38.62627
96.375,-120.5208,38.8577
38.5,-120.1582,38.90858
60.0,-119.795,38.9581
55.875,-120.223,39.19109
86.5,-119.8581,39.24089
43.375,-120.2885,39.4738
70.5,-119.9218,39.5239
93.375,-120.4549,38.57567
27.5,-120.094,38.62627
99.375,-120.5208,38.8577
32.5,-120.1582,38.90858
63.375,-119.795,38.9581
54.125,-120.223,39.19109
93.625,-119.8581,39.24089
38.125,-120.2885,39.4738
66.75,-119.9218,39.5239
71.25,-120.4549,38.57567
17.375,-120.094,38.62627
80.75,-120.5208,38.8577
25.25,-120.1582,38.90858
34.0,-119.795,38.9581
35.5,-120.223,39.19109
54.5,-119.8581,39.24089
29.125,-120.2885,39.4738
34.25,-119.9218,39.5239
72.125,-120.4549,38.57567
15.875,-120.094,38.62627
74.875,-120.5208,38.8577
22.875,-120.1582,38.90858
32.625,-119.795,38.9581
33.0,-120.223,39.19109
41.375,-119.8581,39.24089
24.25,-120.2885,39.4738
34.25,-119.9218,39.5239
48.875,-120.4549,38.57567
20.875,-120.094,38.62627
50.75,-120.5208,38.8577
24.0,-120.1582,38.90858
44.25,-119.795,38.9581
24.625,-120.223,39.19109
41.375,-119.8581,39.24089
14.5,-120.2885,39.4738
17.5,-119.9218,39.5239
9.125,-120.4549,38.57567
10.5,-120.094,38.62627
5.625,-120.5208,38.8577
7.75,-120.1582,38.90858
4.25,-119.795,38.9581
3.75,-120.223,39.19109
0.0,-119.8581,39.24089
5.625,-120.2885,39.4738
1.5,-119.9218,39.5239
6.0,-120.4549,38.57567
0.25,-120.094,38.62627
1.125,-120.5208,38.8577
0.375,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
1.0,-120.2885,39.4738
1.875,-119.9218,39.5239
6.625,-120.4549,38.57567
1.0,-120.094,38.62627
7.25,-120.5208,38.8577
1.375,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.125,-119.8581,39.24089
0.0,-120.2885,39.4738
0.5,-119.9218,39.5239
46.25,-120.4549,38.57567
9.875,-120.094,38.62627
38.0,-120.5208,38.8577
14.75,-120.1582,38.90858
0.25,-119.795,38.9581
6.0,-120.223,39.19109
0.5,-119.8581,39.24089
0.5,-120.2885,39.4738
4.125,-119.9218,39.5239
77.5,-120.4549,38.57567
14.0,-120.094,38.62627
80.5,-120.5208,38.8577
34.625,-120.1582,38.90858
9.125,-119.795,38.9581
33.375,-120.223,39.19109
9.75,-119.8581,39.24089
17.875,-120.2885,39.4738
12.875,-119.9218,39.5239
79.625,-120.4549,38.57567
27.125,-120.094,38.62627
87.75,-120.5208,38.8577
73.0,-120.1582,38.90858
76.125,-119.795,38.9581
69.5,-120.223,39.19109
74.0,-119.8581,39.24089
54.625,-120.2885,39.4738
60.125,-119.9218,39.5239
52.25,-120.4549,38.57567
22.25,-120.094,38.62627
54.125,-120.5208,38.8577
37.25,-120.1582,38.90858
47.0,-119.795,38.9581
32.0,-120.223,39.19109
42.75,-119.8581,39.24089
24.125,-120.2885,39.4738
40.75,-119.9218,39.5239
4.625,-120.4549,38.57567
1.625,-120.094,38.62627
13.0,-120.5208,38.8577
2.5,-120.1582,38.90858
0.0,-119.795,38.9581
4.125,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
60.375,-120.4549,38.57567
13.375,-120.094,38.62627
73.625,-120.5208,38.8577
41.75,-120.1582,38.90858
23.375,-119.795,38.9581
47.875,-120.223,39.19109
27.5,-119.8581,39.24089
53.875,-120.2885,39.4738
47.75,-119.9218,39.5239
84.875,-120.4549,38.57567
21.5,-120.094,38.62627
93.5,-120.5208,38.8577
79.125,-120.1582,38.90858
68.625,-119.795,38.9581
82.875,-120.223,39.19109
74.125,-119.8581,39.24089
77.0,-120.2885,39.4738
70.375,-119.9218,39.5239
21.0,-120.4549,38.57567
1.125,-120.094,38.62627
36.5,-120.5208,38.8577
2.125,-120.1582,38.90858
0.125,-119.795,38.9581
6.5,-120.223,39.19109
0.0,-119.8581,39.24089
1.25,-120.2885,39.4738
0.0,-119.9218,39.5239
25.375,-120.4549,38.57567
7.625,-120.094,38.62627
38.0,-120.5208,38.8577
11.875,-120.1582,38.90858
3.25,-119.795,38.9581
19.5,-120.223,39.19109
9.125,-119.8581,39.24089
10.375,-120.2885,39.4738
11.125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.375,-119.8581,39.24089
0.0,-120.2885,39.4738
1.375,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
29.25,-120.4549,38.57567
5.375,-120.094,38.62627
28.125,-120.5208,38.8577
7.875,-120.1582,38.90858
8.75,-119.795,38.9581
11.875,-120.223,39.19109
18.375,-119.8581,39.24089
9.125,-120.2885,39.4738
12.125,-119.9218,39.5239
90.875,-120.4549,38.57567
33.125,-120.094,38.62627
97.625,-120.5208,38.8577
32.625,-120.1582,38.90858
27.125,-119.795,38.9581
51.25,-120.223,39.19109
48.125,-119.8581,39.24089
43.625,-120.2885,39.4738
43.5,-119.9218,39.5239
86.625,-120.4549,38.57567
28.875,-120.094,38.62627
89.0,-120.5208,38.8577
34.0,-120.1582,38.90858
46.625,-119.795,38.9581
36.625,-120.223,39.19109
53.0,-119.8581,39.24089
26.75,-120.2885,39.4738
46.5,-119.9218,39.5239
23.5,-120.4549,38.57567
6.75,-120.094,38.62627
25.5,-120.5208,38.8577
23.25,-120.1582,38.90858
34.5,-119.795,38.9581
24.375,-120.223,39.19109
45.75,-119.8581,39.24089
17.875,-120.2885,39.4738
39.25,-119.9218,39.5239
1.625,-120.4549,38.57567
2.5,-120.094,38.62627
0.0,-120.5208,38.8577
4.125,-120.1582,38.90858
19.625,-119.795,38.9581
5.875,-120.223,39.19109
13.875,-119.8581,39.24089
3.125,-120.2885,39.4738
11.25,-119.9218,39.5239
23.25,-120.4549,38.57567
4.75,-120.094,38.62627
14.375,-120.5208,38.8577
15.75,-120.1582,38.90858
23.875,-119.795,38.9581
7.875,-120.223,39.19109
12.5,-119.8581,39.24089
0.5,-120.2885,39.4738
9.0,-119.9218,39.5239
32.875,-120.4549,38.57567
7.875,-120.094,38.62627
34.75,-120.5208,38.8577
31.25,-120.1582,38.90858
38.125,-119.795,38.9581
21.25,-120.223,39.19109
41.25,-119.8581,39.24089
7.625,-120.2885,39.4738
22.125,-119.9218,39.5239
1.75,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.5,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
2.625,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
2.125,-120.4549,38.57567
0.0,-120.094,38.62627
2.5,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
6.75,-120.4549,38.57567
1.625,-120.094,38.62627
6.875,-120.5208,38.8577
2.5,-120.1582,38.90858
0.125,-119.795,38.9581
5.125,-120.223,39.19109
1.25,-119.8581,39.24089
0.375,-120.2885,39.4738
4.0,-119.9218,39.5239
4.25,-120.4549,38.57567
0.625,-120.094,38.62627
1.375,-120.5208,38.8577
1.0,-120.1582,38.90858
1.25,-119.795,38.9581
3.0,-120.223,39.19109
0.25,-119.8581,39.24089
1.25,-120.2885,39.4738
3.25,-119.9218,39.5239
0.125,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.875,-119.8581,39.24089
0.375,-120.2885,39.4738
8.125,-119.9218,39.5239
8.25,-120.4549,38.57567
0.25,-120.094,38.62627
3.125,-120.5208,38.8577
0.25,-120.1582,38.90858
1.625,-119.795,38.9581
3.5,-120.223,39.19109
6.25,-119.8581,39.24089
12.25,-120.2885,39.4738
23.0,-119.9218,39.5239
2.875,-120.4549,38.57567
0.0,-120.094,38.62627
1.75,-120.5208,38.8577
0.0,-120.1582,38.90858
0.75,-119.795,38.9581
1.625,-120.223,39.19109
3.0,-119.8581,39.24089
6.5,-120.2885,39.4738
14.0,-119.9218,39.5239
0.625,-120.4549,38.57567
0.0,-120.094,38.62627
4.25,-120.5208,38.8577
0.25,-120.1582,38.90858
0.0,-119.795,38.9581
2.5,-120.223,39.19109
0.0,-119.8581,39.24089
0.125,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.125,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
1.125,-119.9218,39.5239
0.125,-120.4549,38.57567
0.0,-120.094,38.62627
2.75,-120.5208,38.8577
0.125,-120.1582,38.90858
0.0,-119.795,38.9581
2.5,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
1.25,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
