wvconv,lon,lat
0.6050117,-120.1582,38.90858
1.2046121,-119.795,38.9581
0.14021194,-120.223,39.19109
1.1490119,-119.8581,39.24089
0.16461194,-120.2885,39.4738
1.2938117,-119.9218,39.5239
2.2484863,-120.4549,38.57567
-0.16751337,-120.094,38.62627
1.8076866,-120.5208,38.8577
0.2540865,-120.1582,38.90858
-0.20671344,-119.795,38.9581
0.025286674,-120.223,39.19109
0.29808664,-119.8581,39.24089
0.3148868,-120.2885,39.4738
0.67968655,-119.9218,39.5239
1.0367005,-120.4549,38.57567
-0.31449914,-120.094,38.62627
0.90470004,-120.5208,38.8577
0.14870024,-120.1582,38.90858
0.19510078,-119.795,38.9581
0.31110048,-120.223,39.19109
0.6271002,-119.8581,39.24089
0.37110043,-120.2885,39.4738
0.9847002,-119.9218,39.5239
-0.86629605,-120.4549,38.57567
-1.8114964,-120.094,38.62627
-0.3258959,-120.5208,38.8577
-0.9794959,-120.1582,38.90858
-1.0770963,-119.795,38.9581
-0.9402964,-120.223,39.19109
-0.42509604,-119.8581,39.24089
-1.1002957,-120.2885,39.4738
-0.34829617,-119.9218,39.5239
0.33815026,-120.4549,38.57567
-0.29944968,-120.094,38.62627
0.1733501,-120.5208,38.8577
0.018950462,-120.1582,38.90858
0.09335041,-119.795,38.9581
-0.09584975,-120.223,39.19109
0.23255038,-119.8581,39.24089
-0.05025029,-120.2885,39.4738
0.046949863,-119.9218,39.5239
-0.61025894,-120.4549,38.57567
-0.2918589,-120.094,38.62627
-0.7998589,-120.5208,38.8577
-0.22465897,-120.1582,38.90858
-0.05985892,-119.795,38.9581
-0.10145867,-120.223,39.19109
-0.0070587397,-119.8581,39.24089
-0.08865893,-120.2885,39.4738
-0.05825889,-119.9218,39.5239
-0.014112949,-120.4549,38.57567
0.21948743,-120.094,38.62627
-0.026112795,-120.5208,38.8577
0.20588684,-120.1582,38.90858
0.426687,-119.795,38.9581
0.23788738,-120.223,39.19109
0.48668742,-119.8581,39.24089
0.3970871,-120.2885,39.4738
0.385087,-119.9218,39.5239
1.1599243,-120.4549,38.57567
0.17592454,-120.094,38.62627
1.2223244,-120.5208,38.8577
0.45032382,-120.1582,38.90858
0.539124,-119.795,38.9581
0.45832372,-120.223,39.19109
0.47512388,-119.8581,39.24089
0.2447238,-120.2885,39.4738
0.52872396,-119.9218,39.5239
0.5148119,-120.4549,38.57567
0.2524122,-120.094,38.62627
0.6636121,-120.5208,38.8577
0.31721187,-120.1582,38.90858
0.48361158,-119.795,38.9581
0.354012,-120.223,39.19109
0.5676117,-119.8581,39.24089
0.23241162,-120.2885,39.4738
0.628412,-119.9218,39.5239
1.0206378,-120.4549,38.57567
1.010638,-120.094,38.62627
1.1018379,-120.5208,38.8577
1.1382382,-120.1582,38.90858
1.048238,-119.795,38.9581
1.0114379,-120.223,39.19109
0.8974378,-119.8581,39.24089
1.1102378,-120.2885,39.4738
1.163038,-119.9218,39.5239
0.29693627,-120.4549,38.57567
0.14173615,-120.094,38.62627
-0.080263615,-120.5208,38.8577
0.39853597,-120.1582,38.90858
0.8573364,-119.795,38.9581
0.35333622,-120.223,39.19109
0.8297361,-119.8581,39.24089
0.6049365,-120.2885,39.4738
0.8201363,-119.9218,39.5239
1.7165661,-120.4549,38.57567
-0.2066338,-120.094,38.62627
1.7925656,-120.5208,38.8577
0.73536587,-120.1582,38.90858
0.9449661,-119.795,38.9581
0.8725655,-120.223,39.19109
1.0309656,-119.8581,39.24089
0.7309661,-120.2885,39.4738
0.87296605,-119.9218,39.5239
0.3980285,-120.4549,38.57567
0.20962906,-120.094,38.62627
0.28122866,-120.5208,38.8577
0.112428665,-120.1582,38.90858
0.5868285,-119.795,38.9581
0.019628286,-120.223,39.19109
0.63682914,-119.8581,39.24089
-0.004771352,-120.2885,39.4738
0.5420282,-119.9218,39.5239
-0.47655153,-120.4549,38.57567
-0.3933518,-120.094,38.62627
-0.45815206,-120.5208,38.8577
-0.50375175,-120.1582,38.90858
-0.23975134,-119.795,38.9581
-0.5069518,-120.223,39.19109
-0.27495193,-119.8581,39.24089
-0.5173514,-120.2885,39.4738
-0.40855145,-119.9218,39.5239
-0.09252572,-120.4549,38.57567
-0.11492562,-120.094,38.62627
-0.12932515,-120.5208,38.8577
-0.035725832,-120.1582,38.90858
-0.0013256073,-119.795,38.9581
-0.059725523,-120.223,39.19109
0.011473894,-119.8581,39.24089
-0.031725883,-120.2885,39.4738
0.04827404,-119.9218,39.5239
-0.24797559,-120.4549,38.57567
0.0832243,-120.094,38.62627
-0.17357564,-120.5208,38.8577
-0.062375307,-120.1582,38.90858
-0.0071759224,-119.795,38.9581
-0.059975863,-120.223,39.19109
0.03122425,-119.8581,39.24089
-0.020775557,-120.2885,39.4738
0.028824091,-119.9218,39.5239
-0.09522557,-120.4549,38.57567
-0.2976253,-120.094,38.62627
-0.09842539,-120.5208,38.8577
-0.28402567,-120.1582,38.90858
-0.27522564,-119.795,38.9581
-0.1520257,-120.223,39.19109
-0.21522546,-119.8581,39.24089
0.2255745,-120.2885,39.4738
-0.28802562,-119.9218,39.5239
0.6124861,-120.4549,38.57567
0.1428864,-120.094,38.62627
0.67648625,-120.5208,38.8577
0.5812862,-120.1582,38.90858
0.526886,-119.795,38.9581
0.6500857,-120.223,39.19109
0.5740862,-119.8581,39.24089
0.61888623,-120.2885,39.4738
0.5956862,-119.9218,39.5239
0.5884247,-120.4549,38.57567
0.26602435,-120.094,38.62627
0.54842424,-120.5208,38.8577
0.31882477,-120.1582,38.90858
0.24522424,-119.795,38.9581
0.3060243,-120.223,39.19109
0.2612245,-119.8581,39.24089
0.24122453,-120.2885,39.4738
0.2956245,-119.9218,39.5239
-0.3633747,-120.4549,38.57567
-0.3329749,-120.094,38.62627
-0.434175,-120.5208,38.8577
-0.48017454,-120.1582,38.90858
-0.5241749,-119.795,38.9581
-0.5009744,-120.223,39.19109
-0.5773752,-119.8581,39.24089
-0.5537753,-120.2885,39.4738
-0.38337445,-119.9218,39.5239
0.449728,-120.4549,38.57567
0.6229286,-120.094,38.62627
0.73132825,-120.5208,38.8577
0.6137278,-120.1582,38.90858
0.44852805,-119.795,38.9581
0.70332694,-120.223,39.19109
0.54252815,-119.8581,39.24089
0.7721288,-120.2885,39.4738
0.60212755,-119.9218,39.5239
1.188087,-120.4549,38.57567
0.6456871,-120.094,38.62627
1.1216872,-120.5208,38.8577
0.44248748,-120.1582,38.90858
0.48808718,-119.795,38.9581
0.28168726,-120.223,39.19109
0.10888648,-119.8581,39.24089
0.1064868,-120.2885,39.4738
-0.020712852,-119.9218,39.5239
0.18479538,-120.4549,38.57567
-5.4836273e-06,-120.094,38.62627
0.39039445,-120.5208,38.8577
0.3811946,-120.1582,38.90858
0.44199467,-119.795,38.9581
0.5151944,-120.223,39.19109
0.57279444,-119.8581,39.24089
0.5227947,-120.2885,39.4738
0.62839484,-119.9218,39.5239
0.69131327,-120.4549,38.57567
0.41331267,-120.094,38.62627
0.34251285,-120.5208,38.8577
0.41171288,-120.1582,38.90858
0.51211333,-119.795,38.9581
0.3373134,-120.223,39.19109
0.61931324,-119.8581,39.24089
0.638113,-120.2885,39.4738
0.6409128,-119.9218,39.5239
0.0053765774,-120.4549,38.57567
0.04377699,-120.094,38.62627
-0.37222385,-120.5208,38.8577
-0.00022339821,-120.1582,38.90858
0.6973765,-119.795,38.9581
-0.09142351,-120.223,39.19109
0.6917763,-119.8581,39.24089
-0.4330237,-120.2885,39.4738
0.8413768,-119.9218,39.5239
0.5905185,-120.4549,38.57567
0.56411815,-120.094,38.62627
0.6705177,-120.5208,38.8577
0.5897181,-120.1582,38.90858
0.48651838,-119.795,38.9581
0.48411918,-120.223,39.19109
0.46251845,-119.8581,39.24089
0.30251837,-120.2885,39.4738
0.35931826,-119.9218,39.5239
0.3611455,-120.4549,38.57567
0.49954557,-120.094,38.62627
0.3651452,-120.5208,38.8577
0.49394488,-120.1582,38.90858
0.4651456,-119.795,38.9581
0.53474545,-120.223,39.19109
0.5043454,-119.8581,39.24089
0.58034563,-120.2885,39.4738
0.53594565,-119.9218,39.5239
-0.3024348,-120.4549,38.57567
-0.33683455,-120.094,38.62627
-0.2536347,-120.5208,38.8577
-0.30643475,-120.1582,38.90858
-0.31323457,-119.795,38.9581
-0.50323474,-120.223,39.19109
-0.3520347,-119.8581,39.24089
-0.02363491,-120.2885,39.4738
0.09356499,-119.9218,39.5239
0.32235372,-120.4549,38.57567
0.18555486,-120.094,38.62627
0.39595425,-120.5208,38.8577
0.13275397,-120.1582,38.90858
-0.039245486,-119.795,38.9581
-0.10164583,-120.223,39.19109
-0.06004572,-119.8581,39.24089
0.09595466,-120.2885,39.4738
0.2063545,-119.9218,39.5239
0.56399727,-120.4549,38.57567
0.19879746,-120.094,38.62627
0.51199627,-120.5208,38.8577
0.2927971,-120.1582,38.90858
0.38119698,-119.795,38.9581
0.45319772,-120.223,39.19109
0.39959764,-119.8581,39.24089
0.397197,-120.2885,39.4738
0.49479675,-119.9218,39.5239
0.074567795,-120.4549,38.57567
0.2345686,-120.094,38.62627
0.5585685,-120.5208,38.8577
0.6513684,-120.1582,38.90858
0.772568,-119.795,38.9581
0.8533683,-120.223,39.19109
1.2101681,-119.8581,39.24089
1.1857681,-120.2885,39.4738
1.2717681,-119.9218,39.5239
-0.8045058,-120.4549,38.57567
-1.3525059,-120.094,38.62627
-1.0373056,-120.5208,38.8577
-1.2581055,-120.1582,38.90858
-0.16130614,-119.795,38.9581
-1.0149066,-120.223,39.19109
-0.45650554,-119.8581,39.24089
-1.4709055,-120.2885,39.4738
0.041894436,-119.9218,39.5239
0.20520616,-120.4549,38.57567
0.3080063,-120.094,38.62627
0.37280655,-120.5208,38.8577
0.28240657,-120.1582,38.90858
0.33200574,-119.795,38.9581
0.04080677,-120.223,39.19109
0.27640605,-119.8581,39.24089
0.09600687,-120.2885,39.4738
0.33040643,-119.9218,39.5239
-0.93892026,-120.4549,38.57567
-0.790921,-120.094,38.62627
-1.2645202,-120.5208,38.8577
-1.2197208,-120.1582,38.90858
-0.292521,-119.795,38.9581
-1.1565208,-120.223,39.19109
-0.5109203,-119.8581,39.24089
-1.7389207,-120.2885,39.4738
-0.74452066,-119.9218,39.5239
-1.4047955,-120.4549,38.57567
-2.6675954,-120.094,38.62627
-0.37599564,-120.5208,38.8577
-2.8643951,-120.1582,38.90858
-2.3947954,-119.795,38.9581
-2.0427957,-120.223,39.19109
-2.5507953,-119.8581,39.24089
-2.7303958,-120.2885,39.4738
-1.6603951,-119.9218,39.5239
0.17016435,-120.4549,38.57567
-0.042636156,-120.094,38.62627
-0.121035576,-120.5208,38.8577
0.17736435,-120.1582,38.90858
0.28536415,-119.795,38.9581
0.21416426,-120.223,39.19109
0.56216383,-119.8581,39.24089
0.30296445,-120.2885,39.4738
0.48216414,-119.9218,39.5239
3.7305808,-120.4549,38.57567
0.59898055,-120.094,38.62627
3.8861806,-120.5208,38.8577
0.81938016,-120.1582,38.90858
-0.124619484,-119.795,38.9581
0.59498084,-120.223,39.19109
-0.043019295,-119.8581,39.24089
-0.11661923,-120.2885,39.4738
-0.028619528,-119.9218,39.5239
-0.013065815,-120.4549,38.57567
-0.76986504,-120.094,38.62627
0.3501346,-120.5208,38.8577
-0.46666527,-120.1582,38.90858
-0.42306542,-119.795,38.9581
-0.37826514,-120.223,39.19109
-0.32306528,-119.8581,39.24089
-0.4854653,-120.2885,39.4738
-0.0882653,-119.9218,39.5239
-0.08130622,-120.4549,38.57567
-0.39690614,-120.094,38.62627
-0.17970657,-120.5208,38.8577
0.003893137,-120.1582,38.90858
0.081493855,-119.795,38.9581
0.038294077,-120.223,39.19109
0.25389385,-119.8581,39.24089
0.002693653,-120.2885,39.4738
0.17029381,-119.9218,39.5239
0.107961655,-120.4549,38.57567
0.17116213,-120.094,38.62627
-0.18963814,-120.5208,38.8577
0.11916208,-120.1582,38.90858
0.30796194,-119.795,38.9581
0.07836151,-120.223,39.19109
0.33596206,-119.8581,39.24089
0.05516219,-120.2885,39.4738
0.17436218,-119.9218,39.5239
0.7963996,-120.4549,38.57567
0.41559923,-120.094,38.62627
0.63799906,-120.5208,38.8577
0.50599957,-120.1582,38.90858
0.47639966,-119.795,38.9581
0.43959928,-120.223,39.19109
0.49159956,-119.8581,39.24089
0.38839912,-120.2885,39.4738
0.4675994,-119.9218,39.5239
0.6301997,-120.4549,38.57567
-0.22500062,-120.094,38.62627
0.81099963,-120.5208,38.8577
-0.47540045,-120.1582,38.90858
-0.11619997,-119.795,38.9581
-0.5530002,-120.223,39.19109
-0.1642003,-119.8581,39.24089
-0.9170003,-120.2885,39.4738
-0.19380069,-119.9218,39.5239
1.8864375,-120.4549,38.57567
-0.074362874,-120.094,38.62627
2.024037,-120.5208,38.8577
0.107637286,-120.1582,38.90858
-0.5375626,-119.795,38.9581
0.122437,-120.223,39.19109
-0.27876306,-119.8581,39.24089
-0.0687629,-120.2885,39.4738
0.27963698,-119.9218,39.5239
0.5352788,-120.4549,38.57567
0.6796787,-120.094,38.62627
0.9048786,-120.5208,38.8577
0.93407893,-120.1582,38.90858
0.9576793,-119.795,38.9581
1.1532793,-120.223,39.19109
1.1476791,-119.8581,39.24089
1.1664791,-120.2885,39.4738
1.1612787,-119.9218,39.5239
0.35733998,-120.4549,38.57567
0.032939553,-120.094,38.62627
0.19854009,-120.5208,38.8577
-0.084260345,-120.1582,38.90858
-0.059460282,-119.795,38.9581
-0.26106,-120.223,39.19109
0.045339704,-119.8581,39.24089
-0.23586035,-120.2885,39.4738
-0.04106009,-119.9218,39.5239
0.88758016,-120.4549,38.57567
0.45357943,-120.094,38.62627
1.0495799,-120.5208,38.8577
1.0315795,-120.1582,38.90858
1.0623796,-119.795,38.9581
0.9807799,-120.223,39.19109
1.1019795,-119.8581,39.24089
0.9271798,-120.2885,39.4738
1.0499799,-119.9218,39.5239
1.1854197,-120.4549,38.57567
-0.34937942,-120.094,38.62627
1.1362205,-120.5208,38.8577
-0.1717794,-120.1582,38.90858
0.2990203,-119.795,38.9581
0.10262036,-120.223,39.19109
0.018620253,-119.8581,39.24089
0.33422005,-120.2885,39.4738
0.57542026,-119.9218,39.5239
0.20169389,-120.4549,38.57567
0.43169403,-120.094,38.62627
0.50329363,-120.5208,38.8577
0.32569396,-120.1582,38.90858
0.310894,-119.795,38.9581
0.41609418,-120.223,39.19109
0.30929363,-119.8581,39.24089
0.40169394,-120.2885,39.4738
0.5288938,-119.9218,39.5239
0.4670496,-120.4549,38.57567
-0.14775038,-120.094,38.62627
0.15864897,-120.5208,38.8577
-0.05815053,-120.1582,38.90858
0.21224928,-119.795,38.9581
-0.18375015,-120.223,39.19109
0.3270495,-119.8581,39.24089
-0.20495105,-120.2885,39.4738
0.441849,-119.9218,39.5239
0.54774535,-120.4549,38.57567
0.5681454,-120.094,38.62627
0.6377454,-120.5208,38.8577
0.63534546,-120.1582,38.90858
0.7089448,-119.795,38.9581
0.752946,-120.223,39.19109
0.71174574,-119.8581,39.24089
0.8209454,-120.2885,39.4738
0.76374567,-119.9218,39.5239
0.05032158,-120.4549,38.57567
-0.2724781,-120.094,38.62627
-0.03647828,-120.5208,38.8577
-0.14207864,-120.1582,38.90858
-0.030478477,-119.795,38.9581
-0.18887758,-120.223,39.19109
-0.09687853,-119.8581,39.24089
-0.23767805,-120.2885,39.4738
-0.09207821,-119.9218,39.5239
0.54217124,-120.4549,38.57567
0.7989712,-120.094,38.62627
0.8109708,-120.5208,38.8577
0.74697137,-120.1582,38.90858
0.6989713,-119.795,38.9581
0.921371,-120.223,39.19109
0.6797713,-119.8581,39.24089
0.9021714,-120.2885,39.4738
0.7085711,-119.9218,39.5239
0.2027924,-120.4549,38.57567
0.33159232,-120.094,38.62627
-0.050807714,-120.5208,38.8577
0.31639242,-120.1582,38.90858
0.39999247,-119.795,38.9581
0.35119247,-120.223,39.19109
0.43439245,-119.8581,39.24089
0.4331925,-120.2885,39.4738
0.36599302,-119.9218,39.5239
1.0231538,-120.4549,38.57567
0.10915375,-120.094,38.62627
1.1811535,-120.5208,38.8577
0.37995362,-120.1582,38.90858
0.3359542,-119.795,38.9581
0.295954,-120.223,39.19109
0.48195386,-119.8581,39.24089
0.21395397,-120.2885,39.4738
0.40515375,-119.9218,39.5239
-0.37139177,-120.4549,38.57567
-0.4581914,-120.094,38.62627
-0.81379175,-120.5208,38.8577
-0.551391,-120.1582,38.90858
-0.44059157,-119.795,38.9581
-0.94739187,-120.223,39.19109
-0.26819205,-119.8581,39.24089
-0.22739172,-120.2885,39.4738
-0.17379189,-119.9218,39.5239
0.3155043,-120.4549,38.57567
0.30430508,-120.094,38.62627
0.3451047,-120.5208,38.8577
0.38710427,-120.1582,38.90858
0.39510465,-119.795,38.9581
0.41070437,-120.223,39.19109
0.42670465,-119.8581,39.24089
0.46670485,-120.2885,39.4738
0.47430444,-119.9218,39.5239
1.1278288,-120.4549,38.57567
0.48542786,-120.094,38.62627
1.1858282,-120.5208,38.8577
0.848228,-120.1582,38.90858
0.8350282,-119.795,38.9581
0.92302847,-120.223,39.19109
0.884228,-119.8581,39.24089
0.7866287,-120.2885,39.4738
0.96582794,-119.9218,39.5239
-0.43091035,-120.4549,38.57567
-0.28970933,-120.094,38.62627
-0.34851027,-120.5208,38.8577
-0.26170993,-120.1582,38.90858
-0.23771024,-119.795,38.9581
-0.16770959,-120.223,39.19109
-0.18051028,-119.8581,39.24089
-0.17811036,-120.2885,39.4738
-0.37411046,-119.9218,39.5239
0.2416451,-120.4549,38.57567
0.3208456,-120.094,38.62627
0.31764555,-120.5208,38.8577
0.3624456,-120.1582,38.90858
0.35004592,-119.795,38.9581
0.33524537,-120.223,39.19109
0.30404592,-119.8581,39.24089
0.14364505,-120.2885,39.4738
0.34564543,-119.9218,39.5239
-0.007575989,-120.4549,38.57567
-0.1523763,-120.094,38.62627
-0.00837636,-120.5208,38.8577
-0.10997617,-120.1582,38.90858
-0.13477635,-119.795,38.9581
-0.05877614,-120.223,39.19109
-0.028375745,-119.8581,39.24089
-0.08117616,-120.2885,39.4738
0.031624436,-119.9218,39.5239
-0.12752986,-120.4549,38.57567
-0.17073047,-120.094,38.62627
-0.36193037,-120.5208,38.8577
-0.14112985,-120.1582,38.90858
0.13086951,-119.795,38.9581
-0.27633035,-120.223,39.19109
-0.022730112,-119.8581,39.24089
-0.40833044,-120.2885,39.4738
-0.089930296,-119.9218,39.5239
0.19951653,-120.4549,38.57567
-0.095683575,-120.094,38.62627
0.19191694,-120.5208,38.8577
-0.029283285,-120.1582,38.90858
-0.021283627,-119.795,38.9581
-0.07008338,-120.223,39.19109
0.047516346,-119.8581,39.24089
-0.04088378,-120.2885,39.4738
0.084717035,-119.9218,39.5239
-0.07750821,-120.4549,38.57567
0.086092114,-120.094,38.62627
-0.107108474,-120.5208,38.8577
0.08809173,-120.1582,38.90858
0.12049174,-119.795,38.9581
0.060891986,-120.223,39.19109
0.082491875,-119.8581,39.24089
0.036091566,-120.2885,39.4738
0.07929182,-119.9218,39.5239
-0.050833225,-120.4549,38.57567
0.058767796,-120.094,38.62627
-0.3100326,-120.5208,38.8577
0.016766787,-120.1582,38.90858
0.13476753,-119.795,38.9581
-0.059633017,-120.223,39.19109
0.23356724,-119.8581,39.24089
0.15756679,-120.2885,39.4738
0.21716738,-119.9218,39.5239
-0.072161436,-120.4549,38.57567
-0.14016175,-120.094,38.62627
-0.11176181,-120.5208,38.8577
-0.09536171,-120.1582,38.90858
-0.13296151,-119.795,38.9581
-0.09136152,-120.223,39.19109
-0.10936165,-119.8581,39.24089
-0.09456158,-120.2885,39.4738
-0.102561474,-119.9218,39.5239
0.08088279,-120.4549,38.57567
0.116083264,-120.094,38.62627
0.08048272,-120.5208,38.8577
0.12808275,-120.1582,38.90858
0.12568259,-119.795,38.9581
0.12808251,-120.223,39.19109
0.14008224,-119.8581,39.24089
0.1468823,-120.2885,39.4738
0.17928302,-119.9218,39.5239
0.75018406,-120.4549,38.57567
0.67658377,-120.094,38.62627
0.7989838,-120.5208,38.8577
0.7565837,-120.1582,38.90858
0.7893839,-119.795,38.9581
0.761384,-120.223,39.19109
0.82618403,-119.8581,39.24089
0.6829841,-120.2885,39.4738
0.83338404,-119.9218,39.5239
0.23405147,-120.4549,38.57567
-0.27914858,-120.094,38.62627
0.19045115,-120.5208,38.8577
-0.1115489,-120.1582,38.90858
0.071251154,-119.795,38.9581
-0.084748745,-120.223,39.19109
0.053251266,-119.8581,39.24089
-0.19874883,-120.2885,39.4738
0.13445115,-119.9218,39.5239
-1.1071844,-120.4549,38.57567
-0.8167851,-120.094,38.62627
-1.1227841,-120.5208,38.8577
-0.8287842,-120.1582,38.90858
-0.7991836,-119.795,38.9581
-0.8739846,-120.223,39.19109
-0.85998464,-119.8581,39.24089
-0.8755846,-120.2885,39.4738
-0.8735843,-119.9218,39.5239
0.35147762,-120.4549,38.57567
0.1542778,-120.094,38.62627
0.32907748,-120.5208,38.8577
0.24547791,-120.1582,38.90858
0.23347735,-119.795,38.9581
0.3322785,-120.223,39.19109
0.35227776,-119.8581,39.24089
0.25587797,-120.2885,39.4738
0.32187796,-119.9218,39.5239
-0.29748344,-120.4549,38.57567
-0.20628333,-120.094,38.62627
-0.2550838,-120.5208,38.8577
-0.19348383,-120.1582,38.90858
-0.15388393,-119.795,38.9581
-0.2510836,-120.223,39.19109
-0.10468364,-119.8581,39.24089
-0.29788387,-120.2885,39.4738
-0.12348366,-119.9218,39.5239
0.3427968,-120.4549,38.57567
0.2783966,-120.094,38.62627
0.28559673,-120.5208,38.8577
0.2995963,-120.1582,38.90858
0.2843964,-119.795,38.9581
0.22759652,-120.223,39.19109
0.23119664,-119.8581,39.24089
0.13439655,-120.2885,39.4738
0.15119672,-119.9218,39.5239
0.25562,-120.4549,38.57567
0.26521993,-120.094,38.62627
0.15801954,-120.5208,38.8577
0.17321944,-120.1582,38.90858
0.15881968,-119.795,38.9581
0.051620007,-120.223,39.19109
0.06842041,-119.8581,39.24089
-0.040380955,-120.2885,39.4738
-0.028380156,-119.9218,39.5239
0.16235614,-120.4549,38.57567
0.026355743,-120.094,38.62627
0.07035589,-120.5208,38.8577
0.05115652,-120.1582,38.90858
0.092755556,-119.795,38.9581
0.011155844,-120.223,39.19109
0.07675624,-119.8581,39.24089
-0.07124376,-120.2885,39.4738
0.0015556812,-119.9218,39.5239
0.3203652,-120.4549,38.57567
0.25156546,-120.094,38.62627
0.4235654,-120.5208,38.8577
0.29476523,-120.1582,38.90858
0.19636512,-119.795,38.9581
0.3491652,-120.223,39.19109
0.29556513,-119.8581,39.24089
0.3707652,-120.2885,39.4738
0.38436532,-119.9218,39.5239
-0.5206963,-120.4549,38.57567
-0.2530961,-120.094,38.62627
-0.5234966,-120.5208,38.8577
