tke,lon,lat
1.4656249,-119.8581,39.24089
1.3718748,-120.2885,39.4738
0.52812505,-119.9218,39.5239
0.278125,-120.4549,38.57567
0.83124995,-120.094,38.62627
0.325,-120.5208,38.8577
0.5875,-120.1582,38.90858
0.46562502,-119.795,38.9581
0.371875,-120.223,39.19109
0.70000005,-119.8581,39.24089
0.665625,-120.2885,39.4738
0.54375005,-119.9218,39.5239
0.51250005,-120.4549,38.57567
1.075,-120.094,38.62627
0.63750005,-120.5208,38.8577
0.54375,-120.1582,38.90858
0.32500002,-119.795,38.9581
0.57500005,-120.223,39.19109
0.59062505,-119.8581,39.24089
0.54375005,-120.2885,39.4738
0.30937502,-119.9218,39.5239
0.49687502,-120.4549,38.57567
0.82500005,-120.094,38.62627
0.55937505,-120.5208,38.8577
1.4031249,-120.1582,38.90858
0.45000002,-119.795,38.9581
0.9343749,-120.223,39.19109
0.66875005,-119.8581,39.24089
0.77812505,-120.2885,39.4738
0.3875,-119.9218,39.5239
0.79375005,-120.4549,38.57567
1.5593749,-120.094,38.62627
0.68437505,-120.5208,38.8577
1.059375,-120.1582,38.90858
0.278125,-119.795,38.9581
1.2625,-120.223,39.19109
0.62187505,-119.8581,39.24089
0.79375005,-120.2885,39.4738
0.30937502,-119.9218,39.5239
0.55937505,-120.4549,38.57567
1.5749999,-120.094,38.62627
0.51250005,-120.5208,38.8577
0.590625,-120.1582,38.90858
0.37187502,-119.795,38.9581
0.7,-120.223,39.19109
0.5125,-119.8581,39.24089
0.54375,-120.2885,39.4738
0.29375,-119.9218,39.5239
0.29375,-120.4549,38.57567
0.88750005,-120.094,38.62627
0.35625,-120.5208,38.8577
0.45000002,-120.1582,38.90858
0.29375002,-119.795,38.9581
0.29375002,-120.223,39.19109
0.27812502,-119.8581,39.24089
0.45000002,-120.2885,39.4738
0.19999999,-119.9218,39.5239
0.54375,-120.4549,38.57567
1.16875,-120.094,38.62627
0.57500005,-120.5208,38.8577
1.10625,-120.1582,38.90858
0.35625,-119.795,38.9581
0.57500005,-120.223,39.19109
0.41875,-119.8581,39.24089
0.79375005,-120.2885,39.4738
0.2625,-119.9218,39.5239
0.30937502,-120.4549,38.57567
1.4031249,-120.094,38.62627
0.45000002,-120.5208,38.8577
1.5124999,-120.1582,38.90858
0.35625002,-119.795,38.9581
1.8406249,-120.223,39.19109
0.41875005,-119.8581,39.24089
0.6999999,-120.2885,39.4738
0.26250002,-119.9218,39.5239
0.2625,-120.4549,38.57567
1.1375,-120.094,38.62627
0.2625,-120.5208,38.8577
0.88750005,-120.1582,38.90858
0.60625,-119.795,38.9581
0.26250002,-120.223,39.19109
1.4187499,-119.8581,39.24089
1.0125,-120.2885,39.4738
1.0125,-119.9218,39.5239
1.1999999,-120.4549,38.57567
3.2000003,-120.094,38.62627
0.71562505,-120.5208,38.8577
0.96562487,-120.1582,38.90858
0.60625005,-119.795,38.9581
0.8406249,-120.223,39.19109
1.2468748,-119.8581,39.24089
1.0437499,-120.2885,39.4738
0.87187487,-119.9218,39.5239
0.68437505,-120.4549,38.57567
0.5125,-120.094,38.62627
0.49687502,-120.5208,38.8577
0.32500002,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.46562502,-120.223,39.19109
0.55937505,-119.8581,39.24089
0.26250002,-120.2885,39.4738
0.309375,-119.9218,39.5239
0.54375005,-120.4549,38.57567
6.9031253,-120.094,38.62627
0.77812505,-120.5208,38.8577
3.3093753,-120.1582,38.90858
0.778125,-119.795,38.9581
2.48125,-120.223,39.19109
2.1375,-119.8581,39.24089
5.0593753,-120.2885,39.4738
0.49687502,-119.9218,39.5239
0.21562502,-120.4549,38.57567
1.9812499,-120.094,38.62627
0.34062502,-120.5208,38.8577
1.2624999,-120.1582,38.90858
0.60625005,-119.795,38.9581
0.19999999,-120.223,39.19109
0.70000005,-119.8581,39.24089
1.0124999,-120.2885,39.4738
0.60625,-119.9218,39.5239
0.6375,-120.4549,38.57567
0.32500002,-120.094,38.62627
0.32500002,-120.5208,38.8577
0.19999999,-120.1582,38.90858
0.278125,-119.795,38.9581
0.38750002,-120.223,39.19109
0.2625,-119.8581,39.24089
0.19999999,-120.2885,39.4738
0.32500002,-119.9218,39.5239
0.3875,-120.4549,38.57567
1.325,-120.094,38.62627
0.465625,-120.5208,38.8577
0.62187505,-120.1582,38.90858
0.27812502,-119.795,38.9581
0.37187502,-120.223,39.19109
0.59062505,-119.8581,39.24089
0.98125005,-120.2885,39.4738
0.2625,-119.9218,39.5239
0.325,-120.4549,38.57567
3.2625003,-120.094,38.62627
0.45000002,-120.5208,38.8577
1.9499999,-120.1582,38.90858
0.65312505,-119.795,38.9581
0.5125,-120.223,39.19109
1.1218749,-119.8581,39.24089
2.278125,-120.2885,39.4738
0.55937505,-119.9218,39.5239
0.19999999,-120.4549,38.57567
1.9499999,-120.094,38.62627
0.38750002,-120.5208,38.8577
1.3562499,-120.1582,38.90858
0.43437502,-119.795,38.9581
0.55937505,-120.223,39.19109
1.2781249,-119.8581,39.24089
1.4812499,-120.2885,39.4738
0.57500005,-119.9218,39.5239
0.6375,-120.4549,38.57567
0.6999999,-120.094,38.62627
0.46562505,-120.5208,38.8577
0.40312505,-120.1582,38.90858
0.57500005,-119.795,38.9581
0.45000005,-120.223,39.19109
0.51250005,-119.8581,39.24089
0.48125002,-120.2885,39.4738
0.43437502,-119.9218,39.5239
0.24687499,-120.4549,38.57567
6.5125003,-120.094,38.62627
0.37187502,-120.5208,38.8577
5.4343753,-120.1582,38.90858
3.6218753,-119.795,38.9581
1.7937499,-120.223,39.19109
5.3406253,-119.8581,39.24089
6.2156253,-120.2885,39.4738
1.9812499,-119.9218,39.5239
0.23124999,-120.4549,38.57567
1.91875,-120.094,38.62627
0.35625,-120.5208,38.8577
2.0437498,-120.1582,38.90858
1.075,-119.795,38.9581
0.57500005,-120.223,39.19109
1.4031249,-119.8581,39.24089
1.5593749,-120.2885,39.4738
0.9031249,-119.9218,39.5239
0.23124999,-120.4549,38.57567
4.6531253,-120.094,38.62627
0.57500005,-120.5208,38.8577
3.7468753,-120.1582,38.90858
2.059375,-119.795,38.9581
1.4656249,-120.223,39.19109
3.2156253,-119.8581,39.24089
4.7937503,-120.2885,39.4738
1.0437499,-119.9218,39.5239
0.528125,-120.4549,38.57567
8.371875,-120.094,38.62627
1.3093749,-120.5208,38.8577
5.4187503,-120.1582,38.90858
5.1218753,-119.795,38.9581
3.9031253,-120.223,39.19109
7.9812503,-119.8581,39.24089
7.5125003,-120.2885,39.4738
2.7625,-119.9218,39.5239
0.27812502,-120.4549,38.57567
2.2468748,-120.094,38.62627
0.40312502,-120.5208,38.8577
1.2468749,-120.1582,38.90858
0.66875005,-119.795,38.9581
1.075,-120.223,39.19109
1.1999999,-119.8581,39.24089
1.4031249,-120.2885,39.4738
0.79375005,-119.9218,39.5239
3.9656248,-120.4549,38.57567
8.871875,-120.094,38.62627
4.934375,-120.5208,38.8577
6.3093753,-120.1582,38.90858
1.9968749,-119.795,38.9581
7.1218753,-120.223,39.19109
6.0750003,-119.8581,39.24089
7.2000003,-120.2885,39.4738
1.575,-119.9218,39.5239
0.5906249,-120.4549,38.57567
4.0281253,-120.094,38.62627
1.1531249,-120.5208,38.8577
2.6375003,-120.1582,38.90858
0.8562499,-119.795,38.9581
1.8562498,-120.223,39.19109
2.3093753,-119.8581,39.24089
3.0125003,-120.2885,39.4738
0.73124987,-119.9218,39.5239
0.19999999,-120.4549,38.57567
1.1374999,-120.094,38.62627
0.325,-120.5208,38.8577
0.37187502,-120.1582,38.90858
0.23125002,-119.795,38.9581
0.23125002,-120.223,39.19109
0.34062502,-119.8581,39.24089
0.528125,-120.2885,39.4738
0.23125002,-119.9218,39.5239
0.19999999,-120.4549,38.57567
0.2625,-120.094,38.62627
0.37187502,-120.5208,38.8577
0.23124999,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.26250002,-120.223,39.19109
0.48125002,-119.8581,39.24089
0.29375,-120.2885,39.4738
0.3875,-119.9218,39.5239
0.26250002,-120.4549,38.57567
1.4812499,-120.094,38.62627
0.41875002,-120.5208,38.8577
0.575,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.575,-120.223,39.19109
0.6999999,-119.8581,39.24089
0.54375,-120.2885,39.4738
0.32500002,-119.9218,39.5239
0.30937502,-120.4549,38.57567
4.6687503,-120.094,38.62627
0.82500005,-120.5208,38.8577
1.9656249,-120.1582,38.90858
0.559375,-119.795,38.9581
1.7781249,-120.223,39.19109
1.246875,-119.8581,39.24089
2.9031248,-120.2885,39.4738
0.41875,-119.9218,39.5239
0.43437502,-120.4549,38.57567
4.2781253,-120.094,38.62627
1.0281249,-120.5208,38.8577
2.7781253,-120.1582,38.90858
0.7937499,-119.795,38.9581
1.8406248,-120.223,39.19109
1.5281249,-119.8581,39.24089
3.2937503,-120.2885,39.4738
0.34062502,-119.9218,39.5239
0.19999999,-120.4549,38.57567
0.23124999,-120.094,38.62627
0.19999999,-120.5208,38.8577
0.23125002,-120.1582,38.90858
0.21562502,-119.795,38.9581
0.19999999,-120.223,39.19109
0.26250002,-119.8581,39.24089
0.26250002,-120.2885,39.4738
0.19999999,-119.9218,39.5239
0.19999999,-120.4549,38.57567
2.715625,-120.094,38.62627
0.2625,-120.5208,38.8577
1.4499999,-120.1582,38.90858
0.5125,-119.795,38.9581
0.32500002,-120.223,39.19109
1.1843749,-119.8581,39.24089
1.9031249,-120.2885,39.4738
0.41875,-119.9218,39.5239
0.19999999,-120.4549,38.57567
0.37187502,-120.094,38.62627
0.23124999,-120.5208,38.8577
0.40312502,-120.1582,38.90858
0.29375002,-119.795,38.9581
0.19999999,-120.223,39.19109
0.26250002,-119.8581,39.24089
0.38750002,-120.2885,39.4738
0.24687502,-119.9218,39.5239
0.23124999,-120.4549,38.57567
3.7624998,-120.094,38.62627
0.3875,-120.5208,38.8577
1.7937499,-120.1582,38.90858
0.325,-119.795,38.9581
0.9343749,-120.223,39.19109
0.77812505,-119.8581,39.24089
1.8406249,-120.2885,39.4738
0.46562502,-119.9218,39.5239
0.23124999,-120.4549,38.57567
1.2624999,-120.094,38.62627
0.23124999,-120.5208,38.8577
1.1687499,-120.1582,38.90858
0.65312505,-119.795,38.9581
0.19999999,-120.223,39.19109
0.80937487,-119.8581,39.24089
1.2312499,-120.2885,39.4738
0.48125005,-119.9218,39.5239
0.19999999,-120.4549,38.57567
2.3875,-120.094,38.62627
0.278125,-120.5208,38.8577
2.434375,-120.1582,38.90858
1.2624999,-119.795,38.9581
0.43437502,-120.223,39.19109
1.6531249,-119.8581,39.24089
3.0281248,-120.2885,39.4738
1.028125,-119.9218,39.5239
0.7625,-120.4549,38.57567
2.6375,-120.094,38.62627
0.68437505,-120.5208,38.8577
1.6843749,-120.1582,38.90858
0.6375,-119.795,38.9581
1.2624999,-120.223,39.19109
1.1531249,-119.8581,39.24089
1.4499998,-120.2885,39.4738
0.7937499,-119.9218,39.5239
0.7156249,-120.4549,38.57567
0.73124987,-120.094,38.62627
0.52812505,-120.5208,38.8577
0.35625005,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.30937502,-120.223,39.19109
0.43437502,-119.8581,39.24089
0.26250002,-120.2885,39.4738
0.34062502,-119.9218,39.5239
0.27812502,-120.4549,38.57567
0.27812502,-120.094,38.62627
0.30937502,-120.5208,38.8577
0.23125002,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.23125002,-120.223,39.19109
0.19999999,-119.8581,39.24089
0.21562502,-120.2885,39.4738
0.30937502,-119.9218,39.5239
0.23124999,-120.4549,38.57567
0.35625,-120.094,38.62627
0.2625,-120.5208,38.8577
0.40312502,-120.1582,38.90858
0.30937502,-119.795,38.9581
0.19999999,-120.223,39.19109
0.29375002,-119.8581,39.24089
0.371875,-120.2885,39.4738
0.2625,-119.9218,39.5239
0.41875,-120.4549,38.57567
4.0906253,-120.094,38.62627
0.85625,-120.5208,38.8577
2.1843748,-120.1582,38.90858
0.60625005,-119.795,38.9581
0.84062505,-120.223,39.19109
1.1218749,-119.8581,39.24089
2.278125,-120.2885,39.4738
0.63750005,-119.9218,39.5239
2.090625,-120.4549,38.57567
3.9656248,-120.094,38.62627
1.8406249,-120.5208,38.8577
2.1374998,-120.1582,38.90858
2.0749998,-119.795,38.9581
2.2468748,-120.223,39.19109
3.7468753,-119.8581,39.24089
2.2624998,-120.2885,39.4738
2.9500003,-119.9218,39.5239
1.7937499,-120.4549,38.57567
5.0593753,-120.094,38.62627
1.0906249,-120.5208,38.8577
3.2937503,-120.1582,38.90858
0.51250005,-119.795,38.9581
3.7937503,-120.223,39.19109
0.6999999,-119.8581,39.24089
1.5124999,-120.2885,39.4738
0.60625005,-119.9218,39.5239
0.60625,-120.4549,38.57567
2.98125,-120.094,38.62627
0.60625005,-120.5208,38.8577
1.0437499,-120.1582,38.90858
0.575,-119.795,38.9581
1.8874998,-120.223,39.19109
0.54375,-119.8581,39.24089
1.075,-120.2885,39.4738
0.63750005,-119.9218,39.5239
0.38750002,-120.4549,38.57567
1.3874998,-120.094,38.62627
0.60625005,-120.5208,38.8577
0.45000002,-120.1582,38.90858
0.29375002,-119.795,38.9581
0.575,-120.223,39.19109
0.575,-119.8581,39.24089
0.54375,-120.2885,39.4738
0.76250005,-119.9218,39.5239
0.46562502,-120.4549,38.57567
0.49687502,-120.094,38.62627
0.528125,-120.5208,38.8577
0.24687502,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.43437502,-120.223,39.19109
0.23125002,-119.8581,39.24089
0.35625002,-120.2885,39.4738
0.43437502,-119.9218,39.5239
0.278125,-120.4549,38.57567
1.4656249,-120.094,38.62627
0.35625,-120.5208,38.8577
1.1687499,-120.1582,38.90858
0.5906249,-119.795,38.9581
0.35625,-120.223,39.19109
0.60625,-119.8581,39.24089
1.1374999,-120.2885,39.4738
0.73125005,-119.9218,39.5239
2.934375,-120.4549,38.57567
8.731251,-120.094,38.62627
3.8406253,-120.5208,38.8577
5.6687503,-120.1582,38.90858
3.1218748,-119.795,38.9581
7.2156253,-120.223,39.19109
3.6531253,-119.8581,39.24089
4.3875003,-120.2885,39.4738
2.8562498,-119.9218,39.5239
1.1218749,-120.4549,38.57567
11.793749,-120.094,38.62627
1.6531248,-120.5208,38.8577
7.2937503,-120.1582,38.90858
1.2781248,-119.795,38.9581
9.559375,-120.223,39.19109
1.3249998,-119.8581,39.24089
4.2468753,-120.2885,39.4738
0.8562499,-119.9218,39.5239
0.7937499,-120.4549,38.57567
3.1531253,-120.094,38.62627
1.1062499,-120.5208,38.8577
2.2625,-120.1582,38.90858
0.32500002,-119.795,38.9581
4.3718753,-120.223,39.19109
0.32500002,-119.8581,39.24089
1.4499999,-120.2885,39.4738
0.45000002,-119.9218,39.5239
0.38750002,-120.4549,38.57567
0.7468749,-120.094,38.62627
0.5125,-120.5208,38.8577
0.38750002,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.9812499,-120.223,39.19109
0.32500002,-119.8581,39.24089
0.575,-120.2885,39.4738
0.38750002,-119.9218,39.5239
0.35625,-120.4549,38.57567
0.45000002,-120.094,38.62627
0.41875002,-120.5208,38.8577
0.32500002,-120.1582,38.90858
0.23124999,-119.795,38.9581
0.55937505,-120.223,39.19109
0.45000002,-119.8581,39.24089
0.52812505,-120.2885,39.4738
0.46562502,-119.9218,39.5239
0.2625,-120.4549,38.57567
0.66875,-120.094,38.62627
0.35625002,-120.5208,38.8577
0.32500002,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.32500002,-120.223,39.19109
0.23125002,-119.8581,39.24089
0.54375,-120.2885,39.4738
0.38750002,-119.9218,39.5239
0.23124999,-120.4549,38.57567
0.55937505,-120.094,38.62627
0.30937502,-120.5208,38.8577
0.52812505,-120.1582,38.90858
0.37187502,-119.795,38.9581
0.27812502,-120.223,39.19109
0.34062502,-119.8581,39.24089
0.71562505,-120.2885,39.4738
0.54375005,-119.9218,39.5239
0.27812502,-120.4549,38.57567
2.059375,-120.094,38.62627
0.32500002,-120.5208,38.8577
1.9031249,-120.1582,38.90858
0.8718749,-119.795,38.9581
0.40312502,-120.223,39.19109
1.1687499,-119.8581,39.24089
2.16875,-120.2885,39.4738
0.95000005,-119.9218,39.5239
0.63750005,-120.4549,38.57567
0.70000005,-120.094,38.62627
0.66875005,-120.5208,38.8577
0.60625,-120.1582,38.90858
0.29375,-119.795,38.9581
1.028125,-120.223,39.19109
0.278125,-119.8581,39.24089
0.51250005,-120.2885,39.4738
0.48125002,-119.9218,39.5239
0.41875005,-120.4549,38.57567
0.90312505,-120.094,38.62627
0.41875005,-120.5208,38.8577
0.54375005,-120.1582,38.90858
0.38750002,-119.795,38.9581
0.8562499,-120.223,39.19109
0.45000002,-119.8581,39.24089
0.66875005,-120.2885,39.4738
0.559375,-119.9218,39.5239
0.29375,-120.4549,38.57567
0.55937505,-120.094,38.62627
0.35625002,-120.5208,38.8577
0.35625002,-120.1582,38.90858
0.24687499,-119.795,38.9581
0.40312502,-120.223,39.19109
0.35625002,-119.8581,39.24089
0.46562502,-120.2885,39.4738
0.54375005,-119.9218,39.5239
0.325,-120.4549,38.57567
0.84062505,-120.094,38.62627
0.51250005,-120.5208,38.8577
0.54375,-120.1582,38.90858
0.29375002,-119.795,38.9581
0.77812505,-120.223,39.19109
0.653125,-119.8581,39.24089
0.71562505,-120.2885,39.4738
0.80937505,-119.9218,39.5239
0.29375,-120.4549,38.57567
0.38750002,-120.094,38.62627
0.40312502,-120.5208,38.8577
0.30937502,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.43437502,-120.223,39.19109
0.35625002,-119.8581,39.24089
0.29375002,-120.2885,39.4738
0.54375005,-119.9218,39.5239
0.29375,-120.4549,38.57567
0.35625,-120.094,38.62627
0.35625,-120.5208,38.8577
0.29375002,-120.1582,38.90858
0.19999999,-119.795,38.9581
0.29375002,-120.223,39.19109
0.2625,-119.8581,39.24089
0.35625002,-120.2885,39.4738
0.41875002,-119.9218,39.5239
0.35625002,-120.4549,38.57567
0.79375005,-120.094,38.62627
0.48125002,-120.5208,38.8577
0.48125002,-120.1582,38.90858
0.38750002,-119.795,38.9581
0.45000002,-120.223,39.19109
0.63750005,-119.8581,39.24089
0.79375005,-120.2885,39.4738
0.93437505,-119.9218,39.5239
0.684375,-120.4549,38.57567
0.715625,-120.094,38.62627
0.60625005,-120.5208,38.8577
0.48125002,-120.1582,38.90858
0.29375002,-119.795,38.9581
0.76250005,-120.223,39.19109
0.51250005,-119.8581,39.24089
0.621875,-120.2885,39.4738
0.8249999,-119.9218,39.5239
0.6999999,-120.4549,38.57567
1.0124999,-120.094,38.62627
0.84062505,-120.5208,38.8577
0.6687499,-120.1582,38.90858
0.23124999,-119.795,38.9581
1.6531249,-120.223,39.19109
0.26250002,-119.8581,39.24089
0.73125005,-120.2885,39.4738
0.54375005,-119.9218,39.5239
0.30937502,-120.4549,38.57567
0.45000005,-120.094,38.62627
0.43437502,-120.5208,38.8577
0.41875002,-120.1582,38.90858
0.26250002,-119.795,38.9581
0.7624999,-120.223,39.19109
0.38750002,-119.8581,39.24089
0.59062505,-120.2885,39.4738
0.49687505,-119.9218,39.5239
0.23124999,-120.4549,38.57567
0.2625,-120.094,38.62627
0.325,-120.5208,38.8577
0.19999999,-120.1582,38.90858
0.19999999,-119.795,38.9581
