prate,lon,lat
2.9059293e-06,-120.4549,38.57567
2.9059293e-06,-120.094,38.62627
2.9059293e-06,-120.5208,38.8577
2.9059293e-06,-120.1582,38.90858
2.9059293e-06,-119.795,38.9581
2.9059293e-06,-120.223,39.19109
2.9059293e-06,-119.8581,39.24089
2.9059293e-06,-120.2885,39.4738
2.9059293e-06,-119.9218,39.5239
3.548771e-06,-120.4549,38.57567
1.4798772e-05,-120.094,38.62627
7.2987705e-06,-120.5208,38.8577
1.4798772e-05,-120.1582,38.90858
1.229877e-05,-119.795,38.9581
7.2987705e-06,-120.223,39.19109
4.798771e-06,-119.8581,39.24089
6.048771e-06,-120.2885,39.4738
-2.0122877e-07,-119.9218,39.5239
0.00034451153,-120.4549,38.57567
0.00032076155,-120.094,38.62627
0.00030576152,-120.5208,38.8577
0.00028576158,-120.1582,38.90858
0.00016826155,-119.795,38.9581
0.00023201155,-120.223,39.19109
0.000109511566,-119.8581,39.24089
0.00016826155,-120.2885,39.4738
7.951156e-05,-119.9218,39.5239
0.00012068568,-120.4549,38.57567
7.568569e-05,-120.094,38.62627
0.0001681857,-120.5208,38.8577
0.00012193569,-120.1582,38.90858
5.9435693e-05,-119.795,38.9581
8.443569e-05,-120.223,39.19109
7.3185685e-05,-119.8581,39.24089
4.3185693e-05,-120.2885,39.4738
3.3185694e-05,-119.9218,39.5239
6.853006e-05,-120.4549,38.57567
8.728006e-05,-120.094,38.62627
4.4780063e-05,-120.5208,38.8577
7.3530064e-05,-120.1582,38.90858
5.3530068e-05,-119.795,38.9581
3.978007e-05,-120.223,39.19109
2.8530067e-05,-119.8581,39.24089
8.530067e-06,-120.2885,39.4738
7.2800667e-06,-119.9218,39.5239
2.1029755e-05,-120.4549,38.57567
1.8529754e-05,-120.094,38.62627
1.3529754e-05,-120.5208,38.8577
1.2279754e-05,-120.1582,38.90858
3.5297544e-06,-119.795,38.9581
4.779754e-06,-120.223,39.19109
1.0297546e-06,-119.8581,39.24089
4.7797544e-06,-120.2885,39.4738
-2.2024551e-07,-119.9218,39.5239
0.0004878375,-120.4549,38.57567
0.00072283746,-120.094,38.62627
0.0004915875,-120.5208,38.8577
0.0004328375,-120.1582,38.90858
0.00026408752,-119.795,38.9581
0.0004365875,-120.223,39.19109
0.00024408748,-119.8581,39.24089
0.0005315875,-120.2885,39.4738
0.0002315875,-119.9218,39.5239
0.00065389456,-120.4549,38.57567
0.0007888946,-120.094,38.62627
0.00055514456,-120.5208,38.8577
0.00049389456,-120.1582,38.90858
0.00034639455,-119.795,38.9581
0.00035014455,-120.223,39.19109
0.00022014457,-119.8581,39.24089
0.00020514456,-120.2885,39.4738
0.00014639458,-119.9218,39.5239
2.476119e-05,-120.4549,38.57567
3.101119e-05,-120.094,38.62627
1.9761192e-05,-120.5208,38.8577
9.601117e-05,-120.1582,38.90858
4.726119e-05,-119.795,38.9581
4.4761193e-05,-120.223,39.19109
1.10111905e-05,-119.8581,39.24089
8.511191e-06,-120.2885,39.4738
2.3511191e-05,-119.9218,39.5239
0.00010138321,-120.4549,38.57567
7.638321e-05,-120.094,38.62627
9.138322e-05,-120.5208,38.8577
6.263321e-05,-120.1582,38.90858
4.763321e-05,-119.795,38.9581
3.7633206e-05,-120.223,39.19109
2.638321e-05,-119.8581,39.24089
1.888321e-05,-120.2885,39.4738
1.3883208e-05,-119.9218,39.5239
2.9807854e-05,-120.4549,38.57567
1.6057853e-05,-120.094,38.62627
6.230785e-05,-120.5208,38.8577
7.307855e-06,-120.1582,38.90858
-1.9214441e-07,-119.795,38.9581
3.7307855e-05,-120.223,39.19109
-1.4421445e-06,-119.8581,39.24089
2.7307853e-05,-120.2885,39.4738
3.557855e-06,-119.9218,39.5239
1.3638949e-06,-120.4549,38.57567
1.3638949e-06,-120.094,38.62627
1.3638949e-06,-120.5208,38.8577
1.3638949e-06,-120.1582,38.90858
1.3638949e-06,-119.795,38.9581
2.6138948e-06,-120.223,39.19109
1.3638949e-06,-119.8581,39.24089
1.3638949e-06,-120.2885,39.4738
1.3638949e-06,-119.9218,39.5239
0.00039400253,-120.4549,38.57567
0.00027275254,-120.094,38.62627
0.00030525253,-120.5208,38.8577
0.00022150252,-120.1582,38.90858
0.00010650253,-119.795,38.9581
0.00022525253,-120.223,39.19109
0.00012275254,-119.8581,39.24089
0.00026775253,-120.2885,39.4738
0.0001590025,-119.9218,39.5239
0.00041896265,-120.4549,38.57567
0.0003027127,-120.094,38.62627
0.0005114626,-120.5208,38.8577
0.0002939627,-120.1582,38.90858
0.00017396268,-119.795,38.9581
0.00028146265,-120.223,39.19109
0.00016021269,-119.8581,39.24089
0.00025646266,-120.2885,39.4738
0.00022521267,-119.9218,39.5239
3.895832e-08,-120.4549,38.57567
3.895832e-08,-120.094,38.62627
3.895832e-08,-120.5208,38.8577
3.895832e-08,-120.1582,38.90858
3.895832e-08,-119.795,38.9581
3.895832e-08,-120.223,39.19109
3.895832e-08,-119.8581,39.24089
3.895832e-08,-120.2885,39.4738
3.895832e-08,-119.9218,39.5239
1.1732895e-06,-120.4549,38.57567
1.1732895e-06,-120.094,38.62627
1.1732895e-06,-120.5208,38.8577
1.1732895e-06,-120.1582,38.90858
1.1732895e-06,-119.795,38.9581
1.1732895e-06,-120.223,39.19109
1.1732895e-06,-119.8581,39.24089
1.1732895e-06,-120.2885,39.4738
1.1732895e-06,-119.9218,39.5239
1.955444e-06,-120.4549,38.57567
1.5705444e-05,-120.094,38.62627
9.455443e-06,-120.5208,38.8577
7.070544e-05,-120.1582,38.90858
6.195544e-05,-119.795,38.9581
7.445544e-05,-120.223,39.19109
6.4455446e-05,-119.8581,39.24089
5.4455442e-05,-120.2885,39.4738
2.4455443e-05,-119.9218,39.5239
8.529188e-05,-120.4549,38.57567
7.904188e-05,-120.094,38.62627
0.00022529188,-120.5208,38.8577
0.000101541875,-120.1582,38.90858
3.279188e-05,-119.795,38.9581
0.00017029187,-120.223,39.19109
3.2791882e-05,-119.8581,39.24089
9.529187e-05,-120.2885,39.4738
2.6541877e-05,-119.9218,39.5239
5.439898e-05,-120.4549,38.57567
9.3148985e-05,-120.094,38.62627
0.00010439898,-120.5208,38.8577
6.439898e-05,-120.1582,38.90858
3.6898982e-05,-119.795,38.9581
7.314898e-05,-120.223,39.19109
1.4398982e-05,-119.8581,39.24089
7.814898e-05,-120.2885,39.4738
2.3148981e-05,-119.9218,39.5239
0.0002395852,-120.4549,38.57567
0.00013958519,-120.094,38.62627
0.0001895852,-120.5208,38.8577
0.00012833519,-120.1582,38.90858
5.2085197e-05,-119.795,38.9581
0.0001083352,-120.223,39.19109
3.20852e-05,-119.8581,39.24089
9.20852e-05,-120.2885,39.4738
2.4585202e-05,-119.9218,39.5239
4.2220883e-05,-120.4549,38.57567
4.472088e-05,-120.094,38.62627
5.9720882e-05,-120.5208,38.8577
5.597088e-05,-120.1582,38.90858
3.722088e-05,-119.795,38.9581
6.722089e-05,-120.223,39.19109
3.8470884e-05,-119.8581,39.24089
6.5970875e-05,-120.2885,39.4738
3.847088e-05,-119.9218,39.5239
-1.8672151e-07,-120.4549,38.57567
-1.8672151e-07,-120.094,38.62627
-1.8672151e-07,-120.5208,38.8577
-1.8672151e-07,-120.1582,38.90858
-1.8672151e-07,-119.795,38.9581
-1.8672151e-07,-120.223,39.19109
-1.8672151e-07,-119.8581,39.24089
-1.8672151e-07,-120.2885,39.4738
-1.8672151e-07,-119.9218,39.5239
2.9286427e-06,-120.4549,38.57567
4.286427e-07,-120.094,38.62627
4.1786425e-06,-120.5208,38.8577
2.9286427e-06,-120.1582,38.90858
4.286427e-07,-119.795,38.9581
1.6786427e-06,-120.223,39.19109
4.286427e-07,-119.8581,39.24089
4.286427e-07,-120.2885,39.4738
4.286427e-07,-119.9218,39.5239
3.5650264e-06,-120.4549,38.57567
1.0650265e-06,-120.094,38.62627
1.0650265e-06,-120.5208,38.8577
1.0650265e-06,-120.1582,38.90858
1.0650265e-06,-119.795,38.9581
1.0650265e-06,-120.223,39.19109
1.0650265e-06,-119.8581,39.24089
1.0650265e-06,-120.2885,39.4738
2.3150264e-06,-119.9218,39.5239
-6.3302735e-08,-120.4549,38.57567
-6.3302735e-08,-120.094,38.62627
2.4366973e-06,-120.5208,38.8577
2.4366973e-06,-120.1582,38.90858
1.1866972e-06,-119.795,38.9581
4.936697e-06,-120.223,39.19109
-6.3302735e-08,-119.8581,39.24089
3.6866973e-06,-120.2885,39.4738
-6.3302735e-08,-119.9218,39.5239
8.348222e-07,-120.4549,38.57567
8.348222e-07,-120.094,38.62627
8.348222e-07,-120.5208,38.8577
8.348222e-07,-120.1582,38.90858
8.348222e-07,-119.795,38.9581
8.348222e-07,-120.223,39.19109
8.348222e-07,-119.8581,39.24089
8.348222e-07,-120.2885,39.4738
8.348222e-07,-119.9218,39.5239
-2.704117e-07,-120.4549,38.57567
-2.704117e-07,-120.094,38.62627
-2.704117e-07,-120.5208,38.8577
-2.704117e-07,-120.1582,38.90858
-2.704117e-07,-119.795,38.9581
-2.704117e-07,-120.223,39.19109
-2.704117e-07,-119.8581,39.24089
-2.704117e-07,-120.2885,39.4738
-2.704117e-07,-119.9218,39.5239
7.591305e-05,-120.4549,38.57567
0.00010091306,-120.094,38.62627
6.966305e-05,-120.5208,38.8577
2.5913057e-05,-120.1582,38.90858
1.8413057e-05,-119.795,38.9581
3.5913057e-05,-120.223,39.19109
2.7163058e-05,-119.8581,39.24089
1.9663057e-05,-120.2885,39.4738
1.4663058e-05,-119.9218,39.5239
0.00013478535,-120.4549,38.57567
0.00019728536,-120.094,38.62627
9.353536e-05,-120.5208,38.8577
0.00012603536,-120.1582,38.90858
6.603537e-05,-119.795,38.9581
6.8535366e-05,-120.223,39.19109
3.978536e-05,-119.8581,39.24089
3.7285357e-05,-120.2885,39.4738
1.9785362e-05,-119.9218,39.5239
9.388654e-06,-120.4549,38.57567
2.5638656e-05,-120.094,38.62627
1.1888655e-05,-120.5208,38.8577
5.638655e-06,-120.1582,38.90858
5.638655e-06,-119.795,38.9581
8.138654e-06,-120.223,39.19109
3.1386548e-06,-119.8581,39.24089
1.8886548e-06,-120.2885,39.4738
4.388655e-06,-119.9218,39.5239
-1.2230453e-07,-120.4549,38.57567
-1.2230453e-07,-120.094,38.62627
-1.2230453e-07,-120.5208,38.8577
-1.2230453e-07,-120.1582,38.90858
1.1276954e-06,-119.795,38.9581
-1.2230453e-07,-120.223,39.19109
1.1276954e-06,-119.8581,39.24089
1.1276954e-06,-120.2885,39.4738
-1.2230453e-07,-119.9218,39.5239
6.15885e-07,-120.4549,38.57567
6.15885e-07,-120.094,38.62627
