snohf,lon,lat
-0.0013580322,-120.5208,38.8577
-0.0013580322,-120.1582,38.90858
-2.360733,-119.795,38.9581
-6.1341705,-120.223,39.19109
-0.09510803,-119.8581,39.24089
-2.751358,-120.2885,39.4738
-1.8685455,-119.9218,39.5239
-0.0050907135,-120.4549,38.57567
-7.731653,-120.094,38.62627
-0.0050907135,-120.5208,38.8577
-30.294153,-120.1582,38.90858
-20.262903,-119.795,38.9581
-3.4191532,-120.223,39.19109
-10.559778,-119.8581,39.24089
-9.114466,-120.2885,39.4738
-2.3879032,-119.9218,39.5239
0.0054473877,-120.4549,38.57567
-0.11174011,-120.094,38.62627
0.0054473877,-120.5208,38.8577
-6.48674,-120.1582,38.90858
-16.916428,-119.795,38.9581
-16.385178,-120.223,39.19109
-10.98674,-119.8581,39.24089
-5.2601776,-120.2885,39.4738
-2.45549,-119.9218,39.5239
0.0019760132,-120.4549,38.57567
-23.755836,-120.094,38.62627
0.0019760132,-120.5208,38.8577
-36.060524,-120.1582,38.90858
-31.052711,-119.795,38.9581
-24.404274,-120.223,39.19109
-23.357399,-119.8581,39.24089
-12.6933365,-120.2885,39.4738
-4.3027115,-119.9218,39.5239
-0.19616699,-120.4549,38.57567
-26.719604,-120.094,38.62627
-0.3602295,-120.5208,38.8577
-39.914917,-120.1582,38.90858
-38.493042,-119.795,38.9581
-33.102417,-120.223,39.19109
-13.039917,-119.8581,39.24089
-14.508667,-120.2885,39.4738
-5.321167,-119.9218,39.5239
0.001783371,-120.4549,38.57567
-13.763842,-120.094,38.62627
0.001783371,-120.5208,38.8577
-27.584154,-120.1582,38.90858
-34.20134,-119.795,38.9581
-50.709152,-120.223,39.19109
0.001783371,-119.8581,39.24089
-23.72478,-120.2885,39.4738
0.001783371,-119.9218,39.5239
0.007249832,-120.4549,38.57567
-10.414625,-120.094,38.62627
0.007249832,-120.5208,38.8577
-20.774,-120.1582,38.90858
-40.477127,-119.795,38.9581
-43.281815,-120.223,39.19109
0.007249832,-119.8581,39.24089
-16.141188,-120.2885,39.4738
0.007249832,-119.9218,39.5239
-0.81440926,-120.4549,38.57567
-17.244097,-120.094,38.62627
-0.15034676,-120.5208,38.8577
-28.90816,-120.1582,38.90858
-40.32222,-119.795,38.9581
-36.712845,-120.223,39.19109
-8.603472,-119.8581,39.24089
-25.423784,-120.2885,39.4738
-1.1112843,-119.9218,39.5239
-0.5991688,-120.4549,38.57567
-0.0054187775,-120.094,38.62627
-1.7476063,-120.5208,38.8577
-1.6929188,-120.1582,38.90858
-11.958544,-119.795,38.9581
-18.817919,-120.223,39.19109
-0.0054187775,-119.8581,39.24089
-1.8022938,-120.2885,39.4738
-0.09916878,-119.9218,39.5239
-0.6812172,-120.4549,38.57567
-0.009342194,-120.094,38.62627
-0.4702797,-120.5208,38.8577
-0.7984047,-120.1582,38.90858
-3.6030922,-119.795,38.9581
-9.165592,-120.223,39.19109
-1.6499672,-119.8581,39.24089
-1.2280922,-120.2885,39.4738
-0.009342194,-119.9218,39.5239
0.0066871643,-120.4549,38.57567
0.0066871643,-120.094,38.62627
0.0066871643,-120.5208,38.8577
0.0066871643,-120.1582,38.90858
-3.2042503,-119.795,38.9581
-14.555813,-120.223,39.19109
0.0066871643,-119.8581,39.24089
-0.071437836,-120.2885,39.4738
0.0066871643,-119.9218,39.5239
-0.010297775,-120.4549,38.57567
-0.010297775,-120.094,38.62627
-0.010297775,-120.5208,38.8577
-0.010297775,-120.1582,38.90858
-3.7837353,-119.795,38.9581
-6.619673,-120.223,39.19109
-0.010297775,-119.8581,39.24089
-0.010297775,-120.2885,39.4738
-0.010297775,-119.9218,39.5239
0.005941391,-120.4549,38.57567
-5.7128086,-120.094,38.62627
0.005941391,-120.5208,38.8577
-14.290934,-120.1582,38.90858
-11.736246,-119.795,38.9581
-35.275307,-120.223,39.19109
0.005941391,-119.8581,39.24089
-11.673746,-120.2885,39.4738
0.005941391,-119.9218,39.5239
0.006942749,-120.4549,38.57567
-13.680557,-120.094,38.62627
0.006942749,-120.5208,38.8577
-30.96962,-120.1582,38.90858
-34.774307,-119.795,38.9581
-44.485245,-120.223,39.19109
0.006942749,-119.8581,39.24089
-27.524307,-120.2885,39.4738
0.006942749,-119.9218,39.5239
-0.41485405,-120.4549,38.57567
-9.086729,-120.094,38.62627
-0.00860405,-120.5208,38.8577
-15.211729,-120.1582,38.90858
-21.914854,-119.795,38.9581
-42.157043,-120.223,39.19109
-1.3757915,-119.8581,39.24089
-19.078917,-120.2885,39.4738
-0.63360405,-119.9218,39.5239
-0.0065689087,-120.4549,38.57567
-32.084694,-120.094,38.62627
-0.0065689087,-120.5208,38.8577
-34.834694,-120.1582,38.90858
-22.733131,-119.795,38.9581
-43.217506,-120.223,39.19109
-0.0065689087,-119.8581,39.24089
-34.530006,-120.2885,39.4738
-0.0065689087,-119.9218,39.5239
-0.00012397766,-120.4549,38.57567
-58.921997,-120.094,38.62627
-0.00012397766,-120.5208,38.8577
-67.007935,-120.1582,38.90858
-62.390747,-119.795,38.9581
-43.632935,-120.223,39.19109
-0.00012397766,-119.8581,39.24089
-57.531372,-120.2885,39.4738
-0.00012397766,-119.9218,39.5239
-0.004650116,-120.4549,38.57567
-27.50465,-120.094,38.62627
-0.004650116,-120.5208,38.8577
-34.6609,-120.1582,38.90858
-28.739025,-119.795,38.9581
-37.449963,-120.223,39.19109
-0.004650116,-119.8581,39.24089
-25.457775,-120.2885,39.4738
-0.004650116,-119.9218,39.5239
-0.09019852,-120.4549,38.57567
-32.512074,-120.094,38.62627
0.011363983,-120.5208,38.8577
-35.93395,-120.1582,38.90858
-31.199574,-119.795,38.9581
-36.957386,-120.223,39.19109
0.011363983,-119.8581,39.24089
-32.44176,-120.2885,39.4738
0.011363983,-119.9218,39.5239
-5.205965,-120.4549,38.57567
-27.455965,-120.094,38.62627
-0.002840042,-120.5208,38.8577
-33.72159,-120.1582,38.90858
-31.135653,-119.795,38.9581
-49.84659,-120.223,39.19109
-30.06534,-119.8581,39.24089
-34.31534,-120.2885,39.4738
-1.0262775,-119.9218,39.5239
-49.884346,-120.4549,38.57567
-0.1030941,-120.094,38.62627
-0.1187191,-120.5208,38.8577
-2.024969,-120.1582,38.90858
-8.595282,-119.795,38.9581
-29.64997,-120.223,39.19109
-7.2827816,-119.8581,39.24089
-2.4390316,-120.2885,39.4738
-0.001531601,-119.9218,39.5239
0.0008468628,-120.4549,38.57567
-35.069466,-120.094,38.62627
0.0008468628,-120.5208,38.8577
-36.64759,-120.1582,38.90858
-17.52259,-119.795,38.9581
-39.686653,-120.223,39.19109
-16.61634,-119.8581,39.24089
-38.444466,-120.2885,39.4738
0.0008468628,-119.9218,39.5239
0.0012187958,-120.4549,38.57567
-24.459719,-120.094,38.62627
0.0012187958,-120.5208,38.8577
-34.12378,-120.1582,38.90858
-32.858154,-119.795,38.9581
-42.772217,-120.223,39.19109
-18.506594,-119.8581,39.24089
-28.498781,-120.2885,39.4738
-0.8659687,-119.9218,39.5239
-0.23832512,-120.4549,38.57567
-2.113325,-120.094,38.62627
-0.25395012,-120.5208,38.8577
-6.613325,-120.1582,38.90858
-12.56645,-119.795,38.9581
-26.425825,-120.223,39.19109
-10.964888,-119.8581,39.24089
-6.5430126,-120.2885,39.4738
-0.003950119,-119.9218,39.5239
-0.4716816,-120.4549,38.57567
0.012693405,-120.094,38.62627
-0.1513691,-120.5208,38.8577
-0.8310566,-120.1582,38.90858
-3.9091816,-119.795,38.9581
-20.018557,-120.223,39.19109
-2.7060566,-119.8581,39.24089
-1.0576191,-120.2885,39.4738
-0.4951191,-119.9218,39.5239
0.009962082,-120.4549,38.57567
-37.615036,-120.094,38.62627
-0.08378792,-120.5208,38.8577
-39.84941,-120.1582,38.90858
-22.8416,-119.795,38.9581
-37.94316,-120.223,39.19109
-17.87285,-119.8581,39.24089
-35.63066,-120.2885,39.4738
0.009962082,-119.9218,39.5239
-0.23970413,-120.4549,38.57567
-0.005329132,-120.094,38.62627
-0.27876663,-120.5208,38.8577
-2.2631416,-120.1582,38.90858
-10.888142,-119.795,38.9581
-28.950642,-120.223,39.19109
-9.763142,-119.8581,39.24089
-2.5443916,-120.2885,39.4738
-0.005329132,-119.9218,39.5239
-4.1824036,-120.4549,38.57567
-0.018341064,-120.094,38.62627
-0.29177856,-120.5208,38.8577
-0.54177856,-120.1582,38.90858
-10.119904,-119.795,38.9581
-16.807404,-120.223,39.19109
-5.6199036,-119.8581,39.24089
-0.56521606,-120.2885,39.4738
-0.24490356,-119.9218,39.5239
-4.9532814,-120.4549,38.57567
-11.437656,-120.094,38.62627
-1.3517189,-120.5208,38.8577
-12.976719,-120.1582,38.90858
-18.812656,-119.795,38.9581
-14.054844,-120.223,39.19109
-12.414219,-119.8581,39.24089
-7.492344,-120.2885,39.4738
-0.7110939,-119.9218,39.5239
-4.2344074,-120.4549,38.57567
0.007780075,-120.094,38.62627
-0.42971992,-120.5208,38.8577
-0.031282425,-120.1582,38.90858
-6.414095,-119.795,38.9581
-9.265657,-120.223,39.19109
-2.695345,-119.8581,39.24089
0.007780075,-120.2885,39.4738
-1.7422199,-119.9218,39.5239
-5.145895,-120.4549,38.57567
-13.083395,-120.094,38.62627
-0.583395,-120.5208,38.8577
-15.28652,-120.1582,38.90858
-15.5912075,-119.795,38.9581
-26.997458,-120.223,39.19109
-7.1849575,-119.8581,39.24089
-13.50527,-120.2885,39.4738
0.0025424957,-119.9218,39.5239
-112.890755,-120.4549,38.57567
-0.0001296997,-120.094,38.62627
-99.55482,-120.5208,38.8577
-1.6329422,-120.1582,38.90858
-13.62513,-119.795,38.9581
-24.711067,-120.223,39.19109
-6.6876297,-119.8581,39.24089
-3.5313797,-120.2885,39.4738
-0.0001296997,-119.9218,39.5239
-65.707436,-120.4549,38.57567
-8.793371,-120.094,38.62627
-50.262123,-120.5208,38.8577
-6.3324337,-120.1582,38.90858
-7.527746,-119.795,38.9581
-8.715246,-120.223,39.19109
-6.418371,-119.8581,39.24089
-6.3324337,-120.2885,39.4738
-3.7699337,-119.9218,39.5239
-55.76708,-120.4549,38.57567
-31.220203,-120.094,38.62627
-16.892078,-120.5208,38.8577
-36.32958,-120.1582,38.90858
-36.42333,-119.795,38.9581
-48.915516,-120.223,39.19109
-25.49364,-119.8581,39.24089
-36.228016,-120.2885,39.4738
-2.9858284,-119.9218,39.5239
-72.398224,-120.4549,38.57567
-43.718536,-120.094,38.62627
-6.991974,-120.5208,38.8577
-46.249786,-120.1582,38.90858
-41.7576,-119.795,38.9581
-60.210724,-120.223,39.19109
-20.093536,-119.8581,39.24089
-47.8826,-120.2885,39.4738
-5.9997864,-119.9218,39.5239
-52.625084,-120.4549,38.57567
-12.804773,-120.094,38.62627
-3.3125858,-120.5208,38.8577
-32.445396,-120.1582,38.90858
-43.382896,-119.795,38.9581
-47.55477,-120.223,39.19109
-15.648523,-119.8581,39.24089
-31.961023,-120.2885,39.4738
-4.5078983,-119.9218,39.5239
-63.095253,-120.4549,38.57567
-9.7593155,-120.094,38.62627
-15.970253,-120.5208,38.8577
-21.415565,-120.1582,38.90858
-31.36869,-119.795,38.9581
-30.829628,-120.223,39.19109
-21.314003,-119.8581,39.24089
-20.642128,-120.2885,39.4738
-2.314003,-119.9218,39.5239
-112.20397,-120.4549,38.57567
-45.85241,-120.094,38.62627
-22.336784,-120.5208,38.8577
-48.98522,-120.1582,38.90858
-47.219597,-119.795,38.9581
-73.118034,-120.223,39.19109
-24.938347,-119.8581,39.24089
-46.657097,-120.2885,39.4738
-5.3836594,-119.9218,39.5239
-70.28548,-120.4549,38.57567
-54.57454,-120.094,38.62627
-4.8636,-120.5208,38.8577
-59.08235,-120.1582,38.90858
-49.63704,-119.795,38.9581
-67.78548,-120.223,39.19109
-23.097975,-119.8581,39.24089
-58.95735,-120.2885,39.4738
-2.2307873,-119.9218,39.5239
-66.7514,-120.4549,38.57567
-36.96234,-120.094,38.62627
-14.767029,-120.5208,38.8577
-62.032654,-120.1582,38.90858
-47.134216,-119.795,38.9581
-87.75922,-120.223,39.19109
-32.70453,-119.8581,39.24089
-62.626404,-120.2885,39.4738
-2.0404663,-119.9218,39.5239
-37.203396,-120.4549,38.57567
-58.67996,-120.094,38.62627
-0.0002708435,-120.5208,38.8577
-64.77371,-120.1582,38.90858
-53.422146,-119.795,38.9581
-72.50809,-120.223,39.19109
-45.726833,-119.8581,39.24089
-64.50809,-120.2885,39.4738
-2.7424583,-119.9218,39.5239
-52.307953,-120.4549,38.57567
-57.339203,-120.094,38.62627
-16.05014,-120.5208,38.8577
-73.51108,-120.1582,38.90858
-67.88608,-119.795,38.9581
-126.3392,-120.223,39.19109
-30.432953,-119.8581,39.24089
-58.284515,-120.2885,39.4738
-12.479828,-119.9218,39.5239
-11.107956,-120.4549,38.57567
-29.037643,-120.094,38.62627
-0.72514343,-120.5208,38.8577
-36.232956,-120.1582,38.90858
-38.02202,-119.795,38.9581
-48.61577,-120.223,39.19109
-37.076706,-119.8581,39.24089
-32.61577,-120.2885,39.4738
-0.014205933,-119.9218,39.5239
-7.0948544,-120.4549,38.57567
-20.821417,-120.094,38.62627
-0.118291855,-120.5208,38.8577
-32.44642,-120.1582,38.90858
-40.774544,-119.795,38.9581
-53.38392,-120.223,39.19109
-35.719856,-119.8581,39.24089
-28.165167,-120.2885,39.4738
-0.0011043549,-119.9218,39.5239
-6.744341,-120.4549,38.57567
-15.572466,-120.094,38.62627
-0.2755909,-120.5208,38.8577
-25.86934,-120.1582,38.90858
-29.916216,-119.795,38.9581
-44.853714,-120.223,39.19109
-21.61934,-119.8581,39.24089
-30.939653,-120.2885,39.4738
0.0056591034,-119.9218,39.5239
-6.8223114,-120.4549,38.57567
-59.087936,-120.094,38.62627
-0.009811401,-120.5208,38.8577
-65.60356,-120.1582,38.90858
-58.6895,-119.795,38.9581
-81.02544,-120.223,39.19109
-20.447311,-119.8581,39.24089
-64.10356,-120.2885,39.4738
-0.009811401,-119.9218,39.5239
-32.24743,-120.4549,38.57567
-59.794304,-120.094,38.62627
-3.653677,-120.5208,38.8577
-64.30993,-120.1582,38.90858
-54.84118,-119.795,38.9581
-60.74743,-120.223,39.19109
-30.059927,-119.8581,39.24089
-67.21618,-120.2885,39.4738
-0.2552395,-119.9218,39.5239
-7.4013443,-120.4549,38.57567
-54.17478,-120.094,38.62627
-0.0029067993,-120.5208,38.8577
-60.45603,-120.1582,38.90858
-51.70603,-119.795,38.9581
-30.612282,-120.223,39.19109
-43.096657,-119.8581,39.24089
-60.565407,-120.2885,39.4738
0.0049057007,-119.9218,39.5239
-7.5905514,-120.4549,38.57567
-7.1999264,-120.094,38.62627
-0.0046138763,-120.5208,38.8577
-20.223364,-120.1582,38.90858
-35.254616,-119.795,38.9581
-10.363989,-120.223,39.19109
-25.692114,-119.8581,39.24089
-24.793676,-120.2885,39.4738
-0.0046138763,-119.9218,39.5239
-0.0013999939,-120.4549,38.57567
-0.0013999939,-120.094,38.62627
-1.15765,-120.5208,38.8577
-0.0013999939,-120.1582,38.90858
-0.0013999939,-119.795,38.9581
-0.0013999939,-120.223,39.19109
-0.0013999939,-119.8581,39.24089
-0.0013999939,-120.2885,39.4738
-0.0013999939,-119.9218,39.5239
-0.001241684,-120.4549,38.57567
-0.001241684,-120.094,38.62627
-0.001241684,-120.5208,38.8577
-0.001241684,-120.1582,38.90858
-0.016866684,-119.795,38.9581
-5.0949917,-120.223,39.19109
-0.5246792,-119.8581,39.24089
-0.001241684,-120.2885,39.4738
-0.001241684,-119.9218,39.5239
-0.0052375793,-120.4549,38.57567
-51.31774,-120.094,38.62627
-0.0052375793,-120.5208,38.8577
-64.12243,-120.1582,38.90858
-41.63805,-119.795,38.9581
-47.927116,-120.223,39.19109
-24.57555,-119.8581,39.24089
-49.567738,-120.2885,39.4738
-0.05992508,-119.9218,39.5239
-0.54255867,-120.4549,38.57567
-52.690994,-120.094,38.62627
-0.32380867,-120.5208,38.8577
-62.55818,-120.1582,38.90858
-56.68318,-119.795,38.9581
-16.261309,-120.223,39.19109
-24.636309,-119.8581,39.24089
-35.90193,-120.2885,39.4738
-2.6284962,-119.9218,39.5239
-2.5603867,-120.4549,38.57567
-50.53695,-120.094,38.62627
0.0021133423,-120.5208,38.8577
-55.521324,-120.1582,38.90858
-49.560387,-119.795,38.9581
-10.607262,-120.223,39.19109
-35.052574,-119.8581,39.24089
-18.779137,-120.2885,39.4738
0.0021133423,-119.9218,39.5239
0.0032215118,-120.4549,38.57567
-34.74678,-120.094,38.62627
-0.004590988,-120.5208,38.8577
-49.37178,-120.1582,38.90858
-50.832718,-119.795,38.9581
-11.6217785,-120.223,39.19109
-29.074903,-119.8581,39.24089
-13.660841,-120.2885,39.4738
0.0032215118,-119.9218,39.5239
-0.0074272156,-120.4549,38.57567
-0.0074272156,-120.094,38.62627
-0.0074272156,-120.5208,38.8577
-0.0074272156,-120.1582,38.90858
-0.015239716,-119.795,38.9581
-2.1949272,-120.223,39.19109
-1.0699272,-119.8581,39.24089
-0.7574272,-120.2885,39.4738
-0.0074272156,-119.9218,39.5239
0.0003452301,-120.4549,38.57567
-5.73403,-120.094,38.62627
0.0003452301,-120.5208,38.8577
-7.624655,-120.1582,38.90858
-23.132467,-119.795,38.9581
-3.1324673,-120.223,39.19109
-19.273092,-119.8581,39.24089
-7.82778,-120.2885,39.4738
0.0003452301,-119.9218,39.5239
-0.0028362274,-120.4549,38.57567
-23.612211,-120.094,38.62627
-0.0028362274,-120.5208,38.8577
-30.534086,-120.1582,38.90858
-31.096586,-119.795,38.9581
-3.2372112,-120.223,39.19109
-19.627836,-119.8581,39.24089
-8.604399,-120.2885,39.4738
-0.0028362274,-119.9218,39.5239
-0.00079345703,-120.4549,38.57567
-41.17267,-120.094,38.62627
-0.00079345703,-120.5208,38.8577
-57.32892,-120.1582,38.90858
-46.49298,-119.795,38.9581
-11.571106,-120.223,39.19109
-25.547668,-119.8581,39.24089
-14.180481,-120.2885,39.4738
-0.00079345703,-119.9218,39.5239
-0.33555222,-120.4549,38.57567
-35.70274,-120.094,38.62627
-0.0074272156,-120.5208,38.8577
-54.335552,-120.1582,38.90858
-42.437115,-119.795,38.9581
-9.35899,-120.223,39.19109
-19.45274,-119.8581,39.24089
-13.51524,-120.2885,39.4738
-0.0074272156,-119.9218,39.5239
0.006084442,-120.4549,38.57567
-39.017353,-120.094,38.62627
-0.10329056,-120.5208,38.8577
-57.32204,-120.1582,38.90858
-50.595478,-119.795,38.9581
-10.251728,-120.223,39.19109
-21.595478,-119.8581,39.24089
-17.064228,-120.2885,39.4738
0.006084442,-119.9218,39.5239
-0.13385582,-120.4549,38.57567
-49.430733,-120.094,38.62627
-0.07916832,-120.5208,38.8577
-58.868233,-120.1582,38.90858
-56.383858,-119.795,38.9581
-8.727606,-120.223,39.19109
-29.14948,-119.8581,39.24089
-17.99323,-120.2885,39.4738
-0.00885582,-119.9218,39.5239
-0.0011940002,-120.4549,38.57567
-44.759007,-120.094,38.62627
-0.0011940002,-120.5208,38.8577
-52.64963,-120.1582,38.90858
-58.727757,-119.795,38.9581
-7.8215065,-120.223,39.19109
-29.743382,-119.8581,39.24089
-14.485569,-120.2885,39.4738
-0.0011940002,-119.9218,39.5239
0.001209259,-120.4549,38.57567
-26.662853,-120.094,38.62627
0.001209259,-120.5208,38.8577
-36.55348,-120.1582,38.90858
-44.787853,-119.795,38.9581
-7.1003532,-120.223,39.19109
-27.631603,-119.8581,39.24089
-12.772228,-120.2885,39.4738
0.001209259,-119.9218,39.5239
0.0039711,-120.4549,38.57567
-22.066341,-120.094,38.62627
0.0039711,-120.5208,38.8577
-38.980404,-120.1582,38.90858
-28.089779,-119.795,38.9581
-7.3163414,-120.223,39.19109
-17.456966,-119.8581,39.24089
-12.886654,-120.2885,39.4738
0.0039711,-119.9218,39.5239
0.008876801,-120.4549,38.57567
-30.061436,-120.094,38.62627
0.008876801,-120.5208,38.8577
-34.373936,-120.1582,38.90858
-36.288,-119.795,38.9581
-7.100498,-120.223,39.19109
-23.98331,-119.8581,39.24089
-10.006748,-120.2885,39.4738
0.008876801,-119.9218,39.5239
-0.0002670288,-120.4549,38.57567
-28.328392,-120.094,38.62627
-0.0002670288,-120.5208,38.8577
-55.273705,-120.1582,38.90858
-41.625267,-119.795,38.9581
-7.187767,-120.223,39.19109
-21.390892,-119.8581,39.24089
-11.13308,-120.2885,39.4738
-0.0002670288,-119.9218,39.5239
-0.0030956268,-120.4549,38.57567
-45.924973,-120.094,38.62627
-0.0030956268,-120.5208,38.8577
-61.174973,-120.1582,38.90858
-55.331223,-119.795,38.9581
-10.120283,-120.223,39.19109
-16.971846,-119.8581,39.24089
-13.214033,-120.2885,39.4738
-0.0030956268,-119.9218,39.5239
0.011072159,-120.4549,38.57567
-45.793617,-120.094,38.62627
0.011072159,-120.5208,38.8577
-56.856113,-120.1582,38.90858
-60.770176,-119.795,38.9581
-10.418615,-120.223,39.19109
-32.981117,-119.8581,39.24089
-16.457678,-120.2885,39.4738
0.011072159,-119.9218,39.5239
-0.0027751923,-120.4549,38.57567
-50.315277,-120.094,38.62627
-0.0027751923,-120.5208,38.8577
-66.38559,-120.1582,38.90858
-63.627777,-119.795,38.9581
-11.963713,-120.223,39.19109
