vstm,lon,lat
2.222975,-119.8581,39.24089
2.9229746,-120.2885,39.4738
2.2604747,-119.9218,39.5239
-6.612198,-120.4549,38.57567
-6.1996975,-120.094,38.62627
-6.2121973,-120.5208,38.8577
-6.1871977,-120.1582,38.90858
-5.987197,-119.795,38.9581
-5.8996973,-120.223,39.19109
-5.8621974,-119.8581,39.24089
-5.787197,-120.2885,39.4738
-5.8371973,-119.9218,39.5239
-18.032812,-120.4549,38.57567
-17.332811,-120.094,38.62627
-17.420313,-120.5208,38.8577
-17.332811,-120.1582,38.90858
-16.482813,-119.795,38.9581
-16.782812,-120.223,39.19109
-16.745312,-119.8581,39.24089
-16.820312,-120.2885,39.4738
-16.745312,-119.9218,39.5239
-4.7877593,-120.4549,38.57567
-5.112759,-120.094,38.62627
-4.625259,-120.5208,38.8577
-5.112759,-120.1582,38.90858
-5.462759,-119.795,38.9581
-4.9877586,-120.223,39.19109
-5.087759,-119.8581,39.24089
-4.8002586,-120.2885,39.4738
-5.075259,-119.9218,39.5239
-5.168809,-120.4549,38.57567
-4.4688087,-120.094,38.62627
-4.731309,-120.5208,38.8577
-4.4688087,-120.1582,38.90858
-4.031309,-119.795,38.9581
-4.243809,-120.223,39.19109
-4.0063095,-119.8581,39.24089
-4.393809,-120.2885,39.4738
-3.9813087,-119.9218,39.5239
-13.891598,-120.4549,38.57567
-13.104098,-120.094,38.62627
-12.629098,-120.5208,38.8577
-13.104098,-120.1582,38.90858
-12.891597,-119.795,38.9581
-12.629099,-120.223,39.19109
-12.891598,-119.8581,39.24089
-13.079097,-120.2885,39.4738
-12.866598,-119.9218,39.5239
-26.645794,-120.4549,38.57567
-25.158295,-120.094,38.62627
-24.858295,-120.5208,38.8577
-25.158295,-120.1582,38.90858
-23.545794,-119.795,38.9581
-23.858294,-120.223,39.19109
-23.445793,-119.8581,39.24089
-23.520794,-120.2885,39.4738
-23.445793,-119.9218,39.5239
-14.581696,-120.4549,38.57567
-13.694196,-120.094,38.62627
-13.119195,-120.5208,38.8577
-13.681695,-120.1582,38.90858
-13.994196,-119.795,38.9581
-13.181694,-120.223,39.19109
-13.444196,-119.8581,39.24089
-12.944196,-120.2885,39.4738
-13.419195,-119.9218,39.5239
-21.651968,-120.4549,38.57567
-20.851969,-120.094,38.62627
-20.351969,-120.5208,38.8577
-20.839468,-120.1582,38.90858
-20.45197,-119.795,38.9581
-20.26447,-120.223,39.19109
-20.439468,-119.8581,39.24089
-20.36447,-120.2885,39.4738
-20.426968,-119.9218,39.5239
-18.762953,-120.4549,38.57567
-18.112955,-120.094,38.62627
-17.550455,-120.5208,38.8577
-18.100454,-120.1582,38.90858
-18.387955,-119.795,38.9581
-17.775455,-120.223,39.19109
-18.125456,-119.8581,39.24089
-17.712954,-120.2885,39.4738
-18.125456,-119.9218,39.5239
-8.592575,-120.4549,38.57567
-8.080074,-120.094,38.62627
-7.7550745,-120.5208,38.8577
-8.0675745,-120.1582,38.90858
-8.8800745,-119.795,38.9581
-7.9925747,-120.223,39.19109
-8.805075,-119.8581,39.24089
-8.117575,-120.2885,39.4738
-8.792575,-119.9218,39.5239
-5.761603,-120.4549,38.57567
-5.849103,-120.094,38.62627
-5.7241025,-120.5208,38.8577
-5.836603,-120.1582,38.90858
-6.249103,-119.795,38.9581
-5.9366026,-120.223,39.19109
-6.199103,-119.8581,39.24089
-5.911603,-120.2885,39.4738
-6.174103,-119.9218,39.5239
18.086548,-120.4549,38.57567
17.674047,-120.094,38.62627
17.811548,-120.5208,38.8577
17.674047,-120.1582,38.90858
16.386547,-119.795,38.9581
17.424047,-120.223,39.19109
16.824047,-119.8581,39.24089
17.536549,-120.2885,39.4738
16.836548,-119.9218,39.5239
-8.331363,-120.4549,38.57567
-7.618863,-120.094,38.62627
-7.256362,-120.5208,38.8577
-7.618863,-120.1582,38.90858
-7.381362,-119.795,38.9581
-7.1688623,-120.223,39.19109
-6.8813624,-119.8581,39.24089
-6.868862,-120.2885,39.4738
-6.8688626,-119.9218,39.5239
-5.8099847,-120.4549,38.57567
-6.134985,-120.094,38.62627
-5.809985,-120.5208,38.8577
-6.122485,-120.1582,38.90858
-6.722485,-119.795,38.9581
-6.209985,-120.223,39.19109
-6.634985,-119.8581,39.24089
-6.197486,-120.2885,39.4738
-6.597485,-119.9218,39.5239
-3.2719722,-120.4549,38.57567
-3.6844718,-120.094,38.62627
-3.434472,-120.5208,38.8577
-3.6844718,-120.1582,38.90858
-4.0094724,-119.795,38.9581
-3.7469723,-120.223,39.19109
-3.9344718,-119.8581,39.24089
-3.7094722,-120.2885,39.4738
-3.909472,-119.9218,39.5239
10.6817875,-120.4549,38.57567
10.894287,-120.094,38.62627
11.456786,-120.5208,38.8577
10.894287,-120.1582,38.90858
10.181787,-119.795,38.9581
11.106789,-120.223,39.19109
10.669288,-119.8581,39.24089
11.394289,-120.2885,39.4738
10.669288,-119.9218,39.5239
-0.3239944,-120.4549,38.57567
0.23850584,-120.094,38.62627
0.5385058,-120.5208,38.8577
0.23850584,-120.1582,38.90858
-0.3989942,-119.795,38.9581
0.6760056,-120.223,39.19109
0.9760053,-119.8581,39.24089
1.4135058,-120.2885,39.4738
0.9760053,-119.9218,39.5239
-11.682423,-120.4549,38.57567
-10.807423,-120.094,38.62627
-10.232423,-120.5208,38.8577
-10.807423,-120.1582,38.90858
-11.4449215,-119.795,38.9581
-10.407423,-120.223,39.19109
-10.707422,-119.8581,39.24089
-10.019922,-120.2885,39.4738
-10.707422,-119.9218,39.5239
-11.396793,-120.4549,38.57567
-11.009292,-120.094,38.62627
-10.384293,-120.5208,38.8577
-11.009292,-120.1582,38.90858
-10.809293,-119.795,38.9581
-10.246792,-120.223,39.19109
-10.359292,-119.8581,39.24089
-9.659292,-120.2885,39.4738
-10.346792,-119.9218,39.5239
-3.8470485,-120.4549,38.57567
-3.4845483,-120.094,38.62627
-3.3595486,-120.5208,38.8577
-3.4845483,-120.1582,38.90858
-4.1220484,-119.795,38.9581
-3.4345486,-120.223,39.19109
-3.6720488,-119.8581,39.24089
-3.2470486,-120.2885,39.4738
-3.6470485,-119.9218,39.5239
-11.133594,-120.4549,38.57567
-10.508593,-120.094,38.62627
-9.933594,-120.5208,38.8577
-10.508593,-120.1582,38.90858
-10.483593,-119.795,38.9581
-9.846093,-120.223,39.19109
-10.146093,-119.8581,39.24089
-9.546093,-120.2885,39.4738
-10.133594,-119.9218,39.5239
0.3763101,-120.4549,38.57567
1.2763093,-120.094,38.62627
1.7388096,-120.5208,38.8577
1.3013091,-120.1582,38.90858
1.1388097,-119.795,38.9581
1.8388102,-120.223,39.19109
1.8763096,-119.8581,39.24089
2.3763099,-120.2885,39.4738
1.8763096,-119.9218,39.5239
-17.181335,-120.4549,38.57567
-16.193836,-120.094,38.62627
-15.543834,-120.5208,38.8577
-16.181335,-120.1582,38.90858
-16.406336,-119.795,38.9581
-15.668835,-120.223,39.19109
-16.206335,-119.8581,39.24089
-15.443836,-120.2885,39.4738
-16.206335,-119.9218,39.5239
-9.850307,-120.4549,38.57567
-8.837809,-120.094,38.62627
-8.350308,-120.5208,38.8577
-8.837809,-120.1582,38.90858
-9.050308,-119.795,38.9581
-8.062808,-120.223,39.19109
-8.187808,-119.8581,39.24089
-7.450308,-120.2885,39.4738
-8.187808,-119.9218,39.5239
-25.770138,-120.4549,38.57567
-24.38264,-120.094,38.62627
-24.32014,-120.5208,38.8577
-24.38264,-120.1582,38.90858
-22.595137,-119.795,38.9581
-23.145138,-120.223,39.19109
-22.557638,-119.8581,39.24089
-22.782639,-120.2885,39.4738
-22.557638,-119.9218,39.5239
-19.022446,-120.4549,38.57567
-17.572445,-120.094,38.62627
-17.522446,-120.5208,38.8577
-17.572445,-120.1582,38.90858
-15.6599455,-119.795,38.9581
-16.309946,-120.223,39.19109
-15.584947,-119.8581,39.24089
-15.897445,-120.2885,39.4738
-15.584947,-119.9218,39.5239
-18.44443,-120.4549,38.57567
-17.45693,-120.094,38.62627
-17.74443,-120.5208,38.8577
-17.46943,-120.1582,38.90858
-15.74443,-119.795,38.9581
-16.80693,-120.223,39.19109
-15.99443,-119.8581,39.24089
-16.60693,-120.2885,39.4738
-15.99443,-119.9218,39.5239
-8.172137,-120.4549,38.57567
-7.6221375,-120.094,38.62627
-7.334637,-120.5208,38.8577
-7.6221375,-120.1582,38.90858
-7.3471365,-119.795,38.9581
-7.134637,-120.223,39.19109
-7.1846366,-119.8581,39.24089
-6.622138,-120.2885,39.4738
-7.172137,-119.9218,39.5239
6.3825083,-120.4549,38.57567
6.7450075,-120.094,38.62627
6.8950076,-120.5208,38.8577
6.770008,-120.1582,38.90858
6.4450073,-119.795,38.9581
7.045008,-120.223,39.19109
7.0075088,-119.8581,39.24089
7.4825077,-120.2885,39.4738
7.0075088,-119.9218,39.5239
-27.221672,-120.4549,38.57567
-25.559174,-120.094,38.62627
-25.221676,-120.5208,38.8577
-25.559174,-120.1582,38.90858
-22.884174,-119.795,38.9581
-23.921673,-120.223,39.19109
-23.284174,-119.8581,39.24089
-23.971674,-120.2885,39.4738
-23.284174,-119.9218,39.5239
-29.160826,-120.4549,38.57567
-27.860825,-120.094,38.62627
-28.260822,-120.5208,38.8577
-27.873323,-120.1582,38.90858
-24.723326,-119.795,38.9581
-26.398323,-120.223,39.19109
-24.910824,-119.8581,39.24089
-26.085823,-120.2885,39.4738
-24.910824,-119.9218,39.5239
-28.10969,-120.4549,38.57567
-26.922192,-120.094,38.62627
-26.934692,-120.5208,38.8577
-26.922192,-120.1582,38.90858
-24.609692,-119.795,38.9581
-25.809692,-120.223,39.19109
-25.347193,-119.8581,39.24089
-25.997192,-120.2885,39.4738
-25.347193,-119.9218,39.5239
-23.133507,-120.4549,38.57567
-22.496006,-120.094,38.62627
-22.221006,-120.5208,38.8577
-22.483505,-120.1582,38.90858
-21.183506,-119.795,38.9581
-21.621004,-120.223,39.19109
-21.821007,-119.8581,39.24089
-21.783504,-120.2885,39.4738
-21.808506,-119.9218,39.5239
-19.118172,-120.4549,38.57567
-19.018173,-120.094,38.62627
-18.843172,-120.5208,38.8577
-19.018173,-120.1582,38.90858
-18.630672,-119.795,38.9581
-18.79317,-120.223,39.19109
-19.193172,-119.8581,39.24089
-19.018173,-120.2885,39.4738
-19.180672,-119.9218,39.5239
-12.440029,-120.4549,38.57567
-11.952529,-120.094,38.62627
-12.21503,-120.5208,38.8577
-11.952529,-120.1582,38.90858
-12.627531,-119.795,38.9581
-12.490029,-120.223,39.19109
-13.10253,-119.8581,39.24089
-13.252529,-120.2885,39.4738
-13.10253,-119.9218,39.5239
-20.78664,-120.4549,38.57567
-19.21164,-120.094,38.62627
-20.08664,-120.5208,38.8577
-19.199139,-120.1582,38.90858
-16.33664,-119.795,38.9581
-18.449139,-120.223,39.19109
-17.66164,-119.8581,39.24089
-19.449139,-120.2885,39.4738
-17.699139,-119.9218,39.5239
-21.448542,-120.4549,38.57567
-19.273539,-120.094,38.62627
-20.39854,-120.5208,38.8577
-19.28604,-120.1582,38.90858
-15.22354,-119.795,38.9581
-17.36104,-120.223,39.19109
-15.511041,-119.8581,39.24089
-16.99854,-120.2885,39.4738
-15.53604,-119.9218,39.5239
-21.210094,-120.4549,38.57567
-20.035095,-120.094,38.62627
-21.047596,-120.5208,38.8577
-20.047594,-120.1582,38.90858
-17.447594,-119.795,38.9581
-19.310095,-120.223,39.19109
-18.185095,-119.8581,39.24089
-19.585094,-120.2885,39.4738
-18.185095,-119.9218,39.5239
-17.110645,-120.4549,38.57567
-16.085644,-120.094,38.62627
-17.023144,-120.5208,38.8577
-16.085644,-120.1582,38.90858
-14.510644,-119.795,38.9581
-15.998145,-120.223,39.19109
-15.648144,-119.8581,39.24089
-16.760647,-120.2885,39.4738
-15.648144,-119.9218,39.5239
-1.0384281,-120.4549,38.57567
-1.0884268,-120.094,38.62627
-0.8509276,-120.5208,38.8577
-1.0884268,-120.1582,38.90858
-0.6509273,-119.795,38.9581
-0.6759274,-120.223,39.19109
-0.113426685,-119.8581,39.24089
-0.088427305,-120.2885,39.4738
-0.12592673,-119.9218,39.5239
-2.7420332,-120.4549,38.57567
-1.7045333,-120.094,38.62627
-2.792033,-120.5208,38.8577
-1.7045333,-120.1582,38.90858
-3.4670327,-119.795,38.9581
-2.7295334,-120.223,39.19109
-2.242033,-119.8581,39.24089
-3.2295332,-120.2885,39.4738
-2.242033,-119.9218,39.5239
-12.705719,-120.4549,38.57567
-11.743219,-120.094,38.62627
-11.968218,-120.5208,38.8577
-11.743219,-120.1582,38.90858
-11.468219,-119.795,38.9581
-11.805718,-120.223,39.19109
-12.280718,-119.8581,39.24089
-12.643219,-120.2885,39.4738
-12.280718,-119.9218,39.5239
-14.263457,-120.4549,38.57567
-13.363458,-120.094,38.62627
-13.413457,-120.5208,38.8577
-13.350957,-120.1582,38.90858
-13.963457,-119.795,38.9581
-13.550958,-120.223,39.19109
-14.350957,-119.8581,39.24089
-14.138457,-120.2885,39.4738
-14.325956,-119.9218,39.5239
-16.197796,-120.4549,38.57567
-15.9727955,-120.094,38.62627
-16.585297,-120.5208,38.8577
-15.9727955,-120.1582,38.90858
-15.672794,-119.795,38.9581
-16.460297,-120.223,39.19109
-16.672796,-119.8581,39.24089
-17.385296,-120.2885,39.4738
-16.672796,-119.9218,39.5239
-9.375612,-120.4549,38.57567
-9.688112,-120.094,38.62627
-9.725614,-120.5208,38.8577
-9.688112,-120.1582,38.90858
-9.900613,-119.795,38.9581
-9.963112,-120.223,39.19109
-10.338113,-119.8581,39.24089
-10.475613,-120.2885,39.4738
-10.338113,-119.9218,39.5239
-7.72995,-120.4549,38.57567
-7.62995,-120.094,38.62627
-7.44245,-120.5208,38.8577
-7.61745,-120.1582,38.90858
-7.22995,-119.795,38.9581
-7.1799498,-120.223,39.19109
-7.01745,-119.8581,39.24089
-7.09245,-120.2885,39.4738
-7.01745,-119.9218,39.5239
0.3762982,-120.4549,38.57567
-0.28620195,-120.094,38.62627
0.026298046,-120.5208,38.8577
-0.28620195,-120.1582,38.90858
-1.0362024,-119.795,38.9581
-0.52370214,-120.223,39.19109
-0.94870234,-119.8581,39.24089
-0.5237019,-120.2885,39.4738
-0.94870234,-119.9218,39.5239
5.119665,-120.4549,38.57567
5.244665,-120.094,38.62627
4.682164,-120.5208,38.8577
5.244665,-120.1582,38.90858
4.657165,-119.795,38.9581
4.519665,-120.223,39.19109
4.294665,-119.8581,39.24089
4.1821647,-120.2885,39.4738
4.294665,-119.9218,39.5239
0.99339557,-120.4549,38.57567
0.48089552,-120.094,38.62627
-1.4941047,-120.5208,38.8577
0.4683957,-120.1582,38.90858
0.5308957,-119.795,38.9581
-1.6191046,-120.223,39.19109
-1.4441046,-119.8581,39.24089
-2.9816046,-120.2885,39.4738
-1.4566046,-119.9218,39.5239
-11.38501,-120.4549,38.57567
-10.010011,-120.094,38.62627
-10.19751,-120.5208,38.8577
-10.010011,-120.1582,38.90858
-9.172509,-119.795,38.9581
-9.51001,-120.223,39.19109
-9.410009,-119.8581,39.24089
-9.63501,-120.2885,39.4738
-9.410009,-119.9218,39.5239
-20.594084,-120.4549,38.57567
-19.731583,-120.094,38.62627
-20.281584,-120.5208,38.8577
-19.731583,-120.1582,38.90858
-19.144085,-119.795,38.9581
-19.719084,-120.223,39.19109
-19.969084,-119.8581,39.24089
-20.219082,-120.2885,39.4738
-19.969084,-119.9218,39.5239
-19.764736,-120.4549,38.57567
-19.377235,-120.094,38.62627
-19.377235,-120.5208,38.8577
-19.377235,-120.1582,38.90858
-17.852238,-119.795,38.9581
-18.752237,-120.223,39.19109
-18.652235,-119.8581,39.24089
