vwnd,lon,lat
2.4585724,-120.223,39.19109
4.334549,-119.8581,39.24089
1.1099396,-120.2885,39.4738
4.338455,-119.9218,39.5239
-0.39437866,-120.4549,38.57567
2.2521057,-120.094,38.62627
1.0558167,-120.5208,38.8577
2.2530823,-120.1582,38.90858
1.3380432,-119.795,38.9581
1.5284729,-120.223,39.19109
1.6358948,-119.8581,39.24089
1.3868713,-120.2885,39.4738
1.639801,-119.9218,39.5239
2.237894,-120.4549,38.57567
1.6304722,-120.094,38.62627
2.8794956,-120.5208,38.8577
1.6304722,-120.1582,38.90858
3.2466831,-119.795,38.9581
1.9371128,-120.223,39.19109
3.9302769,-119.8581,39.24089
1.5367222,-120.2885,39.4738
3.9341831,-119.9218,39.5239
-0.9552269,-120.4549,38.57567
1.9842262,-120.094,38.62627
1.1893044,-120.5208,38.8577
1.9861794,-120.1582,38.90858
1.410984,-119.795,38.9581
0.77817154,-120.223,39.19109
1.8357887,-119.8581,39.24089
0.3445778,-120.2885,39.4738
1.8377419,-119.9218,39.5239
0.2170974,-120.4549,38.57567
2.69073,-120.094,38.62627
2.3879957,-120.5208,38.8577
2.6926832,-120.1582,38.90858
3.0071363,-119.795,38.9581
1.9856521,-120.223,39.19109
4.03448,-119.8581,39.24089
1.2288162,-120.2885,39.4738
4.0403395,-119.9218,39.5239
-3.9327202,-120.4549,38.57567
-0.718853,-120.094,38.62627
-2.6514702,-120.5208,38.8577
-0.71787643,-120.1582,38.90858
-1.4668999,-119.795,38.9581
-1.2042046,-120.223,39.19109
-1.4200249,-119.8581,39.24089
-0.6172905,-120.2885,39.4738
-1.4180717,-119.9218,39.5239
-4.6087685,-120.4549,38.57567
0.78185654,-120.094,38.62627
-3.953495,-120.5208,38.8577
0.78185654,-120.1582,38.90858
-1.7318153,-119.795,38.9581
-0.578495,-120.223,39.19109
-1.953495,-119.8581,39.24089
0.31798935,-120.2885,39.4738
-1.953495,-119.9218,39.5239
-3.4505367,-120.4549,38.57567
1.208643,-120.094,38.62627
-3.711279,-120.5208,38.8577
1.2096195,-120.1582,38.90858
-1.1624508,-119.795,38.9581
1.108057,-120.223,39.19109
-1.0315914,-119.8581,39.24089
1.5035648,-120.2885,39.4738
-1.032568,-119.9218,39.5239
-0.14164925,-120.4549,38.57567
2.3720226,-120.094,38.62627
-0.090867996,-120.5208,38.8577
2.3769054,-120.1582,38.90858
1.1493664,-119.795,38.9581
1.5048351,-120.223,39.19109
1.3788586,-119.8581,39.24089
1.2802258,-120.2885,39.4738
1.3817883,-119.9218,39.5239
0.7132473,-120.4549,38.57567
2.3978176,-120.094,38.62627
1.8284817,-120.5208,38.8577
2.3978176,-120.1582,38.90858
3.8235989,-119.795,38.9581
2.3196926,-120.223,39.19109
3.8773098,-119.8581,39.24089
-0.12952614,-120.2885,39.4738
3.8821926,-119.9218,39.5239
-6.21504,-120.4549,38.57567
-2.5119152,-120.094,38.62627
-4.9464855,-120.5208,38.8577
-2.509962,-120.1582,38.90858
-3.68672,-119.795,38.9581
-5.0294933,-120.223,39.19109
-5.259962,-119.8581,39.24089
-5.898634,-120.2885,39.4738
-5.258009,-119.9218,39.5239
-5.852249,-120.4549,38.57567
-1.1295929,-120.094,38.62627
-4.2418976,-120.5208,38.8577
-1.1325226,-120.1582,38.90858
-1.8991241,-119.795,38.9581
-2.3463898,-120.223,39.19109
-2.171585,-119.8581,39.24089
-1.9215851,-120.2885,39.4738
-2.176468,-119.9218,39.5239
-4.2507443,-120.4549,38.57567
1.7248415,-120.094,38.62627
-4.217541,-120.5208,38.8577
1.725818,-120.1582,38.90858
-2.512463,-119.795,38.9581
-0.5564085,-120.223,39.19109
-3.9109006,-119.8581,39.24089
0.23558366,-120.2885,39.4738
-3.9128537,-119.9218,39.5239
-3.7658615,-120.4549,38.57567
0.4421463,-120.094,38.62627
-4.3264084,-120.5208,38.8577
0.445076,-120.1582,38.90858
-2.773674,-119.795,38.9581
-2.3635178,-120.223,39.19109
-3.8547287,-119.8581,39.24089
-1.3478928,-120.2885,39.4738
-3.8557053,-119.9218,39.5239
-4.1424065,-120.4549,38.57567
0.8019295,-120.094,38.62627
-4.3494377,-120.5208,38.8577
0.8038826,-120.1582,38.90858
-2.2224846,-119.795,38.9581
-2.165844,-120.223,39.19109
-2.8562737,-119.8581,39.24089
-0.9539299,-120.2885,39.4738
-2.8562737,-119.9218,39.5239
-2.0026321,-120.4549,38.57567
1.905571,-120.094,38.62627
-1.8317337,-120.5208,38.8577
1.9085007,-120.1582,38.90858
1.483696,-119.795,38.9581
0.42705536,-120.223,39.19109
1.1829147,-119.8581,39.24089
-0.8346634,-120.2885,39.4738
1.186821,-119.9218,39.5239
-6.741066,-120.4549,38.57567
-4.7908707,-120.094,38.62627
-6.7156754,-120.5208,38.8577
-4.794777,-120.1582,38.90858
-4.850441,-119.795,38.9581
-6.5789566,-120.223,39.19109
-6.0408707,-119.8581,39.24089
-5.8875504,-120.2885,39.4738
-6.0457535,-119.9218,39.5239
-4.5079346,-120.4549,38.57567
-1.8116455,-120.094,38.62627
-4.29895,-120.5208,38.8577
-1.8135986,-120.1582,38.90858
-2.8057861,-119.795,38.9581
-2.2022705,-120.223,39.19109
-2.7403564,-119.8581,39.24089
-0.73547363,-120.2885,39.4738
-2.7471924,-119.9218,39.5239
-4.1411533,-120.4549,38.57567
-0.5356846,-120.094,38.62627
-3.722208,-120.5208,38.8577
-0.53666115,-120.1582,38.90858
-0.6860752,-119.795,38.9581
-1.057169,-120.223,39.19109
-0.96146584,-119.8581,39.24089
0.18013573,-120.2885,39.4738
-0.96341896,-119.9218,39.5239
-3.2551804,-120.4549,38.57567
0.5094681,-120.094,38.62627
-3.579399,-120.5208,38.8577
0.51044464,-120.1582,38.90858
-2.0227585,-119.795,38.9581
-2.032524,-120.223,39.19109
-3.0608444,-119.8581,39.24089
-1.3704147,-120.2885,39.4738
-3.063774,-119.9218,39.5239
1.4588356,-120.4549,38.57567
1.098484,-120.094,38.62627
0.9324684,-120.5208,38.8577
1.0994606,-120.1582,38.90858
1.6502419,-119.795,38.9581
