uwnd,lon,lat
4.3607426,-119.9218,39.5239
0.44431877,-120.4549,38.57567
2.8183422,-120.094,38.62627
0.27830315,-120.5208,38.8577
2.8193188,-120.1582,38.90858
0.11619377,-119.795,38.9581
2.4540844,-120.223,39.19109
0.7900219,-119.8581,39.24089
1.4277172,-120.2885,39.4738
0.79099846,-119.9218,39.5239
1.3614769,-120.4549,38.57567
6.8360863,-120.094,38.62627
1.6319847,-120.5208,38.8577
6.8351097,-120.1582,38.90858
10.373196,-119.795,38.9581
9.040188,-120.223,39.19109
11.651516,-119.8581,39.24089
5.856594,-120.2885,39.4738
11.64761,-119.9218,39.5239
0.4549427,-120.4549,38.57567
4.090685,-120.094,38.62627
0.8358021,-120.5208,38.8577
4.090685,-120.1582,38.90858
6.0867786,-119.795,38.9581
4.6834583,-120.223,39.19109
6.088732,-119.8581,39.24089
3.6268177,-120.2885,39.4738
6.087755,-119.9218,39.5239
0.7501335,-120.4549,38.57567
4.9806023,-120.094,38.62627
0.8995476,-120.5208,38.8577
4.978649,-120.1582,38.90858
8.405407,-119.795,38.9581
7.106579,-120.223,39.19109
10.018688,-119.8581,39.24089
3.7296257,-120.2885,39.4738
10.013805,-119.9218,39.5239
1.010376,-120.4549,38.57567
7.8502197,-120.094,38.62627
2.4888916,-120.5208,38.8577
7.845337,-120.1582,38.90858
10.147095,-119.795,38.9581
11.209595,-120.223,39.19109
11.518188,-119.8581,39.24089
6.8189697,-120.2885,39.4738
11.512329,-119.9218,39.5239
-0.62878036,-120.4549,38.57567
2.2911415,-120.094,38.62627
-0.9969444,-120.5208,38.8577
2.2882118,-120.1582,38.90858
3.5118446,-119.795,38.9581
2.423954,-120.223,39.19109
3.8272743,-119.8581,39.24089
0.22766495,-120.2885,39.4738
3.8243446,-119.9218,39.5239
-0.41638374,-120.4549,38.57567
2.3248272,-120.094,38.62627
0.30724907,-120.5208,38.8577
2.3238506,-120.1582,38.90858
5.152952,-119.795,38.9581
3.7593975,-120.223,39.19109
5.9732647,-119.8581,39.24089
-0.53845406,-120.2885,39.4738
5.9644756,-119.9218,39.5239
0.43312073,-120.4549,38.57567
2.289566,-120.094,38.62627
1.1284332,-120.5208,38.8577
2.287613,-120.1582,38.90858
5.8579254,-119.795,38.9581
4.4741364,-120.223,39.19109
6.320816,-119.8581,39.24089
2.5991364,-120.2885,39.4738
6.31691,-119.9218,39.5239
-1.7546539,-120.4549,38.57567
1.3097992,-120.094,38.62627
-1.9402008,-120.5208,38.8577
1.3078461,-120.1582,38.90858
2.4572601,-119.795,38.9581
1.3556976,-120.223,39.19109
2.8117523,-119.8581,39.24089
-0.8679352,-120.2885,39.4738
2.8088226,-119.9218,39.5239
-2.6360073,-120.4549,38.57567
0.026102066,-120.094,38.62627
-3.1203823,-120.5208,38.8577
0.024148941,-120.1582,38.90858
-1.7854214,-119.795,38.9581
-0.24342918,-120.223,39.19109
-1.6242886,-119.8581,39.24089
-2.7160854,-120.2885,39.4738
-1.6262417,-119.9218,39.5239
-0.9699173,-120.4549,38.57567
-0.1417923,-120.094,38.62627
-0.7042923,-120.5208,38.8577
-0.14276886,-120.1582,38.90858
0.6912155,-119.795,38.9581
-0.08417511,-120.223,39.19109
0.7312546,-119.8581,39.24089
-2.4044876,-120.2885,39.4738
0.7283249,-119.9218,39.5239
-0.095006704,-120.4549,38.57567
2.7077277,-120.094,38.62627
0.3268683,-120.5208,38.8577
2.7057745,-120.1582,38.90858
5.088587,-119.795,38.9581
3.822962,-120.223,39.19109
5.2585087,-119.8581,39.24089
1.5905402,-120.2885,39.4738
5.253626,-119.9218,39.5239
-0.45208573,-120.4549,38.57567
3.104555,-120.094,38.62627
0.03424239,-120.5208,38.8577
3.1026018,-120.1582,38.90858
6.8916645,-119.795,38.9581
4.9092426,-120.223,39.19109
7.4277973,-119.8581,39.24089
2.2930315,-120.2885,39.4738
7.423891,-119.9218,39.5239
-1.2111759,-120.4549,38.57567
2.460699,-120.094,38.62627
-1.5402775,-120.5208,38.8577
2.460699,-120.1582,38.90858
2.5153866,-119.795,38.9581
2.1579647,-120.223,39.19109
2.8747616,-119.8581,39.24089
0.08081627,-120.2885,39.4738
2.873785,-119.9218,39.5239
-1.0251904,-120.4549,38.57567
2.7580128,-120.094,38.62627
-0.6667919,-120.5208,38.8577
2.7541065,-120.1582,38.90858
4.9035206,-119.795,38.9581
3.7433643,-120.223,39.19109
5.3478565,-119.8581,39.24089
1.6232471,-120.2885,39.4738
5.344927,-119.9218,39.5239
-1.434433,-120.4549,38.57567
2.4864655,-120.094,38.62627
-1.9129486,-120.5208,38.8577
2.485489,-120.1582,38.90858
3.516739,-119.795,38.9581
2.5597076,-120.223,39.19109
3.8097076,-119.8581,39.24089
0.6231842,-120.2885,39.4738
3.8097076,-119.9218,39.5239
0.87347794,-120.4549,38.57567
2.1283607,-120.094,38.62627
1.2465248,-120.5208,38.8577
2.1273842,-120.1582,38.90858
5.1684,-119.795,38.9581
2.5092201,-120.223,39.19109
5.2455482,-119.8581,39.24089
0.7933998,-120.2885,39.4738
5.243595,-119.9218,39.5239
0.30848122,-120.4549,38.57567
3.415903,-120.094,38.62627
-0.08214378,-120.5208,38.8577
3.41395,-120.1582,38.90858
4.8748875,-119.795,38.9581
3.8436375,-120.223,39.19109
5.5330906,-119.8581,39.24089
2.844614,-120.2885,39.4738
5.5311375,-119.9218,39.5239
-0.33000994,-120.4549,38.57567
4.23249,-120.094,38.62627
0.0283885,-120.5208,38.8577
4.230537,-120.1582,38.90858
6.7988963,-119.795,38.9581
5.178779,-120.223,39.19109
8.044014,-119.8581,39.24089
3.536201,-120.2885,39.4738
8.040108,-119.9218,39.5239
0.14325607,-120.4549,38.57567
1.8688421,-120.094,38.62627
-0.39775956,-120.5208,38.8577
1.8698187,-120.1582,38.90858
-0.6409236,-119.795,38.9581
1.453803,-120.223,39.19109
0.026068568,-119.8581,39.24089
2.1354437,-120.2885,39.4738
0.02704513,-119.9218,39.5239
0.53372264,-120.4549,38.57567
1.4233711,-120.094,38.62627
0.23294139,-120.5208,38.8577
1.4243476,-120.1582,38.90858
-1.0444024,-119.795,38.9581
1.0962226,-120.223,39.19109
-0.5922539,-119.8581,39.24089
0.42923045,-120.2885,39.4738
-0.59127736,-119.9218,39.5239
0.48621106,-120.4549,38.57567
1.727422,-120.094,38.62627
-0.30187488,-120.5208,38.8577
1.7264454,-120.1582,38.90858
-1.9923046,-119.795,38.9581
1.6678517,-120.223,39.19109
-1.2423046,-119.8581,39.24089
-0.5040233,-120.2885,39.4738
-1.241328,-119.9218,39.5239
-0.7631588,-120.4549,38.57567
3.616724,-120.094,38.62627
-0.96237755,-120.5208,38.8577
3.6157475,-120.1582,38.90858
4.0044193,-119.795,38.9581
3.569849,-120.223,39.19109
4.281763,-119.8581,39.24089
0.6059818,-120.2885,39.4738
4.2807865,-119.9218,39.5239
1.218483,-120.4549,38.57567
3.718483,-120.094,38.62627
2.2438736,-120.5208,38.8577
3.718483,-120.1582,38.90858
6.488991,-119.795,38.9581
4.5427017,-120.223,39.19109
6.347389,-119.8581,39.24089
2.2731705,-120.2885,39.4738
6.345436,-119.9218,39.5239
1.3136749,-120.4549,38.57567
3.0890656,-120.094,38.62627
0.9210968,-120.5208,38.8577
3.090042,-120.1582,38.90858
-0.48124695,-119.795,38.9581
2.9123077,-120.223,39.19109
-0.034957886,-119.8581,39.24089
3.947464,-120.2885,39.4738
-0.031051636,-119.9218,39.5239
-0.9310883,-120.4549,38.57567
-1.9066743,-120.094,38.62627
-2.1605806,-120.5208,38.8577
-1.9066743,-120.1582,38.90858
-7.770932,-119.795,38.9581
-2.2904634,-120.223,39.19109
-5.5717134,-119.8581,39.24089
-1.4008149,-120.2885,39.4738
-5.570737,-119.9218,39.5239
0.41909277,-120.4549,38.57567
2.2481942,-120.094,38.62627
-0.62485254,-120.5208,38.8577
2.246241,-120.1582,38.90858
-3.1268058,-119.795,38.9581
2.2091317,-120.223,39.19109
-2.3152823,-119.8581,39.24089
1.6046396,-120.2885,39.4738
-2.311376,-119.9218,39.5239
0.7948992,-120.4549,38.57567
3.0068133,-120.094,38.62627
0.14157891,-120.5208,38.8577
3.0058367,-120.1582,38.90858
-2.215843,-119.795,38.9581
2.143532,-120.223,39.19109
-1.0068586,-119.8581,39.24089
3.9931414,-120.2885,39.4738
-1.005882,-119.9218,39.5239
0.6068649,-120.4549,38.57567
3.0736618,-120.094,38.62627
-0.07575226,-120.5208,38.8577
3.0736618,-120.1582,38.90858
-2.1265335,-119.795,38.9581
1.6722946,-120.223,39.19109
-1.0855179,-119.8581,39.24089
2.8138962,-120.2885,39.4738
-1.0835648,-119.9218,39.5239
-0.019096375,-120.4549,38.57567
3.4603958,-120.094,38.62627
0.75141144,-120.5208,38.8577
3.4584427,-120.1582,38.90858
4.8607864,-119.795,38.9581
3.4760208,-120.223,39.19109
5.4857864,-119.8581,39.24089
2.9164505,-120.2885,39.4738
5.48481,-119.9218,39.5239
-1.8869724,-120.4549,38.57567
-4.5568943,-120.094,38.62627
-3.9084568,-120.5208,38.8577
-4.5539646,-120.1582,38.90858
-7.9025974,-119.795,38.9581
-4.9690037,-120.223,39.19109
-6.9533787,-119.8581,39.24089
-3.3674412,-120.2885,39.4738
-6.9494724,-119.9218,39.5239
-1.8698978,-120.4549,38.57567
-3.5163822,-120.094,38.62627
-4.041773,-120.5208,38.8577
-3.5154057,-120.1582,38.90858
-11.952906,-119.795,38.9581
-3.3982182,-120.223,39.19109
-9.814234,-119.8581,39.24089
-3.1052494,-120.2885,39.4738
-9.812281,-119.9218,39.5239
-2.218998,-120.4549,38.57567
-1.5900917,-120.094,38.62627
-3.962162,-120.5208,38.8577
-1.5900917,-120.1582,38.90858
-6.337162,-119.795,38.9581
-1.5256386,-120.223,39.19109
-5.930912,-119.8581,39.24089
-2.6525917,-120.2885,39.4738
-5.930912,-119.9218,39.5239
-0.45887566,-120.4549,38.57567
1.441515,-120.094,38.62627
-1.8289928,-120.5208,38.8577
1.4405384,-120.1582,38.90858
-2.8543835,-119.795,38.9581
0.93370247,-120.223,39.19109
-3.1073132,-119.8581,39.24089
1.6143665,-120.2885,39.4738
-3.1063366,-119.9218,39.5239
-0.5051918,-120.4549,38.57567
-0.021793365,-120.094,38.62627
-1.1038246,-120.5208,38.8577
-0.021793365,-120.1582,38.90858
-1.1926918,-119.795,38.9581
0.05047226,-120.223,39.19109
-0.87921524,-119.8581,39.24089
-2.6214027,-120.2885,39.4738
-0.8801918,-119.9218,39.5239
-1.2506142,-120.4549,38.57567
2.3988,-120.094,38.62627
-1.1978798,-120.5208,38.8577
2.3988,-120.1582,38.90858
3.182003,-119.795,38.9581
2.476925,-120.223,39.19109
3.5286827,-119.8581,39.24089
1.0804405,-120.2885,39.4738
3.5286827,-119.9218,39.5239
-0.50395393,-120.4549,38.57567
3.0487804,-120.094,38.62627
-0.36039925,-120.5208,38.8577
3.0487804,-120.1582,38.90858
3.9345226,-119.795,38.9581
2.8544445,-120.223,39.19109
4.513624,-119.8581,39.24089
2.3319836,-120.2885,39.4738
4.5126476,-119.9218,39.5239
0.51703453,-120.4549,38.57567
3.618597,-120.094,38.62627
1.3393002,-120.5208,38.8577
3.618597,-120.1582,38.90858
6.047308,-119.795,38.9581
4.354925,-120.223,39.19109
7.429144,-119.8581,39.24089
4.1596127,-120.2885,39.4738
7.4281673,-119.9218,39.5239
-0.2642851,-120.4549,38.57567
0.2386446,-120.094,38.62627
-1.3443632,-120.5208,38.8577
0.2386446,-120.1582,38.90858
-2.6451445,-119.795,38.9581
0.25231647,-120.223,39.19109
-2.465457,-119.8581,39.24089
1.2806368,-120.2885,39.4738
-2.4615507,-119.9218,39.5239
-0.92488813,-120.4549,38.57567
-0.6651225,-120.094,38.62627
-1.9131694,-120.5208,38.8577
-0.6660991,-120.1582,38.90858
-1.3838725,-119.795,38.9581
-1.2383647,-120.223,39.19109
-1.2315288,-119.8581,39.24089
-2.8682475,-120.2885,39.4738
-1.2344584,-119.9218,39.5239
-1.3025359,-120.4549,38.57567
0.80586255,-120.094,38.62627
-1.6785125,-120.5208,38.8577
0.8039094,-120.1582,38.90858
0.51387036,-119.795,38.9581
-0.30058277,-120.223,39.19109
0.30000317,-119.8581,39.24089
-3.0203094,-120.2885,39.4738
0.30000317,-119.9218,39.5239
-1.9795055,-120.4549,38.57567
-1.181654,-120.094,38.62627
-2.6699352,-120.5208,38.8577
-1.1826305,-120.1582,38.90858
-1.8681774,-119.795,38.9581
-1.0869274,-120.223,39.19109
-1.5527477,-119.8581,39.24089
-3.4365368,-120.2885,39.4738
-1.5547009,-119.9218,39.5239
-2.5545528,-120.4549,38.57567
-0.12681842,-120.094,38.62627
-2.9910762,-120.5208,38.8577
-0.12779498,-120.1582,38.90858
-1.6668575,-119.795,38.9581
-0.5311153,-120.223,39.19109
-1.6326778,-119.8581,39.24089
-3.0418575,-120.2885,39.4738
-1.6326778,-119.9218,39.5239
-0.5882895,-120.4549,38.57567
-0.9535239,-120.094,38.62627
-1.0912192,-120.5208,38.8577
-0.9535239,-120.1582,38.90858
-2.5150473,-119.795,38.9581
-1.2396567,-120.223,39.19109
-2.9574301,-119.8581,39.24089
-2.2689536,-120.2885,39.4738
-2.9574301,-119.9218,39.5239
0.7209816,-120.4549,38.57567
3.179966,-120.094,38.62627
1.5979347,-120.5208,38.8577
3.1780128,-120.1582,38.90858
3.1594582,-119.795,38.9581
3.0686378,-120.223,39.19109
3.713169,-119.8581,39.24089
3.57938,-120.2885,39.4738
3.713169,-119.9218,39.5239
0.068431854,-120.4549,38.57567
2.8780022,-120.094,38.62627
-0.20988846,-120.5208,38.8577
2.8770256,-120.1582,38.90858
-0.5507088,-119.795,38.9581
2.5977287,-120.223,39.19109
0.12995529,-119.8581,39.24089
2.7637444,-120.2885,39.4738
0.13190842,-119.9218,39.5239
-1.3476912,-120.4549,38.57567
-0.39847243,-120.094,38.62627
-2.6523786,-120.5208,38.8577
