mcdc,lon,lat
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
2.375,-120.4549,38.57567
2.625,-120.094,38.62627
2.875,-120.5208,38.8577
2.375,-120.1582,38.90858
2.25,-119.795,38.9581
3.25,-120.223,39.19109
3.0,-119.8581,39.24089
4.125,-120.2885,39.4738
3.875,-119.9218,39.5239
11.0,-120.4549,38.57567
6.875,-120.094,38.62627
11.875,-120.5208,38.8577
7.5,-120.1582,38.90858
5.75,-119.795,38.9581
7.125,-120.223,39.19109
5.625,-119.8581,39.24089
7.75,-120.2885,39.4738
10.125,-119.9218,39.5239
41.875,-120.4549,38.57567
35.875,-120.094,38.62627
48.625,-120.5208,38.8577
39.25,-120.1582,38.90858
36.625,-119.795,38.9581
45.125,-120.223,39.19109
42.75,-119.8581,39.24089
49.75,-120.2885,39.4738
52.0,-119.9218,39.5239
9.625,-120.4549,38.57567
7.625,-120.094,38.62627
11.25,-120.5208,38.8577
9.0,-120.1582,38.90858
7.375,-119.795,38.9581
10.625,-120.223,39.19109
9.125,-119.8581,39.24089
11.75,-120.2885,39.4738
8.75,-119.9218,39.5239
41.875,-120.4549,38.57567
38.25,-120.094,38.62627
43.5,-120.5208,38.8577
38.75,-120.1582,38.90858
36.75,-119.795,38.9581
36.375,-120.223,39.19109
34.0,-119.8581,39.24089
30.875,-120.2885,39.4738
30.0,-119.9218,39.5239
3.5,-120.4549,38.57567
4.0,-120.094,38.62627
2.875,-120.5208,38.8577
13.875,-120.1582,38.90858
15.625,-119.795,38.9581
20.625,-120.223,39.19109
18.375,-119.8581,39.24089
21.25,-120.2885,39.4738
20.125,-119.9218,39.5239
19.25,-120.4549,38.57567
11.375,-120.094,38.62627
27.875,-120.5208,38.8577
20.0,-120.1582,38.90858
11.5,-119.795,38.9581
26.25,-120.223,39.19109
20.625,-119.8581,39.24089
30.375,-120.2885,39.4738
25.25,-119.9218,39.5239
28.625,-120.4549,38.57567
30.0,-120.094,38.62627
33.25,-120.5208,38.8577
35.875,-120.1582,38.90858
35.125,-119.795,38.9581
40.375,-120.223,39.19109
38.25,-119.8581,39.24089
45.125,-120.2885,39.4738
40.0,-119.9218,39.5239
65.625,-120.4549,38.57567
66.625,-120.094,38.62627
48.375,-120.5208,38.8577
57.0,-120.1582,38.90858
63.875,-119.795,38.9581
40.875,-120.223,39.19109
51.875,-119.8581,39.24089
26.75,-120.2885,39.4738
40.375,-119.9218,39.5239
2.5,-120.4549,38.57567
3.0,-120.094,38.62627
3.875,-120.5208,38.8577
4.375,-120.1582,38.90858
4.375,-119.795,38.9581
6.0,-120.223,39.19109
6.5,-119.8581,39.24089
7.375,-120.2885,39.4738
7.75,-119.9218,39.5239
3.0,-120.4549,38.57567
1.0,-120.094,38.62627
2.75,-120.5208,38.8577
2.25,-120.1582,38.90858
2.25,-119.795,38.9581
2.25,-120.223,39.19109
2.375,-119.8581,39.24089
0.5,-120.2885,39.4738
0.375,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
25.5,-120.4549,38.57567
