hgt,lon,lat
11182.553,-119.795,38.9581
11035.053,-120.223,39.19109
11102.553,-119.8581,39.24089
10931.303,-120.2885,39.4738
10951.303,-119.9218,39.5239
10539.533,-120.4549,38.57567
10514.533,-120.094,38.62627
10419.533,-120.5208,38.8577
10447.033,-120.1582,38.90858
10528.283,-119.795,38.9581
10358.283,-120.223,39.19109
10529.533,-119.8581,39.24089
10293.283,-120.2885,39.4738
10447.033,-119.9218,39.5239
11137.744,-120.4549,38.57567
11117.744,-120.094,38.62627
11072.744,-120.5208,38.8577
10523.994,-120.1582,38.90858
10218.994,-119.795,38.9581
10163.994,-120.223,39.19109
10152.744,-119.8581,39.24089
10108.994,-120.2885,39.4738
10073.994,-119.9218,39.5239
11843.519,-120.4549,38.57567
11839.769,-120.094,38.62627
11829.769,-120.5208,38.8577
11833.519,-120.1582,38.90858
11832.269,-119.795,38.9581
11747.269,-120.223,39.19109
11817.269,-119.8581,39.24089
11642.269,-120.2885,39.4738
11678.519,-119.9218,39.5239
11876.477,-120.4549,38.57567
11863.977,-120.094,38.62627
11806.477,-120.5208,38.8577
11797.727,-120.1582,38.90858
11825.227,-119.795,38.9581
11785.227,-120.223,39.19109
11777.727,-119.8581,39.24089
11773.977,-120.2885,39.4738
11770.227,-119.9218,39.5239
11846.586,-120.4549,38.57567
11839.086,-120.094,38.62627
11531.586,-120.5208,38.8577
11835.336,-120.1582,38.90858
11796.586,-119.795,38.9581
11471.586,-120.223,39.19109
11446.586,-119.8581,39.24089
11315.336,-120.2885,39.4738
11375.336,-119.9218,39.5239
10006.221,-120.4549,38.57567
9968.721,-120.094,38.62627
10011.221,-120.5208,38.8577
10018.721,-120.1582,38.90858
10057.471,-119.795,38.9581
10023.721,-120.223,39.19109
10093.721,-119.8581,39.24089
10012.471,-120.2885,39.4738
10033.721,-119.9218,39.5239
10902.731,-120.4549,38.57567
10895.231,-120.094,38.62627
10893.981,-120.5208,38.8577
10890.231,-120.1582,38.90858
10888.981,-119.795,38.9581
10885.231,-120.223,39.19109
10882.731,-119.8581,39.24089
10882.731,-120.2885,39.4738
10880.231,-119.9218,39.5239
11211.105,-120.4549,38.57567
11194.855,-120.094,38.62627
11207.355,-120.5208,38.8577
11191.105,-120.1582,38.90858
11127.355,-119.795,38.9581
11163.605,-120.223,39.19109
11109.855,-119.8581,39.24089
11137.355,-120.2885,39.4738
11107.355,-119.9218,39.5239
11085.52,-120.4549,38.57567
11074.27,-120.094,38.62627
11138.02,-120.5208,38.8577
11128.02,-120.1582,38.90858
11134.27,-119.795,38.9581
11124.27,-120.223,39.19109
11129.27,-119.8581,39.24089
11121.77,-120.2885,39.4738
11123.02,-119.9218,39.5239
11063.709,-120.4549,38.57567
11096.209,-120.094,38.62627
11086.209,-120.5208,38.8577
11036.209,-120.1582,38.90858
11026.209,-119.795,38.9581
11032.459,-120.223,39.19109
11021.209,-119.8581,39.24089
11024.959,-120.2885,39.4738
11009.959,-119.9218,39.5239
10270.375,-120.4549,38.57567
10374.125,-120.094,38.62627
10200.375,-120.5208,38.8577
10252.875,-120.1582,38.90858
10307.875,-119.795,38.9581
10204.125,-120.223,39.19109
10247.875,-119.8581,39.24089
10172.875,-120.2885,39.4738
10242.875,-119.9218,39.5239
10579.54,-120.4549,38.57567
10475.79,-120.094,38.62627
10577.04,-120.5208,38.8577
10477.04,-120.1582,38.90858
10433.29,-119.795,38.9581
10448.29,-120.223,39.19109
10445.79,-119.8581,39.24089
10472.04,-120.2885,39.4738
10388.29,-119.9218,39.5239
10834.566,-120.4549,38.57567
10790.816,-120.094,38.62627
10830.816,-120.5208,38.8577
10787.066,-120.1582,38.90858
10770.816,-119.795,38.9581
10794.566,-120.223,39.19109
10778.316,-119.8581,39.24089
10719.566,-120.2885,39.4738
10702.066,-119.9218,39.5239
11782.842,-120.4549,38.57567
11720.342,-120.094,38.62627
11825.342,-120.5208,38.8577
11721.592,-120.1582,38.90858
11672.842,-119.795,38.9581
11746.592,-120.223,39.19109
11614.092,-119.8581,39.24089
11752.842,-120.2885,39.4738
11635.342,-119.9218,39.5239
12711.892,-120.4549,38.57567
12686.892,-120.094,38.62627
12708.142,-120.5208,38.8577
12620.642,-120.1582,38.90858
12578.142,-119.795,38.9581
12628.142,-120.223,39.19109
12576.892,-119.8581,39.24089
12618.142,-120.2885,39.4738
12573.142,-119.9218,39.5239
12657.718,-120.4549,38.57567
12632.718,-120.094,38.62627
12710.218,-120.5208,38.8577
12633.968,-120.1582,38.90858
12600.218,-119.795,38.9581
12696.468,-120.223,39.19109
12628.968,-119.8581,39.24089
12727.718,-120.2885,39.4738
12701.468,-119.9218,39.5239
13391.611,-120.4549,38.57567
13366.611,-120.094,38.62627
13390.361,-120.5208,38.8577
13370.361,-120.1582,38.90858
13367.861,-119.795,38.9581
13446.611,-120.223,39.19109
13371.611,-119.8581,39.24089
13481.611,-120.2885,39.4738
13397.861,-119.9218,39.5239
12769.554,-120.4549,38.57567
12828.304,-120.094,38.62627
12682.054,-120.5208,38.8577
12740.804,-120.1582,38.90858
12745.804,-119.795,38.9581
12663.304,-120.223,39.19109
12724.554,-119.8581,39.24089
12538.304,-120.2885,39.4738
12552.054,-119.9218,39.5239
10268.57,-120.4549,38.57567
10202.32,-120.094,38.62627
10221.07,-120.5208,38.8577
10211.07,-120.1582,38.90858
10751.07,-119.795,38.9581
10267.32,-120.223,39.19109
10554.82,-119.8581,39.24089
10343.57,-120.2885,39.4738
10579.82,-119.9218,39.5239
10875.099,-120.4549,38.57567
10770.099,-120.094,38.62627
10878.849,-120.5208,38.8577
10821.349,-120.1582,38.90858
10711.349,-119.795,38.9581
10787.599,-120.223,39.19109
10647.599,-119.8581,39.24089
10743.849,-120.2885,39.4738
10688.849,-119.9218,39.5239
11773.704,-120.4549,38.57567
11688.704,-120.094,38.62627
11777.454,-120.5208,38.8577
11642.454,-120.1582,38.90858
11583.704,-119.795,38.9581
11618.704,-120.223,39.19109
11564.954,-119.8581,39.24089
11614.954,-120.2885,39.4738
11539.954,-119.9218,39.5239
11223.749,-120.4549,38.57567
11203.749,-120.094,38.62627
11164.999,-120.5208,38.8577
11148.749,-120.1582,38.90858
11103.749,-119.795,38.9581
11109.999,-120.223,39.19109
11046.249,-119.8581,39.24089
11049.999,-120.2885,39.4738
10988.749,-119.9218,39.5239
10622.306,-120.4549,38.57567
10593.556,-120.094,38.62627
10619.806,-120.5208,38.8577
10596.056,-120.1582,38.90858
10587.306,-119.795,38.9581
10589.806,-120.223,39.19109
10582.306,-119.8581,39.24089
10582.306,-120.2885,39.4738
10577.306,-119.9218,39.5239
10265.434,-120.4549,38.57567
10244.184,-120.094,38.62627
10260.434,-120.5208,38.8577
10244.184,-120.1582,38.90858
10242.934,-119.795,38.9581
10217.934,-120.223,39.19109
10231.684,-119.8581,39.24089
10152.934,-120.2885,39.4738
10170.434,-119.9218,39.5239
9141.775,-120.4549,38.57567
8835.525,-120.094,38.62627
9163.025,-120.5208,38.8577
8858.025,-120.1582,38.90858
8659.275,-119.795,38.9581
8889.275,-120.223,39.19109
8801.775,-119.8581,39.24089
8920.525,-120.2885,39.4738
8694.275,-119.9218,39.5239
10573.82,-120.4549,38.57567
10497.57,-120.094,38.62627
10563.82,-120.5208,38.8577
10492.57,-120.1582,38.90858
10371.32,-119.795,38.9581
10540.07,-120.223,39.19109
10411.32,-119.8581,39.24089
10543.82,-120.2885,39.4738
10448.82,-119.9218,39.5239
11201.589,-120.4549,38.57567
11166.589,-120.094,38.62627
11197.839,-120.5208,38.8577
11171.589,-120.1582,38.90858
11152.839,-119.795,38.9581
11169.089,-120.223,39.19109
11150.339,-119.8581,39.24089
11165.339,-120.2885,39.4738
11149.089,-119.9218,39.5239
10753.305,-120.4549,38.57567
10723.305,-120.094,38.62627
10683.305,-120.5208,38.8577
10668.305,-120.1582,38.90858
10684.555,-119.795,38.9581
10655.805,-120.223,39.19109
10648.305,-119.8581,39.24089
10653.305,-120.2885,39.4738
10643.305,-119.9218,39.5239
10475.526,-120.4549,38.57567
10461.776,-120.094,38.62627
10475.526,-120.5208,38.8577
10463.026,-120.1582,38.90858
10459.276,-119.795,38.9581
10465.526,-120.223,39.19109
10463.026,-119.8581,39.24089
10464.276,-120.2885,39.4738
10463.026,-119.9218,39.5239
10569.009,-120.4549,38.57567
10554.009,-120.094,38.62627
10672.759,-120.5208,38.8577
10666.509,-120.1582,38.90858
10660.259,-119.795,38.9581
10747.759,-120.223,39.19109
10697.759,-119.8581,39.24089
10835.259,-120.2885,39.4738
10797.759,-119.9218,39.5239
11172.085,-120.4549,38.57567
11157.085,-120.094,38.62627
11175.835,-120.5208,38.8577
11158.335,-120.1582,38.90858
11155.835,-119.795,38.9581
11157.085,-120.223,39.19109
11152.085,-119.8581,39.24089
11153.335,-120.2885,39.4738
11152.085,-119.9218,39.5239
11950.598,-120.4549,38.57567
11935.598,-120.094,38.62627
11945.598,-120.5208,38.8577
11933.098,-120.1582,38.90858
11931.848,-119.795,38.9581
11928.098,-120.223,39.19109
11925.598,-119.8581,39.24089
11918.098,-120.2885,39.4738
11920.598,-119.9218,39.5239
11352.2,-120.4549,38.57567
11397.2,-120.094,38.62627
11292.2,-120.5208,38.8577
11325.95,-120.1582,38.90858
11315.95,-119.795,38.9581
11254.7,-120.223,39.19109
11299.7,-119.8581,39.24089
11210.95,-120.2885,39.4738
11210.95,-119.9218,39.5239
10165.526,-120.4549,38.57567
10153.026,-120.094,38.62627
10154.276,-120.5208,38.8577
10144.276,-120.1582,38.90858
10135.526,-119.795,38.9581
10115.526,-120.223,39.19109
10123.026,-119.8581,39.24089
10046.776,-120.2885,39.4738
10056.776,-119.9218,39.5239
9725.981,-120.4549,38.57567
9714.731,-120.094,38.62627
9715.981,-120.5208,38.8577
9655.981,-120.1582,38.90858
9622.231,-119.795,38.9581
9619.731,-120.223,39.19109
9612.231,-119.8581,39.24089
9639.731,-120.2885,39.4738
9545.981,-119.9218,39.5239
10117.36,-120.4549,38.57567
10114.86,-120.094,38.62627
10111.11,-120.5208,38.8577
10157.36,-120.1582,38.90858
10181.11,-119.795,38.9581
10173.61,-120.223,39.19109
10176.11,-119.8581,39.24089
10169.86,-120.2885,39.4738
10218.61,-119.9218,39.5239
9706.852,-120.4549,38.57567
9741.852,-120.094,38.62627
9598.102,-120.5208,38.8577
9633.102,-120.1582,38.90858
9719.352,-119.795,38.9581
9555.602,-120.223,39.19109
9668.102,-119.8581,39.24089
9484.352,-120.2885,39.4738
9555.602,-119.9218,39.5239
9485.141,-120.4549,38.57567
9551.391,-120.094,38.62627
9685.141,-120.5208,38.8577
9826.391,-120.1582,38.90858
9850.141,-119.795,38.9581
9920.141,-120.223,39.19109
9982.641,-119.8581,39.24089
9908.891,-120.2885,39.4738
9925.141,-119.9218,39.5239
10539.117,-120.4549,38.57567
10430.367,-120.094,38.62627
10574.117,-120.5208,38.8577
10544.117,-120.1582,38.90858
10437.867,-119.795,38.9581
10547.867,-120.223,39.19109
10481.617,-119.8581,39.24089
10586.617,-120.2885,39.4738
10541.617,-119.9218,39.5239
11087.505,-120.4549,38.57567
11071.255,-120.094,38.62627
11128.755,-120.5208,38.8577
11127.505,-120.1582,38.90858
11146.255,-119.795,38.9581
11147.505,-120.223,39.19109
11142.505,-119.8581,39.24089
11143.755,-120.2885,39.4738
11136.255,-119.9218,39.5239
11413.468,-120.4549,38.57567
11452.218,-120.094,38.62627
11448.468,-120.5208,38.8577
11499.718,-120.1582,38.90858
11517.218,-119.795,38.9581
11673.468,-120.223,39.19109
11632.218,-119.8581,39.24089
11715.968,-120.2885,39.4738
11693.468,-119.9218,39.5239
11828.916,-120.4549,38.57567
11801.416,-120.094,38.62627
11823.916,-120.5208,38.8577
11801.416,-120.1582,38.90858
11792.666,-119.795,38.9581
11776.416,-120.223,39.19109
11775.166,-119.8581,39.24089
11665.166,-120.2885,39.4738
11585.166,-119.9218,39.5239
11854.895,-120.4549,38.57567
11829.895,-120.094,38.62627
11846.145,-120.5208,38.8577
11824.895,-120.1582,38.90858
11818.645,-119.795,38.9581
11818.645,-120.223,39.19109
11806.145,-119.8581,39.24089
11809.895,-120.2885,39.4738
11688.645,-119.9218,39.5239
11404.885,-120.4549,38.57567
11333.635,-120.094,38.62627
11414.885,-120.5208,38.8577
11396.135,-120.1582,38.90858
11397.385,-119.795,38.9581
11393.635,-120.223,39.19109
11394.885,-119.8581,39.24089
11389.885,-120.2885,39.4738
11394.885,-119.9218,39.5239
9943.577,-120.4549,38.57567
9929.827,-120.094,38.62627
9937.327,-120.5208,38.8577
9929.827,-120.1582,38.90858
9946.077,-119.795,38.9581
10004.827,-120.223,39.19109
10011.077,-119.8581,39.24089
10106.077,-120.2885,39.4738
10104.827,-119.9218,39.5239
8640.787,-120.4549,38.57567
8743.287,-120.094,38.62627
8584.537,-120.5208,38.8577
8680.787,-120.1582,38.90858
8738.287,-119.795,38.9581
8648.287,-120.223,39.19109
8744.537,-119.8581,39.24089
8637.037,-120.2885,39.4738
8695.787,-119.9218,39.5239
10948.249,-120.4549,38.57567
10794.499,-120.094,38.62627
11095.749,-120.5208,38.8577
11026.999,-120.1582,38.90858
10968.249,-119.795,38.9581
11350.749,-120.223,39.19109
11170.749,-119.8581,39.24089
11487.0,-120.2885,39.4738
