vwsh,lon,lat
0.007880667,-120.4549,38.57567
0.008530667,-120.094,38.62627
0.009105667,-120.5208,38.8577
0.008230667,-120.1582,38.90858
0.008343167,-119.795,38.9581
0.008718167,-120.223,39.19109
0.007980667,-119.8581,39.24089
0.008593167,-120.2885,39.4738
0.008330667,-119.9218,39.5239
0.010498079,-120.4549,38.57567
0.011298077,-120.094,38.62627
0.010610577,-120.5208,38.8577
0.010835578,-120.1582,38.90858
0.010835578,-119.795,38.9581
0.010798079,-120.223,39.19109
0.010723078,-119.8581,39.24089
0.0104855765,-120.2885,39.4738
0.010823078,-119.9218,39.5239
0.0052599306,-120.4549,38.57567
0.0063974303,-120.094,38.62627
0.0052849306,-120.5208,38.8577
0.0058224313,-120.1582,38.90858
0.0064974306,-119.795,38.9581
0.0054724305,-120.223,39.19109
0.0058974307,-119.8581,39.24089
0.0055349306,-120.2885,39.4738
0.005222431,-119.9218,39.5239
0.004262204,-120.4549,38.57567
0.004674704,-120.094,38.62627
0.0040497035,-120.5208,38.8577
0.0042497036,-120.1582,38.90858
0.0046872036,-119.795,38.9581
0.003899704,-120.223,39.19109
0.0042997035,-119.8581,39.24089
0.003862204,-120.2885,39.4738
0.004099704,-119.9218,39.5239
0.0071536684,-120.4549,38.57567
0.0064411685,-120.094,38.62627
0.0069286684,-120.5208,38.8577
0.0062286686,-120.1582,38.90858
0.0051411684,-119.795,38.9581
0.006116168,-120.223,39.19109
0.0051411684,-119.8581,39.24089
0.0059036682,-120.2885,39.4738
0.0049536685,-119.9218,39.5239
0.010941458,-120.4549,38.57567
0.011103959,-120.094,38.62627
0.011541458,-120.5208,38.8577
0.011428959,-120.1582,38.90858
0.011678957,-119.795,38.9581
0.011628959,-120.223,39.19109
0.011978959,-119.8581,39.24089
0.011578958,-120.2885,39.4738
0.012603959,-119.9218,39.5239
0.01528784,-120.4549,38.57567
0.016512841,-120.094,38.62627
0.01626284,-120.5208,38.8577
0.01620034,-120.1582,38.90858
0.01677534,-119.795,38.9581
0.01556284,-120.223,39.19109
0.016250338,-119.8581,39.24089
0.01498784,-120.2885,39.4738
0.01537534,-119.9218,39.5239
0.010725455,-120.4549,38.57567
0.010450455,-120.094,38.62627
0.011300455,-120.5208,38.8577
0.011212955,-120.1582,38.90858
0.010750455,-119.795,38.9581
0.012162955,-120.223,39.19109
0.011750455,-119.8581,39.24089
0.012087955,-120.2885,39.4738
0.012675456,-119.9218,39.5239
0.011711072,-120.4549,38.57567
0.012073573,-120.094,38.62627
0.011311073,-120.5208,38.8577
0.011848574,-120.1582,38.90858
0.011898573,-119.795,38.9581
0.010311073,-120.223,39.19109
0.010811073,-119.8581,39.24089
0.008911072,-120.2885,39.4738
0.009536073,-119.9218,39.5239
0.009284973,-120.4549,38.57567
0.009147473,-120.094,38.62627
0.009509972,-120.5208,38.8577
0.009047472,-120.1582,38.90858
0.009222472,-119.795,38.9581
0.009397472,-120.223,39.19109
0.009659973,-119.8581,39.24089
0.009222473,-120.2885,39.4738
0.009184972,-119.9218,39.5239
0.00686015,-120.4549,38.57567
0.00652265,-120.094,38.62627
0.00722265,-120.5208,38.8577
0.00706015,-120.1582,38.90858
0.0066976496,-119.795,38.9581
0.0072601503,-120.223,39.19109
0.00723515,-119.8581,39.24089
0.0068351505,-120.2885,39.4738
0.00686015,-119.9218,39.5239
0.0026921725,-120.4549,38.57567
0.0024796724,-120.094,38.62627
0.0029921727,-120.5208,38.8577
0.0030421726,-120.1582,38.90858
0.0030921723,-119.795,38.9581
0.0033171724,-120.223,39.19109
0.0033546723,-119.8581,39.24089
0.0032796727,-120.2885,39.4738
0.0033296726,-119.9218,39.5239
0.00594871,-120.4549,38.57567
0.0061487094,-120.094,38.62627
0.0064612096,-120.5208,38.8577
0.0062362095,-120.1582,38.90858
0.0053862096,-119.795,38.9581
0.0063862097,-120.223,39.19109
0.00543621,-119.8581,39.24089
0.0064237094,-120.2885,39.4738
0.00581121,-119.9218,39.5239
0.0064934506,-120.4549,38.57567
0.0058684507,-120.094,38.62627
0.0062809503,-120.5208,38.8577
0.0060059507,-120.1582,38.90858
0.0053184507,-119.795,38.9581
0.005705951,-120.223,39.19109
0.0059434506,-119.8581,39.24089
0.0055559506,-120.2885,39.4738
0.0055809505,-119.9218,39.5239
0.0070743295,-120.4549,38.57567
0.0072743297,-120.094,38.62627
0.0072743297,-120.5208,38.8577
0.0071868296,-120.1582,38.90858
0.0073493295,-119.795,38.9581
0.0072868294,-120.223,39.19109
0.00726183,-119.8581,39.24089
0.0074743293,-120.2885,39.4738
0.0076368297,-119.9218,39.5239
0.0035985685,-120.4549,38.57567
0.0038235683,-120.094,38.62627
0.0035610683,-120.5208,38.8577
0.0037985684,-120.1582,38.90858
0.0038860687,-119.795,38.9581
0.0037485682,-120.223,39.19109
0.0038610685,-119.8581,39.24089
0.0036860683,-120.2885,39.4738
0.003823568,-119.9218,39.5239
0.0038134637,-120.4549,38.57567
