pr_wtr,lon,lat
5.8802414,-120.223,39.19109
5.6302414,-119.8581,39.24089
5.5677414,-120.2885,39.4738
6.0208664,-119.9218,39.5239
7.628348,-120.4549,38.57567
5.237723,-120.094,38.62627
7.612723,-120.5208,38.8577
5.643973,-120.1582,38.90858
5.487723,-119.795,38.9581
5.643973,-120.223,39.19109
5.518973,-119.8581,39.24089
5.347098,-120.2885,39.4738
5.972098,-119.9218,39.5239
9.1228075,-120.4549,38.57567
6.1540575,-120.094,38.62627
9.2165575,-120.5208,38.8577
6.5915575,-120.1582,38.90858
6.3103075,-119.795,38.9581
6.6071825,-120.223,39.19109
6.3571825,-119.8581,39.24089
6.1696825,-120.2885,39.4738
6.6071825,-119.9218,39.5239
9.114082,-120.4549,38.57567
5.614083,-120.094,38.62627
9.035957,-120.5208,38.8577
6.2390823,-120.1582,38.90858
5.8172073,-119.795,38.9581
6.2390823,-120.223,39.19109
6.1453323,-119.8581,39.24089
5.7703323,-120.2885,39.4738
6.410957,-119.9218,39.5239
6.5340157,-120.4549,38.57567
4.36214,-120.094,38.62627
6.5496407,-120.5208,38.8577
4.6746407,-120.1582,38.90858
4.5496407,-119.795,38.9581
4.6746407,-120.223,39.19109
4.5496407,-119.8581,39.24089
4.4246407,-120.2885,39.4738
4.8308907,-119.9218,39.5239
7.6310086,-120.4549,38.57567
4.6778836,-120.094,38.62627
7.8185086,-120.5208,38.8577
5.3028836,-120.1582,38.90858
4.5841336,-119.795,38.9581
5.5372586,-120.223,39.19109
4.9122586,-119.8581,39.24089
5.3497586,-120.2885,39.4738
5.4591336,-119.9218,39.5239
8.345247,-120.4549,38.57567
5.4077473,-120.094,38.62627
7.9546223,-120.5208,38.8577
5.6889973,-120.1582,38.90858
5.4858723,-119.795,38.9581
5.7046223,-120.223,39.19109
5.4702473,-119.8581,39.24089
5.2202473,-120.2885,39.4738
5.7671223,-119.9218,39.5239
7.9782043,-120.4549,38.57567
6.321954,-120.094,38.62627
7.5875793,-120.5208,38.8577
6.431329,-120.1582,38.90858
6.509454,-119.795,38.9581
6.556329,-120.223,39.19109
6.587579,-119.8581,39.24089
6.681329,-120.2885,39.4738
7.087579,-119.9218,39.5239
6.8894744,-120.4549,38.57567
4.905099,-120.094,38.62627
6.623849,-120.5208,38.8577
4.998849,-120.1582,38.90858
4.7019744,-119.795,38.9581
5.123849,-120.223,39.19109
4.7800994,-119.8581,39.24089
5.280099,-120.2885,39.4738
5.545724,-119.9218,39.5239
7.250801,-120.4549,38.57567
5.875801,-120.094,38.62627
7.172676,-120.5208,38.8577
6.110176,-120.1582,38.90858
6.266426,-119.795,38.9581
6.172676,-120.223,39.19109
6.344551,-119.8581,39.24089
6.016426,-120.2885,39.4738
6.844551,-119.9218,39.5239
10.038085,-120.4549,38.57567
6.7724595,-120.094,38.62627
10.08496,-120.5208,38.8577
7.3818345,-120.1582,38.90858
7.0693345,-119.795,38.9581
7.5380845,-120.223,39.19109
7.1787095,-119.8581,39.24089
7.2724595,-120.2885,39.4738
7.8505845,-119.9218,39.5239
14.638312,-120.4549,38.57567
9.482062,-120.094,38.62627
14.388312,-120.5208,38.8577
10.310187,-120.1582,38.90858
9.825812,-119.795,38.9581
10.310187,-120.223,39.19109
10.028937,-119.8581,39.24089
9.747687,-120.2885,39.4738
10.732062,-119.9218,39.5239
12.252509,-120.4549,38.57567
7.674383,-120.094,38.62627
12.377509,-120.5208,38.8577
8.518133,-120.1582,38.90858
8.002508,-119.795,38.9581
8.783758,-120.223,39.19109
8.299383,-119.8581,39.24089
8.502508,-120.2885,39.4738
9.455633,-119.9218,39.5239
14.117568,-120.4549,38.57567
8.930068,-120.094,38.62627
14.133193,-120.5208,38.8577
9.851943,-120.1582,38.90858
9.305068,-119.795,38.9581
9.976943,-120.223,39.19109
9.601943,-119.8581,39.24089
9.508193,-120.2885,39.4738
10.633193,-119.9218,39.5239
12.025299,-120.4549,38.57567
8.05655,-120.094,38.62627
12.384674,-120.5208,38.8577
8.915925,-120.1582,38.90858
8.4628,-119.795,38.9581
9.2753,-120.223,39.19109
8.8378,-119.8581,39.24089
9.134675,-120.2885,39.4738
9.884675,-119.9218,39.5239
15.410006,-120.4549,38.57567
10.019381,-120.094,38.62627
15.316256,-120.5208,38.8577
11.081881,-120.1582,38.90858
10.644381,-119.795,38.9581
11.128756,-120.223,39.19109
10.769381,-119.8581,39.24089
10.456881,-120.2885,39.4738
11.691256,-119.9218,39.5239
10.67534,-120.4549,38.57567
6.5659633,-120.094,38.62627
10.67534,-120.5208,38.8577
7.5034633,-120.1582,38.90858
7.2690883,-119.795,38.9581
7.5815883,-120.223,39.19109
7.5347133,-119.8581,39.24089
7.2378383,-120.2885,39.4738
8.175339,-119.9218,39.5239
8.730002,-120.4549,38.57567
6.0581274,-120.094,38.62627
9.261252,-120.5208,38.8577
6.7925024,-120.1582,38.90858
6.5425024,-119.795,38.9581
7.1518774,-120.223,39.19109
6.8706274,-119.8581,39.24089
7.0425024,-120.2885,39.4738
7.6050024,-119.9218,39.5239
7.8337617,-120.4549,38.57567
4.818136,-120.094,38.62627
7.9587617,-120.5208,38.8577
5.536886,-120.1582,38.90858
5.411886,-119.795,38.9581
5.818136,-120.223,39.19109
5.693136,-119.8581,39.24089
5.740011,-120.2885,39.4738
6.5681367,-119.9218,39.5239
12.365386,-120.4549,38.57567
8.974761,-120.094,38.62627
12.599761,-120.5208,38.8577
9.849761,-120.1582,38.90858
9.756011,-119.795,38.9581
10.193511,-120.223,39.19109
10.146636,-119.8581,39.24089
9.990386,-120.2885,39.4738
11.021636,-119.9218,39.5239
8.8568535,-120.4549,38.57567
5.4037285,-120.094,38.62627
9.1068535,-120.5208,38.8577
6.3412285,-120.1582,38.90858
6.3568535,-119.795,38.9581
6.8412285,-120.223,39.19109
6.9037285,-119.8581,39.24089
6.8256035,-120.2885,39.4738
8.0756035,-119.9218,39.5239
5.0509896,-120.4549,38.57567
3.7072394,-120.094,38.62627
5.3322396,-120.5208,38.8577
4.0353646,-120.1582,38.90858
3.9728644,-119.795,38.9581
4.2853646,-120.223,39.19109
4.2228646,-119.8581,39.24089
4.3634896,-120.2885,39.4738
4.9572396,-119.9218,39.5239
5.3437834,-120.4549,38.57567
3.3437834,-120.094,38.62627
5.8125334,-120.5208,38.8577
3.7500334,-120.1582,38.90858
3.4844084,-119.795,38.9581
4.2031584,-120.223,39.19109
3.8437834,-119.8581,39.24089
4.4844084,-120.2885,39.4738
4.7656584,-119.9218,39.5239
3.4338126,-120.4549,38.57567
2.0275624,-120.094,38.62627
3.3713126,-120.5208,38.8577
2.3088124,-120.1582,38.90858
2.4025624,-119.795,38.9581
2.3400624,-120.223,39.19109
2.4650624,-119.8581,39.24089
2.1056874,-120.2885,39.4738
2.7306874,-119.9218,39.5239
2.4068024,-120.4549,38.57567
1.7349274,-120.094,38.62627
2.4849274,-120.5208,38.8577
1.9380524,-120.1582,38.90858
1.9536774,-119.795,38.9581
2.0318024,-120.223,39.19109
2.0474274,-119.8581,39.24089
2.0161774,-120.2885,39.4738
2.3286774,-119.9218,39.5239
8.995901,-120.4549,38.57567
6.980276,-120.094,38.62627
9.386526,-120.5208,38.8577
7.699026,-120.1582,38.90858
7.605276,-119.795,38.9581
8.042776,-120.223,39.19109
7.902151,-119.8581,39.24089
8.042776,-120.2885,39.4738
8.589651,-119.9218,39.5239
10.645047,-120.4549,38.57567
7.457546,-120.094,38.62627
10.863797,-120.5208,38.8577
8.410671,-120.1582,38.90858
8.832546,-119.795,38.9581
8.676296,-120.223,39.19109
9.082547,-119.8581,39.24089
8.426296,-120.2885,39.4738
10.176297,-119.9218,39.5239
4.0687103,-120.4549,38.57567
2.75621,-120.094,38.62627
4.0530853,-120.5208,38.8577
3.25621,-120.1582,38.90858
3.646835,-119.795,38.9581
3.521835,-120.223,39.19109
3.94371,-119.8581,39.24089
3.584335,-120.2885,39.4738
4.5843353,-119.9218,39.5239
4.424544,-120.4549,38.57567
2.940169,-120.094,38.62627
4.346419,-120.5208,38.8577
3.205794,-120.1582,38.90858
3.237044,-119.795,38.9581
3.221419,-120.223,39.19109
3.315169,-119.8581,39.24089
3.096419,-120.2885,39.4738
3.721419,-119.9218,39.5239
3.9191055,-120.4549,38.57567
2.4347305,-120.094,38.62627
3.9191055,-120.5208,38.8577
2.9816053,-120.1582,38.90858
3.3878553,-119.795,38.9581
3.1378553,-120.223,39.19109
3.5597305,-119.8581,39.24089
3.0284803,-120.2885,39.4738
4.0753555,-119.9218,39.5239
3.05616,-120.4549,38.57567
2.2436595,-120.094,38.62627
3.259285,-120.5208,38.8577
2.6499097,-120.1582,38.90858
2.9311597,-119.795,38.9581
2.8061597,-120.223,39.19109
3.0717847,-119.8581,39.24089
2.8374097,-120.2885,39.4738
3.5405345,-119.9218,39.5239
4.0844975,-120.4549,38.57567
2.9282475,-120.094,38.62627
4.2876225,-120.5208,38.8577
3.3501225,-120.1582,38.90858
3.5376225,-119.795,38.9581
3.5688725,-120.223,39.19109
3.7251225,-119.8581,39.24089
3.6157475,-120.2885,39.4738
4.3032475,-119.9218,39.5239
5.2027583,-120.4549,38.57567
3.296508,-120.094,38.62627
5.1402583,-120.5208,38.8577
3.6715083,-120.1582,38.90858
3.7340083,-119.795,38.9581
3.7965083,-120.223,39.19109
3.9371333,-119.8581,39.24089
3.7496333,-120.2885,39.4738
4.5465083,-119.9218,39.5239
3.437155,-120.4549,38.57567
1.67153,-120.094,38.62627
3.155905,-120.5208,38.8577
1.905905,-120.1582,38.90858
2.01528,-119.795,38.9581
1.937155,-120.223,39.19109
2.04653,-119.8581,39.24089
1.73403,-120.2885,39.4738
2.3590302,-119.9218,39.5239
5.3707323,-120.4549,38.57567
3.089482,-120.094,38.62627
5.3082323,-120.5208,38.8577
3.480107,-120.1582,38.90858
3.323857,-119.795,38.9581
3.573857,-120.223,39.19109
3.448857,-119.8581,39.24089
3.355107,-120.2885,39.4738
3.964482,-119.9218,39.5239
8.461441,-120.4549,38.57567
5.961441,-120.094,38.62627
8.398941,-120.5208,38.8577
6.523941,-120.1582,38.90858
6.352066,-119.795,38.9581
6.648941,-120.223,39.19109
6.586441,-119.8581,39.24089
6.586441,-120.2885,39.4738
7.164566,-119.9218,39.5239
12.96755,-120.4549,38.57567
10.4363,-120.094,38.62627
13.1238,-120.5208,38.8577
11.1238,-120.1582,38.90858
11.21755,-119.795,38.9581
11.40505,-120.223,39.19109
11.46755,-119.8581,39.24089
11.28005,-120.2885,39.4738
12.295675,-119.9218,39.5239
6.4395037,-120.4549,38.57567
4.4863787,-120.094,38.62627
6.0645037,-120.5208,38.8577
4.7520037,-120.1582,38.90858
5.0957537,-119.795,38.9581
4.4551287,-120.223,39.19109
4.8457537,-119.8581,39.24089
3.9238787,-120.2885,39.4738
4.9707537,-119.9218,39.5239
2.5253937,-120.4549,38.57567
1.8535187,-120.094,38.62627
2.5566437,-120.5208,38.8577
2.0097687,-120.1582,38.90858
2.259769,-119.795,38.9581
2.1660187,-120.223,39.19109
2.353519,-119.8581,39.24089
2.1035187,-120.2885,39.4738
2.6503937,-119.9218,39.5239
3.571338,-120.4549,38.57567
2.446338,-120.094,38.62627
3.368213,-120.5208,38.8577
2.696338,-120.1582,38.90858
2.852588,-119.795,38.9581
2.899463,-120.223,39.19109
2.930713,-119.8581,39.24089
2.774463,-120.2885,39.4738
3.290088,-119.9218,39.5239
3.7864227,-120.4549,38.57567
2.6770477,-120.094,38.62627
3.7707977,-120.5208,38.8577
2.9270477,-120.1582,38.90858
3.0364227,-119.795,38.9581
3.0207977,-120.223,39.19109
3.1457977,-119.8581,39.24089
2.9426727,-120.2885,39.4738
3.5207977,-119.9218,39.5239
5.8390107,-120.4549,38.57567
3.9796357,-120.094,38.62627
5.5890107,-120.5208,38.8577
4.2608857,-120.1582,38.90858
4.3858857,-119.795,38.9581
4.3077607,-120.223,39.19109
4.4952607,-119.8581,39.24089
4.1046357,-120.2885,39.4738
4.8858857,-119.9218,39.5239
9.000213,-120.4549,38.57567
6.500212,-120.094,38.62627
8.390837,-120.5208,38.8577
6.672087,-120.1582,38.90858
6.718962,-119.795,38.9581
6.328337,-120.223,39.19109
6.531462,-119.8581,39.24089
5.640837,-120.2885,39.4738
6.562712,-119.9218,39.5239
7.174939,-120.4549,38.57567
4.0811896,-120.094,38.62627
7.003064,-120.5208,38.8577
4.5811896,-120.1582,38.90858
4.5186896,-119.795,38.9581
4.6436896,-120.223,39.19109
4.6124396,-119.8581,39.24089
4.4405646,-120.2885,39.4738
5.174939,-119.9218,39.5239
6.3516703,-120.4549,38.57567
4.1485453,-120.094,38.62627
6.3516703,-120.5208,38.8577
4.5391703,-120.1582,38.90858
4.6485453,-119.795,38.9581
4.5547953,-120.223,39.19109
4.6797953,-119.8581,39.24089
4.3360453,-120.2885,39.4738
5.2422953,-119.9218,39.5239
5.587636,-120.4549,38.57567
3.9313855,-120.094,38.62627
5.634511,-120.5208,38.8577
4.3845105,-120.1582,38.90858
4.4313855,-119.795,38.9581
4.587636,-120.223,39.19109
4.634511,-119.8581,39.24089
4.540761,-120.2885,39.4738
5.009511,-119.9218,39.5239
4.7728806,-120.4549,38.57567
3.1635056,-120.094,38.62627
4.7885056,-120.5208,38.8577
3.6010056,-120.1582,38.90858
3.6791306,-119.795,38.9581
3.8041306,-120.223,39.19109
3.9291306,-119.8581,39.24089
3.8666306,-120.2885,39.4738
4.4603806,-119.9218,39.5239
4.441592,-120.4549,38.57567
2.4884672,-120.094,38.62627
4.457217,-120.5208,38.8577
2.8634675,-120.1582,38.90858
2.8165925,-119.795,38.9581
2.9884675,-120.223,39.19109
3.0197175,-119.8581,39.24089
2.8790925,-120.2885,39.4738
3.6290925,-119.9218,39.5239
4.348386,-120.4549,38.57567
2.5515108,-120.094,38.62627
4.285886,-120.5208,38.8577
2.8171358,-120.1582,38.90858
2.7390108,-119.795,38.9581
2.9108858,-120.223,39.19109
2.8640108,-119.8581,39.24089
2.8015108,-120.2885,39.4738
3.3171358,-119.9218,39.5239
