wcuflx,lon,lat
13857.141,-120.4549,38.57567
14684.641,-120.094,38.62627
15584.641,-120.5208,38.8577
16342.141,-120.1582,38.90858
16367.141,-119.795,38.9581
18337.14,-120.223,39.19109
17699.64,-119.8581,39.24089
18917.14,-120.2885,39.4738
18079.64,-119.9218,39.5239
32343.479,-120.4549,38.57567
21290.979,-120.094,38.62627
41560.98,-120.5208,38.8577
26190.979,-120.1582,38.90858
13503.479,-119.795,38.9581
30333.479,-120.223,39.19109
13415.979,-119.8581,39.24089
30475.979,-120.2885,39.4738
15798.479,-119.9218,39.5239
22954.188,-120.4549,38.57567
22281.688,-120.094,38.62627
25401.688,-120.5208,38.8577
23451.688,-120.1582,38.90858
22336.688,-119.795,38.9581
24739.188,-120.223,39.19109
23391.688,-119.8581,39.24089
25006.688,-120.2885,39.4738
23966.688,-119.9218,39.5239
4445.9453,-120.4549,38.57567
4893.4453,-120.094,38.62627
6928.4453,-120.5208,38.8577
7745.9453,-120.1582,38.90858
8320.945,-119.795,38.9581
11093.445,-120.223,39.19109
11688.445,-119.8581,39.24089
14358.445,-120.2885,39.4738
14923.445,-119.9218,39.5239
6286.1035,-120.4549,38.57567
6283.6035,-120.094,38.62627
5283.6035,-120.5208,38.8577
6671.1035,-120.1582,38.90858
7333.6035,-119.795,38.9581
6831.1035,-120.223,39.19109
7813.6035,-119.8581,39.24089
6181.1035,-120.2885,39.4738
6488.6035,-119.9218,39.5239
23147.844,-120.4549,38.57567
21442.844,-120.094,38.62627
27342.844,-120.5208,38.8577
26022.844,-120.1582,38.90858
23515.344,-119.795,38.9581
28797.844,-120.223,39.19109
27107.844,-119.8581,39.24089
30425.344,-120.2885,39.4738
26722.844,-119.9218,39.5239
30245.875,-120.4549,38.57567
24325.875,-120.094,38.62627
32355.875,-120.5208,38.8577
27658.375,-120.1582,38.90858
22158.375,-119.795,38.9581
31135.875,-120.223,39.19109
24958.375,-119.8581,39.24089
32053.375,-120.2885,39.4738
26725.875,-119.9218,39.5239
19692.84,-120.4549,38.57567
18672.84,-120.094,38.62627
20352.84,-120.5208,38.8577
19937.84,-120.1582,38.90858
16850.34,-119.795,38.9581
22897.84,-120.223,39.19109
19082.84,-119.8581,39.24089
25892.84,-120.2885,39.4738
22635.34,-119.9218,39.5239
41395.14,-120.4549,38.57567
43452.64,-120.094,38.62627
58202.64,-120.5208,38.8577
57130.14,-120.1582,38.90858
38837.64,-119.795,38.9581
68905.14,-120.223,39.19109
55267.64,-119.8581,39.24089
75865.14,-120.2885,39.4738
46055.14,-119.9218,39.5239
32810.51,-120.4549,38.57567
29700.512,-120.094,38.62627
33420.51,-120.5208,38.8577
32585.512,-120.1582,38.90858
31440.512,-119.795,38.9581
36200.51,-120.223,39.19109
34588.01,-119.8581,39.24089
36018.01,-120.2885,39.4738
34855.51,-119.9218,39.5239
48658.66,-120.4549,38.57567
44231.16,-120.094,38.62627
63833.66,-120.5208,38.8577
58406.16,-120.1582,38.90858
40681.16,-119.795,38.9581
67781.16,-120.223,39.19109
48793.66,-119.8581,39.24089
69281.16,-120.2885,39.4738
46171.16,-119.9218,39.5239
68149.42,-120.4549,38.57567
80154.42,-120.094,38.62627
92489.42,-120.5208,38.8577
105784.42,-120.1582,38.90858
88506.92,-119.795,38.9581
131199.42,-120.223,39.19109
120229.42,-119.8581,39.24089
149016.92,-120.2885,39.4738
123039.42,-119.9218,39.5239
44788.387,-120.4549,38.57567
44290.887,-120.094,38.62627
53393.387,-120.5208,38.8577
50868.387,-120.1582,38.90858
46400.887,-119.795,38.9581
56480.887,-120.223,39.19109
49258.387,-119.8581,39.24089
59900.887,-120.2885,39.4738
53398.387,-119.9218,39.5239
83078.195,-120.4549,38.57567
79913.195,-120.094,38.62627
91058.195,-120.5208,38.8577
82163.195,-120.1582,38.90858
58778.195,-119.795,38.9581
82998.195,-120.223,39.19109
62400.695,-119.8581,39.24089
80463.195,-120.2885,39.4738
59070.695,-119.9218,39.5239
60061.348,-120.4549,38.57567
63378.848,-120.094,38.62627
59176.348,-120.5208,38.8577
61596.348,-120.1582,38.90858
57436.348,-119.795,38.9581
62253.848,-120.223,39.19109
54978.848,-119.8581,39.24089
61773.848,-120.2885,39.4738
49633.848,-119.9218,39.5239
42307.047,-120.4549,38.57567
45057.047,-120.094,38.62627
43594.547,-120.5208,38.8577
44119.547,-120.1582,38.90858
44107.047,-119.795,38.9581
46832.047,-120.223,39.19109
44732.047,-119.8581,39.24089
51457.047,-120.2885,39.4738
49344.547,-119.9218,39.5239
31568.58,-120.4549,38.57567
30746.08,-120.094,38.62627
31138.58,-120.5208,38.8577
30416.08,-120.1582,38.90858
29151.08,-119.795,38.9581
29853.58,-120.223,39.19109
29143.58,-119.8581,39.24089
30143.58,-120.2885,39.4738
29306.08,-119.9218,39.5239
35937.164,-120.4549,38.57567
34252.164,-120.094,38.62627
34942.164,-120.5208,38.8577
32987.164,-120.1582,38.90858
32364.662,-119.795,38.9581
32187.162,-120.223,39.19109
31102.162,-119.8581,39.24089
30739.662,-120.2885,39.4738
30167.162,-119.9218,39.5239
40444.227,-120.4549,38.57567
33799.227,-120.094,38.62627
48051.723,-120.5208,38.8577
39604.227,-120.1582,38.90858
26446.725,-119.795,38.9581
44629.227,-120.223,39.19109
28039.225,-119.8581,39.24089
47461.723,-120.2885,39.4738
29799.225,-119.9218,39.5239
83690.78,-120.4549,38.57567
79533.28,-120.094,38.62627
92700.78,-120.5208,38.8577
85518.28,-120.1582,38.90858
71968.27,-119.795,38.9581
86875.78,-120.223,39.19109
71738.27,-119.8581,39.24089
83483.28,-120.2885,39.4738
70598.28,-119.9218,39.5239
28416.102,-120.4549,38.57567
23923.602,-120.094,38.62627
29568.602,-120.5208,38.8577
25176.102,-120.1582,38.90858
22016.102,-119.795,38.9581
26556.102,-120.223,39.19109
23033.602,-119.8581,39.24089
28626.102,-120.2885,39.4738
25543.602,-119.9218,39.5239
38805.566,-120.4549,38.57567
36668.07,-120.094,38.62627
43723.07,-120.5208,38.8577
42260.57,-120.1582,38.90858
37823.066,-119.795,38.9581
46995.566,-120.223,39.19109
40355.57,-119.8581,39.24089
51190.566,-120.2885,39.4738
47663.066,-119.9218,39.5239
35397.98,-120.4549,38.57567
25762.98,-120.094,38.62627
39071.73,-120.5208,38.8577
27804.23,-120.1582,38.90858
21102.98,-119.795,38.9581
30575.48,-120.223,39.19109
22972.98,-119.8581,39.24089
32635.48,-120.2885,39.4738
29044.23,-119.9218,39.5239
75120.61,-120.4549,38.57567
70103.11,-120.094,38.62627
90618.11,-120.5208,38.8577
78690.61,-120.1582,38.90858
65375.613,-119.795,38.9581
84806.86,-120.223,39.19109
66296.86,-119.8581,39.24089
85270.61,-120.2885,39.4738
66230.61,-119.9218,39.5239
44964.92,-120.4549,38.57567
34759.92,-120.094,38.62627
44694.92,-120.5208,38.8577
38949.92,-120.1582,38.90858
34189.92,-119.795,38.9581
41944.92,-120.223,39.19109
37897.42,-119.8581,39.24089
45589.92,-120.2885,39.4738
42829.92,-119.9218,39.5239
32706.36,-120.4549,38.57567
33326.36,-120.094,38.62627
40903.86,-120.5208,38.8577
38381.36,-120.1582,38.90858
33128.86,-119.795,38.9581
43811.36,-120.223,39.19109
34256.36,-119.8581,39.24089
46988.86,-120.2885,39.4738
37836.36,-119.9218,39.5239
5450.8867,-120.4549,38.57567
4788.3867,-120.094,38.62627
5765.8867,-120.5208,38.8577
4895.8867,-120.1582,38.90858
3863.3867,-119.795,38.9581
5330.8867,-120.223,39.19109
3890.8867,-119.8581,39.24089
5638.3867,-120.2885,39.4738
4840.8867,-119.9218,39.5239
19354.492,-120.4549,38.57567
17301.992,-120.094,38.62627
21359.492,-120.5208,38.8577
19346.992,-120.1582,38.90858
18169.492,-119.795,38.9581
21306.992,-120.223,39.19109
19821.992,-119.8581,39.24089
22029.492,-120.2885,39.4738
23259.492,-119.9218,39.5239
7001.7305,-120.4549,38.57567
6514.2305,-120.094,38.62627
8181.7305,-120.5208,38.8577
6619.2305,-120.1582,38.90858
5736.7305,-119.795,38.9581
7196.7305,-120.223,39.19109
6781.7305,-119.8581,39.24089
7991.7305,-120.2885,39.4738
7351.7305,-119.9218,39.5239
2340.877,-120.4549,38.57567
1978.377,-120.094,38.62627
3153.377,-120.5208,38.8577
2378.377,-120.1582,38.90858
1828.377,-119.795,38.9581
2778.377,-120.223,39.19109
2115.877,-119.8581,39.24089
2840.877,-120.2885,39.4738
2528.377,-119.9218,39.5239
27920.291,-120.4549,38.57567
24420.291,-120.094,38.62627
31295.291,-120.5208,38.8577
27745.291,-120.1582,38.90858
23345.291,-119.795,38.9581
30920.291,-120.223,39.19109
26357.791,-119.8581,39.24089
33570.29,-120.2885,39.4738
30757.791,-119.9218,39.5239
2526.4785,-120.4549,38.57567
5526.4785,-120.094,38.62627
1526.4785,-120.5208,38.8577
8288.979,-120.1582,38.90858
6876.4785,-119.795,38.9581
5663.9785,-120.223,39.19109
3538.9785,-119.8581,39.24089
1538.9785,-120.2885,39.4738
2476.4785,-119.9218,39.5239
1496.5527,-120.4549,38.57567
1216.5527,-120.094,38.62627
1714.0527,-120.5208,38.8577
1354.0527,-120.1582,38.90858
999.05273,-119.795,38.9581
1519.0527,-120.223,39.19109
1139.0527,-119.8581,39.24089
1711.5527,-120.2885,39.4738
1281.5527,-119.9218,39.5239
1559.9941,-120.4549,38.57567
-1442.5059,-120.094,38.62627
2362.4941,-120.5208,38.8577
-57.50586,-120.1582,38.90858
-227.50586,-119.795,38.9581
884.99414,-120.223,39.19109
854.99414,-119.8581,39.24089
1387.4941,-120.2885,39.4738
3694.9941,-119.9218,39.5239
3969.545,-120.4549,38.57567
3874.545,-120.094,38.62627
5067.045,-120.5208,38.8577
5004.545,-120.1582,38.90858
5069.545,-119.795,38.9581
5779.545,-120.223,39.19109
6387.045,-119.8581,39.24089
6224.545,-120.2885,39.4738
8739.545,-119.9218,39.5239
2006.1602,-120.4549,38.57567
2258.6602,-120.094,38.62627
2113.6602,-120.5208,38.8577
2416.1602,-120.1582,38.90858
2816.1602,-119.795,38.9581
2871.1602,-120.223,39.19109
3328.6602,-119.8581,39.24089
4126.16,-120.2885,39.4738
3431.1602,-119.9218,39.5239
805.3164,-120.4549,38.57567
872.8164,-120.094,38.62627
890.3164,-120.5208,38.8577
1017.8164,-120.1582,38.90858
1157.8164,-119.795,38.9581
887.8164,-120.223,39.19109
975.3164,-119.8581,39.24089
652.8164,-120.2885,39.4738
720.3164,-119.9218,39.5239
-1987.0859,-120.4549,38.57567
-6274.586,-120.094,38.62627
-3224.586,-120.5208,38.8577
-7129.586,-120.1582,38.90858
-7492.086,-119.795,38.9581
-6877.086,-120.223,39.19109
-5344.586,-119.8581,39.24089
-6327.086,-120.2885,39.4738
-5159.586,-119.9218,39.5239
-278.39062,-120.4549,38.57567
-223.39062,-120.094,38.62627
-343.39062,-120.5208,38.8577
-230.89062,-120.1582,38.90858
-253.39062,-119.795,38.9581
-578.3906,-120.223,39.19109
-263.39062,-119.8581,39.24089
-523.3906,-120.2885,39.4738
-438.39062,-119.9218,39.5239
832.96875,-120.4549,38.57567
987.96875,-120.094,38.62627
1012.96875,-120.5208,38.8577
1035.4688,-120.1582,38.90858
940.46875,-119.795,38.9581
1167.9688,-120.223,39.19109
1105.4688,-119.8581,39.24089
1357.9688,-120.2885,39.4738
1277.9688,-119.9218,39.5239
5082.09,-120.4549,38.57567
5114.59,-120.094,38.62627
5619.59,-120.5208,38.8577
5949.59,-120.1582,38.90858
5824.59,-119.795,38.9581
6492.09,-120.223,39.19109
6244.59,-119.8581,39.24089
6827.09,-120.2885,39.4738
6842.09,-119.9218,39.5239
456.41016,-120.4549,38.57567
406.41016,-120.094,38.62627
406.41016,-120.5208,38.8577
331.41016,-120.1582,38.90858
181.41016,-119.795,38.9581
181.41016,-120.223,39.19109
68.91016,-119.8581,39.24089
81.41016,-120.2885,39.4738
43.910156,-119.9218,39.5239
608.90234,-120.4549,38.57567
563.90234,-120.094,38.62627
761.40234,-120.5208,38.8577
753.90234,-120.1582,38.90858
748.90234,-119.795,38.9581
1001.40234,-120.223,39.19109
1031.4023,-119.8581,39.24089
1316.4023,-120.2885,39.4738
1341.4023,-119.9218,39.5239
8460.789,-120.4549,38.57567
6613.289,-120.094,38.62627
10923.289,-120.5208,38.8577
8110.789,-120.1582,38.90858
6390.789,-119.795,38.9581
9843.289,-120.223,39.19109
7668.289,-119.8581,39.24089
11340.789,-120.2885,39.4738
11018.289,-119.9218,39.5239
46196.383,-120.4549,38.57567
43758.883,-120.094,38.62627
53838.883,-120.5208,38.8577
52455.133,-120.1582,38.90858
49288.883,-119.795,38.9581
60057.633,-120.223,39.19109
55978.883,-119.8581,39.24089
66527.63,-120.2885,39.4738
65978.88,-119.9218,39.5239
18407.732,-120.4549,38.57567
17058.982,-120.094,38.62627
19483.982,-120.5208,38.8577
17771.482,-120.1582,38.90858
16293.982,-119.795,38.9581
17800.232,-120.223,39.19109
16380.232,-119.8581,39.24089
17725.232,-120.2885,39.4738
16608.982,-119.9218,39.5239
17940.438,-120.4549,38.57567
17895.438,-120.094,38.62627
18765.438,-120.5208,38.8577
18510.438,-120.1582,38.90858
17835.438,-119.795,38.9581
18402.938,-120.223,39.19109
17902.938,-119.8581,39.24089
18072.938,-120.2885,39.4738
17222.938,-119.9218,39.5239
1950.6602,-120.4549,38.57567
2103.1602,-120.094,38.62627
1758.1602,-120.5208,38.8577
3560.6602,-120.1582,38.90858
3020.6602,-119.795,38.9581
4770.66,-120.223,39.19109
3045.6602,-119.8581,39.24089
3428.1602,-120.2885,39.4738
2685.6602,-119.9218,39.5239
6827.25,-120.4549,38.57567
5714.75,-120.094,38.62627
9307.25,-120.5208,38.8577
7727.25,-120.1582,38.90858
6492.25,-119.795,38.9581
10739.75,-120.223,39.19109
8947.25,-119.8581,39.24089
13684.75,-120.2885,39.4738
12167.25,-119.9218,39.5239
4818.9766,-120.4549,38.57567
4706.4766,-120.094,38.62627
4151.4766,-120.5208,38.8577
4306.4766,-120.1582,38.90858
4246.4766,-119.795,38.9581
3941.4766,-120.223,39.19109
4051.4766,-119.8581,39.24089
3686.4766,-120.2885,39.4738
3876.4766,-119.9218,39.5239
-2076.6719,-120.4549,38.57567
-1674.1719,-120.094,38.62627
-1126.6719,-120.5208,38.8577
-524.1719,-120.1582,38.90858
-519.1719,-119.795,38.9581
-41.671875,-120.223,39.19109
365.82812,-119.8581,39.24089
23.328125,-120.2885,39.4738
343.32812,-119.9218,39.5239
2378.164,-120.4549,38.57567
2500.664,-120.094,38.62627
3318.164,-120.5208,38.8577
3273.164,-120.1582,38.90858
3208.164,-119.795,38.9581
4220.664,-120.223,39.19109
4188.164,-119.8581,39.24089
5378.164,-120.2885,39.4738
5470.664,-119.9218,39.5239
4624.254,-120.4549,38.57567
3969.254,-120.094,38.62627
4486.754,-120.5208,38.8577
3984.254,-120.1582,38.90858
3684.254,-119.795,38.9581
4109.254,-120.223,39.19109
3941.754,-119.8581,39.24089
4414.254,-120.2885,39.4738
4156.754,-119.9218,39.5239
2233.6602,-120.4549,38.57567
2183.6602,-120.094,38.62627
2493.6602,-120.5208,38.8577
2513.6602,-120.1582,38.90858
2556.1602,-119.795,38.9581
2801.1602,-120.223,39.19109
2778.6602,-119.8581,39.24089
3108.6602,-120.2885,39.4738
3056.1602,-119.9218,39.5239
13055.467,-120.4549,38.57567
13615.467,-120.094,38.62627
14322.967,-120.5208,38.8577
14232.967,-120.1582,38.90858
13375.467,-119.795,38.9581
14160.467,-120.223,39.19109
12892.967,-119.8581,39.24089
13882.967,-120.2885,39.4738
12702.967,-119.9218,39.5239
2890.918,-120.4549,38.57567
2564.668,-120.094,38.62627
2313.418,-120.5208,38.8577
1974.668,-120.1582,38.90858
1692.168,-119.795,38.9581
1462.168,-120.223,39.19109
1295.918,-119.8581,39.24089
995.91797,-120.2885,39.4738
790.91797,-119.9218,39.5239
8519.6875,-120.4549,38.57567
8019.6875,-120.094,38.62627
8034.6875,-120.5208,38.8577
7707.1875,-120.1582,38.90858
7229.6875,-119.795,38.9581
7362.1875,-120.223,39.19109
7027.1875,-119.8581,39.24089
7042.1875,-120.2885,39.4738
6717.1875,-119.9218,39.5239
17206.535,-120.4549,38.57567
15961.535,-120.094,38.62627
16871.535,-120.5208,38.8577
17054.035,-120.1582,38.90858
15561.535,-119.795,38.9581
16386.535,-120.223,39.19109
15709.035,-119.8581,39.24089
14614.035,-120.2885,39.4738
14504.035,-119.9218,39.5239
22611.562,-120.4549,38.57567
26096.562,-120.094,38.62627
21861.562,-120.5208,38.8577
25429.062,-120.1582,38.90858
