prmsl,lon,lat
101864.875,-120.4549,38.57567
101786.75,-120.094,38.62627
101862.625,-120.5208,38.8577
101783.125,-120.1582,38.90858
101725.5,-119.795,38.9581
101775.125,-120.223,39.19109
101695.75,-119.8581,39.24089
101733.875,-120.2885,39.4738
101670.625,-119.9218,39.5239
101743.734,-120.4549,38.57567
101716.734,-120.094,38.62627
101738.734,-120.5208,38.8577
101708.734,-120.1582,38.90858
101690.61,-119.795,38.9581
101686.11,-120.223,39.19109
101652.484,-119.8581,39.24089
101649.234,-120.2885,39.4738
101623.36,-119.9218,39.5239
102284.7,-120.4549,38.57567
102261.2,-120.094,38.62627
102315.7,-120.5208,38.8577
102323.33,-120.1582,38.90858
102438.33,-119.795,38.9581
102357.33,-120.223,39.19109
102435.2,-119.8581,39.24089
102374.95,-120.2885,39.4738
102476.33,-119.9218,39.5239
102388.6,-120.4549,38.57567
102236.1,-120.094,38.62627
102377.6,-120.5208,38.8577
102202.73,-120.1582,38.90858
102076.1,-119.795,38.9581
102166.48,-120.223,39.19109
102027.48,-119.8581,39.24089
102092.1,-120.2885,39.4738
102001.6,-119.9218,39.5239
102156.0,-120.4549,38.57567
102054.75,-120.094,38.62627
102181.25,-120.5208,38.8577
102091.625,-120.1582,38.90858
102053.25,-119.795,38.9581
102110.0,-120.223,39.19109
102048.5,-119.8581,39.24089
102097.125,-120.2885,39.4738
102071.125,-119.9218,39.5239
102111.38,-120.4549,38.57567
101967.88,-120.094,38.62627
102124.38,-120.5208,38.8577
101972.26,-120.1582,38.90858
101859.88,-119.795,38.9581
101954.51,-120.223,39.19109
101829.13,-119.8581,39.24089
101890.13,-120.2885,39.4738
101814.51,-119.9218,39.5239
102153.43,-120.4549,38.57567
101937.18,-120.094,38.62627
102123.055,-120.5208,38.8577
101879.43,-120.1582,38.90858
101701.805,-119.795,38.9581
101815.055,-120.223,39.19109
101647.305,-119.8581,39.24089
101718.555,-120.2885,39.4738
101608.18,-119.9218,39.5239
102008.55,-120.4549,38.57567
101912.3,-120.094,38.62627
102024.3,-120.5208,38.8577
101952.17,-120.1582,38.90858
101956.3,-119.795,38.9581
101968.17,-120.223,39.19109
101954.8,-119.8581,39.24089
101960.67,-120.2885,39.4738
101994.92,-119.9218,39.5239
100979.805,-120.4549,38.57567
100778.43,-120.094,38.62627
100941.43,-120.5208,38.8577
100725.305,-120.1582,38.90858
100593.93,-119.795,38.9581
100680.305,-120.223,39.19109
100543.055,-119.8581,39.24089
100592.805,-120.2885,39.4738
100525.555,-119.9218,39.5239
102091.65,-120.4549,38.57567
101965.65,-120.094,38.62627
102101.52,-120.5208,38.8577
101980.65,-120.1582,38.90858
101902.02,-119.795,38.9581
101960.9,-120.223,39.19109
101881.52,-119.8581,39.24089
101923.9,-120.2885,39.4738
101874.4,-119.9218,39.5239
102567.54,-120.4549,38.57567
102380.04,-120.094,38.62627
102581.54,-120.5208,38.8577
102427.664,-120.1582,38.90858
102421.79,-119.795,38.9581
102450.664,-120.223,39.19109
102429.164,-119.8581,39.24089
102454.914,-120.2885,39.4738
102529.914,-119.9218,39.5239
102269.516,-120.4549,38.57567
102296.39,-120.094,38.62627
102268.516,-120.5208,38.8577
102313.89,-120.1582,38.90858
102433.516,-119.795,38.9581
102332.766,-120.223,39.19109
102446.39,-119.8581,39.24089
102369.016,-120.2885,39.4738
102557.89,-119.9218,39.5239
101609.03,-120.4549,38.57567
101593.53,-120.094,38.62627
101596.78,-120.5208,38.8577
101584.28,-120.1582,38.90858
101629.16,-119.795,38.9581
101589.53,-120.223,39.19109
101632.16,-119.8581,39.24089
101603.03,-120.2885,39.4738
101705.53,-119.9218,39.5239
101823.47,-120.4549,38.57567
101727.84,-120.094,38.62627
101809.47,-120.5208,38.8577
101697.09,-120.1582,38.90858
101606.09,-119.795,38.9581
101664.72,-120.223,39.19109
101564.84,-119.8581,39.24089
101602.97,-120.2885,39.4738
101534.22,-119.9218,39.5239
102251.734,-120.4549,38.57567
102100.734,-120.094,38.62627
102247.61,-120.5208,38.8577
102087.86,-120.1582,38.90858
102013.734,-119.795,38.9581
102057.11,-120.223,39.19109
101970.234,-119.8581,39.24089
101996.484,-120.2885,39.4738
101967.234,-119.9218,39.5239
102171.71,-120.4549,38.57567
102137.086,-120.094,38.62627
102176.46,-120.5208,38.8577
102140.46,-120.1582,38.90858
102168.586,-119.795,38.9581
102141.586,-120.223,39.19109
102147.586,-119.8581,39.24089
102139.336,-120.2885,39.4738
102178.086,-119.9218,39.5239
102025.89,-120.4549,38.57567
101982.14,-120.094,38.62627
102028.14,-120.5208,38.8577
101968.39,-120.1582,38.90858
101938.89,-119.795,38.9581
101956.14,-120.223,39.19109
101912.64,-119.8581,39.24089
101923.39,-120.2885,39.4738
101894.016,-119.9218,39.5239
102021.664,-120.4549,38.57567
102016.164,-120.094,38.62627
102028.54,-120.5208,38.8577
102016.914,-120.1582,38.90858
102053.04,-119.795,38.9581
102004.664,-120.223,39.19109
102010.664,-119.8581,39.24089
101975.914,-120.2885,39.4738
102008.664,-119.9218,39.5239
101948.5,-120.4549,38.57567
101813.125,-120.094,38.62627
101922.0,-120.5208,38.8577
101792.875,-120.1582,38.90858
101722.875,-119.795,38.9581
101753.625,-120.223,39.19109
101686.75,-119.8581,39.24089
101694.625,-120.2885,39.4738
101675.75,-119.9218,39.5239
102529.89,-120.4549,38.57567
102464.89,-120.094,38.62627
102550.266,-120.5208,38.8577
102491.266,-120.1582,38.90858
102474.14,-119.795,38.9581
102498.14,-120.223,39.19109
102454.516,-119.8581,39.24089
102474.39,-120.2885,39.4738
102459.266,-119.9218,39.5239
102668.945,-120.4549,38.57567
102564.945,-120.094,38.62627
102676.32,-120.5208,38.8577
102559.07,-120.1582,38.90858
102484.945,-119.795,38.9581
102543.195,-120.223,39.19109
102447.445,-119.8581,39.24089
102492.57,-120.2885,39.4738
102434.445,-119.9218,39.5239
102417.71,-120.4549,38.57567
102503.586,-120.094,38.62627
102463.086,-120.5208,38.8577
102564.46,-120.1582,38.90858
102680.96,-119.795,38.9581
102588.21,-120.223,39.19109
102666.21,-119.8581,39.24089
102607.086,-120.2885,39.4738
102665.336,-119.9218,39.5239
102189.375,-120.4549,38.57567
102232.625,-120.094,38.62627
102205.625,-120.5208,38.8577
102260.125,-120.1582,38.90858
102371.375,-119.795,38.9581
102276.125,-120.223,39.19109
102357.5,-119.8581,39.24089
102298.75,-120.2885,39.4738
102403.375,-119.9218,39.5239
102397.91,-120.4549,38.57567
102451.53,-120.094,38.62627
102408.53,-120.5208,38.8577
102487.16,-120.1582,38.90858
102601.53,-119.795,38.9581
102513.03,-120.223,39.19109
102604.03,-119.8581,39.24089
102541.03,-120.2885,39.4738
102629.16,-119.9218,39.5239
102574.62,-120.4549,38.57567
102607.37,-120.094,38.62627
102559.24,-120.5208,38.8577
102575.24,-120.1582,38.90858
102613.24,-119.795,38.9581
102564.87,-120.223,39.19109
102587.12,-119.8581,39.24089
102554.74,-120.2885,39.4738
102587.37,-119.9218,39.5239
101842.88,-120.4549,38.57567
101784.26,-120.094,38.62627
101824.88,-120.5208,38.8577
101751.01,-120.1582,38.90858
101691.63,-119.795,38.9581
101735.51,-120.223,39.19109
101668.88,-119.8581,39.24089
101709.51,-120.2885,39.4738
101659.01,-119.9218,39.5239
101998.75,-120.4549,38.57567
102113.125,-120.094,38.62627
102049.25,-120.5208,38.8577
102144.0,-120.1582,38.90858
102188.25,-119.795,38.9581
102168.25,-120.223,39.19109
102184.0,-119.8581,39.24089
102192.875,-120.2885,39.4738
102175.25,-119.9218,39.5239
102420.695,-120.4549,38.57567
102676.57,-120.094,38.62627
102516.07,-120.5208,38.8577
102800.82,-120.1582,38.90858
103059.82,-119.795,38.9581
102858.07,-120.223,39.19109
103044.57,-119.8581,39.24089
102907.445,-120.2885,39.4738
103013.57,-119.9218,39.5239
102301.42,-120.4549,38.57567
102356.42,-120.094,38.62627
102339.42,-120.5208,38.8577
102458.3,-120.1582,38.90858
102700.3,-119.795,38.9581
102504.8,-120.223,39.19109
102691.8,-119.8581,39.24089
102550.17,-120.2885,39.4738
102739.8,-119.9218,39.5239
101968.77,-120.4549,38.57567
101975.02,-120.094,38.62627
101980.9,-120.5208,38.8577
102015.9,-120.1582,38.90858
102126.4,-119.795,38.9581
102038.77,-120.223,39.19109
102106.4,-119.8581,39.24089
102072.9,-120.2885,39.4738
102159.27,-119.9218,39.5239
101855.27,-120.4549,38.57567
101926.65,-120.094,38.62627
101860.02,-120.5208,38.8577
101937.77,-120.1582,38.90858
102038.9,-119.795,38.9581
101949.27,-120.223,39.19109
102014.52,-119.8581,39.24089
101970.77,-120.2885,39.4738
102028.77,-119.9218,39.5239
101730.75,-120.4549,38.57567
101728.375,-120.094,38.62627
101726.25,-120.5208,38.8577
101705.5,-120.1582,38.90858
101703.125,-119.795,38.9581
101704.5,-120.223,39.19109
101681.875,-119.8581,39.24089
101699.125,-120.2885,39.4738
101687.0,-119.9218,39.5239
101593.984,-120.4549,38.57567
101786.11,-120.094,38.62627
101725.984,-120.5208,38.8577
101910.484,-120.1582,38.90858
102050.86,-119.795,38.9581
102021.984,-120.223,39.19109
102122.86,-119.8581,39.24089
102132.234,-120.2885,39.4738
102198.234,-119.9218,39.5239
101777.914,-120.4549,38.57567
102109.164,-120.094,38.62627
101879.164,-120.5208,38.8577
102255.914,-120.1582,38.90858
102618.79,-119.795,38.9581
102335.79,-120.223,39.19109
102632.914,-119.8581,39.24089
102430.414,-120.2885,39.4738
102660.04,-119.9218,39.5239
101805.95,-120.4549,38.57567
102052.7,-120.094,38.62627
101902.7,-120.5208,38.8577
102213.08,-120.1582,38.90858
102553.83,-119.795,38.9581
102311.83,-120.223,39.19109
102589.08,-119.8581,39.24089
102423.33,-120.2885,39.4738
102653.08,-119.9218,39.5239
101801.37,-120.4549,38.57567
101929.99,-120.094,38.62627
101829.62,-120.5208,38.8577
101984.24,-120.1582,38.90858
102176.49,-119.795,38.9581
102023.12,-120.223,39.19109
102175.37,-119.8581,39.24089
102077.37,-120.2885,39.4738
102216.87,-119.9218,39.5239
101823.49,-120.4549,38.57567
101884.24,-120.094,38.62627
101826.12,-120.5208,38.8577
101917.99,-120.1582,38.90858
102066.62,-119.795,38.9581
101930.37,-120.223,39.19109
102051.37,-119.8581,39.24089
101943.87,-120.2885,39.4738
102084.87,-119.9218,39.5239
101700.5,-120.4549,38.57567
101719.125,-120.094,38.62627
101702.375,-120.5208,38.8577
101711.25,-120.1582,38.90858
101755.125,-119.795,38.9581
101704.375,-120.223,39.19109
101714.875,-119.8581,39.24089
101689.875,-120.2885,39.4738
101710.0,-119.9218,39.5239
101949.95,-120.4549,38.57567
101963.45,-120.094,38.62627
101952.2,-120.5208,38.8577
101952.58,-120.1582,38.90858
101981.7,-119.795,38.9581
101942.2,-120.223,39.19109
101945.2,-119.8581,39.24089
101922.45,-120.2885,39.4738
101950.7,-119.9218,39.5239
102080.59,-120.4549,38.57567
102049.59,-120.094,38.62627
102082.59,-120.5208,38.8577
102029.97,-120.1582,38.90858
101985.84,-119.795,38.9581
102020.09,-120.223,39.19109
101957.47,-119.8581,39.24089
101993.22,-120.2885,39.4738
101939.97,-119.9218,39.5239
101906.4,-120.4549,38.57567
102023.9,-120.094,38.62627
101967.02,-120.5208,38.8577
102117.52,-120.1582,38.90858
102282.65,-119.795,38.9581
102183.15,-120.223,39.19109
102308.02,-119.8581,39.24089
102254.27,-120.2885,39.4738
102349.52,-119.9218,39.5239
101668.82,-120.4549,38.57567
101752.32,-120.094,38.62627
101695.945,-120.5208,38.8577
101831.57,-120.1582,38.90858
102055.695,-119.795,38.9581
101889.82,-120.223,39.19109
102085.195,-119.8581,39.24089
101959.07,-120.2885,39.4738
102169.57,-119.9218,39.5239
101837.23,-120.4549,38.57567
101913.1,-120.094,38.62627
101854.35,-120.5208,38.8577
101950.6,-120.1582,38.90858
102115.98,-119.795,38.9581
101991.35,-120.223,39.19109
102128.85,-119.8581,39.24089
102028.73,-120.2885,39.4738
102206.35,-119.9218,39.5239
101973.5,-120.4549,38.57567
102109.375,-120.094,38.62627
101998.0,-120.5208,38.8577
102159.0,-120.1582,38.90858
102377.125,-119.795,38.9581
102191.0,-120.223,39.19109
102379.75,-119.8581,39.24089
102225.5,-120.2885,39.4738
102421.875,-119.9218,39.5239
101901.02,-120.4549,38.57567
102038.15,-120.094,38.62627
101922.9,-120.5208,38.8577
102057.65,-120.1582,38.90858
102219.15,-119.795,38.9581
102071.65,-120.223,39.19109
102200.52,-119.8581,39.24089
102095.4,-120.2885,39.4738
102234.65,-119.9218,39.5239
101534.31,-120.4549,38.57567
101652.31,-120.094,38.62627
101552.06,-120.5208,38.8577
101681.81,-120.1582,38.90858
101814.69,-119.795,38.9581
101696.31,-120.223,39.19109
101801.94,-119.8581,39.24089
101721.06,-120.2885,39.4738
101823.19,-119.9218,39.5239
101920.625,-120.4549,38.57567
101908.875,-120.094,38.62627
101895.0,-120.5208,38.8577
101885.375,-120.1582,38.90858
101910.125,-119.795,38.9581
101855.875,-120.223,39.19109
101847.0,-119.8581,39.24089
101821.625,-120.2885,39.4738
101813.625,-119.9218,39.5239
102653.62,-120.4549,38.57567
102725.99,-120.094,38.62627
102694.99,-120.5208,38.8577
102773.87,-120.1582,38.90858
102885.12,-119.795,38.9581
102814.62,-120.223,39.19109
102888.62,-119.8581,39.24089
102861.74,-120.2885,39.4738
102920.37,-119.9218,39.5239
102587.125,-120.4549,38.57567
102808.625,-120.094,38.62627
102650.5,-120.5208,38.8577
102884.875,-120.1582,38.90858
103140.125,-119.795,38.9581
102936.0,-120.223,39.19109
103141.625,-119.8581,39.24089
103000.625,-120.2885,39.4738
103170.875,-119.9218,39.5239
102653.13,-120.4549,38.57567
102795.88,-120.094,38.62627
102669.88,-120.5208,38.8577
102800.76,-120.1582,38.90858
102925.26,-119.795,38.9581
102820.76,-120.223,39.19109
102913.76,-119.8581,39.24089
102846.76,-120.2885,39.4738
102937.88,-119.9218,39.5239
102506.0,-120.4549,38.57567
102639.125,-120.094,38.62627
102513.75,-120.5208,38.8577
102632.25,-120.1582,38.90858
102732.875,-119.795,38.9581
102640.0,-120.223,39.19109
102717.875,-119.8581,39.24089
102654.875,-120.2885,39.4738
102717.625,-119.9218,39.5239
102146.19,-120.4549,38.57567
102276.19,-120.094,38.62627
102147.69,-120.5208,38.8577
102252.56,-120.1582,38.90858
102336.56,-119.795,38.9581
102246.31,-120.223,39.19109
102307.44,-119.8581,39.24089
102238.19,-120.2885,39.4738
102275.56,-119.9218,39.5239
101578.445,-120.4549,38.57567
101597.195,-120.094,38.62627
101562.57,-120.5208,38.8577
101548.695,-120.1582,38.90858
101519.445,-119.795,38.9581
101520.32,-120.223,39.19109
101476.445,-119.8581,39.24089
101483.945,-120.2885,39.4738
101426.57,-119.9218,39.5239
101395.52,-120.4549,38.57567
101366.77,-120.094,38.62627
101400.77,-120.5208,38.8577
101398.52,-120.1582,38.90858
101375.77,-119.795,38.9581
101421.02,-120.223,39.19109
101397.9,-119.8581,39.24089
101444.52,-120.2885,39.4738
101409.02,-119.9218,39.5239
101770.81,-120.4549,38.57567
102063.31,-120.094,38.62627
101883.56,-120.5208,38.8577
102169.44,-120.1582,38.90858
102394.69,-119.795,38.9581
102228.81,-120.223,39.19109
102398.94,-119.8581,39.24089
