prmsl,lon,lat
102283.56,-120.2885,39.4738
102385.94,-119.9218,39.5239
101703.375,-120.4549,38.57567
101951.0,-120.094,38.62627
101783.875,-120.5208,38.8577
102051.75,-120.1582,38.90858
102295.375,-119.795,38.9581
102102.5,-120.223,39.19109
102289.5,-119.8581,39.24089
102157.125,-120.2885,39.4738
102284.75,-119.9218,39.5239
101726.97,-120.4549,38.57567
101897.47,-120.094,38.62627
101746.34,-120.5208,38.8577
101909.84,-120.1582,38.90858
102035.09,-119.795,38.9581
101929.22,-120.223,39.19109
102021.97,-119.8581,39.24089
101950.59,-120.2885,39.4738
102003.34,-119.9218,39.5239
102024.984,-120.4549,38.57567
102126.984,-120.094,38.62627
102022.86,-120.5208,38.8577
102091.984,-120.1582,38.90858
102144.36,-119.795,38.9581
102073.61,-120.223,39.19109
102102.11,-119.8581,39.24089
102045.984,-120.2885,39.4738
102048.36,-119.9218,39.5239
101612.31,-120.4549,38.57567
101658.81,-120.094,38.62627
101600.94,-120.5208,38.8577
101611.31,-120.1582,38.90858
101616.69,-119.795,38.9581
101584.69,-120.223,39.19109
101573.56,-119.8581,39.24089
101544.19,-120.2885,39.4738
101509.44,-119.9218,39.5239
101169.31,-120.4549,38.57567
101056.56,-120.094,38.62627
101153.44,-120.5208,38.8577
101023.81,-120.1582,38.90858
100921.69,-119.795,38.9581
100988.44,-120.223,39.19109
100886.44,-119.8581,39.24089
100920.94,-120.2885,39.4738
100830.94,-119.9218,39.5239
101499.09,-120.4549,38.57567
101484.09,-120.094,38.62627
101514.72,-120.5208,38.8577
101491.97,-120.1582,38.90858
101464.47,-119.795,38.9581
101471.84,-120.223,39.19109
101427.97,-119.8581,39.24089
101425.22,-120.2885,39.4738
101376.47,-119.9218,39.5239
101728.5,-120.4549,38.57567
101693.375,-120.094,38.62627
101748.875,-120.5208,38.8577
101704.5,-120.1582,38.90858
101673.5,-119.795,38.9581
101699.625,-120.223,39.19109
101643.375,-119.8581,39.24089
101673.375,-120.2885,39.4738
101623.375,-119.9218,39.5239
101752.71,-120.4549,38.57567
101852.96,-120.094,38.62627
101788.21,-120.5208,38.8577
101896.96,-120.1582,38.90858
101999.836,-119.795,38.9581
101914.46,-120.223,39.19109
101983.336,-119.8581,39.24089
101923.71,-120.2885,39.4738
101967.71,-119.9218,39.5239
101595.16,-120.4549,38.57567
101717.41,-120.094,38.62627
101614.66,-120.5208,38.8577
101748.78,-120.1582,38.90858
101856.78,-119.795,38.9581
101754.53,-120.223,39.19109
101821.41,-119.8581,39.24089
101750.66,-120.2885,39.4738
101770.91,-119.9218,39.5239
101419.98,-120.4549,38.57567
101570.1,-120.094,38.62627
101447.73,-120.5208,38.8577
101598.1,-120.1582,38.90858
101714.23,-119.795,38.9581
101608.98,-120.223,39.19109
101693.23,-119.8581,39.24089
101630.48,-120.2885,39.4738
101683.1,-119.9218,39.5239
100706.93,-120.4549,38.57567
100840.93,-120.094,38.62627
100715.18,-120.5208,38.8577
100840.93,-120.1582,38.90858
100939.93,-119.795,38.9581
100838.055,-120.223,39.19109
100909.68,-119.8581,39.24089
100843.93,-120.2885,39.4738
100900.43,-119.9218,39.5239
101112.164,-120.4549,38.57567
100954.29,-120.094,38.62627
101054.04,-120.5208,38.8577
100868.29,-120.1582,38.90858
100726.664,-119.795,38.9581
100777.29,-120.223,39.19109
100647.164,-119.8581,39.24089
100660.04,-120.2885,39.4738
100564.914,-119.9218,39.5239
101159.8,-120.4549,38.57567
100970.8,-120.094,38.62627
101147.67,-120.5208,38.8577
100953.55,-120.1582,38.90858
100838.17,-119.795,38.9581
100907.05,-120.223,39.19109
100799.17,-119.8581,39.24089
100824.8,-120.2885,39.4738
100776.3,-119.9218,39.5239
101239.516,-120.4549,38.57567
101063.89,-120.094,38.62627
101281.766,-120.5208,38.8577
101120.64,-120.1582,38.90858
100981.516,-119.795,38.9581
101150.64,-120.223,39.19109
100992.516,-119.8581,39.24089
101138.89,-120.2885,39.4738
101024.64,-119.9218,39.5239
101396.79,-120.4549,38.57567
101296.54,-120.094,38.62627
101414.29,-120.5208,38.8577
101291.914,-120.1582,38.90858
101132.914,-119.795,38.9581
101269.29,-120.223,39.19109
101102.664,-119.8581,39.24089
101206.04,-120.2885,39.4738
101041.414,-119.9218,39.5239
101316.37,-120.4549,38.57567
101301.37,-120.094,38.62627
101330.37,-120.5208,38.8577
101296.37,-120.1582,38.90858
101241.49,-119.795,38.9581
101292.49,-120.223,39.19109
101226.99,-119.8581,39.24089
101265.99,-120.2885,39.4738
101206.62,-119.9218,39.5239
101503.69,-120.4549,38.57567
101524.31,-120.094,38.62627
101528.81,-120.5208,38.8577
101532.19,-120.1582,38.90858
101513.06,-119.795,38.9581
101524.06,-120.223,39.19109
101481.06,-119.8581,39.24089
101492.81,-120.2885,39.4738
101462.19,-119.9218,39.5239
102172.38,-120.4549,38.57567
102212.63,-120.094,38.62627
102182.88,-120.5208,38.8577
102219.38,-120.1582,38.90858
102248.88,-119.795,38.9581
102226.76,-120.223,39.19109
102225.13,-119.8581,39.24089
102213.63,-120.2885,39.4738
102213.13,-119.9218,39.5239
102181.05,-120.4549,38.57567
102249.67,-120.094,38.62627
102188.55,-120.5208,38.8577
102265.8,-120.1582,38.90858
102335.3,-119.795,38.9581
102265.55,-120.223,39.19109
102308.67,-119.8581,39.24089
102252.67,-120.2885,39.4738
102273.8,-119.9218,39.5239
101998.34,-120.4549,38.57567
102041.59,-120.094,38.62627
101989.09,-120.5208,38.8577
102024.47,-120.1582,38.90858
102061.09,-119.795,38.9581
102004.72,-120.223,39.19109
102013.97,-119.8581,39.24089
101980.22,-120.2885,39.4738
101989.72,-119.9218,39.5239
101597.64,-120.4549,38.57567
101587.266,-120.094,38.62627
101584.14,-120.5208,38.8577
101573.266,-120.1582,38.90858
101540.516,-119.795,38.9581
101545.89,-120.223,39.19109
101491.14,-119.8581,39.24089
101506.016,-120.2885,39.4738
101452.39,-119.9218,39.5239
101973.8,-120.4549,38.57567
101882.42,-120.094,38.62627
101969.05,-120.5208,38.8577
101852.42,-120.1582,38.90858
101756.42,-119.795,38.9581
101821.3,-120.223,39.19109
101711.92,-119.8581,39.24089
101757.55,-120.2885,39.4738
101665.8,-119.9218,39.5239
101836.61,-120.4549,38.57567
101736.984,-120.094,38.62627
101856.36,-120.5208,38.8577
101767.11,-120.1582,38.90858
101673.984,-119.795,38.9581
101765.86,-120.223,39.19109
101681.484,-119.8581,39.24089
101744.36,-120.2885,39.4738
101696.484,-119.9218,39.5239
101725.375,-120.4549,38.57567
101750.25,-120.094,38.62627
101738.125,-120.5208,38.8577
101772.0,-120.1582,38.90858
101762.125,-119.795,38.9581
101781.0,-120.223,39.19109
101761.0,-119.8581,39.24089
101782.375,-120.2885,39.4738
101772.125,-119.9218,39.5239
101893.59,-120.4549,38.57567
101941.09,-120.094,38.62627
101894.84,-120.5208,38.8577
101940.34,-120.1582,38.90858
101975.09,-119.795,38.9581
101930.84,-120.223,39.19109
101936.22,-119.8581,39.24089
101913.72,-120.2885,39.4738
101920.22,-119.9218,39.5239
102217.13,-120.4549,38.57567
102201.01,-120.094,38.62627
102213.88,-120.5208,38.8577
102206.26,-120.1582,38.90858
102197.26,-119.795,38.9581
102183.76,-120.223,39.19109
102148.38,-119.8581,39.24089
102137.76,-120.2885,39.4738
102104.51,-119.9218,39.5239
102022.37,-120.4549,38.57567
101972.62,-120.094,38.62627
102011.49,-120.5208,38.8577
101957.37,-120.1582,38.90858
101911.37,-119.795,38.9581
101924.12,-120.223,39.19109
101855.87,-119.8581,39.24089
101875.37,-120.2885,39.4738
101810.87,-119.9218,39.5239
102303.22,-120.4549,38.57567
102255.84,-120.094,38.62627
102298.22,-120.5208,38.8577
102252.47,-120.1582,38.90858
102210.59,-119.795,38.9581
102223.84,-120.223,39.19109
102157.59,-119.8581,39.24089
102169.09,-120.2885,39.4738
102108.97,-119.9218,39.5239
102342.58,-120.4549,38.57567
102294.58,-120.094,38.62627
102343.95,-120.5208,38.8577
102268.2,-120.1582,38.90858
102209.7,-119.795,38.9581
102241.7,-120.223,39.19109
102152.83,-119.8581,39.24089
102186.2,-120.2885,39.4738
102104.95,-119.9218,39.5239
101421.22,-120.4549,38.57567
101377.72,-120.094,38.62627
101402.47,-120.5208,38.8577
101339.09,-120.1582,38.90858
101292.72,-119.795,38.9581
101326.97,-120.223,39.19109
101264.47,-119.8581,39.24089
101319.97,-120.2885,39.4738
101277.84,-119.9218,39.5239
101582.14,-120.4549,38.57567
101653.14,-120.094,38.62627
101625.89,-120.5208,38.8577
101739.516,-120.1582,38.90858
101842.766,-119.795,38.9581
101803.64,-120.223,39.19109
101875.64,-119.8581,39.24089
101882.016,-120.2885,39.4738
101909.89,-119.9218,39.5239
101665.35,-120.4549,38.57567
101657.48,-120.094,38.62627
101670.6,-120.5208,38.8577
101673.23,-120.1582,38.90858
101712.23,-119.795,38.9581
101670.35,-120.223,39.19109
101683.1,-119.8581,39.24089
101662.85,-120.2885,39.4738
101675.48,-119.9218,39.5239
101183.35,-120.4549,38.57567
101103.98,-120.094,38.62627
101170.23,-120.5208,38.8577
101084.73,-120.1582,38.90858
101035.48,-119.795,38.9581
101063.6,-120.223,39.19109
100997.48,-119.8581,39.24089
101028.6,-120.2885,39.4738
100980.35,-119.9218,39.5239
100539.7,-120.4549,38.57567
100404.95,-120.094,38.62627
100480.95,-120.5208,38.8577
100329.2,-120.1582,38.90858
100239.7,-119.795,38.9581
100245.2,-120.223,39.19109
100161.7,-119.8581,39.24089
100143.2,-120.2885,39.4738
100100.58,-119.9218,39.5239
100763.17,-120.4549,38.57567
100641.67,-120.094,38.62627
100793.05,-120.5208,38.8577
100689.3,-120.1582,38.90858
100557.05,-119.795,38.9581
100711.42,-120.223,39.19109
100569.17,-119.8581,39.24089
100708.67,-120.2885,39.4738
100590.92,-119.9218,39.5239
101727.84,-120.4549,38.57567
101648.84,-120.094,38.62627
101739.47,-120.5208,38.8577
101622.84,-120.1582,38.90858
101512.72,-119.795,38.9581
101594.59,-120.223,39.19109
101478.59,-119.8581,39.24089
101555.59,-120.2885,39.4738
101501.84,-119.9218,39.5239
101410.16,-120.4549,38.57567
101483.28,-120.094,38.62627
101431.66,-120.5208,38.8577
101517.28,-120.1582,38.90858
101590.16,-119.795,38.9581
101542.41,-120.223,39.19109
101586.66,-119.8581,39.24089
101571.53,-120.2885,39.4738
101602.66,-119.9218,39.5239
101385.7,-120.4549,38.57567
101309.33,-120.094,38.62627
101345.08,-120.5208,38.8577
101317.95,-120.1582,38.90858
101329.83,-119.795,38.9581
101319.58,-120.223,39.19109
101327.83,-119.8581,39.24089
101350.08,-120.2885,39.4738
101361.83,-119.9218,39.5239
101715.29,-120.4549,38.57567
101680.664,-120.094,38.62627
101697.29,-120.5208,38.8577
101666.914,-120.1582,38.90858
101693.164,-119.795,38.9581
101631.914,-120.223,39.19109
101623.664,-119.8581,39.24089
101591.664,-120.2885,39.4738
101591.914,-119.9218,39.5239
101505.64,-120.4549,38.57567
101545.39,-120.094,38.62627
101484.64,-120.5208,38.8577
101509.266,-120.1582,38.90858
101526.64,-119.795,38.9581
101476.766,-120.223,39.19109
101468.89,-119.8581,39.24089
101452.516,-120.2885,39.4738
101429.89,-119.9218,39.5239
101479.92,-120.4549,38.57567
101540.55,-120.094,38.62627
101467.42,-120.5208,38.8577
101519.17,-120.1582,38.90858
101538.55,-119.795,38.9581
101510.55,-120.223,39.19109
101506.8,-119.8581,39.24089
101514.92,-120.2885,39.4738
101496.92,-119.9218,39.5239
101741.3,-120.4549,38.57567
101842.42,-120.094,38.62627
101744.8,-120.5208,38.8577
101829.92,-120.1582,38.90858
101892.8,-119.795,38.9581
101834.67,-120.223,39.19109
101863.8,-119.8581,39.24089
101855.67,-120.2885,39.4738
101868.92,-119.9218,39.5239
102268.31,-120.4549,38.57567
102462.19,-120.094,38.62627
102313.94,-120.5208,38.8577
102491.19,-120.1582,38.90858
102645.94,-119.795,38.9581
102516.44,-120.223,39.19109
102619.81,-119.8581,39.24089
102545.81,-120.2885,39.4738
102612.56,-119.9218,39.5239
102062.66,-120.4549,38.57567
102169.53,-120.094,38.62627
102073.03,-120.5208,38.8577
102153.28,-120.1582,38.90858
102202.28,-119.795,38.9581
102150.78,-120.223,39.19109
102173.66,-119.8581,39.24089
102153.78,-120.2885,39.4738
102153.28,-119.9218,39.5239
101363.11,-120.4549,38.57567
101464.36,-120.094,38.62627
101365.734,-120.5208,38.8577
101449.86,-120.1582,38.90858
101484.11,-119.795,38.9581
101453.11,-120.223,39.19109
101472.61,-119.8581,39.24089
101462.86,-120.2885,39.4738
101460.86,-119.9218,39.5239
101291.586,-120.4549,38.57567
101402.586,-120.094,38.62627
101297.46,-120.5208,38.8577
101417.586,-120.1582,38.90858
101521.836,-119.795,38.9581
101440.586,-120.223,39.19109
101534.586,-119.8581,39.24089
101474.96,-120.2885,39.4738
101569.586,-119.9218,39.5239
101490.125,-120.4549,38.57567
101517.5,-120.094,38.62627
101485.5,-120.5208,38.8577
101491.375,-120.1582,38.90858
101476.25,-119.795,38.9581
101465.125,-120.223,39.19109
101431.375,-119.8581,39.24089
101435.25,-120.2885,39.4738
101396.125,-119.9218,39.5239
101702.97,-120.4549,38.57567
101745.34,-120.094,38.62627
101696.09,-120.5208,38.8577
101717.97,-120.1582,38.90858
101718.47,-119.795,38.9581
101693.84,-120.223,39.19109
101679.84,-119.8581,39.24089
101658.84,-120.2885,39.4738
101624.72,-119.9218,39.5239
101667.81,-120.4549,38.57567
101714.69,-120.094,38.62627
101665.44,-120.5208,38.8577
101701.19,-120.1582,38.90858
101706.94,-119.795,38.9581
101680.06,-120.223,39.19109
101659.06,-119.8581,39.24089
101650.81,-120.2885,39.4738
101611.69,-119.9218,39.5239
102042.734,-120.4549,38.57567
102005.234,-120.094,38.62627
102038.36,-120.5208,38.8577
101995.36,-120.1582,38.90858
101954.734,-119.795,38.9581
101974.11,-120.223,39.19109
101910.484,-119.8581,39.24089
101942.984,-120.2885,39.4738
101883.86,-119.9218,39.5239
102315.69,-120.4549,38.57567
102396.31,-120.094,38.62627
102317.19,-120.5208,38.8577
102365.31,-120.1582,38.90858
102362.56,-119.795,38.9581
102350.44,-120.223,39.19109
102324.44,-119.8581,39.24089
102337.94,-120.2885,39.4738
102280.31,-119.9218,39.5239
102293.41,-120.4549,38.57567
102424.16,-120.094,38.62627
102309.03,-120.5208,38.8577
102398.78,-120.1582,38.90858
102408.16,-119.795,38.9581
102391.16,-120.223,39.19109
102375.03,-119.8581,39.24089
102384.78,-120.2885,39.4738
102328.78,-119.9218,39.5239
101985.08,-120.4549,38.57567
102156.33,-120.094,38.62627
102024.7,-120.5208,38.8577
102152.7,-120.1582,38.90858
102206.95,-119.795,38.9581
102165.7,-120.223,39.19109
102195.45,-119.8581,39.24089
102187.7,-120.2885,39.4738
102178.95,-119.9218,39.5239
101860.69,-120.4549,38.57567
102049.19,-120.094,38.62627
101881.06,-120.5208,38.8577
102012.19,-120.1582,38.90858
102038.94,-119.795,38.9581
102001.19,-120.223,39.19109
102011.06,-119.8581,39.24089
101997.06,-120.2885,39.4738
101956.81,-119.9218,39.5239
101622.36,-120.4549,38.57567
101781.86,-120.094,38.62627
101617.86,-120.5208,38.8577
101732.86,-120.1582,38.90858
101741.484,-119.795,38.9581
101711.86,-120.223,39.19109
101708.61,-119.8581,39.24089
101695.86,-120.2885,39.4738
101636.734,-119.9218,39.5239
101721.33,-120.4549,38.57567
101832.33,-120.094,38.62627
101718.95,-120.5208,38.8577
101796.95,-120.1582,38.90858
101793.45,-119.795,38.9581
101778.83,-120.223,39.19109
101762.33,-119.8581,39.24089
101763.45,-120.2885,39.4738
101697.45,-119.9218,39.5239
101863.875,-120.4549,38.57567
102045.125,-120.094,38.62627
101890.0,-120.5208,38.8577
102034.375,-120.1582,38.90858
102080.375,-119.795,38.9581
102037.0,-120.223,39.19109
102066.5,-119.8581,39.24089
102045.625,-120.2885,39.4738
102020.25,-119.9218,39.5239
101573.05,-120.4549,38.57567
101703.55,-120.094,38.62627
101569.55,-120.5208,38.8577
101646.67,-120.1582,38.90858
101625.8,-119.795,38.9581
101628.92,-120.223,39.19109
101602.8,-119.8581,39.24089
101611.3,-120.2885,39.4738
101524.92,-119.9218,39.5239
101645.17,-120.4549,38.57567
101670.3,-120.094,38.62627
101631.3,-120.5208,38.8577
101627.55,-120.1582,38.90858
101540.42,-119.795,38.9581
101609.67,-120.223,39.19109
101531.92,-119.8581,39.24089
101587.3,-120.2885,39.4738
101470.42,-119.9218,39.5239
101700.37,-120.4549,38.57567
101722.74,-120.094,38.62627
101699.99,-120.5208,38.8577
101713.24,-120.1582,38.90858
101678.49,-119.795,38.9581
101713.49,-120.223,39.19109
101682.87,-119.8581,39.24089
101706.87,-120.2885,39.4738
101653.12,-119.9218,39.5239
101731.86,-120.4549,38.57567
101745.61,-120.094,38.62627
101716.11,-120.5208,38.8577
101702.11,-120.1582,38.90858
101644.61,-119.795,38.9581
101668.11,-120.223,39.19109
101611.86,-119.8581,39.24089
101622.36,-120.2885,39.4738
101543.11,-119.9218,39.5239
101872.016,-120.4549,38.57567
101855.516,-120.094,38.62627
101868.766,-120.5208,38.8577
101830.64,-120.1582,38.90858
101785.64,-119.795,38.9581
101814.89,-120.223,39.19109
101768.64,-119.8581,39.24089
101792.016,-120.2885,39.4738
101748.14,-119.9218,39.5239
