tcdc,lon,lat
2.5,-120.5208,38.8577
2.5,-120.1582,38.90858
4.0,-119.795,38.9581
2.5,-120.223,39.19109
2.25,-119.8581,39.24089
3.0,-120.2885,39.4738
2.75,-119.9218,39.5239
8.125,-120.4549,38.57567
6.625,-120.094,38.62627
8.375,-120.5208,38.8577
7.875,-120.1582,38.90858
8.5,-119.795,38.9581
8.875,-120.223,39.19109
10.125,-119.8581,39.24089
10.75,-120.2885,39.4738
12.25,-119.9218,39.5239
9.125,-120.4549,38.57567
8.125,-120.094,38.62627
9.375,-120.5208,38.8577
8.25,-120.1582,38.90858
7.875,-119.795,38.9581
8.75,-120.223,39.19109
8.125,-119.8581,39.24089
9.125,-120.2885,39.4738
9.0,-119.9218,39.5239
13.75,-120.4549,38.57567
13.0,-120.094,38.62627
14.0,-120.5208,38.8577
12.625,-120.1582,38.90858
11.875,-119.795,38.9581
12.875,-120.223,39.19109
11.375,-119.8581,39.24089
13.0,-120.2885,39.4738
12.875,-119.9218,39.5239
18.75,-120.4549,38.57567
19.25,-120.094,38.62627
18.875,-120.5208,38.8577
26.375,-120.1582,38.90858
34.75,-119.795,38.9581
28.25,-120.223,39.19109
32.625,-119.8581,39.24089
32.5,-120.2885,39.4738
44.125,-119.9218,39.5239
62.75,-120.4549,38.57567
30.25,-120.094,38.62627
65.0,-120.5208,38.8577
39.125,-120.1582,38.90858
34.75,-119.795,38.9581
41.625,-120.223,39.19109
38.875,-119.8581,39.24089
37.75,-120.2885,39.4738
35.0,-119.9218,39.5239
57.375,-120.4549,38.57567
34.625,-120.094,38.62627
64.5,-120.5208,38.8577
36.375,-120.1582,38.90858
29.875,-119.795,38.9581
45.5,-120.223,39.19109
35.875,-119.8581,39.24089
54.125,-120.2885,39.4738
47.75,-119.9218,39.5239
56.5,-120.4549,38.57567
34.375,-120.094,38.62627
56.625,-120.5208,38.8577
44.875,-120.1582,38.90858
33.875,-119.795,38.9581
