mconv,lon,lat
-2.60343e-07,-120.4549,38.57567
-1.6159308e-07,-120.094,38.62627
-1.6409297e-07,-120.5208,38.8577
1.0906973e-08,-120.1582,38.90858
2.0340693e-07,-119.795,38.9581
-4.5343057e-08,-120.223,39.19109
1.5090691e-07,-119.8581,39.24089
1.21569315e-08,-120.2885,39.4738
-5.0342948e-08,-119.9218,39.5239
-1.8685313e-08,-120.4549,38.57567
-1.3993514e-07,-120.094,38.62627
-1.9935243e-08,-120.5208,38.8577
-6.618515e-08,-120.1582,38.90858
-5.493527e-08,-119.795,38.9581
-6.493522e-08,-120.223,39.19109
-8.6852765e-09,-119.8581,39.24089
-4.118519e-08,-120.2885,39.4738
-5.368534e-08,-119.9218,39.5239
-4.5726682e-07,-120.4549,38.57567
5.0233155e-08,-120.094,38.62627
-5.460168e-07,-120.5208,38.8577
2.9648317e-07,-120.1582,38.90858
7.3398326e-07,-119.795,38.9581
-2.010168e-07,-120.223,39.19109
-1.2266867e-08,-119.8581,39.24089
-2.3101686e-07,-120.2885,39.4738
9.1023327e-07,-119.9218,39.5239
-1.0773414e-07,-120.4549,38.57567
1.885158e-07,-120.094,38.62627
-1.339842e-07,-120.5208,38.8577
1.5351583e-07,-120.1582,38.90858
1.4601585e-07,-119.795,38.9581
-3.0234105e-08,-120.223,39.19109
-2.5234044e-08,-119.8581,39.24089
-1.5234093e-08,-120.2885,39.4738
1.03515845e-07,-119.9218,39.5239
-1.5959952e-07,-120.4549,38.57567
1.07900576e-07,-120.094,38.62627
-9.3349456e-08,-120.5208,38.8577
3.165053e-08,-120.1582,38.90858
8.2900584e-08,-119.795,38.9581
2.0400591e-08,-120.223,39.19109
3.0400543e-08,-119.8581,39.24089
-3.3494416e-09,-120.2885,39.4738
-1.0959948e-07,-119.9218,39.5239
-2.0514537e-07,-120.4549,38.57567
9.735464e-08,-120.094,38.62627
-2.5764538e-07,-120.5208,38.8577
1.1360456e-07,-120.1582,38.90858
2.1735462e-07,-119.795,38.9581
-1.01395386e-07,-120.223,39.19109
-5.0145445e-08,-119.8581,39.24089
-6.514543e-08,-120.2885,39.4738
1.8985457e-07,-119.9218,39.5239
-9.089112e-07,-120.4549,38.57567
3.2358872e-07,-120.094,38.62627
-5.201613e-07,-120.5208,38.8577
5.948388e-07,-120.1582,38.90858
1.0860888e-06,-119.795,38.9581
-3.8911196e-08,-120.223,39.19109
6.2338756e-08,-119.8581,39.24089
1.448388e-07,-120.2885,39.4738
1.0673389e-06,-119.9218,39.5239
-9.318823e-07,-120.4549,38.57567
8.493677e-07,-120.094,38.62627
-6.156323e-07,-120.5208,38.8577
7.9811775e-07,-120.1582,38.90858
1.3943677e-06,-119.795,38.9581
6.186775e-08,-120.223,39.19109
1.9061775e-07,-119.8581,39.24089
1.5436774e-07,-120.2885,39.4738
7.818677e-07,-119.9218,39.5239
-2.2976607e-07,-120.4549,38.57567
1.9273395e-07,-120.094,38.62627
-2.410161e-07,-120.5208,38.8577
2.4273393e-07,-120.1582,38.90858
1.9023398e-07,-119.795,38.9581
-1.7226608e-07,-120.223,39.19109
-2.735161e-07,-119.8581,39.24089
-1.2351603e-07,-120.2885,39.4738
1.2398394e-07,-119.9218,39.5239
1.5077836e-07,-120.4549,38.57567
2.8577844e-07,-120.094,38.62627
-6.297168e-08,-120.5208,38.8577
1.0452834e-07,-120.1582,38.90858
1.220283e-07,-119.795,38.9581
-3.1721555e-08,-120.223,39.19109
-9.7971565e-08,-119.8581,39.24089
-3.0471625e-08,-120.2885,39.4738
2.1327841e-07,-119.9218,39.5239
-4.232947e-07,-120.4549,38.57567
-1.395446e-07,-120.094,38.62627
-5.370447e-07,-120.5208,38.8577
2.7920527e-07,-120.1582,38.90858
6.8920525e-07,-119.795,38.9581
-3.0204467e-07,-120.223,39.19109
1.1670534e-07,-119.8581,39.24089
-1.0329464e-07,-120.2885,39.4738
4.517052e-07,-119.9218,39.5239
-3.3600926e-07,-120.4549,38.57567
2.764907e-07,-120.094,38.62627
-5.0975916e-07,-120.5208,38.8577
4.6774073e-07,-120.1582,38.90858
6.639907e-07,-119.795,38.9581
-2.6350924e-07,-120.223,39.19109
-3.7259213e-08,-119.8581,39.24089
-9.350927e-08,-120.2885,39.4738
8.1149074e-07,-119.9218,39.5239
-7.616021e-07,-120.4549,38.57567
1.196479e-07,-120.094,38.62627
-7.628521e-07,-120.5208,38.8577
3.8464788e-07,-120.1582,38.90858
9.871478e-07,-119.795,38.9581
-2.491021e-07,-120.223,39.19109
-2.5410216e-07,-119.8581,39.24089
-5.303521e-07,-120.2885,39.4738
1.4983978e-06,-119.9218,39.5239
-1.9668215e-07,-120.4549,38.57567
-1.5432278e-08,-120.094,38.62627
-2.2543213e-07,-120.5208,38.8577
4.1206786e-07,-120.1582,38.90858
8.1956784e-07,-119.795,38.9581
-5.043222e-08,-120.223,39.19109
-8.668215e-08,-119.8581,39.24089
-2.1793213e-07,-120.2885,39.4738
