rhum,lon,lat
89.796875,-120.094,38.62627
84.75781,-120.5208,38.8577
89.28906,-120.1582,38.90858
80.53125,-119.795,38.9581
89.17969,-120.223,39.19109
79.36719,-119.8581,39.24089
89.42969,-120.2885,39.4738
74.703125,-119.9218,39.5239
76.296875,-120.4549,38.57567
87.796875,-120.094,38.62627
76.765625,-120.5208,38.8577
88.28125,-120.1582,38.90858
88.36719,-119.795,38.9581
84.125,-120.223,39.19109
82.78125,-119.8581,39.24089
87.72656,-120.2885,39.4738
80.27344,-119.9218,39.5239
82.09032,-120.4549,38.57567
80.77782,-120.094,38.62627
80.71532,-120.5208,38.8577
78.69188,-120.1582,38.90858
70.488754,-119.795,38.9581
82.73094,-120.223,39.19109
72.16063,-119.8581,39.24089
80.707504,-120.2885,39.4738
64.13719,-119.9218,39.5239
58.368484,-120.4549,38.57567
78.524734,-120.094,38.62627
57.329422,-120.5208,38.8577
82.993484,-120.1582,38.90858
84.45442,-119.795,38.9581
72.7513,-120.223,39.19109
75.5013,-119.8581,39.24089
86.07161,-120.2885,39.4738
70.805984,-119.9218,39.5239
50.05591,-120.4549,38.57567
56.048096,-120.094,38.62627
47.08716,-120.5208,38.8577
65.923096,-120.1582,38.90858
84.00903,-119.795,38.9581
56.74341,-120.223,39.19109
76.43872,-119.8581,39.24089
68.11841,-120.2885,39.4738
74.65747,-119.9218,39.5239
40.947655,-120.4549,38.57567
53.55703,-120.094,38.62627
39.182034,-120.5208,38.8577
54.189842,-120.1582,38.90858
65.79922,-119.795,38.9581
53.471092,-120.223,39.19109
57.30703,-119.8581,39.24089
60.11953,-120.2885,39.4738
60.596092,-119.9218,39.5239
57.88661,-120.4549,38.57567
63.449104,-120.094,38.62627
57.76161,-120.5208,38.8577
66.65223,-120.1582,38.90858
74.43348,-119.795,38.9581
67.51942,-120.223,39.19109
61.03504,-119.8581,39.24089
68.53504,-120.2885,39.4738
62.277233,-119.9218,39.5239
76.32072,-120.4549,38.57567
79.39103,-120.094,38.62627
75.43009,-120.5208,38.8577
82.094154,-120.1582,38.90858
81.16447,-119.795,38.9581
80.05509,-120.223,39.19109
80.26603,-119.8581,39.24089
85.03947,-120.2885,39.4738
82.80509,-119.9218,39.5239
52.88307,-120.4549,38.57567
66.00807,-120.094,38.62627
51.328384,-120.5208,38.8577
78.265884,-120.1582,38.90858
91.633064,-119.795,38.9581
63.742447,-120.223,39.19109
82.17994,-119.8581,39.24089
80.23463,-120.2885,39.4738
82.2815,-119.9218,39.5239
48.194862,-120.4549,38.57567
65.91361,-120.094,38.62627
47.296425,-120.5208,38.8577
64.81205,-120.1582,38.90858
69.43705,-119.795,38.9581
61.460487,-120.223,39.19109
59.87455,-119.8581,39.24089
68.64799,-120.2885,39.4738
65.17142,-119.9218,39.5239
65.263306,-120.4549,38.57567
66.16174,-120.094,38.62627
66.388306,-120.5208,38.8577
74.48987,-120.1582,38.90858
76.27893,-119.795,38.9581
69.888306,-120.223,39.19109
69.450806,-119.8581,39.24089
76.43518,-120.2885,39.4738
70.71643,-119.9218,39.5239
44.790363,-120.4549,38.57567
43.173176,-120.094,38.62627
39.977863,-120.5208,38.8577
47.09505,-120.1582,38.90858
58.665363,-119.795,38.9581
45.266926,-120.223,39.19109
49.173176,-119.8581,39.24089
48.696613,-120.2885,39.4738
52.93099,-119.9218,39.5239
63.314777,-120.4549,38.57567
54.431965,-120.094,38.62627
67.978836,-120.5208,38.8577
57.408527,-120.1582,38.90858
49.81478,-119.795,38.9581
70.3304,-120.223,39.19109
54.994465,-119.8581,39.24089
62.924152,-120.2885,39.4738
56.502277,-119.9218,39.5239
74.742065,-120.4549,38.57567
48.312378,-120.094,38.62627
72.15613,-120.5208,38.8577
59.492065,-120.1582,38.90858
56.406128,-119.795,38.9581
75.554565,-120.223,39.19109
64.648315,-119.8581,39.24089
67.84363,-120.2885,39.4738
63.13269,-119.9218,39.5239
57.394943,-120.4549,38.57567
43.387123,-120.094,38.62627
47.113693,-120.5208,38.8577
44.309,-120.1582,38.90858
57.91838,-119.795,38.9581
54.22307,-120.223,39.19109
59.19182,-119.8581,39.24089
46.52775,-120.2885,39.4738
58.35588,-119.9218,39.5239
40.554268,-120.4549,38.57567
49.741768,-120.094,38.62627
39.898018,-120.5208,38.8577
48.65583,-120.1582,38.90858
61.726143,-119.795,38.9581
51.335518,-120.223,39.19109
61.554268,-119.8581,39.24089
50.62458,-120.2885,39.4738
62.413643,-119.9218,39.5239
73.813576,-120.4549,38.57567
68.38389,-120.094,38.62627
74.626076,-120.5208,38.8577
72.719826,-120.1582,38.90858
67.24326,-119.795,38.9581
79.61045,-120.223,39.19109
70.407326,-119.8581,39.24089
76.18076,-120.2885,39.4738
65.813576,-119.9218,39.5239
88.0214,-120.4549,38.57567
84.17765,-120.094,38.62627
89.20109,-120.5208,38.8577
87.2714,-120.1582,38.90858
79.818275,-119.795,38.9581
91.6464,-120.223,39.19109
80.62296,-119.8581,39.24089
88.65421,-120.2885,39.4738
73.81046,-119.9218,39.5239
58.81503,-120.4549,38.57567
49.29159,-120.094,38.62627
53.213467,-120.5208,38.8577
44.213467,-120.1582,38.90858
54.580654,-119.795,38.9581
45.37753,-120.223,39.19109
55.00253,-119.8581,39.24089
45.713467,-120.2885,39.4738
49.57284,-119.9218,39.5239
68.130844,-120.4549,38.57567
78.951164,-120.094,38.62627
71.92772,-120.5208,38.8577
76.81054,-120.1582,38.90858
70.30272,-119.795,38.9581
77.951164,-120.223,39.19109
72.818344,-119.8581,39.24089
79.09179,-120.2885,39.4738
58.79491,-119.9218,39.5239
77.3334,-120.4549,38.57567
64.84902,-120.094,38.62627
74.22402,-120.5208,38.8577
68.48965,-120.1582,38.90858
73.294334,-119.795,38.9581
76.0209,-120.223,39.19109
73.731834,-119.8581,39.24089
73.794334,-120.2885,39.4738
71.81777,-119.9218,39.5239
82.887985,-120.4549,38.57567
76.8333,-120.094,38.62627
85.419235,-120.5208,38.8577
80.03642,-120.1582,38.90858
77.34892,-119.795,38.9581
87.98955,-120.223,39.19109
78.71611,-119.8581,39.24089
85.2708,-120.2885,39.4738
76.8333,-119.9218,39.5239
87.35046,-120.4549,38.57567
85.68639,-120.094,38.62627
91.95983,-120.5208,38.8577
86.80358,-120.1582,38.90858
77.63171,-119.795,38.9581
92.91296,-120.223,39.19109
79.89733,-119.8581,39.24089
89.15514,-120.2885,39.4738
74.63171,-119.9218,39.5239
74.06792,-120.4549,38.57567
53.97416,-120.094,38.62627
79.61479,-120.5208,38.8577
58.052284,-120.1582,38.90858
67.39604,-119.795,38.9581
70.58354,-120.223,39.19109
70.48198,-119.8581,39.24089
62.66166,-120.2885,39.4738
66.42729,-119.9218,39.5239
77.29363,-120.4549,38.57567
54.129566,-120.094,38.62627
78.707695,-120.5208,38.8577
55.95769,-120.1582,38.90858
48.473316,-119.795,38.9581
70.028,-120.223,39.19109
49.01238,-119.8581,39.24089
58.785816,-120.2885,39.4738
43.379566,-119.9218,39.5239
88.475655,-120.4549,38.57567
83.788155,-120.094,38.62627
88.975655,-120.5208,38.8577
85.12409,-120.1582,38.90858
81.569405,-119.795,38.9581
89.569405,-120.223,39.19109
79.67878,-119.8581,39.24089
85.819405,-120.2885,39.4738
75.725655,-119.9218,39.5239
53.365726,-120.4549,38.57567
52.951664,-120.094,38.62627
56.75635,-120.5208,38.8577
55.889164,-120.1582,38.90858
63.021976,-119.795,38.9581
60.31104,-120.223,39.19109
61.857914,-119.8581,39.24089
56.146976,-120.2885,39.4738
64.49073,-119.9218,39.5239
46.671425,-120.4549,38.57567
43.1558,-120.094,38.62627
45.43705,-120.5208,38.8577
37.843304,-120.1582,38.90858
44.5933,-119.795,38.9581
47.351112,-120.223,39.19109
45.491737,-119.8581,39.24089
39.9683,-120.2885,39.4738
65.296425,-119.9218,39.5239
50.875435,-120.4549,38.57567
46.211372,-120.094,38.62627
47.51606,-120.5208,38.8577
46.914497,-120.1582,38.90858
59.945747,-119.795,38.9581
50.164497,-120.223,39.19109
56.35981,-119.8581,39.24089
48.195747,-120.2885,39.4738
72.406685,-119.9218,39.5239
77.257195,-120.4549,38.57567
69.757195,-120.094,38.62627
75.89001,-120.5208,38.8577
71.83532,-120.1582,38.90858
64.069695,-119.795,38.9581
79.17126,-120.223,39.19109
65.92907,-119.8581,39.24089
75.01501,-120.2885,39.4738
64.61657,-119.9218,39.5239
96.79038,-120.4549,38.57567
90.485695,-120.094,38.62627
85.66538,-120.5208,38.8577
90.64976,-120.1582,38.90858
86.59507,-119.795,38.9581
95.13413,-120.223,39.19109
84.38413,-119.8581,39.24089
91.22007,-120.2885,39.4738
78.37632,-119.9218,39.5239
71.224106,-120.4549,38.57567
68.16942,-120.094,38.62627
66.349106,-120.5208,38.8577
74.567856,-120.1582,38.90858
79.817856,-119.795,38.9581
77.95067,-120.223,39.19109
77.14598,-119.8581,39.24089
79.005356,-120.2885,39.4738
76.71629,-119.9218,39.5239
79.85505,-120.4549,38.57567
82.15974,-120.094,38.62627
75.3238,-120.5208,38.8577
86.089424,-120.1582,38.90858
81.94099,-119.795,38.9581
93.57379,-120.223,39.19109
80.1988,-119.8581,39.24089
88.987854,-120.2885,39.4738
77.31599,-119.9218,39.5239
68.74808,-120.4549,38.57567
66.93558,-120.094,38.62627
68.29495,-120.5208,38.8577
71.677765,-120.1582,38.90858
69.78714,-119.795,38.9581
75.65433,-120.223,39.19109
71.2637,-119.8581,39.24089
78.47464,-120.2885,39.4738
68.084015,-119.9218,39.5239
85.655334,-120.4549,38.57567
88.05377,-120.094,38.62627
80.33502,-120.5208,38.8577
89.3194,-120.1582,38.90858
83.67877,-119.795,38.9581
94.71002,-120.223,39.19109
84.21002,-119.8581,39.24089
90.74127,-120.2885,39.4738
78.89752,-119.9218,39.5239
75.288445,-120.4549,38.57567
80.632195,-120.094,38.62627
80.350945,-120.5208,38.8577
84.86657,-120.1582,38.90858
82.475945,-119.795,38.9581
89.64001,-120.223,39.19109
83.09313,-119.8581,39.24089
88.54626,-120.2885,39.4738
79.132195,-119.9218,39.5239
59.38172,-120.4549,38.57567
64.50672,-120.094,38.62627
71.514534,-120.5208,38.8577
68.608284,-120.1582,38.90858
64.75672,-119.795,38.9581
77.09267,-120.223,39.19109
68.38172,-119.8581,39.24089
75.78798,-120.2885,39.4738
59.59266,-119.9218,39.5239
68.1395,-120.4549,38.57567
70.03794,-120.094,38.62627
66.04575,-120.5208,38.8577
76.74888,-120.1582,38.90858
76.48325,-119.795,38.9581
70.459816,-120.223,39.19109
80.0145,-119.8581,39.24089
80.88169,-120.2885,39.4738
71.81138,-119.9218,39.5239
58.510246,-120.4549,38.57567
69.83838,-120.094,38.62627
59.572746,-120.5208,38.8577
68.93994,-120.1582,38.90858
73.5415,-119.795,38.9581
68.61963,-120.223,39.19109
72.86963,-119.8581,39.24089
74.59619,-120.2885,39.4738
63.71337,-119.9218,39.5239
63.421257,-120.4549,38.57567
49.89782,-120.094,38.62627
55.96032,-120.5208,38.8577
55.858757,-120.1582,38.90858
74.40563,-119.795,38.9581
56.225945,-120.223,39.19109
69.82751,-119.8581,39.24089
55.663445,-120.2885,39.4738
69.89001,-119.9218,39.5239
40.425434,-120.4549,38.57567
19.269184,-120.094,38.62627
40.745747,-120.5208,38.8577
22.105122,-120.1582,38.90858
35.089497,-119.795,38.9581
23.573872,-120.223,39.19109
32.214497,-119.8581,39.24089
25.651997,-120.2885,39.4738
44.776997,-119.9218,39.5239
49.253777,-120.4549,38.57567
30.785027,-120.094,38.62627
51.191277,-120.5208,38.8577
34.2069,-120.1582,38.90858
31.527214,-119.795,38.9581
42.777214,-120.223,39.19109
34.76159,-119.8581,39.24089
41.253777,-120.2885,39.4738
33.495964,-119.9218,39.5239
56.43386,-120.4549,38.57567
69.43386,-120.094,38.62627
53.99636,-120.5208,38.8577
70.55105,-120.1582,38.90858
72.02761,-119.795,38.9581
67.574486,-120.223,39.19109
70.5823,-119.8581,39.24089
73.261986,-120.2885,39.4738
49.816673,-119.9218,39.5239
34.632336,-120.4549,38.57567
42.43702,-120.094,38.62627
33.96046,-120.5208,38.8577
49.69483,-120.1582,38.90858
51.921394,-119.795,38.9581
44.03858,-120.223,39.19109
58.671394,-119.8581,39.24089
57.952644,-120.2885,39.4738
42.68702,-119.9218,39.5239
33.321003,-120.4549,38.57567
60.196,-120.094,38.62627
34.211628,-120.5208,38.8577
61.41475,-120.1582,38.90858
69.196,-119.795,38.9581
57.35225,-120.223,39.19109
68.242874,-119.8581,39.24089
66.46944,-120.2885,39.4738
58.01631,-119.9218,39.5239
69.26026,-120.4549,38.57567
77.7212,-120.094,38.62627
67.16651,-120.5208,38.8577
81.26026,-120.1582,38.90858
88.27589,-119.795,38.9581
68.79151,-120.223,39.19109
84.25245,-119.8581,39.24089
81.31495,-120.2885,39.4738
79.21339,-119.9218,39.5239
54.941444,-120.4549,38.57567
39.48832,-120.094,38.62627
37.67582,-120.5208,38.8577
41.011757,-120.1582,38.90858
56.660194,-119.795,38.9581
36.76957,-120.223,39.19109
53.730507,-119.8581,39.24089
44.18363,-120.2885,39.4738
46.878944,-119.9218,39.5239
40.411446,-120.4549,38.57567
34.247383,-120.094,38.62627
31.30207,-120.5208,38.8577
36.57551,-120.1582,38.90858
47.872383,-119.795,38.9581
30.52082,-120.223,39.19109
44.48176,-119.8581,39.24089
38.247383,-120.2885,39.4738
35.23176,-119.9218,39.5239
54.149582,-120.4549,38.57567
65.563644,-120.094,38.62627
50.618332,-120.5208,38.8577
71.501144,-120.1582,38.90858
71.63396,-119.795,38.9581
60.821457,-120.223,39.19109
71.67302,-119.8581,39.24089
75.00115,-120.2885,39.4738
54.20427,-119.9218,39.5239
36.262447,-120.4549,38.57567
45.793694,-120.094,38.62627
34.121822,-120.5208,38.8577
53.59838,-120.1582,38.90858
75.66088,-119.795,38.9581
40.559322,-120.223,39.19109
67.50463,-119.8581,39.24089
56.84838,-120.2885,39.4738
58.574944,-119.9218,39.5239
32.521282,-120.4549,38.57567
39.61503,-120.094,38.62627
29.990032,-120.5208,38.8577
50.263466,-120.1582,38.90858
71.90409,-119.795,38.9581
38.09159,-120.223,39.19109
64.3494,-119.8581,39.24089
54.450966,-120.2885,39.4738
55.84159,-119.9218,39.5239
39.589554,-120.4549,38.57567
40.95674,-120.094,38.62627
35.058304,-120.5208,38.8577
46.769245,-120.1582,38.90858
60.956738,-119.795,38.9581
41.566116,-120.223,39.19109
59.37862,-119.8581,39.24089
51.425495,-120.2885,39.4738
50.19112,-119.9218,39.5239
47.778,-120.4549,38.57567
27.621748,-120.094,38.62627
39.395184,-120.5208,38.8577
38.715496,-120.1582,38.90858
59.903004,-119.795,38.9581
35.54362,-120.223,39.19109
58.574875,-119.8581,39.24089
40.652996,-120.2885,39.4738
54.653,-119.9218,39.5239
51.644463,-120.4549,38.57567
48.878838,-120.094,38.62627
49.246025,-120.5208,38.8577
49.675713,-120.1582,38.90858
52.550713,-119.795,38.9581
48.6054,-120.223,39.19109
48.996025,-119.8581,39.24089
48.331963,-120.2885,39.4738
43.433525,-119.9218,39.5239
44.195312,-120.4549,38.57567
47.734375,-120.094,38.62627
39.023438,-120.5208,38.8577
48.976562,-120.1582,38.90858
57.75,-119.795,38.9581
41.5625,-120.223,39.19109
53.585938,-119.8581,39.24089
46.960938,-120.2885,39.4738
38.59375,-119.9218,39.5239
49.924725,-120.4549,38.57567
69.166916,-120.094,38.62627
45.7216,-120.5208,38.8577
65.698166,-120.1582,38.90858
70.48723,-119.795,38.9581
57.455975,-120.223,39.19109
68.45598,-119.8581,39.24089
70.70598,-120.2885,39.4738
56.44035,-119.9218,39.5239
56.386597,-120.4549,38.57567
56.89441,-120.094,38.62627
47.71472,-120.5208,38.8577
63.36316,-120.1582,38.90858
76.10535,-119.795,38.9581
49.95691,-120.223,39.19109
74.60535,-119.8581,39.24089
61.691284,-120.2885,39.4738
62.730347,-119.9218,39.5239
29.250021,-120.4549,38.57567
23.320333,-120.094,38.62627
19.750021,-120.5208,38.8577
35.50783,-120.1582,38.90858
59.90627,-119.795,38.9581
30.250021,-120.223,39.19109
58.953144,-119.8581,39.24089
43.50002,-120.2885,39.4738
43.742207,-119.9218,39.5239
36.131287,-120.4549,38.57567
29.24066,-120.094,38.62627
30.20941,-120.5208,38.8577
33.74066,-120.1582,38.90858
58.14691,-119.795,38.9581
35.756287,-120.223,39.19109
63.662537,-119.8581,39.24089
40.568787,-120.2885,39.4738
50.75629,-119.9218,39.5239
29.255987,-120.4549,38.57567
40.615356,-120.094,38.62627
24.1388,-120.5208,38.8577
47.12317,-120.1582,38.90858
73.396614,-119.795,38.9581
38.795044,-120.223,39.19109
67.38098,-119.8581,39.24089
48.420044,-120.2885,39.4738
48.75598,-119.9218,39.5239
34.545498,-120.4549,38.57567
46.389248,-120.094,38.62627
32.936123,-120.5208,38.8577
47.982998,-120.1582,38.90858
67.21737,-119.795,38.9581
39.975185,-120.223,39.19109
64.89706,-119.8581,39.24089
45.70956,-120.2885,39.4738
44.55331,-119.9218,39.5239
42.341568,-120.4549,38.57567
59.69313,-120.094,38.62627
39.333755,-120.5208,38.8577
59.154068,-120.1582,38.90858
67.88844,-119.795,38.9581
46.935318,-120.223,39.19109
65.240005,-119.8581,39.24089
52.732193,-120.2885,39.4738
45.747818,-119.9218,39.5239
62.223694,-120.4549,38.57567
51.981503,-120.094,38.62627
56.575256,-120.5208,38.8577
53.247128,-120.1582,38.90858
63.52057,-119.795,38.9581
46.78619,-120.223,39.19109
56.43463,-119.8581,39.24089
50.00494,-120.2885,39.4738
45.700253,-119.9218,39.5239
59.13108,-120.4549,38.57567
47.076393,-120.094,38.62627
53.56077,-120.5208,38.8577
52.31858,-120.1582,38.90858
67.302956,-119.795,38.9581
48.607643,-120.223,39.19109
66.12327,-119.8581,39.24089
52.84983,-120.2885,39.4738
59.045143,-119.9218,39.5239
35.20917,-120.4549,38.57567
44.36542,-120.094,38.62627
32.068546,-120.5208,38.8577
47.091984,-120.1582,38.90858
54.654484,-119.795,38.9581
40.943546,-120.223,39.19109
49.54511,-119.8581,39.24089
45.037296,-120.2885,39.4738
33.224796,-119.9218,39.5239
37.061817,-120.4549,38.57567
31.28838,-120.094,38.62627
29.897755,-120.5208,38.8577
35.343067,-120.1582,38.90858
52.913376,-119.795,38.9581
32.960255,-120.223,39.19109
48.811817,-119.8581,39.24089
35.280567,-120.2885,39.4738
36.335255,-119.9218,39.5239
36.683254,-120.4549,38.57567
24.628567,-120.094,38.62627
32.441067,-120.5208,38.8577
28.941067,-120.1582,38.90858
40.98794,-119.795,38.9581
30.581692,-120.223,39.19109
40.57388,-119.8581,39.24089
31.51138,-120.2885,39.4738
39.800438,-119.9218,39.5239
38.245667,-120.4549,38.57567
25.339417,-120.094,38.62627
33.550354,-120.5208,38.8577
27.355042,-120.1582,38.90858
43.081604,-119.795,38.9581
28.284729,-120.223,39.19109
44.12848,-119.8581,39.24089
28.706604,-120.2885,39.4738
35.706604,-119.9218,39.5239
55.79557,-120.4549,38.57567
49.498695,-120.094,38.62627
58.82682,-120.5208,38.8577
54.600258,-120.1582,38.90858
52.51432,-119.795,38.9581
57.959633,-120.223,39.19109
50.04557,-119.8581,39.24089
54.07682,-120.2885,39.4738
40.529945,-119.9218,39.5239
78.25685,-120.4549,38.57567
80.32716,-120.094,38.62627
76.4756,-120.5208,38.8577
83.20216,-120.1582,38.90858
75.70998,-119.795,38.9581
81.49123,-120.223,39.19109
76.13185,-119.8581,39.24089
82.81935,-120.2885,39.4738
60.725594,-119.9218,39.5239
42.41758,-120.4549,38.57567
56.316017,-120.094,38.62627
38.003517,-120.5208,38.8577
62.316017,-120.1582,38.90858
71.57383,-119.795,38.9581
47.441017,-120.223,39.19109
66.745705,-119.8581,39.24089
64.90977,-120.2885,39.4738
55.51133,-119.9218,39.5239
37.9948,-120.4549,38.57567
