apcp,lon,lat
0.296875,-120.2885,39.4738
0.078125,-119.9218,39.5239
25.859375,-120.4549,38.57567
19.09375,-120.094,38.62627
27.101562,-120.5208,38.8577
18.234375,-120.1582,38.90858
8.140625,-119.795,38.9581
24.4375,-120.223,39.19109
11.6796875,-119.8581,39.24089
25.0625,-120.2885,39.4738
11.6640625,-119.9218,39.5239
38.101562,-120.4549,38.57567
31.890625,-120.094,38.62627
44.148438,-120.5208,38.8577
30.421875,-120.1582,38.90858
17.960938,-119.795,38.9581
33.9375,-120.223,39.19109
13.4609375,-119.8581,39.24089
26.953125,-120.2885,39.4738
17.054688,-119.9218,39.5239
0.015625,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.0,-120.5208,38.8577
0.015625,-120.1582,38.90858
0.03125,-119.795,38.9581
0.0,-120.223,39.19109
0.078125,-119.8581,39.24089
0.0078125,-120.2885,39.4738
0.015625,-119.9218,39.5239
0.0234375,-120.4549,38.57567
0.0078125,-120.094,38.62627
0.015625,-120.5208,38.8577
0.015625,-120.1582,38.90858
0.015625,-119.795,38.9581
0.0234375,-120.223,39.19109
0.046875,-119.8581,39.24089
0.0234375,-120.2885,39.4738
0.03125,-119.9218,39.5239
0.421875,-120.4549,38.57567
0.765625,-120.094,38.62627
1.015625,-120.5208,38.8577
2.421875,-120.1582,38.90858
1.671875,-119.795,38.9581
2.6953125,-120.223,39.19109
1.953125,-119.8581,39.24089
2.375,-120.2885,39.4738
0.6796875,-119.9218,39.5239
8.478992,-120.4549,38.57567
8.228992,-120.094,38.62627
20.775867,-120.5208,38.8577
9.525867,-120.1582,38.90858
2.9711804,-119.795,38.9581
16.59618,-120.223,39.19109
2.3930554,-119.8581,39.24089
8.947742,-120.2885,39.4738
1.9555556,-119.9218,39.5239
6.6953125,-120.4549,38.57567
8.375,-120.094,38.62627
10.953125,-120.5208,38.8577
8.0078125,-120.1582,38.90858
3.8984375,-119.795,38.9581
9.6796875,-120.223,39.19109
2.2734375,-119.8581,39.24089
8.5625,-120.2885,39.4738
2.4453125,-119.9218,39.5239
20.664062,-120.4549,38.57567
14.3828125,-120.094,38.62627
20.734375,-120.5208,38.8577
12.375,-120.1582,38.90858
4.8515625,-119.795,38.9581
13.34375,-120.223,39.19109
2.828125,-119.8581,39.24089
9.3515625,-120.2885,39.4738
2.875,-119.9218,39.5239
7.830939,-120.4549,38.57567
8.346564,-120.094,38.62627
8.620002,-120.5208,38.8577
7.8075013,-120.1582,38.90858
4.8543763,-119.795,38.9581
6.7293763,-120.223,39.19109
2.8387516,-119.8581,39.24089
5.659064,-120.2885,39.4738
2.7293766,-119.9218,39.5239
0.0078125,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0078125,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.10284874,-120.4549,38.57567
0.040348742,-120.094,38.62627
0.14191124,-120.5208,38.8577
0.07941124,-120.1582,38.90858
0.032536242,-119.795,38.9581
0.040348742,-120.223,39.19109
0.024723742,-119.8581,39.24089
0.032536242,-120.2885,39.4738
0.024723742,-119.9218,39.5239
0.15004104,-120.4549,38.57567
0.0016035512,-120.094,38.62627
0.10316605,-120.5208,38.8577
0.017228551,-120.1582,38.90858
0.0016035512,-119.795,38.9581
0.017228551,-120.223,39.19109
0.009416051,-119.8581,39.24089
0.05629105,-120.2885,39.4738
0.04847855,-119.9218,39.5239
0.09375,-120.4549,38.57567
0.0390625,-120.094,38.62627
0.3125,-120.5208,38.8577
0.171875,-120.1582,38.90858
0.078125,-119.795,38.9581
0.53125,-120.223,39.19109
0.0703125,-119.8581,39.24089
0.453125,-120.2885,39.4738
0.1015625,-119.9218,39.5239
0.0390625,-120.4549,38.57567
0.046875,-120.094,38.62627
0.0390625,-120.5208,38.8577
0.125,-120.1582,38.90858
0.0703125,-119.795,38.9581
0.140625,-120.223,39.19109
0.21875,-119.8581,39.24089
0.109375,-120.2885,39.4738
0.0703125,-119.9218,39.5239
0.015625,-120.4549,38.57567
0.0,-120.094,38.62627
0.125,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0234375,-120.223,39.19109
0.0,-119.8581,39.24089
0.0078125,-120.2885,39.4738
0.0,-119.9218,39.5239
7.1328125,-120.4549,38.57567
10.25,-120.094,38.62627
6.7734375,-120.5208,38.8577
3.6953125,-120.1582,38.90858
1.53125,-119.795,38.9581
3.2578125,-120.223,39.19109
1.234375,-119.8581,39.24089
1.984375,-120.2885,39.4738
0.7421875,-119.9218,39.5239
12.023691,-120.4549,38.57567
12.640879,-120.094,38.62627
10.359629,-120.5208,38.8577
11.187754,-120.1582,38.90858
5.2033787,-119.795,38.9581
9.719004,-120.223,39.19109
4.164316,-119.8581,39.24089
5.664316,-120.2885,39.4738
2.3908787,-119.9218,39.5239
1.1285318,-120.4549,38.57567
2.644157,-120.094,38.62627
1.3394693,-120.5208,38.8577
0.6988443,-120.1582,38.90858
0.5425943,-119.795,38.9581
0.6675943,-120.223,39.19109
0.23009433,-119.8581,39.24089
0.24571933,-120.2885,39.4738
0.15196933,-119.9218,39.5239
0.09375,-120.4549,38.57567
0.078125,-120.094,38.62627
0.15625,-120.5208,38.8577
0.125,-120.1582,38.90858
0.125,-119.795,38.9581
0.1796875,-120.223,39.19109
0.359375,-119.8581,39.24089
0.1640625,-120.2885,39.4738
0.078125,-119.9218,39.5239
0.042363584,-120.4549,38.57567
0.042363584,-120.094,38.62627
0.050176084,-120.5208,38.8577
0.057988584,-120.1582,38.90858
0.081426084,-119.795,38.9581
0.018926084,-120.223,39.19109
0.034551084,-119.8581,39.24089
0.018926084,-120.2885,39.4738
0.011113584,-119.9218,39.5239
0.02378925,-120.4549,38.57567
0.03941425,-120.094,38.62627
0.03160175,-120.5208,38.8577
0.10191425,-120.1582,38.90858
0.05503925,-119.795,38.9581
0.03160175,-120.223,39.19109
0.07847675,-119.8581,39.24089
0.00035174936,-120.2885,39.4738
0.02378925,-119.9218,39.5239
0.0,-120.4549,38.57567
0.046875,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.05098111,-120.4549,38.57567
0.05879361,-120.094,38.62627
0.03535611,-120.5208,38.8577
0.05879361,-120.1582,38.90858
0.06660611,-119.795,38.9581
0.03535611,-120.223,39.19109
0.04316861,-119.8581,39.24089
0.05879361,-120.2885,39.4738
0.04316861,-119.9218,39.5239
0.0078125,-120.4549,38.57567
0.0546875,-120.094,38.62627
0.015625,-120.5208,38.8577
0.140625,-120.1582,38.90858
0.609375,-119.795,38.9581
0.125,-120.223,39.19109
0.765625,-119.8581,39.24089
0.203125,-120.2885,39.4738
0.7734375,-119.9218,39.5239
0.016178992,-120.4549,38.57567
0.016178992,-120.094,38.62627
0.023991492,-120.5208,38.8577
0.086491495,-120.1582,38.90858
0.023991492,-119.795,38.9581
0.109928995,-120.223,39.19109
0.016178992,-119.8581,39.24089
0.016178992,-120.2885,39.4738
0.016178992,-119.9218,39.5239
0.0625,-120.4549,38.57567
0.09375,-120.094,38.62627
0.125,-120.5208,38.8577
0.28125,-120.1582,38.90858
0.15625,-119.795,38.9581
0.3828125,-120.223,39.19109
0.3203125,-119.8581,39.24089
0.2890625,-120.2885,39.4738
0.2734375,-119.9218,39.5239
0.03125,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.0390625,-120.5208,38.8577
0.046875,-120.1582,38.90858
0.0234375,-119.795,38.9581
0.109375,-120.223,39.19109
0.0859375,-119.8581,39.24089
0.1015625,-120.2885,39.4738
0.0703125,-119.9218,39.5239
0.011036336,-120.4549,38.57567
0.050098836,-120.094,38.62627
0.026661336,-120.5208,38.8577
0.018848836,-120.1582,38.90858
0.011036336,-119.795,38.9581
0.11259884,-120.223,39.19109
0.0032238362,-119.8581,39.24089
0.026661336,-120.2885,39.4738
0.011036336,-119.9218,39.5239
0.0703125,-120.4549,38.57567
0.0,-120.094,38.62627
0.234375,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0625,-120.223,39.19109
0.0,-119.8581,39.24089
0.0703125,-120.2885,39.4738
0.0,-119.9218,39.5239
0.01566926,-120.4549,38.57567
0.00785676,-120.094,38.62627
0.03129426,-120.5208,38.8577
0.01566926,-120.1582,38.90858
0.01566926,-119.795,38.9581
0.02348176,-120.223,39.19109
0.01566926,-119.8581,39.24089
0.03129426,-120.2885,39.4738
0.03129426,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0078125,-120.4549,38.57567
0.0703125,-120.094,38.62627
0.0703125,-120.5208,38.8577
0.2734375,-120.1582,38.90858
0.15625,-119.795,38.9581
1.078125,-120.223,39.19109
0.453125,-119.8581,39.24089
0.34375,-120.2885,39.4738
0.1171875,-119.9218,39.5239
0.14302072,-120.4549,38.57567
0.09614571,-120.094,38.62627
1.4242706,-120.5208,38.8577
0.68208325,-120.1582,38.90858
0.26802072,-119.795,38.9581
2.1273956,-120.223,39.19109
0.8148957,-119.8581,39.24089
1.8305206,-120.2885,39.4738
0.57270825,-119.9218,39.5239
6.234375,-120.4549,38.57567
1.0546875,-120.094,38.62627
5.1015625,-120.5208,38.8577
1.046875,-120.1582,38.90858
0.2421875,-119.795,38.9581
2.0859375,-120.223,39.19109
0.2109375,-119.8581,39.24089
2.0703125,-120.2885,39.4738
0.6484375,-119.9218,39.5239
0.1875,-120.4549,38.57567
0.15625,-120.094,38.62627
0.3828125,-120.5208,38.8577
0.09375,-120.1582,38.90858
0.03125,-119.795,38.9581
0.265625,-120.223,39.19109
0.03125,-119.8581,39.24089
0.1171875,-120.2885,39.4738
0.078125,-119.9218,39.5239
1.6351051,-120.4549,38.57567
0.4944802,-120.094,38.62627
2.7054176,-120.5208,38.8577
0.5647927,-120.1582,38.90858
0.111667685,-119.795,38.9581
1.0257301,-120.223,39.19109
0.04916769,-119.8581,39.24089
0.7366677,-120.2885,39.4738
0.06479269,-119.9218,39.5239
0.09375,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.03125,-120.5208,38.8577
0.0234375,-120.1582,38.90858
0.0234375,-119.795,38.9581
0.046875,-120.223,39.19109
0.0546875,-119.8581,39.24089
0.078125,-120.2885,39.4738
0.1328125,-119.9218,39.5239
1.0390625,-120.4549,38.57567
0.109375,-120.094,38.62627
3.3671875,-120.5208,38.8577
0.3203125,-120.1582,38.90858
0.0234375,-119.795,38.9581
1.4921875,-120.223,39.19109
0.0234375,-119.8581,39.24089
0.734375,-120.2885,39.4738
0.1015625,-119.9218,39.5239
10.025421,-120.4549,38.57567
8.634796,-120.094,38.62627
12.642609,-120.5208,38.8577
8.447296,-120.1582,38.90858
2.3301082,-119.795,38.9581
9.486359,-120.223,39.19109
2.3301082,-119.8581,39.24089
7.0722957,-120.2885,39.4738
2.2285457,-119.9218,39.5239
0.484375,-120.4549,38.57567
0.5,-120.094,38.62627
0.9765625,-120.5208,38.8577
0.953125,-120.1582,38.90858
0.328125,-119.795,38.9581
0.7265625,-120.223,39.19109
0.0625,-119.8581,39.24089
0.140625,-120.2885,39.4738
0.0625,-119.9218,39.5239
14.0625,-120.4549,38.57567
9.2734375,-120.094,38.62627
16.164062,-120.5208,38.8577
11.9609375,-120.1582,38.90858
5.34375,-119.795,38.9581
13.5859375,-120.223,39.19109
4.796875,-119.8581,39.24089
11.5859375,-120.2885,39.4738
5.4921875,-119.9218,39.5239
9.546875,-120.4549,38.57567
11.5,-120.094,38.62627
9.9765625,-120.5208,38.8577
10.4453125,-120.1582,38.90858
6.546875,-119.795,38.9581
10.328125,-120.223,39.19109
5.453125,-119.8581,39.24089
5.9921875,-120.2885,39.4738
3.3046875,-119.9218,39.5239
0.125,-120.4549,38.57567
0.2890625,-120.094,38.62627
0.1484375,-120.5208,38.8577
0.109375,-120.1582,38.90858
0.078125,-119.795,38.9581
0.2109375,-120.223,39.19109
0.0625,-119.8581,39.24089
0.3203125,-120.2885,39.4738
0.109375,-119.9218,39.5239
0.03125,-120.4549,38.57567
0.0625,-120.094,38.62627
0.1953125,-120.5208,38.8577
0.078125,-120.1582,38.90858
0.03125,-119.795,38.9581
0.0859375,-120.223,39.19109
0.0390625,-119.8581,39.24089
0.125,-120.2885,39.4738
0.09375,-119.9218,39.5239
0.0625,-120.4549,38.57567
0.09375,-120.094,38.62627
0.0625,-120.5208,38.8577
0.09375,-120.1582,38.90858
0.0859375,-119.795,38.9581
0.078125,-120.223,39.19109
0.09375,-119.8581,39.24089
0.09375,-120.2885,39.4738
0.1015625,-119.9218,39.5239
0.21875,-120.4549,38.57567
0.0703125,-120.094,38.62627
1.5,-120.5208,38.8577
0.2109375,-120.1582,38.90858
0.0546875,-119.795,38.9581
1.0390625,-120.223,39.19109
0.109375,-119.8581,39.24089
0.671875,-120.2885,39.4738
0.109375,-119.9218,39.5239
2.4296875,-120.4549,38.57567
3.015625,-120.094,38.62627
5.984375,-120.5208,38.8577
2.6953125,-120.1582,38.90858
0.9609375,-119.795,38.9581
3.8828125,-120.223,39.19109
0.484375,-119.8581,39.24089
1.734375,-120.2885,39.4738
0.2734375,-119.9218,39.5239
0.109375,-120.4549,38.57567
0.1484375,-120.094,38.62627
0.15625,-120.5208,38.8577
0.375,-120.1582,38.90858
0.1171875,-119.795,38.9581
0.4140625,-120.223,39.19109
0.171875,-119.8581,39.24089
0.453125,-120.2885,39.4738
0.1875,-119.9218,39.5239
0.7109375,-120.4549,38.57567
1.1953125,-120.094,38.62627
1.265625,-120.5208,38.8577
1.0,-120.1582,38.90858
1.1015625,-119.795,38.9581
1.6875,-120.223,39.19109
0.96875,-119.8581,39.24089
1.8046875,-120.2885,39.4738
1.1875,-119.9218,39.5239
0.375,-120.4549,38.57567
0.46875,-120.094,38.62627
0.8671875,-120.5208,38.8577
1.265625,-120.1582,38.90858
0.3828125,-119.795,38.9581
1.65625,-120.223,39.19109
0.5078125,-119.8581,39.24089
0.765625,-120.2885,39.4738
0.4609375,-119.9218,39.5239
21.179688,-120.4549,38.57567
18.476562,-120.094,38.62627
29.609375,-120.5208,38.8577
16.429688,-120.1582,38.90858
8.390625,-119.795,38.9581
18.546875,-120.223,39.19109
6.0390625,-119.8581,39.24089
13.9765625,-120.2885,39.4738
3.984375,-119.9218,39.5239
0.4296875,-120.4549,38.57567
0.0546875,-120.094,38.62627
0.234375,-120.5208,38.8577
0.1953125,-120.1582,38.90858
0.078125,-119.795,38.9581
0.3125,-120.223,39.19109
0.0703125,-119.8581,39.24089
0.1328125,-120.2885,39.4738
0.078125,-119.9218,39.5239
0.0703125,-120.4549,38.57567
0.078125,-120.094,38.62627
0.2421875,-120.5208,38.8577
0.125,-120.1582,38.90858
0.09375,-119.795,38.9581
0.25,-120.223,39.19109
0.0625,-119.8581,39.24089
0.1640625,-120.2885,39.4738
0.0625,-119.9218,39.5239
0.0859375,-120.4549,38.57567
0.0390625,-120.094,38.62627
0.15625,-120.5208,38.8577
0.0859375,-120.1582,38.90858
0.0078125,-119.795,38.9581
0.0234375,-120.223,39.19109
0.0,-119.8581,39.24089
0.0078125,-120.2885,39.4738
0.0078125,-119.9218,39.5239
0.01768214,-120.4549,38.57567
0.02549464,-120.094,38.62627
0.033307143,-120.5208,38.8577
0.02549464,-120.1582,38.90858
0.01768214,-119.795,38.9581
0.033307143,-120.223,39.19109
0.033307143,-119.8581,39.24089
0.041119643,-120.2885,39.4738
0.056744643,-119.9218,39.5239
0.0234375,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.0234375,-120.5208,38.8577
0.078125,-120.1582,38.90858
0.0234375,-119.795,38.9581
0.046875,-120.223,39.19109
0.03125,-119.8581,39.24089
0.046875,-120.2885,39.4738
0.03125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0078125,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.05472783,-120.4549,38.57567
0.04691533,-120.094,38.62627
0.18754032,-120.5208,38.8577
0.07816533,-120.1582,38.90858
0.04691533,-119.795,38.9581
0.40629032,-120.223,39.19109
0.07816533,-119.8581,39.24089
0.40629032,-120.2885,39.4738
0.13285282,-119.9218,39.5239
0.06440816,-120.4549,38.57567
0.15815817,-120.094,38.62627
0.7050332,-120.5208,38.8577
0.7284707,-120.1582,38.90858
0.5019082,-119.795,38.9581
3.455033,-120.223,39.19109
0.42378315,-119.8581,39.24089
0.48628318,-120.2885,39.4738
0.20503317,-119.9218,39.5239
0.0021615138,-120.4549,38.57567
0.0021615138,-120.094,38.62627
0.0021615138,-120.5208,38.8577
0.0021615138,-120.1582,38.90858
0.0021615138,-119.795,38.9581
0.0021615138,-120.223,39.19109
0.0021615138,-119.8581,39.24089
0.0021615138,-120.2885,39.4738
0.0021615138,-119.9218,39.5239
0.0234375,-120.4549,38.57567
0.0234375,-120.094,38.62627
0.0234375,-120.5208,38.8577
0.0625,-120.1582,38.90858
0.015625,-119.795,38.9581
0.0234375,-120.223,39.19109
0.0078125,-119.8581,39.24089
0.0078125,-120.2885,39.4738
0.0078125,-119.9218,39.5239
0.0035637838,-120.4549,38.57567
0.0035637838,-120.094,38.62627
0.0035637838,-120.5208,38.8577
0.0035637838,-120.1582,38.90858
0.0035637838,-119.795,38.9581
0.0035637838,-120.223,39.19109
0.0035637838,-119.8581,39.24089
0.0035637838,-120.2885,39.4738
0.050438784,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0078125,-120.2885,39.4738
0.0,-119.9218,39.5239
0.003645241,-120.4549,38.57567
0.003645241,-120.094,38.62627
0.003645241,-120.5208,38.8577
0.003645241,-120.1582,38.90858
0.003645241,-119.795,38.9581
0.003645241,-120.223,39.19109
0.003645241,-119.8581,39.24089
0.003645241,-120.2885,39.4738
0.003645241,-119.9218,39.5239
0.003819689,-120.4549,38.57567
0.011632189,-120.094,38.62627
0.003819689,-120.5208,38.8577
0.01944469,-120.1582,38.90858
0.003819689,-119.795,38.9581
0.003819689,-120.223,39.19109
0.011632189,-119.8581,39.24089
0.003819689,-120.2885,39.4738
0.02725719,-119.9218,39.5239
0.00017534703,-120.4549,38.57567
0.00017534703,-120.094,38.62627
0.00017534703,-120.5208,38.8577
0.00017534703,-120.1582,38.90858
0.00017534703,-119.795,38.9581
0.00017534703,-120.223,39.19109
0.00017534703,-119.8581,39.24089
0.00017534703,-120.2885,39.4738
0.00017534703,-119.9218,39.5239
0.015625,-120.4549,38.57567
0.0,-120.094,38.62627
0.015625,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0073275915,-120.4549,38.57567
0.0073275915,-120.094,38.62627
0.015140092,-120.5208,38.8577
0.0073275915,-120.1582,38.90858
0.0073275915,-119.795,38.9581
0.046390094,-120.223,39.19109
0.0073275915,-119.8581,39.24089
0.015140092,-120.2885,39.4738
0.0073275915,-119.9218,39.5239
3.4072991e-06,-120.4549,38.57567
3.4072991e-06,-120.094,38.62627
3.4072991e-06,-120.5208,38.8577
3.4072991e-06,-120.1582,38.90858
3.4072991e-06,-119.795,38.9581
3.4072991e-06,-120.223,39.19109
3.4072991e-06,-119.8581,39.24089
3.4072991e-06,-120.2885,39.4738
3.4072991e-06,-119.9218,39.5239
0.0017268918,-120.4549,38.57567
0.0017268918,-120.094,38.62627
0.0017268918,-120.5208,38.8577
0.0017268918,-120.1582,38.90858
0.0017268918,-119.795,38.9581
0.0017268918,-120.223,39.19109
0.0017268918,-119.8581,39.24089
0.0017268918,-120.2885,39.4738
0.0017268918,-119.9218,39.5239
0.006095849,-120.4549,38.57567
0.013908349,-120.094,38.62627
0.021720849,-120.5208,38.8577
0.013908349,-120.1582,38.90858
0.013908349,-119.795,38.9581
0.013908349,-120.223,39.19109
0.013908349,-119.8581,39.24089
0.013908349,-120.2885,39.4738
0.021720849,-119.9218,39.5239
0.046875,-120.4549,38.57567
0.0390625,-120.094,38.62627
0.046875,-120.5208,38.8577
0.03125,-120.1582,38.90858
0.03125,-119.795,38.9581
0.03125,-120.223,39.19109
0.03125,-119.8581,39.24089
0.0234375,-120.2885,39.4738
0.0390625,-119.9218,39.5239
0.006688032,-120.4549,38.57567
0.006688032,-120.094,38.62627
0.006688032,-120.5208,38.8577
0.006688032,-120.1582,38.90858
0.006688032,-119.795,38.9581
0.006688032,-120.223,39.19109
0.006688032,-119.8581,39.24089
0.006688032,-120.2885,39.4738
0.006688032,-119.9218,39.5239
0.0078125,-120.4549,38.57567
0.0625,-120.094,38.62627
0.015625,-120.5208,38.8577
0.015625,-120.1582,38.90858
0.0078125,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0012836568,-120.4549,38.57567
0.040346157,-120.094,38.62627
0.07159616,-120.5208,38.8577
0.0012836568,-120.1582,38.90858
0.0012836568,-119.795,38.9581
0.93097115,-120.223,39.19109
0.009096157,-119.8581,39.24089
0.36847115,-120.2885,39.4738
0.024721157,-119.9218,39.5239
0.00095478445,-120.4549,38.57567
0.00095478445,-120.094,38.62627
0.00095478445,-120.5208,38.8577
0.00095478445,-120.1582,38.90858
0.00095478445,-119.795,38.9581
0.00095478445,-120.223,39.19109
0.00095478445,-119.8581,39.24089
0.00095478445,-120.2885,39.4738
0.00095478445,-119.9218,39.5239
0.0006678179,-120.4549,38.57567
0.008480318,-120.094,38.62627
0.008480318,-120.5208,38.8577
0.008480318,-120.1582,38.90858
0.0006678179,-119.795,38.9581
0.0006678179,-120.223,39.19109
0.0006678179,-119.8581,39.24089
0.0006678179,-120.2885,39.4738
0.0006678179,-119.9218,39.5239
0.0859375,-120.4549,38.57567
0.1484375,-120.094,38.62627
0.0625,-120.5208,38.8577
0.046875,-120.1582,38.90858
0.0859375,-119.795,38.9581
0.046875,-120.223,39.19109
0.0390625,-119.8581,39.24089
0.015625,-120.2885,39.4738
0.03125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0078125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0007915199,-120.4549,38.57567
0.00860402,-120.094,38.62627
0.0007915199,-120.5208,38.8577
0.0007915199,-120.1582,38.90858
0.0007915199,-119.795,38.9581
0.0007915199,-120.223,39.19109
0.0007915199,-119.8581,39.24089
0.0007915199,-120.2885,39.4738
0.0007915199,-119.9218,39.5239
0.0390625,-120.4549,38.57567
0.0859375,-120.094,38.62627
0.0390625,-120.5208,38.8577
0.0390625,-120.1582,38.90858
0.0078125,-119.795,38.9581
0.015625,-120.223,39.19109
0.0078125,-119.8581,39.24089
0.015625,-120.2885,39.4738
0.015625,-119.9218,39.5239
0.0029774716,-120.4549,38.57567
0.0029774716,-120.094,38.62627
0.0029774716,-120.5208,38.8577
0.0029774716,-120.1582,38.90858
0.0029774716,-119.795,38.9581
0.0029774716,-120.223,39.19109
0.0029774716,-119.8581,39.24089
0.0029774716,-120.2885,39.4738
0.0029774716,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
