wvinc,lon,lat
-0.0020052195,-120.094,38.62627
-0.017754912,-120.5208,38.8577
-0.0052552223,-120.1582,38.90858
-0.0036298037,-119.795,38.9581
0.006619811,-120.223,39.19109
-0.0060048103,-119.8581,39.24089
-0.0022552013,-120.2885,39.4738
-0.009754896,-119.9218,39.5239
-0.0069983006,-120.4549,38.57567
-0.0058734417,-120.094,38.62627
-0.008623362,-120.5208,38.8577
-0.008873224,-120.1582,38.90858
-0.008123398,-119.795,38.9581
-0.00999856,-120.223,39.19109
-0.009498119,-119.8581,39.24089
-0.0109984875,-120.2885,39.4738
-0.011623383,-119.9218,39.5239
-6.890297e-05,-120.4549,38.57567
-6.890297e-05,-120.094,38.62627
-0.00019407272,-120.5208,38.8577
-6.890297e-05,-120.1582,38.90858
-6.890297e-05,-119.795,38.9581
-0.00019407272,-120.223,39.19109
-6.890297e-05,-119.8581,39.24089
-6.890297e-05,-120.2885,39.4738
-6.890297e-05,-119.9218,39.5239
0.24928379,-120.4549,38.57567
1.0334091,-120.094,38.62627
0.061159134,-120.5208,38.8577
0.3561592,-120.1582,38.90858
0.10740876,-119.795,38.9581
0.1449089,-120.223,39.19109
0.06578398,-119.8581,39.24089
0.15003419,-120.2885,39.4738
0.048159122,-119.9218,39.5239
0.48749948,-120.4549,38.57567
0.622375,-120.094,38.62627
0.5726249,-120.5208,38.8577
0.7199998,-120.1582,38.90858
0.18537474,-119.795,38.9581
0.58962464,-120.223,39.19109
0.05637455,-119.8581,39.24089
0.33662415,-120.2885,39.4738
0.04074955,-119.9218,39.5239
0.05519104,-120.4549,38.57567
0.03281617,-120.094,38.62627
0.017441034,-120.5208,38.8577
-0.014183521,-120.1582,38.90858
-0.051683187,-119.795,38.9581
0.0025663376,-120.223,39.19109
-0.014809132,-119.8581,39.24089
0.0010662079,-120.2885,39.4738
-0.006683588,-119.9218,39.5239
-0.034083366,-120.4549,38.57567
-0.0005829334,-120.094,38.62627
-0.024083376,-120.5208,38.8577
0.0071668625,-120.1582,38.90858
0.006541729,-119.795,38.9581
0.00029182434,-120.223,39.19109
0.003541708,-119.8581,39.24089
-0.002207756,-120.2885,39.4738
-0.00020813942,-119.9218,39.5239
-0.0021851063,-120.4549,38.57567
-0.0013103485,-120.094,38.62627
0.00068974495,-120.5208,38.8577
-0.00043535233,-120.1582,38.90858
-0.0018107891,-119.795,38.9581
-0.00043559074,-120.223,39.19109
-0.0011856556,-119.8581,39.24089
-0.00018548965,-120.2885,39.4738
-0.00018548965,-119.9218,39.5239
0.0048103333,-120.4549,38.57567
0.0074357986,-120.094,38.62627
0.006935358,-120.5208,38.8577
0.005060196,-120.1582,38.90858
0.018185377,-119.795,38.9581
0.0009353161,-120.223,39.19109
0.005060196,-119.8581,39.24089
6.03199e-05,-120.2885,39.4738
0.0021853447,-119.9218,39.5239
0.0002194643,-120.4549,38.57567
0.0013444424,-120.094,38.62627
0.0002194643,-120.5208,38.8577
0.0002194643,-120.1582,38.90858
0.0002194643,-119.795,38.9581
0.0002194643,-120.223,39.19109
0.0002194643,-119.8581,39.24089
0.0002194643,-120.2885,39.4738
0.0002194643,-119.9218,39.5239
-0.035395622,-120.4549,38.57567
-0.01414609,-120.094,38.62627
-0.03964591,-120.5208,38.8577
-0.023020744,-120.1582,38.90858
-0.018895626,-119.795,38.9581
-0.027520657,-120.223,39.19109
-0.02377081,-119.8581,39.24089
-0.04364586,-120.2885,39.4738
-0.03102088,-119.9218,39.5239
-0.021128416,-120.4549,38.57567
-0.00025367737,-120.094,38.62627
-0.01337862,-120.5208,38.8577
-0.032878637,-120.1582,38.90858
-0.032753706,-119.795,38.9581
-0.019003391,-120.223,39.19109
0.0023713112,-119.8581,39.24089
-0.019753695,-120.2885,39.4738
0.009371281,-119.9218,39.5239
0.0028586388,-120.4549,38.57567
0.0034835339,-120.094,38.62627
0.016108513,-120.5208,38.8577
-0.0016415119,-120.1582,38.90858
-0.0045166016,-119.795,38.9581
0.0007338524,-120.223,39.19109
-0.007391453,-119.8581,39.24089
-0.014641523,-120.2885,39.4738
-0.0076413155,-119.9218,39.5239
-0.0321908,-120.4549,38.57567
-0.0305655,-120.094,38.62627
-0.049940586,-120.5208,38.8577
-0.025940657,-120.1582,38.90858
-0.0149405,-119.795,38.9581
-0.014815569,-120.223,39.19109
-0.011440754,-119.8581,39.24089
-0.018690348,-120.2885,39.4738
-0.013315678,-119.9218,39.5239
-0.000120043755,-120.4549,38.57567
0.00013005733,-120.094,38.62627
-0.0011199713,-120.5208,38.8577
-0.00036990643,-120.1582,38.90858
0.00013005733,-119.795,38.9581
-0.0012449026,-120.223,39.19109
0.00013005733,-119.8581,39.24089
-0.0018697977,-120.2885,39.4738
-0.0009948015,-119.9218,39.5239
-0.00020778179,-120.4549,38.57567
-0.00020778179,-120.094,38.62627
-0.00020778179,-120.5208,38.8577
-0.00020778179,-120.1582,38.90858
-0.00020778179,-119.795,38.9581
-0.00020778179,-120.223,39.19109
-0.00020778179,-119.8581,39.24089
-0.00020778179,-120.2885,39.4738
-0.00020778179,-119.9218,39.5239
0.0025603771,-120.4549,38.57567
-0.00043952465,-120.094,38.62627
-0.01806426,-120.5208,38.8577
-0.00043940544,-120.1582,38.90858
0.0003105402,-119.795,38.9581
0.015560389,-120.223,39.19109
0.0005606413,-119.8581,39.24089
0.040185213,-120.2885,39.4738
0.0014355183,-119.9218,39.5239
-0.0010145903,-120.4549,38.57567
-0.0005143881,-120.094,38.62627
-0.0013893843,-120.5208,38.8577
-0.00063955784,-120.1582,38.90858
-0.0005143881,-119.795,38.9581
-0.0021394491,-120.223,39.19109
-0.0007644892,-119.8581,39.24089
-0.0021394491,-120.2885,39.4738
-0.0012644529,-119.9218,39.5239
0.0065722466,-120.4549,38.57567
0.0024473667,-120.094,38.62627
0.010322332,-120.5208,38.8577
0.0035722256,-120.1582,38.90858
7.224083e-05,-119.795,38.9581
7.224083e-05,-120.223,39.19109
7.224083e-05,-119.8581,39.24089
7.224083e-05,-120.2885,39.4738
7.224083e-05,-119.9218,39.5239
0.0012335777,-120.4549,38.57567
0.0031085014,-120.094,38.62627
0.010108471,-120.5208,38.8577
0.0028584003,-120.1582,38.90858
0.0031085014,-119.795,38.9581
0.4216087,-120.223,39.19109
0.0023584366,-119.8581,39.24089
0.003733635,-120.2885,39.4738
0.00048351288,-119.9218,39.5239
-0.0254426,-120.4549,38.57567
-0.009942532,-120.094,38.62627
0.094807625,-120.5208,38.8577
0.0013074875,-120.1582,38.90858
-0.0008177757,-119.795,38.9581
0.093432665,-120.223,39.19109
-0.010817766,-119.8581,39.24089
0.039307356,-120.2885,39.4738
-0.009442568,-119.9218,39.5239
0.03151512,-120.4549,38.57567
-0.06598508,-120.094,38.62627
-0.040735006,-120.5208,38.8577
-0.11048508,-120.1582,38.90858
-0.06348467,-119.795,38.9581
-0.1543597,-120.223,39.19109
-0.08110988,-119.8581,39.24089
-0.16711009,-120.2885,39.4738
-0.08761001,-119.9218,39.5239
-0.00047898293,-120.4549,38.57567
-0.0019788742,-120.094,38.62627
0.0076463223,-120.5208,38.8577
-0.0051037073,-120.1582,38.90858
-0.0018537045,-119.795,38.9581
-0.013353825,-120.223,39.19109
-0.006228566,-119.8581,39.24089
-0.04697883,-120.2885,39.4738
-0.023103595,-119.9218,39.5239
0.0032730103,-120.4549,38.57567
0.00864768,-120.094,38.62627
0.03977251,-120.5208,38.8577
0.0033974648,-120.1582,38.90858
0.004397154,-119.795,38.9581
0.0073974133,-120.223,39.19109
0.0008971691,-119.8581,39.24089
-0.001977682,-120.2885,39.4738
0.00039696693,-119.9218,39.5239
-0.011408091,-120.4549,38.57567
-0.0052831173,-120.094,38.62627
-0.004033208,-120.5208,38.8577
-0.0044082403,-120.1582,38.90858
-0.006283164,-119.795,38.9581
-0.008783221,-120.223,39.19109
-0.0062832832,-119.8581,39.24089
-0.008158088,-120.2885,39.4738
-0.008657932,-119.9218,39.5239
0.04064858,-120.4549,38.57567
0.0037736893,-120.094,38.62627
0.27639866,-120.5208,38.8577
0.008898497,-120.1582,38.90858
0.0015236139,-119.795,38.9581
0.020523667,-120.223,39.19109
0.0002734661,-119.8581,39.24089
0.0005233288,-120.2885,39.4738
0.0031483173,-119.9218,39.5239
0.84346294,-120.4549,38.57567
0.88758767,-120.094,38.62627
1.0324625,-120.5208,38.8577
0.79058766,-120.1582,38.90858
0.14471233,-119.795,38.9581
0.4729619,-120.223,39.19109
0.10396242,-119.8581,39.24089
0.67083776,-120.2885,39.4738
0.10908747,-119.9218,39.5239
-0.0015854836,-120.4549,38.57567
0.010664463,-120.094,38.62627
0.036914587,-120.5208,38.8577
0.02441454,-120.1582,38.90858
0.0032895803,-119.795,38.9581
0.017664433,-120.223,39.19109
-0.0029605627,-119.8581,39.24089
-0.0033359528,-120.2885,39.4738
-0.0017105341,-119.9218,39.5239
0.017079711,-120.4549,38.57567
0.35807967,-120.094,38.62627
-0.045045137,-120.5208,38.8577
0.47557974,-120.1582,38.90858
0.29782987,-119.795,38.9581
0.44195485,-120.223,39.19109
0.110330105,-119.8581,39.24089
0.5368302,-120.2885,39.4738
0.30157983,-119.9218,39.5239
0.38744462,-120.4549,38.57567
0.60319483,-120.094,38.62627
0.25681984,-120.5208,38.8577
0.58831954,-120.1582,38.90858
0.28444505,-119.795,38.9581
0.4415698,-120.223,39.19109
0.44494462,-119.8581,39.24089
0.28281975,-120.2885,39.4738
0.1626947,-119.9218,39.5239
-0.002974987,-120.4549,38.57567
-0.0022249222,-120.094,38.62627
-0.0037248135,-120.5208,38.8577
-0.003975153,-120.1582,38.90858
-0.002974987,-119.795,38.9581
-0.0044751167,-120.223,39.19109
-0.002724886,-119.8581,39.24089
-0.006725073,-120.2885,39.4738
-0.0042250156,-119.9218,39.5239
-9.286404e-05,-120.4549,38.57567
-0.0008430481,-120.094,38.62627
-9.286404e-05,-120.5208,38.8577
-0.00071811676,-120.1582,38.90858
-0.0004682541,-119.795,38.9581
-0.00034296513,-120.223,39.19109
-0.00034308434,-119.8581,39.24089
-9.3102455e-05,-120.2885,39.4738
-0.00021803379,-119.9218,39.5239
-0.0118124485,-120.4549,38.57567
-0.007187605,-120.094,38.62627
-0.012937546,-120.5208,38.8577
-0.012562275,-120.1582,38.90858
-0.018187284,-119.795,38.9581
-0.016437054,-120.223,39.19109
-0.02331233,-119.8581,39.24089
-0.0174371,-120.2885,39.4738
-0.029186964,-119.9218,39.5239
-0.021401525,-120.4549,38.57567
-0.00040185452,-120.094,38.62627
-0.3416518,-120.5208,38.8577
0.0012229681,-120.1582,38.90858
-0.002526641,-119.795,38.9581
0.009098291,-120.223,39.19109
-0.001151681,-119.8581,39.24089
0.010598302,-120.2885,39.4738
-0.0032767057,-119.9218,39.5239
-0.3100214,-120.4549,38.57567
0.08897877,-120.094,38.62627
-0.15364647,-120.5208,38.8577
-0.052396297,-120.1582,38.90858
-0.0043964386,-119.795,38.9581
0.023353338,-120.223,39.19109
-0.056396484,-119.8581,39.24089
-0.041021347,-120.2885,39.4738
-0.045146465,-119.9218,39.5239
-0.0007812977,-120.4549,38.57567
0.0033433437,-120.094,38.62627
-0.0055310726,-120.5208,38.8577
0.002468586,-120.1582,38.90858
0.0029687881,-119.795,38.9581
-0.0031564236,-120.223,39.19109
0.008968353,-119.8581,39.24089
-0.004656315,-120.2885,39.4738
0.0018434525,-119.9218,39.5239
-0.14116323,-120.4549,38.57567
-0.01066339,-120.094,38.62627
-0.16591334,-120.5208,38.8577
0.0149616,-120.1582,38.90858
0.10096121,-119.795,38.9581
-0.045913815,-120.223,39.19109
0.03458655,-119.8581,39.24089
0.044836283,-120.2885,39.4738
0.040586233,-119.9218,39.5239
0.034579158,-120.4549,38.57567
0.045829177,-120.094,38.62627
0.058454156,-120.5208,38.8577
0.12032914,-120.1582,38.90858
0.029329062,-119.795,38.9581
0.15607929,-120.223,39.19109
0.023079157,-119.8581,39.24089
0.06582916,-120.2885,39.4738
0.035829186,-119.9218,39.5239
0.5660651,-120.4549,38.57567
1.026315,-120.094,38.62627
1.0868146,-120.5208,38.8577
0.7796899,-120.1582,38.90858
0.2661897,-119.795,38.9581
0.5421897,-120.223,39.19109
0.12631452,-119.8581,39.24089
0.24731505,-120.2885,39.4738
-0.27668512,-119.9218,39.5239
-0.0069305897,-120.4549,38.57567
-0.009305477,-120.094,38.62627
-0.013180494,-120.5208,38.8577
-0.0026807785,-120.1582,38.90858
-0.004555702,-119.795,38.9581
-0.008306026,-120.223,39.19109
-0.012680769,-119.8581,39.24089
-0.009555578,-120.2885,39.4738
-0.009430647,-119.9218,39.5239
-0.0029312372,-120.4549,38.57567
-0.0010560751,-120.094,38.62627
-0.015056133,-120.5208,38.8577
-0.0019310713,-120.1582,38.90858
-0.0021812916,-119.795,38.9581
-0.0033062696,-120.223,39.19109
-0.0034308434,-119.8581,39.24089
-0.005555749,-120.2885,39.4738
-0.0065561533,-119.9218,39.5239
0.03272462,-120.4549,38.57567
0.017474651,-120.094,38.62627
0.05997467,-120.5208,38.8577
0.040224552,-120.1582,38.90858
0.005974531,-119.795,38.9581
0.00997448,-120.223,39.19109
0.00047445297,-119.8581,39.24089
-2.5510788e-05,-120.2885,39.4738
-2.5510788e-05,-119.9218,39.5239
-0.0011808872,-120.4549,38.57567
-0.000805974,-120.094,38.62627
-0.0029306412,-120.5208,38.8577
-0.0019307137,-120.1582,38.90858
-0.0024306774,-119.795,38.9581
-0.0033056736,-120.223,39.19109
-0.0036809444,-119.8581,39.24089
-0.0054306984,-120.2885,39.4738
-0.0016806126,-119.9218,39.5239
0.0015473366,-120.4549,38.57567
0.006547451,-120.094,38.62627
0.0009224415,-120.5208,38.8577
0.0017974377,-120.1582,38.90858
4.7445297e-05,-119.795,38.9581
-0.0010774136,-120.223,39.19109
-0.0013275146,-119.8581,39.24089
-0.0022025108,-120.2885,39.4738
-0.0018274784,-119.9218,39.5239
0.0050354004,-120.4549,38.57567
0.0027852058,-120.094,38.62627
0.020785213,-120.5208,38.8577
0.0062851906,-120.1582,38.90858
0.00066018105,-119.795,38.9581
0.0019102097,-120.223,39.19109
-8.9764595e-05,-119.8581,39.24089
-8.9764595e-05,-120.2885,39.4738
-8.9764595e-05,-119.9218,39.5239
-0.18355656,-120.4549,38.57567
-0.024556398,-120.094,38.62627
-0.36330652,-120.5208,38.8577
-0.026931405,-120.1582,38.90858
0.0053185225,-119.795,38.9581
-0.042806387,-120.223,39.19109
0.011318445,-119.8581,39.24089
-0.049306512,-120.2885,39.4738
-0.035431504,-119.9218,39.5239
-0.06263828,-120.4549,38.57567
-0.029263735,-120.094,38.62627
-0.04113841,-120.5208,38.8577
-0.014763594,-120.1582,38.90858
-0.0011384487,-119.795,38.9581
0.3918612,-120.223,39.19109
-0.00063848495,-119.8581,39.24089
0.015111685,-120.2885,39.4738
-0.017763376,-119.9218,39.5239
-4.1365623e-05,-120.4549,38.57567
-4.1365623e-05,-120.094,38.62627
-4.1365623e-05,-120.5208,38.8577
-4.1365623e-05,-120.1582,38.90858
-4.1365623e-05,-119.795,38.9581
-4.1365623e-05,-120.223,39.19109
-4.1365623e-05,-119.8581,39.24089
-4.1365623e-05,-120.2885,39.4738
-4.1365623e-05,-119.9218,39.5239
0.00016391277,-120.4549,38.57567
0.0002888441,-120.094,38.62627
-8.606911e-05,-120.5208,38.8577
0.0034139156,-120.1582,38.90858
-0.0014611483,-119.795,38.9581
0.00016403198,-120.223,39.19109
-0.001961112,-119.8581,39.24089
-0.0018360615,-120.2885,39.4738
-0.00446105,-119.9218,39.5239
0.0032055378,-120.4549,38.57567
-4.4584274e-05,-120.094,38.62627
-4.4584274e-05,-120.5208,38.8577
-4.4584274e-05,-120.1582,38.90858
-4.4584274e-05,-119.795,38.9581
-4.4584274e-05,-120.223,39.19109
-4.4584274e-05,-119.8581,39.24089
-4.4584274e-05,-120.2885,39.4738
-4.4584274e-05,-119.9218,39.5239
-0.0013828874,-120.4549,38.57567
-0.0013828874,-120.094,38.62627
-0.0013828874,-120.5208,38.8577
-0.0013828874,-120.1582,38.90858
-0.0013828874,-119.795,38.9581
-0.0011327863,-120.223,39.19109
-0.0011327863,-119.8581,39.24089
-0.0006328225,-120.2885,39.4738
-0.0011327863,-119.9218,39.5239
2.2888184e-05,-120.4549,38.57567
2.2888184e-05,-120.094,38.62627
2.2888184e-05,-120.5208,38.8577
0.00027287006,-120.1582,38.90858
0.0010229349,-119.795,38.9581
0.0003979206,-120.223,39.19109
0.002147913,-119.8581,39.24089
2.2888184e-05,-120.2885,39.4738
0.0006479025,-119.9218,39.5239
0.00042891502,-120.4549,38.57567
-0.0014460087,-120.094,38.62627
0.0003042221,-120.5208,38.8577
-0.006696105,-120.1582,38.90858
-0.024196029,-119.795,38.9581
5.4121017e-05,-120.223,39.19109
0.0003042221,-119.8581,39.24089
-0.0014457703,-120.2885,39.4738
-0.02319622,-119.9218,39.5239
0.00011873245,-120.4549,38.57567
0.00011873245,-120.094,38.62627
0.00011873245,-120.5208,38.8577
0.00011873245,-120.1582,38.90858
0.00011873245,-119.795,38.9581
0.0006186962,-120.223,39.19109
0.00011873245,-119.8581,39.24089
0.00011873245,-120.2885,39.4738
0.00011873245,-119.9218,39.5239
0.0067409277,-120.4549,38.57567
0.0006158352,-120.094,38.62627
0.0034909248,-120.5208,38.8577
0.00086581707,-120.1582,38.90858
-0.00013411045,-119.795,38.9581
-0.00013411045,-120.223,39.19109
-0.00013411045,-119.8581,39.24089
-0.00013411045,-120.2885,39.4738
-0.00013411045,-119.9218,39.5239
0.0001411438,-120.4549,38.57567
0.0001411438,-120.094,38.62627
0.00026631355,-120.5208,38.8577
0.00026631355,-120.1582,38.90858
0.0001411438,-119.795,38.9581
0.0036411285,-120.223,39.19109
0.0001411438,-119.8581,39.24089
0.0005161762,-120.2885,39.4738
0.00026631355,-119.9218,39.5239
-7.1406364e-05,-120.4549,38.57567
-7.1406364e-05,-120.094,38.62627
-7.1406364e-05,-120.5208,38.8577
-7.1406364e-05,-120.1582,38.90858
-7.1406364e-05,-119.795,38.9581
-7.1406364e-05,-120.223,39.19109
-7.1406364e-05,-119.8581,39.24089
-7.1406364e-05,-120.2885,39.4738
-7.1406364e-05,-119.9218,39.5239
0.00021123886,-120.4549,38.57567
0.00021123886,-120.094,38.62627
0.00021123886,-120.5208,38.8577
0.00021123886,-120.1582,38.90858
0.00021123886,-119.795,38.9581
0.00021123886,-120.223,39.19109
0.00021123886,-119.8581,39.24089
0.00021123886,-120.2885,39.4738
0.00021123886,-119.9218,39.5239
-6.7949295e-05,-120.4549,38.57567
-6.7949295e-05,-120.094,38.62627
-6.7949295e-05,-120.5208,38.8577
-0.00019288063,-120.1582,38.90858
-6.7949295e-05,-119.795,38.9581
-6.7949295e-05,-120.223,39.19109
-6.7949295e-05,-119.8581,39.24089
-6.7949295e-05,-120.2885,39.4738
-0.00019288063,-119.9218,39.5239
-0.019948244,-120.4549,38.57567
-0.010323286,-120.094,38.62627
-0.022698402,-120.5208,38.8577
-0.011948347,-120.1582,38.90858
-0.008198261,-119.795,38.9581
-0.017573595,-120.223,39.19109
-0.013323545,-119.8581,39.24089
-0.023573399,-120.2885,39.4738
-0.03319812,-119.9218,39.5239
-0.00016057491,-120.4549,38.57567
-0.00016057491,-120.094,38.62627
-0.00016057491,-120.5208,38.8577
-0.00016057491,-120.1582,38.90858
-0.00016057491,-119.795,38.9581
-0.00016057491,-120.223,39.19109
-0.00016057491,-119.8581,39.24089
-0.00016057491,-120.2885,39.4738
-0.00016057491,-119.9218,39.5239
5.841255e-06,-120.4549,38.57567
5.841255e-06,-120.094,38.62627
5.841255e-06,-120.5208,38.8577
5.841255e-06,-120.1582,38.90858
5.841255e-06,-119.795,38.9581
5.841255e-06,-120.223,39.19109
5.841255e-06,-119.8581,39.24089
5.841255e-06,-120.2885,39.4738
5.841255e-06,-119.9218,39.5239
-6.532669e-05,-120.4549,38.57567
5.9604645e-05,-120.094,38.62627
0.0029346943,-120.5208,38.8577
-6.532669e-05,-120.1582,38.90858
-0.00044035912,-119.795,38.9581
0.17443466,-120.223,39.19109
-0.00019025803,-119.8581,39.24089
0.1574347,-120.2885,39.4738
0.00043463707,-119.9218,39.5239
5.030632e-05,-120.4549,38.57567
5.030632e-05,-120.094,38.62627
