hlcy,lon,lat
238.99127,-119.795,38.9581
253.99127,-120.223,39.19109
221.49127,-119.8581,39.24089
183.99127,-120.2885,39.4738
183.99127,-119.9218,39.5239
91.36574,-120.4549,38.57567
53.36574,-120.094,38.62627
109.24074,-120.5208,38.8577
140.99074,-120.1582,38.90858
118.24074,-119.795,38.9581
137.61574,-120.223,39.19109
128.99074,-119.8581,39.24089
104.74074,-120.2885,39.4738
113.49074,-119.9218,39.5239
97.247345,-120.4549,38.57567
84.747345,-120.094,38.62627
95.997345,-120.5208,38.8577
85.997345,-120.1582,38.90858
64.74734,-119.795,38.9581
80.997345,-120.223,39.19109
75.997345,-119.8581,39.24089
69.74734,-120.2885,39.4738
63.497337,-119.9218,39.5239
50.470146,-120.4549,38.57567
32.845146,-120.094,38.62627
51.095146,-120.5208,38.8577
25.595144,-120.1582,38.90858
26.845144,-119.795,38.9581
39.845146,-120.223,39.19109
43.595146,-119.8581,39.24089
47.970146,-120.2885,39.4738
44.220146,-119.9218,39.5239
37.002953,-120.4549,38.57567
25.752953,-120.094,38.62627
34.002953,-120.5208,38.8577
35.502953,-120.1582,38.90858
34.877953,-119.795,38.9581
36.377953,-120.223,39.19109
41.502953,-119.8581,39.24089
25.377953,-120.2885,39.4738
33.502953,-119.9218,39.5239
162.85886,-120.4549,38.57567
116.23386,-120.094,38.62627
151.23386,-120.5208,38.8577
134.73386,-120.1582,38.90858
116.10886,-119.795,38.9581
133.35886,-120.223,39.19109
126.60886,-119.8581,39.24089
119.10886,-120.2885,39.4738
108.73386,-119.9218,39.5239
169.75066,-120.4549,38.57567
134.25064,-120.094,38.62627
172.87566,-120.5208,38.8577
157.12564,-120.1582,38.90858
132.12564,-119.795,38.9581
175.37564,-120.223,39.19109
149.50066,-119.8581,39.24089
167.12564,-120.2885,39.4738
148.62566,-119.9218,39.5239
187.08652,-120.4549,38.57567
141.4615,-120.094,38.62627
182.96152,-120.5208,38.8577
178.96152,-120.1582,38.90858
148.0865,-119.795,38.9581
189.58652,-120.223,39.19109
152.9615,-119.8581,39.24089
160.33652,-120.2885,39.4738
146.4615,-119.9218,39.5239
277.8225,-120.4549,38.57567
232.69751,-120.094,38.62627
274.1975,-120.5208,38.8577
300.9475,-120.1582,38.90858
259.3225,-119.795,38.9581
298.3225,-120.223,39.19109
279.6975,-119.8581,39.24089
271.1975,-120.2885,39.4738
251.19751,-119.9218,39.5239
269.00266,-120.4549,38.57567
224.12761,-120.094,38.62627
249.50261,-120.5208,38.8577
248.12761,-120.1582,38.90858
234.75261,-119.795,38.9581
243.87761,-120.223,39.19109
241.12761,-119.8581,39.24089
210.62761,-120.2885,39.4738
193.00261,-119.9218,39.5239
101.36909,-120.4549,38.57567
128.86908,-120.094,38.62627
96.36909,-120.5208,38.8577
116.36909,-120.1582,38.90858
118.86909,-119.795,38.9581
106.36909,-120.223,39.19109
117.61909,-119.8581,39.24089
97.619095,-120.2885,39.4738
110.11909,-119.9218,39.5239
32.415802,-120.4549,38.57567
29.9158,-120.094,38.62627
28.165798,-120.5208,38.8577
22.165798,-120.1582,38.90858
22.5408,-119.795,38.9581
28.7908,-120.223,39.19109
20.915798,-119.8581,39.24089
27.7908,-120.2885,39.4738
23.6658,-119.9218,39.5239
14.0113945,-120.4549,38.57567
-1.7386055,-120.094,38.62627
18.136395,-120.5208,38.8577
19.761395,-120.1582,38.90858
-0.8636055,-119.795,38.9581
16.636395,-120.223,39.19109
-1.8636055,-119.8581,39.24089
-3.3636055,-120.2885,39.4738
2.7613945,-119.9218,39.5239
37.896305,-120.4549,38.57567
52.896305,-120.094,38.62627
49.271305,-120.5208,38.8577
41.396305,-120.1582,38.90858
53.646305,-119.795,38.9581
44.896305,-120.223,39.19109
60.646305,-119.8581,39.24089
41.771305,-120.2885,39.4738
42.521305,-119.9218,39.5239
108.57802,-120.4549,38.57567
127.95302,-120.094,38.62627
117.95302,-120.5208,38.8577
117.20302,-120.1582,38.90858
123.57802,-119.795,38.9581
128.82802,-120.223,39.19109
144.20303,-119.8581,39.24089
129.07802,-120.2885,39.4738
133.07802,-119.9218,39.5239
90.49534,-120.4549,38.57567
105.49534,-120.094,38.62627
80.49534,-120.5208,38.8577
75.49534,-120.1582,38.90858
90.49534,-119.795,38.9581
76.74534,-120.223,39.19109
84.24534,-119.8581,39.24089
77.99534,-120.2885,39.4738
80.49534,-119.9218,39.5239
43.63494,-120.4549,38.57567
19.884943,-120.094,38.62627
41.13494,-120.5208,38.8577
14.884943,-120.1582,38.90858
6.134943,-119.795,38.9581
26.134943,-120.223,39.19109
11.134943,-119.8581,39.24089
13.634943,-120.2885,39.4738
9.884943,-119.9218,39.5239
48.845177,-120.4549,38.57567
51.845177,-120.094,38.62627
56.59518,-120.5208,38.8577
53.84518,-120.1582,38.90858
56.97018,-119.795,38.9581
56.84518,-120.223,39.19109
69.720184,-119.8581,39.24089
57.47018,-120.2885,39.4738
58.09518,-119.9218,39.5239
90.99843,-120.4549,38.57567
95.99843,-120.094,38.62627
87.24843,-120.5208,38.8577
94.74843,-120.1582,38.90858
93.49843,-119.795,38.9581
89.74843,-120.223,39.19109
97.24843,-119.8581,39.24089
82.24843,-120.2885,39.4738
90.99843,-119.9218,39.5239
151.30876,-120.4549,38.57567
130.05876,-120.094,38.62627
137.55876,-120.5208,38.8577
127.55876,-120.1582,38.90858
132.55876,-119.795,38.9581
142.55876,-120.223,39.19109
131.30876,-119.8581,39.24089
137.55876,-120.2885,39.4738
136.30876,-119.9218,39.5239
143.4743,-120.4549,38.57567
157.2243,-120.094,38.62627
122.224304,-120.5208,38.8577
113.474304,-120.1582,38.90858
155.97432,-119.795,38.9581
132.2243,-120.223,39.19109
139.7243,-119.8581,39.24089
140.9743,-120.2885,39.4738
132.2243,-119.9218,39.5239
112.38344,-120.4549,38.57567
116.63344,-120.094,38.62627
95.63344,-120.5208,38.8577
68.50844,-120.1582,38.90858
88.00844,-119.795,38.9581
92.63344,-120.223,39.19109
91.75844,-119.8581,39.24089
97.75844,-120.2885,39.4738
78.25844,-119.9218,39.5239
169.41162,-120.4549,38.57567
122.411606,-120.094,38.62627
147.66162,-120.5208,38.8577
174.78662,-120.1582,38.90858
149.91162,-119.795,38.9581
167.91162,-120.223,39.19109
140.5366,-119.8581,39.24089
127.661606,-120.2885,39.4738
121.28662,-119.9218,39.5239
85.584816,-120.4549,38.57567
43.584816,-120.094,38.62627
107.459816,-120.5208,38.8577
126.209816,-120.1582,38.90858
91.834816,-119.795,38.9581
133.83481,-120.223,39.19109
112.959816,-119.8581,39.24089
113.709816,-120.2885,39.4738
121.834816,-119.9218,39.5239
112.52022,-120.4549,38.57567
103.77022,-120.094,38.62627
96.27022,-120.5208,38.8577
86.27022,-120.1582,38.90858
92.52022,-119.795,38.9581
95.02022,-120.223,39.19109
93.77022,-119.8581,39.24089
88.77022,-120.2885,39.4738
86.27022,-119.9218,39.5239
85.18573,-120.4549,38.57567
56.060726,-120.094,38.62627
83.81073,-120.5208,38.8577
82.31073,-120.1582,38.90858
63.060726,-119.795,38.9581
86.56073,-120.223,39.19109
65.93573,-119.8581,39.24089
64.06073,-120.2885,39.4738
62.435726,-119.9218,39.5239
179.52188,-120.4549,38.57567
157.39688,-120.094,38.62627
175.77188,-120.5208,38.8577
177.39688,-120.1582,38.90858
154.52188,-119.795,38.9581
173.02188,-120.223,39.19109
155.39688,-119.8581,39.24089
134.89688,-120.2885,39.4738
129.02188,-119.9218,39.5239
144.63057,-120.4549,38.57567
100.88056,-120.094,38.62627
150.88057,-120.5208,38.8577
125.88056,-120.1582,38.90858
98.38056,-119.795,38.9581
142.13057,-120.223,39.19109
124.63056,-119.8581,39.24089
118.38056,-120.2885,39.4738
102.13056,-119.9218,39.5239
135.88403,-120.4549,38.57567
145.884,-120.094,38.62627
144.63403,-120.5208,38.8577
140.88403,-120.1582,38.90858
145.88403,-119.795,38.9581
155.88403,-120.223,39.19109
150.884,-119.8581,39.24089
155.88403,-120.2885,39.4738
149.63403,-119.9218,39.5239
243.20766,-120.4549,38.57567
253.20766,-120.094,38.62627
264.45764,-120.5208,38.8577
329.45767,-120.1582,38.90858
303.20767,-119.795,38.9581
335.70767,-120.223,39.19109
338.20767,-119.8581,39.24089
310.70767,-120.2885,39.4738
300.70767,-119.9218,39.5239
147.90602,-120.4549,38.57567
119.15602,-120.094,38.62627
149.78102,-120.5208,38.8577
161.03102,-120.1582,38.90858
134.53102,-119.795,38.9581
166.28102,-120.223,39.19109
140.15602,-119.8581,39.24089
137.65602,-120.2885,39.4738
139.15602,-119.9218,39.5239
276.0138,-120.4549,38.57567
240.63881,-120.094,38.62627
323.3888,-120.5208,38.8577
341.88882,-120.1582,38.90858
294.63882,-119.795,38.9581
360.26382,-120.223,39.19109
349.63882,-119.8581,39.24089
332.76382,-120.2885,39.4738
315.5138,-119.9218,39.5239
182.71315,-120.4549,38.57567
187.33815,-120.094,38.62627
236.08815,-120.5208,38.8577
299.96313,-120.1582,38.90858
272.96317,-119.795,38.9581
308.58813,-120.223,39.19109
321.83817,-119.8581,39.24089
283.83813,-120.2885,39.4738
272.46313,-119.9218,39.5239
121.07046,-120.4549,38.57567
82.57045,-120.094,38.62627
145.82047,-120.5208,38.8577
171.07045,-120.1582,38.90858
117.07046,-119.795,38.9581
162.69545,-120.223,39.19109
132.19545,-119.8581,39.24089
122.69546,-120.2885,39.4738
128.44545,-119.9218,39.5239
305.8529,-120.4549,38.57567
275.8529,-120.094,38.62627
289.6029,-120.5208,38.8577
319.6029,-120.1582,38.90858
305.8529,-119.795,38.9581
298.3529,-120.223,39.19109
307.1029,-119.8581,39.24089
255.8529,-120.2885,39.4738
245.8529,-119.9218,39.5239
161.56175,-120.4549,38.57567
147.81175,-120.094,38.62627
151.56175,-120.5208,38.8577
165.31175,-120.1582,38.90858
132.81174,-119.795,38.9581
149.06174,-120.223,39.19109
136.56174,-119.8581,39.24089
124.06174,-120.2885,39.4738
110.31174,-119.9218,39.5239
80.852135,-120.4549,38.57567
45.852127,-120.094,38.62627
98.352135,-120.5208,38.8577
108.352135,-120.1582,38.90858
68.35213,-119.795,38.9581
112.102135,-120.223,39.19109
78.352135,-119.8581,39.24089
78.352135,-120.2885,39.4738
80.852135,-119.9218,39.5239
50.63655,-120.4549,38.57567
48.13655,-120.094,38.62627
53.13655,-120.5208,38.8577
51.88655,-120.1582,38.90858
51.88655,-119.795,38.9581
59.38655,-120.223,39.19109
59.38655,-119.8581,39.24089
49.38655,-120.2885,39.4738
48.13655,-119.9218,39.5239
139.5818,-120.4549,38.57567
141.0818,-120.094,38.62627
134.9568,-120.5208,38.8577
146.0818,-120.1582,38.90858
134.2068,-119.795,38.9581
141.4568,-120.223,39.19109
140.4568,-119.8581,39.24089
116.83181,-120.2885,39.4738
113.45681,-119.9218,39.5239
167.22552,-120.4549,38.57567
145.47552,-120.094,38.62627
161.47552,-120.5208,38.8577
164.10052,-120.1582,38.90858
140.60052,-119.795,38.9581
170.97552,-120.223,39.19109
144.72552,-119.8581,39.24089
153.47552,-120.2885,39.4738
135.97552,-119.9218,39.5239
173.75792,-120.4549,38.57567
160.00792,-120.094,38.62627
183.75792,-120.5208,38.8577
193.75792,-120.1582,38.90858
181.25792,-119.795,38.9581
207.50792,-120.223,39.19109
205.00792,-119.8581,39.24089
201.25792,-120.2885,39.4738
187.50792,-119.9218,39.5239
70.95209,-120.4549,38.57567
46.57709,-120.094,38.62627
68.45209,-120.5208,38.8577
63.20209,-120.1582,38.90858
46.07709,-119.795,38.9581
71.45209,-120.223,39.19109
49.20209,-119.8581,39.24089
56.07709,-120.2885,39.4738
54.95209,-119.9218,39.5239
123.07789,-120.4549,38.57567
100.07789,-120.094,38.62627
129.32788,-120.5208,38.8577
138.82788,-120.1582,38.90858
113.32789,-119.795,38.9581
143.57788,-120.223,39.19109
125.70289,-119.8581,39.24089
118.07789,-120.2885,39.4738
115.95289,-119.9218,39.5239
77.03843,-120.4549,38.57567
50.03843,-120.094,38.62627
80.91344,-120.5208,38.8577
72.16343,-120.1582,38.90858
49.53843,-119.795,38.9581
84.28844,-120.223,39.19109
52.53843,-119.8581,39.24089
57.41343,-120.2885,39.4738
57.66343,-119.9218,39.5239
94.83746,-120.4549,38.57567
69.83746,-120.094,38.62627
97.96246,-120.5208,38.8577
103.96246,-120.1582,38.90858
84.46246,-119.795,38.9581
103.96246,-120.223,39.19109
92.08746,-119.8581,39.24089
88.33746,-120.2885,39.4738
80.58746,-119.9218,39.5239
142.36217,-120.4549,38.57567
129.61217,-120.094,38.62627
153.11217,-120.5208,38.8577
153.86217,-120.1582,38.90858
134.48717,-119.795,38.9581
167.23717,-120.223,39.19109
141.48717,-119.8581,39.24089
143.11217,-120.2885,39.4738
146.73717,-119.9218,39.5239
93.13102,-120.4549,38.57567
70.63102,-120.094,38.62627
115.75602,-120.5208,38.8577
119.63102,-120.1582,38.90858
94.38102,-119.795,38.9581
137.25601,-120.223,39.19109
120.00602,-119.8581,39.24089
124.38102,-120.2885,39.4738
121.13102,-119.9218,39.5239
126.272964,-120.4549,38.57567
157.77295,-120.094,38.62627
126.272964,-120.5208,38.8577
138.89796,-120.1582,38.90858
148.52296,-119.795,38.9581
142.02296,-120.223,39.19109
147.39796,-119.8581,39.24089
149.89796,-120.2885,39.4738
148.89796,-119.9218,39.5239
84.865,-120.4549,38.57567
84.115,-120.094,38.62627
82.865,-120.5208,38.8577
62.73999,-120.1582,38.90858
71.73999,-119.795,38.9581
73.86499,-120.223,39.19109
75.11499,-119.8581,39.24089
72.11499,-120.2885,39.4738
69.48999,-119.9218,39.5239
62.582363,-120.4549,38.57567
65.08237,-120.094,38.62627
71.33237,-120.5208,38.8577
67.58237,-120.1582,38.90858
70.08237,-119.795,38.9581
76.33237,-120.223,39.19109
75.08237,-119.8581,39.24089
81.33237,-120.2885,39.4738
80.08237,-119.9218,39.5239
63.38246,-120.4549,38.57567
43.38246,-120.094,38.62627
68.38246,-120.5208,38.8577
57.13246,-120.1582,38.90858
44.63246,-119.795,38.9581
69.63246,-120.223,39.19109
52.13246,-119.8581,39.24089
54.63246,-120.2885,39.4738
58.38246,-119.9218,39.5239
139.84671,-120.4549,38.57567
116.0967,-120.094,38.62627
153.59671,-120.5208,38.8577
164.84671,-120.1582,38.90858
134.84671,-119.795,38.9581
168.59671,-120.223,39.19109
152.34671,-119.8581,39.24089
146.09671,-120.2885,39.4738
149.84671,-119.9218,39.5239
101.68669,-120.4549,38.57567
99.18669,-120.094,38.62627
95.43669,-120.5208,38.8577
61.68669,-120.1582,38.90858
66.68669,-119.795,38.9581
70.43669,-120.223,39.19109
76.68669,-119.8581,39.24089
76.68669,-120.2885,39.4738
71.68669,-119.9218,39.5239
48.626205,-120.4549,38.57567
68.626205,-120.094,38.62627
52.876205,-120.5208,38.8577
29.626205,-120.1582,38.90858
44.501205,-119.795,38.9581
52.501205,-120.223,39.19109
63.626205,-119.8581,39.24089
67.001205,-120.2885,39.4738
66.376205,-119.9218,39.5239
115.839676,-120.4549,38.57567
136.46468,-120.094,38.62627
113.464676,-120.5208,38.8577
110.714676,-120.1582,38.90858
126.089676,-119.795,38.9581
119.339676,-120.223,39.19109
134.71468,-119.8581,39.24089
120.839676,-120.2885,39.4738
129.96468,-119.9218,39.5239
114.28281,-120.4549,38.57567
115.53281,-120.094,38.62627
108.03281,-120.5208,38.8577
83.03281,-120.1582,38.90858
103.03281,-119.795,38.9581
100.53281,-120.223,39.19109
108.03281,-119.8581,39.24089
111.78281,-120.2885,39.4738
98.03281,-119.9218,39.5239
71.58543,-120.4549,38.57567
72.83543,-120.094,38.62627
64.08543,-120.5208,38.8577
51.585426,-120.1582,38.90858
61.585426,-119.795,38.9581
71.58543,-120.223,39.19109
72.83543,-119.8581,39.24089
89.08542,-120.2885,39.4738
70.33543,-119.9218,39.5239
103.393364,-120.4549,38.57567
69.64337,-120.094,38.62627
107.143364,-120.5208,38.8577
103.393364,-120.1582,38.90858
90.89337,-119.795,38.9581
113.393364,-120.223,39.19109
90.89337,-119.8581,39.24089
83.39337,-120.2885,39.4738
93.39337,-119.9218,39.5239
120.577835,-120.4549,38.57567
143.70284,-120.094,38.62627
145.20284,-120.5208,38.8577
154.45284,-120.1582,38.90858
160.20284,-119.795,38.9581
150.70284,-120.223,39.19109
160.32784,-119.8581,39.24089
145.82784,-120.2885,39.4738
147.57784,-119.9218,39.5239
13.692785,-120.4549,38.57567
31.192785,-120.094,38.62627
-1.4322147,-120.5208,38.8577
10.442785,-120.1582,38.90858
23.942785,-119.795,38.9581
8.192785,-120.223,39.19109
7.6927853,-119.8581,39.24089
18.317785,-120.2885,39.4738
38.192787,-119.9218,39.5239
65.30611,-120.4549,38.57567
58.181103,-120.094,38.62627
51.181103,-120.5208,38.8577
30.431103,-120.1582,38.90858
37.056103,-119.795,38.9581
37.431103,-120.223,39.19109
31.681103,-119.8581,39.24089
33.056103,-120.2885,39.4738
34.931103,-119.9218,39.5239
73.04289,-120.4549,38.57567
64.542885,-120.094,38.62627
64.167885,-120.5208,38.8577
54.042885,-120.1582,38.90858
59.667885,-119.795,38.9581
53.167885,-120.223,39.19109
52.292885,-119.8581,39.24089
50.042885,-120.2885,39.4738
45.542885,-119.9218,39.5239
26.228104,-120.4549,38.57567
22.478104,-120.094,38.62627
27.478104,-120.5208,38.8577
24.978104,-120.1582,38.90858
19.978104,-119.795,38.9581
22.478104,-120.223,39.19109
24.978104,-119.8581,39.24089
21.228104,-120.2885,39.4738
23.728104,-119.9218,39.5239
73.24286,-120.4549,38.57567
45.742863,-120.094,38.62627
70.74286,-120.5208,38.8577
51.992863,-120.1582,38.90858
40.742863,-119.795,38.9581
60.742863,-120.223,39.19109
41.992863,-119.8581,39.24089
46.992863,-120.2885,39.4738
39.492863,-119.9218,39.5239
89.94821,-120.4549,38.57567
73.57321,-120.094,38.62627
99.44821,-120.5208,38.8577
88.94821,-120.1582,38.90858
79.07321,-119.795,38.9581
96.94821,-120.223,39.19109
79.94821,-119.8581,39.24089
87.32321,-120.2885,39.4738
91.57321,-119.9218,39.5239
128.11414,-120.4549,38.57567
112.489136,-120.094,38.62627
133.48914,-120.5208,38.8577
146.98914,-120.1582,38.90858
126.739136,-119.795,38.9581
144.11414,-120.223,39.19109
128.48914,-119.8581,39.24089
116.614136,-120.2885,39.4738
121.989136,-119.9218,39.5239
45.291824,-120.4549,38.57567
29.791826,-120.094,38.62627
38.791824,-120.5208,38.8577
24.916828,-120.1582,38.90858
36.541824,-119.795,38.9581
40.291824,-120.223,39.19109
40.166824,-119.8581,39.24089
48.041824,-120.2885,39.4738
45.291824,-119.9218,39.5239
47.82394,-120.4549,38.57567
41.573944,-120.094,38.62627
59.07394,-120.5208,38.8577
72.823944,-120.1582,38.90858
69.073944,-119.795,38.9581
75.323944,-120.223,39.19109
81.573944,-119.8581,39.24089
71.573944,-120.2885,39.4738
87.823944,-119.9218,39.5239
79.29785,-120.4549,38.57567
74.29785,-120.094,38.62627
83.04785,-120.5208,38.8577
83.04785,-120.1582,38.90858
70.54785,-119.795,38.9581
81.79785,-120.223,39.19109
75.54785,-119.8581,39.24089
64.29785,-120.2885,39.4738
66.79785,-119.9218,39.5239
92.674995,-120.4549,38.57567
90.174995,-120.094,38.62627
110.17501,-120.5208,38.8577
117.67501,-120.1582,38.90858
111.42501,-119.795,38.9581
120.17501,-120.223,39.19109
133.92502,-119.8581,39.24089
110.17501,-120.2885,39.4738
113.92501,-119.9218,39.5239
73.27916,-120.4549,38.57567
79.40416,-120.094,38.62627
77.27916,-120.5208,38.8577
77.02916,-120.1582,38.90858
74.65416,-119.795,38.9581
74.65416,-120.223,39.19109
77.77916,-119.8581,39.24089
67.90416,-120.2885,39.4738
67.27916,-119.9218,39.5239
38.929737,-120.4549,38.57567
47.55474,-120.094,38.62627
36.054737,-120.5208,38.8577
43.55474,-120.1582,38.90858
47.42974,-119.795,38.9581
36.304737,-120.223,39.19109
42.30474,-119.8581,39.24089
34.554737,-120.2885,39.4738
37.929737,-119.9218,39.5239
67.08892,-120.4549,38.57567
55.83892,-120.094,38.62627
73.33893,-120.5208,38.8577
64.58892,-120.1582,38.90858
64.58892,-119.795,38.9581
69.58892,-120.223,39.19109
65.83892,-119.8581,39.24089
58.33892,-120.2885,39.4738
59.58892,-119.9218,39.5239
95.19072,-120.4549,38.57567
94.69072,-120.094,38.62627
83.69072,-120.5208,38.8577
76.69072,-120.1582,38.90858
87.31572,-119.795,38.9581
83.81572,-120.223,39.19109
90.06572,-119.8581,39.24089
88.19072,-120.2885,39.4738
82.81572,-119.9218,39.5239
32.764446,-120.4549,38.57567
31.139446,-120.094,38.62627
24.264444,-120.5208,38.8577
12.764444,-120.1582,38.90858
25.389444,-119.795,38.9581
17.639444,-120.223,39.19109
18.514444,-119.8581,39.24089
15.264444,-120.2885,39.4738
21.264444,-119.9218,39.5239
59.878456,-120.4549,38.57567
42.253456,-120.094,38.62627
61.003456,-120.5208,38.8577
53.128456,-120.1582,38.90858
50.253456,-119.795,38.9581
67.378456,-120.223,39.19109
55.503456,-119.8581,39.24089
56.503456,-120.2885,39.4738
59.503456,-119.9218,39.5239
84.46701,-120.4549,38.57567
71.21701,-120.094,38.62627
87.84201,-120.5208,38.8577
85.59201,-120.1582,38.90858
81.34201,-119.795,38.9581
91.96701,-120.223,39.19109
89.96701,-119.8581,39.24089
95.96701,-120.2885,39.4738
92.46701,-119.9218,39.5239
77.06445,-120.4549,38.57567
47.06445,-120.094,38.62627
72.06445,-120.5208,38.8577
67.06445,-120.1582,38.90858
53.31445,-119.795,38.9581
68.31445,-120.223,39.19109
59.56445,-119.8581,39.24089
50.81445,-120.2885,39.4738
53.31445,-119.9218,39.5239
133.37779,-120.4549,38.57567
112.12779,-120.094,38.62627
134.62779,-120.5208,38.8577
138.37779,-120.1582,38.90858
115.87779,-119.795,38.9581
140.87779,-120.223,39.19109
124.62779,-119.8581,39.24089
118.37779,-120.2885,39.4738
117.12779,-119.9218,39.5239
116.86401,-120.4549,38.57567
121.86401,-120.094,38.62627
116.86401,-120.5208,38.8577
126.864006,-120.1582,38.90858
120.61401,-119.795,38.9581
118.11401,-120.223,39.19109
124.36401,-119.8581,39.24089
124.36401,-120.2885,39.4738
130.61401,-119.9218,39.5239
32.28976,-120.4549,38.57567
53.41476,-120.094,38.62627
19.03976,-120.5208,38.8577
30.66476,-120.1582,38.90858
40.53976,-119.795,38.9581
28.16476,-120.223,39.19109
31.03976,-119.8581,39.24089
30.16476,-120.2885,39.4738
48.41476,-119.9218,39.5239
