cdlyr,lon,lat
47.25,-120.4549,38.57567
32.75,-120.094,38.62627
47.375,-120.5208,38.8577
30.125,-120.1582,38.90858
18.5,-119.795,38.9581
25.375,-120.223,39.19109
14.875,-119.8581,39.24089
19.75,-120.2885,39.4738
13.25,-119.9218,39.5239
16.25,-120.4549,38.57567
7.75,-120.094,38.62627
8.375,-120.5208,38.8577
3.25,-120.1582,38.90858
2.0,-119.795,38.9581
2.625,-120.223,39.19109
1.625,-119.8581,39.24089
3.25,-120.2885,39.4738
2.875,-119.9218,39.5239
35.875,-120.4549,38.57567
31.625,-120.094,38.62627
38.125,-120.5208,38.8577
35.25,-120.1582,38.90858
32.125,-119.795,38.9581
36.25,-120.223,39.19109
31.0,-119.8581,39.24089
34.875,-120.2885,39.4738
32.125,-119.9218,39.5239
92.875,-120.4549,38.57567
63.375,-120.094,38.62627
93.25,-120.5208,38.8577
73.0,-120.1582,38.90858
63.75,-119.795,38.9581
80.125,-120.223,39.19109
67.25,-119.8581,39.24089
82.625,-120.2885,39.4738
71.125,-119.9218,39.5239
90.625,-120.4549,38.57567
71.5,-120.094,38.62627
94.75,-120.5208,38.8577
75.0,-120.1582,38.90858
71.625,-119.795,38.9581
81.5,-120.223,39.19109
82.75,-119.8581,39.24089
75.25,-120.2885,39.4738
75.5,-119.9218,39.5239
89.375,-120.4549,38.57567
85.0,-120.094,38.62627
90.125,-120.5208,38.8577
77.625,-120.1582,38.90858
55.125,-119.795,38.9581
73.5,-120.223,39.19109
60.875,-119.8581,39.24089
62.125,-120.2885,39.4738
49.625,-119.9218,39.5239
42.375,-120.4549,38.57567
71.625,-120.094,38.62627
74.25,-120.5208,38.8577
69.625,-120.1582,38.90858
52.125,-119.795,38.9581
64.875,-120.223,39.19109
37.0,-119.8581,39.24089
71.875,-120.2885,39.4738
36.5,-119.9218,39.5239
45.125,-120.4549,38.57567
25.875,-120.094,38.62627
57.375,-120.5208,38.8577
32.0,-120.1582,38.90858
37.0,-119.795,38.9581
31.875,-120.223,39.19109
39.5,-119.8581,39.24089
