dpt,lon,lat
261.5104,-120.094,38.62627
272.50552,-120.5208,38.8577
262.77603,-120.1582,38.90858
266.58658,-119.795,38.9581
267.11295,-120.223,39.19109
266.7692,-119.8581,39.24089
264.67154,-120.2885,39.4738
270.62076,-119.9218,39.5239
276.726,-120.4549,38.57567
266.78754,-120.094,38.62627
275.27484,-120.5208,38.8577
269.1684,-120.1582,38.90858
271.04144,-119.795,38.9581
271.102,-120.223,39.19109
271.0268,-119.8581,39.24089
269.4975,-120.2885,39.4738
273.30804,-119.9218,39.5239
274.0262,-120.4549,38.57567
265.30746,-120.094,38.62627
274.39243,-120.5208,38.8577
267.19614,-120.1582,38.90858
268.47446,-119.795,38.9581
269.94125,-120.223,39.19109
270.3524,-119.8581,39.24089
267.79672,-120.2885,39.4738
273.35532,-119.9218,39.5239
274.7009,-120.4549,38.57567
264.96066,-120.094,38.62627
274.18137,-120.5208,38.8577
267.5222,-120.1582,38.90858
266.57687,-119.795,38.9581
268.57004,-120.223,39.19109
269.39035,-119.8581,39.24089
268.11887,-120.2885,39.4738
272.06906,-119.9218,39.5239
275.78226,-120.4549,38.57567
268.48538,-120.094,38.62627
277.2598,-120.5208,38.8577
269.78714,-120.1582,38.90858
268.03323,-119.795,38.9581
272.37308,-120.223,39.19109
270.14066,-119.8581,39.24089
270.1143,-120.2885,39.4738
272.21292,-119.9218,39.5239
276.396,-120.4549,38.57567
271.18994,-120.094,38.62627
277.7837,-120.5208,38.8577
271.9087,-120.1582,38.90858
271.32764,-119.795,38.9581
274.02002,-120.223,39.19109
271.99756,-119.8581,39.24089
272.10596,-120.2885,39.4738
273.33057,-119.9218,39.5239
274.87457,-120.4549,38.57567
267.7984,-120.094,38.62627
275.5777,-120.5208,38.8577
269.09137,-120.1582,38.90858
268.5318,-119.795,38.9581
271.16852,-120.223,39.19109
270.0064,-119.8581,39.24089
269.24567,-120.2885,39.4738
271.13727,-119.9218,39.5239
274.15314,-120.4549,38.57567
265.50763,-120.094,38.62627
273.87775,-120.5208,38.8577
266.8719,-120.1582,38.90858
266.7967,-119.795,38.9581
269.1131,-120.223,39.19109
267.43927,-119.8581,39.24089
266.90314,-120.2885,39.4738
269.2293,-119.9218,39.5239
270.12317,-120.4549,38.57567
260.19348,-120.094,38.62627
269.39954,-120.5208,38.8577
261.60364,-120.1582,38.90858
261.61047,-119.795,38.9581
263.8966,-120.223,39.19109
262.90735,-119.8581,39.24089
261.66125,-120.2885,39.4738
265.43176,-119.9218,39.5239
266.73688,-120.4549,38.57567
256.96832,-120.094,38.62627
267.4478,-120.5208,38.8577
260.52008,-120.1582,38.90858
259.6861,-119.795,38.9581
262.48492,-120.223,39.19109
261.02203,-119.8581,39.24089
260.17926,-120.2885,39.4738
263.7437,-119.9218,39.5239
267.58026,-120.4549,38.57567
253.57051,-120.094,38.62627
266.30878,-120.5208,38.8577
259.05585,-120.1582,38.90858
258.4914,-119.795,38.9581
260.89764,-120.223,39.19109
260.45526,-119.8581,39.24089
257.33905,-120.2885,39.4738
263.78046,-119.9218,39.5239
269.49594,-120.4549,38.57567
261.73715,-120.094,38.62627
268.82993,-120.5208,38.8577
262.90317,-120.1582,38.90858
260.52817,-119.795,38.9581
265.59653,-120.223,39.19109
262.93344,-119.8581,39.24089
262.78305,-120.2885,39.4738
263.8807,-119.9218,39.5239
272.50195,-120.4549,38.57567
263.48633,-120.094,38.62627
272.14746,-120.5208,38.8577
265.6377,-120.1582,38.90858
263.75098,-119.795,38.9581
267.97754,-120.223,39.19109
265.07324,-119.8581,39.24089
265.24316,-120.2885,39.4738
266.84766,-119.9218,39.5239
272.13495,-120.4549,38.57567
262.99432,-120.094,38.62627
270.90448,-120.5208,38.8577
264.00897,-120.1582,38.90858
264.37518,-119.795,38.9581
266.299,-120.223,39.19109
264.53632,-119.8581,39.24089
263.81757,-120.2885,39.4738
266.61444,-119.9218,39.5239
268.55762,-120.4549,38.57567
257.19824,-120.094,38.62627
269.04395,-120.5208,38.8577
260.5664,-120.1582,38.90858
259.2168,-119.795,38.9581
261.97852,-120.223,39.19109
259.61035,-119.8581,39.24089
260.39648,-120.2885,39.4738
261.95215,-119.9218,39.5239
268.43866,-120.4549,38.57567
257.2873,-120.094,38.62627
268.68866,-120.5208,38.8577
258.6125,-120.1582,38.90858
256.88885,-119.795,38.9581
262.8957,-120.223,39.19109
258.56757,-119.8581,39.24089
258.7951,-120.2885,39.4738
263.09003,-119.9218,39.5239
272.17282,-120.4549,38.57567
266.43356,-120.094,38.62627
272.4443,-120.5208,38.8577
267.18063,-120.1582,38.90858
267.27145,-119.795,38.9581
268.58005,-120.223,39.19109
267.7031,-119.8581,39.24089
267.32712,-120.2885,39.4738
269.0449,-119.9218,39.5239
277.6263,-120.4549,38.57567
272.48666,-120.094,38.62627
278.66635,-120.5208,38.8577
273.3558,-120.1582,38.90858
273.3763,-119.795,38.9581
274.8441,-120.223,39.19109
273.7142,-119.8581,39.24089
273.70444,-120.2885,39.4738
274.85385,-119.9218,39.5239
273.26746,-120.4549,38.57567
264.55847,-120.094,38.62627
272.21667,-120.5208,38.8577
265.48328,-120.1582,38.90858
266.04285,-119.795,38.9581
267.64343,-120.223,39.19109
266.08093,-119.8581,39.24089
265.21375,-120.2885,39.4738
267.92957,-119.9218,39.5239
272.68597,-120.4549,38.57567
263.1479,-120.094,38.62627
271.84222,-120.5208,38.8577
264.83344,-120.1582,38.90858
264.50043,-119.795,38.9581
266.55707,-120.223,39.19109
265.19574,-119.8581,39.24089
264.5844,-120.2885,39.4738
266.4887,-119.9218,39.5239
271.3824,-120.4549,38.57567
261.90387,-120.094,38.62627
270.899,-120.5208,38.8577
263.34723,-120.1582,38.90858
263.49957,-119.795,38.9581
265.93414,-120.223,39.19109
263.86676,-119.8581,39.24089
263.20367,-120.2885,39.4738
265.56598,-119.9218,39.5239
266.975,-120.4549,38.57567
258.72012,-120.094,38.62627
265.42715,-120.5208,38.8577
260.38028,-120.1582,38.90858
262.31583,-119.795,38.9581
261.53848,-120.223,39.19109
261.68106,-119.8581,39.24089
260.0258,-120.2885,39.4738
263.892,-119.9218,39.5239
262.49063,-120.4549,38.57567
253.059,-120.094,38.62627
261.4672,-120.5208,38.8577
255.56194,-120.1582,38.90858
256.2045,-119.795,38.9581
257.8627,-120.223,39.19109
257.53946,-119.8581,39.24089
256.44962,-120.2885,39.4738
261.61563,-119.9218,39.5239
268.82745,-120.4549,38.57567
259.78546,-120.094,38.62627
267.47784,-120.5208,38.8577
261.3792,-120.1582,38.90858
262.5218,-119.795,38.9581
264.2298,-120.223,39.19109
262.66437,-119.8581,39.24089
261.84406,-120.2885,39.4738
265.11652,-119.9218,39.5239
269.1364,-120.4549,38.57567
258.96747,-120.094,38.62627
268.4743,-120.5208,38.8577
260.69794,-120.1582,38.90858
261.9118,-119.795,38.9581
263.73993,-120.223,39.19109
261.79364,-119.8581,39.24089
260.69696,-120.2885,39.4738
264.58466,-119.9218,39.5239
261.6318,-120.4549,38.57567
253.86517,-120.094,38.62627
262.15134,-120.5208,38.8577
256.35837,-120.1582,38.90858
258.4238,-119.795,38.9581
259.36813,-120.223,39.19109
258.46677,-119.8581,39.24089
257.20407,-120.2885,39.4738
263.11227,-119.9218,39.5239
263.11508,-120.4549,38.57567
254.24692,-120.094,38.62627
262.9559,-120.5208,38.8577
257.02914,-120.1582,38.90858
259.202,-119.795,38.9581
258.43637,-120.223,39.19109
259.54477,-119.8581,39.24089
258.5145,-120.2885,39.4738
262.13364,-119.9218,39.5239
269.75763,-120.4549,38.57567
263.72052,-120.094,38.62627
270.02618,-120.5208,38.8577
263.3426,-120.1582,38.90858
265.68243,-119.795,38.9581
265.04376,-120.223,39.19109
265.31622,-119.8581,39.24089
263.2713,-120.2885,39.4738
266.742,-119.9218,39.5239
270.57425,-120.4549,38.57567
261.1299,-120.094,38.62627
271.99026,-120.5208,38.8577
262.29495,-120.1582,38.90858
264.0967,-119.795,38.9581
266.98343,-120.223,39.19109
264.4805,-119.8581,39.24089
263.02054,-120.2885,39.4738
267.40823,-119.9218,39.5239
275.97983,-120.4549,38.57567
268.99448,-120.094,38.62627
276.04428,-120.5208,38.8577
270.62143,-120.1582,38.90858
269.77182,-119.795,38.9581
273.1566,-120.223,39.19109
270.3353,-119.8581,39.24089
270.96127,-120.2885,39.4738
271.88803,-119.9218,39.5239
277.06512,-120.4549,38.57567
270.68915,-120.094,38.62627
278.17743,-120.5208,38.8577
271.81805,-120.1582,38.90858
270.80927,-119.795,38.9581
273.89032,-120.223,39.19109
271.22137,-119.8581,39.24089
271.97528,-120.2885,39.4738
272.92255,-119.9218,39.5239
275.32257,-120.4549,38.57567
269.31378,-120.094,38.62627
