wcvflx,lon,lat
-6907.6523,-120.1582,38.90858
-6277.6523,-119.795,38.9581
-5785.1523,-120.223,39.19109
-7307.6523,-119.8581,39.24089
-6897.6523,-120.2885,39.4738
-7000.1523,-119.9218,39.5239
21183.418,-120.4549,38.57567
18030.918,-120.094,38.62627
21910.918,-120.5208,38.8577
17630.918,-120.1582,38.90858
12628.419,-119.795,38.9581
17320.918,-120.223,39.19109
13353.419,-119.8581,39.24089
15065.919,-120.2885,39.4738
11425.919,-119.9218,39.5239
184139.03,-120.4549,38.57567
157196.53,-120.094,38.62627
193076.53,-120.5208,38.8577
161179.03,-120.1582,38.90858
114674.04,-119.795,38.9581
160094.03,-120.223,39.19109
114276.54,-119.8581,39.24089
150219.05,-120.2885,39.4738
112841.54,-119.9218,39.5239
227484.12,-120.4549,38.57567
215869.12,-120.094,38.62627
230741.62,-120.5208,38.8577
200489.12,-120.1582,38.90858
155014.12,-119.795,38.9581
207594.12,-120.223,39.19109
149839.12,-119.8581,39.24089
210769.12,-120.2885,39.4738
159596.62,-119.9218,39.5239
69198.97,-120.4549,38.57567
73731.47,-120.094,38.62627
71841.47,-120.5208,38.8577
74218.97,-120.1582,38.90858
51763.973,-119.795,38.9581
68568.97,-120.223,39.19109
55646.473,-119.8581,39.24089
67406.47,-120.2885,39.4738
51591.473,-119.9218,39.5239
7105.76,-120.4549,38.57567
8130.76,-120.094,38.62627
10710.76,-120.5208,38.8577
7165.76,-120.1582,38.90858
2278.2598,-119.795,38.9581
7640.76,-120.223,39.19109
2793.2598,-119.8581,39.24089
6615.76,-120.2885,39.4738
1803.2598,-119.9218,39.5239
-3145.0,-120.4549,38.57567
-2977.5,-120.094,38.62627
-5890.0,-120.5208,38.8577
-6562.5,-120.1582,38.90858
-8052.5,-119.795,38.9581
-7527.5,-120.223,39.19109
-8055.0,-119.8581,39.24089
-7895.0,-120.2885,39.4738
-6795.0,-119.9218,39.5239
-11953.088,-120.4549,38.57567
-16385.588,-120.094,38.62627
-13908.088,-120.5208,38.8577
-15853.088,-120.1582,38.90858
-17085.588,-119.795,38.9581
-15545.588,-120.223,39.19109
-14685.588,-119.8581,39.24089
-16025.588,-120.2885,39.4738
-14883.088,-119.9218,39.5239
-7160.2217,-120.4549,38.57567
-9238.972,-120.094,38.62627
-8518.972,-120.5208,38.8577
-9256.472,-120.1582,38.90858
-9042.722,-119.795,38.9581
-10256.472,-120.223,39.19109
-7625.2217,-119.8581,39.24089
-9806.472,-120.2885,39.4738
-8696.472,-119.9218,39.5239
-28564.086,-120.4549,38.57567
-29106.586,-120.094,38.62627
-29091.586,-120.5208,38.8577
-28114.086,-120.1582,38.90858
