snod,lon,lat
0.020115202,-119.8581,39.24089
0.0255168,-120.2885,39.4738
1.28e-05,-119.9218,39.5239
0.1254784,-120.4549,38.57567
0.18026239,-120.094,38.62627
1.92e-05,-120.5208,38.8577
0.0723648,-120.1582,38.90858
0.17319041,-119.795,38.9581
0.0538816,-120.223,39.19109
0.0,-119.8581,39.24089
0.030598402,-120.2885,39.4738
0.0,-119.9218,39.5239
0.1344576,-120.4549,38.57567
0.118624,-120.094,38.62627
0.0001472,-120.5208,38.8577
0.069209605,-120.1582,38.90858
0.1149312,-119.795,38.9581
0.0508416,-120.223,39.19109
0.0221056,-119.8581,39.24089
0.018732801,-120.2885,39.4738
0.0001344,-119.9218,39.5239
0.1414848,-120.4549,38.57567
0.2533632,-120.094,38.62627
8.32e-05,-120.5208,38.8577
0.1318208,-120.1582,38.90858
0.2584064,-119.795,38.9581
0.0487296,-120.223,39.19109
0.020192001,-119.8581,39.24089
0.014553601,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0654784,-120.4549,38.57567
0.2009536,-120.094,38.62627
0.0,-120.5208,38.8577
0.1019968,-120.1582,38.90858
0.1894848,-119.795,38.9581
0.0223808,-120.223,39.19109
0.018246401,-119.8581,39.24089
0.0154752005,-120.2885,39.4738
6.4e-05,-119.9218,39.5239
0.161408,-120.4549,38.57567
0.17662719,-120.094,38.62627
0.0338944,-120.5208,38.8577
0.1609088,-120.1582,38.90858
0.1771136,-119.795,38.9581
0.050726403,-120.223,39.19109
0.105440006,-119.8581,39.24089
0.0327424,-120.2885,39.4738
0.0001024,-119.9218,39.5239
0.081472,-120.4549,38.57567
0.1772864,-120.094,38.62627
0.0405696,-120.5208,38.8577
0.143776,-120.1582,38.90858
0.1776576,-119.795,38.9581
0.051654402,-120.223,39.19109
0.0344448,-119.8581,39.24089
0.1164288,-120.2885,39.4738
4.48e-05,-119.9218,39.5239
0.14818561,-120.4549,38.57567
0.3378496,-120.094,38.62627
0.022624,-120.5208,38.8577
0.13162881,-120.1582,38.90858
0.274688,-119.795,38.9581
0.0395904,-120.223,39.19109
0.049561597,-119.8581,39.24089
0.048192002,-120.2885,39.4738
0.000128,-119.9218,39.5239
0.20170878,-120.4549,38.57567
0.4200768,-120.094,38.62627
0.041504,-120.5208,38.8577
0.19991039,-120.1582,38.90858
0.24596483,-119.795,38.9581
0.036096003,-120.223,39.19109
0.029087998,-119.8581,39.24089
0.045600004,-120.2885,39.4738
7.04e-05,-119.9218,39.5239
0.0820096,-120.4549,38.57567
0.415136,-120.094,38.62627
0.0,-120.5208,38.8577
0.17792,-120.1582,38.90858
0.26891518,-119.795,38.9581
0.18073599,-120.223,39.19109
0.1256,-119.8581,39.24089
0.0584064,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0708608,-120.4549,38.57567
0.3379392,-120.094,38.62627
0.0,-120.5208,38.8577
0.179488,-120.1582,38.90858
0.263936,-119.795,38.9581
0.1142848,-120.223,39.19109
0.19941759,-119.8581,39.24089
0.0447232,-120.2885,39.4738
0.0090368,-119.9218,39.5239
0.0655424,-120.4549,38.57567
0.32864642,-120.094,38.62627
0.0,-120.5208,38.8577
0.17345919,-120.1582,38.90858
0.2594496,-119.795,38.9581
0.098496,-120.223,39.19109
0.1935488,-119.8581,39.24089
0.040256,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0791808,-120.4549,38.57567
0.32769918,-120.094,38.62627
0.0,-120.5208,38.8577
0.15675521,-120.1582,38.90858
0.332576,-119.795,38.9581
0.071955204,-120.223,39.19109
0.1812608,-119.8581,39.24089
0.087622404,-120.2885,39.4738
0.0038016,-119.9218,39.5239
0.064256,-120.4549,38.57567
0.29269764,-120.094,38.62627
0.0,-120.5208,38.8577
0.14632319,-120.1582,38.90858
0.28890237,-119.795,38.9581
0.058585603,-120.223,39.19109
0.09776641,-119.8581,39.24089
0.0376512,-120.2885,39.4738
6.4e-06,-119.9218,39.5239
0.0735104,-120.4549,38.57567
0.23311362,-120.094,38.62627
0.0,-120.5208,38.8577
0.1688256,-120.1582,38.90858
0.2023232,-119.795,38.9581
0.0727424,-120.223,39.19109
0.0889472,-119.8581,39.24089
0.0333696,-120.2885,39.4738
0.0,-119.9218,39.5239
0.053363204,-120.4549,38.57567
0.23590401,-120.094,38.62627
0.0,-120.5208,38.8577
0.15683201,-120.1582,38.90858
0.20973442,-119.795,38.9581
0.048345603,-120.223,39.19109
0.080390394,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0769408,-120.4549,38.57567
0.220448,-120.094,38.62627
0.0,-120.5208,38.8577
0.135584,-120.1582,38.90858
0.2040064,-119.795,38.9581
0.0387008,-120.223,39.19109
0.0713088,-119.8581,39.24089
0.0169088,-120.2885,39.4738
0.0031936,-119.9218,39.5239
0.054246403,-120.4549,38.57567
0.1585152,-120.094,38.62627
1.28e-05,-120.5208,38.8577
0.0936064,-120.1582,38.90858
0.1663232,-119.795,38.9581
0.045497596,-120.223,39.19109
0.088416,-119.8581,39.24089
0.0182784,-120.2885,39.4738
0.0037568,-119.9218,39.5239
0.0754688,-120.4549,38.57567
0.1928128,-120.094,38.62627
1.28e-05,-120.5208,38.8577
0.082470395,-120.1582,38.90858
0.19368319,-119.795,38.9581
0.0441152,-120.223,39.19109
0.0772288,-119.8581,39.24089
0.0259072,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.19562238,-120.094,38.62627
0.0,-120.5208,38.8577
0.09793921,-120.1582,38.90858
0.1922688,-119.795,38.9581
0.0321472,-120.223,39.19109
0.025312,-119.8581,39.24089
0.0343936,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.3755328,-120.094,38.62627
0.0,-120.5208,38.8577
0.16492161,-120.1582,38.90858
0.2785024,-119.795,38.9581
0.1270976,-120.223,39.19109
0.0343808,-119.8581,39.24089
0.099168,-120.2885,39.4738
0.01664,-119.9218,39.5239
0.0813248,-120.4549,38.57567
0.5595776,-120.094,38.62627
0.0,-120.5208,38.8577
0.31363842,-120.1582,38.90858
0.3005632,-119.795,38.9581
0.32938242,-120.223,39.19109
0.1135744,-119.8581,39.24089
0.2789504,-120.2885,39.4738
0.011744,-119.9218,39.5239
0.15528321,-120.4549,38.57567
0.4419584,-120.094,38.62627
0.073216,-120.5208,38.8577
0.23391359,-120.1582,38.90858
0.2667072,-119.795,38.9581
0.2569472,-120.223,39.19109
0.0586176,-119.8581,39.24089
0.235776,-120.2885,39.4738
0.007916801,-119.9218,39.5239
0.118457586,-120.4549,38.57567
0.3519424,-120.094,38.62627
0.0077376,-120.5208,38.8577
0.1344896,-120.1582,38.90858
0.29267842,-119.795,38.9581
0.0924352,-120.223,39.19109
0.0361856,-119.8581,39.24089
0.1047488,-120.2885,39.4738
0.0051456,-119.9218,39.5239
0.0065280003,-120.4549,38.57567
0.33310717,-120.094,38.62627
0.0035520003,-120.5208,38.8577
0.050988797,-120.1582,38.90858
0.193696,-119.795,38.9581
0.057107195,-120.223,39.19109
0.050156802,-119.8581,39.24089
0.0449152,-120.2885,39.4738
2.56e-05,-119.9218,39.5239
0.22727041,-120.4549,38.57567
0.26819202,-120.094,38.62627
2.56e-05,-120.5208,38.8577
0.0600512,-120.1582,38.90858
0.208128,-119.795,38.9581
0.0924544,-120.223,39.19109
0.0263424,-119.8581,39.24089
0.041126397,-120.2885,39.4738
0.000256,-119.9218,39.5239
0.2069632,-120.4549,38.57567
0.2266944,-120.094,38.62627
0.0,-120.5208,38.8577
0.16656,-120.1582,38.90858
0.221056,-119.795,38.9581
0.10547199,-120.223,39.19109
0.027110402,-119.8581,39.24089
0.0802496,-120.2885,39.4738
0.0039936,-119.9218,39.5239
0.13643521,-120.4549,38.57567
0.35952,-120.094,38.62627
0.0001344,-120.5208,38.8577
0.170208,-120.1582,38.90858
0.3584128,-119.795,38.9581
0.079616,-120.223,39.19109
0.0175744,-119.8581,39.24089
0.071808,-120.2885,39.4738
0.0,-119.9218,39.5239
0.2397248,-120.4549,38.57567
0.3479872,-120.094,38.62627
3.2e-05,-120.5208,38.8577
0.17125762,-120.1582,38.90858
0.34733444,-119.795,38.9581
0.069632,-120.223,39.19109
0.0179456,-119.8581,39.24089
0.0673728,-120.2885,39.4738
0.0,-119.9218,39.5239
0.1392576,-120.4549,38.57567
0.3354432,-120.094,38.62627
0.0,-120.5208,38.8577
0.1812736,-120.1582,38.90858
0.3167488,-119.795,38.9581
0.14432,-120.223,39.19109
0.023231998,-119.8581,39.24089
0.041696,-120.2885,39.4738
6.4e-06,-119.9218,39.5239
0.0678336,-120.4549,38.57567
0.4651968,-120.094,38.62627
0.0,-120.5208,38.8577
0.3236032,-120.1582,38.90858
0.3685696,-119.795,38.9581
0.0786368,-120.223,39.19109
0.08036481,-119.8581,39.24089
0.20299521,-120.2885,39.4738
0.0015808,-119.9218,39.5239
0.0439104,-120.4549,38.57567
0.61331844,-120.094,38.62627
0.0,-120.5208,38.8577
0.255872,-120.1582,38.90858
0.2578048,-119.795,38.9581
0.056614403,-120.223,39.19109
0.0251008,-119.8581,39.24089
0.12709121,-120.2885,39.4738
8.96e-05,-119.9218,39.5239
0.0973376,-120.4549,38.57567
0.7753216,-120.094,38.62627
0.0,-120.5208,38.8577
0.34602243,-120.1582,38.90858
0.33566082,-119.795,38.9581
0.08989441,-120.223,39.19109
0.0352384,-119.8581,39.24089
0.1760896,-120.2885,39.4738
0.0036928,-119.9218,39.5239
0.117644794,-120.4549,38.57567
0.59626883,-120.094,38.62627
0.0,-120.5208,38.8577
0.2403712,-120.1582,38.90858
0.2977408,-119.795,38.9581
0.0294528,-120.223,39.19109
0.022624,-119.8581,39.24089
0.0996544,-120.2885,39.4738
3.2e-05,-119.9218,39.5239
0.31040645,-120.4549,38.57567
0.45452803,-120.094,38.62627
0.0588736,-120.5208,38.8577
0.21675521,-120.1582,38.90858
0.20649599,-119.795,38.9581
0.025363201,-120.223,39.19109
0.015827201,-119.8581,39.24089
0.16088961,-120.2885,39.4738
1.28e-05,-119.9218,39.5239
0.28337282,-120.4549,38.57567
0.6520128,-120.094,38.62627
0.062214404,-120.5208,38.8577
0.30815363,-120.1582,38.90858
0.20130561,-119.795,38.9581
0.1082048,-120.223,39.19109
0.035782397,-119.8581,39.24089
0.2418624,-120.2885,39.4738
0.0035136002,-119.9218,39.5239
0.6008896,-120.4549,38.57567
0.68312323,-120.094,38.62627
0.0,-120.5208,38.8577
0.32332802,-120.1582,38.90858
0.2735488,-119.795,38.9581
0.055206403,-120.223,39.19109
0.050988797,-119.8581,39.24089
0.2490816,-120.2885,39.4738
0.021792,-119.9218,39.5239
0.5928,-120.4549,38.57567
0.6326336,-120.094,38.62627
0.1078208,-120.5208,38.8577
0.32018563,-120.1582,38.90858
0.2699072,-119.795,38.9581
0.16597122,-120.223,39.19109
0.0656896,-119.8581,39.24089
0.1762944,-120.2885,39.4738
0.029452803,-119.9218,39.5239
0.011212799,-120.4549,38.57567
0.4966976,-120.094,38.62627
0.0,-120.5208,38.8577
0.23056,-120.1582,38.90858
0.22238079,-119.795,38.9581
0.0352768,-120.223,39.19109
0.041401602,-119.8581,39.24089
0.0695744,-120.2885,39.4738
0.0001408,-119.9218,39.5239
0.0024064002,-120.4549,38.57567
0.42767358,-120.094,38.62627
0.0,-120.5208,38.8577
0.2265536,-120.1582,38.90858
0.2207936,-119.795,38.9581
0.0108928,-120.223,39.19109
0.0411904,-119.8581,39.24089
0.034067202,-120.2885,39.4738
7.04e-05,-119.9218,39.5239
0.0006272,-120.4549,38.57567
0.358048,-120.094,38.62627
0.0,-120.5208,38.8577
0.2217344,-120.1582,38.90858
0.21745281,-119.795,38.9581
0.0072192005,-120.223,39.19109
0.039500803,-119.8581,39.24089
0.0283328,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.3813248,-120.094,38.62627
0.0,-120.5208,38.8577
0.24056962,-120.1582,38.90858
0.3643712,-119.795,38.9581
0.023475198,-120.223,39.19109
0.024691202,-119.8581,39.24089
0.0328832,-120.2885,39.4738
1.28e-05,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.0,-120.5208,38.8577
6.4e-06,-120.1582,38.90858
6.4e-06,-119.795,38.9581
0.0055616,-120.223,39.19109
0.024851197,-119.8581,39.24089
0.0039232,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0,-120.4549,38.57567
0.25804803,-120.094,38.62627
0.0,-120.5208,38.8577
0.0068607996,-120.1582,38.90858
0.2494784,-119.795,38.9581
0.0045376,-120.223,39.19109
0.015507199,-119.8581,39.24089
0.0020992002,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0283264,-120.4549,38.57567
0.45973122,-120.094,38.62627
6.4e-06,-120.5208,38.8577
0.0396992,-120.1582,38.90858
0.4547904,-119.795,38.9581
0.0119488,-120.223,39.19109
0.0132288,-119.8581,39.24089
0.0133376,-120.2885,39.4738
0.0001728,-119.9218,39.5239
0.0185856,-120.4549,38.57567
0.40711045,-120.094,38.62627
0.0,-120.5208,38.8577
0.008300799,-120.1582,38.90858
0.40534398,-119.795,38.9581
0.0114816,-120.223,39.19109
0.012563201,-119.8581,39.24089
0.0033472,-120.2885,39.4738
0.0,-119.9218,39.5239
0.0744576,-120.4549,38.57567
0.4435072,-120.094,38.62627
0.0,-120.5208,38.8577
0.0266624,-120.1582,38.90858
0.43499523,-119.795,38.9581
0.0135104,-120.223,39.19109
0.024902401,-119.8581,39.24089
0.0134848,-120.2885,39.4738
5.7600002e-05,-119.9218,39.5239
0.051795196,-120.4549,38.57567
0.4704064,-120.094,38.62627
0.0,-120.5208,38.8577
0.0370432,-120.1582,38.90858
0.382816,-119.795,38.9581
0.000864,-120.223,39.19109
0.0120256,-119.8581,39.24089
0.0326592,-120.2885,39.4738
0.0,-119.9218,39.5239
0.1050944,-120.4549,38.57567
0.6897024,-120.094,38.62627
0.0,-120.5208,38.8577
0.0741632,-120.1582,38.90858
0.5438848,-119.795,38.9581
0.052396797,-120.223,39.19109
0.03136,-119.8581,39.24089
0.0598464,-120.2885,39.4738
0.0001472,-119.9218,39.5239
0.1592512,-120.4549,38.57567
0.8047104,-120.094,38.62627
0.0,-120.5208,38.8577
0.1521472,-120.1582,38.90858
0.55285764,-119.795,38.9581
0.1617152,-120.223,39.19109
0.06660479,-119.8581,39.24089
0.131744,-120.2885,39.4738
0.0058752,-119.9218,39.5239
0.35813764,-120.4549,38.57567
1.0390208,-120.094,38.62627
0.089792,-120.5208,38.8577
0.18848641,-120.1582,38.90858
0.6369792,-119.795,38.9581
0.1990912,-120.223,39.19109
0.0515264,-119.8581,39.24089
0.1652224,-120.2885,39.4738
0.0195584,-119.9218,39.5239
0.3207424,-120.4549,38.57567
1.1078591,-120.094,38.62627
0.0379904,-120.5208,38.8577
0.07792,-120.1582,38.90858
0.6423488,-119.795,38.9581
0.0979392,-120.223,39.19109
0.0810368,-119.8581,39.24089
0.1576896,-120.2885,39.4738
0.015942398,-119.9218,39.5239
0.32992637,-120.4549,38.57567
1.0342528,-120.094,38.62627
0.018732801,-120.5208,38.8577
0.0533312,-120.1582,38.90858
0.61056,-119.795,38.9581
0.054368004,-120.223,39.19109
0.0785152,-119.8581,39.24089
0.12956801,-120.2885,39.4738
0.0173888,-119.9218,39.5239
0.30089602,-120.4549,38.57567
0.864,-120.094,38.62627
0.0221888,-120.5208,38.8577
0.0,-120.1582,38.90858
0.57342076,-119.795,38.9581
0.0274368,-120.223,39.19109
0.0468224,-119.8581,39.24089
0.0683392,-120.2885,39.4738
0.031033602,-119.9218,39.5239
0.24306563,-120.4549,38.57567
0.8667392,-120.094,38.62627
0.0216,-120.5208,38.8577
0.0520256,-120.1582,38.90858
0.5809024,-119.795,38.9581
0.0782656,-120.223,39.19109
0.0865728,-119.8581,39.24089
0.0984192,-120.2885,39.4738
0.034067202,-119.9218,39.5239
0.20339201,-120.4549,38.57567
1.0907967,-120.094,38.62627
0.032588802,-120.5208,38.8577
0.31841922,-120.1582,38.90858
0.6867392,-119.795,38.9581
0.3692544,-120.223,39.19109
0.2521088,-119.8581,39.24089
0.38768,-120.2885,39.4738
0.0966656,-119.9218,39.5239
0.2750528,-120.4549,38.57567
1.2153409,-120.094,38.62627
0.042316798,-120.5208,38.8577
0.076832004,-120.1582,38.90858
0.7863808,-119.795,38.9581
0.1547776,-120.223,39.19109
0.3261952,-119.8581,39.24089
0.27512318,-120.2885,39.4738
0.117075205,-119.9218,39.5239
0.31996164,-120.4549,38.57567
1.0933377,-120.094,38.62627
0.0127232,-120.5208,38.8577
0.1180352,-120.1582,38.90858
0.64140797,-119.795,38.9581
0.0826432,-120.223,39.19109
0.21087359,-119.8581,39.24089
0.21278721,-120.2885,39.4738
0.0523328,-119.9218,39.5239
0.17315198,-120.4549,38.57567
1.0220928,-120.094,38.62627
0.0016512,-120.5208,38.8577
0.2074304,-120.1582,38.90858
0.5947648,-119.795,38.9581
0.041414402,-120.223,39.19109
0.108256,-119.8581,39.24089
0.1425408,-120.2885,39.4738
0.0406336,-119.9218,39.5239
0.0957952,-120.4549,38.57567
0.75008637,-120.094,38.62627
0.0006272,-120.5208,38.8577
0.0072832,-120.1582,38.90858
0.5378816,-119.795,38.9581
0.0164288,-120.223,39.19109
0.0,-119.8581,39.24089
0.029817602,-120.2885,39.4738
0.0,-119.9218,39.5239
0.23037441,-120.4549,38.57567
0.9239552,-120.094,38.62627
0.0204864,-120.5208,38.8577
0.15314561,-120.1582,38.90858
0.7362112,-119.795,38.9581
0.1507584,-120.223,39.19109
0.072972804,-119.8581,39.24089
0.16895999,-120.2885,39.4738
0.030988801,-119.9218,39.5239
0.30900478,-120.4549,38.57567
1.1567425,-120.094,38.62627
0.0577472,-120.5208,38.8577
0.148704,-120.1582,38.90858
0.83672315,-119.795,38.9581
0.30798718,-120.223,39.19109
0.176096,-119.8581,39.24089
0.23631999,-120.2885,39.4738
0.0674432,-119.9218,39.5239
0.4241152,-120.4549,38.57567
1.3628416,-120.094,38.62627
0.1822912,-120.5208,38.8577
0.35418242,-120.1582,38.90858
0.8597696,-119.795,38.9581
0.2969024,-120.223,39.19109
0.2879104,-119.8581,39.24089
0.2581312,-120.2885,39.4738
0.0772672,-119.9218,39.5239
0.4057664,-120.4549,38.57567
1.4519297,-120.094,38.62627
0.1435328,-120.5208,38.8577
0.4366848,-120.1582,38.90858
0.83122563,-119.795,38.9581
0.22048001,-120.223,39.19109
0.3247808,-119.8581,39.24089
0.2371328,-120.2885,39.4738
0.0879168,-119.9218,39.5239
0.4018624,-120.4549,38.57567
1.3859329,-120.094,38.62627
0.052736,-120.5208,38.8577
0.41745284,-120.1582,38.90858
0.75645447,-119.795,38.9581
0.14974721,-120.223,39.19109
0.28664958,-119.8581,39.24089
0.195136,-120.2885,39.4738
0.060127996,-119.9218,39.5239
0.38596478,-120.4549,38.57567
1.253472,-120.094,38.62627
0.0240192,-120.5208,38.8577
0.30577278,-120.1582,38.90858
0.7264704,-119.795,38.9581
0.0786432,-120.223,39.19109
0.2211712,-119.8581,39.24089
0.13311361,-120.2885,39.4738
0.042867202,-119.9218,39.5239
0.3868288,-120.4549,38.57567
1.2281153,-120.094,38.62627
0.0284992,-120.5208,38.8577
0.30200958,-120.1582,38.90858
0.67812485,-119.795,38.9581
0.0648064,-120.223,39.19109
0.20013441,-119.8581,39.24089
0.1284992,-120.2885,39.4738
0.057126403,-119.9218,39.5239
0.3796736,-120.4549,38.57567
1.1989632,-120.094,38.62627
0.013824,-120.5208,38.8577
0.2975872,-120.1582,38.90858
0.6433152,-119.795,38.9581
0.046355203,-120.223,39.19109
0.19704318,-119.8581,39.24089
0.1261504,-120.2885,39.4738
0.042272005,-119.9218,39.5239
0.366848,-120.4549,38.57567
1.1204928,-120.094,38.62627
0.0110016,-120.5208,38.8577
0.2295424,-120.1582,38.90858
0.5651968,-119.795,38.9581
0.045164797,-120.223,39.19109
0.16315523,-119.8581,39.24089
0.0835072,-120.2885,39.4738
