mslet,lon,lat
102172.484,-120.4549,38.57567
102350.984,-120.094,38.62627
102236.734,-120.5208,38.8577
102433.11,-120.1582,38.90858
102604.36,-119.795,38.9581
102506.86,-120.223,39.19109
102656.734,-119.8581,39.24089
102597.11,-120.2885,39.4738
102700.11,-119.9218,39.5239
102514.83,-120.4549,38.57567
102671.08,-120.094,38.62627
102517.45,-120.5208,38.8577
102709.58,-120.1582,38.90858
102884.08,-119.795,38.9581
102748.45,-120.223,39.19109
102914.45,-119.8581,39.24089
102810.95,-120.2885,39.4738
102929.7,-119.9218,39.5239
102494.17,-120.4549,38.57567
102562.92,-120.094,38.62627
102491.55,-120.5208,38.8577
102573.8,-120.1582,38.90858
102657.55,-119.795,38.9581
102585.67,-120.223,39.19109
102664.17,-119.8581,39.24089
102604.92,-120.2885,39.4738
102662.92,-119.9218,39.5239
101818.555,-120.4549,38.57567
101822.305,-120.094,38.62627
101813.555,-120.5208,38.8577
101823.18,-120.1582,38.90858
101835.93,-119.795,38.9581
101828.18,-120.223,39.19109
101839.43,-119.8581,39.24089
101830.68,-120.2885,39.4738
101839.68,-119.9218,39.5239
100942.94,-120.4549,38.57567
100885.94,-120.094,38.62627
100925.69,-120.5208,38.8577
100871.81,-120.1582,38.90858
100833.19,-119.795,38.9581
100867.81,-120.223,39.19109
100834.31,-119.8581,39.24089
100846.56,-120.2885,39.4738
100824.56,-119.9218,39.5239
101159.24,-120.4549,38.57567
101047.49,-120.094,38.62627
101097.62,-120.5208,38.8577
100976.12,-120.1582,38.90858
100900.37,-119.795,38.9581
100922.74,-120.223,39.19109
100855.24,-119.8581,39.24089
100850.99,-120.2885,39.4738
100809.37,-119.9218,39.5239
101546.2,-120.4549,38.57567
101434.95,-120.094,38.62627
101510.33,-120.5208,38.8577
101370.58,-120.1582,38.90858
101268.7,-119.795,38.9581
101329.95,-120.223,39.19109
101238.2,-119.8581,39.24089
101281.7,-120.2885,39.4738
101225.58,-119.9218,39.5239
101992.195,-120.4549,38.57567
101969.57,-120.094,38.62627
101992.32,-120.5208,38.8577
101968.945,-120.1582,38.90858
101946.945,-119.795,38.9581
101972.32,-120.223,39.19109
101951.945,-119.8581,39.24089
101963.07,-120.2885,39.4738
101951.07,-119.9218,39.5239
101602.51,-120.4549,38.57567
101516.13,-120.094,38.62627
101574.01,-120.5208,38.8577
101477.88,-120.1582,38.90858
101394.51,-119.795,38.9581
101441.13,-120.223,39.19109
101369.63,-119.8581,39.24089
101392.63,-120.2885,39.4738
101340.13,-119.9218,39.5239
102180.64,-120.4549,38.57567
102142.89,-120.094,38.62627
102181.64,-120.5208,38.8577
102134.516,-120.1582,38.90858
102074.766,-119.795,38.9581
102127.14,-120.223,39.19109
102078.89,-119.8581,39.24089
102111.016,-120.2885,39.4738
102073.766,-119.9218,39.5239
101726.53,-120.4549,38.57567
101725.53,-120.094,38.62627
101728.41,-120.5208,38.8577
101727.16,-120.1582,38.90858
101733.16,-119.795,38.9581
101732.28,-120.223,39.19109
101738.41,-119.8581,39.24089
101727.78,-120.2885,39.4738
101733.28,-119.9218,39.5239
101421.99,-120.4549,38.57567
101476.99,-120.094,38.62627
101433.87,-120.5208,38.8577
101498.12,-120.1582,38.90858
101550.49,-119.795,38.9581
101522.74,-120.223,39.19109
101578.74,-119.8581,39.24089
101549.62,-120.2885,39.4738
101599.87,-119.9218,39.5239
101704.84,-120.4549,38.57567
101749.22,-120.094,38.62627
101703.34,-120.5208,38.8577
101767.59,-120.1582,38.90858
101826.47,-119.795,38.9581
101785.84,-120.223,39.19109
101849.59,-119.8581,39.24089
101809.59,-120.2885,39.4738
101869.22,-119.9218,39.5239
101538.83,-120.4549,38.57567
101629.58,-120.094,38.62627
101562.08,-120.5208,38.8577
101675.08,-120.1582,38.90858
101780.95,-119.795,38.9581
101724.45,-120.223,39.19109
101835.58,-119.8581,39.24089
101784.33,-120.2885,39.4738
101885.2,-119.9218,39.5239
101286.86,-120.4549,38.57567
101326.36,-120.094,38.62627
101289.61,-120.5208,38.8577
101337.36,-120.1582,38.90858
101377.86,-119.795,38.9581
101353.984,-120.223,39.19109
101398.984,-119.8581,39.24089
101371.36,-120.2885,39.4738
101413.36,-119.9218,39.5239
101264.484,-120.4549,38.57567
101181.984,-120.094,38.62627
101214.61,-120.5208,38.8577
101138.11,-120.1582,38.90858
101096.11,-119.795,38.9581
101101.61,-120.223,39.19109
101076.86,-119.8581,39.24089
101055.11,-120.2885,39.4738
101063.484,-119.9218,39.5239
101091.47,-120.4549,38.57567
100912.22,-120.094,38.62627
101025.34,-120.5208,38.8577
100854.09,-120.1582,38.90858
100745.84,-119.795,38.9581
100794.97,-120.223,39.19109
100698.84,-119.8581,39.24089
100700.47,-120.2885,39.4738
100659.22,-119.9218,39.5239
102346.54,-120.4549,38.57567
102284.29,-120.094,38.62627
102326.79,-120.5208,38.8577
102253.914,-120.1582,38.90858
102181.79,-119.795,38.9581
102226.914,-120.223,39.19109
102167.664,-119.8581,39.24089
102201.04,-120.2885,39.4738
102156.54,-119.9218,39.5239
102831.195,-120.4549,38.57567
102856.57,-120.094,38.62627
102836.82,-120.5208,38.8577
102833.32,-120.1582,38.90858
102800.82,-119.795,38.9581
102817.57,-120.223,39.19109
102779.82,-119.8581,39.24089
102785.07,-120.2885,39.4738
102737.07,-119.9218,39.5239
102111.586,-120.4549,38.57567
102059.71,-120.094,38.62627
102087.46,-120.5208,38.8577
102022.586,-120.1582,38.90858
101951.71,-119.795,38.9581
101991.836,-120.223,39.19109
101927.836,-119.8581,39.24089
101946.71,-120.2885,39.4738
101894.086,-119.9218,39.5239
101782.99,-120.4549,38.57567
101631.87,-120.094,38.62627
101763.62,-120.5208,38.8577
101603.99,-120.1582,38.90858
101453.74,-119.795,38.9581
101582.12,-120.223,39.19109
101449.87,-119.8581,39.24089
101563.87,-120.2885,39.4738
101461.12,-119.9218,39.5239
102797.06,-120.4549,38.57567
102884.81,-120.094,38.62627
102842.44,-120.5208,38.8577
102943.31,-120.1582,38.90858
103018.56,-119.795,38.9581
102995.19,-120.223,39.19109
103061.44,-119.8581,39.24089
103059.81,-120.2885,39.4738
103100.94,-119.9218,39.5239
102955.44,-120.4549,38.57567
103014.31,-120.094,38.62627
102961.44,-120.5208,38.8577
103020.06,-120.1582,38.90858
103068.19,-119.795,38.9581
103030.19,-120.223,39.19109
103067.94,-119.8581,39.24089
103053.31,-120.2885,39.4738
103074.19,-119.9218,39.5239
102569.086,-120.4549,38.57567
102720.086,-120.094,38.62627
102602.836,-120.5208,38.8577
102765.96,-120.1582,38.90858
102895.21,-119.795,38.9581
102821.336,-120.223,39.19109
102936.086,-119.8581,39.24089
102900.21,-120.2885,39.4738
102974.71,-119.9218,39.5239
102424.984,-120.4549,38.57567
102546.734,-120.094,38.62627
102436.11,-120.5208,38.8577
102584.36,-120.1582,38.90858
102720.734,-119.795,38.9581
102634.234,-120.223,39.19109
102762.36,-119.8581,39.24089
102710.36,-120.2885,39.4738
102805.984,-119.9218,39.5239
102629.03,-120.4549,38.57567
102800.28,-120.094,38.62627
102646.03,-120.5208,38.8577
102846.66,-120.1582,38.90858
103023.28,-119.795,38.9581
102897.78,-120.223,39.19109
103064.03,-119.8581,39.24089
102971.78,-120.2885,39.4738
103096.41,-119.9218,39.5239
102472.04,-120.4549,38.57567
102561.414,-120.094,38.62627
102475.914,-120.5208,38.8577
102583.914,-120.1582,38.90858
102677.664,-119.795,38.9581
102619.79,-120.223,39.19109
102708.54,-119.8581,39.24089
102672.04,-120.2885,39.4738
102736.664,-119.9218,39.5239
101864.54,-120.4549,38.57567
101992.664,-120.094,38.62627
101881.79,-120.5208,38.8577
102028.29,-120.1582,38.90858
102156.79,-119.795,38.9581
102079.414,-120.223,39.19109
102200.664,-119.8581,39.24089
102153.164,-120.2885,39.4738
102249.164,-119.9218,39.5239
101501.66,-120.4549,38.57567
101536.41,-120.094,38.62627
101498.66,-120.5208,38.8577
101550.16,-120.1582,38.90858
101606.03,-119.795,38.9581
101576.53,-120.223,39.19109
101638.16,-119.8581,39.24089
101619.28,-120.2885,39.4738
101671.91,-119.9218,39.5239
101402.13,-120.4549,38.57567
101456.63,-120.094,38.62627
101409.01,-120.5208,38.8577
101470.88,-120.1582,38.90858
101524.38,-119.795,38.9581
101493.13,-120.223,39.19109
101549.51,-119.8581,39.24089
101523.88,-120.2885,39.4738
101574.01,-119.9218,39.5239
101182.48,-120.4549,38.57567
101213.1,-120.094,38.62627
101179.1,-120.5208,38.8577
101223.48,-120.1582,38.90858
101272.6,-119.795,38.9581
101237.6,-120.223,39.19109
101291.73,-119.8581,39.24089
101258.98,-120.2885,39.4738
101309.23,-119.9218,39.5239
101168.445,-120.4549,38.57567
101129.945,-120.094,38.62627
101143.445,-120.5208,38.8577
101106.82,-120.1582,38.90858
101078.695,-119.795,38.9581
101090.57,-120.223,39.19109
101070.32,-119.8581,39.24089
101067.195,-120.2885,39.4738
101055.695,-119.9218,39.5239
100319.16,-120.4549,38.57567
100235.03,-120.094,38.62627
100289.78,-120.5208,38.8577
100216.91,-120.1582,38.90858
100159.66,-119.795,38.9581
100205.41,-120.223,39.19109
100163.03,-119.8581,39.24089
100182.28,-120.2885,39.4738
100160.16,-119.9218,39.5239
100129.1,-120.4549,38.57567
100027.85,-120.094,38.62627
100079.23,-120.5208,38.8577
99983.1,-120.1582,38.90858
99908.6,-119.795,38.9581
99950.6,-120.223,39.19109
99887.1,-119.8581,39.24089
99912.98,-120.2885,39.4738
99876.23,-119.9218,39.5239
100230.8,-120.4549,38.57567
100102.8,-120.094,38.62627
100180.17,-120.5208,38.8577
100047.92,-120.1582,38.90858
99949.42,-119.795,38.9581
99991.67,-120.223,39.19109
99907.05,-119.8581,39.24089
99910.05,-120.2885,39.4738
99852.92,-119.9218,39.5239
100640.6,-120.4549,38.57567
100515.6,-120.094,38.62627
100621.6,-120.5208,38.8577
100516.1,-120.1582,38.90858
100424.35,-119.795,38.9581
100507.35,-120.223,39.19109
100433.35,-119.8581,39.24089
100498.85,-120.2885,39.4738
100452.73,-119.9218,39.5239
101940.89,-120.4549,38.57567
101894.516,-120.094,38.62627
101934.64,-120.5208,38.8577
101870.39,-120.1582,38.90858
101798.766,-119.795,38.9581
101853.14,-120.223,39.19109
101780.39,-119.8581,39.24089
101841.516,-120.2885,39.4738
101776.266,-119.9218,39.5239
102628.71,-120.4549,38.57567
102664.21,-120.094,38.62627
102627.46,-120.5208,38.8577
102664.46,-120.1582,38.90858
102698.586,-119.795,38.9581
102671.21,-120.223,39.19109
102705.96,-119.8581,39.24089
102688.336,-120.2885,39.4738
102713.086,-119.9218,39.5239
102244.75,-120.4549,38.57567
102244.625,-120.094,38.62627
102251.5,-120.5208,38.8577
102255.875,-120.1582,38.90858
102261.875,-119.795,38.9581
102276.0,-120.223,39.19109
102285.5,-119.8581,39.24089
102298.75,-120.2885,39.4738
102310.0,-119.9218,39.5239
101404.77,-120.4549,38.57567
101351.77,-120.094,38.62627
101389.65,-120.5208,38.8577
101330.15,-120.1582,38.90858
101295.02,-119.795,38.9581
101319.65,-120.223,39.19109
101288.15,-119.8581,39.24089
101303.27,-120.2885,39.4738
101284.65,-119.9218,39.5239
101175.4,-120.4549,38.57567
101003.15,-120.094,38.62627
101127.27,-120.5208,38.8577
100970.4,-120.1582,38.90858
100862.52,-119.795,38.9581
100921.77,-120.223,39.19109
100838.4,-119.8581,39.24089
100851.9,-120.2885,39.4738
100810.77,-119.9218,39.5239
102150.8,-120.4549,38.57567
102126.3,-120.094,38.62627
102135.17,-120.5208,38.8577
102096.17,-120.1582,38.90858
102038.55,-119.795,38.9581
102067.92,-120.223,39.19109
102011.3,-119.8581,39.24089
102029.05,-120.2885,39.4738
101975.17,-119.9218,39.5239
102028.74,-120.4549,38.57567
101965.12,-120.094,38.62627
102010.37,-120.5208,38.8577
101939.49,-120.1582,38.90858
101879.49,-119.795,38.9581
101927.37,-120.223,39.19109
101868.49,-119.8581,39.24089
101900.62,-120.2885,39.4738
101863.62,-119.9218,39.5239
100895.375,-120.4549,38.57567
100802.875,-120.094,38.62627
100844.25,-120.5208,38.8577
100727.375,-120.1582,38.90858
100645.5,-119.795,38.9581
100688.25,-120.223,39.19109
100617.875,-119.8581,39.24089
100628.0,-120.2885,39.4738
100589.125,-119.9218,39.5239
99940.28,-120.4549,38.57567
99824.41,-120.094,38.62627
99888.91,-120.5208,38.8577
99759.16,-120.1582,38.90858
99690.91,-119.795,38.9581
99688.03,-120.223,39.19109
99633.91,-119.8581,39.24089
99587.41,-120.2885,39.4738
99583.78,-119.9218,39.5239
100974.664,-120.4549,38.57567
100793.164,-120.094,38.62627
100923.664,-120.5208,38.8577
100751.79,-120.1582,38.90858
100621.414,-119.795,38.9581
100702.164,-120.223,39.19109
100590.664,-119.8581,39.24089
100626.914,-120.2885,39.4738
100563.664,-119.9218,39.5239
101800.57,-120.4549,38.57567
101683.695,-120.094,38.62627
101767.32,-120.5208,38.8577
101650.195,-120.1582,38.90858
101570.82,-119.795,38.9581
101628.945,-120.223,39.19109
101554.82,-119.8581,39.24089
101589.195,-120.2885,39.4738
101552.57,-119.9218,39.5239
101725.52,-120.4549,38.57567
101630.9,-120.094,38.62627
101710.9,-120.5208,38.8577
101621.9,-120.1582,38.90858
101566.9,-119.795,38.9581
101617.4,-120.223,39.19109
101570.4,-119.8581,39.24089
101620.15,-120.2885,39.4738
101604.65,-119.9218,39.5239
102074.52,-120.4549,38.57567
102094.15,-120.094,38.62627
102109.15,-120.5208,38.8577
102137.02,-120.1582,38.90858
102159.9,-119.795,38.9581
102181.77,-120.223,39.19109
102205.4,-119.8581,39.24089
102240.27,-120.2885,39.4738
102260.15,-119.9218,39.5239
102421.15,-120.4549,38.57567
102503.15,-120.094,38.62627
102450.15,-120.5208,38.8577
102537.02,-120.1582,38.90858
102606.15,-119.795,38.9581
102574.77,-120.223,39.19109
102634.65,-119.8581,39.24089
102625.77,-120.2885,39.4738
102657.9,-119.9218,39.5239
101710.75,-120.4549,38.57567
101673.75,-120.094,38.62627
101681.75,-120.5208,38.8577
101633.5,-120.1582,38.90858
101585.25,-119.795,38.9581
101602.5,-120.223,39.19109
101557.25,-119.8581,39.24089
101579.25,-120.2885,39.4738
101544.5,-119.9218,39.5239
100723.0,-120.4549,38.57567
100743.25,-120.094,38.62627
100746.0,-120.5208,38.8577
100775.25,-120.1582,38.90858
100795.125,-119.795,38.9581
100805.75,-120.223,39.19109
100826.625,-119.8581,39.24089
100848.125,-120.2885,39.4738
100864.5,-119.9218,39.5239
101555.92,-120.4549,38.57567
101650.8,-120.094,38.62627
101593.3,-120.5208,38.8577
101690.05,-120.1582,38.90858
101763.3,-119.795,38.9581
101731.8,-120.223,39.19109
101800.8,-119.8581,39.24089
101785.67,-120.2885,39.4738
101833.55,-119.9218,39.5239
102462.73,-120.4549,38.57567
102485.98,-120.094,38.62627
102454.73,-120.5208,38.8577
102469.6,-120.1582,38.90858
102472.48,-119.795,38.9581
102460.35,-120.223,39.19109
102459.98,-119.8581,39.24089
102455.73,-120.2885,39.4738
102447.98,-119.9218,39.5239
102518.86,-120.4549,38.57567
102505.86,-120.094,38.62627
102506.86,-120.5208,38.8577
102471.984,-120.1582,38.90858
102436.86,-119.795,38.9581
102446.734,-120.223,39.19109
102407.61,-119.8581,39.24089
102409.86,-120.2885,39.4738
102379.61,-119.9218,39.5239
101807.65,-120.4549,38.57567
101741.27,-120.094,38.62627
101781.9,-120.5208,38.8577
101689.02,-120.1582,38.90858
101601.52,-119.795,38.9581
101657.52,-120.223,39.19109
101572.15,-119.8581,39.24089
101602.52,-120.2885,39.4738
101539.77,-119.9218,39.5239
101456.08,-120.4549,38.57567
101354.83,-120.094,38.62627
101388.45,-120.5208,38.8577
101255.08,-120.1582,38.90858
101138.2,-119.795,38.9581
101179.58,-120.223,39.19109
101077.08,-119.8581,39.24089
101074.33,-120.2885,39.4738
101003.58,-119.9218,39.5239
101378.88,-120.4549,38.57567
101306.88,-120.094,38.62627
101325.13,-120.5208,38.8577
101233.13,-120.1582,38.90858
101166.63,-119.795,38.9581
101173.51,-120.223,39.19109
101119.01,-119.8581,39.24089
101087.51,-120.2885,39.4738
101059.63,-119.9218,39.5239
