mslet,lon,lat
101849.58,-120.4549,38.57567
101722.45,-120.094,38.62627
101822.7,-120.5208,38.8577
101686.2,-120.1582,38.90858
101564.2,-119.795,38.9581
101650.58,-120.223,39.19109
101549.2,-119.8581,39.24089
101604.83,-120.2885,39.4738
101530.08,-119.9218,39.5239
101917.836,-120.4549,38.57567
101856.586,-120.094,38.62627
101913.96,-120.5208,38.8577
101848.586,-120.1582,38.90858
101779.586,-119.795,38.9581
101851.336,-120.223,39.19109
101789.086,-119.8581,39.24089
101846.086,-120.2885,39.4738
101800.836,-119.9218,39.5239
101240.61,-120.4549,38.57567
101200.61,-120.094,38.62627
101254.36,-120.5208,38.8577
101229.86,-120.1582,38.90858
101207.11,-119.795,38.9581
101256.984,-120.223,39.19109
101244.11,-119.8581,39.24089
101277.61,-120.2885,39.4738
101274.61,-119.9218,39.5239
101604.99,-120.4549,38.57567
101558.87,-120.094,38.62627
101604.87,-120.5208,38.8577
101559.12,-120.1582,38.90858
101517.24,-119.795,38.9581
101562.74,-120.223,39.19109
101533.49,-119.8581,39.24089
101569.49,-120.2885,39.4738
101551.12,-119.9218,39.5239
101917.75,-120.4549,38.57567
101871.25,-120.094,38.62627
101916.125,-120.5208,38.8577
101868.875,-120.1582,38.90858
101815.125,-119.795,38.9581
101863.75,-120.223,39.19109
101818.75,-119.8581,39.24089
101851.375,-120.2885,39.4738
101824.25,-119.9218,39.5239
101536.766,-120.4549,38.57567
101539.64,-120.094,38.62627
101551.016,-120.5208,38.8577
101551.016,-120.1582,38.90858
101534.766,-119.795,38.9581
101565.516,-120.223,39.19109
101555.39,-119.8581,39.24089
101578.64,-120.2885,39.4738
101573.766,-119.9218,39.5239
100751.07,-120.4549,38.57567
100678.32,-120.094,38.62627
100723.07,-120.5208,38.8577
100641.32,-120.1582,38.90858
100590.07,-119.795,38.9581
100611.945,-120.223,39.19109
100569.82,-119.8581,39.24089
100565.945,-120.2885,39.4738
100544.195,-119.9218,39.5239
101328.75,-120.4549,38.57567
101214.0,-120.094,38.62627
101290.5,-120.5208,38.8577
101191.0,-120.1582,38.90858
101105.5,-119.795,38.9581
101152.625,-120.223,39.19109
101093.875,-119.8581,39.24089
101109.125,-120.2885,39.4738
101070.5,-119.9218,39.5239
101488.71,-120.4549,38.57567
101397.586,-120.094,38.62627
101466.086,-120.5208,38.8577
101374.46,-120.1582,38.90858
101273.336,-119.795,38.9581
101348.46,-120.223,39.19109
101261.21,-119.8581,39.24089
101318.46,-120.2885,39.4738
101253.586,-119.9218,39.5239
101597.625,-120.4549,38.57567
101544.5,-120.094,38.62627
101570.875,-120.5208,38.8577
101516.375,-120.1582,38.90858
101459.25,-119.795,38.9581
101490.625,-120.223,39.19109
101439.5,-119.8581,39.24089
101458.5,-120.2885,39.4738
101422.75,-119.9218,39.5239
101333.875,-120.4549,38.57567
101320.875,-120.094,38.62627
101340.5,-120.5208,38.8577
101329.75,-120.1582,38.90858
101308.0,-119.795,38.9581
101342.625,-120.223,39.19109
101324.0,-119.8581,39.24089
101358.375,-120.2885,39.4738
101346.75,-119.9218,39.5239
101767.914,-120.4549,38.57567
101816.54,-120.094,38.62627
101784.414,-120.5208,38.8577
101845.04,-120.1582,38.90858
101887.79,-119.795,38.9581
101871.79,-120.223,39.19109
101912.164,-119.8581,39.24089
101913.914,-120.2885,39.4738
101948.54,-119.9218,39.5239
101311.34,-120.4549,38.57567
101338.97,-120.094,38.62627
101312.09,-120.5208,38.8577
101338.59,-120.1582,38.90858
101345.84,-119.795,38.9581
101340.72,-120.223,39.19109
101346.09,-119.8581,39.24089
101351.34,-120.2885,39.4738
101349.22,-119.9218,39.5239
101802.34,-120.4549,38.57567
101838.34,-120.094,38.62627
101845.34,-120.5208,38.8577
101879.09,-120.1582,38.90858
101885.09,-119.795,38.9581
101921.47,-120.223,39.19109
101923.09,-119.8581,39.24089
101978.22,-120.2885,39.4738
101970.84,-119.9218,39.5239
102377.77,-120.4549,38.57567
102507.15,-120.094,38.62627
102417.15,-120.5208,38.8577
102562.4,-120.1582,38.90858
102683.4,-119.795,38.9581
102615.4,-120.223,39.19109
102721.77,-119.8581,39.24089
102683.02,-120.2885,39.4738
102756.4,-119.9218,39.5239
102410.41,-120.4549,38.57567
102491.91,-120.094,38.62627
102408.41,-120.5208,38.8577
102512.41,-120.1582,38.90858
102604.41,-119.795,38.9581
102537.91,-120.223,39.19109
102627.53,-119.8581,39.24089
102582.41,-120.2885,39.4738
102656.16,-119.9218,39.5239
102098.125,-120.4549,38.57567
102181.5,-120.094,38.62627
102100.125,-120.5208,38.8577
102197.625,-120.1582,38.90858
102287.0,-119.795,38.9581
102221.75,-120.223,39.19109
102309.625,-119.8581,39.24089
102263.5,-120.2885,39.4738
102337.5,-119.9218,39.5239
101940.35,-120.4549,38.57567
101993.23,-120.094,38.62627
101938.98,-120.5208,38.8577
101996.23,-120.1582,38.90858
102049.1,-119.795,38.9581
102012.1,-120.223,39.19109
102063.48,-119.8581,39.24089
102039.35,-120.2885,39.4738
102083.73,-119.9218,39.5239
101663.98,-120.4549,38.57567
101702.35,-120.094,38.62627
101667.73,-120.5208,38.8577
101699.85,-120.1582,38.90858
101713.73,-119.795,38.9581
101711.48,-120.223,39.19109
101723.6,-119.8581,39.24089
101729.1,-120.2885,39.4738
101743.48,-119.9218,39.5239
101265.03,-120.4549,38.57567
101301.41,-120.094,38.62627
101280.16,-120.5208,38.8577
101316.78,-120.1582,38.90858
101334.41,-119.795,38.9581
101338.28,-120.223,39.19109
101354.78,-119.8581,39.24089
101362.16,-120.2885,39.4738
101374.91,-119.9218,39.5239
101207.34,-120.4549,38.57567
101170.47,-120.094,38.62627
101196.47,-120.5208,38.8577
101155.97,-120.1582,38.90858
101112.72,-119.795,38.9581
101144.09,-120.223,39.19109
101107.59,-119.8581,39.24089
101126.97,-120.2885,39.4738
101102.47,-119.9218,39.5239
101784.32,-120.4549,38.57567
101734.445,-120.094,38.62627
101789.945,-120.5208,38.8577
101726.195,-120.1582,38.90858
101655.57,-119.795,38.9581
101725.07,-120.223,39.19109
101650.32,-119.8581,39.24089
101721.945,-120.2885,39.4738
101652.82,-119.9218,39.5239
102040.32,-120.4549,38.57567
101994.445,-120.094,38.62627
102026.195,-120.5208,38.8577
101963.195,-120.1582,38.90858
101892.695,-119.795,38.9581
101945.07,-120.223,39.19109
101873.445,-119.8581,39.24089
101919.82,-120.2885,39.4738
101857.945,-119.9218,39.5239
102119.81,-120.4549,38.57567
102054.19,-120.094,38.62627
102107.06,-120.5208,38.8577
102025.31,-120.1582,38.90858
101948.31,-119.795,38.9581
102001.94,-120.223,39.19109
101924.44,-119.8581,39.24089
101969.44,-120.2885,39.4738
101908.56,-119.9218,39.5239
102291.65,-120.4549,38.57567
102262.52,-120.094,38.62627
102291.15,-120.5208,38.8577
102249.52,-120.1582,38.90858
102208.52,-119.795,38.9581
102245.4,-120.223,39.19109
102197.15,-119.8581,39.24089
102238.02,-120.2885,39.4738
102185.4,-119.9218,39.5239
101979.805,-120.4549,38.57567
101943.805,-120.094,38.62627
101977.055,-120.5208,38.8577
101936.93,-120.1582,38.90858
101899.805,-119.795,38.9581
101935.555,-120.223,39.19109
101902.555,-119.8581,39.24089
101924.18,-120.2885,39.4738
101903.18,-119.9218,39.5239
101759.59,-120.4549,38.57567
101651.59,-120.094,38.62627
101759.47,-120.5208,38.8577
101650.47,-120.1582,38.90858
101546.84,-119.795,38.9581
101645.97,-120.223,39.19109
101557.22,-119.8581,39.24089
101625.22,-120.2885,39.4738
101560.22,-119.9218,39.5239
101302.016,-120.4549,38.57567
101200.016,-120.094,38.62627
101290.016,-120.5208,38.8577
101185.766,-120.1582,38.90858
101092.016,-119.795,38.9581
101168.89,-120.223,39.19109
101090.64,-119.8581,39.24089
101134.516,-120.2885,39.4738
101076.64,-119.9218,39.5239
101953.31,-120.4549,38.57567
101854.69,-120.094,38.62627
101955.06,-120.5208,38.8577
101856.81,-120.1582,38.90858
101754.69,-119.795,38.9581
101852.94,-120.223,39.19109
101761.31,-119.8581,39.24089
101830.69,-120.2885,39.4738
101762.19,-119.9218,39.5239
102546.51,-120.4549,38.57567
102494.76,-120.094,38.62627
102543.38,-120.5208,38.8577
102487.88,-120.1582,38.90858
102429.63,-119.795,38.9581
102488.26,-120.223,39.19109
102433.76,-119.8581,39.24089
102485.26,-120.2885,39.4738
102435.38,-119.9218,39.5239
102402.32,-120.4549,38.57567
102398.57,-120.094,38.62627
102412.695,-120.5208,38.8577
102415.195,-120.1582,38.90858
102411.82,-119.795,38.9581
102441.445,-120.223,39.19109
102437.57,-119.8581,39.24089
102472.695,-120.2885,39.4738
102468.195,-119.9218,39.5239
102179.05,-120.4549,38.57567
102206.67,-120.094,38.62627
102191.42,-120.5208,38.8577
102228.05,-120.1582,38.90858
102258.8,-119.795,38.9581
102259.55,-120.223,39.19109
102291.8,-119.8581,39.24089
102293.42,-120.2885,39.4738
102322.05,-119.9218,39.5239
101620.22,-120.4549,38.57567
101614.59,-120.094,38.62627
101619.97,-120.5208,38.8577
101608.97,-120.1582,38.90858
101593.97,-119.795,38.9581
101615.22,-120.223,39.19109
101599.72,-119.8581,39.24089
101619.72,-120.2885,39.4738
101606.34,-119.9218,39.5239
101255.484,-120.4549,38.57567
101171.61,-120.094,38.62627
101238.11,-120.5208,38.8577
101162.11,-120.1582,38.90858
101086.984,-119.795,38.9581
101150.734,-120.223,39.19109
101088.36,-119.8581,39.24089
101129.234,-120.2885,39.4738
101083.11,-119.9218,39.5239
101509.76,-120.4549,38.57567
101452.76,-120.094,38.62627
101502.26,-120.5208,38.8577
101434.38,-120.1582,38.90858
101362.51,-119.795,38.9581
101423.26,-120.223,39.19109
101357.51,-119.8581,39.24089
101402.51,-120.2885,39.4738
101344.51,-119.9218,39.5239
101562.85,-120.4549,38.57567
101498.48,-120.094,38.62627
101555.23,-120.5208,38.8577
101492.23,-120.1582,38.90858
101424.85,-119.795,38.9581
101494.1,-120.223,39.19109
101435.85,-119.8581,39.24089
101487.98,-120.2885,39.4738
101443.35,-119.9218,39.5239
101447.88,-120.4549,38.57567
101364.13,-120.094,38.62627
101444.51,-120.5208,38.8577
101347.51,-120.1582,38.90858
101244.76,-119.795,38.9581
101336.63,-120.223,39.19109
101243.76,-119.8581,39.24089
101309.76,-120.2885,39.4738
101233.01,-119.9218,39.5239
101828.39,-120.4549,38.57567
101792.14,-120.094,38.62627
101822.89,-120.5208,38.8577
101762.016,-120.1582,38.90858
101683.14,-119.795,38.9581
101745.516,-120.223,39.19109
101669.64,-119.8581,39.24089
101711.14,-120.2885,39.4738
101642.64,-119.9218,39.5239
102210.33,-120.4549,38.57567
102127.33,-120.094,38.62627
102211.58,-120.5208,38.8577
102104.2,-120.1582,38.90858
101992.58,-119.795,38.9581
102094.08,-120.223,39.19109
101984.95,-119.8581,39.24089
102065.45,-120.2885,39.4738
101970.95,-119.9218,39.5239
102179.484,-120.4549,38.57567
102113.61,-120.094,38.62627
102179.484,-120.5208,38.8577
102096.36,-120.1582,38.90858
102016.36,-119.795,38.9581
102092.11,-120.223,39.19109
102012.11,-119.8581,39.24089
102075.484,-120.2885,39.4738
102003.61,-119.9218,39.5239
102018.86,-120.4549,38.57567
101901.61,-120.094,38.62627
102008.61,-120.5208,38.8577
101896.11,-120.1582,38.90858
101776.484,-119.795,38.9581
101892.86,-120.223,39.19109
101794.234,-119.8581,39.24089
101902.734,-120.2885,39.4738
101823.734,-119.9218,39.5239
102381.91,-120.4549,38.57567
102408.78,-120.094,38.62627
102429.16,-120.5208,38.8577
102454.03,-120.1582,38.90858
102463.91,-119.795,38.9581
102495.03,-120.223,39.19109
102500.16,-119.8581,39.24089
102547.41,-120.2885,39.4738
102540.16,-119.9218,39.5239
102097.664,-120.4549,38.57567
102106.29,-120.094,38.62627
102127.414,-120.5208,38.8577
102130.04,-120.1582,38.90858
102129.164,-119.795,38.9581
102161.29,-120.223,39.19109
102151.54,-119.8581,39.24089
102200.414,-120.2885,39.4738
102181.414,-119.9218,39.5239
101445.33,-120.4549,38.57567
101466.2,-120.094,38.62627
101475.2,-120.5208,38.8577
101494.95,-120.1582,38.90858
101502.83,-119.795,38.9581
101527.08,-120.223,39.19109
101530.08,-119.8581,39.24089
101565.45,-120.2885,39.4738
101561.2,-119.9218,39.5239
101399.56,-120.4549,38.57567
101443.31,-120.094,38.62627
101411.44,-120.5208,38.8577
101451.44,-120.1582,38.90858
101489.56,-119.795,38.9581
101470.31,-120.223,39.19109
101500.94,-119.8581,39.24089
101492.19,-120.2885,39.4738
101515.94,-119.9218,39.5239
101346.695,-120.4549,38.57567
101296.07,-120.094,38.62627
101340.32,-120.5208,38.8577
101276.195,-120.1582,38.90858
101203.945,-119.795,38.9581
101268.195,-120.223,39.19109
101196.945,-119.8581,39.24089
101252.945,-120.2885,39.4738
101191.57,-119.9218,39.5239
101041.56,-120.4549,38.57567
100952.44,-120.094,38.62627
101026.56,-120.5208,38.8577
100928.31,-120.1582,38.90858
100831.69,-119.795,38.9581
100918.69,-120.223,39.19109
100829.81,-119.8581,39.24089
100897.06,-120.2885,39.4738
100828.81,-119.9218,39.5239
101369.766,-120.4549,38.57567
101271.766,-120.094,38.62627
101358.266,-120.5208,38.8577
101258.516,-120.1582,38.90858
101162.89,-119.795,38.9581
101246.39,-120.223,39.19109
101163.516,-119.8581,39.24089
101220.39,-120.2885,39.4738
101164.016,-119.9218,39.5239
102030.58,-120.4549,38.57567
102055.58,-120.094,38.62627
102028.95,-120.5208,38.8577
102050.95,-120.1582,38.90858
102069.45,-119.795,38.9581
102056.95,-120.223,39.19109
102065.2,-119.8581,39.24089
102070.45,-120.2885,39.4738
102072.7,-119.9218,39.5239
102026.61,-120.4549,38.57567
102076.234,-120.094,38.62627
102025.484,-120.5208,38.8577
102082.36,-120.1582,38.90858
102126.11,-119.795,38.9581
102095.734,-120.223,39.19109
102138.484,-119.8581,39.24089
102116.484,-120.2885,39.4738
102151.984,-119.9218,39.5239
101488.33,-120.4549,38.57567
101468.95,-120.094,38.62627
101498.33,-120.5208,38.8577
101467.45,-120.1582,38.90858
101429.95,-119.795,38.9581
101470.83,-120.223,39.19109
101434.58,-119.8581,39.24089
101471.08,-120.2885,39.4738
101440.33,-119.9218,39.5239
101012.32,-120.4549,38.57567
100926.82,-120.094,38.62627
100986.07,-120.5208,38.8577
100903.32,-120.1582,38.90858
100817.82,-119.795,38.9581
100882.57,-120.223,39.19109
100811.445,-119.8581,39.24089
100856.57,-120.2885,39.4738
100800.695,-119.9218,39.5239
101551.66,-120.4549,38.57567
101520.78,-120.094,38.62627
101557.66,-120.5208,38.8577
101530.03,-120.1582,38.90858
101486.28,-119.795,38.9581
101543.66,-120.223,39.19109
101502.41,-119.8581,39.24089
101565.41,-120.2885,39.4738
101525.16,-119.9218,39.5239
