omega,lon,lat
0.12064548,-119.795,38.9581
0.17289159,-120.223,39.19109
0.1147861,-119.8581,39.24089
0.18216893,-120.2885,39.4738
0.12211032,-119.9218,39.5239
0.08269261,-120.4549,38.57567
0.07536839,-120.094,38.62627
0.08415745,-120.5208,38.8577
0.10417698,-120.1582,38.90858
0.116384014,-119.795,38.9581
0.112477764,-120.223,39.19109
0.13152073,-119.8581,39.24089
0.09929417,-120.2885,39.4738
0.10808323,-119.9218,39.5239
0.025800362,-120.4549,38.57567
0.0326363,-120.094,38.62627
0.0106636435,-120.5208,38.8577
0.034101143,-120.1582,38.90858
0.05265583,-119.795,38.9581
0.0048042685,-120.223,39.19109
0.045331612,-119.8581,39.24089
-0.007402763,-120.2885,39.4738
0.014081612,-119.9218,39.5239
0.022492193,-120.4549,38.57567
0.0952461,-120.094,38.62627
-0.027312495,-120.5208,38.8577
0.08792188,-120.1582,38.90858
0.07522657,-119.795,38.9581
0.0044257864,-120.223,39.19109
0.0639961,-119.8581,39.24089
0.054230474,-120.2885,39.4738
0.04544141,-119.9218,39.5239
-0.07322771,-120.4549,38.57567
-0.10057146,-120.094,38.62627
-0.12791522,-120.5208,38.8577
-0.0058448985,-120.1582,38.90858
0.09913557,-119.795,38.9581
-0.056382008,-120.223,39.19109
0.1286766,-119.8581,39.24089
0.038100414,-120.2885,39.4738
0.11500471,-119.9218,39.5239
-0.048445433,-120.4549,38.57567
-0.056746215,-120.094,38.62627
-0.02354309,-120.5208,38.8577
0.04237488,-120.1582,38.90858
0.13661316,-119.795,38.9581
-0.07725403,-120.223,39.19109
0.19862491,-119.8581,39.24089
-0.012312621,-120.2885,39.4738
0.067765504,-119.9218,39.5239
0.092996135,-120.4549,38.57567
0.116433635,-120.094,38.62627
0.072976604,-120.5208,38.8577
0.11057426,-120.1582,38.90858
0.06467582,-119.795,38.9581
0.058328167,-120.223,39.19109
0.07590629,-119.8581,39.24089
0.08567192,-120.2885,39.4738
0.052957073,-119.9218,39.5239
-0.035690263,-120.4549,38.57567
0.018020675,-120.094,38.62627
-0.04643245,-120.5208,38.8577
0.015090987,-120.1582,38.90858
0.037551925,-119.795,38.9581
-0.047409013,-120.223,39.19109
0.028762862,-119.8581,39.24089
0.056594893,-120.2885,39.4738
0.10346989,-119.9218,39.5239
-0.0050244853,-120.4549,38.57567
0.052592702,-120.094,38.62627
-0.009907298,-120.5208,38.8577
0.06431145,-120.1582,38.90858
0.02427239,-119.795,38.9581
-0.026997142,-120.223,39.19109
0.034526296,-119.8581,39.24089
-0.012836985,-120.2885,39.4738
0.045268483,-119.9218,39.5239
0.015961066,-120.4549,38.57567
0.04135169,-120.094,38.62627
-0.026031122,-120.5208,38.8577
0.01742591,-120.1582,38.90858
0.0003360659,-119.795,38.9581
-0.024077997,-120.223,39.19109
0.00082434714,-119.8581,39.24089
-0.003570184,-120.2885,39.4738
-0.011870965,-119.9218,39.5239
0.015175082,-120.4549,38.57567
0.051307894,-120.094,38.62627
0.028846957,-120.5208,38.8577
0.035682894,-120.1582,38.90858
-0.030723356,-119.795,38.9581
0.013710238,-120.223,39.19109
-0.023399137,-119.8581,39.24089
0.032264926,-120.2885,39.4738
-0.010215543,-119.9218,39.5239
0.04931906,-120.4549,38.57567
0.08252218,-120.094,38.62627
0.040041715,-120.5208,38.8577
0.047854215,-120.1582,38.90858
0.005373746,-119.795,38.9581
0.046877652,-120.223,39.19109
-0.008298129,-119.8581,39.24089
0.06445578,-120.2885,39.4738
0.015627652,-119.9218,39.5239
0.05451502,-120.4549,38.57567
0.10627283,-120.094,38.62627
0.06232752,-120.5208,38.8577
0.046214238,-120.1582,38.90858
-0.075856075,-119.795,38.9581
0.026194707,-120.223,39.19109
-0.095387325,-119.8581,39.24089
0.05060877,-120.2885,39.4738
-0.04314123,-119.9218,39.5239
0.1263623,-120.4549,38.57567
0.15468259,-120.094,38.62627
0.098530255,-120.5208,38.8577
0.12050291,-120.1582,38.90858
0.056538068,-119.795,38.9581
0.08729979,-120.223,39.19109
0.07997557,-119.8581,39.24089
0.1156201,-120.2885,39.4738
0.066791974,-119.9218,39.5239
-0.0850938,-120.4549,38.57567
0.008656196,-120.094,38.62627
-0.08704693,-120.5208,38.8577
-0.08704693,-120.1582,38.90858
-0.04114849,-119.795,38.9581
-0.13245708,-120.223,39.19109
0.014515571,-119.8581,39.24089
-0.008433647,-120.2885,39.4738
-0.022105522,-119.9218,39.5239
-0.1972313,-120.4549,38.57567
-0.16451645,-120.094,38.62627
-0.23775864,-120.5208,38.8577
-0.12545395,-120.1582,38.90858
0.09671401,-119.795,38.9581
-0.13863754,-120.223,39.19109
0.06595229,-119.8581,39.24089
-0.007778175,-120.2885,39.4738
0.10110854,-119.9218,39.5239
0.029479004,-120.4549,38.57567
-0.0022592768,-120.094,38.62627
0.016783692,-120.5208,38.8577
0.02801416,-120.1582,38.90858
0.16229153,-119.795,38.9581
0.033873536,-120.223,39.19109
0.1622915,-119.8581,39.24089
0.07488916,-120.2885,39.4738
0.13006493,-119.9218,39.5239
0.10696569,-120.4549,38.57567
0.06302038,-120.094,38.62627
0.10012975,-120.5208,38.8577
0.120149285,-120.1582,38.90858
0.15970007,-119.795,38.9581
0.100618035,-120.223,39.19109
0.1875321,-119.8581,39.24089
0.14016882,-120.2885,39.4738
0.14212194,-119.9218,39.5239
-0.13524127,-120.4549,38.57567
-0.16160846,-120.094,38.62627
-0.12303424,-120.5208,38.8577
-0.10106158,-120.1582,38.90858
-0.042467833,-119.795,38.9581
-0.117174864,-120.223,39.19109
0.0014774799,-119.8581,39.24089
-0.04539752,-120.2885,39.4738
0.0044071674,-119.9218,39.5239
-0.14371549,-120.4549,38.57567
-0.307778,-120.094,38.62627
-0.20230924,-120.5208,38.8577
-0.12613735,-120.1582,38.90858
0.031089209,-119.795,38.9581
-0.09293423,-120.223,39.19109
-0.07144985,-119.8581,39.24089
-0.12027798,-120.2885,39.4738
0.029624365,-119.9218,39.5239
0.04387331,-120.4549,38.57567
0.08635378,-120.094,38.62627
0.0072522163,-120.5208,38.8577
0.07854128,-120.1582,38.90858
0.013599873,-119.795,38.9581
0.05168581,-120.223,39.19109
-0.08796263,-119.8581,39.24089
-0.016673565,-120.2885,39.4738
-0.019114971,-119.9218,39.5239
0.006244324,-120.4549,38.57567
-0.025493957,-120.094,38.62627
0.013568543,-120.5208,38.8577
0.013568543,-120.1582,38.90858
0.06288495,-119.795,38.9581
0.026752137,-120.223,39.19109
0.0511662,-119.8581,39.24089
-0.040630676,-120.2885,39.4738
0.018451355,-119.9218,39.5239
-0.07128956,-120.4549,38.57567
-0.04003956,-120.094,38.62627
-0.05517628,-120.5208,38.8577
-0.064453624,-120.1582,38.90858
-0.091797374,-119.795,38.9581
-0.04736378,-120.223,39.19109
-0.123047374,-119.8581,39.24089
-0.07519581,-120.2885,39.4738
-0.11669972,-119.9218,39.5239
0.119521625,-120.4549,38.57567
0.079970844,-120.094,38.62627
0.091689594,-120.5208,38.8577
0.09754897,-120.1582,38.90858
0.04676772,-119.795,38.9581
0.07801772,-120.223,39.19109
0.03114272,-119.8581,39.24089
0.08094741,-120.2885,39.4738
0.014541157,-119.9218,39.5239
0.14764087,-120.4549,38.57567
0.2330901,-120.094,38.62627
0.1574065,-120.5208,38.8577
0.15594165,-120.1582,38.90858
0.087582275,-119.795,38.9581
0.16277759,-120.223,39.19109
0.063656494,-119.8581,39.24089
0.16033618,-120.2885,39.4738
0.10125415,-119.9218,39.5239
-0.031714007,-120.4549,38.57567
-0.050756976,-120.094,38.62627
-0.04001479,-120.5208,38.8577
-0.012182757,-120.1582,38.90858
2.4273992e-05,-119.795,38.9581
0.0014891177,-120.223,39.19109
-0.0043702573,-119.8581,39.24089
-0.0048585385,-120.2885,39.4738
-0.015600726,-119.9218,39.5239
0.020367585,-120.4549,38.57567
0.025738679,-120.094,38.62627
0.016949616,-120.5208,38.8577
0.04136368,-120.1582,38.90858
-0.017718352,-119.795,38.9581
0.06870743,-120.223,39.19109
-0.037737884,-119.8581,39.24089
0.036969148,-120.2885,39.4738
0.039898835,-119.9218,39.5239
0.0057500526,-120.4549,38.57567
0.026257865,-120.094,38.62627
0.0023320839,-120.5208,38.8577
0.027234428,-120.1582,38.90858
0.020886771,-119.795,38.9581
0.00477349,-120.223,39.19109
0.0028203651,-119.8581,39.24089
-0.0010858849,-120.2885,39.4738
-0.0040155724,-119.9218,39.5239
-0.027496077,-120.4549,38.57567
-0.006011702,-120.094,38.62627
-0.022124983,-120.5208,38.8577
-0.013335921,-120.1582,38.90858
-0.033843733,-119.795,38.9581
-0.026031233,-120.223,39.19109
-0.04067967,-119.8581,39.24089
-0.022613265,-120.2885,39.4738
-0.04800389,-119.9218,39.5239
0.010967277,-120.4549,38.57567
0.050029777,-120.094,38.62627
0.012432121,-120.5208,38.8577
0.017314933,-120.1582,38.90858
-0.01881788,-119.795,38.9581
-0.002704598,-120.223,39.19109
-0.017841317,-119.8581,39.24089
0.0119438395,-120.2885,39.4738
-0.017841317,-119.9218,39.5239
0.039237738,-120.4549,38.57567
0.09539008,-120.094,38.62627
0.007987738,-120.5208,38.8577
0.06414008,-120.1582,38.90858
0.049003363,-119.795,38.9581
0.0035932064,-120.223,39.19109
-0.004707575,-119.8581,39.24089
0.024101019,-120.2885,39.4738
0.04753852,-119.9218,39.5239
-0.0684692,-120.4549,38.57567
-0.01524654,-120.094,38.62627
-0.07042232,-120.5208,38.8577
-0.021594197,-120.1582,38.90858
-0.031848103,-119.795,38.9581
-0.0919067,-120.223,39.19109
-0.037707478,-119.8581,39.24089
-0.023547322,-120.2885,39.4738
-0.006945759,-119.9218,39.5239
0.014031045,-120.4549,38.57567
0.036491983,-120.094,38.62627
-0.03137911,-120.5208,38.8577
0.012566201,-120.1582,38.90858
0.09508573,-119.795,38.9581
-0.024054892,-120.223,39.19109
0.12438261,-119.8581,39.24089
0.057976358,-120.2885,39.4738
0.05455839,-119.9218,39.5239
-0.10375772,-120.4549,38.57567
-0.12524208,-120.094,38.62627
-0.17895302,-120.5208,38.8577
0.013429783,-120.1582,38.90858
0.11499228,-119.795,38.9581
-0.063718654,-120.223,39.19109
0.13501182,-119.8581,39.24089
0.013429783,-120.2885,39.4738
0.07202353,-119.9218,39.5239
-0.097159654,-120.4549,38.57567
-0.13573387,-120.094,38.62627
-0.10839012,-120.5208,38.8577
-0.07323387,-120.1582,38.90858
0.046395034,-119.795,38.9581
-0.1142495,-120.223,39.19109
0.070809096,-119.8581,39.24089
-0.054190904,-120.2885,39.4738
-0.01756981,-119.9218,39.5239
-0.07728416,-120.4549,38.57567
-0.156874,-120.094,38.62627
-0.051893532,-120.5208,38.8577
-0.09535056,-120.1582,38.90858
0.03502053,-119.795,38.9581
-0.07972556,-120.223,39.19109
0.05113381,-119.8581,39.24089
-0.12464744,-120.2885,39.4738
-0.0152724385,-119.9218,39.5239
0.0032822639,-120.4549,38.57567
-0.047010705,-120.094,38.62627
0.008653358,-120.5208,38.8577
0.03257914,-120.1582,38.90858
0.01744242,-119.795,38.9581
0.01744242,-120.223,39.19109
0.057969764,-119.8581,39.24089
0.04527445,-120.2885,39.4738
0.0335557,-119.9218,39.5239
0.044969156,-120.4549,38.57567
0.083055094,-120.094,38.62627
0.047410563,-120.5208,38.8577
0.051805094,-120.1582,38.90858
0.07084806,-119.795,38.9581
0.039598063,-120.223,39.19109
0.06889494,-119.8581,39.24089
0.06889494,-120.2885,39.4738
0.052293375,-119.9218,39.5239
-0.07077366,-120.4549,38.57567
-0.103976786,-120.094,38.62627
-0.14694554,-120.5208,38.8577
-0.05514866,-120.1582,38.90858
0.052761495,-119.795,38.9581
-0.05905491,-120.223,39.19109
0.06740993,-119.8581,39.24089
-0.019992411,-120.2885,39.4738
0.048366964,-119.9218,39.5239
-0.20637494,-120.4549,38.57567
-0.27912885,-120.094,38.62627
-0.22883588,-120.5208,38.8577
-0.16145307,-120.1582,38.90858
0.061691478,-119.795,38.9581
-0.18098432,-120.223,39.19109
0.13737507,-119.8581,39.24089
-0.076492116,-120.2885,39.4738
-0.01545696,-119.9218,39.5239
-0.031155974,-120.4549,38.57567
-0.16982785,-120.094,38.62627
-0.075101286,-120.5208,38.8577
-0.026273161,-120.1582,38.90858
0.026461214,-119.795,38.9581
-0.075101286,-120.223,39.19109
0.031832308,-119.8581,39.24089
-0.056058317,-120.2885,39.4738
-0.054593474,-119.9218,39.5239
-0.024154916,-120.4549,38.57567
0.0769193,-120.094,38.62627
-0.028061166,-120.5208,38.8577
0.03736852,-120.1582,38.90858
0.08131383,-119.795,38.9581
0.007583365,-120.223,39.19109
0.06324743,-119.8581,39.24089
0.055434927,-120.2885,39.4738
0.04078649,-119.9218,39.5239
-0.07492224,-120.4549,38.57567
0.01540979,-120.094,38.62627
-0.10519568,-120.5208,38.8577
0.03884729,-120.1582,38.90858
0.09304651,-119.795,38.9581
-0.08175818,-120.223,39.19109
0.110624634,-119.8581,39.24089
0.060331665,-120.2885,39.4738
0.06570276,-119.9218,39.5239
-0.026146159,-120.4549,38.57567
-0.013450846,-120.094,38.62627
-0.01882194,-120.5208,38.8577
0.048560873,-120.1582,38.90858
0.15891244,-119.795,38.9581
-0.024681315,-120.223,39.19109
0.19992805,-119.8581,39.24089
0.084205404,-120.2885,39.4738
0.12473275,-119.9218,39.5239
-0.20131895,-120.4549,38.57567
-0.18325254,-120.094,38.62627
-0.18032286,-120.5208,38.8577
-0.12465879,-120.1582,38.90858
0.11118105,-119.795,38.9581
-0.12661192,-120.223,39.19109
0.14438418,-119.8581,39.24089
0.0037591755,-120.2885,39.4738
0.08041933,-119.9218,39.5239
-0.24158278,-120.4549,38.57567
-0.3817195,-120.094,38.62627
-0.2747859,-120.5208,38.8577
-0.14343825,-120.1582,38.90858
0.0054875314,-119.795,38.9581
-0.21570387,-120.223,39.19109
0.054803938,-119.8581,39.24089
-0.07214919,-120.2885,39.4738
-0.095098406,-119.9218,39.5239
-0.15153608,-120.4549,38.57567
-0.21989542,-120.094,38.62627
-0.106125906,-120.5208,38.8577
-0.16081342,-120.1582,38.90858
-0.06950481,-119.795,38.9581
-0.098313406,-120.223,39.19109
-0.05290325,-119.8581,39.24089
-0.13346966,-120.2885,39.4738
-0.047532156,-119.9218,39.5239
-0.043476053,-120.4549,38.57567
-0.0039252713,-120.094,38.62627
-0.017108865,-120.5208,38.8577
-0.03419871,-120.1582,38.90858
-0.09328074,-119.795,38.9581
-0.020526834,-120.223,39.19109
-0.09718699,-119.8581,39.24089
-0.04298777,-120.2885,39.4738
