ustm,lon,lat
9.499178,-120.223,39.19109
10.461678,-119.8581,39.24089
11.236678,-120.2885,39.4738
10.474177,-119.9218,39.5239
8.6582985,-120.4549,38.57567
8.433299,-120.094,38.62627
8.520798,-120.5208,38.8577
8.445799,-120.1582,38.90858
8.083299,-119.795,38.9581
8.295798,-120.223,39.19109
8.195799,-119.8581,39.24089
8.558299,-120.2885,39.4738
8.195799,-119.9218,39.5239
11.495181,-120.4549,38.57567
13.0326805,-120.094,38.62627
13.54518,-120.5208,38.8577
13.02018,-120.1582,38.90858
14.395182,-119.795,38.9581
14.182681,-120.223,39.19109
14.145182,-119.8581,39.24089
14.05768,-120.2885,39.4738
14.145182,-119.9218,39.5239
9.087286,-120.4549,38.57567
10.187287,-120.094,38.62627
10.662287,-120.5208,38.8577
10.187287,-120.1582,38.90858
12.024787,-119.795,38.9581
11.487287,-120.223,39.19109
11.662287,-119.8581,39.24089
11.862287,-120.2885,39.4738
11.662287,-119.9218,39.5239
4.9339485,-120.4549,38.57567
5.1089478,-120.094,38.62627
8.571447,-120.5208,38.8577
5.1089478,-120.1582,38.90858
11.021448,-119.795,38.9581
9.733948,-120.223,39.19109
8.983948,-119.8581,39.24089
8.483948,-120.2885,39.4738
8.971448,-119.9218,39.5239
13.208,-120.4549,38.57567
14.333001,-120.094,38.62627
14.045499,-120.5208,38.8577
14.333001,-120.1582,38.90858
14.0205,-119.795,38.9581
13.833,-120.223,39.19109
13.7455015,-119.8581,39.24089
13.795499,-120.2885,39.4738
13.733001,-119.9218,39.5239
13.901155,-120.4549,38.57567
13.813656,-120.094,38.62627
14.113656,-120.5208,38.8577
13.826157,-120.1582,38.90858
13.363656,-119.795,38.9581
14.301157,-120.223,39.19109
14.313656,-119.8581,39.24089
15.413656,-120.2885,39.4738
14.326157,-119.9218,39.5239
16.885754,-120.4549,38.57567
16.985754,-120.094,38.62627
17.185753,-120.5208,38.8577
16.985754,-120.1582,38.90858
17.035751,-119.795,38.9581
17.973251,-120.223,39.19109
18.810753,-119.8581,39.24089
19.898252,-120.2885,39.4738
18.810753,-119.9218,39.5239
15.969867,-120.4549,38.57567
16.744865,-120.094,38.62627
17.144867,-120.5208,38.8577
16.744865,-120.1582,38.90858
18.057365,-119.795,38.9581
17.707367,-120.223,39.19109
17.869865,-119.8581,39.24089
18.157368,-120.2885,39.4738
17.869865,-119.9218,39.5239
18.167591,-120.4549,38.57567
18.917591,-120.094,38.62627
18.58009,-120.5208,38.8577
18.89259,-120.1582,38.90858
19.980091,-119.795,38.9581
19.19259,-120.223,39.19109
19.71759,-119.8581,39.24089
19.805092,-120.2885,39.4738
19.71759,-119.9218,39.5239
10.059485,-120.4549,38.57567
10.321986,-120.094,38.62627
10.146986,-120.5208,38.8577
10.346986,-120.1582,38.90858
10.334486,-119.795,38.9581
10.346986,-120.223,39.19109
10.521986,-119.8581,39.24089
10.509486,-120.2885,39.4738
10.534485,-119.9218,39.5239
12.88809,-120.4549,38.57567
12.900591,-120.094,38.62627
12.8005905,-120.5208,38.8577
12.91309,-120.1582,38.90858
13.13809,-119.795,38.9581
12.9880905,-120.223,39.19109
12.963091,-119.8581,39.24089
13.25059,-120.2885,39.4738
12.97559,-119.9218,39.5239
16.010952,-120.4549,38.57567
16.135952,-120.094,38.62627
15.935952,-120.5208,38.8577
16.135952,-120.1582,38.90858
16.760952,-119.795,38.9581
16.548452,-120.223,39.19109
17.148453,-119.8581,39.24089
17.198452,-120.2885,39.4738
17.148453,-119.9218,39.5239
4.0501547,-120.4549,38.57567
4.112655,-120.094,38.62627
3.8126547,-120.5208,38.8577
4.112655,-120.1582,38.90858
4.9251547,-119.795,38.9581
3.8251534,-120.223,39.19109
3.3001554,-119.8581,39.24089
2.8001544,-120.2885,39.4738
3.3126552,-119.9218,39.5239
0.3028158,-120.4549,38.57567
-0.772184,-120.094,38.62627
-0.39718378,-120.5208,38.8577
-0.75968397,-120.1582,38.90858
-1.7096843,-119.795,38.9581
-0.9721838,-120.223,39.19109
-1.1096841,-119.8581,39.24089
-0.30968392,-120.2885,39.4738
-1.084684,-119.9218,39.5239
7.364607,-120.4549,38.57567
7.339607,-120.094,38.62627
6.5271072,-120.5208,38.8577
7.3771076,-120.1582,38.90858
6.3896065,-119.795,38.9581
6.477107,-120.223,39.19109
6.4521065,-119.8581,39.24089
6.5521064,-120.2885,39.4738
6.477107,-119.9218,39.5239
-9.7597885,-120.4549,38.57567
-11.1972885,-120.094,38.62627
-11.397289,-120.5208,38.8577
-11.172289,-120.1582,38.90858
-11.959789,-119.795,38.9581
-12.097289,-120.223,39.19109
-11.797289,-119.8581,39.24089
-11.859789,-120.2885,39.4738
-11.797289,-119.9218,39.5239
-11.36446,-120.4549,38.57567
-12.11446,-120.094,38.62627
-11.27696,-120.5208,38.8577
-12.08946,-120.1582,38.90858
-12.06446,-119.795,38.9581
-11.476959,-120.223,39.19109
-10.88946,-119.8581,39.24089
-10.23946,-120.2885,39.4738
-10.86446,-119.9218,39.5239
6.251154,-120.4549,38.57567
6.151154,-120.094,38.62627
6.838654,-120.5208,38.8577
6.151154,-120.1582,38.90858
6.1761537,-119.795,38.9581
7.4386544,-120.223,39.19109
8.413654,-119.8581,39.24089
9.576155,-120.2885,39.4738
8.451155,-119.9218,39.5239
2.5272279,-120.4549,38.57567
1.5147277,-120.094,38.62627
0.85222733,-120.5208,38.8577
1.5397273,-120.1582,38.90858
1.0647279,-119.795,38.9581
0.6272273,-120.223,39.19109
0.764727,-119.8581,39.24089
0.23972774,-120.2885,39.4738
0.78972757,-119.9218,39.5239
-17.551449,-120.4549,38.57567
-18.913948,-120.094,38.62627
-18.688948,-120.5208,38.8577
-18.888948,-120.1582,38.90858
-18.738949,-119.795,38.9581
-19.101448,-120.223,39.19109
-18.451448,-119.8581,39.24089
-18.751448,-120.2885,39.4738
-18.451448,-119.9218,39.5239
-8.771785,-120.4549,38.57567
-9.871784,-120.094,38.62627
-9.159285,-120.5208,38.8577
-9.871784,-120.1582,38.90858
-10.546785,-119.795,38.9581
-9.846785,-120.223,39.19109
-9.746784,-119.8581,39.24089
-9.134284,-120.2885,39.4738
-9.746784,-119.9218,39.5239
2.9505105,-120.4549,38.57567
1.8505106,-120.094,38.62627
2.325511,-120.5208,38.8577
1.8880107,-120.1582,38.90858
0.8630104,-119.795,38.9581
1.9505107,-120.223,39.19109
2.2755103,-119.8581,39.24089
3.1630106,-120.2885,39.4738
2.2880104,-119.9218,39.5239
11.432394,-120.4549,38.57567
12.394895,-120.094,38.62627
12.844894,-120.5208,38.8577
12.394895,-120.1582,38.90858
12.732395,-119.795,38.9581
13.319895,-120.223,39.19109
13.632395,-119.8581,39.24089
14.357394,-120.2885,39.4738
13.632395,-119.9218,39.5239
15.197691,-120.4549,38.57567
16.81019,-120.094,38.62627
16.572691,-120.5208,38.8577
16.797691,-120.1582,38.90858
16.810192,-119.795,38.9581
16.772692,-120.223,39.19109
16.547691,-119.8581,39.24089
16.372692,-120.2885,39.4738
16.522692,-119.9218,39.5239
18.902006,-120.4549,38.57567
19.602005,-120.094,38.62627
19.239506,-120.5208,38.8577
19.614506,-120.1582,38.90858
19.764505,-119.795,38.9581
19.789505,-120.223,39.19109
19.802006,-119.8581,39.24089
19.102005,-120.2885,39.4738
19.789505,-119.9218,39.5239
23.537436,-120.4549,38.57567
25.112434,-120.094,38.62627
24.349934,-120.5208,38.8577
25.112434,-120.1582,38.90858
25.699936,-119.795,38.9581
24.862434,-120.223,39.19109
24.449934,-119.8581,39.24089
23.862434,-120.2885,39.4738
24.462435,-119.9218,39.5239
11.934717,-120.4549,38.57567
12.922215,-120.094,38.62627
13.084718,-120.5208,38.8577
12.934716,-120.1582,38.90858
12.984716,-119.795,38.9581
13.234717,-120.223,39.19109
13.034717,-119.8581,39.24089
13.284717,-120.2885,39.4738
13.034717,-119.9218,39.5239
17.537033,-120.4549,38.57567
18.99953,-120.094,38.62627
18.62453,-120.5208,38.8577
18.974531,-120.1582,38.90858
18.79953,-119.795,38.9581
18.649532,-120.223,39.19109
18.024532,-119.8581,39.24089
17.887032,-120.2885,39.4738
17.987032,-119.9218,39.5239
5.885062,-120.4549,38.57567
6.3100624,-120.094,38.62627
5.6225624,-120.5208,38.8577
6.3100624,-120.1582,38.90858
6.3475623,-119.795,38.9581
5.8600616,-120.223,39.19109
6.1725626,-119.8581,39.24089
6.0725617,-120.2885,39.4738
6.1725626,-119.9218,39.5239
1.9578578,-120.4549,38.57567
3.282858,-120.094,38.62627
3.7578578,-120.5208,38.8577
3.282858,-120.1582,38.90858
4.007858,-119.795,38.9581
3.6953578,-120.223,39.19109
3.057858,-119.8581,39.24089
2.895358,-120.2885,39.4738
3.057858,-119.9218,39.5239
-4.159176,-120.4549,38.57567
-3.3591762,-120.094,38.62627
-2.4091759,-120.5208,38.8577
-3.3841758,-120.1582,38.90858
-2.3466759,-119.795,38.9581
-2.0716758,-120.223,39.19109
-2.0091758,-119.8581,39.24089
-1.6091756,-120.2885,39.4738
-2.0341759,-119.9218,39.5239
-14.770501,-120.4549,38.57567
-14.395502,-120.094,38.62627
-11.445501,-120.5208,38.8577
-14.408002,-120.1582,38.90858
-14.183001,-119.795,38.9581
-12.895501,-120.223,39.19109
-14.845502,-119.8581,39.24089
-13.558002,-120.2885,39.4738
-14.858003,-119.9218,39.5239
-5.571127,-120.4549,38.57567
-6.1461277,-120.094,38.62627
-6.4586267,-120.5208,38.8577
-6.1711273,-120.1582,38.90858
-7.121127,-119.795,38.9581
-7.8836265,-120.223,39.19109
-9.421127,-119.8581,39.24089
-9.733627,-120.2885,39.4738
-9.421127,-119.9218,39.5239
6.6863194,-120.4549,38.57567
7.8113194,-120.094,38.62627
6.9113197,-120.5208,38.8577
7.7988195,-120.1582,38.90858
8.136319,-119.795,38.9581
7.1863194,-120.223,39.19109
6.7863197,-119.8581,39.24089
5.761319,-120.2885,39.4738
6.77382,-119.9218,39.5239
16.703375,-120.4549,38.57567
18.390875,-120.094,38.62627
17.765875,-120.5208,38.8577
18.378374,-120.1582,38.90858
19.703373,-119.795,38.9581
18.378376,-120.223,39.19109
17.328373,-119.8581,39.24089
16.603374,-120.2885,39.4738
17.328373,-119.9218,39.5239
26.824627,-120.4549,38.57567
28.412127,-120.094,38.62627
27.574627,-120.5208,38.8577
28.399626,-120.1582,38.90858
28.462128,-119.795,38.9581
27.599628,-120.223,39.19109
26.374628,-119.8581,39.24089
25.43713,-120.2885,39.4738
26.374628,-119.9218,39.5239
21.49255,-120.4549,38.57567
22.480051,-120.094,38.62627
21.655052,-120.5208,38.8577
22.505049,-120.1582,38.90858
21.917553,-119.795,38.9581
21.880053,-120.223,39.19109
21.630054,-119.8581,39.24089
21.605051,-120.2885,39.4738
21.630054,-119.9218,39.5239
16.354872,-120.4549,38.57567
16.404873,-120.094,38.62627
16.404871,-120.5208,38.8577
16.417372,-120.1582,38.90858
16.054873,-119.795,38.9581
16.367374,-120.223,39.19109
16.454872,-119.8581,39.24089
17.054873,-120.2885,39.4738
16.454872,-119.9218,39.5239
21.413345,-120.4549,38.57567
22.400846,-120.094,38.62627
21.750847,-120.5208,38.8577
22.388346,-120.1582,38.90858
22.288345,-119.795,38.9581
22.200844,-120.223,39.19109
22.088345,-119.8581,39.24089
22.200844,-120.2885,39.4738
22.088345,-119.9218,39.5239
13.46432,-120.4549,38.57567
13.151822,-120.094,38.62627
11.151821,-120.5208,38.8577
13.164322,-120.1582,38.90858
12.26432,-119.795,38.9581
11.076822,-120.223,39.19109
11.639321,-119.8581,39.24089
10.626821,-120.2885,39.4738
11.639321,-119.9218,39.5239
-4.0037937,-120.4549,38.57567
-5.1537933,-120.094,38.62627
-4.991294,-120.5208,38.8577
-5.116294,-120.1582,38.90858
-5.741294,-119.795,38.9581
-5.5162935,-120.223,39.19109
-5.491294,-119.8581,39.24089
-5.178793,-120.2885,39.4738
-5.478794,-119.9218,39.5239
6.951869,-120.4549,38.57567
6.33937,-120.094,38.62627
6.6518703,-120.5208,38.8577
6.3643703,-120.1582,38.90858
6.0018697,-119.795,38.9581
6.9268694,-120.223,39.19109
7.6143703,-119.8581,39.24089
8.56437,-120.2885,39.4738
7.6518703,-119.9218,39.5239
4.6864357,-120.4549,38.57567
3.0614345,-120.094,38.62627
2.5989351,-120.5208,38.8577
3.0739353,-120.1582,38.90858
1.573935,-119.795,38.9581
1.5489357,-120.223,39.19109
1.3239353,-119.8581,39.24089
1.1489352,-120.2885,39.4738
1.3614352,-119.9218,39.5239
-3.6162982,-120.4549,38.57567
-3.728798,-120.094,38.62627
-3.9287972,-120.5208,38.8577
-3.728798,-120.1582,38.90858
-3.7412977,-119.795,38.9581
-3.853798,-120.223,39.19109
-3.616298,-119.8581,39.24089
-3.6412976,-120.2885,39.4738
-3.578798,-119.9218,39.5239
-6.5393705,-120.4549,38.57567
-7.514371,-120.094,38.62627
-7.3018713,-120.5208,38.8577
-7.501871,-120.1582,38.90858
-8.86437,-119.795,38.9581
-8.1018715,-120.223,39.19109
-8.101871,-119.8581,39.24089
-7.464371,-120.2885,39.4738
-8.089371,-119.9218,39.5239
5.098149,-120.4549,38.57567
5.0231485,-120.094,38.62627
4.948149,-120.5208,38.8577
5.0231485,-120.1582,38.90858
4.623149,-119.795,38.9581
4.923149,-120.223,39.19109
5.1731486,-119.8581,39.24089
5.5106487,-120.2885,39.4738
5.1731486,-119.9218,39.5239
7.014843,-120.4549,38.57567
5.889844,-120.094,38.62627
5.664844,-120.5208,38.8577
5.9148436,-120.1582,38.90858
4.577344,-119.795,38.9581
4.8523436,-120.223,39.19109
4.6523438,-119.8581,39.24089
4.889844,-120.2885,39.4738
4.6898437,-119.9218,39.5239
5.2502003,-120.4549,38.57567
5.4627,-120.094,38.62627
4.9877,-120.5208,38.8577
5.4627,-120.1582,38.90858
6.0251994,-119.795,38.9581
5.2626996,-120.223,39.19109
5.5002,-119.8581,39.24089
4.8876996,-120.2885,39.4738
5.5126996,-119.9218,39.5239
-2.5348845,-120.4549,38.57567
-2.772384,-120.094,38.62627
-2.6598842,-120.5208,38.8577
-2.772384,-120.1582,38.90858
-2.8723843,-119.795,38.9581
-3.0473843,-120.223,39.19109
-3.8598843,-119.8581,39.24089
-3.7223842,-120.2885,39.4738
-3.8598843,-119.9218,39.5239
-5.5915165,-120.4549,38.57567
-0.47901607,-120.094,38.62627
-1.029016,-120.5208,38.8577
-0.4915161,-120.1582,38.90858
-0.104016304,-119.795,38.9581
-1.1790161,-120.223,39.19109
-2.3040166,-119.8581,39.24089
-3.6165166,-120.2885,39.4738
-2.3040166,-119.9218,39.5239
-0.7011018,-120.4549,38.57567
0.18639827,-120.094,38.62627
1.6113982,-120.5208,38.8577
0.18639827,-120.1582,38.90858
2.0363982,-119.795,38.9581
1.9613981,-120.223,39.19109
1.5613983,-119.8581,39.24089
1.8363976,-120.2885,39.4738
1.5613983,-119.9218,39.5239
11.40954,-120.4549,38.57567
13.122038,-120.094,38.62627
12.572039,-120.5208,38.8577
13.109539,-120.1582,38.90858
13.13454,-119.795,38.9581
12.92204,-120.223,39.19109
12.709539,-119.8581,39.24089
12.19704,-120.2885,39.4738
12.659538,-119.9218,39.5239
14.097975,-120.4549,38.57567
15.447976,-120.094,38.62627
13.797976,-120.5208,38.8577
15.422976,-120.1582,38.90858
16.147976,-119.795,38.9581
14.522976,-120.223,39.19109
14.222975,-119.8581,39.24089
12.497974,-120.2885,39.4738
14.222975,-119.9218,39.5239
24.170883,-120.4549,38.57567
25.495886,-120.094,38.62627
22.420883,-120.5208,38.8577
25.495886,-120.1582,38.90858
23.883385,-119.795,38.9581
22.645882,-120.223,39.19109
21.770884,-119.8581,39.24089
20.345882,-120.2885,39.4738
21.758385,-119.9218,39.5239
14.50227,-120.4549,38.57567
15.53977,-120.094,38.62627
12.80227,-120.5208,38.8577
15.527271,-120.1582,38.90858
15.4522705,-119.795,38.9581
13.689772,-120.223,39.19109
14.002271,-119.8581,39.24089
12.252272,-120.2885,39.4738
14.002271,-119.9218,39.5239
1.4366181,-120.4549,38.57567
1.4616184,-120.094,38.62627
0.8866179,-120.5208,38.8577
1.4866185,-120.1582,38.90858
1.3866184,-119.795,38.9581
1.0866182,-120.223,39.19109
0.9866183,-119.8581,39.24089
0.6866176,-120.2885,39.4738
0.9866183,-119.9218,39.5239
5.9265966,-120.4549,38.57567
5.0640965,-120.094,38.62627
3.4390965,-120.5208,38.8577
5.0765963,-120.1582,38.90858
2.876596,-119.795,38.9581
2.789096,-120.223,39.19109
2.0765963,-119.8581,39.24089
2.1390965,-120.2885,39.4738
2.0765963,-119.9218,39.5239
10.634006,-120.4549,38.57567
11.684006,-120.094,38.62627
10.521506,-120.5208,38.8577
11.684006,-120.1582,38.90858
12.571507,-119.795,38.9581
11.284007,-120.223,39.19109
11.309006,-119.8581,39.24089
9.984007,-120.2885,39.4738
11.309006,-119.9218,39.5239
11.205783,-120.4549,38.57567
12.343283,-120.094,38.62627
10.880783,-120.5208,38.8577
12.343283,-120.1582,38.90858
12.243282,-119.795,38.9581
11.443283,-120.223,39.19109
11.405785,-119.8581,39.24089
11.1057825,-120.2885,39.4738
11.418283,-119.9218,39.5239
25.983849,-120.4549,38.57567
27.708849,-120.094,38.62627
25.083847,-120.5208,38.8577
27.708849,-120.1582,38.90858
26.821348,-119.795,38.9581
25.908848,-120.223,39.19109
25.808847,-119.8581,39.24089
24.771349,-120.2885,39.4738
25.808847,-119.9218,39.5239
6.0032806,-120.4549,38.57567
5.7032814,-120.094,38.62627
4.803282,-120.5208,38.8577
5.7032814,-120.1582,38.90858
5.040781,-119.795,38.9581
5.040781,-120.223,39.19109
5.103281,-119.8581,39.24089
5.2032804,-120.2885,39.4738
5.1157813,-119.9218,39.5239
16.042751,-120.4549,38.57567
16.855251,-120.094,38.62627
16.967752,-120.5208,38.8577
16.84275,-120.1582,38.90858
17.94275,-119.795,38.9581
17.305252,-120.223,39.19109
17.067753,-119.8581,39.24089
16.955252,-120.2885,39.4738
17.067753,-119.9218,39.5239
23.043718,-120.4549,38.57567
24.96872,-120.094,38.62627
24.56872,-120.5208,38.8577
24.95622,-120.1582,38.90858
25.768719,-119.795,38.9581
25.318718,-120.223,39.19109
24.768719,-119.8581,39.24089
24.85622,-120.2885,39.4738
24.756218,-119.9218,39.5239
23.158472,-120.4549,38.57567
25.108475,-120.094,38.62627
24.020973,-120.5208,38.8577
25.083473,-120.1582,38.90858
24.708471,-119.795,38.9581
24.083473,-120.223,39.19109
23.145971,-119.8581,39.24089
22.995974,-120.2885,39.4738
23.133474,-119.9218,39.5239
32.586452,-120.4549,38.57567
33.786453,-120.094,38.62627
30.973953,-120.5208,38.8577
33.786453,-120.1582,38.90858
31.748951,-119.795,38.9581
31.273954,-120.223,39.19109
30.71145,-119.8581,39.24089
30.17395,-120.2885,39.4738
30.71145,-119.9218,39.5239
17.17016,-120.4549,38.57567
16.982662,-120.094,38.62627
15.120161,-120.5208,38.8577
16.982662,-120.1582,38.90858
15.632661,-119.795,38.9581
14.882661,-120.223,39.19109
13.79516,-119.8581,39.24089
12.54516,-120.2885,39.4738
13.79516,-119.9218,39.5239
8.751317,-120.4549,38.57567
8.051317,-120.094,38.62627
6.3513174,-120.5208,38.8577
8.051317,-120.1582,38.90858
7.588817,-119.795,38.9581
6.426317,-120.223,39.19109
6.626317,-119.8581,39.24089
5.9763174,-120.2885,39.4738
6.626317,-119.9218,39.5239
-5.012674,-120.4549,38.57567
-6.387674,-120.094,38.62627
-7.6376743,-120.5208,38.8577
-6.375174,-120.1582,38.90858
-7.812674,-119.795,38.9581
-8.225174,-120.223,39.19109
-8.262674,-119.8581,39.24089
-8.737673,-120.2885,39.4738
-8.262674,-119.9218,39.5239
-7.3085346,-120.4549,38.57567
-7.796034,-120.094,38.62627
-8.083534,-120.5208,38.8577
-7.7710342,-120.1582,38.90858
-7.983535,-119.795,38.9581
-8.158534,-120.223,39.19109
-7.871034,-119.8581,39.24089
-8.008534,-120.2885,39.4738
-7.8585343,-119.9218,39.5239
10.295487,-120.4549,38.57567
10.382988,-120.094,38.62627
9.370487,-120.5208,38.8577
10.382988,-120.1582,38.90858
9.632988,-119.795,38.9581
9.507988,-120.223,39.19109
9.320488,-119.8581,39.24089
9.207988,-120.2885,39.4738
9.320488,-119.9218,39.5239
-3.194799,-120.4549,38.57567
-3.9947991,-120.094,38.62627
-4.5822997,-120.5208,38.8577
-3.9822993,-120.1582,38.90858
-4.6697993,-119.795,38.9581
-5.082299,-120.223,39.19109
-5.1572995,-119.8581,39.24089
-5.5448,-120.2885,39.4738
-5.1322994,-119.9218,39.5239
-9.330096,-120.4549,38.57567
-9.517595,-120.094,38.62627
-9.705095,-120.5208,38.8577
-9.505096,-120.1582,38.90858
-9.630096,-119.795,38.9581
-9.755097,-120.223,39.19109
-9.430097,-119.8581,39.24089
-9.467596,-120.2885,39.4738
-9.430097,-119.9218,39.5239
6.1831813,-120.4549,38.57567
6.2081814,-120.094,38.62627
5.870681,-120.5208,38.8577
6.2081814,-120.1582,38.90858
5.9456797,-119.795,38.9581
6.0831804,-120.223,39.19109
6.2956805,-119.8581,39.24089
6.420681,-120.2885,39.4738
6.2956805,-119.9218,39.5239
12.832243,-120.4549,38.57567
12.807244,-120.094,38.62627
12.6072445,-120.5208,38.8577
12.819744,-120.1582,38.90858
13.107244,-119.795,38.9581
12.819744,-120.223,39.19109
12.694744,-119.8581,39.24089
13.019744,-120.2885,39.4738
12.694744,-119.9218,39.5239
17.878075,-120.4549,38.57567
18.56557,-120.094,38.62627
