pr_wtr,lon,lat
6.213326,-120.094,38.62627
9.9320755,-120.5208,38.8577
6.838326,-120.1582,38.90858
6.588326,-119.795,38.9581
6.822701,-120.223,39.19109
6.697701,-119.8581,39.24089
6.478951,-120.2885,39.4738
7.228951,-119.9218,39.5239
13.519473,-120.4549,38.57567
8.644473,-120.094,38.62627
13.488223,-120.5208,38.8577
9.472598,-120.1582,38.90858
9.144473,-119.795,38.9581
9.550723,-120.223,39.19109
9.394473,-119.8581,39.24089
9.128848,-120.2885,39.4738
10.253848,-119.9218,39.5239
13.280839,-120.4549,38.57567
8.562088,-120.094,38.62627
12.796464,-120.5208,38.8577
9.343339,-120.1582,38.90858
9.077714,-119.795,38.9581
9.187089,-120.223,39.19109
9.343339,-119.8581,39.24089
8.483963,-120.2885,39.4738
10.093339,-119.9218,39.5239
12.279357,-120.4549,38.57567
8.294982,-120.094,38.62627
12.044982,-120.5208,38.8577
8.763732,-120.1582,38.90858
8.341857,-119.795,38.9581
8.732482,-120.223,39.19109
8.310607,-119.8581,39.24089
8.169982,-120.2885,39.4738
8.919982,-119.9218,39.5239
14.151968,-120.4549,38.57567
9.401968,-120.094,38.62627
15.151968,-120.5208,38.8577
11.026968,-120.1582,38.90858
10.636343,-119.795,38.9581
11.730093,-120.223,39.19109
11.308218,-119.8581,39.24089
11.448843,-120.2885,39.4738
12.651968,-119.9218,39.5239
11.44177,-120.4549,38.57567
6.238644,-120.094,38.62627
11.723019,-120.5208,38.8577
7.113644,-120.1582,38.90858
6.2386446,-119.795,38.9581
7.613644,-120.223,39.19109
6.816769,-119.8581,39.24089
7.535519,-120.2885,39.4738
8.113644,-119.9218,39.5239
8.80044,-120.4549,38.57567
5.4879403,-120.094,38.62627
8.58169,-120.5208,38.8577
5.9879403,-120.1582,38.90858
6.4254403,-119.795,38.9581
6.0660653,-120.223,39.19109
6.3941903,-119.8581,39.24089
5.7223153,-120.2885,39.4738
7.0816903,-119.9218,39.5239
5.817516,-120.4549,38.57567
3.8956404,-120.094,38.62627
5.848766,-120.5208,38.8577
4.2706404,-120.1582,38.90858
4.1768904,-119.795,38.9581
4.4112654,-120.223,39.19109
4.2862654,-119.8581,39.24089
4.3487654,-120.2885,39.4738
4.8175154,-119.9218,39.5239
10.035201,-120.4549,38.57567
7.566451,-120.094,38.62627
10.285201,-120.5208,38.8577
8.191451,-120.1582,38.90858
8.082076,-119.795,38.9581
8.378951,-120.223,39.19109
8.332076,-119.8581,39.24089
8.441451,-120.2885,39.4738
9.207076,-119.9218,39.5239
4.7125053,-120.4549,38.57567
3.0093803,-120.094,38.62627
4.6656303,-120.5208,38.8577
3.3687553,-120.1582,38.90858
3.8375053,-119.795,38.9581
3.4937553,-120.223,39.19109
3.9781303,-119.8581,39.24089
3.3375053,-120.2885,39.4738
4.79063,-119.9218,39.5239
2.9138432,-120.4549,38.57567
1.6325928,-120.094,38.62627
2.8044677,-120.5208,38.8577
1.8200928,-120.1582,38.90858
2.1794677,-119.795,38.9581
1.9138428,-120.223,39.19109
2.3357177,-119.8581,39.24089
1.9450928,-120.2885,39.4738
3.0857182,-119.9218,39.5239
4.6243653,-120.4549,38.57567
3.4056153,-120.094,38.62627
4.8118653,-120.5208,38.8577
3.8274903,-120.1582,38.90858
4.0618653,-119.795,38.9581
4.1556153,-120.223,39.19109
4.3899903,-119.8581,39.24089
4.3274903,-120.2885,39.4738
5.171241,-119.9218,39.5239
7.8573465,-120.4549,38.57567
5.8729715,-120.094,38.62627
8.107347,-120.5208,38.8577
6.3417215,-120.1582,38.90858
6.4042215,-119.795,38.9581
6.5760965,-120.223,39.19109
6.6698465,-119.8581,39.24089
6.4510965,-120.2885,39.4738
7.4979715,-119.9218,39.5239
9.658634,-120.4549,38.57567
7.3617587,-120.094,38.62627
9.580509,-120.5208,38.8577
7.5805087,-120.1582,38.90858
7.2523837,-119.795,38.9581
7.5805087,-120.223,39.19109
7.3617587,-119.8581,39.24089
7.4711337,-120.2885,39.4738
8.080509,-119.9218,39.5239
10.258567,-120.4549,38.57567
7.914817,-120.094,38.62627
10.508567,-120.5208,38.8577
8.680442,-120.1582,38.90858
9.086692,-119.795,38.9581
9.086692,-120.223,39.19109
9.555442,-119.8581,39.24089
8.992942,-120.2885,39.4738
10.477317,-119.9218,39.5239
11.139939,-120.4549,38.57567
7.2805643,-120.094,38.62627
10.858689,-120.5208,38.8577
7.6868143,-120.1582,38.90858
7.3586893,-119.795,38.9581
7.4368143,-120.223,39.19109
7.2493143,-119.8581,39.24089
6.6711893,-120.2885,39.4738
7.7336903,-119.9218,39.5239
10.612057,-120.4549,38.57567
6.8464317,-120.094,38.62627
10.080807,-120.5208,38.8577
7.1901817,-120.1582,38.90858
6.9870567,-119.795,38.9581
7.0495567,-120.223,39.19109
6.9558067,-119.8581,39.24089
6.5026817,-120.2885,39.4738
7.5964317,-119.9218,39.5239
11.2709055,-120.4549,38.57567
6.458406,-120.094,38.62627
11.2240305,-120.5208,38.8577
7.177156,-120.1582,38.90858
6.630281,-119.795,38.9581
7.286531,-120.223,39.19109
6.927156,-119.8581,39.24089
6.864656,-120.2885,39.4738
7.755281,-119.9218,39.5239
14.527829,-120.4549,38.57567
9.809081,-120.094,38.62627
14.480954,-120.5208,38.8577
10.965331,-120.1582,38.90858
10.965331,-119.795,38.9581
11.184081,-120.223,39.19109
11.355956,-119.8581,39.24089
10.777831,-120.2885,39.4738
12.121581,-119.9218,39.5239
10.531549,-120.4549,38.57567
6.5003,-120.094,38.62627
10.469049,-120.5208,38.8577
7.2503,-120.1582,38.90858
7.0003,-119.795,38.9581
7.34405,-120.223,39.19109
7.1878,-119.8581,39.24089
6.9378,-120.2885,39.4738
7.90655,-119.9218,39.5239
9.145765,-120.4549,38.57567
5.31764,-120.094,38.62627
8.770765,-120.5208,38.8577
5.927015,-120.1582,38.90858
5.520765,-119.795,38.9581
5.833265,-120.223,39.19109
5.677015,-119.8581,39.24089
5.333265,-120.2885,39.4738
6.177015,-119.9218,39.5239
5.4964314,-120.4549,38.57567
3.137057,-120.094,38.62627
5.4026814,-120.5208,38.8577
3.543307,-120.1582,38.90858
3.387057,-119.795,38.9581
3.543307,-120.223,39.19109
3.527682,-119.8581,39.24089
3.199557,-120.2885,39.4738
3.8558068,-119.9218,39.5239
4.992433,-120.4549,38.57567
2.961183,-120.094,38.62627
4.992433,-120.5208,38.8577
3.273683,-120.1582,38.90858
3.117433,-119.795,38.9581
3.320558,-120.223,39.19109
3.101808,-119.8581,39.24089
3.133058,-120.2885,39.4738
3.492433,-119.9218,39.5239
4.970492,-120.4549,38.57567
2.954867,-120.094,38.62627
4.595492,-120.5208,38.8577
3.048617,-120.1582,38.90858
2.767367,-119.795,38.9581
2.876742,-120.223,39.19109
2.579867,-119.8581,39.24089
2.517367,-120.2885,39.4738
2.876742,-119.9218,39.5239
6.3506064,-120.4549,38.57567
3.9912317,-120.094,38.62627
6.0381064,-120.5208,38.8577
4.163107,-120.1582,38.90858
3.9131067,-119.795,38.9581
3.9599817,-120.223,39.19109
3.8037317,-119.8581,39.24089
3.5849817,-120.2885,39.4738
3.9756067,-119.9218,39.5239
7.70456,-120.4549,38.57567
4.4233093,-120.094,38.62627
7.5639343,-120.5208,38.8577
4.9545593,-120.1582,38.90858
4.6420593,-119.795,38.9581
5.0014343,-120.223,39.19109
4.7358093,-119.8581,39.24089
4.6733093,-120.2885,39.4738
5.2045593,-119.9218,39.5239
7.1524234,-120.4549,38.57567
4.1992984,-120.094,38.62627
6.7617984,-120.5208,38.8577
4.464924,-120.1582,38.90858
4.1992984,-119.795,38.9581
4.3555484,-120.223,39.19109
4.2774234,-119.8581,39.24089
4.0117984,-120.2885,39.4738
4.730549,-119.9218,39.5239
5.3272667,-120.4549,38.57567
3.0772672,-120.094,38.62627
5.5303917,-120.5208,38.8577
3.6085172,-120.1582,38.90858
3.3897672,-119.795,38.9581
3.8585172,-120.223,39.19109
3.6241422,-119.8581,39.24089
3.7647672,-120.2885,39.4738
4.092892,-119.9218,39.5239
4.73828,-120.4549,38.57567
2.9726548,-120.094,38.62627
4.847655,-120.5208,38.8577
3.2382798,-120.1582,38.90858
3.1132798,-119.795,38.9581
3.3632796,-120.223,39.19109
3.2070298,-119.8581,39.24089
3.2226548,-120.2885,39.4738
3.6445298,-119.9218,39.5239
13.789217,-120.4549,38.57567
10.211092,-120.094,38.62627
13.726717,-120.5208,38.8577
11.070467,-120.1582,38.90858
10.695467,-119.795,38.9581
11.054842,-120.223,39.19109
10.929842,-119.8581,39.24089
10.679842,-120.2885,39.4738
11.711092,-119.9218,39.5239
16.170881,-120.4549,38.57567
10.233381,-120.094,38.62627
15.874006,-120.5208,38.8577
11.358381,-120.1582,38.90858
10.811506,-119.795,38.9581
11.702131,-120.223,39.19109
11.420881,-119.8581,39.24089
11.436506,-120.2885,39.4738
13.045881,-119.9218,39.5239
7.8051295,-120.4549,38.57567
4.570754,-120.094,38.62627
7.4301295,-120.5208,38.8577
5.023879,-120.1582,38.90858
4.852004,-119.795,38.9581
4.930129,-120.223,39.19109
5.039504,-119.8581,39.24089
4.586379,-120.2885,39.4738
5.4457545,-119.9218,39.5239
7.16939,-120.4549,38.57567
4.26314,-120.094,38.62627
7.16939,-120.5208,38.8577
4.8256407,-120.1582,38.90858
4.466265,-119.795,38.9581
4.6693907,-120.223,39.19109
4.54439,-119.8581,39.24089
4.48189,-120.2885,39.4738
4.9506407,-119.9218,39.5239
5.8571415,-120.4549,38.57567
3.4508913,-120.094,38.62627
5.8883915,-120.5208,38.8577
3.9665163,-120.1582,38.90858
3.8258913,-119.795,38.9581
3.9821413,-120.223,39.19109
3.9508913,-119.8581,39.24089
3.6383913,-120.2885,39.4738
4.2165165,-119.9218,39.5239
4.245511,-120.4549,38.57567
2.7455113,-120.094,38.62627
4.151761,-120.5208,38.8577
3.0580113,-120.1582,38.90858
3.2767613,-119.795,38.9581
2.9798863,-120.223,39.19109
3.2298863,-119.8581,39.24089
2.7455113,-120.2885,39.4738
3.4955113,-119.9218,39.5239
3.0084023,-120.4549,38.57567
1.977152,-120.094,38.62627
3.0552773,-120.5208,38.8577
2.289652,-120.1582,38.90858
2.477152,-119.795,38.9581
2.430277,-120.223,39.19109
2.6177773,-119.8581,39.24089
2.367777,-120.2885,39.4738
3.0396523,-119.9218,39.5239
5.8041105,-120.4549,38.57567
3.8509862,-120.094,38.62627
5.6947355,-120.5208,38.8577
4.1166115,-120.1582,38.90858
4.1009865,-119.795,38.9581
4.1009865,-120.223,39.19109
4.1166115,-119.8581,39.24089
3.8978612,-120.2885,39.4738
4.3666115,-119.9218,39.5239
4.667053,-120.4549,38.57567
2.7920532,-120.094,38.62627
4.729553,-120.5208,38.8577
3.1826782,-120.1582,38.90858
3.1826782,-119.795,38.9581
3.1826782,-120.223,39.19109
3.1983032,-119.8581,39.24089
2.9639282,-120.2885,39.4738
3.6358032,-119.9218,39.5239
2.8442724,-120.4549,38.57567
2.0630224,-120.094,38.62627
2.9536474,-120.5208,38.8577
2.3442724,-120.1582,38.90858
2.4848974,-119.795,38.9581
2.3911474,-120.223,39.19109
2.5473974,-119.8581,39.24089
2.2348974,-120.2885,39.4738
2.8911474,-119.9218,39.5239
4.7757163,-120.4549,38.57567
3.5100915,-120.094,38.62627
4.9007163,-120.5208,38.8577
3.8850915,-120.1582,38.90858
3.8225915,-119.795,38.9581
4.0569663,-120.223,39.19109
3.9632165,-119.8581,39.24089
4.0257163,-120.2885,39.4738
4.3694663,-119.9218,39.5239
7.7671638,-120.4549,38.57567
6.157789,-120.094,38.62627
7.8609138,-120.5208,38.8577
6.4859138,-120.1582,38.90858
6.5484138,-119.795,38.9581
6.5327888,-120.223,39.19109
6.5952888,-119.8581,39.24089
6.407789,-120.2885,39.4738
7.0640388,-119.9218,39.5239
