lhtfl,lon,lat
-15.522644,-119.9218,39.5239
9.532349,-120.4549,38.57567
-0.84265137,-120.094,38.62627
8.219849,-120.5208,38.8577
-5.397339,-120.1582,38.90858
-5.100464,-119.795,38.9581
-2.1473389,-120.223,39.19109
-5.678589,-119.8581,39.24089
-9.334839,-120.2885,39.4738
-7.897339,-119.9218,39.5239
11.244965,-120.4549,38.57567
0.4168396,-120.094,38.62627
-30.294098,-120.5208,38.8577
-5.4737854,-120.1582,38.90858
5.5887146,-119.795,38.9581
-0.0519104,-120.223,39.19109
-2.669098,-119.8581,39.24089
-8.98941,-120.2885,39.4738
-3.465973,-119.9218,39.5239
12.139557,-120.4549,38.57567
-2.5557556,-120.094,38.62627
-25.47763,-120.5208,38.8577
-8.790131,-120.1582,38.90858
-2.2588806,-119.795,38.9581
-12.376068,-120.223,39.19109
-13.516693,-119.8581,39.24089
-12.672943,-120.2885,39.4738
-4.1495056,-119.9218,39.5239
5.171234,-120.4549,38.57567
-58.46939,-120.094,38.62627
-36.539703,-120.5208,38.8577
-29.695953,-120.1582,38.90858
-5.406891,-119.795,38.9581
-32.59439,-120.223,39.19109
-21.274078,-119.8581,39.24089
-38.820953,-120.2885,39.4738
-3.1568909,-119.9218,39.5239
7.4995728,-120.4549,38.57567
-38.562927,-120.094,38.62627
3.0308228,-120.5208,38.8577
-23.828552,-120.1582,38.90858
-3.5551147,-119.795,38.9581
-9.844177,-120.223,39.19109
-7.7816772,-119.8581,39.24089
-21.82074,-120.2885,39.4738
-10.898865,-119.9218,39.5239
6.834259,-120.4549,38.57567
1.7483215,-120.094,38.62627
-8.673553,-120.5208,38.8577
-23.181366,-120.1582,38.90858
-0.89230347,-119.795,38.9581
-18.423553,-120.223,39.19109
-10.103241,-119.8581,39.24089
-17.275116,-120.2885,39.4738
-5.368866,-119.9218,39.5239
-6.6044006,-120.4549,38.57567
-47.643463,-120.094,38.62627
-50.69815,-120.5208,38.8577
-52.44815,-120.1582,38.90858
-4.9637756,-119.795,38.9581
-64.557526,-120.223,39.19109
-16.94815,-119.8581,39.24089
-40.1044,-120.2885,39.4738
-7.0262756,-119.9218,39.5239
-11.440094,-120.4549,38.57567
-20.190094,-120.094,38.62627
-41.11197,-120.5208,38.8577
-23.994781,-120.1582,38.90858
-4.611969,-119.795,38.9581
-16.455719,-120.223,39.19109
-23.471344,-119.8581,39.24089
-21.776031,-120.2885,39.4738
-7.658844,-119.9218,39.5239
-15.668732,-120.4549,38.57567
-69.59842,-120.094,38.62627
-53.50467,-120.5208,38.8577
-62.403107,-120.1582,38.90858
-10.918732,-119.795,38.9581
-46.03592,-120.223,39.19109
-46.82498,-119.8581,39.24089
-65.71561,-120.2885,39.4738
-11.918732,-119.9218,39.5239
27.864838,-120.4549,38.57567
-30.517975,-120.094,38.62627
-32.385162,-120.5208,38.8577
-8.56485,-120.1582,38.90858
3.2789001,-119.795,38.9581
10.825775,-120.223,39.19109
-12.330475,-119.8581,39.24089
-11.37735,-120.2885,39.4738
-7.861725,-119.9218,39.5239
49.752136,-120.4549,38.57567
-57.099426,-120.094,38.62627
-14.661926,-120.5208,38.8577
-23.365051,-120.1582,38.90858
-5.6619263,-119.795,38.9581
26.853699,-120.223,39.19109
-31.943176,-119.8581,39.24089
-27.005676,-120.2885,39.4738
-10.732239,-119.9218,39.5239
45.81314,-120.4549,38.57567
-6.1634216,-120.094,38.62627
-18.81186,-120.5208,38.8577
-6.249359,-120.1582,38.90858
-3.9134216,-119.795,38.9581
11.953766,-120.223,39.19109
-24.171234,-119.8581,39.24089
-14.889984,-120.2885,39.4738
-10.304047,-119.9218,39.5239
1.2073364,-120.4549,38.57567
-35.073914,-120.094,38.62627
-34.33954,-120.5208,38.8577
-32.47235,-120.1582,38.90858
-10.878601,-119.795,38.9581
-17.277039,-120.223,39.19109
-26.042664,-119.8581,39.24089
-39.22235,-120.2885,39.4738
-10.355164,-119.9218,39.5239
10.489349,-120.4549,38.57567
-8.588776,-120.094,38.62627
-29.174713,-120.5208,38.8577
-9.893463,-120.1582,38.90858
2.3721619,-119.795,38.9581
2.2159119,-120.223,39.19109
-4.924713,-119.8581,39.24089
-6.1981506,-120.2885,39.4738
-5.4169006,-119.9218,39.5239
10.720123,-120.4549,38.57567
-90.20175,-120.094,38.62627
-34.108,-120.5208,38.8577
-41.936127,-120.1582,38.90858
-9.998627,-119.795,38.9581
-26.186127,-120.223,39.19109
-33.38144,-119.8581,39.24089
-60.467377,-120.2885,39.4738
-7.7173767,-119.9218,39.5239
13.107452,-120.4549,38.57567
-34.751923,-120.094,38.62627
-18.61911,-120.5208,38.8577
-17.720673,-120.1582,38.90858
-9.478485,-119.795,38.9581
5.22464,-120.223,39.19109
-12.509735,-119.8581,39.24089
-21.470673,-120.2885,39.4738
-6.8769226,-119.9218,39.5239
11.515533,-120.4549,38.57567
-12.367279,-120.094,38.62627
-4.5469666,-120.5208,38.8577
-6.132904,-120.1582,38.90858
5.538971,-119.795,38.9581
-31.453217,-120.223,39.19109
0.12490845,-119.8581,39.24089
-31.36728,-120.2885,39.4738
-3.7657166,-119.9218,39.5239
-3.4479065,-120.4549,38.57567
-49.127594,-120.094,38.62627
-10.0729065,-120.5208,38.8577
-43.541656,-120.1582,38.90858
-13.5885315,-119.795,38.9581
-23.463531,-120.223,39.19109
-27.080719,-119.8581,39.24089
-42.041656,-120.2885,39.4738
-7.9010315,-119.9218,39.5239
22.504608,-120.4549,38.57567
8.301483,-120.094,38.62627
41.59836,-120.5208,38.8577
7.2467957,-120.1582,38.90858
5.7936707,-119.795,38.9581
19.41867,-120.223,39.19109
6.067108,-119.8581,39.24089
6.426483,-120.2885,39.4738
-6.8469543,-119.9218,39.5239
12.228027,-120.4549,38.57567
-14.26416,-120.094,38.62627
4.0561523,-120.5208,38.8577
-16.76416,-120.1582,38.90858
-9.73291,-119.795,38.9581
-19.811035,-120.223,39.19109
-28.38916,-119.8581,39.24089
-23.82666,-120.2885,39.4738
-20.23291,-119.9218,39.5239
-18.047577,-120.4549,38.57567
-26.328827,-120.094,38.62627
-43.172577,-120.5208,38.8577
-6.0866394,-120.1582,38.90858
-5.578827,-119.795,38.9581
-14.180389,-120.223,39.19109
-11.367889,-119.8581,39.24089
-23.922577,-120.2885,39.4738
-11.602264,-119.9218,39.5239
-42.601654,-120.4549,38.57567
-17.015717,-120.094,38.62627
-40.882904,-120.5208,38.8577
-15.382904,-120.1582,38.90858
-8.898529,-119.795,38.9581
-35.74228,-120.223,39.19109
-9.273529,-119.8581,39.24089
-22.132904,-120.2885,39.4738
-23.281342,-119.9218,39.5239
-40.930542,-120.4549,38.57567
-42.493042,-120.094,38.62627
-37.883667,-120.5208,38.8577
-29.399292,-120.1582,38.90858
-6.836792,-119.795,38.9581
-69.64148,-120.223,39.19109
-6.5633545,-119.8581,39.24089
-29.86023,-120.2885,39.4738
-5.6883545,-119.9218,39.5239
-19.623444,-120.4549,38.57567
-28.842194,-120.094,38.62627
-38.873444,-120.5208,38.8577
-14.451569,-120.1582,38.90858
-13.248444,-119.795,38.9581
-23.826569,-120.223,39.19109
-10.701569,-119.8581,39.24089
-12.334381,-120.2885,39.4738
-16.154694,-119.9218,39.5239
-8.754456,-120.4549,38.57567
-30.598206,-120.094,38.62627
-41.387268,-120.5208,38.8577
-21.52008,-120.1582,38.90858
-13.066956,-119.795,38.9581
-19.723206,-120.223,39.19109
-15.473206,-119.8581,39.24089
-32.262268,-120.2885,39.4738
-9.684143,-119.9218,39.5239
-45.09256,-120.4549,38.57567
-25.787872,-120.094,38.62627
-42.428497,-120.5208,38.8577
-26.131622,-120.1582,38.90858
-19.608185,-119.795,38.9581
-54.553497,-120.223,39.19109
-28.553497,-119.8581,39.24089
-35.46756,-120.2885,39.4738
-7.8503723,-119.9218,39.5239
-32.654938,-120.4549,38.57567
-63.248688,-120.094,38.62627
-40.709625,-120.5208,38.8577
-48.084625,-120.1582,38.90858
-8.373688,-119.795,38.9581
-91.3815,-120.223,39.19109
-17.490875,-119.8581,39.24089
-18.60025,-120.2885,39.4738
-2.6705627,-119.9218,39.5239
-19.647278,-120.4549,38.57567
-15.49884,-120.094,38.62627
-31.584778,-120.5208,38.8577
-20.389465,-120.1582,38.90858
-11.100403,-119.795,38.9581
-25.194153,-120.223,39.19109
-16.014465,-119.8581,39.24089
-21.741028,-120.2885,39.4738
-15.975403,-119.9218,39.5239
-12.719482,-120.4549,38.57567
-3.55542,-120.094,38.62627
-28.55542,-120.5208,38.8577
-6.2194824,-120.1582,38.90858
-0.6101074,-119.795,38.9581
-17.102295,-120.223,39.19109
-0.9772949,-119.8581,39.24089
-19.578857,-120.2885,39.4738
-11.531982,-119.9218,39.5239
-12.636627,-120.4549,38.57567
-31.105377,-120.094,38.62627
-40.839752,-120.5208,38.8577
-20.95694,-120.1582,38.90858
-3.6991272,-119.795,38.9581
-27.496002,-120.223,39.19109
-10.558502,-119.8581,39.24089
-34.667877,-120.2885,39.4738
-5.339752,-119.9218,39.5239
-48.811676,-120.4549,38.57567
-63.061676,-120.094,38.62627
-43.50699,-120.5208,38.8577
-49.50699,-120.1582,38.90858
-17.655426,-119.795,38.9581
-41.85855,-120.223,39.19109
-54.061676,-119.8581,39.24089
-55.4523,-120.2885,39.4738
-11.561676,-119.9218,39.5239
-57.090515,-120.4549,38.57567
-30.371765,-120.094,38.62627
-58.801453,-120.5208,38.8577
-34.91864,-120.1582,38.90858
-26.496765,-119.795,38.9581
-36.01239,-120.223,39.19109
-52.35614,-119.8581,39.24089
-37.63739,-120.2885,39.4738
-38.426453,-119.9218,39.5239
56.80832,-120.4549,38.57567
-24.16043,-120.094,38.62627
-29.590118,-120.5208,38.8577
-17.824493,-120.1582,38.90858
-14.394806,-119.795,38.9581
-2.879181,-120.223,39.19109
-23.37918,-119.8581,39.24089
-17.261993,-120.2885,39.4738
-7.6369934,-119.9218,39.5239
21.19159,-120.4549,38.57567
-22.18341,-120.094,38.62627
29.769714,-120.5208,38.8577
-5.628723,-120.1582,38.90858
0.79315186,-119.795,38.9581
0.91033936,-120.223,39.19109
-5.269348,-119.8581,39.24089
-6.847473,-120.2885,39.4738
-3.8552856,-119.9218,39.5239
82.52637,-120.4549,38.57567
-21.762695,-120.094,38.62627
84.57324,-120.5208,38.8577
-18.473633,-120.1582,38.90858
-1.5205078,-119.795,38.9581
3.3623047,-120.223,39.19109
-29.958008,-119.8581,39.24089
-13.55957,-120.2885,39.4738
-26.606445,-119.9218,39.5239
11.247009,-120.4549,38.57567
-8.706116,-120.094,38.62627
-16.549866,-120.5208,38.8577
-8.862366,-120.1582,38.90858
5.286072,-119.795,38.9581
-2.5108032,-120.223,39.19109
-6.838928,-119.8581,39.24089
-7.417053,-120.2885,39.4738
-16.956116,-119.9218,39.5239
11.868561,-120.4549,38.57567
-45.81894,-120.094,38.62627
-46.108,-120.5208,38.8577
-32.717377,-120.1582,38.90858
3.6419983,-119.795,38.9581
-21.342377,-120.223,39.19109
-24.10019,-119.8581,39.24089
-35.78769,-120.2885,39.4738
-14.443939,-119.9218,39.5239
10.724701,-120.4549,38.57567
-19.915924,-120.094,38.62627
-43.30655,-120.5208,38.8577
-13.244049,-120.1582,38.90858
0.6231384,-119.795,38.9581
-5.259674,-120.223,39.19109
-17.439362,-119.8581,39.24089
-19.001862,-120.2885,39.4738
-13.736237,-119.9218,39.5239
15.135529,-120.4549,38.57567
-19.419159,-120.094,38.62627
-34.51291,-120.5208,38.8577
-18.075409,-120.1582,38.90858
-5.1300964,-119.795,38.9581
-8.333221,-120.223,39.19109
-25.880096,-119.8581,39.24089
-27.801971,-120.2885,39.4738
-7.2550964,-119.9218,39.5239
1.9239807,-120.4549,38.57567
-21.716644,-120.094,38.62627
-45.17758,-120.5208,38.8577
-19.63852,-120.1582,38.90858
-9.622894,-119.795,38.9581
-27.068207,-120.223,39.19109
-29.966644,-119.8581,39.24089
-27.427582,-120.2885,39.4738
-6.193207,-119.9218,39.5239
34.04779,-120.4549,38.57567
-11.530334,-120.094,38.62627
-41.663147,-120.5208,38.8577
-8.108459,-120.1582,38.90858
-2.038147,-119.795,38.9581
-6.881897,-120.223,39.19109
-16.975647,-119.8581,39.24089
-12.522522,-120.2885,39.4738
-8.327209,-119.9218,39.5239
127.22659,-120.4549,38.57567
-27.43747,-120.094,38.62627
-46.242157,-120.5208,38.8577
-18.90622,-120.1582,38.90858
-5.007782,-119.795,38.9581
8.945343,-120.223,39.19109
-22.265594,-119.8581,39.24089
-16.31247,-120.2885,39.4738
-13.382782,-119.9218,39.5239
101.865234,-120.4549,38.57567
-24.072266,-120.094,38.62627
-57.51758,-120.5208,38.8577
-16.58789,-120.1582,38.90858
-37.86133,-119.795,38.9581
-2.4941406,-120.223,39.19109
-30.24414,-119.8581,39.24089
-21.064453,-120.2885,39.4738
-43.74414,-119.9218,39.5239
11.27713,-120.4549,38.57567
-22.300995,-120.094,38.62627
-35.62912,-120.5208,38.8577
-17.183807,-120.1582,38.90858
-5.6838074,-119.795,38.9581
-12.355682,-120.223,39.19109
-19.543182,-119.8581,39.24089
-18.16037,-120.2885,39.4738
-16.230682,-119.9218,39.5239
25.967377,-120.4549,38.57567
-15.704498,-120.094,38.62627
-42.509186,-120.5208,38.8577
0.5298767,-120.1582,38.90858
2.6783142,-119.795,38.9581
15.209564,-120.223,39.19109
0.8658142,-119.8581,39.24089
5.6548767,-120.2885,39.4738
-22.24356,-119.9218,39.5239
36.020874,-120.4549,38.57567
-21.721313,-120.094,38.62627
52.028687,-120.5208,38.8577
-2.1119385,-120.1582,38.90858
-1.166626,-119.795,38.9581
19.278687,-120.223,39.19109
-21.174438,-119.8581,39.24089
-1.854126,-120.2885,39.4738
-23.580688,-119.9218,39.5239
2.0073547,-120.4549,38.57567
-28.328583,-120.094,38.62627
-1.3442078,-120.5208,38.8577
-23.000458,-120.1582,38.90858
-30.812958,-119.795,38.9581
-20.281708,-120.223,39.19109
-41.391083,-119.8581,39.24089
-18.617645,-120.2885,39.4738
-36.828583,-119.9218,39.5239
-11.70108,-120.4549,38.57567
-45.185455,-120.094,38.62627
-57.13858,-120.5208,38.8577
-32.443268,-120.1582,38.90858
-14.162018,-119.795,38.9581
-49.005768,-120.223,39.19109
-30.662018,-119.8581,39.24089
-28.505768,-120.2885,39.4738
-28.068268,-119.9218,39.5239
-2.1758728,-120.4549,38.57567
-7.144623,-120.094,38.62627
-6.660248,-120.5208,38.8577
0.2538147,-120.1582,38.90858
-5.316498,-119.795,38.9581
-0.1055603,-120.223,39.19109
-6.9024353,-119.8581,39.24089
2.2147522,-120.2885,39.4738
-6.6524353,-119.9218,39.5239
-23.316498,-120.4549,38.57567
-40.183685,-120.094,38.62627
-64.4415,-120.5208,38.8577
-29.76181,-120.1582,38.90858
2.3241272,-119.795,38.9581
-52.16806,-120.223,39.19109
-7.363373,-119.8581,39.24089
-28.253998,-120.2885,39.4738
-12.113373,-119.9218,39.5239
-59.076385,-120.4549,38.57567
-23.177948,-120.094,38.62627
-60.451385,-120.5208,38.8577
-10.5451355,-120.1582,38.90858
-0.521698,-119.795,38.9581
-49.826385,-120.223,39.19109
-15.4045105,-119.8581,39.24089
-26.24826,-120.2885,39.4738
-10.0763855,-119.9218,39.5239
-77.85834,-120.4549,38.57567
-40.42865,-120.094,38.62627
-74.03021,-120.5208,38.8577
-36.030212,-120.1582,38.90858
-2.4052124,-119.795,38.9581
-80.85834,-120.223,39.19109
-16.702087,-119.8581,39.24089
-48.11615,-120.2885,39.4738
-18.436462,-119.9218,39.5239
-66.9104,-120.4549,38.57567
-22.996338,-120.094,38.62627
-69.46509,-120.5208,38.8577
-21.496338,-120.1582,38.90858
-4.6447754,-119.795,38.9581
-27.511963,-120.223,39.19109
-16.2854,-119.8581,39.24089
-26.105713,-120.2885,39.4738
-24.9729,-119.9218,39.5239
-64.31842,-120.4549,38.57567
-42.56842,-120.094,38.62627
-83.927795,-120.5208,38.8577
-32.279358,-120.1582,38.90858
-18.521545,-119.795,38.9581
-74.62311,-120.223,39.19109
-8.685608,-119.8581,39.24089
-36.998108,-120.2885,39.4738
-18.53717,-119.9218,39.5239
-43.289703,-120.4549,38.57567
-20.602203,-120.094,38.62627
-46.789703,-120.5208,38.8577
-30.820953,-120.1582,38.90858
-4.735016,-119.795,38.9581
-44.320953,-120.223,39.19109
-11.438141,-119.8581,39.24089
-32.297516,-120.2885,39.4738
-15.547516,-119.9218,39.5239
7.2857666,-120.4549,38.57567
3.277954,-120.094,38.62627
-51.659546,-120.5208,38.8577
-7.4486084,-120.1582,38.90858
12.520142,-119.795,38.9581
-37.11267,-120.223,39.19109
-4.2142334,-119.8581,39.24089
-14.675171,-120.2885,39.4738
-13.307983,-119.9218,39.5239
12.397491,-120.4549,38.57567
5.545929,-120.094,38.62627
-54.00876,-120.5208,38.8577
-13.219696,-120.1582,38.90858
10.194366,-119.795,38.9581
-35.86032,-120.223,39.19109
-5.9775085,-119.8581,39.24089
-27.680634,-120.2885,39.4738
-17.165009,-119.9218,39.5239
41.144135,-120.4549,38.57567
-23.348053,-120.094,38.62627
-39.738678,-120.5208,38.8577
-14.3714905,-120.1582,38.90858
8.136322,-119.795,38.9581
-1.1839905,-120.223,39.19109
-17.269928,-119.8581,39.24089
-19.535553,-120.2885,39.4738
-21.957428,-119.9218,39.5239
101.29782,-120.4549,38.57567
-25.045929,-120.094,38.62627
-71.44437,-120.5208,38.8577
-19.147491,-120.1582,38.90858
-4.405304,-119.795,38.9581
-32.60843,-120.223,39.19109
-26.006866,-119.8581,39.24089
-20.241241,-120.2885,39.4738
-34.811554,-119.9218,39.5239
49.40457,-120.4549,38.57567
-30.751678,-120.094,38.62627
-55.18918,-120.5208,38.8577
-25.618866,-120.1582,38.90858
-16.720428,-119.795,38.9581
-17.986053,-120.223,39.19109
-27.861053,-119.8581,39.24089
-18.509491,-120.2885,39.4738
-40.69699,-119.9218,39.5239
18.034332,-120.4549,38.57567
-29.489105,-120.094,38.62627
-56.528168,-120.5208,38.8577
-27.270355,-120.1582,38.90858
-35.793793,-119.795,38.9581
-22.34848,-120.223,39.19109
-53.676605,-119.8581,39.24089
-33.41098,-120.2885,39.4738
-48.418793,-119.9218,39.5239
-15.802795,-120.4549,38.57567
-30.060608,-120.094,38.62627
-25.029358,-120.5208,38.8577
-36.544983,-120.1582,38.90858
-29.154358,-119.795,38.9581
-31.334045,-120.223,39.19109
-56.185608,-119.8581,39.24089
-36.263733,-120.2885,39.4738
-54.771545,-119.9218,39.5239
2.399231,-120.4549,38.57567
-19.788269,-120.094,38.62627
-15.561707,-120.5208,38.8577
-41.624207,-120.1582,38.90858
-30.171082,-119.795,38.9581
-34.092957,-120.223,39.19109
-39.405457,-119.8581,39.24089
-33.342957,-120.2885,39.4738
-52.44452,-119.9218,39.5239
7.2815247,-120.4549,38.57567
-28.898163,-120.094,38.62627
-20.26535,-120.5208,38.8577
-39.335663,-120.1582,38.90858
-12.82785,-119.795,38.9581
-35.062225,-120.223,39.19109
-23.695038,-119.8581,39.24089
-33.655975,-120.2885,39.4738
-36.195038,-119.9218,39.5239
-1.93396,-120.4549,38.57567
-27.387085,-120.094,38.62627
-16.99646,-120.5208,38.8577
-26.754272,-120.1582,38.90858
-23.863647,-119.795,38.9581
-36.84021,-120.223,39.19109
-37.723022,-119.8581,39.24089
-37.348022,-120.2885,39.4738
-31.473022,-119.9218,39.5239
-8.13916,-120.4549,38.57567
-22.834473,-120.094,38.62627
-18.967285,-120.5208,38.8577
-29.811035,-120.1582,38.90858
-32.373535,-119.795,38.9581
-10.584473,-120.223,39.19109
-34.717285,-119.8581,39.24089
-25.17041,-120.2885,39.4738
-32.57666,-119.9218,39.5239
-14.614105,-120.4549,38.57567
-32.887543,-120.094,38.62627
-34.918793,-120.5208,38.8577
-34.559418,-120.1582,38.90858
-39.434418,-119.795,38.9581
-37.239105,-120.223,39.19109
-39.864105,-119.8581,39.24089
-30.81723,-120.2885,39.4738
-42.832855,-119.9218,39.5239
0.4734497,-120.4549,38.57567
-32.979675,-120.094,38.62627
-21.354675,-120.5208,38.8577
-40.3703,-120.1582,38.90858
-21.948425,-119.795,38.9581
-27.628113,-120.223,39.19109
-25.284363,-119.8581,39.24089
-31.003113,-120.2885,39.4738
-17.1203,-119.9218,39.5239
-8.164307,-120.4549,38.57567
-99.00806,-120.094,38.62627
-44.226807,-120.5208,38.8577
-74.32837,-120.1582,38.90858
-14.531494,-119.795,38.9581
-64.02368,-120.223,39.19109
-49.976807,-119.8581,39.24089
-75.02368,-120.2885,39.4738
-18.04712,-119.9218,39.5239
11.86615,-120.4549,38.57567
-33.6651,-120.094,38.62627
-81.711975,-120.5208,38.8577
-34.657288,-120.1582,38.90858
-3.2822876,-119.795,38.9581
-35.44635,-120.223,39.19109
-33.563538,-119.8581,39.24089
-30.735413,-120.2885,39.4738
-12.547913,-119.9218,39.5239
153.50278,-120.4549,38.57567
-31.286285,-120.094,38.62627
-45.544098,-120.5208,38.8577
-19.942535,-120.1582,38.90858
-15.794098,-119.795,38.9581
55.182465,-120.223,39.19109
-35.39566,-119.8581,39.24089
5.377777,-120.2885,39.4738
-35.559723,-119.9218,39.5239
-0.667572,-120.4549,38.57567
-30.12851,-120.094,38.62627
-36.292572,-120.5208,38.8577
-36.862885,-120.1582,38.90858
-45.511322,-119.795,38.9581
-42.612885,-120.223,39.19109
-55.519135,-119.8581,39.24089
-28.776947,-120.2885,39.4738
-41.300385,-119.9218,39.5239
-5.932007,-120.4549,38.57567
-30.525757,-120.094,38.62627
-11.236694,-120.5208,38.8577
-39.017944,-120.1582,38.90858
-29.244507,-119.795,38.9581
-20.12732,-120.223,39.19109
-36.76013,-119.8581,39.24089
-22.642944,-120.2885,39.4738
-28.963257,-119.9218,39.5239
-5.888214,-120.4549,38.57567
-26.981964,-120.094,38.62627
-16.544464,-120.5208,38.8577
-30.317902,-120.1582,38.90858
-27.544464,-119.795,38.9581
-36.177277,-120.223,39.19109
-30.052277,-119.8581,39.24089
-33.513214,-120.2885,39.4738
-32.677277,-119.9218,39.5239
-13.602814,-120.4549,38.57567
-30.095001,-120.094,38.62627
-25.805939,-120.5208,38.8577
-30.329376,-120.1582,38.90858
-30.212189,-119.795,38.9581
-43.64969,-120.223,39.19109
-31.657501,-119.8581,39.24089
-31.923126,-120.2885,39.4738
-30.532501,-119.9218,39.5239
-0.4541626,-120.4549,38.57567
-45.891663,-120.094,38.62627
-30.149475,-120.5208,38.8577
-32.19635,-120.1582,38.90858
-21.126038,-119.795,38.9581
-45.19635,-120.223,39.19109
-20.672913,-119.8581,39.24089
-33.016663,-120.2885,39.4738
-29.13385,-119.9218,39.5239
2.658905,-120.4549,38.57567
-32.684845,-120.094,38.62627
-23.841095,-120.5208,38.8577
-37.973907,-120.1582,38.90858
-42.458282,-119.795,38.9581
-48.723907,-120.223,39.19109
-47.54422,-119.8581,39.24089
-45.95047,-120.2885,39.4738
-52.98172,-119.9218,39.5239
-21.791382,-120.4549,38.57567
-32.59607,-120.094,38.62627
-45.650757,-120.5208,38.8577
-31.93982,-120.1582,38.90858
-33.53357,-119.795,38.9581
-61.400757,-120.223,39.19109
-34.00232,-119.8581,39.24089
-31.103882,-120.2885,39.4738
-38.78357,-119.9218,39.5239
