wcinc,lon,lat
0.009859562,-119.795,38.9581
0.04973471,-120.223,39.19109
0.0036097765,-119.8581,39.24089
0.031484842,-120.2885,39.4738
0.0011101961,-119.9218,39.5239
-0.0017646551,-120.4549,38.57567
0.00011062622,-120.094,38.62627
0.00061035156,-120.5208,38.8577
-0.00013971329,-120.1582,38.90858
0.0003604889,-119.795,38.9581
0.00011050701,-120.223,39.19109
0.00023555756,-119.8581,39.24089
0.00023543835,-120.2885,39.4738
-0.00038957596,-119.9218,39.5239
-0.000114798546,-120.4549,38.57567
-0.000114798546,-120.094,38.62627
-0.000114798546,-120.5208,38.8577
-0.0014897585,-120.1582,38.90858
-0.00048983097,-119.795,38.9581
-0.0006147623,-120.223,39.19109
-0.000114798546,-119.8581,39.24089
-0.000114798546,-120.2885,39.4738
-0.00023984909,-119.9218,39.5239
0.0629884,-120.4549,38.57567
0.10373843,-120.094,38.62627
0.16298842,-120.5208,38.8577
0.09811318,-120.1582,38.90858
0.0714885,-119.795,38.9581
0.034113407,-120.223,39.19109
0.0048633814,-119.8581,39.24089
-0.009261489,-120.2885,39.4738
-0.0008864403,-119.9218,39.5239
0.02347374,-120.4549,38.57567
0.0074738264,-120.094,38.62627
0.032473803,-120.5208,38.8577
0.01222384,-120.1582,38.90858
0.00084900856,-119.795,38.9581
0.04659891,-120.223,39.19109
0.00084900856,-119.8581,39.24089
0.025724053,-120.2885,39.4738
0.004474044,-119.9218,39.5239
0.0004093647,-120.4549,38.57567
0.0004093647,-120.094,38.62627
0.00015926361,-120.5208,38.8577
0.00015926361,-120.1582,38.90858
0.00090920925,-119.795,38.9581
0.00015926361,-120.223,39.19109
0.00015926361,-119.8581,39.24089
0.001909256,-120.2885,39.4738
0.0004092455,-119.9218,39.5239
0.0008224249,-120.4549,38.57567
0.000947237,-120.094,38.62627
0.0009473562,-120.5208,38.8577
0.00069737434,-120.1582,38.90858
0.00082218647,-119.795,38.9581
0.0005723238,-120.223,39.19109
0.0011972189,-119.8581,39.24089
0.0010722876,-120.2885,39.4738
0.00069725513,-119.9218,39.5239
0.00017774105,-120.4549,38.57567
0.00017774105,-120.094,38.62627
0.00017774105,-120.5208,38.8577
0.00017774105,-120.1582,38.90858
0.00017774105,-119.795,38.9581
0.00017774105,-120.223,39.19109
0.00017774105,-119.8581,39.24089
0.00067794323,-120.2885,39.4738
0.00017774105,-119.9218,39.5239
1.5497208e-05,-120.4549,38.57567
1.5497208e-05,-120.094,38.62627
0.00039052963,-120.5208,38.8577
1.5497208e-05,-120.1582,38.90858
1.5497208e-05,-119.795,38.9581
1.5497208e-05,-120.223,39.19109
1.5497208e-05,-119.8581,39.24089
1.5497208e-05,-120.2885,39.4738
0.0013904572,-119.9218,39.5239
0.0023858547,-120.4549,38.57567
0.0025110245,-120.094,38.62627
0.002135992,-120.5208,38.8577
0.0012609959,-120.1582,38.90858
0.00063610077,-119.795,38.9581
0.00013589859,-120.223,39.19109
0.0026359558,-119.8581,39.24089
-0.00011396408,-120.2885,39.4738
0.0026359558,-119.9218,39.5239
0.0004222393,-120.4549,38.57567
0.000672102,-120.094,38.62627
0.00029718876,-120.5208,38.8577
0.00017213821,-120.1582,38.90858
4.708767e-05,-119.795,38.9581
0.00017213821,-120.223,39.19109
0.0007971525,-119.8581,39.24089
0.00029718876,-120.2885,39.4738
0.0041720867,-119.9218,39.5239
-7.4625015e-05,-120.4549,38.57567
-7.4625015e-05,-120.094,38.62627
-7.4625015e-05,-120.5208,38.8577
-7.4625015e-05,-120.1582,38.90858
-7.4625015e-05,-119.795,38.9581
-7.4625015e-05,-120.223,39.19109
-7.4625015e-05,-119.8581,39.24089
-7.4625015e-05,-120.2885,39.4738
-7.4625015e-05,-119.9218,39.5239
-0.0075421333,-120.4549,38.57567
-0.00016713142,-120.094,38.62627
-0.020041943,-120.5208,38.8577
-0.00029206276,-120.1582,38.90858
0.00020802021,-119.795,38.9581
-4.184246e-05,-120.223,39.19109
0.0014580488,-119.8581,39.24089
0.0028328896,-120.2885,39.4738
0.0012080669,-119.9218,39.5239
-0.00019788742,-120.4549,38.57567
-0.00019788742,-120.094,38.62627
-0.006572962,-120.5208,38.8577
-0.00019788742,-120.1582,38.90858
-7.2956085e-05,-119.795,38.9581
-0.00082302094,-120.223,39.19109
-7.2956085e-05,-119.8581,39.24089
0.011802077,-120.2885,39.4738
-7.2956085e-05,-119.9218,39.5239
-0.0032371283,-120.4549,38.57567
0.001262784,-120.094,38.62627
-0.011612177,-120.5208,38.8577
0.015262723,-120.1582,38.90858
0.0063877106,-119.795,38.9581
0.016012788,-120.223,39.19109
0.0071377754,-119.8581,39.24089
0.0025126934,-120.2885,39.4738
0.0015127659,-119.9218,39.5239
0.11878431,-120.4549,38.57567
0.083034635,-120.094,38.62627
0.15653408,-120.5208,38.8577
0.114284396,-120.1582,38.90858
0.011909127,-119.795,38.9581
0.13340926,-120.223,39.19109
-0.015590429,-119.8581,39.24089
0.07190895,-120.2885,39.4738
-0.017965555,-119.9218,39.5239
0.0007376671,-120.4549,38.57567
-0.00013744831,-120.094,38.62627
-0.00038731098,-120.5208,38.8577
-1.2278557e-05,-120.1582,38.90858
0.00011265278,-119.795,38.9581
0.00011265278,-120.223,39.19109
0.00011265278,-119.8581,39.24089
0.00011265278,-120.2885,39.4738
0.00011265278,-119.9218,39.5239
7.724762e-05,-120.4549,38.57567
7.724762e-05,-120.094,38.62627
7.724762e-05,-120.5208,38.8577
7.724762e-05,-120.1582,38.90858
7.724762e-05,-119.795,38.9581
7.724762e-05,-120.223,39.19109
7.724762e-05,-119.8581,39.24089
0.0022025108,-120.2885,39.4738
7.724762e-05,-119.9218,39.5239
5.2452087e-05,-120.4549,38.57567
5.2452087e-05,-120.094,38.62627
5.2452087e-05,-120.5208,38.8577
5.2452087e-05,-120.1582,38.90858
5.2452087e-05,-119.795,38.9581
5.2452087e-05,-120.223,39.19109
5.2452087e-05,-119.8581,39.24089
5.2452087e-05,-120.2885,39.4738
5.2452087e-05,-119.9218,39.5239
0.036512733,-120.4549,38.57567
0.17426288,-120.094,38.62627
0.19938767,-120.5208,38.8577
0.11151278,-120.1582,38.90858
0.08588779,-119.795,38.9581
0.1696378,-120.223,39.19109
0.02938795,-119.8581,39.24089
0.07576299,-120.2885,39.4738
-0.0076122284,-119.9218,39.5239
-4.2796135e-05,-120.4549,38.57567
8.21352e-05,-120.094,38.62627
0.0010824203,-120.5208,38.8577
0.00020718575,-120.1582,38.90858
-4.2676926e-05,-119.795,38.9581
0.0007071495,-120.223,39.19109
-0.00016772747,-119.8581,39.24089
0.0070824623,-120.2885,39.4738
-4.2676926e-05,-119.9218,39.5239
-0.0035841465,-120.4549,38.57567
0.0011659861,-120.094,38.62627
-0.0027091503,-120.5208,38.8577
0.005290985,-120.1582,38.90858
0.0030411482,-119.795,38.9581
0.008540988,-120.223,39.19109
0.0019161701,-119.8581,39.24089
-0.0034589767,-120.2885,39.4738
0.0025411844,-119.9218,39.5239
0.05049658,-120.4549,38.57567
0.1943717,-120.094,38.62627
0.45287204,-120.5208,38.8577
0.22799635,-120.1582,38.90858
0.10649705,-119.795,38.9581
0.3104968,-120.223,39.19109
0.034746528,-119.8581,39.24089
0.044621587,-120.2885,39.4738
-0.01025331,-119.9218,39.5239
-0.14959955,-120.4549,38.57567
0.18752551,-120.094,38.62627
0.11165106,-120.5208,38.8577
0.17615056,-120.1582,38.90858
-0.027224302,-119.795,38.9581
0.17777574,-120.223,39.19109
0.07227576,-119.8581,39.24089
0.18177569,-120.2885,39.4738
0.0022758245,-119.9218,39.5239
0.017075658,-120.4549,38.57567
0.00020074844,-120.094,38.62627
0.00020074844,-120.5208,38.8577
0.000700593,-120.1582,38.90858
0.000700593,-119.795,38.9581
0.00082552433,-120.223,39.19109
0.0028256178,-119.8581,39.24089
0.00082552433,-120.2885,39.4738
0.000700593,-119.9218,39.5239
0.001237154,-120.4549,38.57567
0.0016120672,-120.094,38.62627
0.0008621216,-120.5208,38.8577
0.0006119013,-120.1582,38.90858
-0.00076293945,-119.795,38.9581
0.00011205673,-120.223,39.19109
0.00011205673,-119.8581,39.24089
0.00011205673,-120.2885,39.4738
0.00011205673,-119.9218,39.5239
0.001044631,-120.4549,38.57567
0.0014196634,-120.094,38.62627
0.0007945299,-120.5208,38.8577
0.00054466724,-120.1582,38.90858
0.00016963482,-119.795,38.9581
0.00016963482,-120.223,39.19109
4.4703484e-05,-119.8581,39.24089
0.00016963482,-120.2885,39.4738
4.4703484e-05,-119.9218,39.5239
4.5895576e-05,-120.4549,38.57567
4.5895576e-05,-120.094,38.62627
4.5895576e-05,-120.5208,38.8577
4.5895576e-05,-120.1582,38.90858
4.5895576e-05,-119.795,38.9581
0.00017094612,-120.223,39.19109
0.00017094612,-119.8581,39.24089
0.0004208088,-120.2885,39.4738
0.0011708736,-119.9218,39.5239
0.00025308132,-120.4549,38.57567
0.00025308132,-120.094,38.62627
0.00025308132,-120.5208,38.8577
0.00025308132,-120.1582,38.90858
0.00025308132,-119.795,38.9581
0.00025308132,-120.223,39.19109
0.00025308132,-119.8581,39.24089
0.00025308132,-120.2885,39.4738
0.00025308132,-119.9218,39.5239
0.008375168,-120.4549,38.57567
0.012875199,-120.094,38.62627
0.009250283,-120.5208,38.8577
0.016250253,-120.1582,38.90858
0.0063751936,-119.795,38.9581
0.0035002232,-120.223,39.19109
0.0002502203,-119.8581,39.24089
-0.00049984455,-120.2885,39.4738
-0.008249879,-119.9218,39.5239
0.002137065,-120.4549,38.57567
0.0031371117,-120.094,38.62627
0.0016371012,-120.5208,38.8577
0.0016371012,-120.1582,38.90858
0.000762105,-119.795,38.9581
0.00026202202,-120.223,39.19109
0.00013709068,-119.8581,39.24089
0.00013709068,-120.2885,39.4738
0.00013709068,-119.9218,39.5239
-7.748604e-05,-120.4549,38.57567
-7.748604e-05,-120.094,38.62627
-7.748604e-05,-120.5208,38.8577
-7.748604e-05,-120.1582,38.90858
-7.748604e-05,-119.795,38.9581
-7.748604e-05,-120.223,39.19109
-7.748604e-05,-119.8581,39.24089
0.0011725426,-120.2885,39.4738
-7.748604e-05,-119.9218,39.5239
7.748604e-05,-120.4549,38.57567
7.748604e-05,-120.094,38.62627
7.748604e-05,-120.5208,38.8577
7.748604e-05,-120.1582,38.90858
7.748604e-05,-119.795,38.9581
7.748604e-05,-120.223,39.19109
7.748604e-05,-119.8581,39.24089
7.748604e-05,-120.2885,39.4738
7.748604e-05,-119.9218,39.5239
-9.870529e-05,-120.4549,38.57567
-9.870529e-05,-120.094,38.62627
-9.870529e-05,-120.5208,38.8577
-9.870529e-05,-120.1582,38.90858
-9.870529e-05,-119.795,38.9581
-9.870529e-05,-120.223,39.19109
-9.870529e-05,-119.8581,39.24089
-9.870529e-05,-120.2885,39.4738
-9.870529e-05,-119.9218,39.5239
0.13331711,-120.4549,38.57567
0.08606696,-120.094,38.62627
0.01931703,-120.5208,38.8577
0.06481695,-120.1582,38.90858
0.004066944,-119.795,38.9581
0.053816915,-120.223,39.19109
-0.0005580187,-119.8581,39.24089
0.031566978,-120.2885,39.4738
0.0009419918,-119.9218,39.5239
-0.1156435,-120.4549,38.57567
0.31023145,-120.094,38.62627
-0.012018323,-120.5208,38.8577
0.29798138,-120.1582,38.90858
0.14460659,-119.795,38.9581
0.4251064,-120.223,39.19109
0.16510665,-119.8581,39.24089
0.59360635,-120.2885,39.4738
0.18548143,-119.9218,39.5239
0.26752496,-120.4549,38.57567
0.22514987,-120.094,38.62627
0.7753999,-120.5208,38.8577
0.41339993,-120.1582,38.90858
0.20439982,-119.795,38.9581
1.0736499,-120.223,39.19109
0.385525,-119.8581,39.24089
1.1447749,-120.2885,39.4738
0.7581501,-119.9218,39.5239
-0.005839348,-120.4549,38.57567
0.0024107695,-120.094,38.62627
-8.916855e-05,-120.5208,38.8577
0.03091073,-120.1582,38.90858
0.012160659,-119.795,38.9581
0.041785717,-120.223,39.19109
0.018660784,-119.8581,39.24089
0.021911025,-120.2885,39.4738
0.009285808,-119.9218,39.5239
-0.092224,-120.4549,38.57567
0.15452588,-120.094,38.62627
0.31977618,-120.5208,38.8577
0.24852598,-120.1582,38.90858
0.0716511,-119.795,38.9581
0.43190086,-120.223,39.19109
0.06452596,-119.8581,39.24089
0.2601508,-120.2885,39.4738
0.07552576,-119.9218,39.5239
0.11108744,-120.4549,38.57567
0.04833758,-120.094,38.62627
0.36571252,-120.5208,38.8577
0.0752126,-120.1582,38.90858
0.0063374043,-119.795,38.9581
0.073337555,-120.223,39.19109
-0.0042874813,-119.8581,39.24089
0.015337586,-120.2885,39.4738
-0.017537355,-119.9218,39.5239
-3.015995e-05,-120.4549,38.57567
0.0004698038,-120.094,38.62627
-3.015995e-05,-120.5208,38.8577
-3.015995e-05,-120.1582,38.90858
9.4771385e-05,-119.795,38.9581
-3.015995e-05,-120.223,39.19109
-3.015995e-05,-119.8581,39.24089
-3.015995e-05,-120.2885,39.4738
-3.015995e-05,-119.9218,39.5239
0.013339639,-120.4549,38.57567
0.0022149086,-120.094,38.62627
0.00946486,-120.5208,38.8577
0.003214717,-120.1582,38.90858
0.00021469593,-119.795,38.9581
0.00033962727,-120.223,39.19109
0.0007146597,-119.8581,39.24089
0.00058972836,-120.2885,39.4738
0.00033962727,-119.9218,39.5239
0.002990365,-120.4549,38.57567
0.0022403002,-120.094,38.62627
0.005490303,-120.5208,38.8577
0.009115338,-120.1582,38.90858
0.002990365,-119.795,38.9581
0.0033653975,-120.223,39.19109
0.0007404089,-119.8581,39.24089
-9.655952e-06,-120.2885,39.4738
-9.655952e-06,-119.9218,39.5239
0.0081522465,-120.4549,38.57567
0.0014023781,-120.094,38.62627
0.0074025393,-120.5208,38.8577
0.0022773743,-120.1582,38.90858
-9.763241e-05,-119.795,38.9581
-9.763241e-05,-120.223,39.19109
-0.00022268295,-119.8581,39.24089
-9.763241e-05,-120.2885,39.4738
-0.00022268295,-119.9218,39.5239
0.14607179,-120.4549,38.57567
0.13907182,-120.094,38.62627
0.0145715475,-120.5208,38.8577
0.119822025,-120.1582,38.90858
0.045446634,-119.795,38.9581
0.10782182,-120.223,39.19109
0.011821747,-119.8581,39.24089
0.07507169,-120.2885,39.4738
0.006196618,-119.9218,39.5239
0.40773416,-120.4549,38.57567
0.8421092,-120.094,38.62627
0.848734,-120.5208,38.8577
0.7469841,-120.1582,38.90858
0.3749845,-119.795,38.9581
1.1124842,-120.223,39.19109
0.3467343,-119.8581,39.24089
0.9087343,-120.2885,39.4738
0.39148426,-119.9218,39.5239
0.99215436,-120.4549,38.57567
1.0631546,-120.094,38.62627
0.50440454,-120.5208,38.8577
1.43878,-120.1582,38.90858
0.7776551,-119.795,38.9581
1.9205297,-120.223,39.19109
1.1927797,-119.8581,39.24089
1.6951545,-120.2885,39.4738
1.2320298,-119.9218,39.5239
-0.37768257,-120.4549,38.57567
0.20956767,-120.094,38.62627
0.102317214,-120.5208,38.8577
0.17806745,-120.1582,38.90858
0.04656756,-119.795,38.9581
0.18619263,-120.223,39.19109
0.030442595,-119.8581,39.24089
0.25556755,-120.2885,39.4738
0.09894252,-119.9218,39.5239
-0.0066207647,-120.4549,38.57567
-0.0012456179,-120.094,38.62627
0.13625431,-120.5208,38.8577
-0.00049579144,-120.1582,38.90858
-0.002870679,-119.795,38.9581
0.07212937,-120.223,39.19109
-0.021120429,-119.8581,39.24089
0.037254453,-120.2885,39.4738
-0.00024592876,-119.9218,39.5239
0.44989324,-120.4549,38.57567
0.3931433,-120.094,38.62627
1.0523931,-120.5208,38.8577
0.6195185,-120.1582,38.90858
0.5646434,-119.795,38.9581
0.7752683,-120.223,39.19109
0.6000185,-119.8581,39.24089
0.9230186,-120.2885,39.4738
0.6357683,-119.9218,39.5239
-0.12099075,-120.4549,38.57567
0.19963408,-120.094,38.62627
0.15313411,-120.5208,38.8577
0.12263417,-120.1582,38.90858
0.010759234,-119.795,38.9581
0.14588404,-120.223,39.19109
0.12250936,-119.8581,39.24089
0.08238411,-120.2885,39.4738
-0.067365766,-119.9218,39.5239
0.02380395,-120.4549,38.57567
0.013428688,-120.094,38.62627
0.023928761,-120.5208,38.8577
0.014678836,-120.1582,38.90858
-0.020571232,-119.795,38.9581
0.0030537844,-120.223,39.19109
-7.1167946e-05,-119.8581,39.24089
0.002928853,-120.2885,39.4738
-0.00044620037,-119.9218,39.5239
0.002826333,-120.4549,38.57567
0.0008262396,-120.094,38.62627
-4.87566e-05,-120.5208,38.8577
0.0010761023,-120.1582,38.90858
0.0013262033,-119.795,38.9581
0.00045120716,-120.223,39.19109
0.0003260374,-119.8581,39.24089
7.6413155e-05,-120.2885,39.4738
7.6174736e-05,-119.9218,39.5239
0.0016276836,-120.4549,38.57567
0.00012755394,-120.094,38.62627
0.0002527237,-120.5208,38.8577
0.0002527237,-120.1582,38.90858
0.00012767315,-119.795,38.9581
0.001252532,-120.223,39.19109
0.00075268745,-119.8581,39.24089
0.0016275644,-120.2885,39.4738
0.00050258636,-119.9218,39.5239
0.00078082085,-120.4549,38.57567
0.0009057522,-120.094,38.62627
0.0006557703,-120.5208,38.8577
0.00040578842,-120.1582,38.90858
0.00015580654,-119.795,38.9581
0.00015580654,-120.223,39.19109
0.00015580654,-119.8581,39.24089
0.00015580654,-120.2885,39.4738
0.00015580654,-119.9218,39.5239
-5.5909157e-05,-120.4549,38.57567
-5.5909157e-05,-120.094,38.62627
6.92606e-05,-120.5208,38.8577
-5.5909157e-05,-120.1582,38.90858
-5.5909157e-05,-119.795,38.9581
-5.5909157e-05,-120.223,39.19109
-5.5909157e-05,-119.8581,39.24089
-5.5909157e-05,-120.2885,39.4738
-5.5909157e-05,-119.9218,39.5239
0.0016173124,-120.4549,38.57567
0.0011173487,-120.094,38.62627
0.003992319,-120.5208,38.8577
0.001742363,-120.1582,38.90858
0.00024235249,-119.795,38.9581
0.00024235249,-120.223,39.19109
0.00011730194,-119.8581,39.24089
0.00011730194,-120.2885,39.4738
0.00011730194,-119.9218,39.5239
2.026558e-05,-120.4549,38.57567
2.026558e-05,-120.094,38.62627
2.026558e-05,-120.5208,38.8577
2.026558e-05,-120.1582,38.90858
2.026558e-05,-119.795,38.9581
2.026558e-05,-120.223,39.19109
2.026558e-05,-119.8581,39.24089
-0.0009796619,-120.2885,39.4738
2.026558e-05,-119.9218,39.5239
0.00030744076,-120.4549,38.57567
0.00030744076,-120.094,38.62627
5.7458878e-05,-120.5208,38.8577
0.00030744076,-120.1582,38.90858
0.00030744076,-119.795,38.9581
0.00018250942,-120.223,39.19109
0.00030744076,-119.8581,39.24089
0.00030744076,-120.2885,39.4738
0.00030744076,-119.9218,39.5239
5.9247017e-05,-120.4549,38.57567
5.9247017e-05,-120.094,38.62627
5.9247017e-05,-120.5208,38.8577
5.9247017e-05,-120.1582,38.90858
5.9247017e-05,-119.795,38.9581
5.9247017e-05,-120.223,39.19109
5.9247017e-05,-119.8581,39.24089
5.9247017e-05,-120.2885,39.4738
5.9247017e-05,-119.9218,39.5239
0.099411845,-120.4549,38.57567
0.043911815,-120.094,38.62627
0.052911997,-120.5208,38.8577
0.01766181,-120.1582,38.90858
0.000161767,-119.795,38.9581
0.000161767,-120.223,39.19109
0.000161767,-119.8581,39.24089
0.000161767,-120.2885,39.4738
0.000161767,-119.9218,39.5239
-0.0018595457,-120.4549,38.57567
0.0008903742,-120.094,38.62627
0.00026535988,-120.5208,38.8577
0.032015443,-120.1582,38.90858
0.019890428,-119.795,38.9581
0.036765456,-120.223,39.19109
0.030390382,-119.8581,39.24089
0.013515353,-120.2885,39.4738
0.0072654486,-119.9218,39.5239
1.5241041,-120.4549,38.57567
1.0216042,-120.094,38.62627
1.359854,-120.5208,38.8577
0.78160405,-120.1582,38.90858
0.16722894,-119.795,38.9581
0.74160385,-120.223,39.19109
0.12285411,-119.8581,39.24089
0.8028542,-120.2885,39.4738
0.25297904,-119.9218,39.5239
0.75226617,-120.4549,38.57567
0.495391,-120.094,38.62627
0.6010159,-120.5208,38.8577
0.47701597,-120.1582,38.90858
0.21764112,-119.795,38.9581
0.654266,-120.223,39.19109
0.27276587,-119.8581,39.24089
0.52551615,-120.2885,39.4738
0.2533909,-119.9218,39.5239
0.30635053,-120.4549,38.57567
0.30422556,-120.094,38.62627
-0.14452451,-120.5208,38.8577
0.4547252,-120.1582,38.90858
0.18660027,-119.795,38.9581
0.48622543,-120.223,39.19109
0.24110037,-119.8581,39.24089
0.39910036,-120.2885,39.4738
0.20322514,-119.9218,39.5239
-0.27920556,-120.4549,38.57567
0.16104436,-120.094,38.62627
0.08304441,-120.5208,38.8577
0.16454458,-120.1582,38.90858
0.018294215,-119.795,38.9581
0.1254195,-120.223,39.19109
-0.0030804873,-119.8581,39.24089
0.11029446,-120.2885,39.4738
-0.015080571,-119.9218,39.5239
0.05975312,-120.4549,38.57567
0.0022530556,-120.094,38.62627
0.009628236,-120.5208,38.8577
0.0027530193,-120.1582,38.90858
0.004628122,-119.795,38.9581
0.0008779168,-120.223,39.19109
-0.0007470846,-119.8581,39.24089
-0.0039970875,-120.2885,39.4738
-0.0012470484,-119.9218,39.5239
0.05840814,-120.4549,38.57567
0.007158041,-120.094,38.62627
0.014908314,-120.5208,38.8577
0.01003325,-120.1582,38.90858
0.007283449,-119.795,38.9581
0.0016582012,-120.223,39.19109
0.00040829182,-119.8581,39.24089
0.002408266,-120.2885,39.4738
0.00028324127,-119.9218,39.5239
0.022805452,-120.4549,38.57567
0.019055605,-120.094,38.62627
0.005180478,-120.5208,38.8577
0.012055516,-120.1582,38.90858
0.0008056164,-119.795,38.9581
0.0003055334,-120.223,39.19109
0.0023056269,-119.8581,39.24089
0.002430439,-120.2885,39.4738
0.00080549717,-119.9218,39.5239
-0.08203411,-120.4549,38.57567
0.18471599,-120.094,38.62627
0.06684089,-120.5208,38.8577
0.33221614,-120.1582,38.90858
0.12709093,-119.795,38.9581
0.38184083,-120.223,39.19109
0.08871591,-119.8581,39.24089
0.32571578,-120.2885,39.4738
0.07509112,-119.9218,39.5239
0.23494971,-120.4549,38.57567
0.3070748,-120.094,38.62627
0.3530748,-120.5208,38.8577
0.46857464,-120.1582,38.90858
0.30119944,-119.795,38.9581
0.62194955,-120.223,39.19109
0.4843247,-119.8581,39.24089
0.5949497,-120.2885,39.4738
0.32907474,-119.9218,39.5239
0.058698416,-120.4549,38.57567
0.030573606,-120.094,38.62627
0.013198495,-120.5208,38.8577
0.013198495,-120.1582,38.90858
0.010073304,-119.795,38.9581
0.0046983957,-120.223,39.19109
0.0020734072,-119.8581,39.24089
0.004448414,-120.2885,39.4738
0.0030733347,-119.9218,39.5239
-0.0020785332,-120.4549,38.57567
-0.0024536848,-120.094,38.62627
-0.010828614,-120.5208,38.8577
-0.0039536953,-120.1582,38.90858
-0.0010787249,-119.795,38.9581
-0.000828743,-120.223,39.19109
0.0002963543,-119.8581,39.24089
0.00079631805,-120.2885,39.4738
0.0022963285,-119.9218,39.5239
0.18543851,-120.4549,38.57567
0.7804388,-120.094,38.62627
0.427814,-120.5208,38.8577
0.7354388,-120.1582,38.90858
0.61968875,-119.795,38.9581
0.89768875,-120.223,39.19109
0.5193138,-119.8581,39.24089
1.0270638,-120.2885,39.4738
0.6235635,-119.9218,39.5239
-0.02267325,-120.4549,38.57567
1.2113267,-120.094,38.62627
0.13070166,-120.5208,38.8577
1.2792016,-120.1582,38.90858
0.57345176,-119.795,38.9581
2.0755765,-120.223,39.19109
0.6410768,-119.8581,39.24089
2.1854517,-120.2885,39.4738
0.83595157,-119.9218,39.5239
0.017080784,-120.4549,38.57567
0.36820614,-120.094,38.62627
-0.3996688,-120.5208,38.8577
0.49933112,-120.1582,38.90858
0.2087059,-119.795,38.9581
0.4090811,-120.223,39.19109
0.2119559,-119.8581,39.24089
0.80408096,-120.2885,39.4738
0.26670635,-119.9218,39.5239
-0.033302605,-120.4549,38.57567
0.19257212,-120.094,38.62627
0.2543223,-120.5208,38.8577
0.31882197,-120.1582,38.90858
0.09882218,-119.795,38.9581
0.21844727,-120.223,39.19109
0.028197467,-119.8581,39.24089
0.14444739,-120.2885,39.4738
0.016947389,-119.9218,39.5239
-0.30855334,-120.4549,38.57567
0.17557156,-120.094,38.62627
