hcdc,lon,lat
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.0,-119.795,38.9581
0.625,-120.223,39.19109
0.125,-119.8581,39.24089
2.25,-120.2885,39.4738
0.5,-119.9218,39.5239
2.375,-120.4549,38.57567
2.375,-120.094,38.62627
2.5,-120.5208,38.8577
2.5,-120.1582,38.90858
3.125,-119.795,38.9581
2.625,-120.223,39.19109
2.25,-119.8581,39.24089
3.25,-120.2885,39.4738
1.875,-119.9218,39.5239
12.625,-120.4549,38.57567
12.125,-120.094,38.62627
14.75,-120.5208,38.8577
13.25,-120.1582,38.90858
12.125,-119.795,38.9581
15.0,-120.223,39.19109
12.125,-119.8581,39.24089
18.625,-120.2885,39.4738
14.375,-119.9218,39.5239
18.875,-120.4549,38.57567
20.625,-120.094,38.62627
20.875,-120.5208,38.8577
21.5,-120.1582,38.90858
29.0,-119.795,38.9581
30.0,-120.223,39.19109
30.875,-119.8581,39.24089
35.625,-120.2885,39.4738
34.25,-119.9218,39.5239
4.75,-120.4549,38.57567
7.625,-120.094,38.62627
6.0,-120.5208,38.8577
6.5,-120.1582,38.90858
10.125,-119.795,38.9581
8.125,-120.223,39.19109
9.375,-119.8581,39.24089
8.375,-120.2885,39.4738
7.875,-119.9218,39.5239
0.125,-120.4549,38.57567
0.75,-120.094,38.62627
0.0,-120.5208,38.8577
0.0,-120.1582,38.90858
0.125,-119.795,38.9581
0.0,-120.223,39.19109
0.0,-119.8581,39.24089
0.0,-120.2885,39.4738
0.0,-119.9218,39.5239
5.5,-120.4549,38.57567
4.375,-120.094,38.62627
6.25,-120.5208,38.8577
7.625,-120.1582,38.90858
8.375,-119.795,38.9581
9.75,-120.223,39.19109
10.5,-119.8581,39.24089
11.25,-120.2885,39.4738
10.75,-119.9218,39.5239
36.375,-120.4549,38.57567
23.75,-120.094,38.62627
36.5,-120.5208,38.8577
27.875,-120.1582,38.90858
26.75,-119.795,38.9581
31.0,-120.223,39.19109
30.75,-119.8581,39.24089
35.25,-120.2885,39.4738
40.625,-119.9218,39.5239
87.375,-120.4549,38.57567
60.625,-120.094,38.62627
80.125,-120.5208,38.8577
59.125,-120.1582,38.90858
50.0,-119.795,38.9581
55.125,-120.223,39.19109
51.25,-119.8581,39.24089
57.5,-120.2885,39.4738
69.0,-119.9218,39.5239
42.25,-120.4549,38.57567
24.125,-120.094,38.62627
30.375,-120.5208,38.8577
19.5,-120.1582,38.90858
16.625,-119.795,38.9581
19.125,-120.223,39.19109
22.125,-119.8581,39.24089
19.0,-120.2885,39.4738
27.125,-119.9218,39.5239
10.375,-120.4549,38.57567
4.375,-120.094,38.62627
5.5,-120.5208,38.8577
8.125,-120.1582,38.90858
5.25,-119.795,38.9581
2.25,-120.223,39.19109
4.625,-119.8581,39.24089
4.0,-120.2885,39.4738
1.0,-119.9218,39.5239
1.75,-120.4549,38.57567
2.5,-120.094,38.62627
3.25,-120.5208,38.8577
3.125,-120.1582,38.90858
4.0,-119.795,38.9581
4.125,-120.223,39.19109
4.875,-119.8581,39.24089
5.75,-120.2885,39.4738
5.375,-119.9218,39.5239
0.125,-120.4549,38.57567
0.125,-120.094,38.62627
0.25,-120.5208,38.8577
0.125,-120.1582,38.90858
0.25,-119.795,38.9581
0.625,-120.223,39.19109
1.25,-119.8581,39.24089
1.5,-120.2885,39.4738
0.875,-119.9218,39.5239
1.375,-120.4549,38.57567
2.5,-120.094,38.62627
1.375,-120.5208,38.8577
2.625,-120.1582,38.90858
3.0,-119.795,38.9581
1.875,-120.223,39.19109
1.875,-119.8581,39.24089
1.125,-120.2885,39.4738
0.375,-119.9218,39.5239
2.625,-120.4549,38.57567
2.625,-120.094,38.62627
3.125,-120.5208,38.8577
2.875,-120.1582,38.90858
2.875,-119.795,38.9581
3.125,-120.223,39.19109
3.0,-119.8581,39.24089
3.125,-120.2885,39.4738
3.25,-119.9218,39.5239
15.875,-120.4549,38.57567
13.125,-120.094,38.62627
11.5,-120.5208,38.8577
9.5,-120.1582,38.90858
9.875,-119.795,38.9581
8.75,-120.223,39.19109
7.875,-119.8581,39.24089
10.25,-120.2885,39.4738
8.125,-119.9218,39.5239
0.0,-120.4549,38.57567
0.0,-120.094,38.62627
0.625,-120.5208,38.8577
0.0,-120.1582,38.90858
0.125,-119.795,38.9581
0.375,-120.223,39.19109
0.25,-119.8581,39.24089
0.5,-120.2885,39.4738
0.25,-119.9218,39.5239
3.875,-120.4549,38.57567
4.5,-120.094,38.62627
4.625,-120.5208,38.8577
5.25,-120.1582,38.90858
4.875,-119.795,38.9581
5.625,-120.223,39.19109
5.625,-119.8581,39.24089
5.875,-120.2885,39.4738
5.375,-119.9218,39.5239
22.375,-120.4549,38.57567
18.375,-120.094,38.62627
21.875,-120.5208,38.8577
19.875,-120.1582,38.90858
19.375,-119.795,38.9581
21.75,-120.223,39.19109
21.25,-119.8581,39.24089
23.0,-120.2885,39.4738
21.0,-119.9218,39.5239
13.5,-120.4549,38.57567
12.5,-120.094,38.62627
13.75,-120.5208,38.8577
13.125,-120.1582,38.90858
13.125,-119.795,38.9581
14.0,-120.223,39.19109
13.875,-119.8581,39.24089
15.75,-120.2885,39.4738
16.375,-119.9218,39.5239
23.625,-120.4549,38.57567
14.875,-120.094,38.62627
21.875,-120.5208,38.8577
14.0,-120.1582,38.90858
12.375,-119.795,38.9581
15.0,-120.223,39.19109
13.75,-119.8581,39.24089
16.5,-120.2885,39.4738
17.125,-119.9218,39.5239
50.5,-120.4549,38.57567
19.25,-120.094,38.62627
49.875,-120.5208,38.8577
23.125,-120.1582,38.90858
15.375,-119.795,38.9581
23.0,-120.223,39.19109
13.75,-119.8581,39.24089
23.25,-120.2885,39.4738
18.625,-119.9218,39.5239
45.5,-120.4549,38.57567
25.125,-120.094,38.62627
45.25,-120.5208,38.8577
29.375,-120.1582,38.90858
19.625,-119.795,38.9581
26.5,-120.223,39.19109
18.375,-119.8581,39.24089
26.375,-120.2885,39.4738
21.125,-119.9218,39.5239
32.5,-120.4549,38.57567
18.125,-120.094,38.62627
28.25,-120.5208,38.8577
16.875,-120.1582,38.90858
13.875,-119.795,38.9581
17.75,-120.223,39.19109
