lftx4,lon,lat
9.024666,-119.795,38.9581
8.274666,-120.223,39.19109
9.187165,-119.8581,39.24089
7.824665,-120.2885,39.4738
10.162166,-119.9218,39.5239
7.6616716,-120.4549,38.57567
4.5366716,-120.094,38.62627
7.124172,-120.5208,38.8577
4.5616717,-120.1582,38.90858
5.249172,-119.795,38.9581
4.336672,-120.223,39.19109
5.3616714,-119.8581,39.24089
4.1241717,-120.2885,39.4738
5.761672,-119.9218,39.5239
7.164708,-120.4549,38.57567
5.0022073,-120.094,38.62627
7.014708,-120.5208,38.8577
5.489708,-120.1582,38.90858
5.389708,-119.795,38.9581
5.1022077,-120.223,39.19109
5.502208,-119.8581,39.24089
5.1022077,-120.2885,39.4738
6.064708,-119.9218,39.5239
12.859158,-120.4549,38.57567
7.709157,-120.094,38.62627
13.709156,-120.5208,38.8577
10.196657,-120.1582,38.90858
10.659158,-119.795,38.9581
10.646658,-120.223,39.19109
11.371657,-119.8581,39.24089
10.271658,-120.2885,39.4738
12.621658,-119.9218,39.5239
13.917703,-120.4549,38.57567
6.080202,-120.094,38.62627
13.717701,-120.5208,38.8577
8.342702,-120.1582,38.90858
9.805202,-119.795,38.9581
8.630202,-120.223,39.19109
10.230203,-119.8581,39.24089
7.8552027,-120.2885,39.4738
12.192702,-119.9218,39.5239
10.142814,-120.4549,38.57567
6.1053143,-120.094,38.62627
9.880315,-120.5208,38.8577
7.4178143,-120.1582,38.90858
7.592814,-119.795,38.9581
7.242814,-120.223,39.19109
7.742814,-119.8581,39.24089
7.155314,-120.2885,39.4738
8.617814,-119.9218,39.5239
7.9898405,-120.4549,38.57567
3.7273412,-120.094,38.62627
7.864841,-120.5208,38.8577
5.014841,-120.1582,38.90858
5.014841,-119.795,38.9581
4.952341,-120.223,39.19109
5.2523413,-119.8581,39.24089
4.9273405,-120.2885,39.4738
6.214841,-119.9218,39.5239
9.624017,-120.4549,38.57567
4.811516,-120.094,38.62627
9.499017,-120.5208,38.8577
6.924016,-120.1582,38.90858
6.099016,-119.795,38.9581
6.536516,-120.223,39.19109
6.311516,-119.8581,39.24089
6.486516,-120.2885,39.4738
7.599015,-119.9218,39.5239
7.43524,-120.4549,38.57567
4.19774,-120.094,38.62627
7.66024,-120.5208,38.8577
5.8227406,-120.1582,38.90858
5.4352403,-119.795,38.9581
5.3477397,-120.223,39.19109
5.3477407,-119.8581,39.24089
5.22274,-120.2885,39.4738
6.1727405,-119.9218,39.5239
3.2500448,-120.4549,38.57567
2.0125449,-120.094,38.62627
3.4125447,-120.5208,38.8577
2.8000445,-120.1582,38.90858
2.6500447,-119.795,38.9581
2.5000448,-120.223,39.19109
2.6250446,-119.8581,39.24089
2.7250447,-120.2885,39.4738
2.9875445,-119.9218,39.5239
6.768329,-120.4549,38.57567
4.255829,-120.094,38.62627
7.218329,-120.5208,38.8577
5.693329,-120.1582,38.90858
5.2308292,-119.795,38.9581
5.2058296,-120.223,39.19109
5.118329,-119.8581,39.24089
4.9933295,-120.2885,39.4738
5.543329,-119.9218,39.5239
4.1729136,-120.4549,38.57567
2.5979137,-120.094,38.62627
3.947914,-120.5208,38.8577
3.6479137,-120.1582,38.90858
3.110414,-119.795,38.9581
2.8979137,-120.223,39.19109
2.885414,-119.8581,39.24089
3.2854135,-120.2885,39.4738
3.3104136,-119.9218,39.5239
2.9971347,-120.4549,38.57567
1.9721348,-120.094,38.62627
3.0471349,-120.5208,38.8577
3.0596347,-120.1582,38.90858
3.0096347,-119.795,38.9581
2.4971347,-120.223,39.19109
2.822135,-119.8581,39.24089
2.9971347,-120.2885,39.4738
3.1221347,-119.9218,39.5239
3.2358427,-120.4549,38.57567
1.6858425,-120.094,38.62627
3.248343,-120.5208,38.8577
2.9858427,-120.1582,38.90858
2.7233427,-119.795,38.9581
2.5858428,-120.223,39.19109
2.7358427,-119.8581,39.24089
2.9858427,-120.2885,39.4738
3.1483426,-119.9218,39.5239
7.8556104,-120.4549,38.57567
3.90561,-120.094,38.62627
7.7806106,-120.5208,38.8577
5.80561,-120.1582,38.90858
5.05561,-119.795,38.9581
5.35561,-120.223,39.19109
5.1431093,-119.8581,39.24089
5.40561,-120.2885,39.4738
6.29311,-119.9218,39.5239
5.457798,-120.4549,38.57567
3.1327977,-120.094,38.62627
5.4577985,-120.5208,38.8577
4.757798,-120.1582,38.90858
3.970298,-119.795,38.9581
4.1577983,-120.223,39.19109
3.945298,-119.8581,39.24089
4.420298,-120.2885,39.4738
5.0827975,-119.9218,39.5239
6.7733355,-120.4549,38.57567
3.048335,-120.094,38.62627
6.8108354,-120.5208,38.8577
5.0233355,-120.1582,38.90858
4.3858356,-119.795,38.9581
4.548335,-120.223,39.19109
4.498336,-119.8581,39.24089
4.673335,-120.2885,39.4738
5.798335,-119.9218,39.5239
6.954588,-120.4549,38.57567
4.3045883,-120.094,38.62627
7.2045884,-120.5208,38.8577
6.2170877,-120.1582,38.90858
5.767088,-119.795,38.9581
5.8670874,-120.223,39.19109
6.0295877,-119.8581,39.24089
6.067088,-120.2885,39.4738
7.317088,-119.9218,39.5239
2.735057,-120.4549,38.57567
1.735057,-120.094,38.62627
2.8725572,-120.5208,38.8577
3.0475566,-120.1582,38.90858
2.572557,-119.795,38.9581
2.460057,-120.223,39.19109
2.397557,-119.8581,39.24089
2.822557,-120.2885,39.4738
3.0100572,-119.9218,39.5239
3.0683963,-120.4549,38.57567
1.4683964,-120.094,38.62627
3.1808963,-120.5208,38.8577
2.8933964,-120.1582,38.90858
2.2808964,-119.795,38.9581
2.3308964,-120.223,39.19109
2.4058962,-119.8581,39.24089
2.6058962,-120.2885,39.4738
2.8558962,-119.9218,39.5239
1.872869,-120.4549,38.57567
1.0603691,-120.094,38.62627
1.9478692,-120.5208,38.8577
1.372869,-120.1582,38.90858
1.522869,-119.795,38.9581
1.235369,-120.223,39.19109
1.4353689,-119.8581,39.24089
1.6853689,-120.2885,39.4738
1.6478691,-119.9218,39.5239
6.521255,-120.4549,38.57567
3.7962546,-120.094,38.62627
6.6837544,-120.5208,38.8577
4.8462543,-120.1582,38.90858
4.5587544,-119.795,38.9581
4.296254,-120.223,39.19109
4.6462545,-119.8581,39.24089
4.271254,-120.2885,39.4738
5.283755,-119.9218,39.5239
6.0340147,-120.4549,38.57567
3.334015,-120.094,38.62627
5.346514,-120.5208,38.8577
3.2840145,-120.1582,38.90858
3.446515,-119.795,38.9581
2.9090147,-120.223,39.19109
3.4840145,-119.8581,39.24089
2.5590146,-120.2885,39.4738
3.584015,-119.9218,39.5239
4.435979,-120.4549,38.57567
3.5109792,-120.094,38.62627
4.3359795,-120.5208,38.8577
4.2734795,-120.1582,38.90858
4.685979,-119.795,38.9581
4.24848,-120.223,39.19109
4.885979,-119.8581,39.24089
4.1609793,-120.2885,39.4738
4.998479,-119.9218,39.5239
1.3250902,-120.4549,38.57567
0.07509029,-120.094,38.62627
1.3875903,-120.5208,38.8577
1.1875901,-120.1582,38.90858
0.7625901,-119.795,38.9581
0.5750903,-120.223,39.19109
0.8875902,-119.8581,39.24089
0.82509017,-120.2885,39.4738
0.68759006,-119.9218,39.5239
10.541935,-120.4549,38.57567
5.5794353,-120.094,38.62627
10.629435,-120.5208,38.8577
6.8919353,-120.1582,38.90858
7.4919353,-119.795,38.9581
7.004435,-120.223,39.19109
7.8044353,-119.8581,39.24089
6.679435,-120.2885,39.4738
8.916935,-119.9218,39.5239
5.5336685,-120.4549,38.57567
3.146169,-120.094,38.62627
5.2836685,-120.5208,38.8577
3.1336687,-120.1582,38.90858
3.8461688,-119.795,38.9581
2.7836688,-120.223,39.19109
3.9336686,-119.8581,39.24089
2.6211686,-120.2885,39.4738
3.9961689,-119.9218,39.5239
6.3909216,-120.4549,38.57567
3.5659227,-120.094,38.62627
6.290922,-120.5208,38.8577
3.515922,-120.1582,38.90858
4.3159223,-119.795,38.9581
3.2284222,-120.223,39.19109
4.5284224,-119.8581,39.24089
3.0909224,-120.2885,39.4738
5.040922,-119.9218,39.5239
6.5102515,-120.4549,38.57567
3.3477511,-120.094,38.62627
6.510251,-120.5208,38.8577
3.5727515,-120.1582,38.90858
4.4102516,-119.795,38.9581
3.4727516,-120.223,39.19109
4.8852515,-119.8581,39.24089
3.4602513,-120.2885,39.4738
5.5352516,-119.9218,39.5239
9.670124,-120.4549,38.57567
4.757624,-120.094,38.62627
9.432625,-120.5208,38.8577
5.6326246,-120.1582,38.90858
6.857624,-119.795,38.9581
5.770124,-120.223,39.19109
7.357624,-119.8581,39.24089
5.5201244,-120.2885,39.4738
8.282623,-119.9218,39.5239
6.253956,-120.4549,38.57567
3.0164561,-120.094,38.62627
5.841457,-120.5208,38.8577
2.8914561,-120.1582,38.90858
3.678956,-119.795,38.9581
2.8414564,-120.223,39.19109
4.153956,-119.8581,39.24089
2.8289564,-120.2885,39.4738
4.578956,-119.9218,39.5239
9.134531,-120.4549,38.57567
7.03453,-120.094,38.62627
9.19703,-120.5208,38.8577
7.3095307,-120.1582,38.90858
8.12203,-119.795,38.9581
7.2470307,-120.223,39.19109
8.49703,-119.8581,39.24089
7.2095304,-120.2885,39.4738
8.95953,-119.9218,39.5239
7.548714,-120.4549,38.57567
5.186214,-120.094,38.62627
7.286214,-120.5208,38.8577
6.473714,-120.1582,38.90858
5.7112136,-119.795,38.9581
5.6362133,-120.223,39.19109
5.386214,-119.8581,39.24089
5.748714,-120.2885,39.4738
5.886214,-119.9218,39.5239
6.9162235,-120.4549,38.57567
4.6912236,-120.094,38.62627
6.878724,-120.5208,38.8577
6.2162237,-120.1582,38.90858
6.066223,-119.795,38.9581
5.828723,-120.223,39.19109
6.0912237,-119.8581,39.24089
5.916223,-120.2885,39.4738
6.5537233,-119.9218,39.5239
4.355453,-120.4549,38.57567
2.755453,-120.094,38.62627
4.5429535,-120.5208,38.8577
4.567953,-120.1582,38.90858
4.492953,-119.795,38.9581
4.342953,-120.223,39.19109
4.780453,-119.8581,39.24089
5.042953,-120.2885,39.4738
5.442953,-119.9218,39.5239
7.574622,-120.4549,38.57567
4.962121,-120.094,38.62627
7.712122,-120.5208,38.8577
6.6996217,-120.1582,38.90858
6.199621,-119.795,38.9581
6.3621216,-120.223,39.19109
6.462121,-119.8581,39.24089
6.5746217,-120.2885,39.4738
6.849621,-119.9218,39.5239
4.367664,-120.4549,38.57567
2.2801633,-120.094,38.62627
4.755163,-120.5208,38.8577
3.3676634,-120.1582,38.90858
2.7301636,-119.795,38.9581
3.0176632,-120.223,39.19109
2.9176636,-119.8581,39.24089
3.1926637,-120.2885,39.4738
3.3551636,-119.9218,39.5239
2.2536397,-120.4549,38.57567
0.90363955,-120.094,38.62627
2.1036396,-120.5208,38.8577
1.6536394,-120.1582,38.90858
1.1661396,-119.795,38.9581
1.0786395,-120.223,39.19109
1.0411396,-119.8581,39.24089
1.2536395,-120.2885,39.4738
1.2411395,-119.9218,39.5239
2.2858827,-120.4549,38.57567
1.5108826,-120.094,38.62627
2.2733827,-120.5208,38.8577
2.0358827,-120.1582,38.90858
2.2233827,-119.795,38.9581
1.7358823,-120.223,39.19109
1.8983827,-119.8581,39.24089
1.7483827,-120.2885,39.4738
1.8483825,-119.9218,39.5239
1.1271179,-120.4549,38.57567
0.42711788,-120.094,38.62627
1.1271179,-120.5208,38.8577
0.70211786,-120.1582,38.90858
0.7771179,-119.795,38.9581
0.3396178,-120.223,39.19109
0.95211786,-119.8581,39.24089
0.7521179,-120.2885,39.4738
0.83961785,-119.9218,39.5239
7.466954,-120.4549,38.57567
3.741954,-120.094,38.62627
7.641955,-120.5208,38.8577
5.4044547,-120.1582,38.90858
4.9544544,-119.795,38.9581
5.004454,-120.223,39.19109
5.0294538,-119.8581,39.24089
5.0044537,-120.2885,39.4738
6.1419544,-119.9218,39.5239
6.918572,-120.4549,38.57567
3.1310716,-120.094,38.62627
6.9435716,-120.5208,38.8577
4.9060717,-120.1582,38.90858
4.5685716,-119.795,38.9581
4.3435717,-120.223,39.19109
4.5685716,-119.8581,39.24089
4.5185714,-120.2885,39.4738
5.768572,-119.9218,39.5239
4.252083,-120.4549,38.57567
2.3520827,-120.094,38.62627
4.3395834,-120.5208,38.8577
3.839583,-120.1582,38.90858
3.3895826,-119.795,38.9581
3.427083,-120.223,39.19109
3.552083,-119.8581,39.24089
3.789583,-120.2885,39.4738
4.414583,-119.9218,39.5239
2.2996545,-120.4549,38.57567
1.1996546,-120.094,38.62627
2.3246546,-120.5208,38.8577
1.7871546,-120.1582,38.90858
1.7996546,-119.795,38.9581
1.4121546,-120.223,39.19109
1.8996545,-119.8581,39.24089
1.6621546,-120.2885,39.4738
1.9246547,-119.9218,39.5239
2.3279943,-120.4549,38.57567
1.2404943,-120.094,38.62627
2.1654944,-120.5208,38.8577
1.6404943,-120.1582,38.90858
1.6404941,-119.795,38.9581
1.1154943,-120.223,39.19109
1.4154942,-119.8581,39.24089
1.2529943,-120.2885,39.4738
1.1029941,-119.9218,39.5239
7.338631,-120.4549,38.57567
3.201131,-120.094,38.62627
7.351131,-120.5208,38.8577
5.001131,-120.1582,38.90858
4.313631,-119.795,38.9581
4.476131,-120.223,39.19109
4.313631,-119.8581,39.24089
4.5511317,-120.2885,39.4738
5.3011312,-119.9218,39.5239
10.371379,-120.4549,38.57567
5.708879,-120.094,38.62627
10.4588785,-120.5208,38.8577
7.521379,-120.1582,38.90858
6.5963793,-119.795,38.9581
7.008879,-120.223,39.19109
6.6213794,-119.8581,39.24089
6.783879,-120.2885,39.4738
7.6338797,-119.9218,39.5239
7.2205896,-120.4549,38.57567
3.1330895,-120.094,38.62627
7.508089,-120.5208,38.8577
4.5955896,-120.1582,38.90858
4.2455897,-119.795,38.9581
4.445589,-120.223,39.19109
4.3205895,-119.8581,39.24089
4.3955894,-120.2885,39.4738
5.4705896,-119.9218,39.5239
1.4218521,-120.4549,38.57567
0.9968519,-120.094,38.62627
1.9093521,-120.5208,38.8577
1.5843523,-120.1582,38.90858
1.5343521,-119.795,38.9581
1.034352,-120.223,39.19109
1.7093521,-119.8581,39.24089
1.134352,-120.2885,39.4738
1.3843521,-119.9218,39.5239
6.1305,-120.4549,38.57567
4.6179996,-120.094,38.62627
5.9929996,-120.5208,38.8577
5.3554997,-120.1582,38.90858
5.0429997,-119.795,38.9581
4.993,-120.223,39.19109
4.9680004,-119.8581,39.24089
4.7929997,-120.2885,39.4738
4.955499,-119.9218,39.5239
2.0850708,-120.4549,38.57567
1.0975704,-120.094,38.62627
1.9600706,-120.5208,38.8577
1.6350706,-120.1582,38.90858
1.4725705,-119.795,38.9581
1.2100706,-120.223,39.19109
1.2350707,-119.8581,39.24089
1.3350706,-120.2885,39.4738
1.2850708,-119.9218,39.5239
3.055862,-120.4549,38.57567
1.630862,-120.094,38.62627
2.743362,-120.5208,38.8577
2.1933618,-120.1582,38.90858
2.0683618,-119.795,38.9581
1.7183619,-120.223,39.19109
2.0058622,-119.8581,39.24089
1.9683621,-120.2885,39.4738
2.1558619,-119.9218,39.5239
4.209706,-120.4549,38.57567
2.5597057,-120.094,38.62627
4.3097057,-120.5208,38.8577
3.697206,-120.1582,38.90858
3.2972054,-119.795,38.9581
3.4222057,-120.223,39.19109
3.4847057,-119.8581,39.24089
3.8597057,-120.2885,39.4738
3.6972058,-119.9218,39.5239
8.345902,-120.4549,38.57567
4.195902,-120.094,38.62627
8.258402,-120.5208,38.8577
6.0584016,-120.1582,38.90858
5.858402,-119.795,38.9581
5.5209017,-120.223,39.19109
5.8334017,-119.8581,39.24089
5.6209016,-120.2885,39.4738
7.2084017,-119.9218,39.5239
6.7440534,-120.4549,38.57567
4.3690534,-120.094,38.62627
6.594054,-120.5208,38.8577
5.2940536,-120.1582,38.90858
4.6815534,-119.795,38.9581
4.6440535,-120.223,39.19109
4.5815535,-119.8581,39.24089
4.5440536,-120.2885,39.4738
4.8690534,-119.9218,39.5239
0.16805297,-120.4549,38.57567
-0.21944702,-120.094,38.62627
0.09305298,-120.5208,38.8577
0.13055295,-120.1582,38.90858
0.13055307,-119.795,38.9581
-0.14444703,-120.223,39.19109
0.193053,-119.8581,39.24089
0.16805303,-120.2885,39.4738
0.09305292,-119.9218,39.5239
8.835076,-120.4549,38.57567
5.147576,-120.094,38.62627
9.1350765,-120.5208,38.8577
6.7725763,-120.1582,38.90858
6.060076,-119.795,38.9581
6.447577,-120.223,39.19109
6.1975765,-119.8581,39.24089
6.585077,-120.2885,39.4738
7.310076,-119.9218,39.5239
9.402389,-120.4549,38.57567
4.9148884,-120.094,38.62627
9.202389,-120.5208,38.8577
6.6148887,-120.1582,38.90858
6.239889,-119.795,38.9581
6.127389,-120.223,39.19109
6.1273885,-119.8581,39.24089
5.939889,-120.2885,39.4738
7.227389,-119.9218,39.5239
8.665343,-120.4549,38.57567
5.0403423,-120.094,38.62627
