rcq,lon,lat
0.876375,-119.795,38.9581
0.851375,-120.223,39.19109
0.873625,-119.8581,39.24089
0.86162496,-120.2885,39.4738
0.904875,-119.9218,39.5239
0.92,-120.4549,38.57567
0.9862499,-120.094,38.62627
0.95625,-120.5208,38.8577
0.9862499,-120.1582,38.90858
0.97374994,-119.795,38.9581
0.98749995,-120.223,39.19109
0.97749996,-119.8581,39.24089
0.98999995,-120.2885,39.4738
0.96375,-119.9218,39.5239
0.97225004,-120.4549,38.57567
0.984875,-120.094,38.62627
0.9635,-120.5208,38.8577
0.98175,-120.1582,38.90858
0.97275,-119.795,38.9581
0.9731251,-120.223,39.19109
0.97849995,-119.8581,39.24089
0.9881251,-120.2885,39.4738
0.96525,-119.9218,39.5239
0.83625,-120.4549,38.57567
0.8875,-120.094,38.62627
0.81125003,-120.5208,38.8577
0.89375,-120.1582,38.90858
0.95124996,-119.795,38.9581
0.87000006,-120.223,39.19109
0.94374996,-119.8581,39.24089
0.9075,-120.2885,39.4738
0.92999995,-119.9218,39.5239
0.85875,-120.4549,38.57567
0.92625,-120.094,38.62627
0.84375,-120.5208,38.8577
0.93000007,-120.1582,38.90858
0.9562501,-119.795,38.9581
0.92125,-120.223,39.19109
0.95750004,-119.8581,39.24089
0.95,-120.2885,39.4738
0.96125,-119.9218,39.5239
0.86625004,-120.4549,38.57567
0.95874995,-120.094,38.62627
0.86125,-120.5208,38.8577
0.96625,-120.1582,38.90858
0.97875,-119.795,38.9581
0.935,-120.223,39.19109
0.975,-119.8581,39.24089
0.97375,-120.2885,39.4738
0.96,-119.9218,39.5239
0.8225,-120.4549,38.57567
0.9025,-120.094,38.62627
0.80999994,-120.5208,38.8577
0.8999999,-120.1582,38.90858
0.9475,-119.795,38.9581
0.88374996,-120.223,39.19109
0.9375,-119.8581,39.24089
0.91624993,-120.2885,39.4738
0.93,-119.9218,39.5239
0.82000005,-120.4549,38.57567
0.84875,-120.094,38.62627
0.79375,-120.5208,38.8577
0.8425001,-120.1582,38.90858
0.89875,-119.795,38.9581
0.84000003,-120.223,39.19109
0.89,-119.8581,39.24089
0.86750007,-120.2885,39.4738
0.885,-119.9218,39.5239
0.88125,-120.4549,38.57567
0.92875004,-120.094,38.62627
0.86375004,-120.5208,38.8577
0.9325,-120.1582,38.90858
0.9462501,-119.795,38.9581
0.91749996,-120.223,39.19109
0.95000005,-119.8581,39.24089
0.95500004,-120.2885,39.4738
0.94000006,-119.9218,39.5239
0.83750004,-120.4549,38.57567
0.92875,-120.094,38.62627
0.8375,-120.5208,38.8577
0.95000005,-120.1582,38.90858
0.97875,-119.795,38.9581
0.91875,-120.223,39.19109
0.9675001,-119.8581,39.24089
0.95375,-120.2885,39.4738
0.9537501,-119.9218,39.5239
0.8262501,-120.4549,38.57567
0.90749997,-120.094,38.62627
0.8,-120.5208,38.8577
0.91125,-120.1582,38.90858
0.95500004,-119.795,38.9581
0.88125,-120.223,39.19109
0.9462501,-119.8581,39.24089
0.9225,-120.2885,39.4738
0.93625,-119.9218,39.5239
0.85249996,-120.4549,38.57567
0.82375,-120.094,38.62627
0.83875006,-120.5208,38.8577
0.84125006,-120.1582,38.90858
0.93125004,-119.795,38.9581
0.8375,-120.223,39.19109
0.91875,-119.8581,39.24089
0.85125005,-120.2885,39.4738
0.91999996,-119.9218,39.5239
0.79875,-120.4549,38.57567
0.80249995,-120.094,38.62627
0.79625,-120.5208,38.8577
0.79125,-120.1582,38.90858
0.85625005,-119.795,38.9581
0.8225001,-120.223,39.19109
0.85,-119.8581,39.24089
0.81625,-120.2885,39.4738
0.88125,-119.9218,39.5239
0.8425,-120.4549,38.57567
0.86375,-120.094,38.62627
0.8524999,-120.5208,38.8577
0.85,-120.1582,38.90858
0.86749995,-119.795,38.9581
0.8850001,-120.223,39.19109
0.86625004,-119.8581,39.24089
0.87,-120.2885,39.4738
0.87999994,-119.9218,39.5239
0.95500004,-120.4549,38.57567
0.98,-120.094,38.62627
0.95625,-120.5208,38.8577
0.975,-120.1582,38.90858
0.9525,-119.795,38.9581
0.9812501,-120.223,39.19109
0.95375,-119.8581,39.24089
0.9775,-120.2885,39.4738
0.92625,-119.9218,39.5239
0.972625,-120.4549,38.57567
0.97725004,-120.094,38.62627
0.973,-120.5208,38.8577
0.9792501,-120.1582,38.90858
0.95449996,-119.795,38.9581
0.98450005,-120.223,39.19109
0.96550006,-119.8581,39.24089
0.98387504,-120.2885,39.4738
0.95300007,-119.9218,39.5239
0.89625,-120.4549,38.57567
0.89875,-120.094,38.62627
0.9,-120.5208,38.8577
0.90375,-120.1582,38.90858
0.90875006,-119.795,38.9581
0.93875,-120.223,39.19109
0.915,-119.8581,39.24089
0.9287499,-120.2885,39.4738
0.9225,-119.9218,39.5239
0.95375,-120.4549,38.57567
0.96375,-120.094,38.62627
0.94625,-120.5208,38.8577
0.9562501,-120.1582,38.90858
0.90875,-119.795,38.9581
0.97625,-120.223,39.19109
0.91999996,-119.8581,39.24089
0.9675001,-120.2885,39.4738
0.8925,-119.9218,39.5239
0.94549996,-120.4549,38.57567
0.960125,-120.094,38.62627
0.950625,-120.5208,38.8577
0.96175003,-120.1582,38.90858
0.934125,-119.795,38.9581
0.974625,-120.223,39.19109
0.937625,-119.8581,39.24089
0.967875,-120.2885,39.4738
0.92,-119.9218,39.5239
0.87125,-120.4549,38.57567
0.81249994,-120.094,38.62627
0.86375,-120.5208,38.8577
0.81874996,-120.1582,38.90858
0.87375003,-119.795,38.9581
0.87625,-120.223,39.19109
0.8725,-119.8581,39.24089
0.84125006,-120.2885,39.4738
0.885,-119.9218,39.5239
0.88125,-120.4549,38.57567
0.8875,-120.094,38.62627
0.85625,-120.5208,38.8577
0.89624995,-120.1582,38.90858
0.935,-119.795,38.9581
0.91125,-120.223,39.19109
0.93125004,-119.8581,39.24089
0.905,-120.2885,39.4738
0.91875005,-119.9218,39.5239
0.9150001,-120.4549,38.57567
0.87125,-120.094,38.62627
0.885,-120.5208,38.8577
0.90125,-120.1582,38.90858
0.93125,-119.795,38.9581
0.91625005,-120.223,39.19109
0.92875004,-119.8581,39.24089
0.90500003,-120.2885,39.4738
0.925,-119.9218,39.5239
0.8362501,-120.4549,38.57567
0.90999997,-120.094,38.62627
0.82374996,-120.5208,38.8577
0.92375,-120.1582,38.90858
0.9462501,-119.795,38.9581
0.8925,-120.223,39.19109
0.94875,-119.8581,39.24089
0.9362501,-120.2885,39.4738
0.93750006,-119.9218,39.5239
0.9362501,-120.4549,38.57567
0.9787501,-120.094,38.62627
0.92375,-120.5208,38.8577
0.97,-120.1582,38.90858
0.97125,-119.795,38.9581
0.96125,-120.223,39.19109
0.9675001,-119.8581,39.24089
0.97125006,-120.2885,39.4738
0.94124997,-119.9218,39.5239
0.96,-120.4549,38.57567
0.9875,-120.094,38.62627
0.9675,-120.5208,38.8577
0.985,-120.1582,38.90858
0.97125,-119.795,38.9581
0.98375,-120.223,39.19109
0.9725,-119.8581,39.24089
0.98749995,-120.2885,39.4738
0.94875,-119.9218,39.5239
0.94375,-120.4549,38.57567
0.98375,-120.094,38.62627
0.94625,-120.5208,38.8577
0.9787501,-120.1582,38.90858
0.94624996,-119.795,38.9581
0.97875005,-120.223,39.19109
0.96125,-119.8581,39.24089
0.98249996,-120.2885,39.4738
0.93375,-119.9218,39.5239
0.94375,-120.4549,38.57567
0.96875,-120.094,38.62627
0.94875,-120.5208,38.8577
0.97375,-120.1582,38.90858
0.9637501,-119.795,38.9581
0.98249996,-120.223,39.19109
0.96625006,-119.8581,39.24089
0.98,-120.2885,39.4738
0.9462501,-119.9218,39.5239
0.91625,-120.4549,38.57567
0.92750007,-120.094,38.62627
0.9337499,-120.5208,38.8577
0.945,-120.1582,38.90858
0.9512501,-119.795,38.9581
0.96375,-120.223,39.19109
0.95625,-119.8581,39.24089
0.97625,-120.2885,39.4738
0.93500006,-119.9218,39.5239
0.94500005,-120.4549,38.57567
0.87625,-120.094,38.62627
0.94875,-120.5208,38.8577
0.88750005,-120.1582,38.90858
0.865,-119.795,38.9581
0.9425,-120.223,39.19109
0.87375,-119.8581,39.24089
0.91625005,-120.2885,39.4738
0.8675,-119.9218,39.5239
0.97075003,-120.4549,38.57567
0.97950006,-120.094,38.62627
0.9705,-120.5208,38.8577
0.975375,-120.1582,38.90858
0.9683751,-119.795,38.9581
0.98125005,-120.223,39.19109
0.96675,-119.8581,39.24089
0.98,-120.2885,39.4738
0.95725006,-119.9218,39.5239
0.86537504,-120.4549,38.57567
0.919125,-120.094,38.62627
0.8585,-120.5208,38.8577
0.93000007,-120.1582,38.90858
0.95400006,-119.795,38.9581
0.907875,-120.223,39.19109
0.94850004,-119.8581,39.24089
0.94025004,-120.2885,39.4738
0.94925,-119.9218,39.5239
0.83875006,-120.4549,38.57567
0.85625005,-120.094,38.62627
0.82249993,-120.5208,38.8577
0.86125,-120.1582,38.90858
0.9075,-119.795,38.9581
0.85875,-120.223,39.19109
0.9075,-119.8581,39.24089
0.89874995,-120.2885,39.4738
0.92125,-119.9218,39.5239
0.8175,-120.4549,38.57567
0.8325001,-120.094,38.62627
0.79375005,-120.5208,38.8577
0.87750006,-120.1582,38.90858
0.94624996,-119.795,38.9581
0.84125,-120.223,39.19109
0.94500005,-119.8581,39.24089
0.9075,-120.2885,39.4738
0.9462501,-119.9218,39.5239
0.77375,-120.4549,38.57567
0.77125,-120.094,38.62627
0.72625,-120.5208,38.8577
0.80125,-120.1582,38.90858
0.9250001,-119.795,38.9581
0.77,-120.223,39.19109
0.91125005,-119.8581,39.24089
0.82500005,-120.2885,39.4738
0.93875,-119.9218,39.5239
0.691625,-120.4549,38.57567
0.77699995,-120.094,38.62627
0.678,-120.5208,38.8577
0.792625,-120.1582,38.90858
0.888625,-119.795,38.9581
0.760875,-120.223,39.19109
0.872625,-119.8581,39.24089
0.8188751,-120.2885,39.4738
0.89175,-119.9218,39.5239
0.72499996,-120.4549,38.57567
0.7481251,-120.094,38.62627
0.7135,-120.5208,38.8577
0.76812494,-120.1582,38.90858
0.88312507,-119.795,38.9581
0.76475,-120.223,39.19109
0.86387503,-119.8581,39.24089
0.7971251,-120.2885,39.4738
0.909,-119.9218,39.5239
0.70375,-120.4549,38.57567
0.7525,-120.094,38.62627
0.67749995,-120.5208,38.8577
0.76374996,-120.1582,38.90858
0.8575,-119.795,38.9581
0.74875,-120.223,39.19109
0.8525,-119.8581,39.24089
0.78875005,-120.2885,39.4738
0.8887501,-119.9218,39.5239
0.776875,-120.4549,38.57567
0.8,-120.094,38.62627
0.75425,-120.5208,38.8577
0.8197501,-120.1582,38.90858
0.904375,-119.795,38.9581
0.79437494,-120.223,39.19109
0.910625,-119.8581,39.24089
0.8476251,-120.2885,39.4738
0.936875,-119.9218,39.5239
0.834,-120.4549,38.57567
0.885,-120.094,38.62627
0.83237505,-120.5208,38.8577
0.87850004,-120.1582,38.90858
0.94337505,-119.795,38.9581
0.869625,-120.223,39.19109
0.937875,-119.8581,39.24089
0.88462496,-120.2885,39.4738
0.94675004,-119.9218,39.5239
0.8399999,-120.4549,38.57567
0.88125,-120.094,38.62627
0.82124996,-120.5208,38.8577
0.87125003,-120.1582,38.90858
0.9062499,-119.795,38.9581
0.8425,-120.223,39.19109
0.90749997,-119.8581,39.24089
0.87874997,-120.2885,39.4738
0.90625006,-119.9218,39.5239
0.92125005,-120.4549,38.57567
0.9125,-120.094,38.62627
0.9125001,-120.5208,38.8577
0.9,-120.1582,38.90858
0.89874995,-119.795,38.9581
0.9225,-120.223,39.19109
0.90375,-119.8581,39.24089
0.91625,-120.2885,39.4738
0.89125,-119.9218,39.5239
0.94,-120.4549,38.57567
0.9775,-120.094,38.62627
0.94500005,-120.5208,38.8577
0.96500003,-120.1582,38.90858
0.92625,-119.795,38.9581
0.9725,-120.223,39.19109
0.93375003,-119.8581,39.24089
0.96500003,-120.2885,39.4738
0.89875,-119.9218,39.5239
0.95750004,-120.4549,38.57567
0.97875005,-120.094,38.62627
0.95500004,-120.5208,38.8577
0.97875005,-120.1582,38.90858
0.9475,-119.795,38.9581
0.98125005,-120.223,39.19109
0.9475,-119.8581,39.24089
0.97999996,-120.2885,39.4738
0.91124994,-119.9218,39.5239
0.97125,-120.4549,38.57567
0.97874993,-120.094,38.62627
0.95750004,-120.5208,38.8577
0.97625005,-120.1582,38.90858
0.95375,-119.795,38.9581
0.98499995,-120.223,39.19109
0.96124995,-119.8581,39.24089
0.98125005,-120.2885,39.4738
0.93375003,-119.9218,39.5239
0.97375,-120.4549,38.57567
0.97625005,-120.094,38.62627
0.97749996,-120.5208,38.8577
0.97625005,-120.1582,38.90858
0.96000004,-119.795,38.9581
0.98875,-120.223,39.19109
0.9687501,-119.8581,39.24089
0.98249996,-120.2885,39.4738
0.96000004,-119.9218,39.5239
0.9562501,-120.4549,38.57567
0.97749996,-120.094,38.62627
0.95625,-120.5208,38.8577
0.97625005,-120.1582,38.90858
0.9675001,-119.795,38.9581
0.97375,-120.223,39.19109
0.9675001,-119.8581,39.24089
0.97625005,-120.2885,39.4738
0.9625,-119.9218,39.5239
0.94625,-120.4549,38.57567
0.9225,-120.094,38.62627
0.91999996,-120.5208,38.8577
0.92875004,-120.1582,38.90858
0.9662501,-119.795,38.9581
0.92875,-120.223,39.19109
0.96500003,-119.8581,39.24089
0.94,-120.2885,39.4738
0.95750004,-119.9218,39.5239
0.9265001,-120.4549,38.57567
0.950375,-120.094,38.62627
0.916875,-120.5208,38.8577
0.936625,-120.1582,38.90858
0.94325,-119.795,38.9581
0.94612503,-120.223,39.19109
0.94362503,-119.8581,39.24089
0.94775003,-120.2885,39.4738
0.93725,-119.9218,39.5239
0.96212506,-120.4549,38.57567
0.98212504,-120.094,38.62627
0.962625,-120.5208,38.8577
0.97725,-120.1582,38.90858
0.96225,-119.795,38.9581
0.984125,-120.223,39.19109
0.96325004,-119.8581,39.24089
0.982625,-120.2885,39.4738
0.947875,-119.9218,39.5239
0.96750003,-120.4549,38.57567
0.98125005,-120.094,38.62627
0.9625,-120.5208,38.8577
0.97375,-120.1582,38.90858
0.95750004,-119.795,38.9581
0.9787501,-120.223,39.19109
0.96500003,-119.8581,39.24089
0.98,-120.2885,39.4738
0.95875,-119.9218,39.5239
0.95625,-120.4549,38.57567
0.9575001,-120.094,38.62627
0.95625,-120.5208,38.8577
0.96250004,-120.1582,38.90858
0.96625,-119.795,38.9581
0.97875,-120.223,39.19109
0.96750003,-119.8581,39.24089
0.975,-120.2885,39.4738
0.96750003,-119.9218,39.5239
0.91125005,-120.4549,38.57567
0.8837501,-120.094,38.62627
0.9125001,-120.5208,38.8577
0.87875,-120.1582,38.90858
0.89750004,-119.795,38.9581
0.92875,-120.223,39.19109
0.89875,-119.8581,39.24089
0.90250003,-120.2885,39.4738
0.91875,-119.9218,39.5239
0.88874996,-120.4549,38.57567
0.93250006,-120.094,38.62627
0.89250004,-120.5208,38.8577
0.9212501,-120.1582,38.90858
0.9075,-119.795,38.9581
0.92499995,-120.223,39.19109
0.92125005,-119.8581,39.24089
0.93625,-120.2885,39.4738
0.9075,-119.9218,39.5239
0.96625006,-120.4549,38.57567
0.98375,-120.094,38.62627
0.96500003,-120.5208,38.8577
0.97875,-120.1582,38.90858
0.9475,-119.795,38.9581
0.985,-120.223,39.19109
0.9512501,-119.8581,39.24089
0.98375,-120.2885,39.4738
0.96625006,-119.9218,39.5239
0.96000004,-120.4549,38.57567
0.9775,-120.094,38.62627
0.95250005,-120.5208,38.8577
0.97375,-120.1582,38.90858
0.94625,-119.795,38.9581
0.97875,-120.223,39.19109
0.9562501,-119.8581,39.24089
0.98,-120.2885,39.4738
0.9375,-119.9218,39.5239
0.97125006,-120.4549,38.57567
0.98499995,-120.094,38.62627
0.97625,-120.5208,38.8577
0.9825,-120.1582,38.90858
0.97375005,-119.795,38.9581
0.98875,-120.223,39.19109
0.975,-119.8581,39.24089
0.98499995,-120.2885,39.4738
0.9625001,-119.9218,39.5239
0.97125,-120.4549,38.57567
0.97875,-120.094,38.62627
0.97375,-120.5208,38.8577
0.97875,-120.1582,38.90858
0.97125006,-119.795,38.9581
0.98,-120.223,39.19109
0.97375,-119.8581,39.24089
0.98125005,-120.2885,39.4738
0.96375,-119.9218,39.5239
0.92375,-120.4549,38.57567
0.97749996,-120.094,38.62627
0.925,-120.5208,38.8577
0.975,-120.1582,38.90858
0.9812499,-119.795,38.9581
0.955,-120.223,39.19109
0.97875,-119.8581,39.24089
0.97625005,-120.2885,39.4738
0.97,-119.9218,39.5239
0.885,-120.4549,38.57567
0.93500006,-120.094,38.62627
0.87874997,-120.5208,38.8577
0.94750005,-120.1582,38.90858
0.97249997,-119.795,38.9581
0.9275,-120.223,39.19109
0.975,-119.8581,39.24089
0.96250004,-120.2885,39.4738
0.96375,-119.9218,39.5239
0.91999996,-120.4549,38.57567
0.93125004,-120.094,38.62627
0.89625007,-120.5208,38.8577
0.9275001,-120.1582,38.90858
0.94125,-119.795,38.9581
0.93,-120.223,39.19109
0.94124997,-119.8581,39.24089
0.94000006,-120.2885,39.4738
0.9412501,-119.9218,39.5239
0.92437494,-120.4549,38.57567
0.9690001,-120.094,38.62627
0.919125,-120.5208,38.8577
0.9675,-120.1582,38.90858
0.96862507,-119.795,38.9581
0.95762503,-120.223,39.19109
0.967875,-119.8581,39.24089
0.972625,-120.2885,39.4738
0.962875,-119.9218,39.5239
0.878,-120.4549,38.57567
0.95425,-120.094,38.62627
0.87375,-120.5208,38.8577
0.95775,-120.1582,38.90858
0.97837496,-119.795,38.9581
0.93824995,-120.223,39.19109
0.9779999,-119.8581,39.24089
0.96587497,-120.2885,39.4738
0.96962506,-119.9218,39.5239
0.88,-120.4549,38.57567
0.91999996,-120.094,38.62627
0.86125,-120.5208,38.8577
0.91374993,-120.1582,38.90858
0.95000005,-119.795,38.9581
0.90124995,-120.223,39.19109
0.94375,-119.8581,39.24089
0.92625004,-120.2885,39.4738
0.93874997,-119.9218,39.5239
0.87125,-120.4549,38.57567
0.93375,-120.094,38.62627
0.8787499,-120.5208,38.8577
0.91375,-120.1582,38.90858
0.9325,-119.795,38.9581
0.90875006,-120.223,39.19109
0.92875004,-119.8581,39.24089
0.92875004,-120.2885,39.4738
0.91499996,-119.9218,39.5239
0.87875,-120.4549,38.57567
0.8875,-120.094,38.62627
0.89124995,-120.5208,38.8577
0.8825,-120.1582,38.90858
0.8937499,-119.795,38.9581
0.91999996,-120.223,39.19109
