pottmp,lon,lat
294.42422,-119.8581,39.24089
293.9164,-120.2885,39.4738
294.38516,-119.9218,39.5239
286.2471,-120.4549,38.57567
295.77054,-120.094,38.62627
287.41898,-120.5208,38.8577
293.88773,-120.1582,38.90858
292.91116,-119.795,38.9581
289.73148,-120.223,39.19109
293.46585,-119.8581,39.24089
292.9268,-120.2885,39.4738
291.47366,-119.9218,39.5239
287.81183,-120.4549,38.57567
300.56183,-120.094,38.62627
289.70245,-120.5208,38.8577
297.68683,-120.1582,38.90858
295.03058,-119.795,38.9581
293.64777,-120.223,39.19109
295.21027,-119.8581,39.24089
296.58527,-120.2885,39.4738
292.86652,-119.9218,39.5239
289.60577,-120.4549,38.57567
303.44952,-120.094,38.62627
292.3011,-120.5208,38.8577
301.8011,-120.1582,38.90858
297.54327,-119.795,38.9581
297.46515,-120.223,39.19109
298.33234,-119.8581,39.24089
300.8167,-120.2885,39.4738
295.0042,-119.9218,39.5239
287.89355,-120.4549,38.57567
298.07324,-120.094,38.62627
289.09668,-120.5208,38.8577
296.77637,-120.1582,38.90858
296.15137,-119.795,38.9581
293.2373,-120.223,39.19109
296.3545,-119.8581,39.24089
296.14355,-120.2885,39.4738
294.06543,-119.9218,39.5239
288.59064,-120.4549,38.57567
298.0047,-120.094,38.62627
290.45,-120.5208,38.8577
295.84845,-120.1582,38.90858
292.575,-119.795,38.9581
294.27032,-120.223,39.19109
292.52032,-119.8581,39.24089
295.42657,-120.2885,39.4738
290.45,-119.9218,39.5239
288.9516,-120.4549,38.57567
297.10004,-120.094,38.62627
289.68597,-120.5208,38.8577
296.1938,-120.1582,38.90858
293.59222,-119.795,38.9581
293.3344,-120.223,39.19109
293.99847,-119.8581,39.24089
295.4516,-120.2885,39.4738
291.31097,-119.9218,39.5239
288.22546,-120.4549,38.57567
296.06137,-120.094,38.62627
287.9364,-120.5208,38.8577
294.952,-120.1582,38.90858
293.81918,-119.795,38.9581
292.4442,-120.223,39.19109
293.63168,-119.8581,39.24089
294.55356,-120.2885,39.4738
291.92078,-119.9218,39.5239
285.74466,-120.4549,38.57567
292.63528,-120.094,38.62627
286.84622,-120.5208,38.8577
291.9634,-120.1582,38.90858
291.76028,-119.795,38.9581
290.51028,-120.223,39.19109
291.72122,-119.8581,39.24089
291.9009,-120.2885,39.4738
290.97903,-119.9218,39.5239
286.83636,-120.4549,38.57567
293.72696,-120.094,38.62627
288.9926,-120.5208,38.8577
291.9848,-120.1582,38.90858
288.26605,-119.795,38.9581
290.83636,-120.223,39.19109
288.69574,-119.8581,39.24089
291.57074,-120.2885,39.4738
287.8598,-119.9218,39.5239
284.9946,-120.4549,38.57567
290.8071,-120.094,38.62627
286.82272,-120.5208,38.8577
289.5571,-120.1582,38.90858
287.26804,-119.795,38.9581
288.26804,-120.223,39.19109
287.28366,-119.8581,39.24089
288.6821,-120.2885,39.4738
285.4243,-119.9218,39.5239
283.24948,-120.4549,38.57567
285.1323,-120.094,38.62627
284.24167,-120.5208,38.8577
284.0776,-120.1582,38.90858
282.7651,-119.795,38.9581
284.3276,-120.223,39.19109
283.03073,-119.8581,39.24089
284.03854,-120.2885,39.4738
282.91354,-119.9218,39.5239
286.01224,-120.4549,38.57567
292.56693,-120.094,38.62627
288.16068,-120.5208,38.8577
290.31693,-120.1582,38.90858
284.09036,-119.795,38.9581
290.16068,-120.223,39.19109
285.38724,-119.8581,39.24089
290.27005,-120.2885,39.4738
284.41068,-119.9218,39.5239
289.18427,-120.4549,38.57567
298.66864,-120.094,38.62627
292.1374,-120.5208,38.8577
297.6452,-120.1582,38.90858
293.7702,-119.795,38.9581
295.6452,-120.223,39.19109
294.79364,-119.8581,39.24089
296.92645,-120.2885,39.4738
292.2077,-119.9218,39.5239
285.90338,-120.4549,38.57567
290.12213,-120.094,38.62627
287.00494,-120.5208,38.8577
288.55963,-120.1582,38.90858
287.86432,-119.795,38.9581
287.83307,-120.223,39.19109
287.30182,-119.8581,39.24089
287.33307,-120.2885,39.4738
286.15338,-119.9218,39.5239
283.88684,-120.4549,38.57567
285.66028,-120.094,38.62627
284.4806,-120.5208,38.8577
283.21497,-120.1582,38.90858
280.08997,-119.795,38.9581
284.07434,-120.223,39.19109
281.77747,-119.8581,39.24089
283.09778,-120.2885,39.4738
281.41028,-119.9218,39.5239
284.39722,-120.4549,38.57567
293.78003,-120.094,38.62627
287.71753,-120.5208,38.8577
290.3269,-120.1582,38.90858
283.6316,-119.795,38.9581
290.87378,-120.223,39.19109
284.81128,-119.8581,39.24089
290.10815,-120.2885,39.4738
282.34253,-119.9218,39.5239
285.25214,-120.4549,38.57567
299.7053,-120.094,38.62627
287.8615,-120.5208,38.8577
297.00217,-120.1582,38.90858
290.58807,-119.795,38.9581
295.1428,-120.223,39.19109
291.75214,-119.8581,39.24089
297.22092,-120.2885,39.4738
287.3537,-119.9218,39.5239
288.50052,-120.4549,38.57567
300.2349,-120.094,38.62627
290.41458,-120.5208,38.8577
299.25833,-120.1582,38.90858
295.32083,-119.795,38.9581
295.35208,-120.223,39.19109
296.21146,-119.8581,39.24089
298.89896,-120.2885,39.4738
292.1724,-119.9218,39.5239
289.3407,-120.4549,38.57567
297.60632,-120.094,38.62627
289.95007,-120.5208,38.8577
297.00476,-120.1582,38.90858
295.85632,-119.795,38.9581
293.5829,-120.223,39.19109
296.3954,-119.8581,39.24089
296.62976,-120.2885,39.4738
293.6532,-119.9218,39.5239
285.95117,-120.4549,38.57567
291.39648,-120.094,38.62627
286.2793,-120.5208,38.8577
290.77148,-120.1582,38.90858
291.1543,-119.795,38.9581
288.69336,-120.223,39.19109
291.1543,-119.8581,39.24089
290.58398,-120.2885,39.4738
290.81836,-119.9218,39.5239
286.1235,-120.4549,38.57567
294.29538,-120.094,38.62627
286.82663,-120.5208,38.8577
293.03757,-120.1582,38.90858
293.10788,-119.795,38.9581
290.39694,-120.223,39.19109
292.811,-119.8581,39.24089
293.02975,-120.2885,39.4738
291.20163,-119.9218,39.5239
288.86987,-120.4549,38.57567
299.0652,-120.094,38.62627
289.73706,-120.5208,38.8577
297.28394,-120.1582,38.90858
296.0027,-119.795,38.9581
293.41675,-120.223,39.19109
295.99487,-119.8581,39.24089
296.573,-120.2885,39.4738
293.33862,-119.9218,39.5239
288.3073,-120.4549,38.57567
296.45575,-120.094,38.62627
289.112,-120.5208,38.8577
295.58075,-120.1582,38.90858
296.9948,-119.795,38.9581
292.6198,-120.223,39.19109
296.47137,-119.8581,39.24089
295.4323,-120.2885,39.4738
295.90887,-119.9218,39.5239
287.13956,-120.4549,38.57567
294.17865,-120.094,38.62627
287.6708,-120.5208,38.8577
293.29584,-120.1582,38.90858
293.6396,-119.795,38.9581
290.71768,-120.223,39.19109
293.7646,-119.8581,39.24089
293.00677,-120.2885,39.4738
292.8583,-119.9218,39.5239
289.32272,-120.4549,38.57567
298.3852,-120.094,38.62627
290.6743,-120.5208,38.8577
297.2602,-120.1582,38.90858
294.91644,-119.795,38.9581
293.30707,-120.223,39.19109
295.53363,-119.8581,39.24089
296.93988,-120.2885,39.4738
293.86957,-119.9218,39.5239
289.5628,-120.4549,38.57567
295.98468,-120.094,38.62627
291.47687,-120.5208,38.8577
294.60968,-120.1582,38.90858
292.25812,-119.795,38.9581
292.95343,-120.223,39.19109
292.70343,-119.8581,39.24089
294.59406,-120.2885,39.4738
291.26593,-119.9218,39.5239
287.6593,-120.4549,38.57567
295.33896,-120.094,38.62627
289.7921,-120.5208,38.8577
293.03427,-120.1582,38.90858
290.44055,-119.795,38.9581
291.61243,-120.223,39.19109
291.1515,-119.8581,39.24089
293.01865,-120.2885,39.4738
289.12024,-119.9218,39.5239
288.79346,-120.4549,38.57567
292.52002,-120.094,38.62627
290.34814,-120.5208,38.8577
290.78564,-120.1582,38.90858
288.30908,-119.795,38.9581
290.8169,-120.223,39.19109
288.89502,-119.8581,39.24089
290.30908,-120.2885,39.4738
287.04346,-119.9218,39.5239
287.21014,-120.4549,38.57567
292.21796,-120.094,38.62627
288.66327,-120.5208,38.8577
291.22577,-120.1582,38.90858
290.02264,-119.795,38.9581
290.38202,-120.223,39.19109
290.4289,-119.8581,39.24089
291.03827,-120.2885,39.4738
289.1867,-119.9218,39.5239
288.08328,-120.4549,38.57567
295.11453,-120.094,38.62627
289.06766,-120.5208,38.8577
293.7786,-120.1582,38.90858
293.54422,-119.795,38.9581
292.06766,-120.223,39.19109
293.0911,-119.8581,39.24089
293.9036,-120.2885,39.4738
291.99734,-119.9218,39.5239
288.86288,-120.4549,38.57567
296.0348,-120.094,38.62627
289.67538,-120.5208,38.8577
294.99573,-120.1582,38.90858
296.07385,-119.795,38.9581
292.23788,-120.223,39.19109
295.24573,-119.8581,39.24089
294.7223,-120.2885,39.4738
294.37854,-119.9218,39.5239
286.44955,-120.4549,38.57567
292.76987,-120.094,38.62627
287.2855,-120.5208,38.8577
291.08237,-120.1582,38.90858
290.80112,-119.795,38.9581
288.87924,-120.223,39.19109
290.7933,-119.8581,39.24089
290.848,-120.2885,39.4738
289.86362,-119.9218,39.5239
287.98117,-120.4549,38.57567
297.41867,-120.094,38.62627
289.41086,-120.5208,38.8577
295.8796,-120.1582,38.90858
294.02023,-119.795,38.9581
292.84055,-120.223,39.19109
294.33273,-119.8581,39.24089
295.23117,-120.2885,39.4738
293.21555,-119.9218,39.5239
289.27557,-120.4549,38.57567
298.25995,-120.094,38.62627
290.1584,-120.5208,38.8577
297.13495,-120.1582,38.90858
296.62714,-119.795,38.9581
294.0412,-120.223,39.19109
297.00214,-119.8581,39.24089
296.61932,-120.2885,39.4738
295.93964,-119.9218,39.5239
283.9286,-120.4549,38.57567
290.6161,-120.094,38.62627
284.39734,-120.5208,38.8577
289.7489,-120.1582,38.90858
290.8036,-119.795,38.9581
287.76453,-120.223,39.19109
290.45984,-119.8581,39.24089
289.8661,-120.2885,39.4738
289.47546,-119.9218,39.5239
284.21738,-120.4549,38.57567
289.9205,-120.094,38.62627
285.64706,-120.5208,38.8577
287.88144,-120.1582,38.90858
286.70175,-119.795,38.9581
287.52206,-120.223,39.19109
287.0533,-119.8581,39.24089
287.25644,-120.2885,39.4738
284.9908,-119.9218,39.5239
285.32104,-120.4549,38.57567
298.8601,-120.094,38.62627
288.00073,-120.5208,38.8577
296.2351,-120.1582,38.90858
291.80542,-119.795,38.9581
293.90698,-120.223,39.19109
292.49292,-119.8581,39.24089
295.2898,-120.2885,39.4738
288.3601,-119.9218,39.5239
289.6423,-120.4549,38.57567
297.30637,-120.094,38.62627
291.55637,-120.5208,38.8577
294.21262,-120.1582,38.90858
290.67355,-119.795,38.9581
293.9548,-120.223,39.19109
291.30637,-119.8581,39.24089
293.24387,-120.2885,39.4738
289.02512,-119.9218,39.5239
291.76547,-120.4549,38.57567
299.8358,-120.094,38.62627
293.99203,-120.5208,38.8577
296.73422,-120.1582,38.90858
290.1639,-119.795,38.9581
296.75766,-120.223,39.19109
291.62485,-119.8581,39.24089
296.3358,-120.2885,39.4738
288.9608,-119.9218,39.5239
295.27963,-120.4549,38.57567
300.31088,-120.094,38.62627
296.42807,-120.5208,38.8577
297.52182,-120.1582,38.90858
292.05307,-119.795,38.9581
297.93588,-120.223,39.19109
293.39682,-119.8581,39.24089
296.97495,-120.2885,39.4738
290.49838,-119.9218,39.5239
294.61917,-120.4549,38.57567
304.1426,-120.094,38.62627
296.18948,-120.5208,38.8577
301.22855,-120.1582,38.90858
294.90042,-119.795,38.9581
299.48636,-120.223,39.19109
296.16605,-119.8581,39.24089
300.68167,-120.2885,39.4738
291.27545,-119.9218,39.5239
296.96448,-120.4549,38.57567
303.57385,-120.094,38.62627
298.44104,-120.5208,38.8577
301.4176,-120.1582,38.90858
296.93323,-119.795,38.9581
300.7301,-120.223,39.19109
297.06604,-119.8581,39.24089
300.87854,-120.2885,39.4738
293.62073,-119.9218,39.5239
294.3097,-120.4549,38.57567
301.60657,-120.094,38.62627
295.88,-120.5208,38.8577
300.1222,-120.1582,38.90858
296.36438,-119.795,38.9581
299.46594,-120.223,39.19109
296.23938,-119.8581,39.24089
299.6847,-120.2885,39.4738
292.77063,-119.9218,39.5239
291.49808,-120.4549,38.57567
298.28714,-120.094,38.62627
292.81058,-120.5208,38.8577
297.7559,-120.1582,38.90858
294.1934,-119.795,38.9581
296.47464,-120.223,39.19109
295.15433,-119.8581,39.24089
297.79495,-120.2885,39.4738
293.1387,-119.9218,39.5239
291.67178,-120.4549,38.57567
298.79678,-120.094,38.62627
293.1796,-120.5208,38.8577
298.10147,-120.1582,38.90858
295.44522,-119.795,38.9581
297.15616,-120.223,39.19109
296.23428,-119.8581,39.24089
298.28897,-120.2885,39.4738
294.4296,-119.9218,39.5239
289.8733,-120.4549,38.57567
298.60767,-120.094,38.62627
291.45142,-120.5208,38.8577
298.08423,-120.1582,38.90858
296.8811,-119.795,38.9581
295.34204,-120.223,39.19109
297.2561,-119.8581,39.24089
297.77173,-120.2885,39.4738
295.9358,-119.9218,39.5239
289.328,-120.4549,38.57567
297.2889,-120.094,38.62627
290.46863,-120.5208,38.8577
296.24985,-120.1582,38.90858
296.9764,-119.795,38.9581
293.95297,-120.223,39.19109
296.69516,-119.8581,39.24089
296.4139,-120.2885,39.4738
296.42172,-119.9218,39.5239
287.17816,-120.4549,38.57567
293.8891,-120.094,38.62627
288.4438,-120.5208,38.8577
293.02972,-120.1582,38.90858
293.54535,-119.795,38.9581
291.23285,-120.223,39.19109
293.8969,-119.8581,39.24089
293.11566,-120.2885,39.4738
293.81097,-119.9218,39.5239
285.72256,-120.4549,38.57567
291.8788,-120.094,38.62627
286.72256,-120.5208,38.8577
291.04288,-120.1582,38.90858
291.7382,-119.795,38.9581
289.0663,-120.223,39.19109
291.44913,-119.8581,39.24089
291.01944,-120.2885,39.4738
291.33194,-119.9218,39.5239
281.00745,-120.4549,38.57567
286.28088,-120.094,38.62627
281.03088,-120.5208,38.8577
285.44495,-120.1582,38.90858
286.46057,-119.795,38.9581
283.17932,-120.223,39.19109
285.90588,-119.8581,39.24089
285.08557,-120.2885,39.4738
284.81213,-119.9218,39.5239
279.21796,-120.4549,38.57567
284.03827,-120.094,38.62627
280.15546,-120.5208,38.8577
283.60077,-120.1582,38.90858
283.03046,-119.795,38.9581
282.15546,-120.223,39.19109
283.35858,-119.8581,39.24089
283.53046,-120.2885,39.4738
282.48358,-119.9218,39.5239
280.35327,-120.4549,38.57567
288.6814,-120.094,38.62627
281.90796,-120.5208,38.8577
286.83765,-120.1582,38.90858
283.39233,-119.795,38.9581
285.5642,-120.223,39.19109
283.76733,-119.8581,39.24089
286.02515,-120.2885,39.4738
282.86108,-119.9218,39.5239
282.4451,-120.4549,38.57567
289.24197,-120.094,38.62627
283.46854,-120.5208,38.8577
288.5154,-120.1582,38.90858
286.67166,-119.795,38.9581
286.55447,-120.223,39.19109
286.92947,-119.8581,39.24089
287.92947,-120.2885,39.4738
284.74197,-119.9218,39.5239
283.2373,-120.4549,38.57567
289.15137,-120.094,38.62627
284.02637,-120.5208,38.8577
288.7295,-120.1582,38.90858
287.82324,-119.795,38.9581
286.81543,-120.223,39.19109
288.03418,-119.8581,39.24089
288.47168,-120.2885,39.4738
287.33105,-119.9218,39.5239
282.6565,-120.4549,38.57567
288.4143,-120.094,38.62627
283.0315,-120.5208,38.8577
287.4768,-120.1582,38.90858
288.06274,-119.795,38.9581
285.52368,-120.223,39.19109
287.594,-119.8581,39.24089
287.2815,-120.2885,39.4738
286.25024,-119.9218,39.5239
280.5038,-120.4549,38.57567
286.45694,-120.094,38.62627
281.3163,-120.5208,38.8577
285.0663,-120.1582,38.90858
283.27725,-119.795,38.9581
282.2538,-120.223,39.19109
283.40225,-119.8581,39.24089
284.26163,-120.2885,39.4738
281.76944,-119.9218,39.5239
283.51828,-120.4549,38.57567
292.64328,-120.094,38.62627
284.43234,-120.5208,38.8577
291.4714,-120.1582,38.90858
289.82297,-119.795,38.9581
286.92453,-120.223,39.19109
289.9714,-119.8581,39.24089
290.29172,-120.2885,39.4738
287.25266,-119.9218,39.5239
287.64594,-120.4549,38.57567
296.41937,-120.094,38.62627
288.81,-120.5208,38.8577
295.70062,-120.1582,38.90858
295.52875,-119.795,38.9581
292.95844,-120.223,39.19109
294.96625,-119.8581,39.24089
295.38812,-120.2885,39.4738
292.63812,-119.9218,39.5239
290.19897,-120.4549,38.57567
298.98804,-120.094,38.62627
291.38647,-120.5208,38.8577
298.0818,-120.1582,38.90858
298.4724,-119.795,38.9581
295.44116,-120.223,39.19109
298.23022,-119.8581,39.24089
298.3318,-120.2885,39.4738
294.86304,-119.9218,39.5239
284.63528,-120.4549,38.57567
290.35403,-120.094,38.62627
285.07278,-120.5208,38.8577
289.3306,-120.1582,38.90858
290.72903,-119.795,38.9581
287.1431,-120.223,39.19109
290.11185,-119.8581,39.24089
289.0181,-120.2885,39.4738
289.40872,-119.9218,39.5239
282.48727,-120.4549,38.57567
287.6357,-120.094,38.62627
282.66696,-120.5208,38.8577
286.9482,-120.1582,38.90858
286.45602,-119.795,38.9581
284.89352,-120.223,39.19109
286.4326,-119.8581,39.24089
286.84665,-120.2885,39.4738
285.17477,-119.9218,39.5239
281.53702,-120.4549,38.57567
286.69327,-120.094,38.62627
281.74014,-120.5208,38.8577
285.87296,-120.1582,38.90858
285.38858,-119.795,38.9581
284.42764,-120.223,39.19109
285.06827,-119.8581,39.24089
285.57608,-120.2885,39.4738
283.7792,-119.9218,39.5239
281.15384,-120.4549,38.57567
284.48978,-120.094,38.62627
281.46634,-120.5208,38.8577
283.77884,-120.1582,38.90858
283.45853,-119.795,38.9581
283.16946,-120.223,39.19109
283.02884,-119.8581,39.24089
283.42728,-120.2885,39.4738
281.8726,-119.9218,39.5239
281.21405,-120.4549,38.57567
286.08905,-120.094,38.62627
282.2531,-120.5208,38.8577
284.01093,-120.1582,38.90858
281.15936,-119.795,38.9581
283.83905,-120.223,39.19109
281.4406,-119.8581,39.24089
283.34686,-120.2885,39.4738
281.08905,-119.9218,39.5239
283.2865,-120.4549,38.57567
290.14587,-120.094,38.62627
284.62244,-120.5208,38.8577
289.1615,-120.1582,38.90858
287.99744,-119.795,38.9581
287.63806,-120.223,39.19109
288.07556,-119.8581,39.24089
288.77087,-120.2885,39.4738
285.93494,-119.9218,39.5239
283.55515,-120.4549,38.57567
286.18796,-120.094,38.62627
284.25827,-120.5208,38.8577
285.5239,-120.1582,38.90858
285.19577,-119.795,38.9581
285.16452,-120.223,39.19109
284.89108,-119.8581,39.24089
285.1567,-120.2885,39.4738
284.10983,-119.9218,39.5239
282.02744,-120.4549,38.57567
285.1368,-120.094,38.62627
282.96494,-120.5208,38.8577
283.78525,-120.1582,38.90858
281.6915,-119.795,38.9581
283.5665,-120.223,39.19109
281.8712,-119.8581,39.24089
283.4415,-120.2885,39.4738
281.70712,-119.9218,39.5239
282.03647,-120.4549,38.57567
289.91928,-120.094,38.62627
283.83334,-120.5208,38.8577
288.5521,-120.1582,38.90858
285.47397,-119.795,38.9581
286.76303,-120.223,39.19109
285.94272,-119.8581,39.24089
288.44272,-120.2885,39.4738
284.32553,-119.9218,39.5239
284.83383,-120.4549,38.57567
291.45883,-120.094,38.62627
285.60727,-120.5208,38.8577
290.27133,-120.1582,38.90858
289.77133,-119.795,38.9581
287.9979,-120.223,39.19109
289.77914,-119.8581,39.24089
289.5682,-120.2885,39.4738
288.49008,-119.9218,39.5239
286.24246,-120.4549,38.57567
293.85965,-120.094,38.62627
287.34402,-120.5208,38.8577
292.56277,-120.1582,38.90858
292.55496,-119.795,38.9581
289.72684,-120.223,39.19109
292.31277,-119.8581,39.24089
291.60965,-120.2885,39.4738
291.66434,-119.9218,39.5239
287.56894,-120.4549,38.57567
294.38144,-120.094,38.62627
288.01425,-120.5208,38.8577
293.90488,-120.1582,38.90858
294.09238,-119.795,38.9581
292.09238,-120.223,39.19109
294.1627,-119.8581,39.24089
293.8658,-120.2885,39.4738
294.3502,-119.9218,39.5239
288.16803,-120.4549,38.57567
295.7071,-120.094,38.62627
289.22272,-120.5208,38.8577
294.8321,-120.1582,38.90858
295.0821,-119.795,38.9581
292.7149,-120.223,39.19109
294.93365,-119.8581,39.24089
294.7071,-120.2885,39.4738
294.66022,-119.9218,39.5239
286.42908,-120.4549,38.57567
