mconv,lon,lat
2.6869333e-07,-120.4549,38.57567
1.3244338e-07,-120.094,38.62627
1.7619334e-07,-120.5208,38.8577
-5.056677e-09,-120.1582,38.90858
-8.630656e-08,-119.795,38.9581
2.4432723e-09,-120.223,39.19109
-2.1380663e-07,-119.8581,39.24089
-1.00056695e-07,-120.2885,39.4738
1.1994342e-07,-119.9218,39.5239
-1.2979768e-07,-120.4549,38.57567
1.2770235e-07,-120.094,38.62627
-4.2854765e-07,-120.5208,38.8577
3.589523e-07,-120.1582,38.90858
5.4770226e-07,-119.795,38.9581
-2.0229763e-07,-120.223,39.19109
-8.9797624e-08,-119.8581,39.24089
-1.9854761e-07,-120.2885,39.4738
7.5395224e-07,-119.9218,39.5239
-4.4058996e-07,-120.4549,38.57567
3.856601e-07,-120.094,38.62627
-3.805899e-07,-120.5208,38.8577
6.2066005e-07,-120.1582,38.90858
9.8191e-07,-119.795,38.9581
9.441004e-08,-120.223,39.19109
3.4410107e-08,-119.8581,39.24089
6.19101e-08,-120.2885,39.4738
7.8816004e-07,-119.9218,39.5239
-5.6171604e-07,-120.4549,38.57567
1.2078391e-07,-120.094,38.62627
-4.3796607e-07,-120.5208,38.8577
4.0703387e-07,-120.1582,38.90858
8.0828397e-07,-119.795,38.9581
-8.171605e-08,-120.223,39.19109
8.283848e-09,-119.8581,39.24089
-7.796609e-08,-120.2885,39.4738
7.8703397e-07,-119.9218,39.5239
-1.8455384e-07,-120.4549,38.57567
1.5446062e-08,-120.094,38.62627
-3.4955383e-07,-120.5208,38.8577
3.066961e-07,-120.1582,38.90858
6.341961e-07,-119.795,38.9581
-1.4955384e-07,-120.223,39.19109
-2.0955386e-07,-119.8581,39.24089
-3.6830386e-07,-120.2885,39.4738
8.86696e-07,-119.9218,39.5239
-2.1741673e-07,-120.4549,38.57567
1.8758331e-07,-120.094,38.62627
-2.0616667e-07,-120.5208,38.8577
2.525833e-07,-120.1582,38.90858
3.3883327e-07,-119.795,38.9581
5.633322e-08,-120.223,39.19109
7.0083246e-08,-119.8581,39.24089
4.5083283e-08,-120.2885,39.4738
2.8133326e-07,-119.9218,39.5239
-2.484988e-07,-120.4549,38.57567
-1.447489e-07,-120.094,38.62627
-2.0349893e-07,-120.5208,38.8577
2.0251093e-08,-120.1582,38.90858
3.400112e-08,-119.795,38.9581
1.5251118e-08,-120.223,39.19109
1.2025114e-07,-119.8581,39.24089
6.525116e-08,-120.2885,39.4738
