pres,lon,lat
80422.9,-120.223,39.19109
80522.9,-119.8581,39.24089
79347.9,-120.2885,39.4738
82460.4,-119.9218,39.5239
87199.15,-120.4549,38.57567
77686.65,-120.094,38.62627
86924.15,-120.5208,38.8577
79636.65,-120.1582,38.90858
79511.65,-119.795,38.9581
79824.15,-120.223,39.19109
79911.65,-119.8581,39.24089
78736.65,-120.2885,39.4738
81836.65,-119.9218,39.5239
86676.336,-120.4549,38.57567
76926.336,-120.094,38.62627
86413.836,-120.5208,38.8577
78926.336,-120.1582,38.90858
78776.336,-119.795,38.9581
79126.336,-120.223,39.19109
79213.836,-119.8581,39.24089
78088.836,-120.2885,39.4738
81201.336,-119.9218,39.5239
87498.5,-120.4549,38.57567
77873.5,-120.094,38.62627
87311.0,-120.5208,38.8577
79998.5,-120.1582,38.90858
79973.5,-119.795,38.9581
80236.0,-120.223,39.19109
80398.5,-119.8581,39.24089
79236.0,-120.2885,39.4738
82486.0,-119.9218,39.5239
87701.0,-120.4549,38.57567
78176.0,-120.094,38.62627
87501.0,-120.5208,38.8577
80213.5,-120.1582,38.90858
80138.5,-119.795,38.9581
80426.0,-120.223,39.19109
80526.0,-119.8581,39.24089
79376.0,-120.2885,39.4738
82563.5,-119.9218,39.5239
87474.58,-120.4549,38.57567
78099.58,-120.094,38.62627
87287.08,-120.5208,38.8577
80149.58,-120.1582,38.90858
80149.58,-119.795,38.9581
80362.08,-120.223,39.19109
80562.08,-119.8581,39.24089
79387.08,-120.2885,39.4738
82612.08,-119.9218,39.5239
87400.266,-120.4549,38.57567
78087.766,-120.094,38.62627
87200.266,-120.5208,38.8577
80112.766,-120.1582,38.90858
80100.266,-119.795,38.9581
80312.766,-120.223,39.19109
80512.766,-119.8581,39.24089
79337.766,-120.2885,39.4738
82550.266,-119.9218,39.5239
87696.49,-120.4549,38.57567
78408.99,-120.094,38.62627
87521.49,-120.5208,38.8577
80446.49,-120.1582,38.90858
80471.49,-119.795,38.9581
80658.99,-120.223,39.19109
80896.49,-119.8581,39.24089
79696.49,-120.2885,39.4738
82896.49,-119.9218,39.5239
87600.8,-120.4549,38.57567
78300.79,-120.094,38.62627
87388.3,-120.5208,38.8577
80313.29,-120.1582,38.90858
80225.79,-119.795,38.9581
80475.79,-120.223,39.19109
80700.79,-119.8581,39.24089
79488.29,-120.2885,39.4738
82663.29,-119.9218,39.5239
87105.14,-120.4549,38.57567
77930.14,-120.094,38.62627
86905.14,-120.5208,38.8577
79905.14,-120.1582,38.90858
79905.14,-119.795,38.9581
80155.14,-120.223,39.19109
80355.14,-119.8581,39.24089
79167.64,-120.2885,39.4738
82317.64,-119.9218,39.5239
86741.67,-120.4549,38.57567
77466.67,-120.094,38.62627
86529.17,-120.5208,38.8577
79454.17,-120.1582,38.90858
79391.67,-119.795,38.9581
79641.67,-120.223,39.19109
79804.17,-119.8581,39.24089
78641.67,-120.2885,39.4738
81791.67,-119.9218,39.5239
86606.62,-120.4549,38.57567
77269.12,-120.094,38.62627
86406.62,-120.5208,38.8577
79269.12,-120.1582,38.90858
79206.62,-119.795,38.9581
79444.12,-120.223,39.19109
79606.62,-119.8581,39.24089
78481.62,-120.2885,39.4738
81619.12,-119.9218,39.5239
86437.16,-120.4549,38.57567
77099.66,-120.094,38.62627
86224.66,-120.5208,38.8577
79099.66,-120.1582,38.90858
79037.16,-119.795,38.9581
79274.66,-120.223,39.19109
79462.16,-119.8581,39.24089
78312.16,-120.2885,39.4738
81437.16,-119.9218,39.5239
86384.5,-120.4549,38.57567
76972.0,-120.094,38.62627
86159.5,-120.5208,38.8577
78959.5,-120.1582,38.90858
78847.0,-119.795,38.9581
79147.0,-120.223,39.19109
79234.5,-119.8581,39.24089
78122.0,-120.2885,39.4738
81222.0,-119.9218,39.5239
85541.83,-120.4549,38.57567
76154.33,-120.094,38.62627
85316.83,-120.5208,38.8577
78141.83,-120.1582,38.90858
78054.33,-119.795,38.9581
78341.83,-120.223,39.19109
78454.33,-119.8581,39.24089
77316.83,-120.2885,39.4738
80404.33,-119.9218,39.5239
85316.23,-120.4549,38.57567
75803.73,-120.094,38.62627
85078.73,-120.5208,38.8577
77803.73,-120.1582,38.90858
77691.23,-119.795,38.9581
77966.23,-120.223,39.19109
78128.73,-119.8581,39.24089
76953.73,-120.2885,39.4738
80041.23,-119.9218,39.5239
85370.734,-120.4549,38.57567
75758.234,-120.094,38.62627
85095.734,-120.5208,38.8577
77758.234,-120.1582,38.90858
77633.234,-119.795,38.9581
77908.234,-120.223,39.19109
78045.734,-119.8581,39.24089
76820.734,-120.2885,39.4738
79920.734,-119.9218,39.5239
85493.914,-120.4549,38.57567
75731.414,-120.094,38.62627
85231.414,-120.5208,38.8577
77793.914,-120.1582,38.90858
77668.914,-119.795,38.9581
77981.414,-120.223,39.19109
78093.914,-119.8581,39.24089
76956.414,-120.2885,39.4738
80106.414,-119.9218,39.5239
86558.34,-120.4549,38.57567
76733.34,-120.094,38.62627
86320.84,-120.5208,38.8577
78770.84,-120.1582,38.90858
78670.84,-119.795,38.9581
78995.84,-120.223,39.19109
79058.34,-119.8581,39.24089
77908.34,-120.2885,39.4738
81120.84,-119.9218,39.5239
87229.32,-120.4549,38.57567
77441.82,-120.094,38.62627
86991.82,-120.5208,38.8577
79529.32,-120.1582,38.90858
79479.32,-119.795,38.9581
79716.82,-120.223,39.19109
79891.82,-119.8581,39.24089
78716.82,-120.2885,39.4738
81966.82,-119.9218,39.5239
86959.164,-120.4549,38.57567
77196.664,-120.094,38.62627
86709.164,-120.5208,38.8577
79296.664,-120.1582,38.90858
79209.164,-119.795,38.9581
79496.664,-120.223,39.19109
79634.164,-119.8581,39.24089
78471.664,-120.2885,39.4738
81696.664,-119.9218,39.5239
86226.33,-120.4549,38.57567
76501.33,-120.094,38.62627
85976.33,-120.5208,38.8577
78563.83,-120.1582,38.90858
78463.83,-119.795,38.9581
78751.33,-120.223,39.19109
78851.33,-119.8581,39.24089
77738.83,-120.2885,39.4738
80876.33,-119.9218,39.5239
86002.586,-120.4549,38.57567
76202.586,-120.094,38.62627
85727.586,-120.5208,38.8577
78227.586,-120.1582,38.90858
78090.086,-119.795,38.9581
78390.086,-120.223,39.19109
78477.586,-119.8581,39.24089
77327.586,-120.2885,39.4738
80440.086,-119.9218,39.5239
86808.31,-120.4549,38.57567
76983.31,-120.094,38.62627
86545.81,-120.5208,38.8577
79020.81,-120.1582,38.90858
78908.31,-119.795,38.9581
79233.31,-120.223,39.19109
79308.31,-119.8581,39.24089
78145.81,-120.2885,39.4738
81345.81,-119.9218,39.5239
86838.555,-120.4549,38.57567
77101.055,-120.094,38.62627
86601.055,-120.5208,38.8577
79151.055,-120.1582,38.90858
79038.555,-119.795,38.9581
79326.055,-120.223,39.19109
79476.055,-119.8581,39.24089
78276.055,-120.2885,39.4738
81426.055,-119.9218,39.5239
85987.62,-120.4549,38.57567
76450.12,-120.094,38.62627
85712.62,-120.5208,38.8577
78400.12,-120.1582,38.90858
78275.12,-119.795,38.9581
78575.12,-120.223,39.19109
78712.62,-119.8581,39.24089
77462.62,-120.2885,39.4738
80562.62,-119.9218,39.5239
85271.64,-120.4549,38.57567
75859.14,-120.094,38.62627
85009.14,-120.5208,38.8577
77809.14,-120.1582,38.90858
77659.14,-119.795,38.9581
77909.14,-120.223,39.19109
78046.64,-119.8581,39.24089
76821.64,-120.2885,39.4738
79871.64,-119.9218,39.5239
85978.664,-120.4549,38.57567
76241.164,-120.094,38.62627
85691.164,-120.5208,38.8577
78241.164,-120.1582,38.90858
78103.664,-119.795,38.9581
78428.664,-120.223,39.19109
78491.164,-119.8581,39.24089
77328.664,-120.2885,39.4738
80466.164,-119.9218,39.5239
86585.97,-120.4549,38.57567
76773.47,-120.094,38.62627
86310.97,-120.5208,38.8577
78823.47,-120.1582,38.90858
78710.97,-119.795,38.9581
78985.97,-120.223,39.19109
79123.47,-119.8581,39.24089
77923.47,-120.2885,39.4738
81135.97,-119.9218,39.5239
86463.586,-120.4549,38.57567
76676.086,-120.094,38.62627
86213.586,-120.5208,38.8577
78701.086,-120.1582,38.90858
78601.086,-119.795,38.9581
78913.586,-120.223,39.19109
79001.086,-119.8581,39.24089
77876.086,-120.2885,39.4738
81088.586,-119.9218,39.5239
86719.805,-120.4549,38.57567
76969.805,-120.094,38.62627
86532.305,-120.5208,38.8577
79069.805,-120.1582,38.90858
79007.305,-119.795,38.9581
79269.805,-120.223,39.19109
79432.305,-119.8581,39.24089
78282.305,-120.2885,39.4738
81582.305,-119.9218,39.5239
87055.3,-120.4549,38.57567
77305.3,-120.094,38.62627
86830.3,-120.5208,38.8577
79430.3,-120.1582,38.90858
79380.3,-119.795,38.9581
79642.8,-120.223,39.19109
79805.3,-119.8581,39.24089
78642.8,-120.2885,39.4738
81930.3,-119.9218,39.5239
86547.83,-120.4549,38.57567
76835.33,-120.094,38.62627
86285.33,-120.5208,38.8577
78860.33,-120.1582,38.90858
78747.83,-119.795,38.9581
79035.33,-120.223,39.19109
79122.83,-119.8581,39.24089
77972.83,-120.2885,39.4738
81122.83,-119.9218,39.5239
85636.56,-120.4549,38.57567
75986.56,-120.094,38.62627
85449.06,-120.5208,38.8577
78124.06,-120.1582,38.90858
78049.06,-119.795,38.9581
78336.56,-120.223,39.19109
78474.06,-119.8581,39.24089
77336.56,-120.2885,39.4738
80536.56,-119.9218,39.5239
86271.85,-120.4549,38.57567
76596.85,-120.094,38.62627
86096.85,-120.5208,38.8577
78746.85,-120.1582,38.90858
78759.35,-119.795,38.9581
78971.85,-120.223,39.19109
79171.85,-119.8581,39.24089
77984.35,-120.2885,39.4738
81259.35,-119.9218,39.5239
87162.44,-120.4549,38.57567
77437.44,-120.094,38.62627
86924.94,-120.5208,38.8577
79512.44,-120.1582,38.90858
79424.94,-119.795,38.9581
79662.44,-120.223,39.19109
79824.94,-119.8581,39.24089
78624.94,-120.2885,39.4738
81824.94,-119.9218,39.5239
87279.68,-120.4549,38.57567
77617.18,-120.094,38.62627
87067.18,-120.5208,38.8577
79642.18,-120.1582,38.90858
79554.68,-119.795,38.9581
79804.68,-120.223,39.19109
79929.68,-119.8581,39.24089
78729.68,-120.2885,39.4738
81917.18,-119.9218,39.5239
86742.95,-120.4549,38.57567
77155.45,-120.094,38.62627
86517.95,-120.5208,38.8577
79130.45,-120.1582,38.90858
78980.45,-119.795,38.9581
79305.45,-120.223,39.19109
79405.45,-119.8581,39.24089
78205.45,-120.2885,39.4738
81330.45,-119.9218,39.5239
86502.08,-120.4549,38.57567
76927.08,-120.094,38.62627
86227.08,-120.5208,38.8577
78864.58,-120.1582,38.90858
78727.08,-119.795,38.9581
78964.58,-120.223,39.19109
79064.58,-119.8581,39.24089
77852.08,-120.2885,39.4738
80927.08,-119.9218,39.5239
86470.06,-120.4549,38.57567
76932.56,-120.094,38.62627
86195.06,-120.5208,38.8577
78907.56,-120.1582,38.90858
78782.56,-119.795,38.9581
79032.56,-120.223,39.19109
79145.06,-119.8581,39.24089
77932.56,-120.2885,39.4738
81032.56,-119.9218,39.5239
